[14.881] 霧月むげつ: こんばんは お疲れ様です
[18.209] tsubame5204: umeSalute
[9617.158] careful_crab: !!
[9617.832] (S)sai927: ブロリー
[9618.454] (M)(S)gameinntwitch: よくわからんから、もどした
[9618.566] yoshikawa194: 入れ歯入ってないｗｗｗ
[9619.274] enuemu3: 英語ムズカシイ
[9619.712] だんごうお: 伸ばさないほうがいいんじゃない？
[9620.299] hiaaru: ブロリーおる
[9621.452] (S)bikibiki999: だからｗ
[9621.863] ぷりにゃん: 【悲報】現在のウメハラさんがこちらです
[9623.569] Justinfun456321987: ウメハラがボケた・・・
[9623.907] nikkou18: なんかずっとぶきみな奇声が聞こえてくる
[9623.978] (S)りゅうぅ_: 「ブロリーです」
[9624.282] (S)エムクロ: ここにいたんか志村
[9625.088] (S)マンゴスチン: ブロリー草
[9625.509] iwaisi: ヤバイｗｗｗ
[9627.829] thraximundaru: なんでずっとやってるの…
[9627.919] cruseaguar2: 草
[9628.311] isekai7153: ぺろり
[9628.500] (S)tabibitox: ペロリ
[9628.806] moririka755: なんでそんなアホな言い方なんww
[9629.957] Loytory: ｗｗｗ
[9632.548] ~MISSING_COMMENTER_INFO~: ペロリw
[9633.368] kebiisi: 志村おかえり
[9634.604] chin_56_: 寿司ペロ
[9635.944] blackcoffee0821: ペロリ
[9636.597] (S)fikat_0702: 巻き舌お願いします
[9638.606] (S)りゅうぅ_: ブロリーペロリ
[9639.311] careful_crab: good!
[9639.365] suzukisuzu: 格ゲーの生きる伝説です
[9640.342] Limmel1: Pear - y
[9640.609] (S)fahmy0825: Pha ri
[9640.651] larvitz_tarr: barry
[9642.473] (S)kani7321: ﾍﾟﾛﾘ
[9642.707] (S)hinhinpp: ぺり
[9642.747] morinagasyuya: 今来たんですが一体何が
[9644.131] Miz___: 逆にはっきり「ブロリー」って言ってみて
[9645.643] 157655: 昇竜練習のあとはパリィトレモってわけ
[9645.880] (S)Sgt_Rudolf: peary
[9646.005] ミスターポポ: 無視ｗ
[9646.505] momiji4431: 日本語パリィでいいよ
[9649.310] よもぎです: 分解して発音しよう
[9649.550] わりぃ俺死んだ: Kreygasm
[9649.576] (S)りゅうぅ_: （王の配信です）
[9650.117] ポジティブなおじさん: ジャストぺろりんちょ
[9655.578] kyosuke1476: これで発音学ぼうとするのがそもそも間違っているっていつ気づくの？
[9655.994] Justinfun456321987: ピユリー
[9656.992] (S)マンゴスチン: おお
[9657.876] terry_man630: この声聞きながら小一時間トレモしてたんだけど冷静になったらいつまでやってるのｗ
[9661.818] (S)junjamaica: 狂いましたうめちゃんｗ
[9662.533] 皇帝ルル: ドライブラッシュは？
[9663.261] saketyazu: 英語発音トレモの時間です
[9663.384] mifune1046: 日本語に戻ってるやん
[9663.973] (S)りゅうぅ_: ぱｒｒｒｒｒｒｒりぃぃ～～
[9667.114] (S)brutal9998: 切り抜きを見たかるびに爆笑されるまでうかんだわあ
[9667.675] nen_100: 下唇の力を抜いてみそ
[9669.919] (S)tabibitox: そもそも日本語→英語だから発音は日本語じゃないと意味がないｗ
[9671.656] (S)fikat_0702: おおｗ
[9671.893] thescrb: スト6発売してしばらく経ちましたが、評価どうですか？神ゲーですか？
[9674.795] (S)gularain: 普通にでた
[9677.839] (S)gorogorogorn: 椎名林檎意識して
[9677.858] あり0221: おおおおおおおおおお
[9678.268] イガ: おのさん
[9678.828] (S)りゅうぅ_: yha
[9678.880] mogu0621: へー
[9678.957] careful_crab: Just parry Thursday!!!!!
[9680.556] (S)kani7321: しょーりrrryゅうけーん
[9680.889] renoarenoa: ウメちゃんどうしたん？話きこか？
[9682.432] blackcoffee0821: 遠隔きた？
[9685.623] chicken_dumpling: it got correct on drive rush
[9686.482] mogu0621: ドライブインパクト
[9689.095] cruseaguar2: リニアに置き石
[9694.067] nappamatei: ジュエリー
[9696.781] ~MISSING_COMMENTER_INFO~: @kyosuke1476 君よく空気読めないって言われない？
[9697.291] larvitz_tarr: pair reen
[9700.089] potocki1810: ディオの「ウリィ」みたいに「ウ」を言っちゃうといいらしいですよ＞Ｒの発音
[9701.001] ast_sweety: ？ｗ
[9703.452] (S)fahmy0825: Call Jiyuna fir Sunday English lesson lol
[9707.252] (S)りゅうぅ_: どｒｒｒｒｒｒｒｒｒｒ
[9708.358] (S)fikat_0702: ん？ｗ
[9710.933] ast_sweety: ｒｒｒ
[9711.930] あり0221: wwwwww
[9713.610] (S)Sgt_Rudolf: drive gauge
[9715.341] (S)fikat_0702: おお、でてるｗ
[9717.440] (S)tabibitox: ドイツ人になれそう
[9717.518] dyechi: 若本！？
[9718.364] mogu0621: インパクトドライバーインパクトｗｗｗ
[9720.105] Justinfun456321987: どぐるぁ
[9720.856] (S)brutal9998: でるんだ！
[9721.227] moririka755: カタカナ英語は認識できる
[9723.180] (S)kani7321: ドゥルァアイブ
[9723.449] (S)Sgt_Rudolf: doraivo geesh
[9723.759] Miz___: スクリューパイルドライバー
[9724.241] chicken_dumpling: @FahmyAbdul0825 isnt he trying to test the translator is working?
[9725.239] 将門ゴルゴロ: ペア リーン
[9725.805] (S)fikat_0702: 羽織ｗ
[9726.081] (S)りゅうぅ_: まさかの巻き舌対応
[9726.818] chin_56_: はおりー
[9728.756] ポジティブなおじさん: umeBoom
[9730.459] johndoe6523rp: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9730.656] shiroinurin0401: もういいよ
[9730.856] saketyazu: 羽織ったなぁ
[9733.534] ta__ke__shi: 酔うとるな(^^)
[9734.312] (S)gorogorogorn: パウリー
[9735.235] careful_crab: "impact" - no "O"
[9735.802] mifune1046: Google先生助けて…
[9736.007] (S)fahmy0825: @chicken_dumpling yes he is
[9736.634] (S)kani7321: パオリー
[9739.218] low_single: ポーリー？
[9740.427] (S)りゅうぅ_: ジャスト羽織
[9741.808] azu_maru: 不意打ちパリィ
[9743.393] ast_sweety: 発音サイトみるか～～
[9745.527] Limmel1: 🍐 y
[9755.646] (S)gularain: ほんとだよｗ
[9759.976] mogu0621: パリィゲー
[9760.492] (S)りゅうぅ_: 翻訳と対戦してる
[9762.270] (S)gorogorogorn: 正気に戻ったｗ
[9763.505] larvitz_tarr: call parry the blue
[9764.656] saketyazu: 対戦いこ
[9764.888] (S)bikibiki999: 今日はパリィに勝てなかったね…
[9765.426] (S)双子座55: ある意味対戦ですけどねww
[9767.343] (S)kani7321: 発音って深いねぇ
[9768.199] (S)りゅうぅ_: 進歩してるわ
[9769.416] Justinfun456321987: 英語話さなくていいように翻訳つけたのに
[9770.923] (S)マンゴスチン: すごいよね
[9771.092] (S)fikat_0702: Japanese
[9771.147] yoshikawa194: これもしかして3時間ずっとやってるんですか
[9772.091] (S)ゴリゴリのゴリ: モーニングスターチャンネルは？
[9773.324] げろげろまる: 小野さん好きやがな
[9778.058] (S)brutal9998: ※現在のプログラム…笑ってはいけない英語翻訳byウメハラ
[9779.269] azu_maru: 日本語の翻訳だからじゃない
[9781.214] (S)りゅうぅ_: 着実に良くなってるんだなぁ
[9782.057] (S)tabibitox: 英語の発音する意味がないんやで・・・
[9783.610] (S)axchuuu: 流石に3時間はやってないよwwww
[9787.064] dyechi: こなちゃん選手カキカキ
[9788.266] あり0221: 日本語母音しか音がないくらい極端だし英語は子音多過ぎw
[9788.887] マジでラブ恋愛中: I thought he was good at parry
[9789.176] mifune1046: 完璧w
[9789.723] as6623: ｗｗｗ
[9790.443] chin_56_: 流暢
[9792.585] (S)fikat_0702: なんでやねんｗ
[9794.213] nappamatei: 高橋他の人のルークは甘えだけど、俺がルークを使うのは進化正人
[9795.578] blackcoffee0821: 完璧👌
[9795.646] kebiisi: 草
[9797.450] saketyazu: モーニングスターに優しい
[9803.177] (S)kani7321: モーニングスターチャンバラチャンネルの聞き取り精度ヤバない？
[9805.390] (S)りゅうぅ_: 登録済み
[9805.498] mogu0621: 小さい「ィ」がアカンのかな
[9806.130] Justinfun456321987: 翻訳機もモーニングスターを求めてる
[9808.170] potocki1810: 例えば「ライト」よりも「ゥライト」といった方が通じるらしいです＞write
[9809.094] (S)gularain: ｗｗｗｗｗｗｗｗｗ
[9809.835] (S)りゅうぅ_: no
[9810.097] (S)sai927: ｗ
[9810.177] moririka755: カタカナ英語はね
[9810.308] lucia_morgan: モーニングスターが聞いてることになってたよ今ｗ
[9810.327] (S)fikat_0702: あってるｗ
[9810.885] chin_56_: yes
[9811.942] yoshikawa194: ｗｗｗｗｗｗｗ
[9812.969] saketyazu: 完璧
[9813.638] あり0221: wwwwwww
[9814.379] Limmel1: Pewi Umehara
[9816.642] (S)maya_g01: んっ正確
[9818.640] (S)Hiclere: 正解
[9818.919] kebiisi: wwww
[9819.614] cruseaguar2: 武器に特化した翻訳
[9820.558] (S)sai927: 世界に発信
[9822.825] (S)hinhinpp: perfect
[9823.503] mifune1046: じゃあ最強の武器は～
[9824.061] 無心に: 論争世界に広げるおつもりか
[9825.480] (S)gularain: これ翻訳されても海外ニキ困惑でしょｗｗｗｗｗ
[9828.147] potocki1810: wwwwww
[9831.977] NekkyOne: すげえｗ
[9833.654] CARNO_JPN: たまには日本の武器の話にしませんか？
[9834.495] saketyazu: いけてる
[9835.854] (S)マンゴスチン: すげぇw
[9835.999] (S)hiro_chan: 斧は盾を奪うことができます
[9836.005] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[9836.670] マジでラブ恋愛中: Www
[9837.751] (S)りゅうぅ_: これは何のチャンネルですか？
[9839.551] げろげろまる: 人道がNG？
[9840.240] johndoe6523rp: おお
[9840.521] (S)kani7321: うまい
[9841.192] (S)brutal9998: 歴史上最も強い生物はサーベルタイガーです
[9841.886] ~MISSING_COMMENTER_INFO~: wwwww
[9841.966] thraximundaru: なんなのこれ
[9843.714] GG_sensay: 完璧すぎるｗ
[9844.257] (S)fikat_0702: どういうこちゃｗ
[9844.653] (S)mm2351: LUL
[9845.086] chin_56_: 武器研究家
[9845.204] kirishima0307: サーベルタイガーは最強です
[9847.460] larvitz_tarr: I see
[9849.904] tama_ko: なんで「人」が伏字になるの？？
[9850.161] NekkyOne: 世界最強の動物
[9854.547] (S)junjamaica: 英会話教室チャンネルですｗ
[9855.299] 水増し: 毒レイピア行けるのかよ
[9856.953] (S)fahmy0825: What is abborhent l mean lol my english also auck
[9857.166] ~MISSING_COMMENTER_INFO~: my head hurts 
[9858.437] Limmel1: Keep it
[9859.387] (S)telly_12: 私はサーベルタイガーです
[9863.278] kebiisi: wwww
[9863.549] (S)tabibitox: やばいワードになり得るからだろうな
[9863.578] わりぃ俺死んだ: FamilyMan
[9864.747] larvitz_tarr: naruhado
[9865.078] (S)りゅうぅ_: めっちゃはきはき言うじゃん
[9865.589] あり0221: サーベルタイガーが弱いという人は友達にはなれません
[9867.617] ~MISSING_COMMENTER_INFO~: ww
[9868.680] (S)kani7321: 伏せ字はコンプラ検知してくれてんのか
[9872.434] (S)fikat_0702: なんか単語になったｗ
[9879.300] azu_maru: スナフキンが好きです
[9879.666] (S)りゅうぅ_: 毒が分かってないｗ
[9880.633] mifune1046: 海外ニキが頭痛いってw
[9881.318] low_single: ドクターの方になったｗ
[9881.570] 水増し: www
[9881.813] (S)マンゴスチン: 毒のレイピア
[9882.648] (S)てべす1103: 毒どこお
[9883.519] (S)bikibiki999: 毒刺し剣
[9883.538] cruseaguar2: ポイズンレイピア
[9885.078] (S)りゅうぅ_: ｗｗｗｗｗ
[9885.291] GG_sensay: 分脈ないと困惑ｗ
[9885.461] (S)sai927: 毒のレイピア
[9886.192] げろげろまる: あらら
[9886.491] (S)fikat_0702: ？？？ｗ
[9886.550] (S)tabibitox: ダメぽい
[9887.318] kebiisi: ドク
[9887.537] (S)ゴリゴリのゴリ: 毒のレイピア
[9887.869] (S)エムクロ: ポイズン
[9888.068] chin_56_: 毒、です、よ！
[9889.817] saketyazu: 文脈で判断してるのかな
[9890.583] ~MISSING_COMMENTER_INFO~: 固有名詞があんのか？w
[9890.798] dai920san: レイピア医師
[9891.924] (S)brutal9998: 毒レイピアなんてそんな単語ねえよって事か
[9892.353] (S)tabibitox: の つけろ
[9892.454] Justinfun456321987: ポイズンレイピア
[9892.700] ~MISSING_COMMENTER_INFO~: suika
[9894.328] (S)りゅうぅ_: レイピアと合わせると毒が浄化されるｗｗｗ
[9895.337] 水増し: 文脈がいるのか
[9896.960] mogu0621: 毒槍
[9897.168] (S)hiro_chan: 毒モーニングスターチャンバラ
[9897.713] as6623: 文脈足さないとダメだね
[9897.860] (S)fikat_0702: ぽずんれいぴあになったｗ
[9898.004] onyancoscratch: ブーメランも用途によっては便利なのでは
[9899.559] icyblue1985: 高橋ポイズン正人
[9900.510] CARNO_JPN: poison＝毒
[9900.728] 無心に: 話題変わりすぎて翻訳も困惑
[9901.418] (S)kani7321: 出てたね
[9904.377] (S)fikat_0702: 僕のｗ
[9907.161] GG_sensay: 分脈大事ですよ
[9908.811] げろげろまる: ポイズンでいくか
[9909.505] (S)りゅうぅ_: 僕のレイピアｗｗ
[9910.290] (S)tabibitox: 読モ
[9910.770] johndoe6523rp: クレープショップｗｗｗｗｗｗｗｗ
[9910.890] ~MISSING_COMMENTER_INFO~: 草
[9910.983] cruseaguar2: 草
[9911.067] chin_56_: 読モ
[9911.221] blackcoffee0821: 君の
[9911.479] (S)sai927: ｗ
[9911.716] ta__ke__shi: レイア装備やん！
[9911.730] NekkyOne: 読モｗ
[9912.110] (S)gularain: ｗｗｗｗｗｗｗｗｗ
[9912.168] (S)bikibiki999: 卑猥ｗｗ
[9912.780] (S)mocchili_bt: 読モｗｗｗｗｗ
[9913.674] yoshikawa194: ｗｗｗｗｗｗ
[9913.836] (S)fikat_0702: 読モｗｗｗｗｗｗｗｗｗ
[9914.344] nikukuisugi333: ｗｗｗ
[9915.393] 霧月むげつ: 読者モデルｗｗｗ
[9915.703] mogu0621: 読モｗｗｗ
[9915.785] (S)ゴリゴリのゴリ: 読モｗｗｗ
[9915.864] saketyazu: どくも
[9916.402] あり0221: wwww
[9916.967] (S)maya_g01: ｗｗｗ
[9917.685] prosciu: 読モ
[9917.770] mukimukipanda: 読モ募集
[9919.213] (S)てべす1103: 読モww
[9919.948] 水増し: wwwwww
[9920.556] kebiisi: wwww
[9920.692] (S)kani7321: 読モw
[9920.921] (S)brutal9998: 難しいw
[9922.774] ecell11: 読モ(Yomimo)
[9922.979] (S)マンゴスチン: 読モw
[9923.155] (S)gularain: 面白すぎて風呂いけないｗｗ
[9924.133] saketyazu: 強そう
[9925.001] (S)りゅうぅ_: 読モ レイピアｗｗｗｗｗ
[9925.202] suzukisuzu: 読モw
[9925.707] (S)ハルキ10: 読モw
[9926.769] icyblue1985: 高橋読モ正人
[9926.883] low_single: 認識レベル低いなぁｗ
[9928.694] 157655: コスプレかな
[9928.704] だんごうお: しかもyomimoになってた
[9930.337] ポジティブなおじさん: 僕のレイピアってなんかの隠語ですかw
[9930.916] 黒猫くん: いい暇つぶしになってるな
[9931.652] マジでラブ恋愛中: Ww
[9936.755] GG_sensay: 読むモなってるしｗ
[9937.486] ddb365: 弱そうな職業
[9944.220] (S)ゴリゴリのゴリ: こーれは一晩遊べるやつだからダメですよ
[9944.825] Limmel1: Poisonous rapier? Is that what he's trying to say?
[9946.633] (S)fikat_0702: 笑いすぎてやばいｗ
[9953.126] Miz___: ドクモって聞き取れてるのに何で訳がヨミモなんだよw
[9954.412] hiaaru: おお
[9956.212] 黒猫くん: おおー
[9957.287] (S)tabibitox: お、いけた
[9957.426] saketyazu: 文脈あるといける！
[9957.545] yoshikawa194: おおお
[9957.607] げろげろまる: おお
[9957.770] (S)マンゴスチン: おお
[9958.462] prosciu: おー
[9958.536] (S)kani7321: パーフェクト
[9958.608] isekai7153: ｗｗｗｗ
[9958.734] あり0221: おおおおお
[9958.997] aranami0: すごいｗ
[9959.283] (S)ハルキ10: いいね
[9959.978] (S)fikat_0702: これはいけるｗ
[9960.829] mifune1046: 合ってるw
[9960.852] cruseaguar2: 文章か
[9961.128] CARNO_JPN: Rapier with poison
[9961.620] (S)haicro_zm: いけるやん
[9961.879] icyblue1985: おお
[9962.692] あり0221: 👏
[9962.729] (S)りゅうぅ_: 一般人が持ってるのよりちょっとだけ強そうな
[9962.996] careful_crab: wwww
[9963.879] 水増し: うおおおおお
[9964.909] (M)(S)gameinntwitch: 文脈大事なんやね
[9968.848] (S)エムクロ: 文にしよう
[9969.091] enuemu3: おおおお
[9969.105] (S)sai927: 文章の方が精度高いのか
[9969.339] GG_sensay: んんびみょー
[9974.418] (S)りゅうぅ_: 文脈で理解できるのか
[9977.318] (S)gularain: 文脈必要だねえ
[9977.558] (S)brutal9998: 文にした方がいいんだね
[9979.908] (S)ゴリゴリのゴリ: それは嘘です
[9979.910] (S)tabibitox: 読み取るｗ
[9980.403] (S)りゅうぅ_: 意味わからんｗｗｗ
[9981.432] (S)fikat_0702: ん？？？ｗ
[9982.868] (S)axchuuu: 何と戦い出したのwwww
[9983.522] suzukisuzu: なんの話やねん
[9985.283] (S)りゅうぅ_: 何言ってるのこの人ｗｗ
[9986.176] mogu0621: 海外ニキは、何の話してるか分からんなｗｗ
[9986.870] 無心に: 世界のレイピア使いが憤慨
[9987.534] dyechi: そういうゲームじゃねえから
[9990.885] 1108044k: ちょっと恥ずかしくなってきたｗ
[9993.111] monen_tofu: オノハラ
[9994.372] (S)kani7321: ものです
[9994.677] (S)brutal9998: そのワードなんなんwww
[9995.694] prosciu: ものです
[9997.015] careful_crab: What is true victory Thing 
[9999.521] げろげろまる: ふむ？
[10000.007] (S)tabibitox: 共感性羞恥
