[32.079] れいとろん: にちは〜
[13777.217] ushbatesoro: 限界集落だったから…
[13778.861] bbimanim: 頭おかしい
[13779.868] 白のワニ: ヨガパワーで炎も出すしワープも出来るし手足も伸びる
[13782.223] (S)はっぽん: ヨガってなんなん？
[13783.220] (S)コムコムぽん: え、ダルシムが手を伸ばすのは当然だし？
[13784.169] katanantoka: だってヨガだしなぁ
[13786.247] nullnull_hjm: ヨガはテレポートするもの
[13787.154] taroumaruh: CRカップ発表されてたけど ひなーの初心者枠か
[13787.452] shi_a__: 何も気にならなかった...
[13795.013] vra_oji: でもヨガは浮くモンやし…(麻痺
[13796.447] iamatomic45510: ヨガを初めて知ったのダルシムだもんな
[13796.500] jaguarbee200: きたぁ
[13796.688] ふうかさぁ: ヨガだから当たり前と思ってた
[13798.435] marill183: 本田の突進はおかしいと思います！
[13799.945] (S)jobjongt: jobjongt subscribed with Prime. 
[13801.308] (S)ノーススター: 傍目から見るとダブルラリアットもだいぶおかしいんだけど忘れられてそう
[13801.809] r4ka__: ダルシムが火を噴かない方が違和感
[13803.267] ぬるぼっと: インパクトいいぞー
[13804.192] はむはむ_: 掛け声、ヨガって、ヨガやってるひとしないのか、、、
[13806.766] (S)港区ザンギエフ: 冷たいリリーだ 冷たい……
[13812.707] cheeriol: ガードできるのすげーよ
[13813.477] さく_らば: 格ゲープレイヤーが変なのかどぐらさんが変なのかの二択もある
[13813.608] pawafu1_: ぶっぱ読みで重ねてない！？
[13818.175] (S)mukubado2: ヨガだからよぉ、火も吹くし手足も伸びるよなぁ！
[13820.719] pakorepukins: あれは紛れもない国技SUMOでごわすよ
[13824.546] (S)港区ザンギエフ: ダブルラリアットはおかしくない！適正な対空手段！！！
[13826.689] fliege1515: なんか掴んできてるな
[13831.868] ushbatesoro: やるね
[13832.647] toto3210119: うま
[13833.520] (S)ekiben_taro: 天才
[13833.852] (S)やぎう氏: うっま
[13833.961] shamoa7: うま
[13834.166] 白のワニ: うんまい！
[13834.395] さく_らば: うおおおおお
[13835.109] (S)ノーススター: 天才かな
[13836.136] ポップマンです: うまぁ！
[13837.090] zonta184: 良い待ち方
[13837.447] (S)river_ange: うっま
[13837.485] ラージフォレスト: うっま
[13837.689] ふうかさぁ: バーンアウト中攻めた方がいいっての感覚的にやってる！？
[13837.764] brontttt: うまい
[13838.016] (S)美濃屋善兵衛: えーらい
[13838.749] naryuhama: 引っ張った
[13838.928] cheeriol: うっま
[13839.188] haruki_0228: もう様子見を習得している・・・
[13839.252] noko_twch: うますぎ、
[13839.909] icchy5tr: ヒモ出すタイミング◎
[13840.092] katanantoka: よく溜めた
[13841.840] (S)港区ザンギエフ: スト6うま女
[13841.995] light0909x: 普通にゴールドいけるわ
[13843.208] mix_camp: 紐うまい
[13843.834] (S)ありやんさん: ちゃんと相手見てる
[13844.005] あすか0119: うまぁ！
[13844.071] noko_twch: マジか！
[13844.245] see_no547: うんまあい
[13844.487] margarita_217: 才能の塊か？
[13845.951] dejiru: 100万再生
[13846.152] アイネ_: すごいな、見てるなぁ
[13846.251] negimasimaside: これ、才能です
[13847.237] goose0914: 相手のこと見れてるのほんとすごい
[13847.251] seven_bluewave: え？
[13848.255] (S)うちま_: タイミング合わせるのうまいねぇ！
[13849.677] naryuhama: 緩急
[13851.990] (S)mukubado2: 百万再生っす
[13853.039] さく_らば: 次のひなーののショートはサイコフリッカーか
[13855.553] katanantoka: 溜め手
[13857.313] (S)やぎう氏: こーれ100万再生っす
[13861.265] ポップマンです: サイコフリッカー溜めてみたww
[13861.481] rafaeru_god: うめぇ
[13862.280] 叢雲カイジ: どぐにゃん 散歩してみた
[13868.274] mix_camp: ブンブン言うて
[13875.274] taroumaruh: 昨日の昨日でもうこれすご
[13876.195] (S)港区ザンギエフ: このリリー、恐ろしい…
[13876.752] vra_oji: 歌ってみたも古い世代か……
[13882.354] guscotu0: 壁に当てたら追撃できるまだ教えてないかもしれんン
[13884.939] oreyuta: ひなーの緊急動画取るかもしれん
[13889.307] ushbatesoro: 打撃重ねてこないな
[13889.558] pawafu1_: このリリー手ごわいね
[13892.477] pakorepukins: ハーイ！ハーイ！
[13897.487] (S)港区ザンギエフ: ﾎｰｲﾎｰｲ!w
[13909.056] (S)ノーススター: そういえば初心者帯って演出スキップ知らない人多そう。見たい気持ちもわかるけど
[13910.319] njpw2017: 酷い絵面
[13914.994] rafaeru_god: シュッシュッ！
[13917.539] (S)musi_namazu: マジかｗｗｗ
[13919.233] brontttt: うま
[13925.055] アイネ_: これ見てからなんてことある？
[13939.662] fliege1515: 投げたーー
[13939.986] pawafu1_: ナイスゥ！
[13940.230] pakorepukins: うま！
[13940.483] さく_らば: ないすぅ！
[13942.679] katanantoka: うっま
[13944.018] acis012: うまい
[13944.215] (S)ekiben_taro: 勝てるやん！
[13944.239] (S)mukubado2: 噛み合いぃーん！
[13944.697] icchy5tr: 勝ちきったぁ
[13945.977] ふうかさぁ: ないすぅ！
[13946.293] (S)ノーススター: すごーい
[13947.024] (S)やぎう氏: ええやん！
[13947.191] 再度落選の大統領マルモリ: んほぉ～
[13947.343] cheeriol: うっま
[13947.717] rafaeru_god: ないす！
[13950.477] naryuhama: 爆盛ィ
[13951.564] ぬるぼっと: あーこれもうブロンズ行きます
[13951.684] katanantoka: 連勝ボーナスでけえ
[13952.556] (S)musi_namazu: まもなくブロンズ
[13953.348] noko_twch: 上手すぎ
[13954.243] pakorepukins: ｗｗ
[13954.286] 白のワニ: 盛ったぜ！
[13955.195] deepbronze2: あーもう最高や！
[13955.387] (S)れすみず: いいいいいインパクトを投げた！？！？
[13956.874] さく_らば: この勝負強さはやっぱり天才では？
[13963.112] (S)ありやんさん: もうブロンズやん
[13964.735] pawafu1_: 2000ちょうどくらいやなかったか
[13965.458] ほげほげさん: 連勝してるからね
[13965.464] (S)エイティ: そうやね
[13965.688] (S)さとチャ: あ
[13966.211] アイネ_: ｗｗ
[13967.125] (S)コムコムぽん: どぐーら効果です
[13967.862] ushbatesoro: ひなーの多分だけど読み合いとかできちゃうタイプか
[13968.653] pakorepukins: ノイズやめてね
[13968.727] negimasimaside: 良いコーチ
[13969.199] cheeriol: コーチがいいって事か
[13969.429] ポップマンです: あ
[13969.559] 再度落選の大統領マルモリ: コーチ、試合中っす
[13969.618] hhhjjj9: は？
[13969.940] (S)鉄板: ええて
[13970.198] naryuhama: キモ
[13970.770] ただのぶいすぽ好き: www
[13971.420] アイネ_: 素直ってこと
[13971.440] freedom_2231: 突進見てから昇龍余裕でした
[13971.743] ふうかさぁ: 連勝補正かみかみ〜ん
[13972.274] shi_a__: 連勝ボーナスやべぇｗ
[13972.431] r4ka__: 昨日は一人で沼ってた感じだったなｗ
[13972.718] (S)やぎう氏: こーれ10年に1人です
[13972.782] brontttt: ん？
[13973.412] fliege1515: つらｗ
[13973.579] ぬるぼっと: きまずいｗ
[13973.651] (S)ekiben_taro: 黙れ！
[13973.956] dicekey12: え
[13974.550] (S)さかじょん: …せやな！
[13974.610] p4seri: ええて
[13975.898] 白のワニ: 実際そうだけどにｗ
[13976.247] dejiru: どぐら一門がね
[13976.696] katanantoka: メンタルコーチ必要
[13976.868] charcoal_jps: 実際そう
[13976.907] (S)mukubado2: コーチ、コーチ
[13977.273] marmot0001: 今余裕なさそうｗ
[13977.293] toto3210119: ひなーの素直
[13977.728] siuman2: ｗｗｗｗ
[13979.139] (S)musi_namazu: 俺らが突っ込んだる
[13979.499] berurusuko: つっこみにいく
[13979.747] (S)さとチャ: 素直な子やね
[13979.955] (S)港区ザンギエフ: 自画自賛やめてね 
[13980.196] huraikyuunekokakumei: ノイズやめてね
[13981.276] ふうかさぁ: ええ子やな
[13981.305] goose0914: メンタルの問題はありそうではあるｗ
[13982.389] highreitz: こーちgap
[13982.638] amitakutt: アイアンでも負けたらポイント減るんだ
[13984.040] kuma2455: 昨日の戦績見てあげてほしい
[13984.548] pkuzu: 本当にそうだとウザいだけだからやめな？
[13985.833] ポップマンです: どぐら一門作るか
[13987.194] tkgnotamago: なんたってプロよ
[13987.745] taroumaruh: 後方腕組王騎どぐら
[13988.100] tenar5: そっ、そうだな！
[13989.958] (S)コムコムぽん: 昨日かなり沼ってたと思う
[13991.457] だだちゃまる: 実際心強いよね
[13994.423] mokemoke99: いじりにくいタイミングのボケきた
[13997.167] Sotomawari: コーチングギャップ♪
[14001.507] 再度落選の大統領マルモリ: 試合中のノイズやめてねBloodTrail
[14005.409] tetsu_kaede: まだ緊張が激しいねｗ
[14008.360] oreyuta: 実際コメントノイズが大分減るからやりやすそうではある
[14019.274] naryuhama: 野崎ODアラーム
[14020.380] cheeriol: 集中乱してリラックスさせる高度なアシスト
[14021.885] pkuzu: うるせェ！撃とう！
[14025.273] (S)musi_namazu: ないす
[14026.485] さく_らば: うてるぅ！
[14030.901] katanantoka: デバフです
[14031.322] (S)鉄板: うてぇ！だぜぇ！
[14031.951] fliege1515: ゲラまずいｗ
[14032.310] をかし: だせぇ！
[14032.418] ぬるぼっと: 熱血どぐらコーチ
[14032.831] 再度落選の大統領マルモリ: ミサイル当たれー！
[14032.853] Namekuji44: wwwww
[14033.625] dejiru: あ～やめてね
[14033.933] 白のワニ: もしかして：ノイズ
[14034.866] noko_twch: BloodTrail
[14035.122] (S)hatimitsu32bee: wwww
[14035.159] schroeder3232: ノイズ
[14035.530] haruki_0228: 打ってから、打て！って言われてそう
[14037.245] Sotomawari: おじさん、言ってるときにはもうひなーの光ってます…
[14038.242] souren12: インパクト壁やられの後のコンボとフリッカーの後のコンボ教えた方いいかも
[14039.900] mix_camp: フェン様の「２ゲージたまってますね」と同じシステムか
[14040.379] ゆうぴぃ: ラグで言われる前に打ってるのよ
[14040.863] marmot0001: 画面共有のラグ大丈夫なんかなｗ
[14040.926] (S)ありやんさん: 後投げ～
[14041.506] (S)dodoi2: 撃てぇ！出せぇ！
[14042.673] corleonis72: 抉りこむようにして打つべし
[14044.663] guscotu0: あしたのジョーは古くないっすか？
[14045.234] vra_oji: 言う前から打ってる、やはり天才……
[14045.756] ﾃﾄﾗﾝ: おやっさんいるって
[14045.989] (S)ノーススター: ヒンメルならそう言う
[14047.778] katanantoka: ノイズやめてね
[14048.435] naryuhama: 良い攻め
[14052.256] ベッキー道雪: 誰かが一人でやるより誰かいたほうがいい言うてたな
[14053.108] (S)港区ザンギエフ: ﾎｳﾎｳﾎｰｳ!
[14056.292] r4ka__: 投げの方向意識してるのマジ偉い
[14058.195] ishiya007: リリーはんあれでメシくってんねん
[14059.349] taroumaruh: 笑いデバフ 
[14059.750] pawafu1_: これはわからん
[14062.720] (S)杉林幹雄: ノイズ崎さん
[14065.089] beretta_ninamori: リリー強いよね
[14083.765] (S)コムコムぽん: コメントで言われても正しいのかどうかもわからないしね
[14084.998] ushbatesoro: コマ投げでメシ食ってる
[14086.471] 再度落選の大統領マルモリ: BloodTrail
[14093.172] pakorepukins: 初心者帯のリリー強そう
[14093.615] (S)dodoi2: コマ投げは仕組み知らないと一生投げられるな
[14101.547] 地球最弱を継ぐもの: 打撃痛い本田みたいなもんだしなあ
[14103.906] cheeriol: 可愛くしたけどTホークは普通に強敵なんよ
[14107.550] pulpool2t: FPSやとランクマでリアルタイム指導とかありえんから新鮮やな
[14109.831] oreyuta: 仕組みしってても投げられるぞ！！！
[14123.789] yamadasrm610: 相手もかなり上手いな
[14126.674] (S)ekiben_taro: 溜め紐から毎回ちゃんと追撃してるの凄すぎるよ
[14149.333] アイネ_: これエド本当に向いてるかもね
[14153.731] pawafu1_: それそれ！
[14157.983] pakorepukins: 歩きグラ
[14160.009] cheeriol: うーまい
[14160.957] corleonis72: 起き攻めで遅らせ投げ！？
[14161.559] kuma2455: 昨日サイコ柔道教えたっけ？
[14165.319] Suites_: ナイスおじさん
[14166.290] toto3210119: 伸び代感じる
[14168.512] vra_oji: 配分完璧か？
[14171.597] 再度落選の大統領マルモリ: 許された
[14173.687] pakorepukins: 大丈夫（2回目）
[14174.631] amitakutt: 全肯定ひなの
[14175.127] shi_a__: ｗｗｗ
[14176.891] noko_twch: 端でちゃんとエドしてる
[14182.062] beretta_ninamori: ほんとか?
[14182.210] kuuderia: サイコ柔道はれんくんが教えてくれたんかな
[14185.180] 山もっちゃん: ひなーの試合中息してない
[14185.545] ぬるぼっと: ひなーのおじさんに優しい
[14186.324] 再度落選の大統領マルモリ: 相手困ってるな
[14188.861] brontttt: すばらしい
[14191.171] (S)dodoi2: （ノイズと思えば）大丈夫
[14191.861] (S)ノーススター: えらすぎる
[14195.635] mix_camp: パーペキです
[14196.394] yamadasrm610: パなしは絶対に使うしね
[14201.451] oreyuta: ｗ
[14202.487] cheeriol: ノイズタイム
[14203.808] pakorepukins: ノイズやめてね
[14203.810] pawafu1_: 自分で色々調べたみたいね
[14203.870] haruki_0228: CV野崎
[14204.723] BrokenJP: よそ見してるからｷｭｷｭﾊﾟﾝﾊﾟﾝ
[14205.473] さく_らば: どぉーだぁ！！
[14205.811] dejiru: どーだぁ！
[14205.865] (S)コムコムぽん: 鉄板です
[14206.022] heterotopia3: ｷｭｯｷｭ
[14208.666] 山もっちゃん: ひなーのゲラすぎｗ
[14209.810] 再度落選の大統領マルモリ: ノイズ ノイズ
[14210.358] fliege1515: 完コピ
[14210.917] をかし: エド崎
[14210.996] 地球最弱を継ぐもの: 生駒ノイズ
[14211.131] DoAsKamchatka: どぐらひなーのリスナーの俺にとってこの状況うれしすぎる
[14211.743] naryuhama: 全部詠唱するな
[14212.782] noko_twch: 草
[14214.520] (S)fure1101: たのしいねぇ！！！（2回目
[14216.223] (S)wakameeeeee: 突然のアテレコ
[14219.867] ふうかさぁ: 笑ってくれるから良かったな
[14220.359] kuroame_yummy: アフレコ助かります
[14220.539] charcoal_jps: ちょっと早いのおもろい
[14223.273] (S)ノーススター: おじさん
[14226.235] さく_らば: ないすぅ！
[14228.479] (S)uguisuball: ラグを考慮した食い気味のアフレコ
[14228.828] (S)エイティ: ｗｗｗｗ
[14229.805] BrokenJP: しゃっせい！！
[14230.930] (S)ありやんさん: うまい
