[4.124] (S)sakusannyo: きたーー
[7173.815] aja2525: またwww
[7176.020] (S)つむじのきもち: そうだよなぁ
[7176.269] smallkundesu: あ
[7176.287] るらま: あ
[7176.663] merongo_1023: ﾃﾞｽﾖﾈｰ
[7178.036] main94: あ
[7179.988] merongo_1023: あ
[7180.029] (S)oli_liriri: リトルナイトメア２のやつ
[7180.155] nostalgic8451: 中学生でもわかるぞ
[7181.084] ru463: あ
[7181.930] YodoRa: radaoKawaiin
[7182.309] そふぃ3: あーね
[7182.920] smallkundesu: あ〜あ
[7182.955] nachoa120057: らっだぁはねこ
[7184.723] yuzusou: あー
[7186.579] tonn_donnnnn: radaoDoya
[7188.663] nobume0v0: 間抜けな所も可愛いのがぬこ
[7193.373] hanasabi: リトルニャイトメア
[7194.986] チャマチャマ: それギターで弾いてるんじゃなくてロボットが音楽を出してる？
[7196.112] (S)キラキラボシ: wwwww
[7199.080] そふぃ3: たしかにwwwwwwww
[7199.889] mitoya_1115: wwwwww
[7200.055] Ruria00: Fランでもできるはずや
[7205.903] mitoya_1115: 間違いない
[7209.633] そふぃ3: 冷静すぎるて
[7217.456] hanasabi: やばいコメントにネタバレされる
[7218.650] (S)baceneKo: お
[7219.887] きのここ: おｋ
[7220.469] 猫又01: パスワード見せたら解読してくれるんじゃね？
[7220.864] つのなんだが: お
[7221.334] れぢくす: お
[7221.742] awayuri: おけ
[7222.416] ruu_ha: おｋ
[7222.658] (S)キラキラボシ: おk
[7223.052] lemoncheesesource: radaoOtu2
[7223.163] mitoya_1115: おk
[7223.303] akita_210: おk
[7223.312] (S)yunoooa: お
[7223.597] そふぃ3: おk
[7223.944] わらびもち73: お
[7224.073] ちよび: にゃーん
[7224.372] nobume0v0: おk
[7224.452] (S)ｸﾛﾈｺ: おけ
[7224.613] ayunosioyaki0223: おk
[7224.699] aina___10812: おけ
[7224.708] (S)にわすずめ: お
[7224.819] maroooo_2525: おけ
[7224.887] siragiku_nobaka: おk
[7224.934] mimitabu_92: おけ
[7224.966] iroshiro_029: radaoOtu2
[7225.339] さいのめ: お
[7225.512] (S)if0990: おk
[7225.595] ゐゐは: おk
[7225.848] sumikko_ai: おk
[7226.154] yumemiruneco: おk
[7226.303] aotubakikuruminku: おけ
[7226.368] maruone: おk
[7226.375] Ruria00: おk
[7226.398] __あお: おk
[7226.432] Amam1ya0000: おk
[7226.512] あらんえむかーびぃ: radaoOtu2
[7226.544] wpj575: おk
[7226.651] kairi_namakemono: radaoOtu2
[7226.715] (S)にわすずめ: おけ
[7226.739] (S)tukky1208: おk
[7226.886] nakihai556: おつ
[7227.068] みりンゴ: おk
[7227.105] (S)yunoooa: radaoOtu2
[7227.169] mitoya_1115: radaoOtu2
[7227.361] ar1_1220: おｋ
[7227.371] 曙あけぼの: お
[7227.372] tsuruka_: おけ
[7227.526] mo_coa: おk
[7227.579] kou_tsuru: radaoOtu2
[7227.607] tora25_22: いいよ
[7227.614] えんそ: おk
[7227.851] ここねり: お
[7228.056] Rein_01ri: おけ
[7228.080] 抹茶の午後: おｋ
[7228.132] (S)oli_liriri: おk
[7228.189] チャマチャマ: おｋ
[7228.281] kawasemi2525: おk
[7228.348] (S)みーだん: radaoOtu2
[7228.531] cori5698: おけ
[7228.656] __あお: お
[7228.772] shilva_0: お
[7228.776] hanasabi: コメントが先にくるせいでネタバレ喰らう
[7229.184] rascal_techonol: お
[7229.320] lemoncheesesource: お
[7229.345] あるみ屋: おk
[7229.427] (S)にわすずめ: radaoOtu2
[7229.715] わらびもち73: 草
[7229.734] mirinann721: おk
[7229.779] maruhumo: おk
[7229.880] yotsuha1218: おk
[7229.892] bunchaan: あぺやるか
[7229.898] (S)ankoro0825: radaoOtu2
[7230.068] eggkake: おつー
[7230.083] sunomono8: お
[7230.157] そふぃ3: 区切り良いしね
[7230.243] awayuri: わあい
[7230.340] くりおね90: おつ
[7230.372] mamemamehu: おk
[7230.481] sinasinasiterukarintou: radaoOtu2
[7230.490] 0501nao: はーい
[7230.512] mimipaadesu0428: おk
[7230.896] sobayu120: まぁキリ良さそうだしね
[7230.916] (S)aisu00082: radaoOtu2
[7231.068] れぢくす: おｋ
[7231.118] bin2726: お
[7231.120] (S)if0990: お
[7231.137] (S)惰性さん: おｋ
[7231.314] (S)キラキラボシ: お
[7231.322] nashu_noike: エペやる？
[7231.325] (S)りな_1822: !uptime
[7231.411] 素粒子: radaoOtu2
[7231.444] waraashi: radaoOtu2
[7231.527] omoti08022: え
[7231.686] (M)Nightbot: らっだぁ が配信を始めてから 2 hours 38 seconds 経過しています。
[7231.831] みりンゴ: お
[7231.882] (S)こばゃし: radaoOtu2
[7231.930] mikan_san: おk
[7232.277] mizusakura0326: おk
[7232.295] いごち: radaoOtu2
[7232.312] (S)panno_mimi: radaoOtu2
[7232.426] uta_0713: radaoOtu2
[7232.477] 低楽: おk
[7232.504] 猫又01: お
[7232.507] stainlesses: お
[7232.532] (S)nattttttumi: おk
[7232.677] mashiro0131: おk
[7232.686] tsuruka_: お
[7233.068] (S)ねお0525: radaoOtu2
[7233.160] bon_sai: radaoOtu2
[7233.177] yumemiruneco: お！
[7233.211] (S)にわすずめ: お
[7233.264] kanta0320: radaoOtu2
[7233.505] さたさた: radaoOtu2
[7233.510] (S)きょむきょむぷりん: やった
[7233.514] (S)ぐるうむ: radaoOtu2
[7233.696] まここま: お
[7233.716] rua0220: おk
[7233.858] (S)yunoooa: このあとはー？
[7233.890] (S)えりさ_: おk
[7233.967] neko_iti222: radaoOtu2
[7233.993] cocomil1030: おけ
[7234.068] YodoRa: 丁度よさそう
[7234.080] merongo_1023: おつー
[7234.085] ryokuhasan: radaoOtu2
[7234.102] rururu0678: おｋ
[7234.113] aotubakikuruminku: やたー
[7234.258] sakamaki_reo: おk
[7234.292] kairi_namakemono: お？
[7234.333] とまとかれー: おつ
[7234.392] ayunosioyaki0223: radaoYatta
[7234.513] (S)~MISSING_COMMENTER_INFO~: radaoQuiche
[7234.736] そふぃ3: お！？！？！？！？
[7234.769] めろぱんまん: おk
[7234.956] ずつうがいたい: radaoOtu2
[7234.961] (S)にわすずめ: なんす
[7235.135] mofusika: おk
[7235.251] 0501nao: おk
[7235.319] arareruru: おk
[7235.354] ちぃず太郎: はーい
[7235.476] am_1685: radaoOtu2
[7235.568] しあーー: radaoOtu2
[7235.645] yotsuha1218: お
[7235.662] yuuuma_s: おｋ
[7235.733] tonn_donnnnn: O̤̮K̤̮で̤̮ー̤̮す̤̮
[7235.791] kuromame0749: おっつぅ
[7236.193] mitoya_1115: あぺすんの？
[7236.378] みさお婆ちゃん: radaoOtu2
[7236.421] (S)ankoro0825: なにやるん？
[7236.427] kanta0320: やたー
[7236.451] siragiku_nobaka: radaoOtu2
[7236.452] itoido: radaoOtu2
[7236.521] miringo_4723: radaoOtu2
[7236.534] misshi1635: radaoOtu2
[7236.658] ruupi0312: radaoOtu2
[7236.659] REN_sylph: radaoOtu2
[7236.739] rrrrrrraaaaaaaad: radaoOtu2
[7236.773] 猫又01: radaoOtu2
[7236.819] 遅れます: おk
[7237.054] mimipaadesu0428: アペルかー
[7237.137] myugi39: radaoYatta
[7237.164] チャマチャマ: radaoOtu2
[7237.233] (S)if0990: えぺ？
[7237.336] (S)惰性さん: radaoOtu2
[7237.395] ruu_ha: 練習すか
[7237.420] nazu_7z: おおお
[7237.543] kmoonmk2: おお
[7237.741] (S)nekodama2155: おk
[7237.877] shi__409: 練習？
[7237.998] omoci__da: radaoOtu2
[7238.279] (S)白い米: radaoYatta
[7238.397] ちゃむいか: お
[7238.429] sugiura_akari: うおおおおおお！
[7238.572] キャベツウニ: radaoOtu2
[7238.593] (S)えりさ_: 何するん？
[7238.658] nodayoo: おつ
[7238.730] (S)kumo3389: アぺ？
[7238.844] (S)てぃやんでい: おｋ
[7238.861] さいのめ: 時間だもんな
[7238.890] るらま: おけ
[7239.501] kairi_namakemono: エペ？
[7239.526] miya07016: radaoOtu2
[7239.575] akita_210: radaoOtu2
[7239.591] maruhumo: 次は？
[7239.725] あるみ屋: あぺ？
[7239.741] そふぃ3: なにやるのー？？？
[7239.778] otenba_usagi: radaoOtu2
[7239.964] siragiku_nobaka: radaoOtu2
[7239.979] koharapi: radaoOtu2
[7240.163] al1ce_28: おっつぅ
[7240.204] kchan1225: おk
[7240.390] ゐゐは: なにするん
[7240.447] tsukiha_10: radaoOtu2
[7240.808] 12031213: radaoOtu2
[7240.903] gu_taranosuke: おお
[7241.076] あめまう_: radaoOtu2
[7241.115] くりおね90: お？あぺ？
[7241.195] corotorp: radaoOtu2
[7241.305] omuraisu2017: おけ
[7241.423] さぼりあめ: やた！
[7241.430] (S)惰性さん: あぺ？
[7241.686] nazu_7z: おっつぅ
[7241.721] hanasabi: おつかれぃ
[7241.790] 猫又01: 可愛かった
[7241.853] (S)kurono1627: radaoOtu2
[7241.932] (S)nekodama2155: radaoOtu2
[7241.935] samelemon: いったんおっつぅ
[7242.101] 星空くん: おけ
[7242.166] わらびモち: radaoOtu2
[7242.220] riren_92: radaoOtu2
[7242.343] smallkundesu: radaoOtu2
[7242.369] 甘酒大好き: やったぁ
[7242.462] (S)まだら25: おk
[7242.473] さたさた: おけ！
[7242.484] (S)sora_mameee: radaoOtu2
[7242.884] awayuri: あぺ？
[7242.915] (S)えぬあい: radaoYatta
[7242.949] (S)oli_liriri: あぺ？ヴァロ？
[7243.027] 0501nao: おつ
[7243.118] mashiro0131: 次は？
[7243.343] aja2525: radaoOtu2
[7243.352] (S)mi_sa34: radaoOtu2
[7243.355] mimizu_ikoi: 早い
[7243.526] th180427: radaoOtu2
[7243.608] eggkake: ぺっくす？
[7243.731] siragiku_nobaka: なにやるん
[7243.740] (S)yunoooa: 義務エペ？
[7243.756] Nemu_ru_zZ: radaoOtu2
[7243.759] suzuran_07: おk
[7243.782] smallkundesu: radaoOtu2
[7243.867] sayorin25256: radaoOtu2
[7244.193] m46ue: バロ？
[7244.372] tanutanusan: radaoOtu2
[7244.481] (S)natsu_mikan_ame: radaoOtu2
[7244.552] つのなんだが: radaoOtu2
[7244.616] くろうるふ: radaoOtu2
[7244.623] (S)寝袋_: radaoOtu2
[7244.715] merongo_1023: 次は？
[7244.770] さたさた: やったぁ
[7244.986] ばなばなな: radaoOtu2
[7245.207] Ruria00: アペやろか
[7245.211] suiha_7: radaoOtu2
[7245.610] arareruru: やた
[7245.790] zusshin_sushi: あぺ？
[7245.859] そー司郎: radaoOtu2
[7245.872] nobume0v0: アペ練習？
[7245.877] 中原きょうか: おつおつ
[7245.920] すいぺりあ: radaoOtu2
[7245.993] al1ce_28: あぺ？
[7246.020] (S)1chigo_mochi: radaoOtu2
[7246.048] そふぃ3: ヴァロ？？？？？
[7246.217] にゃん_ごろう: radaoOtu2
[7246.304] raruaaa: おk
[7246.345] mo_coa: あぺ？
[7246.426] うにだ: radaoOtu2
[7246.521] smallkundesu: radaoOtu2
[7246.577] rairaaaaan: エイベックス？
[7246.768] tonn_donnnnn: radaoDoya
[7246.967] hanasabi: お、
[7247.158] さいのめ: あぺ練習
[7247.189] (S)sora_mameee: あぺやる？
[7247.309] pimoon_15: radaoOtu2
[7247.385] (S)rosemary0920: あぺ？
[7247.498] mizusakura0326: radaoOtu2
[7247.612] sironeko02: radaoOtu2
[7247.665] aotubakikuruminku: なにやる？
[7247.905] (S)naetoru0901: radaoOtu2
[7247.948] さたさた: radaoYatta
[7248.033] corotorp: radaoOtu2
[7248.075] sosko3260: radaoOtu2
[7248.129] ゐゐは: おつぎは？
[7248.207] てとてと: radaoOtu2
[7248.247] yumemiruneco: アペ？
[7248.446] ゆりこんぬ: radaoOtu2
[7248.499] (S)まだら25: radaoOtu2
[7248.547] ふらんすパン: radaoOtu2
[7248.645] nonoami0702: 二進数ってなんですか？
[7249.054] スノーマンパー: radaoOtu2
[7249.270] hanasabi: やったぁ
[7249.299] (S)きょむきょむぷりん: 何するのー
[7249.332] YodoRa: radaoOtu2
[7249.376] mimipaadesu0428: ( ᐛ ) ｱﾍﾟｰ
[7249.476] nyana_71530: radaoOtu2
[7249.502] (S)shiroiro1011: radaoOtu2
[7249.594] (S)~MISSING_COMMENTER_INFO~: radaoOtu2
[7249.740] smallkundesu: radaoOtu2
[7249.747] siragiku_nobaka: radaoOtu2
[7249.847] hisamo1001: radaoOtu2
[7249.857] エルフォード: radaoOtu2
[7249.952] (S)karen0046: radaoOtu2
[7250.160] (S)skeeeeno: radaoOtu2
[7250.172] natsu_yr_mituba: あぺ？？
[7250.376] (S)yunoooa: 義務エペかVALORANT
[7250.499] Water_1013: radaoOtu2
[7250.733] kamiusa1210: えぺか
[7250.757] ニコ丸0429: radaoOtu2
[7250.944] nodayoo: あぺ
[7251.162] pon2929: radaoOtu2
[7251.178] (S)そんなんないわ: ブレワイ？
[7251.206] (S)qxxxoxxxp: radaoOtu2
[7251.398] merongo_1023: えぺ？
[7251.494] rua116: radaoOtu2
[7251.600] paseri_113: radaoOtu2
[7251.764] (S)霞ちゃん: radaoOtu2
[7251.847] たまごガチアンチ: あぺか
[7251.951] ふらんすパン: radaoOtu2
[7251.976] th180427: おつおつ
[7252.014] めろぱんまん: あぺかな？
[7252.024] さたさた: radaoNikkori
[7252.045] kanta0320: あぺ配信？
[7252.188] あびこお: radaoOtu2
[7252.215] (S)gakuto1007: ソロあぺ？
[7252.264] __あお: radaoOtu2
[7252.723] murasakineko6262: radaoOtu2
[7252.736] corotorp: radaoOtu2
[7252.951] (S)nekodama2155: アペ練？
[7253.749] hiiiiiiiiiikr: 今急に眩しかった
[7253.804] 0501nao: あぺ？
[7253.849] 大藤むぎ: radaoOtu2
[7253.871] mashiro0131: radaoOtu2
[7253.901] tsuruka_: なにやるの？
[7254.660] yutiy_25: あぺ？
[7255.454] だなわみー: radaoOtu2
[7255.513] siragiku_nobaka: radaoOtu2
[7255.735] ayato_shinami: おっつぅ
[7256.023] 中原きょうか: radaoOtu2
[7256.665] mimipaadesu0428: radaoOtu2
[7256.709] ujimach: 終わるの？
[7256.823] nigikoro: ヴァロ！
[7256.888] yukky88: radaoOtu2
[7256.897] (S)とまときゃんでぃー: えぺ？
[7256.968] ふらんすパン: radaoOtu2
[7257.045] (S)まだら25: あぺ？
[7257.070] mashiro0131: radaoOtu2
[7257.842] panndaman1: radaoOtu2
[7258.094] 文月78: radaoOtu2
[7258.105] kanta0320: radaoOtu2
[7258.380] (S)samehurai1028: radaoOtu2
[7258.501] corotorp: radaoOtu2
[7258.662] suzuro_02: radaoOtu2
[7258.713] tuyukina: radaoOtu2
[7258.917] あびこお: radaoGouyoku
[7258.920] babitto: おっつぅ
[7259.202] myugi39: 流石にAPEXか？
[7259.296] Ruria00: ザックス？
[7259.378] eggkake: ほう
[7259.728] maroooo_2525: radaoOtu2
[7259.898] gawrib: うん
[7259.920] hanasabi: 鬼！
[7259.986] (S)つむじのきもち: ほお
[7259.989] sakamaki_reo: アペ？
[7260.023] riren_92: radaoOtu2
[7260.129] omuraisu2017: radaoOtu2
[7260.495] nakihai556: おk
[7260.670] (S)あいづき: radaoOtu2
[7260.982] mashiro0131: radaoOtu2
[7261.098] hishaku_o0: radaoOtu2
[7261.277] siragiku_nobaka: radaoOtu2祭
[7261.346] toma_ruku_teacher: radaoOtu2
[7261.551] mamemamehu: radaoOtu2
[7261.828] つのなんだが: あぺ明日やん
[7262.029] (S)とまときゃんでぃー: radaoCry1
[7262.051] (S)キラキラボシ: ほう
[7262.817] (S)まだら25: ほう
[7263.025] nimaa0413: radaoOtu2
[7263.049] (S)1chigo_mochi: ほう
[7263.063] (S)きょむきょむぷりん: おk
[7263.222] さいのめ: そうなの？
[7263.553] yumemiruneco: radaoOtu2
[7263.786] さとうですよ: radaoOtu2
[7264.021] mikan_san: 流石にダメやったか
[7264.151] mo_coa: ソロアペ？
[7264.315] mitoya_1115: ほう
[7264.412] awayuri: うん
[7264.426] lemon1800_: radaoOtu2
[7264.489] そふぃ3: おkー！！
[7264.574] 0501nao: はいはい
[7264.888] mizusakura0326: ほう
[7264.983] (S)えりさ_: ふむふむ
[7265.109] メルシィー: 義務ペックス？
[7265.153] eruuuDayonn: きたゃー
[7265.223] YodoRa: さすがにえぺ？
[7265.461] kawasemi2525: おっつぅ
[7265.518] すいぺりあ: ソロ？
[7265.645] 片栗粉栗: メンバー誰?
[7265.880] (S)ankoro0825: そろ？
[7265.996] ayunosioyaki0223: 雑談？
[7266.087] yona_0724: radaoOtu2
[7266.120] 猫又01: ソロ？
[7266.128] edamame_283: radaoOtu2
[7266.178] akaihi: のりちゃんは無理そう?
[7266.281] チャマチャマ: ほう
[7266.319] Ruria00: おk
[7266.480] (S)みーだん: 個人連写？
[7266.518] ちぃず太郎: おつ 
[7266.802] nazu_7z: あぁ…
[7267.113] tora25_22: 自主練？
[7267.338] (S)ポテチの子: おけ
[7267.392] machiru88: radaoOtu2
[7267.745] awayuri: radaoOtu2
[7267.788] まめもちあん: はい
[7267.809] (S)tukky1208: 個人練か
[7267.930] うにだ: おk
[7268.279] さとうですよ: saitoooo_1219 subscribed at Tier 1. They've subscribed for 15 months! 
[7268.392] (S)tadaboshi: radaoOtu2
[7268.483] みさお婆ちゃん: ふむ
[7268.689] (S)甘いゴーヤ: なんかしよ
[7268.953] s_rie109: radaoOtu2
[7269.010] ujimach: おわっちゃう……？
[7269.266] (S)sora_mameee: おk
[7269.328] ホルノン: 鯖落ちしたらしいけど
[7269.572] mirumiru_h: ふむ
[7269.726] 抹茶の午後: あぺ？ヴァロ？
[7270.186] arareruru: ほう
[7270.231] ガラクタ推奨: radaoOtu2
[7270.387] (S)とまときゃんでぃー: あしただいじょうぶか？
[7270.502] minamo_tussy: radaoOtu2
[7270.552] siragiku_nobaka: radaoOtu2
[7271.057] yu_hi3: ソロ練？
[7271.331] __あお: お
[7271.351] (S)まだら25: うん
[7271.480] nachoa120057: ひ
[7271.527] ロロ郎: そうなんか
[7271.540] (S)yunoooa: 無理だったか
[7271.790] mahorunn: radaoOtu2
[7271.960] (S)sysy0203: radaoOtu2
[7272.248] そふぃ3: てことはヴァロと……
[7272.301] (S)つむじのきもち: 義務ってこと?
[7272.330] nazu_7z: おお
[7272.673] nnaaaa: お
[7273.022] nakihai556: おおお
[7273.400] (S)さめはる: お
[7273.708] samelemon: おk
[7273.844] 0501nao: お？
[7274.147] merongo_1023: お
[7274.361] (S)きょむきょむぷりん: お
[7274.466] (S)if0990: 一応ね
[7274.502] kawasemi2525: radaoOtu2
[7274.584] yu_hi3: おお
[7274.817] kana_0104: ブレワイやろ
[7275.038] (S)ポテチの子: おおお
[7275.515] (S)甘いゴーヤ: わーい
[7275.560] mitoya_1115: おおお
[7275.626] runa0624: radaoOtu2
[7275.630] 粉うゆ: radaoOtu2
[7275.839] sunomono8: お
[7275.877] mizusakura0326: お
[7276.083] もねねん: お
[7276.190] akita_210: いいねー
[7276.206] samelemon: お
[7276.522] gu_taranosuke: お
[7276.621] (S)まだら25: お
[7276.653] sirura5425: アペするヴぁろか〜
[7276.841] さたさた: お
[7276.866] aina___10812: お
[7276.870] (S)yunoooa: まさのりch
[7276.903] (S)1chigo_mochi: ソロ？
[7277.084] えんそ: お
[7277.217] tsuruka_: お
[7277.468] みりンゴ: お
[7277.612] (S)kohakuu1123: お
[7277.714] チャマチャマ: ソロ？
[7277.742] つのなんだが: えらい
[7277.770] (S)sysy0203: えぺやるん？
[7277.806] ロロ郎: えら
[7278.275] ayunosioyaki0223: お
[7278.391] (S)てぃやんでい: お
[7278.404] hiiiiiiiiiikr: 青鬼やらん
[7278.438] しあーー: お
[7278.500] (S)きょむきょむぷりん: おおおお
[7278.508] (S)エフまる: らっでぃって猫になったり卵になったりガチョウになったり石鹸になったり大変だね
[7278.623] なるか3: お
[7278.821] (S)つむじのきもち: ぽおおお
[7279.143] (S)まだら25: いいね
[7279.194] omuraisu2017: お
[7279.229] arareruru: お?
