[16.618] tsukikage_saga: ウメちゃんおはよう
[10917.016] wgj123456: 結局強いやんって評価に落ち着きそう
[10922.887] (S)freyja112: What a masterclass
[10924.590] sen_en: Dリバ、２ゲージ消費はきついねぇ
[10925.394] son_gokutsubushi: とんでもねぇゴリ押しするしかないのか
[10929.180] hiro_chan: 1年か
[10949.882] sndkzfm1: ダルシムのBGM好きになってきた
[10951.505] motAvril: this dude is literaly fire
[10953.315] nomonomo11: Dリバの効率悪くても振っていかねばならぬ辛さ
[10955.854] scumsculp: FPSのシーズンみたいに3ヶ月くらいの短い区切りもあるといいのにな
[10962.240] (S)yorigirl: 一昨日昨日と鶏めしさんとやってるね
[10974.304] 霧月むげつ: Dリバ2本キツいよなぁ
[10979.894] une3333: コスチュームとかカラーどんどこでないかなぁ
[10987.399] ドミ男: 流石に１だと6回拒否されるしちょっと
[10988.257] B1orn: :tf:
[10989.796] une3333: ケンの顔ｗ
[10989.915] lun__01: この顔すき
[10990.682] 今井みどり: 痛そう
[10990.725] (S)chocolat1234: かお>_<
[10991.870] kaigaizei: ツーショKO
[10991.976] erisuk: 顔
[10992.831] (S)chachachakoma: ケンの顔
[10993.028] potocki1810: こっちみないで…
[10994.429] Nagare765: さすがに
[10994.778] ishiwata1234: w
[10996.075] 漁夫の利休_: これすき
[10996.620] milanor03: ケンあんな顔なるんだw
[10997.631] tabibitox: こっちみんな
[10999.516] kishio__: こっちみんなｗ
[11000.615] akiaki0612: 三大ダルシムはなぜここまでダルシムを愛せるのか
[11001.783] sndkzfm1: カメラ目線
[11005.531] ishiwata1234: いつ見てもおもろいw
[11010.697] mogu0621: 他のダルシムプレイヤーの配信みてたら、今回のダルシム結構大変みたい。火力ないのと、攻撃が遅いのと、インパクトで狩られるなど。悲しそうだった
[11016.112] kaigaizei: はい二人でカメラ見て～
[11028.874] (S)You_nari: ケンにめり込みながらこっち見るのは笑う
[11032.317] lun__01: 今回ダルシムは慎重に調整されてるよね
[11039.030] tabibitox: ５のダルシムが異常だっただけやで。遠距離強いのに近距離も強かったｗ
[11039.726] nanakusan793: ダルシム勢ってダルシム以外使ってんのかな
[11044.239] あり0221: ただ弱いとも思えないんだが、これから攻略進んだらきつくなるんかね
[11044.310] Nagare765: あ
[11045.398] 今井みどり: あ
[11053.613] serge_aruni: 前作が強すぎたんや
[11053.755] (M)(S)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[11054.110] Beyyy0nd: YOGA
[11061.811] mr_dobalina: always recognize the dropped combo noise
[11071.115] illmatic_buddha: ダルシム村の人たちのキャラ変えなさはなんかすごいよね
[11073.622] mr_dobalina: "hhhhhhh ahhhh"
[11074.298] mogu0621: 斬空ヨガファイアーを得た代わりに、従来のダルシム性を失ってしまった・・・（・ω・）
[11076.402] umetyaahan: ダルシムは弱いくらいでいい
[11078.722] milanor03: ダルシムはピーキー過ぎるぐらいが良いよ
[11080.505] lun__01: パリィは一番かっこいい
[11081.273] shiru042: このカラーのダルシム光の反射のせいか常にバーンアウトしてるように見える
[11098.412] ドミ男: 過去作のダルシムと変わってるんですか？
[11098.765] buturin093: 珍しい
[11101.771] sen_en: やっぱあれかな、悟り開いちゃうんかな
[11102.195] mogu0621: 仙人たちは、ダルシム愛だよねｗ
[11102.864] erisuk: ６のゲーム性でダルシムはマジでやばいと思ってたけど本当に慎重に調整されてんね
[11105.421] Rathalor123: Is Sim his worst matchup rn and he's grinding them?
[11130.367] mogu0621: ダルシム使いによると、かなり頑張らないと勝てないらしい
[11130.812] (S)latenight000: 一応、システム的には通常技対空が間に合わない時にジャストパリィする選択肢は手に入れている
[11134.762] sndkzfm1: 火力は正義だからなぁ
[11143.004] woodmud: ずっとこんな感じのキャラですが、ゲーム性が変わった影響が大きいみたいですね
[11157.722] (S)log_zzz: ダルシム絶対上通らないね
[11160.682] lun__01: 寄られたら弱い、がゲーム性で加速してる
[11173.805] sen_en: 海外勢が使う「シム」って略称好きｗ
[11174.281] (S)chachachakoma: おおお
[11177.874] Macfallan: Gg
[11178.905] (S)chocolat1234: 👏👏
[11181.391] ドミ男: あーラッシュとかあるからきついってことですね～
[11182.346] レモモン27: うめえ
[11183.589] sonic_chop: 流石w
[11184.835] nomonomo11: いい中段
[11187.369] Beyyy0nd: What is the fridge doing behind the ring on the right?
[11189.000] mogu0621: スト６は寄りやすくなってるから、ダルシムしんどいよね。
[11191.362] woodmud: そうですね
[11193.386] (S)fahmy0825: @Rathalor123 He does have trouble with Sim. But the reason he's preparing for him is because he had a match tomorrow for Crazy Raccoon Cup against Fuudo who use Dhalsim.
[11200.486] nonsugar_436: 1ゲージsaがかなりの性能だから遠め飛びとかもやれないんだよなぁ
[11207.496] Saint_Angelus_: Kenny wins
[11207.678] Veeeeeezy: !tierlist
[11215.424] Macfallan: It's for holding refreshments
[11227.252] pisyopa: パリィ仕上がってる
[11229.088] kkei2022: シムだしギエフだし略し方海外逆だよな
[11236.206] lun__01: SA1は優秀ね
[11237.317] illmatic_buddha: That's ice machine.
[11239.973] CARNO_JPN: リングの外に、はんじょう君がいないか？
[11240.136] ドミ男: なんかこんだけ皆走り回ってるのにダルシムあんまり楽しそうに見えないな…偏見だけど
[11245.753] woodmud: たしかに。日本じゃザンギとかダルだもんね
[11245.973] sutoku94: @ドミ男 5の最後のダルシムは攻めも強くて5強に入るって言われるら性能だった
[11257.784] (S)log_zzz: 投げに対するお仕置きが怖すぎる
[11258.070] bikibiki999: 緊張感ｗ
[11269.564] akiaki0612: 面白い
[11272.526] ドミ男: @ドミ男 やべぇ～
[11274.886] shiru042: そこまで性能良くないDリバに頼らなきゃいけないぐらい近距離はきついんだろうな
[11280.637] umetyaahan: うま
[11284.623] Rathalor123: @Rathalor123 Aaah, I thought so, there were a bunch of Youtube clips showing Daigo getting smacked by Sim, thanks for the clarification
[11299.493] (S)log_zzz: 珍しく通った
[11299.972] あり0221: ウメちゃんの白ケンかっけえよお
[11302.950] (S)chachachakoma: ふぅ～
[11304.184] (S)箸くれ: かっけぇ～
[11304.290] lun__01: Dリバ弱いんよね
[11308.237] son_gokutsubushi: マリーザに近づかれたらどうにもならなくない？ダルシム
[11309.958] ドミ男: JPは遠距離キャラなのに当て身とかあんのに、ダルシムは慎重に調整してるしバランスが良く分からんな
[11320.888] milanor03: 今の見てからならエグいな
[11337.848] tosshy_type89: ダルシムはドリルとかアーチあるやん
[11339.418] (S)log_zzz: うめー
[11346.313] akiaki0612: マリーザのアーマーで突っ込んでくるのはキツいだろうな
[11348.477] nomonomo11: やばし
[11351.970] ドミ男: ダメージは出るｗ
[11352.611] acfan: :o
[11362.638] (S)fahmy0825: @Rathalor123 yep He also preparing for Kazunoko's Cammy & Dogura's DJ, these 3 matchup is his focus for now it seems. And also JP in case he matched with Sasatikk tomorrow.
[11369.960] (S)箸くれ: ふぉおおお…
[11371.470] Nagare765: 詰んだ
[11374.635] nomonomo11: ひゅー
[11374.692] lun__01: 詰みです
[11375.236] ishiwata1234: JPは悪だからあえてヘイトを集める性能にしてる気がする
[11376.499] あり0221: おほおおおおお
[11376.767] son_gokutsubushi: どうしようもない
[11379.181] illmatic_buddha: はぇー
[11383.362] ドミ男: そうかふんわりじゃんぷしてるから見てから走れるのか
[11383.631] (S)chachachakoma: すげえ
[11385.227] Beyyy0nd: K O ' 
[11391.760] (S)You_nari: いい勝負だな
[11392.372] seirosu: ダルシム対策だけ一歩進んでる感ある
[11400.824] vk_____: Theres a compétition tomorrow?
[11404.952] lun__01: 浮いたところにラッシュで刺せるの強いな
[11415.387] bikibiki999: 今更だけどダルシム対策って誰相手の想定なんだろ
[11415.407] erisuk: 製品版まででてなかったキャラ達は意図的に強めに作ってると思うな先に見せて調整しませんって意思
[11418.706] 霧月むげつ: ジャストパリィって猶予何フレ？
[11418.778] ドミ男: この弾つえぇ
[11419.588] tabibitox: ヨガーッチ
[11427.091] lun__01: ふ～どがダルシム
[11427.242] nonsugar_436: 2F
[11427.693] ドミ男: 2F
[11428.476] (S)kazukitaiga: ふーどじゃないの
[11428.550] nomonomo11: ふーどゃない？ダルシム
[11434.464] akiaki0612: 凌いで凌いでスキを見つけて近寄ったらミスらず叩き込めるか
[11436.351] 霧月むげつ: 2か ありがとう
[11443.657] bikibiki999: あ、ふーどか ありがとー
[11446.705] (S)箸くれ: @beblar yah 6pm JST
[11463.726] lun__01: ふ～どダルシム、かずのこキャミィ、どぐらDJが今回の相手
[11469.492] (S)fahmy0825: @beblar Yep Crazy Raccoon Cup a 5on5 tournament between 4 team consisting of 1 pro players and 4 popular streamer & vtuber
[11474.871] ドミ男: 3rdのブロって何Fだったんだろう 3rd勢もっとジャストパリィするのかと思ってた
[11477.731] kaigaizei: 昨日はウメふーが連敗だったらしいな
[11491.204] vk_____: Kewl ty
[11516.056] nonsugar_436: 3rdは結構性質違う発生が5で入力次第でそっから5Fぐらい
[11516.210] (M)(S)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[11524.939] umetyaahan: 3rdは前入れるだけで出来るからな、明確な意志を持ってパリィするのとは違う
[11533.797] かずえ08: スト３のブロはニュートラルに戻すと１０フレ受付 空中技には５フレ
[11538.855] 今井みどり: ふーどはDJ隠してるから・・・
[11542.252] kiton_taichi: ふ〜どさん、ナウマンさんのケンで対策してくるだろうし、今日も楽しみだ
[11542.837] (S)homu0117: 飯は食いますか？
[11543.915] nonsugar_436: 赤ブロが近いかもね
[11544.436] (S)kogejirou: おにやがかるびに大パン15連射笑ったわ
[11545.791] (S)MYNK1981: 仮に負けてもまあ、とは思うけどせっかくだし勝って盛り上がりたいね
[11551.003] まししま: みんな詳しいなw
[11553.402] Lifestyles703: @beblar is that japan sf6 tournament?
[11565.244] (S)kazukitaiga: ブロなんかレバー前に倒すだけだしな
[11566.030] (S)箸くれ: あっちもこっちもインフィニティ
[11567.380] horikawa_r_i_k: 大pにかけてたまだけ当たってたね
[11575.212] (S)fahmy0825: @beblar Yep
[11578.446] (S)chachachakoma: よんでたぁ
[11585.007] Lifestyles703: @beblar who won?
[11590.384] akiaki0612: 逃さねえ
[11591.091] 0314tite: 赤ブロは技によって2Fまたは3Fだったけどキャラ1軍クラスの3rd勢でも連携を赤ブロで抜けるのは至難の業
[11599.552] Brackker: Wow
[11600.932] (S)Raynys: lol
[11601.012] domontyan: ないすうう
[11601.691] (S)chocolat1234: いいよ～
[11604.184] (S)chachachakoma: 逃げられなｗ
[11607.010] Beyyy0nd: KO
[11617.441] gentle_mominoki: ふーどダルシムどうなんだろな
[11617.889] Brackker: this guy is a monster
[11618.147] (S)しすてむえらー: 飛び得はゆるさねぇ
[11618.432] lun__01: うま
[11619.865] hayabow_yossy: すげーな追いかけていくの
[11620.860] akiaki0612: 近寄ったら大暴れ
[11621.335] (S)sugata128: 毎日明らかに強くなってる･･･
[11627.967] elite_pork: 奮迅つええなあ
[11636.683] (S)箸くれ: 今日の王は心が澄んでる
[11638.276] ドミ男: 受付長いのだと大体10Fとかだったんだなぁ さすがに2Fはプロでも一点読みくらいでしか無理か
[11639.233] lun__01: ケンは運び性能高いからダルきついだろうな
[11641.239] (S)chachachakoma: 日に日に馴染んでいくのが楽しいよね
[11644.627] あり0221: だからウメちゃんが一時負けても心配しないのさ
[11646.760] tabibitox: やはりこれはケン有利な組み合わせってことになりそう。たかしはきつそうだけど
[11647.336] (S)yorigirl: ダルシム対空の火力あるけど、対空できないと意味ないのか
[11647.418] usugesaan: なんか技でるの早くなった？
[11649.469] Saint_Angelus_: NewRecord
[11651.455] 新ころりん: ささもカウンセリングで精神が回復してる
[11652.816] Beyyy0nd: gg
