[1.846] (S)ひなづき0712: わだこら!!
[3049.047] 脳内人格者タルパーちゃん: あ
[3049.361] romu_00: あ
[3049.575] (S)あるみ屋: あ
[3050.121] SIA00o: あ
[3050.198] くろざき: あ
[3050.201] batu_0009: え
[3050.207] (S)haruneo_s: あ
[3050.233] nekomrnn930: あ
[3051.002] ui_nemutai: あ
[3051.111] 愛の林檎: スタックしてる？
[3051.113] れむら: あ
[3051.243] sakuranoomoti: あ
[3051.593] alcoholsyodoku: あー
[3052.077] denou777: あ
[3052.534] minamuro: オワタ？
[3052.571] saya0808: あれ？
[3052.637] 青いアフロ: あ
[3052.821] (S)Ruria00: あ
[3053.291] batu_0009: あ
[3053.860] mayupapepon: あ
[3054.046] haruru3896: 詰んだ？
[3054.324] ayunosioyaki0223: え
[3056.387] こうちゃちゃちゃん: あ
[3056.703] (S)レロキャン: あ
[3057.580] warabimoti42: え
[3060.221] どあちゃさん: あれ
[3061.166] オレオおおおおおお: おお
[3062.962] minamuro: www
[3063.302] baceneKo: おー
[3063.580] ayunosioyaki0223: www
[3063.652] やぎめにゃっ豆: パワー
[3064.439] batu_0009: え
[3064.588] michupi_rapi: ないす〜
[3064.680] (S)わらびもち_11: おお
[3064.954] youcan1201: なんでwwwww
[3065.651] romu_00: おお
[3066.497] れむら: おー
[3066.528] (S)ドミノくん: ww
[3066.536] minamuro: おー
[3066.592] ばむうまお: フッ
[3066.793] (S)seillane: おーw
[3066.843] tunamayo1234: w
[3067.020] nekomrnn930: おお
[3067.040] taakatuki1024: おー
[3067.247] kotetsu_yuzu0108: おー
[3067.377] batu_0009: お
[3067.825] (S)レロキャン: おー
[3067.874] warabimoti42: おお
[3068.335] neru_72: ないす
[3068.562] (S)あるみ屋: おおww
[3068.668] border_listener: ぐいーん
[3068.914] (S)haruneo_s: ぐいー
[3069.150] 心1203: おー
[3069.355] michupi_rapi: 力技
[3070.159] eichan_2470: おお
[3070.234] オレオおおおおおお: なんでも気合
[3070.392] (S)kuugay0905: おー
[3070.475] (S)mrgrtpsr: おー
[3071.124] sakuranoomoti: おー
[3071.232] 脳内人格者タルパーちゃん: らっだぁが横に大きいんだきっと
[3071.752] ばむうまお: ぐいー
[3071.893] saya0808: なにそれww
[3073.351] あく____: 悪魔の扉だら
[3073.897] mirumiru_h: デブなの？
[3074.239] rtz3343dtm: ちからわざ
[3075.511] (S)あるみ屋: 気合いやん
[3075.553] denou777: 半間裕次郎のあれじゃん
[3078.158] いとりお: おー
[3079.217] ayato_shinami: ｶﾁｯ
[3084.267] komua3: らっだぁ無理
[3084.771] 愛の林檎: ほう
[3085.019] sjindoa: wwww
[3085.263] Ishio_62113125: ？？？
[3086.704] やぎめにゃっ豆: ？？る
[3087.301] (S)あのまの: 囲われてるやつと同じのを探して押すやつだと思う
[3089.068] itoido: ？？？
[3092.003] (S)Ruria00: コメ見るなよ
[3092.014] いとりお: ？？？
[3093.093] shin0_25: むりだろ
[3093.143] setsunananoda: あー頭痛くなる
[3094.423] mikan_san: と、Fランが申しております。
[3094.630] 愛の林檎: はい
[3096.231] itoido: おいｗ
[3096.430] ayunosioyaki0223: wwwwwww
[3097.255] オレオおおおおおお: 神頼み！る
[3097.722] やぎめにゃっ豆: おい
[3097.910] (S)あるみ屋: wwww
[3097.936] rairai_0107: wwww
[3098.057] stella_1213: wwww
[3098.159] ご機嫌なシャチ: え？
[3098.328] yuinokawa: ？
[3099.497] mikan1185: おい
[3100.642] (S)レロキャン: wwwww
[3100.699] haruru3896: 大丈夫そ？
[3100.870] (S)Ruria00: おい
[3101.716] (S)kuugay0905: おい
[3101.731] renkuwa0331: この中で1番こういうのできないだろぽまえ
[3101.800] setsunananoda: おい
[3101.963] 脳内人格者タルパーちゃん: はい頭悪い
[3102.008] (S)sour_72: おい
[3102.694] denou777: あ
[3103.518] (S)seillane: おい
[3103.742] baceneKo: え
[3104.443] ayunosioyaki0223: え
[3104.449] rairai_0107: あ
[3104.544] alcoholsyodoku: 神頼みかよ
[3105.635] 愛の林檎: え
[3105.854] うぉ: あ
[3106.001] itoido: あ
[3106.669] (S)corocolo0310: あ
[3106.938] sra_0309: ほんと草
[3107.169] (S)Ruria00: あ
[3107.198] (S)わらびもち_11: え
[3107.317] (S)kuugay0905: あ
[3107.453] ~MISSING_COMMENTER_INFO~: １２６通り
[3107.696] nekomrnn930: え
[3107.721] (S)レロキャン: え
[3107.732] 愛の林檎: こっわ
[3107.855] wpj575: え
[3108.593] (S)あるみ屋: あ
[3108.835] 脳内人格者タルパーちゃん: アウチ
[3108.915] kurari_complex: 二進数数学的にめっちゃ好きやわ
[3109.452] haruru3896: あ
[3109.500] やぎめにゃっ豆: Ouch!
[3109.524] れむら: あ
[3109.542] mikan1185: あ
[3109.615] sakura6323: あ
[3109.675] kotetsu_yuzu0108: え
[3109.764] SIA00o: www
[3109.833] あく____: えらーwww
[3110.032] itoido: 壊すなよ
[3110.349] わさびぬきで: あうち
[3110.578] sayorin25256: あ
[3110.602] (S)nobume0v0: おっと
[3111.038] marimoko6231: あ
[3111.339] 犬ﾚ: あうち
[3111.552] (S)あかね0313: そりゃあ
[3112.164] (S)seillane: びっくりした
[3112.287] tunamayo1234: え
[3114.169] setsunananoda: センパン
[3114.388] komua3: また勘？
[3115.531] border_listener: ｱｳﾁ
[3116.407] 心1203: 当てちゃったはやめろよ？
[3116.499] いとりお: え
[3119.357] (S)あのまの: 横のやつと同じの探すのか
[3124.158] 中のヒト: リクエスト？
[3127.348] rin5_3: 合わせるんじゃない？
[3129.509] sjindoa: え
[3131.255] itoido: また適当にクリアしちゃうんじゃないの
[3131.322] 愛の林檎: 法則が分からん
[3134.959] ばむうまお: 片っ端から...
[3136.696] Ishio_62113125: フン
[3136.740] NoPe_0110: 同じやつ選ぶのか？
[3137.323] ayato_shinami: 頑張れ確率
[3138.601] (S)あのまの: 右のやつと
[3139.797] border_listener: わかってないだろ
[3140.029] (S)Ruria00: ﾌﾝ
[3140.389] hima_norita: お？
[3140.903] (S)あるみ屋: フン…
[3141.370] (S)つむじのきもち: ちっちゃい頃よく遊んだよなこれ
[3142.714] らくれあ: 適当にクリアしていいよ
[3143.482] しろかすか: しろかすか subscribed at Tier 1. They've subscribed for 16 months, currently on a 10 month streak! どうすればいいんや…
[3146.875] 愛の林檎: フン...（なんも分からん）
[3151.661] ご機嫌なシャチ: radaoYabee
[3152.281] 和泉ぴけ: やめろ
[3153.143] mi_toxu_: mi_toxu_ subscribed with Prime. They've subscribed for 7 months! 
[3153.484] (S)あるみ屋: ほんまに
[3153.795] はるきゃべつ: らだおに任せるとまた何となくでやるぞ
[3154.196] setsunananoda: 迫真のコンチャン
[3157.746] (S)Ruria00: ゴリ押そうとしてる?
[3158.281] Ishio_62113125: はい
[3158.898] rioapr03: 全部運頼み
[3160.065] kurari_complex: ふんって言っただけ
[3160.303] (S)さつまいもおいしい: はい
[3160.318] ayunosioyaki0223: 飽きたな
[3160.427] hima_norita: さすがにね
[3161.076] 愛の林檎: はい
[3161.400] mikan1185: 豪運
[3161.660] オレオおおおおおお: えぇ
[3162.287] ~MISSING_COMMENTER_INFO~: おい
[3163.820] tunamayo1234: はい
[3163.975] わさびぬきで: やめるんかい
[3163.985] yukari_sept: はい
[3164.356] やぎめにゃっ豆: はい
[3164.839] ご機嫌なシャチ: おい
[3165.021] (S)あるみ屋: はっや
[3165.062] くろざき: はい
[3165.065] r_Lotus_jr: サスケおる
[3165.218] saya0808: wwwww
[3165.593] itoido: これなんか大学で学んだわ
[3165.811] 風鬼くん: w
[3166.427] (S)Ruria00: はい
[3167.125] 心1203: はい
[3167.324] らくれあ: 運でいいよ
[3167.364] omoti_415: はい
[3167.753] ばむうまお: はい
[3167.994] (S)kuugay0905: はい
[3168.003] yuasee: はい
[3168.502] setsunananoda: 飽き性
[3169.008] kotetsu_yuzu0108: はい
[3169.116] (S)あのまの: 右のやつと同じの押して
[3171.467] sayorin25256: はい
[3171.850] nijirim: えーーーー
[3172.461] mikan1185: はい
[3172.579] (S)セレちゃ: はい
[3172.684] warabimoti42: はい
[3173.045] (S)ドミノくん: 飽きとるやん
[3174.157] (S)seillane: はい
[3174.477] suiha_7: radaoKasu
[3174.906] shin0_25: 運でしか当ててない
[3179.293] border_listener: 飽き性がおい
[3180.874] nijirim: radaoHi
[3181.111] 紬の配信: 諦めんなよ
[3191.624] 愛の林檎: あー
[3191.845] ばむうまお: 試合終了
[3192.450] alcoholsyodoku: おお
[3192.915] denou777: お
[3193.653] (S)あるみ屋: あー
[3195.255] (S)mrgrtpsr: おお
[3195.263] (S)Ruria00: おお
[3195.951] beef_lemon: なるほど
[3196.085] 中のヒト: 天才
[3196.198] yuasee: おー
[3197.518] (S)nobume0v0: おー
[3197.527] nekomrnn930: あーね
[3197.797] mayupapepon: うえい
[3197.943] shiu27: ほう
[3198.332] komua3: あたまよ
[3198.528] mikan1185: おお
[3198.738] omoti_415: すご
[3199.127] takoyaki0917: 天才？
[3199.154] nijirim: おおおー
[3200.774] baceneKo: やじゃるん
[3201.176] (S)yuuuu_2525: おお
[3202.370] border_listener: 他力本願
[3202.664] nijirim: すごー
[3202.783] 愛の林檎: 他力本願寺
[3202.999] (S)あるみ屋: やるやん
[3203.028] mikan1185: なるほど
[3203.348] sjindoa: radaoLimit
[3204.682] (S)yuuuu_2525: 天才
[3204.683] いぬのしっぽ0472: やるやん
[3205.764] yunchi_5648: わかっててやらんのかい
[3206.232] haruru3896: 他力本願寺
[3206.942] (S)Ruria00: やるねぇ
[3207.146] beef_lemon: あ
[3207.992] mirumiru_h: radaoTariki
[3208.243] mikan1185: 天才
[3208.506] mayupapepon: 他力本願寺
[3208.727] dakadonn: radaoHi
[3209.509] (S)hanamaru_chan323: radaoTariki
[3209.807] れむら: 他力本願寺
[3211.006] (S)Ruria00: radaoTariki
[3211.382] (S)ドミノくん: radaoTariki
[3211.674] nijirim: あー
[3213.032] komua3: 急に天才？
[3213.246] beef_lemon: 迷った？
[3213.832] もえもん: radaoTariki
[3214.467] やぎめにゃっ豆: 他力本願寺
[3216.726] 青いアフロ: なるほどわからん
[3216.863] (S)haruneo_s: radaoTariki
[3218.951] (S)yuuuu_2525: radaoTariki
[3221.399] (S)セレちゃ: radaoTariki
[3222.299] Ishio_62113125: ガチャガチャ
[3222.603] dakadonn: 天才か
[3224.070] (S)フュ: radaoTariki
[3224.222] ayunosioyaki0223: radaoTariki
[3225.074] mayupapepon: ガチャガチャガチャガチャガチャ
[3226.258] (S)Ruria00: ガチャガチャ
[3226.928] Yakishio_1219: ガチャガチャ
[3226.960] (S)haruneo_s: うるさーい
[3227.133] border_listener: カチャカチャカチャカチャ
[3227.471] itoido: 94回開けたらなんかならんかな
[3227.531] rioapr03: 暇かよ
[3228.190] (S)m_sakuta: radaoTariki
[3228.482] 格好いいよねロックマン: ガチャガチャうるせぇ
[3229.827] hima_norita: ガチャガチャ
[3230.887] オレオおおおおおお: 青鬼の風呂場？
[3231.185] yuasee: ガチャガチャ
[3231.339] 愛の林檎: 入ってますよー
[3233.256] tokoivu1125: ガチャガチャ
[3234.012] fumin7300: 青鬼みたいにガチャガチャするな
[3234.193] (S)mrgrtpsr: 右と同じやつ選ぶってこと？
[3236.655] いぶき25: わこらだ
[3238.459] renkuwa0331: ドアの数字分開けようとしてる？
[3239.329] mikan1185: ガチャガチャ
[3240.742] (S)yuuuu_2525: 入ってるんだわ
[3243.376] れむら: 青...？
[3243.962] ねこねこお嬢: radaoHi
[3244.166] Kotone0726: わこらだー
[3246.890] 愛の林檎: 青い？
[3248.492] border_listener: ガチャガチャガチャガチャガチャガチャ
[3250.391] mobkawa: わこらだ
[3251.792] peinteee39: 同じのはなかったね
[3252.498] Kotone0726: 今北
[3257.242] tyanoa: 書いてある数字分ガチャガチャしてみる?
[3259.252] zcbngs: 青
[3262.972] miku0704day: わこらだ
[3263.314] ayunosioyaki0223: www
[3264.883] 愛の林檎: wwwwwwwww
[3265.399] 魔神モマン: ここはエンティティおらへんのか
[3266.028] えりさ_: www
[3267.674] yuasee: wwwwww
[3267.875] sayorin25256: w
[3269.417] hima_norita: www
[3270.413] (S)あるみ屋: お前飽きるやろ
[3270.694] dakadonn: まて
[3271.485] (S)レロキャン: wwww
[3272.066] noboriryuu0519: wwwwwwwwww
[3274.400] rioapr03: wwwww
[3276.486] (S)いちうら: ｗｗｗｗｗｗ
[3277.035] うぉ: wwwww
[3277.118] kotetsu_yuzu0108: wwwww
[3277.305] (S)seillane: wwwwwwww
[3277.341] rioapr03: 偏見w
[3278.155] (S)mrgrtpsr: wwwwwww
[3278.216] itoido: 科学ではないｗ
[3278.311] ゆちゃ茶: 今北 
[3278.313] zcbngs: コンちゃんできそう
[3278.391] れむら: wwwww
[3278.479] (S)sora_mameee: ｗｗｗｗｗｗ
[3278.873] moka_1311: 適当言うなwwww
[3279.693] nekomrnn930: www
[3280.283] border_listener: 出来そうなんや
[3280.304] 犬ﾚ: wwwww
[3280.356] (S)kuugay0905: wwwwwwwwww
[3280.992] yuasee: wwwwwwwww
[3281.023] ちるぱん: 偏見
[3281.412] 愛の林檎: 謎解きやろwwwwwwwww
[3282.160] tunamayo1234: www
[3282.489] (S)あるみ屋: 科学ではないだろw
[3283.037] (S)ドミノくん: 化学？
[3283.816] (S)sora_mameee: 偏見が
[3283.980] Ishio_62113125: ○○そう
[3284.776] ﾐﾗ: radaoTariki
[3285.157] (S)庶隷: メガネクイッ
[3286.584] akaihi: 適当すぎだろw
[3287.026] すいぺりあ: 偏見
[3288.151] mikan1185: 偏見すご
[3288.375] border_listener: 偏見
[3290.313] komua3: ？
[3290.615] setsunananoda: 数学だろ
[3291.982] tibisuki0236: 理系ぽい
[3292.629] ayunosioyaki0223: ぬ？
[3292.889] (S)sora_mameee: え
[3294.022] haruru3896: ぬ
[3294.366] sakuranoomoti: え
[3294.477] hima_norita: お
[3294.631] shin0_25: 偏見やば
[3295.287] mawt___: radaoHi
[3295.576] (S)nobume0v0: お？
[3295.648] 愛の林檎: え
[3295.723] 中のヒト: ぬ
[3295.738] オレオおおおおおお: ぬ！
[3295.856] ura__5: お
[3295.861] border_listener: ぬ
[3295.947] (S)レロキャン: ぬ？
[3296.200] (S)kuugay0905: ぬ
[3296.430] rawalpi: 化け物学だろ
[3296.454] 犬ﾚ: ぬ
[3296.534] Yakishio_1219: ぬ
[3296.900] ばむうまお: ぬ？？？？
[3296.902] 和泉ぴけ: ぬおじ
[3296.970] crowsuke96: ぬ？！
[3297.119] taakatuki1024: お？
[3297.190] nekomrnn930: え
[3297.376] (S)わらびもち_11: ぬ？
[3297.400] dakadonn: いけた
[3297.466] (S)あるみ屋: ぬ
[3297.506] nekoko28: ぬ
[3297.564] batu_0009: ぬ
[3297.657] (S)冷ユレ: まあ名前が化学ではあるけど
[3297.659] nyanko_0222: ぬ？
[3297.822] Ishio_62113125: ぬ？
[3297.871] (S)Ruria00: ぬ？！
[3297.957] tunamayo1234: ぬ
[3298.060] alcoholsyodoku: ぬ！？
[3298.113] (S)seillane: ぬ
[3298.137] ui_nemutai: ぬ
[3298.173] 琉菜: ぬ？
[3298.389] minto13579: ぬ？
[3298.516] itoido: ぬ
[3298.608] (S)あーしゃん: ぬ
[3298.737] komua3: ぬ？
[3298.855] (S)yuuuu_2525: ぬ
[3299.447] shin0_25: お
[3299.527] すいぺりあ: ぬ
[3299.893] komekami107: ぬ？
[3300.713] nekomrnn930: ぬ？
[3300.755] beef_lemon: んぬ
[3300.787] mayupapepon: ぬ？
[3301.054] (S)mrgrtpsr: ぬ
[3301.658] shiu27: ぬ
[3301.662] ｱﾁｬﾓ: ぬ
[3301.884] くろざき: ぬ？
[3301.898] ruuga_1113: ぬ
[3301.930] (S)pocobokei: ぬ
[3302.156] 格好いいよねロックマン: ぬ？
[3302.159] やぎめにゃっ豆: 布
[3302.548] michupi_rapi: ぬっっ！？？？
[3303.133] yuria_0802: ぬ
[3303.304] sakuranoomoti: ぬ？
[3303.406] sayorin25256: ぬ
[3303.409] dakadonn: ぬぬぬ
[3304.019] (S)SHUUUUUNTAKA: ぬ！？
[3304.561] setsunananoda: ね
[3304.786] nekoko28: おいw
[3305.464] mikan1185: ぬ
[3305.562] kusiyakimaguro: ぬ？
[3305.618] (S)yuuuu_2525: ww
[3306.088] denou777: うっさ
[3306.176] ayunosioyaki0223: wwwwww
[3306.369] mayupapepon: wwww
[3306.577] renkuwa0331: やりたいぬ？
[3306.666] (S)seillane: wwwwwwww
[3306.854] なびさん: ぬ
[3307.076] 愛の林檎: めんどくさ
[3307.096] hendaizard: ぬ
[3307.117] ui_nemutai: おい
[3307.536] オレオおおおおおお: おおおおおお
[3307.611] (S)emazkirin: ｗｗｗｗｗ
[3307.627] (S)sora_mameee: えええええええええええ
[3307.674] やぎめにゃっ豆: おおお
[3307.800] aina___10812: wwwwwwww
[3307.976] tunamayo1234: wwww
[3308.278] mayupapepon: うるせえ
[3308.553] hima_norita: おおおおお
[3308.568] stella_1213: えええええ
[3309.079] (S)kuugay0905: wwwwwwwwwww
[3309.099] (S)あるみ屋: うるさwwww
[3309.122] 和泉ぴけ: うるさw
[3309.427] (S)Ruria00: うるさw
[3309.640] shin0_25: ぬ
[3309.668] kotetsu_yuzu0108: おい
[3309.990] baceneKo: ええええええええ
[3310.252] すいぺりあ: おおおお
[3310.514] sunomono8: おおおおお
[3310.577] (S)mrgrtpsr: wwww
[3310.814] sakuranoomoti: おおおおおおお
[3310.870] (S)わらびもち_11: えええええ
[3311.038] dakadonn: えーーー
[3311.039] saya0808: 黙れよw
[3311.080] Ishio_62113125: えええええ
[3311.226] まだら25: ええええ
[3311.256] 犬ﾚ: えええええ
[3311.445] setsunananoda: おい
[3311.843] nekomrnn930: えええ
[3311.975] mayupapepon: すごおおお
[3312.042] (S)ドミノくん: おー
[3312.048] (S)m_sakuta: えええええ
[3312.062] (S)レロキャン: えええええ
[3312.091] ruuga_1113: えええええ
[3312.284] minto13579: ええええええええええええ
[3312.372] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[3312.449] (S)yusakiti: おおお
[3312.519] sakuranoomoti: すご
