[13.787] (S)RFKage: umeCossack
[5492.787] chin_56_: 博打すぎる
[5495.106] adachikufgc: クロちゃんのやるやつ
[5497.492] v_harumi_v: 水曜どうでしょう的な
[5497.574] takuan2001: 博多号
[5501.997] prosciu: 大人の遠足
[5503.354] 000105: 元テレビマン
[5504.598] (S)おしるこ11: 闇旅行いいねえ
[5505.400] side_box: 水曜どうでしょうじゃんね
[5505.986] sengoku_cyber: 面白そう
[5507.817] shiro_risu01: サイコロも振ってみよう
[5515.783] goozy009: だんごへのプレッシャーがすごいw
[5516.322] veronica_ash: 水曜どうでしょうじゃんw
[5523.145] (S)ましゅダヨ: 俺たち？
[5527.169] neojapan01010: ｗｗｗ
[5529.257] ミジンコ隊長: あっ・・・
[5531.930] sindou_ume: フィリピンかな...
[5533.714] nekositi: ダンゴの闇旅行アテンダントツアーね
[5534.212] squall_2017: 思い出には残るだろうなあw
[5534.450] neojapan01010: 冷めちゃったｗ
[5538.225] goozy009: 飲みきったw
[5543.315] alumindom: オワ泉
[5545.395] Hitode_noko: またしても何も知らない
[5548.320] adachikufgc: 吉本からめてきた
[5558.178] そらたま: 日焼けするね
[5559.948] 000105: KSKさんは山はもうｗ
[5590.975] daichan1200: 山登りそうな見た目なのに
[5596.781] adachikufgc: 桃太郎ランド
[5600.320] goozy009: そこか
[5601.781] veronica_ash: wwwwww
[5604.561] chin_56_: 珈琲
[5606.787] sn0wf0x3: またコーヒーw
[5609.106] 闘劇のアルベルト: へー
[5610.129] evimayo88: へー
[5610.350] ILYStwich: 筑波山いいよ 絶妙に不便だし
[5610.580] (S)ましゅダヨ: なんとかなんとかさんw
[5612.845] shiro_risu01: ほえええ
[5616.421] sn0wf0x3: へー
[5616.468] MisaMisa_12: コーヒーおすきなんですね
[5626.972] adachikufgc: 味覚王
[5635.830] sh1zuku716: 味覚王・・
[5638.498] neojapan01010: ばか舌なのに？
[5640.281] goozy009: 次回味覚王
[5645.559] chin_56_: いないです
[5647.436] kame277: むしろ好きなんじゃ
[5649.151] (S)rm_rf__: かっけえｗ
[5651.100] ebifal2: え？嫌いなの？それで店出したいの？
[5652.570] amadori3: 日本酒に近いのかな
[5654.589] (S)ましゅダヨ: その次元はもう
[5656.452] adachikufgc: 逆味覚王
[5656.789] あまぞんさん: 動画も出してたぐらいだしねぇ
[5664.009] erisuk: 馬鹿舌がなにいってんだ
[5667.416] 5don: ww
[5668.368] (S)ましゅダヨ: ちぇる
[5668.785] chin_56_: のこっちぇる
[5670.104] v_harumi_v: ｗ
[5671.431] 箸くれ: のこっちぇる
[5672.475] tabibitox: 最後に地雷がｗ
[5674.804] pondenring0930: ちぇるよね
[5675.033] shiro_risu01: かわいい
[5675.205] gorogorogorn: きたあ
[5675.489] sn0wf0x3: ちぇる
[5676.790] lobelia_c: 動いた！！！
[5678.500] goozy009: 発言
[5678.648] neojapan01010: 山が動いた！
[5692.910] (S)~MISSING_COMMENTER_INFO~: だんご、動きます
[5693.092] あまぞんさん: もうアグレッシブすぎる
[5702.986] zyangara2: はとや
[5703.086] shiro_risu01: 熱海なんだ
[5705.169] そらたま: ハトや?
[5705.567] goozy009: はとや？
[5706.868] 勤務中: いいね
[5708.160] (S)Sunsun_the_Sunfish: しゃぼてん
[5710.706] (S)monpiipop: 伊東ね
[5711.201] sengoku_cyber: あのつり橋の
[5712.732] 000105: ググってる
[5717.009] tanu_p: 伊東行きってあるな
[5718.924] adachikufgc: 伊東へ行くならハトや
[5728.166] ミジンコ隊長: ま？
[5732.123] tabibitox: ほぼハワイ
[5737.520] 勤務中: やけにあったかくな
[5737.737] nishikawa_kun_: 伊藤園の伊藤
[5739.049] MisaMisa_12: ほぼハワイｗ
[5739.513] adachikufgc: 龍が如く8でkskハワイいってる
[5745.810] のぞみくん: ハワイ
[5748.891] neojapan01010: なんか石井プロが好きそうな女の子がでてきた
[5761.776] (S)monpiipop: おしゃれやん
[5762.500] veronica_ash: いいじゃない
[5763.723] kaban1192: え
[5766.904] goozy009: www
[5767.140] (S)ましゅダヨ: あらあ
[5767.451] くまリンカ: ｗ
[5767.590] veronica_ash: wwwwww
[5767.627] 5don: umeYay
[5768.341] kaban1192: やってんなぁ
[5768.834] MisaMisa_12: さすがに
[5768.899] zyangara2: ウメハラいたぁ！
[5768.935] あまぞんさん: ほんとか？w
[5769.239] ミジンコ隊長: umeYay
[5769.332] sn0wf0x3: www
[5769.497] neojapan01010: ウメハラｗ
[5769.653] adachikufgc: オチきたー！
[5770.048] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[5770.677] マイネームイズアキラックス: もってきたなぁｗｗ
[5771.072] nikukuisugi333: あらら
[5771.257] shougik: 繋がったね
[5771.679] (S)おしるこ11: あれ？
[5772.379] shibaponz: そこだけかー？
[5772.947] sh1zuku716: オチ
[5773.514] shiro_risu01: ！？
[5773.835] (S)noriyuki3: wwww
[5775.570] tama_zx61: ｗｗｗｗ
[5776.340] squall_2017: 被せてきたw
[5777.023] raurakd: あちゃー
[5777.136] ババシャツ: ずるいww
[5777.646] tanu_p: ﾊｧｧｧｧ
[5777.700] kame277: なんかキモイw
[5777.817] 闘劇のアルベルト: そっちかあ
[5779.187] tabibitox: オチが微妙ｗ
[5779.578] megurun: 出してきたなｗ
[5779.657] jamxqc: LUL
[5780.390] nishikawa_kun_: ﾝｰ‥
[5781.594] (S)rm_rf__: Dぃーーーw
[5784.946] veronica_ash: そっちかぁ
[5785.631] chin_56_: dango
[5787.628] のぞみくん: 回ってる
[5790.248] goozy009: ウメハラin梅原
[5791.553] shiro_risu01: ちゃんと回す
[5794.094] nishikawa_kun_: スクリューパイルだんご
[5795.935] sengoku_cyber: オチがふざけてる
[5799.064] ミジンコ隊長: まわるだんご
[5801.000] chin_56_: ｶｰﾝ
[5801.989] shiro_risu01: ちーん
[5804.063] shougik: 法事ｗ
[5808.265] erisuk: 通り過ぎたのでここまでということで
[5810.837] (S)おしるこ11: どこがガチ勢ｗｗ
[5811.237] ミジンコ隊長: ｗ
[5811.511] neojapan01010: ｗｗｗｗ
[5811.676] goozy009: ガチだったんだw
[5812.007] (S)Sunsun_the_Sunfish: ｗｗｗ
[5812.509] tabibitox: あんま喋ってないしｗ
[5816.354] ddb365: こっち側
[5816.365] chin_56_: ファン紛れ込んでる
[5816.709] sn0wf0x3: wwww
[5818.641] (S)monpiipop: 出てるのにw
[5819.648] goozy009: ファンが正しいw
[5819.945] daichan1200: ファンが参加しちゃった
[5820.299] yashinoki_: 動画勢w
[5821.010] あまぞんさん: 座布団全部持ってかれそうやったw
[5823.422] gabe_era: 特等席で見てるファン
[5824.788] gokukeshi: たまたま参加してるだけのファン
[5825.635] neojapan01010: ガチファンってことで
[5842.288] あまぞんさん: おー
[5849.981] squall_2017: らいん
[5860.739] erisuk: めっちゃ悪いやつやん
[5861.875] daichan1200: 本当の意味で優しいのか
[5863.820] kame277: あなたの
[5865.837] 箸くれ: ｗｗｗｗ
[5866.456] neojapan01010: ひどいｗ
[5866.650] ミジンコ隊長: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[5866.690] flashbacks18: ww
[5867.787] adachikufgc: だからつまらない男に
[5869.557] sn0wf0x3: wwww
[5869.716] LGA2011: ｗｗｗｗｗｗｗｗｗ
[5870.336] ミジンコ隊長: ずっる
[5871.315] tama_zx61: 怖い話
[5875.501] poiuytrewqasdfg0987654321: およがせｗｗ
[5876.131] tabibitox: 高学歴低ユーモア
[5879.012] (S)noriyuki3: 繋がるな〜ww
[5884.080] erisuk: 甘やかされてこのバケモノが生まれた
[5886.031] 憂う者の弟子: ；；
[5886.969] ddb365: ｗｗｗ
[5901.719] adachikufgc: 毒手
[5922.213] (S)rm_rf__: うんうん
[5922.769] adachikufgc: ksk？
[5923.466] erisuk: 本当笑ってないやつの判断も出来んのか
[5924.720] chin_56_: ﾌﾞｳｳｳ
[5928.102] v_harumi_v: してみようとして、できるの
[5931.077] 憂う者の弟子: そうか
[5931.085] (S)monpiipop: おもんなww
[5931.192] (M)(S)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[5931.339] sengoku_cyber: あれ
[5932.564] v_harumi_v: ｗ
[5933.372] (S)noriyuki3: wwww
[5933.807] neojapan01010: ん？
[5934.526] chin_56_: へ？
[5936.851] カラメルキッチュ遊撃隊: ？
[5936.972] tanu_p: ｳﾝ...
[5937.178] sh1zuku716: ん
[5937.355] kame277: えっそんなぁ
[5939.880] rias9121: ｗｗｗｗ
[5939.883] squall_2017: へ？
[5941.240] kaban1192: ？
[5941.961] erisuk: 急なマジレス
[5942.401] nikukuisugi333: ｗ
[5949.028] 5don: …………
[5950.042] kame277: まぁくさいし
[5951.542] カラメルキッチュ遊撃隊: おれはお前がわからん
[5952.773] sengoku_cyber: え？
[5953.127] shibaponz: たいていの人はそうかもです...
[5954.222] successmk2: ねます
[5958.038] raurakd: ？
[5959.170] goozy009: タイミングだろw
[5959.286] evimayo88: まぁ笑いはせんな
[5960.288] sh1zuku716: めっちゃ臭いとイラつくよな
[5960.423] (S)noriyuki3: dおもろいわ
[5961.093] chin_56_: 臭かったんだろ
[5961.354] adachikufgc: 汚いし
[5963.411] daichan1200: まぁ、人によるしな。怒るのはわかんないけど
[5963.560] kaban1192: もう解散か
[5970.508] sh1zuku716: あ
[5970.955] erisuk: そのじょうきょうに置かれたらラインわからんわ
[5971.623] (S)セルベリア: 普通に人でも起こるよｗ
[5971.828] ミジンコ隊長: あ
[5972.263] tabibitox: あ
[5972.444] だいこん_: あ
[5972.959] shibaponz: 草
[5973.139] 5don: 大丈夫かな
[5974.103] tanu_p: おい
[5974.425] (S)おしるこ11: これ自体がラインわかんなくなってるだろ
[5974.663] sn0wf0x3: あ
[5974.827] nikukuisugi333: あ
[5975.144] toshio0224: はいー
[5975.404] ババシャツ: あっ
[5975.655] v_harumi_v: あちゃー
[5975.700] gabe_era: w
[5976.931] pondenring0930: のぶるｗ
[5977.591] gokukeshi: 門番ね
[5979.138] sh1zuku716: ノーブルはまずい
[5979.181] squall_2017: ぶっこんできたw
[5979.618] harusame1155: そこにつなげんのかいｗ
[5979.678] amadori3: ん？
[5980.493] あまぞんさん: あっちゃあ
[5981.288] daichan1200: ノーブルはよくやｔってる
[5981.627] adachikufgc: へーぶるってこと？
[5983.115] ババシャツ: 梅フォロー
[5984.147] androidand: はいはい
[5985.012] Chris_XG1128: stop入りました
[5985.078] 5don: 梅原さん、ナイスカット
[5985.182] successmk2: ちょっと話が変わって来たぞ
[5985.994] だいこん_: umeNoble
[5987.015] おーとん: いつも導入変だなｗ
[5987.518] amadori3: きな臭くなってきたな～
[5990.244] chin_56_: 屁ぇこくな
[5991.197] kame277: それをウメちゃんに言わすなw
[5992.339] (S)demonbane_twosword: ラインが、ね
[5993.501] korekitwitch: 仲間ｗｗ
[5997.478] らすたねこ: 潮目変わったな…
[5998.297] よるねこ族: ウメ解説
[5999.672] (S)とも8はる: 門番JPw
[5999.705] goozy009: 解説ウメハラ
[6000.659] ミジンコ隊長: umeNoble
[6000.904] ババシャツ: BloodTrail
[6001.298] 憂う者の弟子: ( ゜∀゜)人(゜∀゜ )
[6007.426] androidand: 屁ーブルの話
[6007.538] nishikawa_kun_: あ
[6010.683] (S)rm_rf__: 人によって許容量は違うしね
[6019.026] (S)noriyuki3: 打率の問題よなぁ
[6020.557] ダイナソー龍崎: なるほどね
[6024.531] マイネームイズアキラックス: んー？
[6035.479] sh1zuku716: ん？
[6041.030] squall_2017: 下ネタとかね
[6041.401] kame277: やられた後を考えな
[6042.516] erisuk: わかってる奴なんて誰もいないよ決め打ちしてるだけ
[6044.036] 箸くれ: 魚住にはなれない
[6045.407] sengoku_cyber: これ社会人にも結構いるのかも
[6048.178] 勤務中: つまんないことの半歩後ろに突然現れる気がする
[6049.545] korekitwitch: やる人によって変わるんだよなｗ
[6051.255] adachikufgc: ドミノピザとか
[6051.272] evimayo88: 言いたいことはわかる
[6058.950] (S)Sunsun_the_Sunfish: おー
[6061.264] daichan1200: 笑いは緊張と弛緩だから、まず緊張させないと
[6062.073] goozy009: 空気が読めてますか
[6068.462] ぬかづけ: パワーがあるひとはライン奥にいくよね
[6068.543] (S)demonbane_twosword: 失敗するしかないんかなあ
[6069.136] 闘劇のアルベルト: そうね
[6071.025] tanu_p: そういうやつはラインに近寄るなよｗ
[6082.513] chin_56_: だんごはライン際
[6086.525] (S)rm_rf__: せやね
[6092.630] korekitwitch: 勉強を暗記でやってきた人の感性かもね
[6093.074] sh1zuku716: たしかに
[6093.081] shibaponz: AIに奪われない仕事見つかったな
[6100.140] amadori3: 高度よね
[6101.079] 憂う者の弟子: やむなし
[6102.961] sengoku_cyber: 複合的な判断があるよね
[6103.829] やあああ: つまらないのはしょうがない
[6104.133] shibaponz: 人間じゃないってこと！？
[6107.898] kimanaka28: できなくてもしょうがない
[6110.693] goozy009: 戦国時代も相手によってはライン越えてるし
[6112.768] (S)ましゅダヨ: これ高度すぎてね
[6117.159] squall_2017: Dには難しいよね
[6131.727] neojapan01010: うん？
[6132.074] adachikufgc: ホーヒー
[6135.687] (S)demonbane_twosword: 格ゲー勢でも昔炎上して覚えてきた人おるもんなあ
[6135.980] shibaponz: えぇ...
[6136.957] Frasco006: いうてみんなライン越えしたことあるやんね
[6140.587] yusan090: 場数で覚えんだよ
[6143.320] (S)ましゅダヨ: そうそう
[6147.471] evimayo88: 屁はくせぇし・・・
[6148.731] sh1zuku716: それはそう
[6149.933] (S)Sunsun_the_Sunfish: わかる
[6149.950] tabibitox: 臭いしな
[6150.837] tanu_p: なんども屁してんのかとおもったよ
[6153.975] 憂う者の弟子: 屁だけはだめ！！
[6155.148] chin_56_: におってきたな
[6156.943] 無心に: 屁は許し難い
[6157.622] やあああ: 俺も嫌だよ
[6157.719] (S)セルベリア: 臭い空気吸わされるからなー
[6158.722] goozy009: あるね
[6160.359] pondenring0930: ラーメンのずるずる食うとか
[6162.132] aranami0: ｗｗｗ
[6164.862] androidand: 単純に鼻にくるもん
[6165.995] kkshkk: 世代でも固有の奴あるよ
[6167.968] ミジンコ隊長: 屁全然平気だけどなー
[6168.339] nihonsyu_: ｗｗｗｗｗｗｗｗｗ
[6168.807] shibaponz: 尊厳を傷つけられたって思う人もいるしな
[6169.617] 闘劇のアルベルト: それはね
[6172.286] rias9121: 屁は意外と安定コンボじゃないのね
[6178.821] (S)noriyuki3: あるなぁ
[6186.024] ダイナソー龍崎: w
[6189.134] androidand: ビチビチだったら笑ってたか？
[6189.940] sh1zuku716: 居るでしょ
[6192.426] daichan1200: まず、その屁の前にフリがいるよなぁ
[6195.659] sengoku_cyber: 嫌だよねｗ
[6197.086] chin_56_: 乙女
[6201.891] (S)sharks_up: 屁はずる
[6204.143] 憂う者の弟子: 屁だめ！ぜったい！
[6207.937] gokukeshi: おもろいと思ってやってるのはひいちゃうかも
[6208.954] goozy009: たけし以上で屁の達人はいない
[6211.130] ガチくんコス転売ヤー: あぁ
[6212.381] meshiuma3150: 臭かったら嫌だな
[6212.547] (M)(S)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[6212.969] ミジンコ隊長: 音程によるかな？
[6216.954] chin_56_: ためした
[6220.577] squall_2017: 女性は絶対屁しないよね
[6223.699] うしおとぬこ: まあ呼吸h
[6228.233] lobelia_c: いきなり世界で試す感じだ
[6235.380] うしおとぬこ: 呼吸は浅くなる
[6235.682] 憂う者の弟子: イヨッ
[6236.836] ﾃﾄﾗﾝ: 苦笑でしょ
[6237.896] adachikufgc: サロメは屁しない
[6240.854] (S)demonbane_twosword: 初対面はないｗ
[6245.467] chin_56_: 屁ん
[6249.348] niwakanoppo187: 初対面の想定ｗ
[6249.831] (S)ましゅダヨ: アメリカの人は割と笑う気がする(イメージ)
[6249.983] aru_0928: 爆笑した時に思わず出た屁とかは，笑いがさらに起きたりする
[6253.507] ミジンコ隊長: それはそうｗ
[6254.089] (S)セルベリア: 屁で前ステ
[6254.903] sengoku_cyber: 違い基準を持ってそうだよね
[6259.841] neojapan01010: ひくよね
[6263.716] androidand: 屁イヅルミヤコ
[6268.338] kimanaka28: 友達ならいいよ？
