[49.886] えたーなるぶるー: culonyanKonChadoumodoumo
[13340.323] (S)thunderbolt0422: りゅうせい壊れちゃうヨ...
[13360.569] (S)strange_love00: 沼＝池沼＝知的障がい者
[13364.911] sengoku_cyber: え？迷子減るのｗ？
[13367.246] 無心に: おこぼれを活用して女子に近づく意志力
[13373.828] ぴろぴろまる: 沼はあんま使わんほうがいい
[13381.180] eremin_39: こくじんってよく沼とか言ってるよね
[13384.639] poincobollpen: すぐコメントとか見て自分で考えない人って成長しいよ
[13386.549] admjg23654: 今のダッシュは勇気がいるね
[13386.833] balthazar000: かつてはチェリー目押ししてたんだろうなと思うと感慨深いよね
[13394.430] kaituburi: ちぇり太郎の野良で、女のトレイター強いなって思ったw いろんな意味で
[13405.133] diediedying: KSKがちゃんと指摘してたね沼のこと
[13408.750] (S)~MISSING_COMMENTER_INFO~: ウメさんが沼を知らずに使ったときにKSKがすぐ注意してくれて安心した
[13410.382] (S)Hitode_noko: スロッターチェリ太郎
[13410.993] matsu_zalem: もはやチェリー入ればなんでもいい的な感じになってたし。 ファイナルチェリー。笑
[13411.162] (S)Gordstorm: 沼言ってる人はテレビでれないよ、掘り返される
[13411.296] balthazar000: こくじんは結構その辺の倫理観がばいよ。
[13411.344] onseisan521: 沼ってそっち意味だと分かってないで使ってる人もいるだろうからね
[13412.126] nine_evol_boost: ニコ生の文化なのかなもう
[13413.298] radi38: KSKあったけえ
[13420.546] (S)65vr39: ニコ生雑談配信者はデフォで使う言葉
[13424.476] yomogi610: チェリーが二重の意味で草
[13425.105] _こぺ_: なんか今日たまにチャットが止まるけどきっとわいだけだな
[13429.077] lyo0822: カイジの方かなって思ってた
[13433.802] ぴろぴろまる: スポンサーいる身は使わんほうがいい
[13434.094] (S)titilrin: 沼だけは辞めてほしいなー ウメちゃん背負ってるモノ考えたらリスクしかない
[13435.603] thefrozensun_: 沼に注意したKSKナイスやな
[13441.635] (S)oyukakete3min: りゅうせいが今日ときどユリアンに3-0で勝ってるとこチラッと見たよ
[13442.731] (S)アベ0206: こくじんはクセになってるのか止まらないのかな・・・KSKの指摘でウメちゃんはもう使ってない
[13442.978] eremin_39: ガイジって言葉もよくないはず
[13446.023] cqc2018: 3ちゃんがク○ダみたいにならないかだけしんぱい
[13450.224] (S)thunderbolt0422: ガイル強すぎ
[13450.593] latenight000: まぁもろ侮蔑用語だしな
[13454.698] diediedying: KSKさんはバランス感覚あるよね
[13455.123] konjac_0419: チェリ太郎が スーパーなんとか、トレイター！ って女性プレイヤーにトレイター認定で連呼されてたのが草
[13456.153] kumatedd: 沼とかは女叩きとかで客集めてる層が使う言葉ってイメージ
[13458.819] nemurinx777: つえーー
[13461.950] admjg23654: ウメちゃんが強いんや
[13467.768] (S)ledlight9413: ２ちゃんノリに近い
[13467.962] (S)dyrusdesu: 今のところチャット止まったりせずふつうですがさっき開いたばかりです
[13468.046] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます。未登録のかたは こちら参照ください → https://bit.ly/2YE2nLB
[13468.387] (S)kaigaizei: 沼プって言ってるの加藤純一。だからこくじんも言ってる
[13470.119] merankori: サン サン
[13473.969] (S)Gordstorm: 差別発言てわかって使ってるからねあと後ひびいてくる
[13476.790] 不渡哲也: MAX鈴木とはでウメさんのこと軽度とか普通に言ってたしなーこく
[13481.557] (S)アベ0206: まあコメント勢もスルー推奨でいいんじゃなかろか
[13487.304] merankori: こくじんってそういう所だよな
[13489.165] korerai314: 〇〇沼みたいな言い方もあるけど、基本あんまりいい言葉ではないよね
[13491.480] (S)Hitode_noko: ガイジも沼も相当な差別用語だからきちい
[13509.694] (S)セツリ: こくじんは、コンプラ的に・・
[13510.729] (S)wahaha7788: 手帳もちもやめてほしいね
[13515.379] konjac_0419: 沼の代わりに手帳もこくは使っている
[13519.952] poincobollpen: 沼はダメだね 格ゲー会
[13520.744] eremin_39: ウメはマジで加藤とは絡まないでほしいね
[13527.383] nine_evol_boost: 鬱でダメならもう無理
[13531.350] (S)65vr39: こくじんって名前自体がもう
[13533.996] (S)strange_love00: せめてコラボ中だけでもね。他の配信リスナーも聞こえるんだし
[13536.031] yomogi610: 流石に言う人は選んでると思う
[13538.386] admjg23654: スポンサーがついて責任がある人とない人の発言の差はでかい
[13541.706] (S)ジャンクばっち: 今そういうの厳しいから表に出る仕事やる人大変ね
[13541.877] (S)wahaha7788: 何回か一緒に番組やってるよね
[13545.792] berurusuko: 正直格ゲー業界できれいな言葉だけってのは無理だと思うけどなあ わかった上で使うなら本人の判断だからわからないなら教えてあげるくらいでいいじゃん
[13553.300] diediedying: 前に司会だったことあるよねうんこちゃん
[13554.136] (S)Gordstorm: 別に個人配信だしサイトがOKならいいけど、自分に帰ってくる
[13558.867] (S)thunderbolt0422: エイジスつよいねぇ
[13558.875] (S)~MISSING_COMMENTER_INFO~: KSKはその辺のリスク管理や倫理観がしっかりしてて安心感ある
[13560.375] (S)kaigaizei: 絡んでもいいけどガキみたいな文化は持ち込まんでくれ
[13561.179] bathcalpis: 当初の意味からかなり派生した言葉になってるのに、原初の意味引っ張り出してくるやつやばいっしょ
[13563.155] balthazar000: なるほどそうなっちゃうか
[13581.756] (S)wahaha7788: こくは別になんも背負ってないからいいんじゃね
[13586.820] (S)Candy_yu317: こくじんさんは自分のとこの視聴者に合わせて言ってんだろうけど、他の配信者と話してる時に沼発言は勘弁してほしい
[13588.243] admjg23654: ウメちゃんのゲームを観ようぜ
[13603.061] (S)titilrin: KSKは叩かれる怖さをよく知ってるからプロだね
[13605.194] (S)Hitode_noko: 沼は海外のswamp語源の意味（熱狂的にどハマリする）もあるからね
[13608.216] cqc2018: 親族にアトピー持ちがいるからアトピーネタにすんのもあんまりすきじゃないわ辛さ知ってるから
[13609.720] とりあえずちさと: 個人配信で言うのは勝手だけど、コラボで他人の映像にも音が乗るときの発言はちょっと気を付けないとな
[13610.829] (S)tekiro800: 昨日三太郎さんからゲームもらったの？
[13615.649] mmiiacha: 配信者を直接叩かず、チャット欄をネガティブに煽動するド陰キャムーブが見てて気持ち悪い
[13615.843] jinpace: 雪山はその日一番ひどいプレイした人がスチームの名前改名で
[13620.974] (S)アベ0206: ゲーセン文化もいいもんだけど 配信に乗せにくい過剰な煽りみたいなやつは切り分けてほしいな
[13635.693] berurusuko: アトピーだって１か１００かじゃないからね
[13637.304] balthazar000: まあ、こくに直接言ってやってくれ
[13644.594] _こぺ_: まだスチームのフレンド申請承認してない感じ？
[13645.285] doumcono: スポンサーの有無はでかいだろうね
[13649.761] (S)ledlight9413: ネットも内輪乗りだけの場所じゃなくなったんや
[13653.391] みやもっさん: そうねこくに直接言ったほうがいいね
[13656.422] royu916: 今のコメ蘭ウメちゃんじゃなかったらキレるよｗ
[13661.991] lyo0822: 関係ない話やめない？
[13669.288] eremin_39: ウメハラに沼の言葉を教えたのはこくじん
[13670.628] (S)65vr39: 割とこくに直接言うより効きそうw
[13674.545] 無心に: カメラの世界でレンズ沼とか言ったりするけど、そっちの意味じゃなさそうだしなあ。
[13674.935] (S)Gordstorm: 関係あるが
[13680.826] (S)ebimayoo: おおお
[13681.516] admjg23654: タックルが届かなかった
[13681.528] (S)thunderbolt0422: つよい 
[13694.821] umeharagodaigo: 勝手にコメ欄盛り上がりすぎてて草
[13697.675] kaituburi: あんま束縛しすぎてもテレビみたいにつまんなくなるようう
[13703.796] とりあえずちさと: 今のソニックエイジスに反射されそうで怖いタイミングだったなｗ
[13709.334] KingRyzing: Hello everyone
[13714.095] shirokenxx: ガイル有利に見えるけどりゅうせいの対策が仕上がってないだけ？
[13714.760] (S)Hitode_noko: レンズ沼とか俳優沼はテレビでも使われる用語ではある
[13722.881] prototypeie: 今日雪山やるんだっけ
[13727.237] (S)agmn123: Cheer100 Cheer100 Cheer100 Cheer100 Cheer100
[13727.398] (M)Moobot: Thanks for the support, @agmn123 
[13730.252] berurusuko: コメ欄で勝手に盛り上がるシステム配信者的に最強じゃね
[13731.826] balthazar000: 仕上がってないだけだと思う
[13734.448] sengoku_cyber: 沼は使わない方が良いってのはみんな共通認識なんだろ
[13736.421] shupii097: 誰にもわからないくらい接戦なんじゃね
[13751.759] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[13754.739] syoten: 雪山今日は何時？？
[13761.903] とりあえずちさと: ファンダム的な意味の沼と問題になってる沼は別でしょ
[13763.889] (S)thunderbolt0422: ガイルとユリアンは五分くらいか?
[13767.290] cqc2018: スト5の話しよ
[13771.144] 無心に: りゅうせいって強いね
[13771.230] (S)wahaha7788: このゲームも何年も見てるからな
[13773.041] balthazar000: エイジスターンは流石に覆しにくいかなと
[13777.827] lyo0822: ０，２ガイル有利らしい
[13785.579] karinsama42: 雪山何時って聞いてる奴が指示厨っぽいな
[13797.195] (S)65vr39: コンプラ気にしなくて良かった時代が最高だよなTVとかも
[13804.214] (S)thunderbolt0422: 0,2ガイル有利なんだ。おもしれ
[13806.443] Kazzroque: Kazzroque subscribed with Twitch Prime. They've subscribed for 16 months! 
[13806.748] (M)Moobot: @KAZZROQUEさん、16ヶ月目のサブスク登録更新！ありがとうございます！
[13841.570] umesecond: シネも殺すも沼もゲームのプレイでのことだしセーフだな
[13849.433] (S)wahaha7788: 飯けっこう食べてるのに体重減ってくのは病気の可能性ある？
[13854.009] _こぺ_: 普段のソニック連打と通常技の強さで割とキツイ。VS2で多少弾を押し返せるようになったけど有利つくほどでもないと思う。一般的に
[13859.859] poincobollpen: でもコンプライアンス意識してかないとウメちゃん達食えなくなる心配ある
[13873.014] _こぺ_: あ、ユリアン側からの話です。
[13874.076] (S)wikokihgrs: 内臓疾患だな、即病院行き
[13878.457] (S)アベ0206: それは検査受けたほうがいい
[13892.068] (S)thunderbolt0422: ユピテルあってもキツイんだね。参考になります
[13893.151] lyo0822: 怖いなそれ
[13894.753] (S)wahaha7788: １０年病院行ってないから怖いんだよなぁ
[13896.530] (S)dyrusdesu: 体力どんだけ使ってるかによるでしょー
[13897.172] lapistaxx: 野球は結構ヤバい言葉が多い。盗む、刺す、死ぬ、殺す。
[13900.715] (S)Hitode_noko: 盲腸直前ちゃう？
[13903.519] tarantarantaran: umeBoom
[13926.572] (S)strange_love00: 後輩の女の子それでバゼドー病だった
[13941.527] prototypeie: 10年大丈夫だったんだからへーきへーき
[13943.891] hojihojidx: オリバは10万キロカロリー
[13959.859] _こぺ_: 結局ユピテル貯めるのに50F必要だからその間を作りに行かないといけないんで難しい。でも楽しい組み合わせでもある
[13974.786] hiisan: 病院や歯医者は早くいけばいくほどいいで
[13980.202] korerai314: ものすごいマッチョで、消費が大きい可能性。
[13990.418] (S)アベ0206: 早期発見・早期治療は真理
[14017.344] (S)アベ0206: 残念水泳選手でしたーみたいなオチはやめてｗ
[14022.337] (S)wahaha7788: ウメちゃんは健康診断受けてるかな
