[24.304] alyncoo: k4sen5ban
[10848.549] manon4649: 付いていくでゴザル
[10848.748] Annoymouse: wwww
[10849.263] aaeee9999: 😡
[10849.312] hirotama1122: イライラ
[10850.071] takenokoyarou_no2: このゲームsmg人権？
[10851.715] それでは問題です: これマウスコントローラークロスプレイ？
[10853.033] ka_n4: 感度は流石にバロより高くしてるか
[10856.585] ice_raspberry: アシストエグゲーム
[10857.781] そうぐら: やってることファイナルズやん
[10861.753] kairuzz: 上からのぞけるのかうざ
[10864.054] あのがわ: 旗意識えぐいど
[10867.765] ワム: ショットガン強いところまで真似してる
[10868.036] ~MISSING_COMMENTER_INFO~: イライラしてハゲちゃうよぉ～
[10868.638] manon4649: いまのいけるのｗ
[10871.080] PandaMan_o1: 人権武器割とあるよ
[10871.888] 石田凱: 覚醒くるか？
[10872.542] yuzpo_n: めっちゃ裏取られてる
[10873.699] るーぷす1: ちゃんとCODのウザさ
[10877.357] valture_6969: こーれスプリンターセルとかディヴィジョンのマップ出てきます
[10877.735] otyonan: シャッカンほどの時代もうざい
[10879.353] vqlva2525: ここsmg強そうやね
[10888.984] iambetterthanaceu: どのゲームもショットガンは強い
[10892.359] takenokoyarou_no2: www
[10893.151] ice_raspberry: 盾ほんま
[10896.429] Natu_er: ＷＷＷＷＷＷＷ
[10898.457] mintia3x3: www
[10898.570] あのがわ: ｗｗｗｗｗｗｗ
[10898.644] カバのおーじ: 盾w
[10898.760] ~MISSING_COMMENTER_INFO~: 顔面批判
[10900.526] メロソうま: ｗｗｗｗｗｗｗ
[10902.360] joooss123: wwww
[10903.030] lovephantom0223: www
[10903.217] Annoymouse: はいきもいー
[10905.124] guri_guri: ガチキモ！
[10906.860] stylish_nojob: 盾４ね
[10907.106] isudaisuki0141: 顔きもいやめてね 
[10908.348] Yuke_UC: やっぱこの手のゲームはsgと盾がストレスw
[10915.373] tamono2: 皆んな亀になろう
[10915.606] maaa_roku: セムティックじゃ飛ばない？
[10919.611] valture_6969: 盾は安定してキモイ 
[10928.049] NepNerd: ゲーム変わっても盾は強いのか
[10928.162] lovephantom0223: この手のゲームで盾使うやつ〜〜w
[10929.063] manon4649: ニューク待ったなし
[10956.347] ねるねるねるネ: スカーみたい
[10960.571] Annoymouse: なんかいたー
[10961.679] lovephantom0223: サイト見づらい以外いいな
[10963.405] stylish_nojob: このゲームおもろいわ
[10965.835] iguni_ru: スライディング強いよ
[10970.728] hako850: スコアクソでか表示なの良いな チンパンジーでも気づける
[10974.692] hirotama1122: イライラ
[10975.585] yasai621: 無料の時点でCODより評価高い
[10975.869] 石田凱: w
[10976.614] iguni_ru: ｗｗｗ
[10978.309] joooss123: この距離でもワンパンか
[10978.350] 賽の瓦: ｗｗｗ
[10978.352] yuzpo_n: ｓｇきちゃー
[10979.540] あのがわ: ｗｗｗ
[10979.704] takenokoyarou_no2: wwwwwwwww
[10979.812] るーぷす1: PogChamp
[10979.824] mintia3x3: www
[10980.292] wakamechanbot: wwwwww
[10980.814] キューブってる: ｗｗｗｗｗｗｗ
[10981.768] ワム: 解放！？
[10982.843] ~MISSING_COMMENTER_INFO~: イライラしてきました、と
[10983.031] Phancyboy: www
[10984.157] iambetterthanaceu: いいねー
[10984.426] sideslide555: wwww
[10984.971] tamono2: 若返れるゲーム
[10985.290] kuroo0202: こわいって
[10985.670] valture_6969: わろた
[10985.894] maaa_roku: あ
[10989.288] yuitsukainori: きたあああああああああ
[10989.961] (S)_ちょす_: おちんついてねw
[10991.615] valture_6969: キタキタキタキタ！
[10991.621] kokokokeko: まあまあ 
[10994.767] NepNerd: killされるたび相手のスキンが指サインしてくんのうざいなこれww
[10995.600] manon4649: ｗｗｗ
[10998.080] kairuzz: つよ
[10998.969] Annoymouse: つよ
[10999.403] takenokoyarou_no2: きもすぎぃ！
[11001.597] maaa_roku: やってるやん
[11003.941] ice_raspberry: 見るより実際やると打ち合い楽しかった
[11004.031] tamono2: ＳＧ＝神
[11004.346] ~MISSING_COMMENTER_INFO~: きめえ頂きました
[11004.722] iambetterthanaceu: やっぱショットガン
[11008.089] valture_6969: いいぞォもっとイカレ 
[11009.011] hirotama1122: SG増えるぞお
[11013.440] kuroo0202: 戻ってきたらボドカになってる
[11014.389] Alter_8: CODライクはSG出てきてからが本質だよな
[11018.995] あのがわ: lockwoodやんこれ
[11023.277] hako850: これつよ
[11025.131] yasai621: このウルト強いよなあ
[11028.014] (S)_ちょす_: きめぇで堪えてるのえらいな
[11033.521] ハミ0221: ウルトつっよ
[11036.681] Annoymouse: マップメタやん
[11041.159] valture_6969: www
[11045.565] sideslide555: ウォールハックアナイアレーター強すぎ
[11049.893] manon4649: 連キルエぐ
[11051.455] hako850: 2
[11054.825] ワム: ジャンプうちのCODオタク館いいね
[11060.778] ~MISSING_COMMENTER_INFO~: AAかよ
[11074.788] ponyonosioyaki_: 無線4
[11076.660] NepNerd: ホスト誰！？
[11081.767] kairuzz: あ
[11081.979] maaa_roku: つよ
[11083.358] tamono2: www
[11083.705] hako850: なんかおった
[11084.414] iambetterthanaceu: あっ
[11084.907] lovephantom0223: ww
[11085.447] (S)_ちょす_: www
[11087.223] takenokoyarou_no2: 火炎放射w
[11088.124] joooss123: wwww
[11091.930] 邦子スペシャル: 楽しそうでなによりです
[11100.193] (S)_ちょす_: 顔が険しくなってきててじわる
[11102.932] 賽の瓦: ラインハルト専だったのかも
[11103.915] 15suuu: オバ卒やめてね
[11104.136] iambetterthanaceu: ニッコリですね
[11104.979] るーぷす1: 燃える弾薬いるか？？？これ
[11111.121] hako850: チームに献身してるやつow卒
[11112.879] ~MISSING_COMMENTER_INFO~: 長友もいます、と
[11115.330] kuroo0202: 昔のボドカが見れると聞いて来ました
[11120.652] ice_raspberry: キルカメラあれば完璧なんだけどなぁ
[11121.093] yottando_o: ちゃんとルール関与してる盾くん偉い
[11122.050] guri_guri: ｗ
[11122.086] yasutaka_000: あ
[11122.531] ponyonosioyaki_: あ
[11122.537] とろとろサーモン: あ
[11122.540] あのがわ: ｗｗｗｗｗｗ
[11122.821] ftchinbk: wwwww
[11123.023] lovephantom0223: 偉かった
[11123.471] konyee11: ｗｗｗｗｗ
[11123.673] ma1pull_gg: あ
[11123.675] takenokoyarou_no2: あ
[11123.768] 賽の瓦: ｗｗｗ
[11124.276] sideslide555: あ
[11124.338] hako850: あ
[11124.370] れもねーど7: www
[11124.728] hirotama1122: あ
[11124.956] 石田凱: あ
[11125.344] iambetterthanaceu: 笑笑
[11125.484] joooss123: あ
[11125.542] manon4649: グッドマナー
[11125.601] まだがスかる: 始まったな
[11126.197] kokokokeko: あ。
[11127.211] ふりーる: うおw
[11127.346] sideslide555: 多いね
[11127.646] 4yies: 挨拶
[11128.356] ワム: 始まったな
[11128.449] ねるねるねるネ: www
[11129.008] NepNerd: あーあ
[11129.399] yagiri8: wwwww
[11131.416] iambetterthanaceu: 伝説の始まり
[11131.449] yuzpo_n: グッドマナー
[11132.238] あのがわ: きたきたきた
[11132.470] takenokoyarou_no2: cod始まったか
[11133.643] maaa_roku: 始まったか
[11134.005] guri_guri: 民度きたああああああ
[11135.638] yasutaka_000: あいつCoD卒や
[11136.103] valture_6969: COD卒きたぁぁあ
[11136.325] lovephantom0223: これだからOW卒は
[11137.808] 不滅の芋タルト: c
[11138.054] ねるねるねるネ: 挨拶
[11140.107] grave_ex2: ow卒死体うち草
[11140.405] uichan_uwu: 文化継承
[11141.845] sideslide555: たのcod
[11141.886] ホロウズ: 接戦やん
[11143.558] ~MISSING_COMMENTER_INFO~: ｗｗｗ
[11146.237] hako850: ｗ
[11146.738] konyee11: ｗｗｗｗ
[11147.725] (S)_ちょす_: www
[11149.680] NepNerd: wwwwwwwww
[11153.084] Annoymouse: w
[11153.765] iambetterthanaceu: こうやって継承されていく
[11156.818] takenokoyarou_no2: 4ねてwwwwww
[11160.030] ワム: 隠してたCODの血が暴れだしてない？
[11162.487] 賽の瓦: 伝統が途切れてなくて安心しました
[11163.719] yuzpo_n: cod時代が戻ってきた
[11171.610] hako850: 武器差あるなら早いうちにやっとくか
[11173.031] ~MISSING_COMMENTER_INFO~: いい意味でCODチックだ
[11174.083] iambetterthanaceu: まだまだ安泰
[11179.498] ftchinbk: ポイント意識
[11183.413] (S)激ローメタモン: tonaka2Iutayan2
[11191.270] ice_raspberry: ペイロードだけにしてな
[11193.702] hako850: ルールなんて読むな
[11195.038] ワム: COD卒はルールなんて守らないからな 自分がキルできたらいい
[11195.584] Annoymouse: 身に沁みすぎ
[11195.683] tamono2: ow卒は違うや
[11199.863] kubo_takefusa: やぁ、Obey_Vodka 
[11202.315] yottando_o: キルレ気にしてないもんなあいつ
[11210.189] maaa_roku: あるか
[11211.465] sideslide555: 激アツやん
[11212.606] iambetterthanaceu: キル数が正義🦸
[11230.868] 賽の瓦: おし
[11231.706] Yuke_UC: 逆にcod卒以外はオブジェクト意識してると思う
[11231.722] rodiura: おしい
[11232.301] tamono2: 惜敗！
[11232.628] lovephantom0223: おc
[11233.132] (S)_ちょす_: おしーー
[11233.594] ponyonosioyaki_: おしはい！
[11235.177] guri_guri: おしはい；；
[11235.250] cogarasiaoi: 結構やってるやんwおもろい？
[11236.055] yuzpo_n: おっし
[11236.451] 石田凱: 負けが込んでるな
[11236.679] joooss123: おっし
[11242.686] hirotama1122: 何連敗中？そろそろ勝ってるとこみたいです
[11243.508] hako850: ｗｗｗ
[11244.917] ftchinbk: www
[11248.022] ~MISSING_COMMENTER_INFO~: マジキモ
[11248.552] kubo_takefusa: CODiwか？
[11254.435] valture_6969: www
[11255.187] hako850: 晒すの 
[11255.589] NepNerd: 名前覚えてんのwww
[11255.792] ひーはー: むちゃくちゃやw
[11256.885] yottando_o: 晒しみたいになってて草
[11257.568] 不滅の芋タルト: PADでやってんのか
[11257.935] yasutaka_000: スキルで打開する感じはCoDにない良さだね
[11259.078] maaa_roku: 晒すのやめてね
[11261.425] あのがわ: 最大の誉め言葉
[11263.815] takenokoyarou_no2: 晒しw
[11265.062] Annoymouse: sg辞めてね 
[11265.420] (S)_ちょす_: 晒し草
[11266.349] さととと: このゲームめちゃラグいんですけど設定で変わったりしますか？
[11266.600] 15suuu: 褒めてんだ
[11268.097] ほるもん8019: syncth3Fighting
[11270.115] とろとろサーモン: ラグいやつキルめっちゃしてるやん
[11271.872] ~MISSING_COMMENTER_INFO~: 晒しスレ
[11273.247] iambetterthanaceu: 体が勝手に晒してる笑笑
[11274.714] kubo_takefusa: ねこかん元気にしてるのかな
[11276.716] hirotama1122: キモイは褒め言葉
[11277.217] lovephantom0223: スナイパー見ないな
[11278.183] guri_guri: 回線絞り
[11281.356] joooss123: キモいは褒め言葉
[11285.130] uichan_uwu: キモければキモいほどエラい
[11290.324] ikaringyamamuro: アイロンマンとコラボしてほしい
[11299.132] iambetterthanaceu: きもい奴は結局強いし上手い
[11299.790] yottando_o: こかんさんと2人でやって欲しいな
[11307.608] yasutaka_000: マッチ早いね
[11309.318] tamono2: 割とチームゲーなのか
[11312.069] Annoymouse: タゲ取ってる間に他も来ると
[11316.275] maaa_roku: めっちゃ見てて楽しい
[11317.543] Kabotya74: 砂のTACも理不尽感ぱないです
[11317.848] ブンタ3: オキュパイが一番おもろい
[11320.908] o_nigirisan: さっきやったらstanjpnて名前の人いたけど本物のスタンミかなあ
[11321.081] takenokoyarou_no2: 大人気ゲーム！？
[11321.291] chokopotechi: sg使った？
[11324.561] ryo02144649: ねこかんとサーチとかね！
[11324.978] ひーはー: 凸砂してくれないか？
[11325.931] zouchiba: 盾嫌すぎる
[11329.601] リオンデス: おもろい？
[11331.429] 孤独のヤムチャ: サーバーとか安定してまっか？
[11333.846] ワム: クロスプレイなんだ
[11335.644] Reo__________: スキルマッチないからマジで早い
[11336.505] 4yies: UIがpsのゲームみてぇだ
[11337.538] NepNerd: codみたいなgwってある？9v9みたいな
[11337.583] KETUBEN_1WEEK: オパシ ジャンヌ たまおとやろう
[11337.698] kubo_takefusa: bo3のsron2の時はめっちゃ見てたぞ！
[11337.702] miso_kan: してますよ
[11338.471] tluckf: ロビーは同じ
[11340.116] kenpi08240: クロスプレイあるんだ
[11341.507] iambetterthanaceu: 神ゲーの予感
[11342.852] わたあめ___: いろんな武器種使ってみてほしいな
[11343.245] ~MISSING_COMMENTER_INFO~: マタピネダオラくるかなぁ
[11346.837] yagiri8: PADならしてるんじゃね？
[11348.500] ねるねるねるネ: クロスプレイ設定ないの？
[11348.889] w0r1: 盾ULT３人とか勝てるわけないだろおおおおおおおおお
[11350.218] カバのおーじ: クロスプレイだから問題ない
[11355.527] valture_6969: おーファークライだぁ
[11356.385] takenokoyarou_no2: 溢れ出るcod感
[11360.298] ひーはー: なぁ、ぼど。凸砂してくれないか
[11367.726] sideslide555: ベータの時リベルタード強かったんやが今どうなんでしょう
[11368.266] joooss123: デバイスでマッチング分けてるからCSとPCも当たるのか
[11369.403] yasai621: バリケードかなり強い
[11372.294] yasutaka_000: ドミネの壁マジで強そう
[11374.058] grave_ex2: お前らcod好きやな
[11374.259] tamono2: 世間は格ゲーブームの中codへ帰る男
[11377.511] yagiri8: スナイパークソ強い
[11377.580] kubo_takefusa: ハセシンも動画あげそうだなこれ
[11378.884] スティーブン大阪: やたら自然豊かなマップはファークライ
[11380.653] maaa_roku: エリア1人で耐えれるのまじで強いです
[11391.867] kubo_takefusa: ボドカといえばCODやからな
[11392.534] iambetterthanaceu: 体がそれでできてるからね
[11404.295] uichan_uwu: 今のところこのマップが一番好き
[11405.507] runats5277: おもろい？
[11410.256] kuroo0202: このマップいいね
[11414.873] ryo02144649: ボドのCODが好きだった
[11421.063] ひーはー: うっま
[11421.132] ~MISSING_COMMENTER_INFO~: 足音聞こえる距離えぐいて
[11421.981] ひゅが21: ADS連打すると早く移動できるよ
[11422.234] ice_raspberry: このマップいいよね
[11427.159] kenpi08240: CODの経験値あればできる感じか
[11433.644] ケマモン: codみたいなマップだな
[11433.684] lovephantom0223: デッサ欲しいな
[11433.727] kubo_takefusa: パマジが〜言うてた頃懐かしいな
[11437.671] yat2244: ファークライとかDivisionとか色んなUBIゲーマップ混じってるのいいね
