[18.253] kiiroiinu88: O
[1155.018] (S)megenai_suzume: 会計最後に出るんかな
[1155.064] hatati2075: 延長からのチェンジな
[1155.145] michannnnnn1023: チェンジ
[1155.160] pppp25i: うん
[1155.162] (S)cochan417: チェンジ
[1155.346] ixtxirzuctxitxurxlt: うん
[1155.474] こいだま: おわるね
[1155.723] yukimiomochi: まだいこうぜ
[1155.799] (S)zoba_57: おわる
[1155.942] osamu_aisu: 飲み物頼む時にチェンジできます
[1156.013] 75tan: いいえは終わる
[1156.162] (S)romshiyo: やってみよ
[1156.246] (S)hibari_1104: いいえは終わる
[1156.291] hachcah: 終わっちゃう
[1156.355] (S)choco609: おわる
[1156.418] riz0022: まっずい
[1156.471] sigma_187: うん
[1156.735] Oreo9_monster: チェンジチェンジチェンジ
[1156.769] 影_梟: どうせ右の青い子だろ？
[1156.968] mochi963: チェンジ！
[1157.029] (S)kometsubutsubu: おねぇちゃん
[1157.191] aku107: チェンジしないか？
[1157.240] D0r0thy_Haze: 終わり
[1157.615] リスキーダイス: おわる
[1157.634] kireazing: 終わる
[1157.706] nattuchann: ちぇんじ
[1157.742] (S)cochan417: うん
[1157.755] est_mr: 終わる
[1157.771] ika_poppo_chan: うん
[1157.815] mochic4n: チェンジ
[1157.831] (S)いけちゃむ: ショートにするんでしょ
[1157.888] kotori_10152: じゃあ飲み物あげんな
[1157.903] fum_00: うん
[1158.191] satomaru__: おわる
[1158.395] sekuharatandai4: ？うん
[1158.411] (S)nyon_1026: おわる！
[1158.662] ねむ汰: チェンジで
[1158.679] nayunayu_nnn: チェンジチェンジチェンジ‼️
[1158.811] もこみの: チェンジしよ
[1159.384] nuuuum_: え
[1159.488] (S)ren_noze: いけ
[1159.512] しこたまコアラ: とりあえず帰ろう
[1159.716] takitategohann: チェンジできんの？
[1159.957] mainshtein828: ひん
[1160.568] (S)romakkuq: wwwwwwwwwwww
[1161.149] (S)osism_scpkm: うん
[1161.163] (S)mussannnn: あ！
[1161.204] karinto_h: 終わろうぜ
[1161.266] rxrx2525: チェンジできない
[1161.587] sigma_187: え
[1161.610] uni_0141: やっば
[1162.200] 084bean: はいやって、飲み物選びでチェンジできる
[1162.447] jugon4343: えぐ
[1162.654] sekuharatandai4: ひん
[1162.681] sisyamo11: あ
[1163.489] puwa_chomo: あw
[1163.528] aruha_0113: やばいね
[1163.562] (S)megenai_suzume: おお
[1163.706] puripuri_strife: あ
[1163.735] ubibibibibibibibibi: あ
[1164.315] (S)ren_noze: チェンジしよ
[1164.345] strongzelo: 横山緑リスペクト配信？
[1164.509] ~MISSING_COMMENTER_INFO~: たっか
[1164.934] meimeimiko: お姉ちゃんwww
[1164.974] きのこる大明神: 飲み物頼まなければチェンジ
[1164.988] usagiraran: あ
[1165.287] mameusa: あ
[1165.489] Sae0613: www
[1165.558] kotori_10152: w
[1165.716] (S)cochan417: あ
[1165.859] matsu3232: えっぐ
[1165.955] ぱか10: たっっっっ
[1166.002] (S)koma_6611: チェンジで
[1166.069] (S)ラストサムライ福田: 一旦な
[1166.138] sichakamechaka: 延長したうえで女の子にお酒買わなければチェンジできる
[1166.318] (S)hirunaruna: あ
[1166.525] (S)ten76558: 高
[1166.701] (S)wanwan_5: たか
[1166.955] Aigo109: とりあえず全員喋るべ
[1167.153] Hiyori__123: 相手の酒頼むときにキャンセル
[1167.196] superkimoiman: たか
[1167.378] 75tan: チェンジは飲み物あげない
[1167.385] おしょんぽ: たっか
[1167.438] (S)choco609: たっか
[1167.792] (S)hayakenta: たっか
[1167.813] (S)pon8_k5: あ
[1167.821] risutarodesu: たか
[1167.931] nanas1105: ドリンク買わなきゃいい
[1167.981] ace1ace1111: もう金なくなった
[1168.008] にこにこうらら: たか
[1168.099] pan_mero: ひん
[1168.208] fum_00: 初回たか
[1168.323] (S)romakkuq: 現実
[1168.361] aren_1220: たっか
[1168.418] syokuyoku__: あ
[1168.598] nano_gr: たっか
[1168.785] yukimiomochi: チェンジ！！！
[1168.963] (S)ちゃろまま: あ
[1169.051] (S)ankoroll: 欲張りさんねぃ
[1169.214] (S)omaenoushiroda_0: たっけ
[1169.620] ey64315: たっか
[1170.136] michiwwwwwwwww: つまらん
[1170.332] Oreo9_monster: たっけえ
[1170.524] (S)mussannnn: 延長してドリンク
[1170.567] hachcah: チェンジはドリンク頼まない
[1170.595] payzuridensetsu: 乾杯の時にチェンジできる
[1170.731] リスキーダイス: 飲み物頼まなければ変わる
[1170.766] mochic4n: えぐぅ
[1170.777] t__tofu: ぼられてるやん
[1170.832] appuppu2817: たっか
[1171.015] ~MISSING_COMMENTER_INFO~: たっっっっか
[1171.568] (S)osism_scpkm: たっか
[1171.696] ぁだ: うわ
[1172.226] (S)迷子の社会人: たっか
[1172.342] riz0022: やばい
[1172.505] (S)hibari_1104: ドリンク頼まなかったらチェンジできる
[1172.535] (S)ギャ: めっちゃ使ってる
[1172.673] syokuyoku__: たか
[1172.722] 4runo_moon: チャージ代や
[1172.980] npa_a: わあ
[1173.826] puwa_chomo: カッツカツな客で草
[1173.829] (S)saaaawa: 高いww
[1174.287] meimeimiko: たかっ
[1174.551] npa_a: たか
[1175.066] sinkakei: 延長して、お酒買わないとチェンジ
[1175.248] sekuharatandai4: 三分の一とられた
[1175.582] muzoudokozo: ねンだわ
[1175.656] Sae0613: 初回だから
[1175.761] riria_saeki: やば
[1175.860] (S)38miyat: こわい
[1176.038] たこやきの中身: チェンジしたい時は飲み物奢らなければいいや
[1176.266] ace1ace1111: ギャンブルしかない
[1176.666] しこたまコアラ: わぁ…リアル
[1176.888] michiwwwwwwwww: たっか
[1176.890] (S)ten76558: あーあ
[1176.929] ねむ汰: 半分使ってるの草
[1177.115] karaxamenta: チェンジは最初にするんじゃなかったっけ
[1177.234] kamikazellllll: 女に飲ませるな！
[1177.683] ~MISSING_COMMENTER_INFO~: クソカモられてるやん
[1177.899] aruha_0113: おお！！
[1178.433] onzoshi2664: 生活できねえ
[1178.525] (S)ten76558: こわい
[1179.842] (S)swimkinpop: 破産
[1179.963] nanohana20: 飲み物の時におごらなかったら、チェンジだ
[1179.976] (S)mitsuki2525816: 1週間…
[1179.998] ikumin08: 働かなきゃ
[1181.526] (S)saaaawa: まじ細客
[1181.911] michiwwwwwwwww: こわ
[1182.067] raru_004: カモられてら
[1182.173] gonzaress_aabb: 飲み物あげなきゃチェンジ
[1183.082] puwa_chomo: 単純
[1184.001] mochi963: 借金まっしぐら
[1184.184] (S)hirunaruna: すごお
[1185.165] aruha_0113: いいやん！
[1185.958] fum_00: へー
[1186.920] (S)ren_noze: チェンジは最初にしよ
[1187.598] kireazing: 単純
[1187.646] keeeeeeeeei_13: すげ
[1188.518] (S)yuu_harugami: あおおお
[1188.528] riria_saeki: その分お金かかるよ
[1188.621] ~MISSING_COMMENTER_INFO~: すご
[1189.410] (S)omaenoushiroda_0: こえーシステム
[1190.076] sanuki_udonman: へー
[1191.057] (S)yuu_harugami: めっちゃええやん
[1191.075] (S)pon8_k5: すご
[1191.526] michiwwwwwwwww: おめ
[1192.204] (S)迷子の社会人: すご、、、
[1192.516] (S)mizore_ame: へぇー
[1192.927] riz0022: おー
[1193.029] ~MISSING_COMMENTER_INFO~: どんな給与形態だよ
[1193.097] takitategohann: 2日分の労働が…
[1193.814] nano_gr: おー
[1195.471] satomaru__: ばいばーい
[1195.837] sigma_187: w
[1196.051] (S)zoba_57: 女の子のドリンク注文なしでチェンジできます
[1196.366] (S)hirunaruna: またねー！！
[1196.672] (S)迷子の社会人: 単純だ、、、
[1196.851] kugigmc: すげ
[1197.267] ~MISSING_COMMENTER_INFO~: どんな給与形態だよw
[1197.333] 96san_788: あ
[1197.570] kenpi08240: でっか
[1197.627] (S)mitsuki2525816: そんなんで上がるんや…
[1198.092] (S)choco609: あ
[1198.309] ロビンソン7: バインバインやん
[1198.441] renzmen: ボトル開けたからな
[1199.521] 00_asuka: おい
[1199.547] kireazing: えっち
[1200.144] (S)hibari_1104: あ
[1200.672] appuppu2817: 揺れすぎ
[1200.678] sekuharatandai4: あ
[1200.826] ixtxirzuctxitxurxlt: またねー
[1201.380] sisyamo11: にや…
[1201.903] jjj___jjj___: 延長からのチェンジが出来るよう
[1201.903] satomaru__: にや
[1202.430] aruha_0113: wwww
[1202.442] tiger_72xx: あ
[1202.849] (S)kometsubutsubu: 怖いシステムやｗｗｗｗｗ
[1203.091] (S)mussannnn: かわ
[1203.304] yukimiomochi: おおー
[1205.861] osamu_aisu: 手に合わせておっぱい揺れるのえぐい
[1206.590] アレックスオチョア: ノシ
[1206.982] puwa_chomo: ひろき楽しそう
[1207.217] sachansaikyou: どんな設定ww
[1207.450] きのこる大明神: 細客だけどね
[1207.491] sekuharatandai4: アウトだろ
[1208.153] (S)ちゃろまま: かわいい
[1208.755] michiwwwwwwwww: 高い酒飲ましてもろたからな
[1209.068] しこたまコアラ: はいと君単純やけどすごいな
[1209.310] (S)zoba_57: 女の子のドリンク注文なしでチェンジできますよ
[1209.338] 4runo_moon: 通うんか
[1209.964] (S)megenai_suzume: いいお客さんだな
[1210.149] Aigo109: 今笑ったよな
[1211.176] (S)hibari_1104: ギャンブル行け
[1212.751] mochic4n: こいつちょろいな
[1213.284] sichakamechaka: 土日
[1213.356] 75tan: ギャンブルしようぜ
[1214.001] (S)mussannnn: 土日
[1214.241] (S)pon8_k5: wwwwww
[1214.320] やっちょ: 知り合いの仕事とここのお店繋がってるな
[1214.659] sisyamo11: い、っぺい
[1215.224] sachansaikyou: 普通に仕事しろww
[1215.311] puwa_chomo: もっかい行こか
[1215.648] sanuki_udonman: やる気で給料上がったら世話ねーわ
[1216.106] aruha_0113: ギャンブルwww
[1216.301] nanohana20: 派遣とか
[1216.597] kotori_10152: 土日
[1216.666] renzmen: 土日だけ
[1216.904] kenpi08240: 金増やせ
[1217.168] cn0x0: 仕事しろ
[1217.846] (S)mizore_ame: 派遣ある
[1217.942] (S)hibari_1104: 土日だけ
[1219.811] osamu_aisu: ギャンブルで増やせ
[1219.911] kireazing: いくか
[1219.916] hachcah: 土日だけ
[1220.142] imama_13: その心笑ってるよな？
[1220.243] hatati2075: ギャンブルすれば増えるぞ
[1220.644] (S)wanwan_5: ギャンブルで稼ぐ
[1220.976] ねむ汰: 稼げ
[1221.402] (S)ten76558: ギャンブル行こう
[1221.524] renzmen: ドリンクご馳走しなかったら、チェンジできるよ！
[1221.789] ぱか10: ギャンブルで金増やそ
[1221.943] aruha_0113: やめとけ
[1222.227] おしょんぽ: 土日だけ
[1222.812] (S)zoba_57: ギャンブル
[1223.162] 75tan: セーブしてからギャンブルして
[1223.337] michiwwwwwwwww: 働け
[1223.653] ochiko115: 派遣とかギャンブルで増やすのかな？？？？
[1223.822] michannnnnn1023: 働け
[1223.920] kenpi08240: あ
[1223.970] (S)hayakenta: あ
[1223.984] エレクトロ: 一平
[1224.019] ~MISSING_COMMENTER_INFO~: 働いた方がいいよ
[1224.041] eenn_25: やろや
[1224.097] (S)hirunaruna: 他のも選択できるんだ
[1224.118] sachansaikyou: 働けww
[1224.171] (S)omaenoushiroda_0: 働いたり金増やしたりすんのか なるほど
[1224.659] (S)cochan417: ギャンブルするべ
[1224.661] (S)megenai_suzume: 生々しッ
[1224.763] (S)zoba_57: あ
[1224.854] onzoshi2664: あ
[1224.895] uru__n: 派遣しよ
[1224.898] takitategohann: はたらけ
[1224.952] cn0x0: いっぺる
[1225.131] superkimoiman: あ
[1225.156] mochi963: 派遣するか
[1225.223] 羊ぐも: うん
[1225.318] ごまつゆ: あ
[1225.346] ~MISSING_COMMENTER_INFO~: いけ
[1225.353] 青ネギ婦人: あ
[1225.408] ~MISSING_COMMENTER_INFO~: 一平
[1225.496] matsu3232: 一平！？
[1225.519] hopma_7: あ
[1225.655] chama_live: うん
[1225.836] kimanaka28: いっぺる
[1225.950] sinkakei: はい
[1225.979] (S)ten76558: 行け
[1226.134] (S)hibari_1104: 一平チャンス
[1226.399] hachiware_chan: あ
[1226.454] なりほど: 賭けろ
[1226.627] kuma0_0927: まずい
[1226.736] おしょんぽ: あ
[1226.764] syokuyoku__: ギャンブルしよ
[1227.178] udon48273: あ
[1227.303] pelican666pp: あ
[1227.303] 75tan: いっぺろーや
[1227.354] nanaecmo: まずい
[1227.368] (S)romakkuq: いっぺい！？
[1227.424] sekuharatandai4: あ
[1227.582] moko_rainbow: まずい
[1227.658] (S)yuu_harugami: 土日だけやて
[1227.797] raru_004: geroki1Yametene
[1227.890] kenchi0122: ギャンブルギャンブルギャンブルギャンブルギャンブルギャンブルギャンブルギャンブルギャンブル
[1227.896] yukimiomochi: ギャンブルするか
[1227.981] 所情事: 水原はまずい
[1227.988] (S)ren_noze: ギャンブル
[1228.107] (S)まなみ_____: わあ
[1228.180] usagiraran: wwwwww
[1228.255] 00_asuka: あ
[1228.288] (S)risusiru: 週末だけ
[1228.294] ixtxirzuctxitxurxlt: あ
[1228.320] ~MISSING_COMMENTER_INFO~: ジェイミン
[1228.399] (S)ten76558: あ
[1228.509] muzoudokozo: 一平ちゃねら
[1228.609] るーでんすらっと: あ
[1228.630] (S)maru_mamitasu: いっぺいやめてね
[1228.736] payzuridensetsu: 一平チャンス
[1228.755] (S)omaenoushiroda_0: あ
[1228.783] puwa_chomo: 働けよwwwwwwwww
[1228.877] jugon4343: 一平る
[1229.019] kotori_10152: w
[1229.086] michannnnnn1023: 一平！？？！！？？！？
[1229.125] あおりんご_: 一平www
[1229.246] appuppu2817: いっぺる！？
[1229.881] makochan_tw: あ
[1230.041] superkimoiman: まずい
[1230.068] (S)ten76558: まずい
[1230.230] risutarodesu: ギャンブル行くかあ
[1230.461] eenn_25: 一平ルート
[1230.488] ペポーイ: いっぺれ
[1230.597] riz0022: あ
[1230.734] (S)omaenoushiroda_0: まっずい
[1230.965] (S)zoba_57: いっぺよう
[1230.989] (S)hirunaruna: 一平はまずい
[1231.289] 01102387: 一平ちゃんす
[1231.493] 2moji_: 一平ルート
[1231.497] imama_13: 一平ルート突入！
[1231.503] ~MISSING_COMMENTER_INFO~: 一平ルート
[1231.504] (S)wanwan_5: いっぺる！？
[1231.701] hqrcaaaaa: ぎゃんぶる！！
[1232.876] nemnem333: 一平チャンス
[1233.209] tiger_72xx: 一平ルート
[1233.492] るーでんすらっと: geroki1Punch
[1233.910] kamikazellllll: いっＰ
[1233.949] (S)hayakenta: 一平はまずい
[1234.737] 佐藤いちろう: 一平るｗ
[1234.955] (S)sarioru: いっぺるwww
[1235.061] 緑じゃないはるく: 一平る
[1235.157] (S)ren_noze: ギャンブル行こ
[1235.318] (S)チズケキ: やめなよwww
[1235.532] (S)ten76558: 一平はマズイ
[1235.549] (S)nyon_1026: いっぺいwwwwwwwww
[1235.633] ~MISSING_COMMENTER_INFO~: 一平チャンス❗️
[1236.164] aruha_0113: セーブしよ！
[1236.695] ray_828: いっぺる
[1236.851] osamu_aisu: 野球賭博するしか
[1237.007] しこたまコアラ: 極端な日常プラン
[1237.241] yukimiomochi: いくか
[1237.452] (S)swimkinpop: 6億張ろうぜ
[1237.568] yae_karasu: クビやね
[1237.636] (S)megenai_suzume: 一平wwwwww
[1239.448] kan1kama: ギャンブル池！
[1239.676] (S)mitsuki2525816: それしかない
[1239.683] mumindaniel: wwwww
[1239.692] unc893: 大谷の口座から引き出せるよ
[1239.886] ~MISSING_COMMENTER_INFO~: 一平チャレンジ
[1240.203] (S)cochan417: セーブもできるぞ
[1240.885] ynw0123: いっぺるwwww
[1241.022] mochic4n: 一平る？
[1241.432] hqrcaaaaa: いっぺろー！
[1241.660] yukkiyoko: 一平チャンス
[1241.691] (S)umai_purin: いっぺるwwwwww
[1241.698] mochi963: 借金
[1241.970] aruha_0113: セーブ！！！！
[1242.256] winolloell: 一平はまずい
[1242.332] (S)zoba_57: 派遣で金稼ごう
[1242.470] riz0022: www
[1242.948] michiwwwwwwwww: せやな
[1243.070] mameusa: 一平www
[1243.551] おしょんぽ: 派遣もあり
[1244.716] riria_saeki: 頼むから自己破産してくれ
[1245.419] 4lriune: E-payで稼ごう
[1245.484] sigma_187: 借金
[1245.557] 所情事: 4ぬ
[1245.630] appuppu2817: おっぺいか、いっぺいか
[1245.768] renzmen: マグロ漁船
[1246.104] ~MISSING_COMMENTER_INFO~: 一平チャレンジ
[1246.359] D0r0thy_Haze: 怖い人が来る
[1247.799] kotori_10152: 借金
[1247.894] リスキーダイス: 借金
[1247.926] ixtxirzuctxitxurxlt: えらい
[1248.013] (S)mussannnn: 借金
[1248.082] ray_828: 一平ろう
[1248.796] imama_13: ツケになる
[1248.947] raru_004: 指取られる
[1248.992] osamu_aisu: 内蔵を売れる
[1249.537] hatati2075: 一平の報道の通りになる
[1249.572] ごーぐる: 派遣で働け
[1249.927] cn0x0: 金なくなったら地下労働だよ
[1250.125] gonzaress_aabb: キャストと思っているうちはセーフ
[1250.607] michiwwwwwwwww: 捨てられる
[1250.837] アレックスオチョア: 大谷がいるからセーフ
[1251.039] aruha_0113: 寝よう！！
[1252.308] (S)yuu_harugami: 借金
[1252.529] payzuridensetsu: ウシジマくんが現れる
[1252.529] riria_saeki: 臓器売ろ
[1253.029] kenpi08240: とりあえずギャンブル
[1253.245] pelican666pp: 一回やってみよ
[1253.753] (S)ryoulings: 一平きたーーー
[1254.185] sanuki_udonman: 闇金
[1254.220] nanohana20: 大谷から盗むよ
[1254.400] kotori_10152: うん
[1254.707] ごまつゆ: 大谷の口座から盗む
[1255.447] しこたまコアラ: ときメモw
[1255.492] (S)ren_noze: ギャンブルしよ
[1255.496] (S)hirunaruna: こっわ
[1256.129] (S)cochan417: 借金
[1256.329] kyuujitutaichouwarui: 怖い人に連れて行かれるよ
[1256.801] ~MISSING_COMMENTER_INFO~: ツケできるよ
[1257.040] (S)おぎゃわん: 派遣の塗装
[1258.043] unc893: 大谷の口座から引き出せるよ!
[1258.444] yukimiomochi: お前はショートカットのねーちゃんでいっぱいやろ
[1259.194] ごーぐる: こわ
[1259.577] (S)pon8_k5: こわ
[1259.686] kamikazellllll: 大谷の口座からぱくる
[1260.145] puwa_chomo: 地下労働wwwwwwwww
[1260.163] chama_live: 大谷
[1260.276] aruha_0113: 臓器売ろwww
[1260.294] ~MISSING_COMMENTER_INFO~: まじ
[1260.356] risutarodesu: ざわ
[1260.407] kimanaka28: 地下生活編
[1260.648] renzmen: マグロ漁船です
[1260.804] (S)ちゃろまま: こわ
[1260.820] satomaru__: 連れてかれるよ
[1260.839] sekuharatandai4: こっっわ
[1261.023] (S)megenai_suzume: 生々しッ
[1261.694] (S)choco609: こわすぎ
[1261.900] (S)とらおさん: 闇金だな
[1261.925] (S)y_htomo10: こわ
[1262.196] mameusa: 怖
