[1.988] 哀れな人の子: radaoTrain
[3441.457] (S)slt_silk: なんかぽまえ胸ない？
[3441.459] neu_rose: パラパラ漫画のアニメーションにするんやぞ
[3441.652] shira_to: 覚えなくていいよ？
[3441.673] aromamoon_: ふぁんさ？
[3442.182] はやち: 動きをつけると良きよ
[3442.353] (S)yusan913: なぁ〜にこれ
[3442.423] マスクさん: きっつ
[3442.748] (S)akky_0209: ファンじゃね？
[3443.002] asari_5884: パラパラ漫画やで
[3443.198] 年中頭痛: 四コマ的なやつか！！！！！
[3443.214] (S)快眠枕: この続きを考えるんだよ
[3443.417] origo_to29831: 次なに書く？
[3443.637] nibosichan_0403: アイドルらだお…？
[3443.671] zukky13mst: らだお♀
[3443.834] (S)howlin_0: ルールがわからん
[3443.911] runa_xx1023: 次の場面にいくんじゃないん？
[3444.309] 0_1_2_7: 夢にしよ起きたら的な
[3444.440] vanilla_621: そこからどう発展するんだ。。？
[3444.644] みとまろ: 赤い帽子…うっ……
[3444.886] like_mogu: gif作る感じだと
[3444.982] mikan9400: すーちゃん？
[3445.097] (S)roro_131: むっずw
[3445.104] たか野: ちょっと動かしたりね
[3445.108] (S)たぴおか1267: ？？？
[3445.128] 牛から生まれたうゆ: きっつｗｗｗ
[3445.466] suipi___: ファンサ
[3445.599] mone0418: らだ美
[3445.707] fuyukeshiki: アイドルらだお！
[3446.047] hi_oyu: Gifつくろう
[3446.115] 灰白色_: 女装？
[3446.181] おろしポン酢: 最後にパラパラ漫画になる
[3446.289] bamubamu615: ファンサかな？？
[3446.564] nishina___: パラパラマンガよw
[3446.602] うたさゐ: アイドルとかの応援うちわ？
[3446.814] rk_ne4rl: らだみ？
[3447.166] gguzuta: あれ？あの絵はどうするんだ？wwwwwwwwwwwww
[3447.403] sakiritu: ファッションショー
[3447.746] yyyyyzk: 状況が分からん
[3447.950] (S)ちゅーだい: これ、ベニさんの絵だなー
[3449.248] karinn0323: なんだこれwwwww
[3449.304] reito0819: らだお？
[3449.888] sakiritu: ？
[3449.985] (S)NORI25252: 団扇？
[3450.085] (S)ふむふる: 胸でっか
[3450.951] ドコサヘキサエン: 帽子赤いねぇ？
[3451.182] mawt___: パラパラ漫画描く感覚
[3452.075] (S)しょこら25: 何とは言わんけどデカい
[3452.570] (S)an_do121: だお？
[3453.469] family857: パラパラ漫画みたいな？
[3454.314] にゃんこ侍: 投げキッスでもしとく？
[3454.387] 縮緬雑魚: おっぺぇがある？！
[3454.420] せここ: これ人いないときびぃなぁ
[3454.462] itoido: アイドル的な？
[3454.618] ワタスですわ: えwwww
[3454.711] nodoka111: らっだぁのファン？
[3455.764] pwmjgpwdjgwuj: おっぺえ爆発させよ
[3455.772] (S)ルディナ: ツーショット
[3456.162] rs_simuna: あいどるらだお？
[3459.527] chinami_288: 胸あるの笑う
[3459.534] (S)u_kurage: らだみのファンサ？
[3459.631] (S)kojimanominato: 団扇？みたいなの振っとこ
[3459.814] kame_25252: 首もげるとか？w
[3460.252] sjindoa: 絵本じゃなくてパラパラ漫画のが近い
[3461.347] 仮面ライダー555: 仮面ライダー555 subscribed at Tier 3. They've subscribed for 6 months, currently on a 6 month streak! 
[3461.433] surume_GG: 歌おう
[3461.526] nenuidot: えwww
[3461.539] mira1530: 情報量が多すぎる
[3461.756] (S)fuucyann: お、おむねが…
[3462.179] uziro0836: むずいなー
[3462.369] (S)furutto110: 赤ニットなんよな
[3462.952] enoo09: とりあえずなぞろ
[3463.016] 蛍_: 鏡わろ
[3463.068] aruto_33: 揺らす？
[3463.188] 8分19秒: うちわブン取ろう
[3463.189] srig17: 少しずつ動かす
[3463.831] mirinni: ふぁんさらだお
[3464.351] tumabeko: アイドルらだみ！？
[3464.433] jhonnymorimori: お前にはファンがいないから想像できないのか；；
[3465.822] yusu314: とりま殴っとこ
[3465.963] zakuro0609: 爆発おっぺぇ
[3466.054] ichinomyo_taro: ちょっとずらして書くとか?
[3466.085] (S)藤之助: とりあえずなぞ！
[3466.100] (S)drem_chan: 困ったら同じの書いていいよ
[3466.588] aika_0317: らだおっぺぇ
[3466.835] sora602: すーちゃんみたい
[3466.851] yuimo_1823: ニセ乳エンドとかは？
[3466.993] ku2ku2mo: とりあえず線なぞっとけ
[3467.050] でにぃ: おっぺぇ爆発させよう
[3467.098] (S)快眠枕: うちわ降るとか
[3467.736] tennis26718: らだおのファンクラブに入ったかわせ
[3468.524] rona0525: パラパラ漫画やで
[3468.768] まおーん: アイドルの世界線のらっだぁ
[3468.779] たぶ0120: 手前かわせ？
[3469.062] cocoron2525: おっぺぇ…
[3469.351] りょーま78: とりあえずなぞっておいて
[3469.600] 福茶丸: 首もぐしかない
[3469.604] せここ: 手前かわせやね
[3470.104] はやち: ぶっ
[3470.298] isamu0723: アニメーションだよー
[3470.490] waging00: バラバラにしよう
[3470.928] 灰白色_: むっず
[3471.034] (S)kiratoragame: 歌おう
[3471.146] strikeNsuper: !uptime
[3471.212] honekara: ファンサしてあげよう
[3471.351] nishina___: らららあけみ？？
[3471.433] (M)Nightbot: らっだぁ が配信を始めてから 58 minutes 経過しています。
[3471.434] gguzuta: らだおが、アイドルか
[3471.607] kopapa06: がんばれ
[3471.634] neu_rose: とりあえず動かせ
[3471.968] poriporipuropirenn: 全部らだおに見える？
[3472.924] riraaaaa: アイドルになったらっだぁ
[3473.010] onigiri_860: 体から何かださせよ
[3473.140] アカツキ2369: らだみを応援するカワコかな
[3473.803] amo_0723: むずい
[3473.853] さばっとっと: ほんとにアニメーションなんだ！
[3473.913] sachan_606: もっとファンサしろー
[3474.040] 碧威: でかw
[3474.085] aruto_33: 揺らしてみよ
[3474.333] ヘプタ: 次からちゃんとルール理解してからやった方がいいかもね
[3474.539] (S)fuucyann: とりまなぞれ
[3474.548] Hiraga_Name: おっぺぇ揺らしてけ
[3474.959] konawan_0810: どっか動いしとけ
[3475.161] たけのこ派: うちわふっとこ
[3475.274] aisathank: 鏡よ鏡？
[3476.363] uver0043: じじいかけ
[3477.112] chitose0917: とりまなぞれ！
[3477.840] おろしポン酢: 胸をゆらしとけ
[3477.905] apyooo0718: 歌え
[3478.476] roky02: ファンさてきな?
[3479.059] カナバ: アニメーションやからな！w
[3479.292] たか野: とりあえずなぞれ
[3479.454] bamubamu615: らららあけみwww
[3479.817] ponharu: おっぺぇが作り物だったことにしよ
[3479.988] kopapa06: でか
[3480.114] 0_1_2_7: ベッドで起きろ夢だ
[3480.459] お手軽炊飯器: ひそひそ
[3481.050] l_plus_minus_l: おっぺぇがストーン!!
[3481.098] origo_to29831: チュしとけ
[3481.673] (S)4maten: うごメモ思い出す
[3481.988] kumada111: ファンサしとく？
[3482.314] (S)らむねーど: ファンサだね
[3483.883] plat_form: とりあえず殴れ
[3484.097] kittyrxxy: とりまなぞればいいぞ
[3485.271] 神崎立夏: 胸にメロンいれとけ
[3485.746] (S)mikan_san: やばいみんな真剣モードだw
[3485.827] お手軽炊飯器: おあ
[3485.981] キラキラボシ: 赤色のニット帽wwwwww
[3486.320] ドコサヘキサエン: www
[3486.800] (S)suiha_7: おもいつかない
[3487.986] 縮緬雑魚: これ人数多い方がよさそうだな
[3487.990] (S)すぃま: wwwwww
[3488.081] apyooo0718: 歌っとけ
[3488.855] morizodazo: ファンサして～
[3488.908] rk_ne4rl: ｴｯｯｯｯｯｯｯｯｯｯ
[3488.967] 灰白色_: なんか近ずいてきた?
[3489.534] honekara: 団扇食べろ
[3489.705] riraaaaa: ファンサ用のうちわ？？
[3489.797] (S)akaneko_2232: くびれてらぁ
[3490.120] ayunosioyaki0223: きm
[3491.215] ワタスですわ: きm
[3492.693] さばっとっと: なんで女体なのwwwww
[3493.577] お手軽炊飯器: 青にしとけば
[3493.617] ちょーみん: 写してる？w
[3493.809] surume_GG: 歌枠
[3495.290] ririririn_: がんばれ！
[3495.491] shira_to: 思いつかなかったらなぞれば大丈夫
[3495.701] (S)快眠枕: きm
[3495.954] shirota1224: これうちわか
[3496.178] でにぃ: ファン殴れ
[3496.199] yumeneko1106: めりこませよ
[3497.331] taise_ioi: きｍ
[3497.390] reito0819: ファンサか！これ！
[3497.675] 愛の林檎: こy
[3497.764] yubaharu: きm
[3497.833] bamubamu615: きm
[3498.612] (S)れなぽんぽん: むずいねwww
[3498.785] (S)roro_131: きm
[3498.842] saaadgrin: きmeme
[3498.843] tiseya: とりあえずまねるべし！
[3498.982] (S)maaarimon: グ^ら^マラス
[3499.436] honekara: きm
[3499.535] (S)たぴおか1267: きm
[3499.874] taaaa___d: きm
[3500.083] nekoto01: 胸爆発させる？ww
[3500.102] カナバ: くびれすぎだろw
[3500.259] main94: きｍ
[3500.288] nenuidot: きm
[3500.917] kittyrxxy: きm
[3501.131] sjindoa: とりあえずなぞっとけ
[3501.228] tumabeko: 熱唱？
[3501.501] jhonnymorimori: きｍ
[3501.734] gakuto1007: え
[3502.350] 五色椿: きm
[3502.445] みとまろ: きm
[3502.521] tanuki_pan: スタイル良いなぁw
[3502.615] (S)iyochan14: きm
[3503.253] 燐だよ: きm
[3503.304] aruto_33: グラマー
[3503.395] (S)panndaman1: きw
[3503.813] 湯とうふ: きm
[3503.934] まき627: みんな集中しすぎてww
[3503.941] gguzuta: え、きm
[3503.943] kainn_1114: きm
[3503.955] ずーふり: きm
[3504.028] tkmof: 気持ち悪い
[3504.262] lemon0_128: きw
[3504.267] zerousa: これ難しそうだな
[3504.299] (S)猫又01: きｍ
[3504.469] waon_point: うちわ持ってる人穀すしかねえ
[3504.535] ari120515: クビレw
[3504.542] ko_ki013: きm
[3504.733] (S)tempest0709: くびれえぐ
[3504.805] nehar_maki: 投げキッス？！
[3504.987] tetoro4368: きｍ
[3505.142] sisk_3: こm
[3506.150] もねねん: ありぴww
[3506.324] 愛の林檎: きm
[3506.330] ruk1q: きm
[3506.396] asarikaibasira: なげきっす？
[3506.593] staso_1125: ありぷろ爆笑
[3506.673] (S)panndaman1: きm
[3506.737] rorutipeace22: きm
[3506.793] (S)藤之助: べにちゃんの余裕さよ
[3506.811] aromamoon_: きm
[3506.875] gaiantufan: きm
[3507.080] (S)fuucyann: きm
[3507.341] suna0056: 化粧するだけでええやんw
[3507.575] tomato_sarad: なぞってもええんやで
[3507.582] suipi___: きm
[3507.707] dokukinoco: ありぴめっちゃ笑っとるw
[3507.801] (S)RBlue_Lyco: きm
[3507.842] honekara: グラマラス
[3508.285] runa_xx1023: きm
[3508.341] カナバ: ろけっとおっぺぇ
[3508.430] (S)快眠枕: やば
[3508.508] itoido: きm
[3508.585] gakuto1007: こy
[3508.769] 灰白色_: きm
[3508.825] ドコサヘキサエン: おほほ
[3509.029] おーーしゃんん: きつ
[3509.290] torikera0124: ボンッキュッボンやな
[3509.332] ラズベリー0408: きm
[3509.341] pan_dawa_: ありぴｗｗｗ
[3509.353] (S)akky_0209: きｍ
[3509.571] Earl_Gray901: おっぺぇでっか
[3509.774] haru_anura: きm
[3509.777] でにぃ: きm
[3509.813] みきな: きｍ
[3510.307] (S)Ichigo_Strawberry15: きm
[3510.368] 神崎立夏: ぼんきゅっぼん
[3510.648] ベニマル: きm
[3510.792] nibosichan_0403: きm
[3510.906] (S)roy_rag: きm
[3510.998] sumikko_ai: きm
[3511.335] soumen0305: きm
[3511.411] sisk_3: きm
[3511.507] 五色椿: くびれあるの？！
[3511.544] 7むし: きm
[3511.724] gotsuhe: きｍ
[3512.728] inakano_tako: スタイル良ww
[3512.813] lemon0_128: きm
[3513.015] (S)RBlue_Lyco: こy
[3513.233] tkmof: きつ
[3513.679] (S)an_do121: きｍ
[3513.776] _さらん_: きゃー！あっち向いてー！！！！！
[3514.155] もふさく: radaoKirakira
[3514.167] nekoko28: わこらだ
[3514.228] minibanbi: きm
[3514.307] surume_GG: 無理ｲ...
[3514.378] うたさゐ: いや、難いなアニメーション
[3514.384] (S)しょこら25: きm
[3514.522] (S)ク口ノ: きm
[3514.562] gguzuta: とりあえず投げキッスで返しとこ
[3514.808] aika_0317: きm
[3514.901] neru_zingai: きm
[3515.041] (S)ラボア: きm
[3515.349] (S)roro_131: 時間ないぞw
[3515.624] yukumero1022: わぁ
[3515.894] のせ太郎: 投げキッス………？？？
[3516.099] aruto_33: きm
[3516.261] りょーま78: おけおけだいじょうぶや
[3516.312] 碧威: ??
[3516.468] waon_point: リズム天国？
[3516.497] lara_3o: きm
[3516.737] iriss3535: きm
[3517.172] いのりさん: これ二人目が一番きつそう
[3517.424] mazirou: こm
[3517.882] katatsumuri06: きm
[3517.955] nodoka111: きm
[3517.982] せここ: 投げキッス…？？？
[3518.535] (S)u_kurage: 投げキッスしとく？
[3519.314] en07nn: おぉ
[3519.536] sachan_606: らっだぁにおっぺぇがあるんだが…??
[3519.688] nekoko28: !uptime
[3519.737] cheche291: ４コマ的なことじゃないの？
[3519.896] konawan_0810: きm
[3519.927] (M)Nightbot: らっだぁ が配信を始めてから 58 minutes 48 seconds 経過しています。
[3519.942] (S)ラボア: こっち見んな
[3520.189] 0_1_2_7: お前にファンおらんやろ
[3520.676] mazirou: きm
[3520.871] cobaltsolt: なげきっす！
[3521.060] neu_rose: 投げキッスさせようと素直
[3521.645] (S)mikan_san: これべにさんか？ww
[3521.708] kopapa06: きm
[3522.541] ｿﾙﾄ: キモイ
[3522.569] wpj575: きｍ
[3522.610] せきつい: 投げキッスか？？
[3522.811] ebiebleb1: きっm
[3523.037] ものかの: らっだぁもしかして巨乳？
[3523.306] dis_min: きm
[3523.824] kuronekosaaaan: きm
[3524.213] さばっとっと: きm
[3524.653] harusame1209: あ
[3525.800] jhonnymorimori: なぞるゲームじゃないぞwww
[3525.802] (S)すぃま: これカワセか？
[3526.092] Oozora96: 時間が
[3526.840] でにぃ: 投げキッスだ
[3526.882] xx01005994: 投げキス戻すなｗｗｗｗ
[3527.034] asrsyoko: これはクフフやなぁ
[3527.227] (S)_ゆずれもん: きしょい
[3527.611] (S)RBlue_Lyco: ボン、キュ、ボンですね？
[3527.861] (S)Ichigo_Strawberry15: きっつ
[3528.252] kotonoha039: ガチで困ってて草
[3528.265] masamasa2525: きM
[3528.440] みとまろ: ありさかさんめちゃわろてるやんw
[3528.491] kanzaka_000: 土偶か？？？？
[3528.732] miichan8111: ありぴ楽しそう
[3528.797] aruta2019: きｍ
[3529.211] reito0819: 草ァ！
[3529.314] (S)のこ汰: あ
[3529.419] (S)akaneko_2232: まだ２コマ目やから
[3529.541] saaadgrin: こんならだおき^ら^い
[3530.027] burukuremu: きｍ
[3530.257] うたさゐ: ？
[3530.364] 伊丙カオル: きｍ
[3530.673] kapu_seru: きm
[3530.933] 愛の林檎: 手が短いのよwww
[3531.106] karinn0323: wwwwwww
[3531.145] kuronekosaaaan: かわせ？
[3531.209] (S)ryo_ngz: ？？？
[3531.215] fuyukeshiki: ハート書いとけ！
[3531.234] niku_aburami: すーちゃんだろうなあ
[3531.800] 縮緬雑魚: ｗｗ
[3531.983] お手軽炊飯器: 放棄したな
[3532.022] rk_ne4rl: ？
[3532.170] harusame1209: やばい
[3532.247] itoido: きっつ
[3532.316] kelvim9616: ？？？
[3532.415] (S)roro_131: え？
[3532.489] 哀れな人の子: ？
[3532.691] (S)ほのぼの: あ
[3532.875] tonkatsu_0413: きｍ
[3533.398] soumen0305: www
[3533.436] (S)fuu_maru: wwww
[3533.716] 蛍_: 頭は？
[3534.017] haru_anura: ？
[3534.171] (S)kojimanominato: 帽子
[3534.577] (S)lunatic2525: www
[3535.029] ユゥジサン: あきらめたなｗ
[3535.335] koyaren: ？
[3535.337] 灰白色_: カワセ？
[3535.479] ko_ki013: かわせ?
[3535.593] キラキラボシ: かわせや！！！！
[3535.672] aisathank: きm
[3535.773] 紗弥0926: wwww
[3535.777] kuromonnn: あきらめんな
[3536.110] ruu_ha: ？？？？？
[3536.166] (S)なん69: きｍ
[3536.345] aruto_33: ？？？
[3536.351] kittyrxxy: 時間が
[3536.407] 夜伽らぁ: それクリーンアップって言うんだぞ
[3536.479] 8分19秒: ？
[3536.805] gotsuhe: ニット帽
[3537.055] きのここ: 投げキッスでファンサか？
[3537.061] (S)suiha_7: ？
[3537.062] しかくのさんかく: ？？？
[3537.133] (S)Ichigo_Strawberry15: www
[3537.837] makuro0308: そこでおわんの？w
[3537.914] (S)快眠枕: 帽子は？
[3537.917] tokoivu1125: ww
[3538.295] gguzuta: www
[3538.344] (S)ごえたろう: ？
[3538.441] surume_GG: ？？？？？？？？？
[3538.689] (S)藤之助: カワセかこれ！！！
[3539.785] masamasa2525: え？
[3539.815] (S)ozokunchan: あきらめるな
[3539.992] (S)ラボア: かわせ殴れ！
[3540.015] (S)らむねーど: やばいなぁww
[3540.079] rrr_rion__04: ？？？
[3540.135] neu_rose: おいw
[3540.220] konawan_0810: ？？
[3540.264] otya_warabi: きっつ
[3540.419] ebiebleb1: ？
[3540.499] kopapa06: 時間が
[3540.726] (S)fuu_maru: なんなんこれwww
[3541.156] 碧威: ぼうしは？w
[3541.316] honekara: 投げキッスかな？？？
[3541.415] soumen0305: ？？？
[3541.607] ワタスですわ: wwwwwww
[3541.751] キラキラボシ: かわせやん!!!!
[3541.793] さばっとっと: わからなすぎるw
[3541.979] nibosichan_0403: 模写？
[3541.988] _さらん_: ？？？？
[3542.345] ajast99: 4コマみたいな感じのイメージでいいのかな？
[3542.480] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[3542.514] (S)れなぽんぽん: こだわったwww
[3542.648] aisathank: 他の人に任せよう
[3542.692] すいらら: ？？？
[3542.873] かいろすくわがた: あたま
[3542.952] (S)an_do121: ？？？？？？
[3543.088] dis_min: w
[3543.236] itoido: ？
[3543.310] (S)RBlue_Lyco: ？？？？？？？？？
[3543.430] 礼紋: ナイスバディやん
[3543.436] (S)たぴおか1267: ？？んん
[3543.519] (S)鬼田: wwwwww
[3543.662] waon_point: ？？？
[3544.039] gguzuta: ？？？？？？
[3544.172] 夢現: 帽子書かないの？
[3544.359] ぐる君: 防止消えたね
[3544.619] sachan_606: ？？？
[3544.823] tkmof: 諦めた
[3545.024] (S)venibear3466: ？
