[4.490] Pear10257: O̤̮K̤̮で̤̮ー̤̮す̤̮
[3465.786] noga_892: うっま
[3465.810] (S)sjindoa: うまぁ
[3465.985] kamido__: おおおおおおおおおおおおおお
[3465.986] burukuremu: うま
[3466.015] いのりさん: うっま
[3466.203] okasi_tabetai: プロ
[3466.214] (S)461kuma: うま
[3466.250] (S)0itimaru: うめぇw
[3466.365] (S)く一ろ: うま
[3466.612] (S)umbrella_3373: うっまwwww
[3466.659] (S)boris94: うま
[3466.866] gaiantufan: うま
[3466.927] (S)kotehan31415: 本当にうまくて草
[3467.154] dorakota: 自画自賛w
[3467.341] (S)yasino1504: それはうまい
[3467.394] こち_8: 草
[3467.398] (S)debuff_o__: それはうまい
[3467.404] foxy1003: うっま
[3467.442] (S)yuu_umi: ぅま
[3467.599] 52luna: うま
[3467.633] (S)かみらちゃん: なにわろてんねん
[3467.754] (S)ガクフル: 自画自賛じゃねえか
[3467.804] choco0506: うま
[3467.831] himokata: うっさ
[3468.010] harou_momiji: うっま
[3468.050] (S)ふあゆ: うま
[3468.201] koura02: 馬
[3468.285] なのね: え、うま
[3468.410] (S)zabuton5mai: じっ
[3468.417] having_harumaki: おおおおお
[3468.506] (S)ワタメル0324: うま
[3468.879] 1__matsu: 天才？
[3469.067] (S)Alpha_5665: うっま
[3469.379] h20323: うま
[3469.578] (S)koukoukoy: おおお
[3469.617] (S)ゆずしろ: うま
[3469.737] (S)mizuno0624: うま
[3469.893] となけ: にっこり
[3469.954] (S)left_2_10: うっさ
[3470.101] ﾊｲﾌﾝ: おおー
[3470.532] (S)mintochanncha: うっま
[3470.780] bouningen1: うるさ
[3470.836] (S)skylark_25: 急にうますぎじゃんw
[3470.836] ban_anarchy: おお
[3470.991] (S)yu__0316: やば
[3471.037] べるみ: 天才
[3471.051] (S)hi_oyu: プロ
[3471.425] (S)ryo_ngz: おー
[3471.622] (S)ねねねい: プロゲーマー！？
[3471.635] (S)kuronera_m: うまいー
[3471.830] 428_clover: おお
[3471.962] (S)つなまる: プロ？
[3472.016] (S)をきう: 天才？
[3472.043] reglex5296: えぐい
[3472.330] きゃノ: 上手w
[3472.828] (S)Unininini114: 今日どうした？
[3472.933] aaaz1227: やじゃるん
[3472.943] 五色椿: うっまぁ
[3472.963] ban_anarchy: うっま
[3473.029] karma323r: 上手い
[3473.479] (S)n_emu_: 天才？？
[3473.615] zo_0910: おお
[3473.651] (S)karasu57: なにわろてんねん
[3473.696] (S)さおりん_: うっま
[3473.712] あきぬこ: おおおお
[3473.722] uchichan_p: ひひーん
[3473.790] part2_2: おお～
[3473.885] ちおちお: プロ
[3474.875] (S)はくとうさゆ: プロか？
[3474.970] rsou_1111: うま
[3475.060] いのりさん: radaoNikkori
[3475.162] kesori: おお
[3475.288] (S)raia_0711: うっま
[3475.423] karintou_painappuru: らだおさいてー
[3475.425] (S)neyuki135: 天才？
[3475.495] (S)coconuts_803: うっま
[3475.559] rikorikor: 今のはうまい
[3475.786] (S)kurono1022: うま
[3476.032] (S)ガクフル: おおおお
[3476.273] aono_kasisu: え？何が上手いって
[3476.368] (S)みどふぃ: うっめぇぇ！！！
[3476.558] akanata_09: 不正
[3476.600] (S)じょぶたみ: おお
[3476.668] (S)muru1113: なにわろてんねん
[3476.861] (S)ぱんさく: 天才！
[3477.045] zcxhg: 𐤔𐤔
[3477.103] りゅい: ひとつくらいあげてやれ
[3477.217] kozuken_a: え？すごいーん！！
[3477.292] (S)真_クロすけ: なにわろてんねん
[3477.616] naki_516: 天才
[3477.771] harou_momiji: あ
[3477.814] namatamago427: にっこり
[3477.840] 夢現: ｗｗｗｗｗ
[3477.896] 1__matsu: まだある
[3477.991] ban_anarchy: ｗ
[3478.102] (S)ameneko3: あ
[3478.424] 碧威: それは天才w
[3478.485] nasuka0: w
[3478.489] arisa_17: ヌルッとうまい
[3478.503] (S)owatativv: はい
[3478.659] (S)_えゐ_: あ
[3478.694] (S)arumame: なにわろてんねん
[3478.697] aaaz1227: あ
[3478.722] (S)kaomodi22: wwwwww
[3478.836] (S)そまる: あ
[3479.059] 神崎立夏: www
[3479.103] べるみ: あああ
[3479.115] danon0613: はい
[3479.118] harushisoume24: やじゃるん
[3479.230] あきぬこ: あーあ
[3479.261] 五色椿: wwwww
[3479.269] (S)飛彩ナギ: プロゲーマー？
[3479.445] (S)独炎レイト2525: radaoNikkori
[3480.052] sorabosi: プロ
[3480.201] (S)ryo_ngz: wwwww
[3480.520] ばんぐも: あ
[3480.616] (S)糸こん: まま
[3480.739] himokata: ( ◜ᴗ◝)
[3480.745] あんりりり: はい
[3481.063] (S)_もちもち_: radaoNikkori
[3481.322] (S)リラカ: あ
[3481.435] 月無水2420: おお
[3481.793] (S)をきう: あああ
[3481.813] (S)raia_0711: あ
[3481.881] しろ_さん: はい～
[3482.021] sarakun0621: うま！
[3482.032] (S)sjindoa: wwwwww
[3482.045] ﾊｲﾌﾝ: wwwwww
[3482.064] (S)murasaki_chan: radaoNikkori
[3482.094] (S)もってぃ__: うまい
[3482.191] naki_516: あ
[3482.270] myutanto2525: あ
[3482.401] narua_kiyo: きm
[3482.471] (S)fuzi_inari: あ
[3482.520] (S)うさうさなんだよね: www
[3482.620] (S)ぽてって: www
[3482.744] (S)かみらちゃん: はあ
[3482.831] りゅい: ぷろ
[3482.974] rikorikor: え？
[3482.989] masukis: やじゃるん
[3483.058] (S)nnick1__: wwwww
[3483.076] ban_anarchy: 歪
[3483.200] 428_clover: まっま
[3483.369] part2_2: ママ；；
[3483.420] deccslomp: 歪
[3483.459] (S)sasami008: はい
[3483.487] hima_norita: ママーーーーーーー
[3483.583] zcxhg: 笑笑笑笑笑笑笑笑笑笑笑笑
[3483.682] 月無水2420: あ
[3483.747] なつめう: wwwwww
[3483.788] しろくろくじら: ；；；
[3483.824] (S)n_emu_: プロ
[3484.142] JohimbaAM: Hi Japaneses
[3484.161] (S)koukoukoy: あ
[3484.255] (S)閉織: ままぁ(´;ω;｀)
[3484.356] (S)umbrella_3373: 今のはプロの立ち回りだわ
[3484.382] (S)しかくのさんかく: 天才
[3484.428] edamame010: 常ににこにこやん
[3484.560] r0_0Ru_ruru: うま
[3484.564] (S)ぬこが好き: まま；；
[3484.567] sorabosi: あw
[3484.767] noga_892: おお
[3484.785] uchichan_p: ぷろげーまー？
[3485.038] 礼紋: ww
[3485.229] (S)mameinu_: おぎゃるな
[3485.249] りゅい: 流石
[3485.318] (S)debuff_o__: つっよ
[3485.700] (S)kimidori915: radaoRIP
[3485.800] rikorikor: 凄いこれは
[3485.875] (S)ameneko3: wwww
[3486.118] (S)みどふぃ: ままぁ；；
[3486.144] ねる汰: 天才か？
[3486.230] (S)shapu_meg: まっま
[3486.302] (S)独炎レイト2525: radaoNikkori
[3486.509] (S)渚けい1210: 天才だわと思ったけど違ったわ
[3486.558] sennkou28: ストリーマーだから
[3486.566] やまちゃん丸: 肉もらって使わずに死ぬとか
[3486.659] zo_0910: はい、
[3486.780] (S)oshibori_sappou: ばいばいｗ
[3486.915] (S)とれいら: ｗｗｗ
[3487.219] dorakota: え？
[3487.280] (S)zabuton5mai: うっまぁw
[3487.434] (S)koukoukoy: radaoHusei
[3487.534] (S)ﾁｬﾝすい: radaoHusei
[3487.547] (S)うさうさなんだよね: おい
[3487.551] (S)metoronoomu: radaoNikkori
[3487.588] bucket_niwatori: プロゲーマー雇った？
[3487.721] (S)ふるむーん: 肉を奪って無駄にするな
[3487.837] 4waiyo: 肉が…
[3487.884] (S)ぽてって: 不正
[3488.059] りゅい: にっこり
[3488.178] chunchumu: ｗｗｗｗ
[3488.230] 月無水2420: おい
[3488.323] (S)ガクフル: あ
[3488.378] ちおちお: プロすぎ
[3488.531] (S)Unininini114: プロゲーマー？
[3488.869] (S)ぬこが好き: きmキッツ
[3489.101] (S)ワタメル0324: やっば
[3489.225] (S)asatuki753: radaoNikkori
[3489.233] nerikondapan: やば
[3489.326] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[3489.392] (S)jasmugi: radaoNikkori
[3489.402] matutu0420: ここまでテンプレ
[3489.420] ume0141: 歪
[3489.497] nitamago8823: 肉ぅ
[3489.504] (S)runa0511: radaoHusei
[3489.580] bayarins: 肉どこいったのる
[3489.961] kanahebi1125: 不正やめろw
[3490.066] (S)をきう: 忙しい忙しい
[3490.151] りゅい: ワロタ
[3490.261] (S)0itimaru: まっま
[3490.629] (S)ameneko3: チート
[3490.752] (S)yu__0316: 天才やん
[3491.038] 夢現: 残機１
[3491.128] (S)mintochanncha: www
[3491.287] himokata: はい
[3491.309] (S)yasino1504: ママ…；；
[3491.354] akanata_09: はあ
[3491.594] 神崎立夏: 肉が無駄に
[3491.604] kaikina0905: あ
[3491.643] (S)ぽてって: radaoHusei
[3491.821] (S)しかくのさんかく: まま
[3491.862] (S)muru1113: はい
[3491.997] (S)36maru: あ
[3492.043] (S)れんれむ: プロ
[3492.063] kaziki_1213: まっま…
[3492.123] namatamago427: は？？？
[3492.144] (S)みえのえ: 悪い声やなあ
[3492.157] (S)alulu_16: ｗｗｗｗｗｗｗ
[3492.234] nattu__: あ
[3492.288] (S)Unininini114: あ
[3492.312] (S)いもぐわああ: チーター？
[3492.379] reglex5296: はい
[3492.540] (S)zyaga_b: www
[3492.756] uchichan_p: 歪
[3492.776] となけ: あ
[3492.783] あきぬこ: うるせぇ、
[3492.861] (S)izumi_0520: radaoNikkori
[3492.955] arara_0427: うっま
[3492.968] (S)umbrella_3373: wwwwww
[3493.011] (S)n_emu_: はい
[3493.040] (S)独炎レイト2525: radaoNikkori
[3493.089] morikou0723: プロゲーマー
[3493.106] noga_892: はい
[3493.317] (S)kiri_girisu: wwww
[3493.523] (S)湯とうふ: www
[3493.569] (S)いさお130: 2にょっき
[3493.578] amaebi_3: さすが
[3493.605] (S)mozuku_3: radaoHusei
[3493.734] (S)Unininini114: はい
[3493.753] (S)hi_oyu: ままー
[3493.755] yuna_aaaaaaaaa: まま？！
[3493.760] (S)じょぶたみ: つっよ
[3493.772] (S)boris94: 草
[3493.776] なのね: ママｗｗｗ
[3493.789] 52luna: 草
[3495.055] (S)yu__0316: あ
[3495.101] (S)_もちもち_: はい
[3495.105] (S)もってぃ__: radaoHusei
[3495.204] (S)れんれむ: 歪
[3495.273] (S)nizi_saki: おい
[3495.279] (S)yuu_umi: はい
[3495.286] oisu_ois: まま
[3495.304] 柏木きゅうり: ママ…
[3495.595] (S)mizuno0624: プロゲーマー?
[3495.727] jun08081031: まっまwwww
[3495.822] (S)ワタメル0324: あーあ
[3496.122] naraba_12: まま
[3496.222] takumanba: アスレチックは？
[3496.351] (S)しかくのさんかく: radaoHusei
[3496.395] zcxhg: にっこり
[3496.580] Ichigoore0110: www
[3496.703] 1__matsu: なんのことやろなあ
[3496.831] いのりさん: radaoHusei
[3496.840] ba_tako_: まま
[3496.999] (S)metoronoomu: 草
[3497.025] (S)独炎レイト2525: radaoRIP
[3497.064] (S)じょぶたみ: wwwww
[3497.071] aya_39: まま？
[3497.096] ちおちお: wwwwwww
[3497.336] shin2958: 誰かこいつを止めろー!!
[3497.453] 檜山尚人: 箱のこれずるくね？
[3497.513] (S)muru1113: せこ
[3497.563] よもぎん: www
[3497.568] ゆち888: え
[3497.598] きゃノ: はい
[3497.777] (S)murasaki_chan: wwww
[3497.853] (S)owatativv: うざこいつ
[3498.023] (S)ryo_ngz: 忙しいわ
[3498.247] kiminonamo: 歪
[3498.248] (S)jasmugi: ママwwww
[3498.553] masukis: それ楽しい？
[3498.780] (S)くっきぃーまん: radaoNikkori
[3498.813] (S)かみらちゃん: それしかセリフないの？
[3498.880] (S)mintochanncha: あーあ
[3498.992] (S)はくとうさゆ: 不正
[3499.128] UnDerxbAr: ママ…
[3499.510] (S)おまるさんん: ガチ不正ですか
[3499.531] (S)461kuma: ママ…
[3499.597] kyabetsux: あーあ
[3499.644] uchichan_p: まま
[3499.657] (S)kaomodi22: まま〜〜；；
[3499.714] kg_uman: まっま…
[3499.734] 巡1: はい不正
[3499.973] ban_anarchy: おい
[3500.181] harushisoume24: www
[3500.248] haneniro: wwww
[3500.321] (S)Unininini114: wwwwww
[3500.391] noga_892: まま？
[3500.393] himokata: マンマ
[3500.417] (S)0itimaru: まじお前www
[3500.615] (S)hibiki_cat: 歪
[3501.316] (S)独炎レイト2525: radaoHusei
[3501.339] (S)lv_0_: www
[3501.386] sumo_0608: うま
[3501.472] (S)carbonara10: radaoHusei
[3501.549] りゅい: 天才
[3501.563] こち_8: クソワロタ
[3501.579] (S)torikko_: きｍ
[3501.581] (S)kotehan31415: ママ...とか逝ってたやつの言とも思えないね
[3501.604] ちおちお: まま？
[3501.672] (S)キョロちゃん: 忙し奴だな
[3501.798] uchichan_p: 歪
[3501.887] bouningen1: 不正やめろ
[3502.020] (S)sasami008: radaoHusei
[3502.087] 紗弥0926: 声…
[3502.254] (S)n_emu_: radaoHusei
[3502.292] 厄介: 草
[3502.535] bon_sai: ママ…
[3502.581] saayu3132: ままぁー
[3502.846] (S)kinote3: 忙しい奴だな
[3503.023] ban_anarchy: 歪
[3503.045] 柏木きゅうり: 歪
[3503.863] (S)れんれむ: ママ…
[3503.992] ゆち888: 誰かこいつやれ
[3504.093] (S)独炎レイト2525: radaoHusei
[3504.130] kaname17ksb: また肉抱え落ちしたな
[3504.223] りゅい: まじかよ
[3504.349] ちふゆ_: radaoHusei
[3504.480] (S)461kuma: 歪
[3504.618] (S)ガクフル: なんでプロゲーマーになったあとすぐ死ぬん？
[3504.619] (S)みどふぃ: 流石に三十路がままはきついですｙ
[3504.667] nyantono0930: 歪
[3504.713] (S)ワタメル0324: 歪
[3505.182] mina_0607: まま
[3505.185] (S)ぽてって: おい？
[3505.378] saltester: 絶対死なないのやだな
[3505.407] (S)hi_oyu: 肉だけ消費するやつ
[3505.445] (S)雪華0830: radaoHusei
[3505.503] (S)ちゃば00: radaoHusei
[3505.969] ikura_mamire: うぜぇw
[3506.242] (S)kiri_girisu: radaoHusei
[3506.246] (S)omoti0712: 歪
[3506.247] (S)murasaki_chan: radaoHusei
[3506.310] sumo_0608: www
[3506.449] りゅい: wwww
[3506.727] (S)独炎レイト2525: radaoHusei
[3507.253] (S)ぽんかん_: radaoHusei
[3507.516] genziroooo: ガチでうざい
[3507.617] kaziki_1213: 歪
[3507.958] からたべ: ママ…
[3508.357] しろみそ: 歪
[3508.446] (S)n_emu_: 歪
[3508.530] JohimbaAM: My name is Johan Uzumaki 
[3508.563] やたろ: 楽しい？
[3508.803] nerikondapan: スゲえ
[3509.060] dorakota: らだママ登場
[3509.187] shishamooooo: マンモーニかよ
[3509.295] (S)lv_0_: radaoHusei
[3509.362] (S)jasmugi: さっきから忙しいのやめてww
[3509.577] (S)mintochanncha: 歪
[3510.008] h20323: 不正
[3510.329] 月無水2420: うっわ
[3510.363] (S)れんれむ: radaoHusei
[3510.436] tatsumaru_3100: アスレ配信はよ
[3510.511] (S)36maru: radaoHusei
[3510.740] りゅい: 🌾
[3510.748] むつき7777: まーた肉持って死んだ
[3511.376] (S)あむあむ: 肉減らすな。
[3511.432] (S)唐辛子ガール: ぽまえが楽しそうでなにより
[3511.491] (S)mahia8: radaoHusei
[3511.614] shin2958: クソゲー
[3511.659] kio_uoxou: 歪
[3512.098] karintou_painappuru: なんかしたー
[3512.120] kaikina0905: 肉を減らすな
[3512.560] rikorikor: 割とちゃんとウザイこいつ
[3512.750] zcxhg: ママ
[3513.008] zo_0910: 歪
[3514.034] (S)ぴーよよよ: 歪歪歪
[3514.341] (S)独炎レイト2525: radaoHusei
[3514.727] ずれ: くさ
[3514.985] (S)amane_min: アスレは？w
[3515.130] (S)debuff_o__: ※効いてます 言うの疲れたからもう良いよ
[3515.236] (S)outinoyami: 残り人数少なw
[3515.752] ばかおーれ: それはちがう
[3515.866] (S)こうか: radaoHusei
[3516.465] matutu0420: ママの御加護を受けるな
[3516.581] (S)rabbibenezra: 歪
[3516.615] 巡1: 仏の顔の数を数えろ
[3516.861] narua_kiyo: ママwwwww
[3517.755] (S)kotehan31415: 肉の私ぞんすぎる
[3517.905] ban_anarchy: おい
[3517.905] (S)ぱんさく: 歪
[3518.432] ずんだみん: 半沢直樹見てる気持ちやわ
[3518.677] りゅい: 肉が…
[3518.684] (S)kobu_ta: お肉、、
[3519.653] aono_kasisu: 乞食すな
[3519.727] (S)ぽてって: www
[3520.303] ほりんく: 歪
[3520.352] (S)zabuton5mai: radaoHusei
[3520.788] (S)じょぶたみ: radaoHusei
[3520.816] sennkou28: 何の実ですか？
[3520.903] harou_momiji: 光ってた人にたかるなｗ
[3521.534] (S)いかみるく: 歪
[3521.806] (S)asatuki753: radaoHusei
[3521.807] (S)metoronoomu: 肉は無くなったけどね
[3521.927] saltester: ごくつぶしめ
[3522.619] あきぬこ: やさc
[3522.656] (S)独炎レイト2525: radaoHusei
[3522.736] hamuokun0120: 草
[3522.862] uchichan_p: www
[3523.425] (S)ガクフル: 無い言うとるやろ
[3523.921] bouningen1: 自分がよくわかっているだろ
[3524.656] ねる汰: らっだぁ復活するのはまだしもなんかした？はマジでうざい
[3525.067] (S)ふあゆ: radaoHusei
[3525.245] JohimbaAM: UwU
[3525.935] having_harumaki: とまちゃん！
[3526.171] (S)はくとうさゆ: www
[3526.246] (S)ぽてって: おお
[3526.641] りゅい: ここか
[3527.015] からたべ: トマちゃんすごいーん
[3527.384] deccslomp: 有能
[3527.504] (S)rabbibenezra: アスレ配信を返して
[3527.577] (S)ryo_ngz: とまちゃん！？
[3527.922] (S)ぱんなこっった: テンソン高杉
[3528.335] (S)独炎レイト2525: radaoHusei
[3528.641] (S)debuff_o__: おい
[3529.402] masukis: 恐喝ですか？
[3529.500] (S)ぽてって: 優し
[3530.517] 神崎立夏: www
[3531.315] (S)skylark_25: 救世主
[3531.808] part2_2: 仏じゃん
[3532.030] (S)kurono1022: radaoHusei
[3532.564] (S)みえのえ: さすトマ
[3532.692] akanata_09: やさc
[3533.240] (S)raia_0711: トマチャン強
[3533.375] himokata: 天罰
[3533.411] saayu3132: とまちゃんいいこだね
[3534.196] 月無水2420: かわいそ
[3534.887] 五色椿: 歪
[3534.921] ikura_mamire: はやくしなんかなぁ
[3535.115] sumo_0608: 歪
[3536.692] (S)runa0511: やさc
[3536.844] (S)ryo_ngz: は？
[3537.313] 五色椿: は？
[3537.535] (S)湯とうふ: さすとま
[3537.598] 夢現: 紙に謝れ
[3537.938] chunchumu: とまちゃんすご
[3538.174] uchichan_p: やさc
[3538.804] part2_2: ？？？
[3538.851] いのりさん: トマちゃん！？
[3538.942] nattu__: かわいーん
[3539.358] micha23214: プロトマト
[3540.462] hima_norita: トマちゃんすご
[3540.539] (S)こしつぶ: やさc
[3541.288] (S)ぽてって: は？
[3541.476] (S)hitsugi14: 髪汚い
[3541.537] (S)teritama5: は？
[3542.045] (S)omoti0712: やさc
[3542.832] bucket_niwatori: 乞食
[3543.012] (S)36maru: やさc
[3543.048] 夜半アロウ: とまちゃん…
[3543.271] (S)boris94: トマちゃんすご
[3543.366] (S)k_shirasukun: ご先祖が悲しそうな顔してんぞ
[3543.511] (S)hibiki_cat: は？
[3543.675] (S)ﾁｬﾝすい: 夜神月さん？！？
[3544.086] (S)n_emu_: やさc
[3544.313] (S)umbrella_3373: とまちゃん優しいねぇ
[3544.981] ゆち888: wwwwwww
[3544.989] (S)nnick1__: は？
[3545.178] (S)461kuma: さすとま
[3545.425] (S)kiri_girisu: 奇跡的な再開
[3545.471] (S)ガクフル: 不敬だぞ
[3545.576] 神崎立夏: 邪神
[3545.638] りゅい: 空腹だったやんこの人
[3546.375] deccslomp: じゃあ仏
[3546.404] UnDerxbAr: かわいいとまちゃん
[3546.924] (S)mikan_san: 仏が許すかな！
[3547.347] yusagi1: 調子に乗るなよ
[3547.359] ban_anarchy: は？
[3547.456] nitamago8823: 邪神
[3548.039] 柏木きゅうり: さすとま
[3548.124] (S)みえのえ: 愚者のカードを忘れるな
[3548.696] (S)mintochanncha: さすとま
[3548.918] 五色椿: とまちゃんに感謝しよ
[3548.923] (S)0itimaru: ？
[3549.751] (S)ameneko3: さすトマ
[3550.242] rikorikor: は？
[3550.785] いのりさん: くっさ
[3551.003] bouningen1: ？
[3551.161] 碧威: さすとま
[3551.577] JohimbaAM: I dont understand japanese :c
[3551.685] himokata: ????
[3551.702] saayu3132: なんやかんやらっだぁドヤ顔だよね
[3551.740] きゃノ: トゲピー
[3551.796] kaikina0905: キッツ
[3552.046] りゅい: 流石🍅
[3552.113] (S)matchamochi117: 疫病神
[3552.317] (S)runa_0506: とまちゃんかわいい
[3552.358] (S)debuff_o__: 汚い
[3552.588] (S)燐だよ: ？
[3552.631] ゆち888: ぶさ
[3552.641] masamasa555: あろさん
[3553.052] (S)teritama5: 邪神？
[3553.211] gaiantufan: は？
[3553.301] (S)ぽてって: radaoHatena
[3553.326] choco_mabusi: ？
