[25.270] careful_crab: Oh 
[11187.453] curryricemaster: きつそうw
[11187.683] nikukuisugi333: すげえな
[11190.086] HirocoT: ひ
[11193.131] viuneviune: BOからの削りプラン完璧
[11198.476] rump_momo: ウメちゃん弱いっつってる人配信毎日見てねえだろ
[11199.551] ビフィダス: ひい
[11202.610] maddy2623: やっとか
[11203.874] genbakantokumbe: 立コパが神の技すぎる
[11204.505] iguchiill: てかウメさん今まで強い春麗とやってなくない？
[11205.129] nyata1234: さすがにぃ
[11205.374] quwrof_sb: こっからよ
[11205.741] chika5329: ヌキさんを応援してしまう
[11205.777] (S)nen_100: 眠れる獅子を起こしたか⁉︎
[11206.041] gajpmwtdpw: 一本！
[11207.964] (S)nagasaki3662: っけい
[11208.193] akira_s_: よーーーーーーーーし
[11209.015] v_harumi_v: おおおー
[11210.217] 泣けるぜ: つよっ
[11210.498] イエール: うひょーー
[11210.938] potocki1810: Ｐ返し
[11211.064] (S)axchuuu: おおおおおおお
[11211.144] シャンウー: ヌキさん強いのはわかるけど むこうの配信でボロカスに叩かれてるの本当やだ。
[11211.223] mogu0621: (daigo:Ken)１－４(oonuki:ChunLi)FT:10
[11211.580] wananaki: よーーーし
[11211.639] radoruf04: P返し
[11212.125] chocolat1234: 👏👏
[11212.262] (S)itomax5: あちーｗ
[11212.318] iwa1101: P返し
[11212.396] (S)tottorist: いいね
[11212.517] (S)tama_zx61: こっから
[11212.518] kaban1192: まず一本
[11212.722] unyieldingpower: !!!
[11213.690] (S)ハルキ10: いいね！
[11214.535] mogu0621: ふーーｗ
[11214.556] yuhi_N: うひょー！
[11214.605] (S)junpei_11: パーフェクト返し熱い
[11215.262] johndoe6523rp: let's go！！！
[11216.695] keikohiro: とらえたな
[11217.557] potocki1810: ヌキさん無言ｗｗｗ
[11218.454] (S)bikibiki999: 見てるけど都合よく叩いてるだけだから放置放置
[11218.626] 隣の田代さん: ギアを上げたか？
[11220.259] shockj0ckey: こっからよ
[11220.271] mogu0621: ウメちゃん！ウメちゃん！
[11220.817] yunyun_ada: 練習なのにコメントが凄いね
[11221.083] (S)エムクロ: ＧＯ１くらいしか春麗やってないっけか
[11221.126] プロレス王: おらああああああ
[11221.647] 503_win: 10先は最後まで分からん
[11222.227] heishosann: 流れ変えるには良い試合
[11222.500] Venomware: !commands
[11222.972] iwa1101: 流れ変わった
[11224.782] stopriverk: ヌキさんが強いだけや
[11224.812] (S)axchuuu: 何体何？
[11225.025] カブトシロ: １本返した。
[11227.252] ビフィダス: ふぅ
[11227.303] (S)brutal9998: 三太郎さんより強くね？
[11229.353] ロミヲ: ウメヌキー！
[11230.138] (S)syouyuireppa: さこさんやってるやん
[11230.502] hisotensokuzei: 視聴者数もすごい伸びたな
[11232.622] (S)~MISSING_COMMENTER_INFO~: 梅原さんガンバレ‼︎
[11233.712] (S)izacro5e: めっちゃ人集まってきてて草
[11236.168] (S)junpei_11: ウメヌキはいつだってガチよ
[11236.614] puertoescondidomota: 別に弱くても良いじゃない
[11236.645] ましマロ: 早い！
[11238.703] (S)perfecttakahashi: 配信毎日見てるけど今ぶっちゃけ微妙なのは確かでしょ
[11239.440] goroutai: ブロックで全対応っす
[11239.599] (S)kani7321: 強いヌキさん見れて嬉しい 
[11239.631] bonanza_death: もけ
[11241.574] viuneviune: 最後にはウメちゃん勝つから…
[11241.829] mogu0621: このヌキさん、全然ぬるくねぇｗ
[11242.487] ledlight9413: 今までやった春の中では一番仕上がってる
[11242.767] erukima: 聖戦ありがとー
[11243.562] mt7f: ラシードやってる場合じゃねぇ！
[11244.345] (S)オワオワタ: 大会じゃないのに一喜一憂しすぎね？もっと気楽にみようぜ
[11250.422] aopitcher: 別に向こうのコメント普通だけど
[11250.648] Gordstorm: 今は弱くても良い
[11251.022] (S)ハルキ10: めちゃくちゃウメヌキしてる…！
[11254.267] (S)axchuuu: ウメさんが楽しんでるならそれでええんや
[11255.159] kaigaizei: これはさすがにヌキがやばいわ
[11256.830] あらぐまん: 向こうのコメのことわざわざこっちで触れなくていいでしょ
[11257.626] prisira: うまい
[11262.703] umou_futon: 春麗が強キャラのときのヌキさんは最強
[11263.232] gajpmwtdpw: ウメヌキで一喜一憂しないでいつするんや
[11266.020] wananaki: ヌキさんが強くてうれしいわ
[11269.680] mt7f: 一喜一憂してもいいじゃない
[11271.623] demonbane_twosword: 深い
[11271.688] (S)bikibiki999: もっと気楽にってお前けっこう叩いてる側じゃんｗ
[11272.715] mogu0621: しっかりしてるなぁ
[11272.790] quwrof_sb: ヒェッ…
[11273.408] グンダム: 最強のパチプロ
[11274.513] (S)potesaraudon: 端入れ替えいてえ
[11277.198] kaban1192: うまい
[11277.365] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[11279.491] (S)一1990: 昇龍拳練習にリソース割きすぎた
[11282.118] 4sukaryo: 格ゲー筋ムキムキすぎる
[11283.053] Dio55555: こっちも中段だと思った
[11285.519] kb040307: 無敵全部読んでくるな
[11287.533] ichi_gatsu: でもウメちゃんには強くいてほしいんや
[11288.110] (S)ハルキ10: つえー
[11288.357] takahatayu_ta: つええ
[11288.651] noritchan: 若手みたいな反応速度やな
[11288.759] (S)junpei_11: ヌキ早すぎる
[11290.232] stopriverk: ヌキさんがゲームを楽しむと強い
[11291.565] gloomymario: あっという間に5試合
[11291.724] イエール: この人アマなの勿体無いよ
[11291.961] kaban1192: ゲージ効率がいいわ
[11292.001] (S)gularain: 強いヌキ春麗うれしいな
[11292.192] ちぇんぷる: 仕上がりすぎでは？
[11293.367] のぞみくん: いろいろ熱くなってまいりました
[11293.445] mogu0621: つよいｗ
[11294.761] ledlight9413: シュートに10先かってボンちゃんとも互角でえいたとノーブルボコってるんだから強いよ
[11297.219] gajpmwtdpw: ある
[11298.054] (S)泣き虫サクラ: ちょへ～
[11300.242] animarotta: 確認うんま
[11300.496] takahashiseigi: 春麗の崩しが凄いな
[11304.016] (S)axchuuu: がんばれー！！
[11304.093] カブトシロ: 連携がスッゴイ。
[11304.108] あり0221: ヌキさん強いのも格ゲーマーなら嬉しいじゃんねえ
[11307.538] (S)nnmdfs: 変な実況してたおっさんに負けちゃう
[11310.054] モーーーー牛: ウメちゃん大貫より弱いやん
[11315.380] curryricemaster: 春麗戦あんまやってねーのかな。。
[11315.499] erisuk: ラグいの直って良かった良かった
[11317.461] (S)axchuuu: ワイらができることは応援や、がんばれー！！！
[11317.593] mogu0621: きっちいｗ
[11319.089] ながしめん: 闘いが楽しいと強くなるサイヤ人
[11319.697] mifune1046: 発売前にヌキさんが強かったら組んでもいいって言ってたもんね
[11321.287] maddy2623: レツゴー
[11322.380] at37itadakiyasu: ヌキさん強くて嬉しい
[11323.178] (S)Nagare765: 雑談しすぎたか？
[11324.052] qty11: 大貫以下はまずい
[11324.597] (S)monpiipop: つよいな
[11324.864] Gordstorm: ヌキさんが強いだけ
[11328.353] kurare2020: あー
[11328.815] ~MISSING_COMMENTER_INFO~: ヌキさんが強いんや
[11329.916] (S)nagasaki3662: 強い
[11330.839] mogu0621: (daigo:Ken)１－５(oonuki:ChunLi)FT:10
[11333.926] (S)syouyuireppa: 詐欺飛びって大人しくガードが正解だなって思ったわ
[11334.148] イエール: ヌキさんつえーぞ
[11334.331] stopriverk: トレモをしたヌキ
[11337.453] mogu0621: ヌキさん、座学したか！
[11337.555] beehive3: オオヌキのゲーム
[11337.974] Stormer81: Rashidoooo
[11338.741] (S)ハルキ10: やるねー
[11339.171] quwrof_sb: 10-1あるか
[11340.592] yunyun_ada: ヌキさん強いの嬉しいね
[11342.129] 新ころりん: 鍛えたヌキ
[11342.266] TEIKETTO: ヌキさんつんよw
[11342.351] シャンウー: ヌキさん、ドラゴンボールの人だと思ってた
[11342.669] bagooon20: ヌキさんおかえり
[11342.765] johndoe6523rp: いいね
[11345.402] (S)axchuuu: スコアありがとう
[11347.328] curryricemaster: 2onの大会ってなんかあんの？？
[11348.380] Ceciltaisa: ヌキさんがガチで強い
[11348.547] ビフィダス: あびゃ
[11350.810] keikohiro: オジチェック
[11350.875] demonbane_twosword: 攻めが広い
[11351.612] umou_futon: 崩しうーまい
[11352.904] foriqos: 普通にしっかりりしてる
[11355.632] tak1on_: NiceTry
[11360.432] kaban1192: セットプレイ
[11361.074] モーーーー牛: ボコボコw
[11362.404] ちぇんぷる: やばすぎん？？？？？
[11362.556] mifune1046: 普通にめちゃくちゃ強い
[11362.853] wananaki: ガン攻め
[11364.093] ~MISSING_COMMENTER_INFO~: つっよｗ
[11364.636] (S)marvolo6: ヌキさんガチでつえーや
[11365.731] バージル4260: うひょー
[11369.140] potocki1810: つよいよーｗ
[11369.337] mako6912: つよすぎ
[11370.450] ながしめん: sakoShakeAIIIII
[11371.719] log_zzz: めっちゃつええ
[11371.931] samidare8: NiceTry
[11372.007] takahashiseigi: 中段崩しと、起き攻めか
[11372.332] (S)ハルキ10: やーる
[11372.387] Papapadad: つーよい
[11372.858] roytaly: 今まで戦った誰よりもつえーじゃねーかｗ
[11373.133] (S)tama_zx61: ガン攻め
[11373.346] gajpmwtdpw: 俺もヌキさんみたいに6時間遅刻したら強くなれるのかな
[11373.490] 戸愚呂妹: コパンずらしたり流石レジェンドだわ
[11373.581] at37itadakiyasu: パーフェクト多いな
[11373.622] iwa1101: うめー
[11373.682] (S)titilrin: あのヌキさんがトレモもちゃんとやってるからね
[11374.022] moriy07: つぇ
[11374.553] noritchan: おじリーガーレベルたけーもんよぉ
[11374.575] mogu0621: ウメちゃんやべえｗ
[11375.103] shockj0ckey: つよすぎｗ
[11375.703] (S)オワオワタ: 普通に実力差ある感じだな
[11375.971] stopriverk: 不遜
[11376.868] wash4: おい、つよくねーか？
[11378.189] (S)brutal9998: 最近で1番ボコられて無いか？
[11378.464] domontyan: ヌキさんがかなり強い、ただそれだけ
[11378.596] sugarsato_: おっけ、スト6はヌキさんのゲームだわ
[11378.856] shoshoshow: ウメちゃん三太郎とほぼ互角だったからヌキさんが強すぎるだけ
[11381.874] (S)kobetaf: 常にボタン押してるｗ
[11381.907] Coedawg: これシュート怒ってこ来ないか
[11382.145] (S)axchuuu: 春麗ってこんなに強いんやな
[11382.877] (S)buildingoodman: ヌキさんパチンコメインだよ？片手間で強すぎない？
[11383.679] mukimukipanda: 天才を感じるw
[11383.903] シャンウー: てかマジで強いsakoさんよりはやい？
[11384.146] (S)fahmy0825: damn
[11385.192] kaban1192: げろきつ
[11385.767] (S)Nagare765: umeSad
[11386.008] takahatayu_ta: まじつええ
[11386.368] mifune1046: ゴミムシ扱いしてたけど訂正しない？
[11386.638] ビフィダス: やばい
[11387.240] (S)punpunjp_: ボッコボコじゃん
[11387.705] (S)monpiipop: まじ？
[11387.708] (S)junpei_11: ヌキこんな動くんやな、凄い
[11388.266] hato_pizza: ヌキさんがトレモ！
[11389.131] pluto_firey: オオヌキｻｲｯｷｮ
[11389.482] tomodaachii: Nuki never let go of the offense
[11390.374] (S)ハルキ10: きちーな
[11390.384] kakutora_no_o: ゴリ攻めやな
[11392.938] hikky722: ウメの今年のEVOは相当やばそうだな
[11394.745] viuneviune: マジでミスらしいミスがないっす
[11395.429] heishosann: やっぱヌキさん生きるゲームやな
[11396.122] イエール: いや、これでええんや。ウメちゃんにスイッチ入れんのはヌキンクスよw
[11397.574] stopriverk: ヌキさんのサードで無敵だから
[11397.759] yuki_aion_aion: ウメハラ、エヴァと北斗打ってこいや
[11398.425] (S)cqc5555: オオヌキさんには一生勝てませんって言わされる
[11399.556] nyan1096: まじ強いじゃねーか
[11399.817] wakkun7760: ヌキさんのゲームなのかなホントにスト6
[11402.455] あり0221: ヌキさんはこういうゲーム強いんだって
[11402.838] ledlight9413: ヌキさんはケン比較的行けるって言ってた
[11403.465] keikohiro: あ
[11404.425] (S)ohyoi2002: マジで強いな
[11406.958] (S)yut7xot8: うめちゃん流石にこれはやばいぞ
[11407.713] おいしいごはん_: 調子わり
[11408.847] 4sukaryo: 攻め強いゲームだからまじでやべぇ
[11409.759] kb040307: ラグ？
[11412.243] moricocoa: ランクマでは本気出してないだけかヌキさん
[11412.818] quwrof_sb: 無言のヌキさん怖い；；
[11415.012] (S)kani7321: ヌキ春麗に勝てる者だけが石を投げなさい
[11417.251] (S)hinhinpp: ミス多いななんか
[11417.389] ながしめん: 真のジーニアス
[11418.014] Ceciltaisa: あいいいいい
[11418.578] (S)axchuuu: ぐぬぬぬぬぬ
[11419.774] moriy07: まじ？
[11420.038] hisotensokuzei: バーンアウト中でも全然前来るなｗ
[11421.585] (S)nagasaki3662: へる
[11422.066] シャンウー: いや、これはマジでヌキさん強いわ…
[11422.623] kurare2020: おおお
[11423.072] mogu0621: 使わされた感＞＜
[11423.255] セツリ: うっしょ
[11425.331] イエール: よしよし
[11425.551] noritchan: 楽しそうでいいなｗ
[11428.080] mt7f: CAありがとー
[11428.688] zakuro_: 足りたｗ
[11429.484] sakihiro43: 余裕ぶってめっちゃ負けるじゃん。
[11431.747] johnnyppas: おじリーガーって、ヌキさんって強かったんだなって
[11431.985] (S)オワオワタ: なんか日本相手にだけ強くなる韓国みたいだなヌキさん
[11433.047] (S)axchuuu: がんばれええええええ！
[11434.138] Gordstorm: ウメちゃんはリーグでてないしギア入れてないだけ
[11439.394] imaizumiyousuke: 文句言える奴いないんだよなぁ
[11440.286] mogu0621: いや～めっちゃ面白い！
[11442.565] ビフィダス: ふぅ
[11443.615] dashinoumami: ウメちゃんにっこり
[11445.204] imakuni3: ウメちゃんとやる時はバフかかるからな
[11451.017] akira_s_: 中段はいるね
[11451.848] gajpmwtdpw: うま
[11455.875] apacheconf: 言うてヌキさんはおじリーガーの中で別格だったし
[11456.094] qty11: ヌキさんもでてないが
[11458.201] フﾄ: いまのきもちえー
[11458.333] (S)kobetaf: お互い全然喋らないｗ
[11460.946] (S)如月うづき: リーガーの中でも強いんじゃないか
[11461.185] (S)syouyuireppa: ヌキさんもリーグでてないやろww
[11462.209] ypippi: 愛やね
[11463.261] myruju: ヌキさんkskやこくに負けたりするけどね
[11463.941] ledlight9413: 最近のウメちゃんがクソ強いのは知ってるからヌキさんが強いだけ
