[8.841] ゆにゆにゆにーく: wakorad
[8938.640] meso_1001: ちょっとね！
[8940.623] ark_jorqera: ないのにやるのかw
[8942.035] mary611: 早い
[8943.514] (S)봄_ぽむ: radaoYabee
[8945.713] rei_0537: ヘリ教習うめ
[8945.734] baceneKo: ｗｗｗ
[8945.972] (S)くーちゃん123: ｗｗｗｗｗｗｗｗｗ
[8947.255] れもんちぃ0: wwwwww２
[8947.318] sin__46: 十字キー使えないのかな
[8947.363] のらごま: wwwwww
[8947.619] eipoo: やばい
[8948.530] Ishio_62113125: wwww
[8948.673] (S)kurumaebi_ebi: wwwwww
[8950.629] peperonn17: あ
[8950.770] (S)tiroru202: wwwww
[8950.781] himekana_: wwwwww
[8951.664] にわすずめ: あ
[8952.154] ﾏﾙﾏﾙ: お
[8953.103] Raimugi_GG: 上やねw
[8953.585] bosabossa: 音声入力？ｗ
[8953.722] meroasu_: www
[8954.248] kohana0d06: あ
[8955.033] harou_momiji: お
[8955.152] sin__46: しながら？
[8955.986] ainoseeeee1111: wwww
[8956.193] (S)seillane: あ
[8957.018] venusguider: ふわーーーーーー
[8957.272] himekana_: あ
[8960.126] yona_0724: あ
[8960.418] meso_1001: う
[8960.469] ミスタ一: ｗｗｗｗｗｗｗｗ
[8960.652] にわすずめ: まずそう
[8960.690] 二年前かららだ民です: なんやこれwww
[8960.747] niku_aburami: ｗｗｗｗ
[8960.863] ﾏﾙﾏﾙ: www
[8961.527] うめまろぉ: うしろいってんなw
[8961.652] rain_less: 上やねwqw
[8961.667] (S)くーちゃん123: どきどきｗｗ
[8961.779] きつね61: ふわー
[8962.122] すかあと: wwwwww
[8962.462] kuronokami_: 逆やな
[8962.805] peperonn17: まっずいｗｗｗｗ
[8962.805] sora_mameee: 後ろだなぁｗｗ
[8962.950] (S)wasabitab: がんばれ
[8962.967] ログリア: wwwwwww
[8963.039] のらごま: wwwwwwww
[8963.222] Ishio_62113125: wwwww
[8963.226] きっこまん: あ
[8963.309] kuugay0905: wwwwwwwwww
[8963.487] harou_momiji: ｗｗｗｗｗ
[8964.148] bin2726: www
[8964.448] sjindoa: wwwwwwwwwww
[8964.523] bourururu: あ
[8964.535] many7575: 後ろいってるwww
[8964.594] goodmanpppp: www
[8964.687] コア21: あー
[8964.956] yuasee: あ
[8965.252] harou_momiji: あ
[8965.524] cyarasu: あ
[8965.703] リリシア013: うしろにw
[8965.932] nekodama2155: 何で上昇するwww
[8966.355] coco8q: 離れていくｗｗ
[8966.391] baceneKo: あれ
[8966.783] panndaman1: wwwwww
[8966.998] zero18901: こーれ棺桶ですｗｗｗｗ
[8967.092] (S)seillane: 夏目さん？
[8967.289] rin12027: 高度が
[8967.290] コア21: wwwwww
[8967.398] reo11118: 上昇w
[8967.525] mhiiragi42: 直上w
[8967.752] rei_0610: あ
[8967.968] kuugay0905: あ
[8968.068] Mira7510: ｗｗｗｗｗｗｗｗｗ
[8968.567] iseitaisei: あ
[8968.601] ainoseeeee1111: まっずいなぁw
[8968.883] mike39cc: あ
[8969.015] peperonn17: あ
[8969.368] isaco135: wwwww
[8969.418] にわすずめ: なつめ先輩？
[8969.720] aqua_marin0619: なつめさんwwwwwwwwww
[8969.728] tukky1208: あ
[8969.800] (S)seillane: ああああああ
[8970.172] miine1221: あwww
[8970.426] ui_nemutai: あ
[8970.759] frogflingpstfst: あ
[8970.996] same__15: なつめ先輩？
[8971.004] eipoo: あ
[8971.162] ayunosioyaki0223: あ
[8971.181] ﾏﾙﾏﾙ: あ
[8971.200] nao329: あ
[8971.227] nanashico27: あ
[8972.041] (S)oreo12190: twww
[8972.340] cyarasu: wwwwwwwwwwww
[8972.843] (S)otokana0274: 分かるよー
[8972.959] すかあと: あ
[8972.980] のらごま: あ
[8973.098] mary611: あ
[8973.354] れもんちぃ0: あ
[8973.684] (S)itijiku_0605: wwwww
[8973.967] ハムスターのたみよ: やばいｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8974.413] ログリア: あ
[8974.643] bin2726: あ
[8974.748] れんこんまん: あ
[8974.900] goodmanpppp: あ
[8975.145] rosemary0920: あ
[8975.210] sakeoo_0102: ああああ
[8975.255] sora_mameee: あ
[8975.468] ただの絵描き: あ
[8975.701] niku_aburami: なつめ先輩？？
[8975.825] (S)ura__5: wwwwwww
[8975.884] (S)seillane: 逃げたｗｗｗｗ
[8976.118] nobume0v0: wwwwww
[8976.645] namoyan0809: あ
[8976.741] 雨傘ライ: あ
[8976.874] (S)ラキ2525: あ
[8976.893] Rimon_sky: あ
[8976.994] にわすずめ: wwwwwwwwwwww
[8977.154] bourururu: おい
[8977.243] aqua_marin0619: あ
[8977.261] niku_aburami: あ
[8977.328] harou_momiji: あれ
[8977.579] ちゃんめん: wwwww
[8977.974] コア21: やっばい
[8977.986] baceneKo: あｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8978.294] 雨傘ライ: まっずい
[8978.499] twikashi: あっぶね
[8978.543] 和泉ぴけ: いきそう！！w
[8978.552] かんがえるー: ふぅ
[8978.655] tarabaaaa: あｗｗｗｗｗ
[8978.773] ちなこぽっぷ: あ
[8978.831] midmile_: うっまｗ
[8978.922] ミスタ一: 逃げたｗｗｗｗｗｗ
[8979.010] rosemary0920: あっぶな
[8979.071] tukirima: あ
[8979.176] omoti1208: あ
[8979.339] すかあと: wwwwwwwwwww
[8979.365] ぐう鱈: あ
[8979.483] (S)狂人おかき: あ
[8979.529] (S)海にぃ: あ
[8979.565] sato_imoo: wwwww
[8979.610] バザァァァド: ふぅ
[8979.718] yuasee: wwwwwwww
[8979.727] reitoumikannokawa_: あ
[8979.794] tukky1208: よーし
[8979.817] ﾏﾙﾏﾙ: wwwwwwww
[8979.825] gaiantufan: あ
[8979.860] mirina017: あ
[8980.057] (S)molt4ro: おい
[8980.068] remiiiii_28: ないす
[8980.073] venusguider: すぅ～
[8980.141] wpj575: あ
[8980.260] same__15: ないす！
[8980.311] ichi__go: あwww
[8980.312] めっつびたー: キーバインド変えれます
[8980.430] sakeoo_0102: ないすーｗｗｗｗｗｗｗ
[8980.660] (S)hijiki0877: あ
[8980.793] meroasu_: やばw
[8980.851] (S)seillane: まっずい
[8980.875] roune123: wwwwwwwwwww
[8980.887] niku_aburami: あっぶねーーー
[8980.928] yona_0724: www
[8981.069] Halu0401: あｗｗｗ
[8981.403] (S)jeremiah_9s: wwwww
[8981.434] 雨傘ライ: wwwwww
[8981.541] rei_0537: ふぅ
[8981.625] bin2726: www
[8981.706] rakumero: え？
[8981.773] m1s4k1_09: あ
[8981.775] gccxhhhui: ふぅ
[8981.849] re__pi: wwwwwww
[8981.860] harou_momiji: 逃げるなｗｗｗ
[8981.900] なちちなちなちち: あぶねぇｗ
[8981.933] nekodama2155: wwwwww
[8982.091] many7575: あ
[8982.160] lacus_34: あ
[8982.178] justin01120707: たすかるな
[8982.237] shintanjent: Wwwwww
[8982.322] おっとり刀: wwwwww
[8982.396] ゆめきり: あれ？
[8982.557] (S)くーちゃん123: ｗｗｗｗｗｗｗｗｗｗｗ
[8982.665] れもんちぃ0: wwwwwwwwwwww
[8982.723] rain_less: ダイナミックwwww
[8982.794] つむじのきもち: あぶねー
[8982.823] ui_nemutai: ふぅ
[8982.830] mizuhusen_aq: あ
[8982.842] kuronokami_: あ
[8982.861] (S)seillane: あ
[8982.880] many_mari_: おいwww
[8983.140] kanariatobu: www
[8983.274] (S)itijiku_0605: にげたwwww
[8983.292] asahi__s: wwwwwww
[8983.299] ak_type: wwwwwwwwwwww
[8983.374] にわすずめ: みんな逃げたwwwwwwwwwwww
[8983.375] minibanbi: あ
[8983.420] いぬ科: wwwwwwwww
[8983.643] 佐野ちャん: あぶねーーwww
[8983.731] ただの絵描き: ないすw
[8983.817] ログリア: あぶねーw
[8983.858] みりぃもち: ふぅwwwwww
[8983.871] ほっけ1107: あ
[8983.881] (S)ククリン: 逃げたwww
[8983.916] isaco135: wwwwwwwww
[8983.921] むろ_: こえぇw
[8985.100] maru_tyan__: wwwww
[8985.107] ここねり: あぶなwwwww
[8985.173] ベニマル: みんな逃げたwww
[8985.235] huimimi: よし
[8985.354] ~MISSING_COMMENTER_INFO~: ふぅ
[8985.412] rukkkoru: おいww
[8985.434] きつね61: あぶねぇー
[8985.579] さかなさく: おいw
[8985.596] reitoumikannokawa_: wwwwww
[8985.628] 千鶴: おい
[8985.709] kuronokami_: にげた
[8985.745] ganai3: ｗｗｗ
[8985.806] みるあむ: wwwwww
[8985.815] メロン_: あ
[8985.952] (S)seillane: まっずいｗｗｗ
[8985.972] ねこすず: あ
[8986.193] (S)ねこの: ｗｗｗｗｗｗｗｗ
[8986.284] めるめ: せーーーーふ
[8986.384] みさお婆ちゃん: www
[8986.441] (S)TamaBasu: www
[8986.516] kohana0d06: まずい
[8986.524] an_do121: おい
[8986.610] 惰性さん: ｗｗｗｗｗｗ
[8986.645] mhiiragi42: あぶねえw
[8986.683] ﾊﾑ86: 最低www
[8987.021] sora_mameee: ああああ
[8987.034] yona_0724: あ
[8987.249] 兎水: にげたww
[8987.258] reiki_1220: www
[8987.470] ほなの: にげたw
[8987.556] rosemary0920: あ
[8987.584] (S)tiroru202: 逃げたwwwww
[8987.595] aina___10812: 逃げるなｗｗｗｗｗｗｗｗ
[8987.790] (S)hatomugi0628: あっぶなぁww
[8987.819] cyarasu: まずいwww
[8987.837] ichika011: ちょ、
[8987.911] (S)ura__5: あ
[8988.090] 66はなぶさ: ぉ
[8988.139] (S)ゆずシフォン: あ
[8988.270] ﾏﾙﾏﾙ: ああ...
[8988.278] あらんえむかーびぃ: wwwwwwwwww
[8988.467] ne6mchan: wwwwwwwwwww
[8988.497] sarusaru3636_z: あ
[8988.531] aqua_marin0619: あまずいwwwww
[8988.610] すかあと: 終わったwwww
[8988.698] zarame0531: wwwww
[8988.713] okara25: ふぅぅ
[8988.790] bourururu: 殺される
[8988.816] yuuma122: ないすーーーーー
[8988.867] メロン_: wwwww
[8988.913] (S)雪狐0143: あぶな
[8988.994] ぺぺまる_0727: みんなにげたｗｗｗｗｗｗ
[8989.086] 唐揚げまうちゃん: おいwww
[8989.155] yume_1103: wwwwww
[8989.501] syaka_fn: www
[8989.504] 甘酒大好き: 緊急脱出
[8989.579] Mira7510: あっぶな
[8989.629] 心1203: あ
[8989.772] sooomeeennn: wwwww
[8989.859] (S)waterdragon131: 逃げたw
[8989.892] many7575: 緊急脱出
[8990.090] coco8q: ｗｗｗｗ
[8990.408] mizugame02: wwww
[8990.413] aonatoooon_3939: あ
[8990.650] yume_1103: やばい
[8990.805] rei_0537: 離脱は完璧
[8991.041] (S)わらびもち_11: あ
[8991.083] zero18901: おいこのやろうｗｗｗｗｗｗｗｗ
[8991.288] eipoo: 逃げたな
[8991.396] 雨傘ライ: 緊急脱出か
[8991.468] (S)ラキ2525: あああwwwwww
[8991.486] himekana_: あい
[8991.541] ゴードン松尾: www
[8991.546] ただの絵描き: wwwwww
[8991.705] (S)hijiki0877: 耐え
[8991.823] (S)海にぃ: あぶね
[8992.471] niku_aburami: なんで生きた？？？
[8992.483] roikn: wwww
[8992.678] kara4ge: あぶ
[8992.698] yuzu_ratami: www
[8992.810] Mira7510: wwwwwww
[8992.855] koyaren: wwwwwwwwww
[8992.929] のらごま: wwwwwwwwwwwwwwww
[8993.035] sosko3260: 逃げおおせるなwww
[8993.044] 心1203: おお
[8993.044] 八坂乃宮: あ
[8993.191] ganai3: ぉ
[8993.437] tenkini_naare: ｗｗｗ
[8993.525] shintanjent: 逃げろ逃げろwwww
[8994.115] (S)雪狐0143: あ
[8994.163] (S)norato041197: お
[8994.732] harou_momiji: あ
[8994.981] nobume0v0: 逃げた wwwww
[8995.055] mozuku_c1: wwwww
[8995.072] (S)yuki_empty: あ
[8995.294] hamumu_hamu: 終わったな
[8995.397] baceneKo: にげろー！！！
[8995.559] kuronokami_: いきた？！
[8995.720] ミスタ一: こっちくんなｗｗｗｗ
[8995.794] natubatch: おい上官wwww
[8995.808] ﾏﾙﾏﾙ: 怖い怖いwww
[8996.158] さいのめ: こっちくる
[8996.302] kohakoha921: 逃げたな？w
[8996.551] himekana_: wwwwwwww
[8996.699] すてらいつ: まだいきてるw
[8996.721] (S)봄_ぽむ: 逃げれたwww
[8996.909] ゆめきり: 耐えたw
[8997.014] いんたーる: 3人離脱してるｗｗ
[8997.582] (S)海にぃ: やばい
[8997.712] (S)Tori_Kara_99: radaoW
[8998.012] Mira7510: ｗｗｗｗｗｗｗｗｗ
[8998.228] (S)ベスプラ: 逃げろwww
[8998.280] 0ruoro: 逃げたｗ
[8998.453] 心1203: 耐えてるwwww
[8999.066] りむりん: なんで？
[8999.433] bosabossa: 一人ｗ
[8999.481] harou_momiji: 全員逃げたｗｗｗｗｗｗ
[8999.784] ちよび: すけるも逃げてて草
[9000.026] (S)otokana0274: こっちにくる！w
[9000.453] むろ_: ふぅw
[9000.505] okita_okok: ひとたすけるがwwwww
[9001.186] coco8q: あれはダメだ
[9001.250] (S)くーちゃん123: みんなおりてるｗｗｗｗｗｗｗｗ
[9001.295] Rimon_sky: 待避ー！
[9001.351] shige__maru: wwww
[9001.382] (S)soda_navy: 離脱完璧すぎwww
[9002.345] れんこんまん: やば
[9002.437] tukky1208: 逃げろ逃げろww
[9002.591] (S)海にぃ: にげろ！！！
[9002.846] ﾏﾙﾏﾙ: あ
[9002.891] kuronokami_: なつめせんせー
[9003.305] (S)seillane: あ
[9003.466] (S)waterdragon131: radaoKasu
[9003.541] のらごま: 1人なんかwwww
[9003.546] (S)ククリン: 全員逃げてるwww
[9003.930] niku_aburami: あ
[9004.213] sushita1120: あぶねー
[9004.524] (S)ラキ2525: あ
[9005.288] あっすー_: あ
[9005.299] むろ_: あ
[9005.317] mary611: 全員逃げてるwww
[9005.380] ainoseeeee1111: 3人逃げてるwww
[9005.570] ﾅﾏﾁｬ: radaoHi
[9005.759] ganai3: 全員おりてる
[9005.816] mbando55: あ
[9005.947] yuasee: あ
[9005.947] ログリア: みんな逃げてるw
[9005.993] にわすずめ: あ
[9006.083] mirina017: みんな逃げてるwwww
[9006.169] rei_0537: R.I.P
[9006.246] kara4ge: 爆発する！！！w
[9006.247] sakeoo_0102: あ
[9006.293] rei_0610: あ
[9006.305] miine1221: 2人共回避がすごいwww
[9006.370] baceneKo: あ
[9006.447] 66はなぶさ: こわ
[9006.493] yuzu_ratami: やばーい
[9006.777] cyarasu: 1人かwwwwwwwwww
[9006.911] みりぃもち: 全員逃げてるwwwww
[9006.912] 惰性さん: 男どもｗｗｗ
[9007.056] Rimon_sky: 退避！
[9007.358] nyamo04: みんなにげとるやんｗｗ
[9007.701] Halu0401: あｗｗｗｗ
[9007.733] さいのめ: あ
[9007.940] many7575: みんな見捨てたwww
[9007.944] (S)seillane: ｗｗｗｗｗｗｗｗ
[9008.203] ﾊﾑ86: 退避ー！
[9008.242] roune123: あWwwwwwwwwww
[9008.310] reo11118: 1人じゃんw
[9008.354] 弥紅: 全員逃げたｗｗｗｗ
[9008.449] sato_imoo: あ
[9008.461] のらごま: あ
[9008.503] ごんのすけ: 三人逃げてんじゃんw
[9008.798] kojikoji333: 全員逃げてて草
[9008.846] aqua_marin0619: あ
[9008.923] (S)imagabell: 3人逃げたw
[9008.929] ちゃんめん: あ
[9008.994] メロン_: あ
[9009.167] venusguider: ｗｗｗｗｗｗｗ
[9009.245] gyouzachann: 緊急脱出ww
[9009.426] goodmanpppp: あ
[9009.497] sora_mameee: あ
[9009.892] eipoo: みんな逃げてるwwwww
[9010.101] yuzu_ratami: wwwwww
[9010.115] 心1203: あ
[9010.140] Rimon_sky: あ
[9010.162] sakeoo_0102: まっずい
[9010.304] ichi__go: あwwww
[9010.387] ログリア: あ
[9010.560] kuugay0905: あ
[9010.630] kuronokami_: あー
[9010.723] Mira7510: あ
[9010.769] (S)Tori_Kara_99: 脱出wwwwwwwwwwww
[9010.792] ne6mchan: あ
[9010.990] aina___10812: あ
[9011.506] 和泉ぴけ: あw
[9011.761] niku_aburami: なんでいけとる？？ｗｗｗｗｗ
[9011.789] むろ_: wwwww
[9011.840] mizugame02: あwww
[9012.256] れんこんまん: wwwwwwww
[9012.300] namoyan0809: やば
[9012.494] hamumu_hamu: あ
[9012.615] 颯華: にげとるｗｗｗｗｗｗｗｗｗｗ
[9013.012] melonmelo_: あ
[9013.219] kanariatobu: まっずい
[9013.852] syaka_fn: あ
[9013.889] (S)wasabitab: 上官さぁwww
[9013.928] panndaman1: あ
[9014.358] aqua_marin0619: 頑張れー！！
[9015.657] meroasu_: おわったwww
[9016.226] ne6mchan: えぐい
[9016.239] のらごま: 置いてかれて…
[9016.677] (S)kurumaebi_ebi: wwwwwwwww
[9016.939] eipoo: オワタ？
[9017.174] kuronokami_: まだ生き延びてる
[9018.411] 0ruoro: 終わったわ
[9018.536] Mira7510: おー
[9018.912] niku_aburami: がんばれ～！！！
[9019.127] nekodama2155: みんな逃げた？w
[9019.258] (S)seillane: おわったわ
[9019.388] venusguider: 無線してあげて
[9019.621] Halu0401: ｗｗｗ
[9019.843] (S)ラキ2525: みんな逃げたww
[9020.026] sakeoo_0102: wwwwwwwwwww
[9020.165] ryo_4213: radaoHi
[9020.968] dokukinoco: かわいそう
[9021.503] ミスタ一: 終わったわ
[9022.098] miine1221: 3人wwwwww
[9022.284] ぐぐぐる: がんばれー
[9022.314] にわすずめ: 天気いいのにね
[9022.914] (S)seillane: ｗｗｗｗｗｗ
[9023.122] harou_momiji: 終わったわ～
[9023.474] (S)itijiku_0605: まずいww
[9023.752] mizugame02: おわったわー
[9023.857] さいのめ: 終わったわ
[9024.295] usumomo11: がんばれー
[9024.316] goodmanpppp: 終わったを
[9024.433] 心1203: www
[9024.530] ちなこぽっぷ: 終わったわ
[9024.675] ぽたとと: www
[9025.684] rei_0537: 終わったわ〜
[9025.685] natubatch: みんなおりとるwwww
[9025.752] sato_imoo: みんな逃げてるw
[9025.753] zero18901: オールバックきちゃ
[9025.876] (S)봄_ぽむ: 暴れヘリwww
[9026.033] niku_aburami: おわったわ♪
[9026.105] tiger_bay: 先輩みんな逃げたからｗ
[9026.450] (S)seillane: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9026.751] バザァァァド: ♪
[9026.789] ﾏﾙﾏﾙ: 終わったわ♪
[9026.832] coco8q: みんな降りるの早かったなぁ
[9027.394] himekana_: 終わったわ
[9027.437] reitoumikannokawa_: wwwww
[9027.463] (S)norato041197: みんなにげてるやんwww
[9028.046] many7575: 男三人にげるのえぐすぎだろwww
[9028.182] same__15: 終わったわ♪
[9028.205] 二年前かららだ民です: オールバックw
[9028.713] Mira7510: wwwwwww
[9029.104] twikashi: ヘリ飛んだ瞬間 終わったわ
[9029.141] frogflingpstfst: ｗｗｗｗｗｗ
[9029.326] ログリア: 一人しかいないwww
[9029.328] (S)雪狐0143: 終わったわ
[9029.358] kuronokami_: 1人って…
[9029.364] コア21: 終わったわー
[9029.466] (S)ゆずシフォン: www
[9029.525] kanariatobu: 天気は良いのにね
[9029.797] ark_jorqera: ほか全員退避w
[9030.122] eipoo: 天気はいいのにな
[9030.290] sakeoo_0102: wwwwww
[9030.330] むろ_: あw
[9030.444] meroasu_: 降りれない〜
[9030.509] nao329: 猫かな
[9031.338] いぬ科: みんな逃げてんのおもろ
[9031.435] (S)mein0730: 外出るな 
[9031.765] gccxhhhui: 誰も乗ってないのwww
[9031.825] PON_cc: 全員降りたから終わってるわ
[9031.991] めるめ: 空出た瞬間終わったわ
[9032.029] ただの絵描き: wwwwww
[9032.066] (S)hijiki0877: いける？
[9033.273] (S)seillane: お
[9033.546] ichi__go: 天気いいのにねぇ
[9033.886] rain_less: だれも指示できないからwww
[9034.374] そんなんないわ: わこらだ
[9034.675] sakeoo_0102: あ
[9034.812] すてらいつ: 降りれない猫wwww
[9034.873] (S)ユウ太郎: ヘリ乗った瞬間終わったわー
[9034.953] si_nn_me_319: お
[9034.975] rei_0537: お
[9035.131] rei_0610: 天気はいいのに降りれない♪
[9035.175] midmile_: おお
[9035.461] ryo_4213: 終わったわ♪
[9035.626] Mira7510: お
[9035.785] meso_1001: 上で泣いてるよきっとw
[9035.786] nyamo04: ３人とも危機察知能力◎
[9035.865] syaka_fn: かーぜーつよすぎてp
[9036.000] のらごま: お
[9036.013] (S)minaduki37: ヘリ出た瞬間終わったか
[9036.237] ﾏﾙﾏﾙ: おおおおおお
[9036.495] cyarasu: おお
[9036.566] yuasee: おおー
[9036.917] (S)ラキ2525: おぉ
[9037.155] aonatoooon_3939: ヘリでた瞬間おわったわ
[9037.260] Halu0401: おお
[9037.294] lethargy00: おぉー
[9037.443] れもんちぃ0: お
[9037.577] かんがえるー: お
