[7.203] (S)はくまい_45: 何事？
[1732.970] きおるん: radaoTENGU
[1733.141] (S)tanakanburitya: 態度でかいもんね
[1733.232] めるまろん: ふぅーーーーーーん
[1733.438] 椋榎: wwwwwww
[1733.548] まだら25: wwwww
[1733.596] (S)anomaro8230: うわ
[1734.378] スカイウリ: 捻り潰されるぞ
[1734.695] yurauto: 踏み潰されるぞwwew
[1734.856] コア21: ぎあさんががわいそうだろ
[1734.886] が_じゅ: 巨人より狂人の方が合ってるぞ
[1734.931] mio28824: マウント三十路
[1735.929] crow_0226: 青い奇行種
[1736.156] ruchi_13: 次ギアさん来そうやない？
[1736.816] 瑠壱: あんま調子乗ったら痛い目見るぞw
[1736.904] そふぃ3: 潰されろwww
[1737.273] tiger_bay: 50ｍとか足の指くらい
[1737.396] marumakkusu: どちらかと言うと奇行種
[1737.456] (S)mrgrtpsr: この後の質問攻めされん？ww
[1737.528] るらま: 巨人側だもんな
[1737.714] evacoler: 返り討ちに会うぞ
[1737.745] りゅい: アスパラで顔面殴られてしまえ
[1737.925] みんご1234: ホント嬉しいね
[1737.935] sarusaru3636_z: www
[1738.624] buuuuusuka: きょーさんのツイートみた？
[1738.857] (S)shirororororo08: 捻り潰されるよ
[1739.251] suiha_7: アスパラマウントされる
[1739.472] kohaku0730: wwewewwwwww
[1739.484] amaikazitu: 謎マウントすぎる
[1739.870] Ichigo_Strawberry15: ガチ巨漢だったか
[1739.900] 悠斗0314: 後ろからさっくりいかれるぞ
[1740.621] nolu37: でもギアさんの方がでかいじゃん
[1740.852] びょわ: でかいの態度だけだよ
[1741.082] みさき0224: ひねり潰される😂
[1741.689] mayoi_baum: ブルーロック×らっだぁみたい
[1741.863] ヌス: 子供か
[1741.914] s_mayusan: 怒られるぞ
[1742.298] ryoryo_23: いい趣味してるね
[1742.852] shuk4desu: スパイギア<らっだぁってコト！？
[1742.993] annzu125: 岩手県踏荒れされるのか
[1743.021] yuki_mei26: 巨漢も変わる？
[1743.092] konhamu: 討伐されそう笑笑
[1743.131] うがら: 巨人だけにマウント取るなよ
[1743.248] 256_kiri: 態度の巨人
[1743.312] りーふ93: 醜っ
[1743.331] ーれいなー: つぎのコラボ無くなったぞ
[1743.557] マヨマ: 奇行種
[1743.570] もか__2282: サイトの一番上で映像流れてんのおもろい
[1743.889] otyaba_808: 友達減ってく…
[1744.073] えっぐさんど: radaoHi
[1744.116] nemu2038: ギアさん相手によく言えるな
[1744.543] しらゆきボーイ: らっだぁ「ギアさん、おれ巨人になれるんです」バチバチッ
[1744.745] 零羅: いやまだギアさんのほうがでけぇわ
[1745.537] rabi_syosinsya: wwww
[1745.558] しそらだ: 一番マウントとられたくないランキング一位やな
[1745.884] Ichigo_Strawberry15: やば
[1745.934] (S)つむじのきもち: 見れば見るほど気持ち悪いんだけどなにこれw
[1745.998] mikan_san: お前の2倍やん
[1746.017] ゆきさば: www
[1746.219] あらんえむかーびぃ: ｗｗｗｗｗｗｗ
[1746.825] (S)にわすずめ: ありそ〜
[1747.033] りゅい: ｗｗｗ
[1747.428] mitora2916: マジかよ
[1747.485] (S)haondayo: でか
[1747.670] nolu_cat: うわちいさ...
[1747.741] lightreft1250: でっか
[1747.934] garakuta0520: wwwwwwww
[1747.936] mio28824: wwwww
[1748.057] norato041197: 返り討ちにあって欲しいわ
[1748.165] kujirai___: あるよ
[1748.335] itoido: ｗｗｗｗｗｗｗｗｗｗ
[1748.395] mo_coa: wwwwwwwwww
[1748.537] (S)きのここ: wwwwwwww
[1748.705] kohaku0730: 怒てる
[1748.709] (S)つむじのきもち: wwwwwwwwwwwwwwwwwwwwwwww
[1748.711] (S)muuuui7: wwwwww
[1748.773] omaru_ssr: ロッドレイスやんけ
[1748.907] (S)kuugay0905: wwwwwww
[1748.908] kinako0504: 奇行種型マウント巨人
[1749.286] りゅい: ありそー
[1749.416] (S)Ruria00: wwwwwww
[1749.422] mbando55: ありそう
[1749.546] milk__lemon: wwwww
[1749.617] こんにゃ: パンツ被ってるみたい
[1749.630] ruu_ha: たしかあったな
[1749.636] ma_tsu_: wwwwwwww
[1749.800] 胡桃柚子: 勝てねぇ
[1750.208] _みどまる_: うなじ狩られろ
[1750.356] sayorin25256: w
[1750.425] 8分19秒: ？？？？？？
[1750.449] タス乗り初心者: 三十路にもなってマウント取るのか
[1750.585] (S)猫の髭: あるよ
[1750.661] たゆう_はね: あるなあ
[1750.763] ふくうう: wwwww
[1750.947] tukky1208: ぽまえの次がギアさんだよ
[1751.026] bachi_5: www
[1751.180] みんご1234: ありそー
[1751.186] baceneKo: !?
[1751.231] hima_norita: やば
[1751.417] えぬあい: でっか
[1751.480] tora25_22: でっか
[1751.495] かぷかぷ5225: ポキ農2/3巨人やんww
[1751.645] rosemary0920: wwwwwwww
[1751.649] (S)awayuri: つっよ
[1751.654] (S)レロキャン: でっか
[1751.713] (S)ベニマル: wwwwwwww
[1751.741] (S)yamamurame: でっか
[1751.923] ハルマ: でっっっっか
[1751.967] miyamiya138: ありそう
[1752.031] ra__ndy: 駆逐されるぞ
[1752.090] denou777: ギアさん３００ｍだぞ
[1752.107] なゆーた: いい大人がマウントとんなや
[1752.151] うめた: あーー
[1752.172] amuamora: wwwwwwww
[1752.187] yu_rayui: ありそう
[1752.315] sarusaru3636_z: あるよ
[1752.377] paseri_da: www
[1752.411] aluano11: ww
[1752.558] luno_snow: でっか
[1752.614] (S)inuyo: あるある
[1752.779] そいる_: ねぇよ
[1752.802] many7575: 巨人というか狂人
[1752.833] s_mayusan: www
[1752.837] 和泉ぴけ: ロッドレイスやん
[1752.847] potetireenu: 青い奇行種
[1752.889] sunomon_o: www
[1754.251] _ヴォク: 始祖やんww
[1754.481] (S)koutyakadennyuu: それはかてん
[1754.540] YodoRa: デカすぎだろ
[1754.619] ずうちゃ: ぎあさんウルトラマンだよ
[1754.703] annzu125: つよい
[1754.705] オレオおおおおおお: wwwwww
[1754.731] ねこいろ: つよ
[1754.874] mio28824: でかーーwww
[1754.978] 弥馬: でけええええええ
[1754.996] sapichaaan: でっか
[1755.151] (S)くじらくん126: らっだぁさんまじやばいっすねえｗ
[1755.219] (S)あかね0313: でかいでかいwww
[1755.305] karokaro23: www
[1755.747] ドらコアら: でｋｋｋｋｋｋっか
[1755.755] l1ibra0929: 巨漢から巨人に成長したやん
[1755.908] mitsuxx00: でっかw
[1755.991] うがら: でっっか
[1756.033] そふぃ3: 進撃の巨人の世界観ならありそうwwwww
[1756.135] mirumiru_h: 勝てねえ
[1756.236] kyo_kaaa: でっかwww
[1756.246] (S)冷ユレ: ぐちつぼなんて1182mだぞ
[1756.285] alpaka11ra: でか
[1756.554] mizusakura0326: あるよ
[1756.611] mope716: でけぇ
[1756.688] mayoi_baum: ギアさんは190kmだよ
[1756.804] 零時梟: 無理だ……
[1756.822] 都さむらい: 酸素薄そう
[1756.912] (S)ぽりごんのすけ: お前の負け
[1756.959] ruchi_13: wwwwwwwwwwww
[1757.266] みんご1234: 負けたね
[1757.368] しんじゅ01_81: OWってらっでぃだけでやるの？？
[1757.427] 半角スペース: でっか
[1757.457] mbando55: 1キロって聞いたけど
[1757.469] (S)Ruria00: でっかw
[1757.650] まだら25: でっか
[1757.691] nolu37: 確かそのくらいあるよ
[1757.707] (S)らいるさく: 器は小さいのにな
[1757.868] shuhas: ギアさんでかー
[1757.970] (S)ｻｧｻ: ありそうwwww
[1757.981] s_i_i_a: しかもアスパラ持ってる
[1758.140] こけしやん: 人類は絶望した
[1758.186] Ishio_62113125: でかすぎwww
[1758.205] (S)~MISSING_COMMENTER_INFO~: www
[1758.250] yousan_luck315: でっかw
[1758.300] yozakuraaaaaaaaa: でっか
[1758.340] (S)ムラさん: 始祖かな？
[1758.358] りゅい: はい、お前の負け
[1758.371] やえぎ: つよ
[1758.449] (S)なんどね: 勝てねぇ
[1758.601] みなゆう5121: エレンじゃん
[1758.667] (S)なんでもいい: でか
[1758.891] yuyuyu__1111: でか
[1759.117] hannari_3729: レイス家で草
[1759.126] show_918: wwww
[1759.223] (S)イモムシファザー: でっか
[1759.271] otyaba_808: でっか
[1759.457] せきつい: ギアさんには勝てないよ
[1759.461] kuuhaku_2525: わこらだ
[1759.466] (S)にわすずめ: ぺちゃで死んじゃう
[1759.512] sunomon_o: でけえな
[1759.557] charlotte0ra: でっっか
[1759.767] にゃるぷ: 勝てない笑笑笑笑笑
[1759.791] supulasuki: でっけぇ
[1759.994] 877kuskus: 鼻塩塩ー
[1760.474] (S)peng1130: これでも
[1760.498] kyurino_asazuke: でけえ
[1760.591] (S)ドミノくん: でかすぎ
[1760.700] (S)yuru_2222_: でかあああ
[1760.825] Fukenn59: さすがにかぁ
[1761.029] (S)にわすずめ: お
[1761.453] サバンナのかに: 強いわ
[1761.481] てれぶーん: wwww
[1761.520] (S)yamamurame: え
[1761.632] ﾅﾏﾁｬ: 雲で前見なさそう
[1761.693] ruu_ha: おおお
[1761.732] ろみー: おー
[1761.765] 紗弥0926: おお
[1761.915] (S)はくまい_45: wwww
[1761.930] ゆちちちち: でっか
[1762.049] yoshitoki_san: 呼吸出来んやん
[1762.064] 256_kiri: ぽ前は態度の巨人だろ
[1762.179] thukimia: でっかwwwwwww
[1762.516] (S)つむじのきもち: ギアさんでっかくなったり小さくなったりできる？
[1762.575] (S)sisui_golira: 奇行種だから
[1762.597] (S)sora_mameee: おおおお
[1762.765] kaya19h: 東京タワーの方が高いぞ
[1762.799] YodoRa: 日本に住めねぇだろ
[1762.860] kohaku0730: radaoKun
[1762.879] nakihai556: おおおお
[1763.203] rigore_napoli: うおおおおおおお
[1763.235] 瑠壱: え、まじる
[1763.300] (S)きのここ: おおおお
[1763.310] りゅい: え
[1763.493] えりさ_: お
[1763.684] mi__1106: おおお
[1763.845] many7575: なってたね
[1764.000] ura__5: お
[1764.078] ashioto_442: うわ
[1764.094] ぽーてっと: おお
[1764.119] まチャチャ: えっぐ
[1764.159] りったん_: つよ
[1764.190] みんご1234: 器的にもね
[1764.194] いちか1006: まじか
[1764.492] amuamora: やば
[1764.634] (S)~MISSING_COMMENTER_INFO~: 虚無の巨人
[1764.635] kelvim9616: えぐwwww
[1764.684] kagura_kiba: www
[1764.723] mitora2916: 仕事早いわ
[1764.770] (S)ドミノくん: え
[1764.816] gawrib: おーー！！
[1764.893] ururu_mimi329: おおあ
[1764.917] (S)ベニマル: え
[1764.920] (S)ankoro0825: wwwwww
[1764.952] りゅい: うそ！？
[1764.970] konhamu: わお
[1764.984] nekodama2155: まじ！？
[1765.003] (S)なんでもいい: おおおお
[1765.054] (S)haondayo: すげぇ
[1765.072] aomushitaberu: すげえええ
[1765.186] ma_tsu_: おお
[1765.371] (S)レロキャン: おおお
[1765.575] (S)セレちゃ: でか
[1765.760] (S)kuugay0905: おおおおおおお
[1765.786] (S)sora_mameee: すげえええええええええ
[1765.820] くろざき: おおおおお
[1767.024] nobitade: 奇行種でいける！
[1767.038] sunomono8: おおおお
[1767.112] yousan_luck315: おおお
[1767.120] nobume0v0: うおおおお wwwww
[1767.144] mirumiru_h: え
[1767.226] itoyu_62: おおお
[1767.247] (S)nyana_71530: おおお
[1767.280] (S)たまごガチアンチ: おおおお
[1767.357] kyo_kaaa: おおおおおお
[1767.451] まだら25: うおおおお
[1767.492] ほのぼの: おおおおお
[1767.499] panndaman1: おおお
[1767.506] 銀河ポテト: 無限に流れてるぞ
[1767.686] (S)あるみ屋: なってるねぇww
[1767.693] えりさ_: すげえええ
[1767.757] 零時梟: うおおおおおおおお
[1767.869] yozakuraaaaaaaaa: えぐ
[1767.950] (S)hanadango823: うおおおおおおお
[1767.981] sota978: いいね
[1768.039] yuyuyu__1111: あお
[1768.139] mope716: おおおおお
[1768.183] 零羅: 岩手の巨人はでけぇなぁ
[1768.245] milk__lemon: マジかwww
[1768.293] なゆーた: おぉ！
[1768.471] ginger_1202: やば
[1768.471] yakki_san: すげぇ
[1768.488] (S)しあん__: wwwwww
[1768.490] しらゆきボーイ: せやで！
[1768.611] runana_1123: すげぇ
[1768.694] MORIYA_37: おお
[1768.839] zuzucco_zu: えーすごい
[1770.266] 877kuskus: おおおお
[1770.329] compeki0022: おおおお
[1770.345] omomo67: すごおおおおおお
[1770.438] mi__1106: えぐい
[1770.487] amaikazitu: ちょっとデカすぎるか
[1770.662] らうま: おおおおおおおお！
[1770.674] (S)猫の髭: wwwwwwwww
[1770.730] ねこいろ: すごー
[1770.836] supulasuki: すごぉぉ！
[1770.884] otyaba_808: えぐ
[1770.954] 悠斗0314: おぉぉぉぉ！！
[1770.995] yozakuraaaaaaaaa: www
[1771.029] (S)cleam37564: なってた！
[1771.260] (S)tunamayo1234: すごw
[1771.708] huminnoko: おおおおおおおお
[1772.017] (S)セレちゃ: おおおおお
[1772.023] (S)yuru_2222_: 生活できない
[1772.194] シェリー_: おおおおおお
[1772.271] meruizu: すげえ
[1772.274] myorukana: 可哀想
[1772.294] mio28824: うぉぉぉぉぉ
[1772.320] そふぃ3: すげぇえええええええええ
[1772.333] ねここねる: トップで見れる
[1772.380] きゅうりのピクルス: 進撃のらだお
[1772.386] shi__409: おー
[1772.408] tsuruka_: えええ
[1773.031] なゆーた: すごい
[1773.177] yuzu0331: おおおおおおお
[1773.288] (S)tanakanburitya: 駆逐されて
[1773.514] いぬ科: wwww
[1774.502] 夢現: らっだぁ攻撃しろ
[1774.650] tora25_22: すごｗｗ
[1774.667] maroooo_2525: えぐ
[1774.699] ぎゃうすけ: えぐwwww
[1774.761] ruchi_13: wwwwwwwww
[1775.026] nerikondapan: えぎ
[1775.035] kurose_i: 進撃のらっだぁ！
[1775.225] mikan_015: えええええ
[1775.317] hima_norita: おおおおおおおお
[1775.323] wpj575: うおおおおお
[1775.331] dafukani_z: すごい
[1775.407] (S)koutyakadennyuu: wwwwwwwwa
[1775.517] てれぶーん: えぐw
[1775.642] (S)にわすずめ: まじじゃん！！
[1775.701] あげのり: おおおおお
[1775.726] yuna_chiru: yuna_chiru subscribed with Prime. They've subscribed for 16 months! 
[1776.073] (S)まつろわぬ: みんなの敵
[1776.214] furutoshi: もうえぐ
[1776.280] alpaka11ra: すごーい
[1776.467] (S)~MISSING_COMMENTER_INFO~: らだおを攻撃せよ
[1776.697] bokugaraikunn: すごいねぇ、、
[1776.698] るおはゲーム下手: すご
[1776.952] yunoooa: やっぱり討伐される側
[1777.087] 全ての力: でかｗ
[1777.095] (S)なしのみ: すんご
[1777.180] raki114514: これどうしたの？ガチで
[1777.269] eggfforia: ロッドレイスってこと
[1777.765] ばんぺいゆ: わぁー！！！！
[1777.824] oureka: 椅子から立ったら皆既月食おこるっていってたしなギアさん
[1777.976] thukimia: すげー
[1778.010] ゆきさば: www
[1778.026] yuyuyu__1111: すご
[1778.120] charlotte0ra: えっっっぐぅ
[1778.129] のこ木綿: radaoOtaku
[1778.350] nasutyazuke: ほんとだwww
[1778.367] mbando55: そういう名前のウイルス？
[1778.562] 焼き豆ふ: らっだぁが支配してるぞぉぉ!!!
[1778.588] (S)あるみ屋: 進撃のらっだぁ
[1778.899] ruuuna6891: すごい有名人やん
[1779.810] キラキラボシ: ほんとだー
[1779.868] suisamadazo: わろた
[1779.871] crowsuke96: すごいなあ
[1779.872] (S)taiyousinnaporo: わこらだ
[1780.273] ashioto_442: テロじゃん
[1780.328] hima_norita: すっご
[1780.454] poruwo1212: 侵食されてる
[1780.998] nanadefo: 進撃のらっだぁ
[1781.243] (S)buruburu6425: でっかくなったなぁ
[1781.293] (S)kurono1627: すごいーん
[1781.991] zecky310: 進撃のらっだぁ
[1782.004] しゃびちゃん: 語圧がすげえよ
[1782.013] rekisen23: raderでらっだぁなのか。ずっとらだーだと思ってたよ
[1782.197] ururu_mimi329: ていうかこの画面は一生続くやつ？
[1782.523] 胡桃柚子: 駆逐してやる！
[1782.993] mio28824: えぐち
[1783.077] same__yu: さすが
[1783.221] bokugaraikunn: 駆逐される側なのいいよね
[1783.463] kappon23: 凄ェ
[1783.504] みさお婆ちゃん: すごかった
[1783.742] 柊るきあ: ルキア subscribed at Tier 1. They've subscribed for 36 months! 
[1784.216] who_tawn: スペルあってる？
[1784.329] ハゲオ: きめぇ
[1784.539] yakki_san: 進撃のらっだぁ
[1784.564] ura__5: ほんとだ
[1784.783] haruame0622: ホームページであの動画流れるのおもろすぎ
[1785.034] mocomocyan: 討伐するか
[1785.113] えむたろうさん: サムネお前じゃなくて良かったな
[1785.170] (S)にわすずめ: radaoOtaku
[1785.595] ayunosioyaki0223: www
[1786.164] minto13579: お前ほんとにらっだぁ？
[1786.299] yozakuraaaaaaaaa: コレ見たらすぐ閉じちゃうよ
[1786.770] 縮緬雑魚: マジで誰？って感じだな
[1787.006] siroppoiusagi: 頼むから駆逐されてくれ
[1787.925] mini0908_17: らっだぁこのまま頑張れ！
[1788.317] あしゅ228: ほんまや
[1788.910] (S)にゃん_ごろう: すっご
[1788.940] lema_uia: まじパンツきた。
[1789.482] tuminonaihito: 駆逐してやる
[1790.662] sunomon_o: 翻訳レイターだった
[1790.756] (S)あのまの: 本当だ‼︎
[1791.038] gakuto1007: なってるわw
[1791.184] rapimu0903: やばぁw
[1791.285] ばんぺいゆ: 語彙が強い
[1791.306] (S)凩_: すげ？？？
[1791.745] (S)koutyakadennyuu: radaoTrain
[1794.368] きゅうりのピクルス: その日・・・人外は思い出せなかった・・・
[1794.609] gany_24: gany_24 subscribed at Tier 1. They've subscribed for 54 months! なにこれやば
