[18.565] ゆかりんりん: わこらだ！！！
[2022.951] PEI_OwO_: もちつけらだお！
[2023.351] 夜の星海: やばんばんばばんばん
[2024.032] (S)ruchi_13: 飛べないのかな
[2025.411] 五色椿: きっつ
[2026.554] (S)Ichigo_Strawberry15: きっつ
[2026.648] ンンー: まずい
[2026.834] who_tawn: 耐えれば勝てる
[2027.680] debuff_o__: やばいな
[2027.744] (S)をぺ: きっつ
[2027.921] (S)kobuta_pig: ヘイトがやばい
[2029.763] (S)ameringoame: やば
[2029.983] (S)なーぽん: やばばばば
[2030.817] karage210: 耐えれば勝ち
[2034.545] tyontyon: ヘイトえぐいな
[2034.751] koshiankoOUO: 落ち着こう
[2037.939] 魔神モマン: チャンポンあるよー？
[2038.134] (S)kobuta_pig: キツすぎるな
[2041.484] (S)netaiyo: 落ち着こ
[2041.596] ogaoga7815: 陸の孤島だ〜
[2042.036] nobume0v0: がんばって耐えて...！
[2043.941] noe_215: 順位上げよ
[2044.014] (S)negishio___: ヘイトえぐ
[2044.149] (S)そおお: きつい
[2044.404] watchan_arm: おまえ金バックやん
[2045.502] hoshizukiyo3227: なるべく顔出さないように？
[2048.972] (S)peroki0531: 待ってれば勝てそう
[2052.846] (S)Ichigo_Strawberry15: 守りきれば勝ちや
[2056.212] t_bit888: すげぇとこいんな
[2056.980] kanadadao: 人外だからいけるよね？
[2057.064] (S)なーぽん: 登らせるなぁ
[2057.159] まりるー: きちい
[2057.962] 魔神モマン: フェニキ？
[2059.796] (S)taito001: おい
[2060.051] ンンー: モグラ叩きw
[2062.186] 夜の星海: 忘れるな
[2062.464] ruruyank: 顔出さなくていいやん
[2063.044] koukoukoy: おい
[2065.704] (S)yona_0724: おい
[2067.374] 五色椿: おい
[2068.424] (S)kobuta_pig: きつい
[2068.642] nana_om: やばばばん
[2069.290] (S)himikokichi_06: おい
[2069.521] refuse241245: もぐらたたきみたい藁
[2069.923] (S)ameringoame: きびい
[2070.560] bc_moimoi: おい
[2070.621] karage210: おい
[2072.144] (S)an_do121: おい
[2072.276] ギンナン: あ
[2072.829] nana_om: おい？
[2074.384] poteito: うま
[2074.789] PEI_OwO_: おいw
[2074.941] watchan_arm: うま
[2075.017] (S)なーぽん: おい
[2075.569] (S)ぷ_る_た_ぶ: うま
[2075.687] 夜の星海: つっよ
[2076.068] koniro_: おお
[2076.675] 魔神モマン: うまぁ
[2077.272] みどふぃ: うま
[2077.380] (S)ぜろんろ: うま
[2077.456] nashu_noike: ないす
[2077.602] んさく: うま
[2077.834] kagimaru41: うま！
[2077.921] (S)ぱんだぁぁぁ: うま
[2078.026] t_bit888: ないす
[2078.574] koniro_: つよ
[2079.172] (S)negishio___: ないす
[2079.396] (S)Ichigo_Strawberry15: うま！？
[2079.458] (S)torikera0124: うま
[2079.635] いのりさん: つっよ
[2079.797] reo00000630: うま
[2079.819] sunomono8: うっま
[2079.845] 846chan: うまい
[2079.953] 夜の星海: え？
[2080.084] 小トロ: うま
[2080.268] (S)をぺ: ないすぅ！
[2080.312] (S)mattyarate113: うまい！！
[2080.481] なぎさん39: やば
[2080.487] mo_mose: うま
[2080.549] (S)Setiara: うまいー！
[2080.598] (S)ふむふる: ないすぅ
[2080.768] mikan_san: それでかい
[2080.844] koukoukoy: ないすぅ！
[2081.265] asaborake0408: うんまw
[2081.276] hara_punch: おおお
[2081.618] ひかでぇーん: ないす
[2081.753] fuzi_inari: うま
[2082.206] t_bit888: うま
[2082.507] kashiwa_ppz: うま
[2082.929] itoido: うっま
[2083.048] 神代あのラジオ: うまぁい
[2083.193] (S)しかくのさんかく: ないす
[2083.806] (S)Setiara: ないす！！
[2083.874] (S)ぱんだぁぁぁ: は
[2084.150] りかお: 当たるねえ
[2084.504] おへそ: うっま
[2084.854] koukoukoy: うっま
[2085.042] reo00000630: ないす
[2085.115] (S)をぺ: うんま！
[2085.346] (S)そらじろろろろろ: ないす
[2085.405] (S)Ichigo_Strawberry15: ファ！？！？
[2085.561] tanuki_pan: radaoNice
[2085.607] (S)チェル雪: うま
[2085.815] 魔神モマン: たまとれたまとれ
[2086.326] (S)himikokichi_06: ないす
[2086.368] koniro_: え？なに覚醒してる？
[2086.385] (S)れなぽんぽん: うっまぁ
[2086.453] 五色椿: ないす
[2086.569] オクタ: ナイス
[2086.574] kenp1n_8: うま
[2086.716] syotokeeki: うーま
[2086.721] 夜の星海: 天才さん？
[2087.390] (S)ゆう77: ないす
[2087.398] shoporn: うますぎん？
[2087.494] (S)nin__zin202: ナイス！
[2088.501] (S)yona_0724: ないす
[2088.610] debuff_o__: うま
[2089.223] noe_215: つよち
[2089.848] ギンナン: ないす
[2090.548] (S)ameringoame: なあす！
[2090.645] PEI_OwO_: うま
[2090.666] (S)Ichigo_Strawberry15: プロゲーマーさん！？
[2090.726] komeokun85: えぐ
[2091.023] nobume0v0: ないす！
[2091.643] nana_om: てんさい
[2091.832] fuu0312: fuu0312 subscribed at Tier 1. They've subscribed for 15 months! 
[2091.840] (S)himikokichi_06: うんま
[2092.148] (S)kobuta_pig: 天才か？
[2092.307] koshiankoOUO: うっまぁ
[2092.923] itoido: いきなりどうした！？
[2092.987] (S)なーぽん: ちゃんぽん行けんちゃん？
[2092.988] まりるー: つよ
[2093.214] (S)hanyuneko10: radaoNice
[2093.425] t_kskw: うま
[2094.421] (S)panndaman1: ないす
[2094.591] pirokasugg: うま
[2095.552] noe_215: え？ちーと
[2097.535] ayatakaayaya: タテハンnice
[2097.750] esu_99q: わこらだ
[2098.738] (S)peroki0531: 縦ハンないすぅ！
[2099.294] tanuki_pan: 真っ白な世界
[2099.584] tyontyon: うんま
[2099.789] (S)しかくのさんかく: うま
[2100.546] nana_om: 3000やんけ
[2100.849] (S)Setiara: ないす！！！
[2101.302] 4toki22: ないすぅ
[2102.309] (S)露木ロコ: すげ
[2103.628] (S)みそチョコ: うっま
[2105.481] 6choco2: 天才？
[2107.432] (S)taito001: がんばれー
[2111.375] (S)himikokichi_06: うま
[2112.436] koniro_: うううう
[2112.673] んさく: あああああ
[2113.178] (S)torikera0124: おｃ
[2113.486] watchan_arm: おｃ
[2113.694] koukoukoy: ああー
[2113.775] 夜の星海: あああああ
[2114.324] (S)しかくのさんかく: あああ
[2114.490] みどふぃ: おｃ
[2114.854] 神代あのラジオ: わああああああああああ
[2114.951] t_bit888: おｃ
[2114.964] (S)ふむふる: あああああああ
[2115.028] (S)ruchi_13: おしい
[2115.164] 4toki22: あああああああ
[2115.201] (S)taito001: あああ
[2115.459] (S)Ichigo_Strawberry15: おc
[2115.470] 魔神モマン: おっc
[2115.557] nashu_noike: おしい
[2115.668] (S)そおお: おｃ
[2115.822] kashiwa_ppz: おc
[2116.022] kazushan: おｃ
[2116.171] sunomono8: おc
[2116.626] (S)negishio___: あああああ
[2116.689] (S)ぱんだぁぁぁ: ああああああああぁぁぁ
[2116.707] koniro_: おc
[2116.810] (S)1010tento: おｃ
[2116.915] あらんえむかーびぃ: おっっc
[2116.947] 夢現: おｃ
[2116.976] (S)ずみこ: おｃ
[2117.092] rei_0610: おc
[2117.171] mikan_san: マジかー
[2117.267] (S)ぜろんろ: おc
[2117.503] yuimo_1823: radaoGG
[2117.524] (S)雪代: おC！！
[2117.665] world_kohaku: おc
[2118.295] hima_norita: あああああああああ
[2118.311] おへそ: あ
[2118.444] (S)yona_0724: おｃ
[2118.481] みえのえ: おc
[2118.544] 夜の星海: おc
[2118.570] ありせ: ｇｇ
[2118.623] (S)ぷ_る_た_ぶ: radaoCry2
[2118.634] (S)ゆう77: おc
[2118.686] (S)an_do121: あああああ
[2118.832] ひかでぇーん: ああああ
[2118.874] manatsuyu0719: おｃ
[2118.875] tanuki_pan: radaoCry
[2119.142] (S)mattyarate113: おc
[2119.195] (S)ぱんだぁぁぁ: おc
[2119.249] taich35: おｃ
[2119.301] (S)おじょーー: radaoGG
[2119.361] luno_snow: おc
[2119.416] miine1221: おc
[2119.463] いる1023: おc
[2119.466] ashari23: おc
[2119.469] koukoukoy: おc
[2119.822] ei_0322: おしい
[2120.058] rascal_techonol: おc
[2120.125] (S)ふちてゃん: おc
[2120.176] nattu__: おc
[2120.382] kenp1n_8: おc
[2120.392] usagikuro2: おc
[2120.437] (S)r1n_t: おc
[2120.471] itoido: おc
[2120.505] (S)をぺ: おc
[2120.597] みな__: おおお
[2120.651] hara_punch: おc
[2120.658] reo00000630: おc
[2120.752] (S)ふむふる: おc
[2120.868] mo_mose: おしい
[2120.879] きょむ1902: 3000いった…
[2120.884] 燐だよ: おc
[2120.913] watchan_arm: ＧＧ
[2121.379] よもぎくん: フラグ建築士
[2121.532] 白の六号: radaoGG
[2121.534] (S)unavele_nobu: radaoGG
[2121.716] (S)れなぽんぽん: GG
[2122.043] オクタ: おc
[2122.229] 餡子もち: おしー
[2122.247] mukai__yade: ああああ
[2122.468] tanuki_pan: radaoGG
[2122.545] hima_norita: おｃ
[2122.598] (S)こうか: おｃ
[2122.684] bleuuu__32: いまのはきつい
[2122.839] 五色椿: おc
[2122.921] (S)an_do121: おｃ
[2122.952] sunomono8: radaoGG
[2123.070] いる1023: 物資きっっつ
[2123.109] いのりさん: ヘイト買いすぎたなぁ…；；
[2123.158] つなまる: おｃ
[2123.187] あっすー_: おc
[2123.236] (S)Ichigo_Strawberry15: radaoGG
[2123.244] おむりゃいす: おｃ
[2123.397] (S)ゆう77: radaoGG
[2123.899] (S)Setiara: ぁぁぁぁあああ！！！！おc
[2123.942] 6choco2: 縦ハンないすぅ！
[2124.174] (S)himikokichi_06: おc
[2124.282] n0murak0uhe1: わこらだ
[2124.349] ひじき100: おｃ
[2124.666] (S)みそチョコ: おc
[2124.712] enu_xo: gg!!!!
[2125.076] mukai__yade: おc
[2125.210] べクター: radaoGG
[2125.302] なぎさん39: うまかったぞ！！！！！！！
[2125.302] (S)みそギン: おc
[2125.401] itoido: 球がなかったなー
[2125.401] 五色椿: radaoGG
[2125.438] yuimo_1823: 物資キツいなぁ
[2125.441] (S)ここねり: おc
[2125.494] (S)をぺ: radaoGG
[2125.938] (S)hanyuneko10: radaoGG
[2125.941] debuff_o__: おl
[2126.153] (S)nin__zin202: radaoGG
[2126.392] ギンナン: おc
[2126.452] (S)kobuta_pig: radaoGG
[2126.614] (S)ameringoame: あー
[2126.738] 6choco2: ああああああああぁぁぁ
[2126.902] (S)panndaman1: おc
[2126.951] osi0_: gg
[2126.966] (S)なーぽん: あああああぁぁぁ
[2126.992] (S)taito001: しゃーない
[2127.049] bc_moimoi: radaoGG
[2127.122] (S)チョコバナナ食べたいンゴ: radaoGG
[2127.407] (S)Setiara: radaoGG
[2127.517] みえのえ: gg
[2127.558] (S)ぱんだぁぁぁ: つんよー
[2127.602] (S)_ゆずれもん: おc
[2127.603] (S)yusan913: radaoGG
[2127.614] (S)netaiyo: おc
[2127.791] ruruyank: 顔出さなくてよかったんじゃね
[2127.993] neu_rose: おc
[2128.100] (S)みそギン: radaoGG
[2128.223] 贄ﾁｬﾝ: radaoGG
[2128.319] toumyou_2525: おc
[2128.344] ギンナン: radaoGG
[2128.452] syotokeeki: おしー
[2128.556] 小トロ: GG
[2128.660] 6choco2: gg
[2128.663] kurokun91: おし
[2128.682] (S)まきろん_: おし！
[2128.775] nana_om: おc
[2128.799] asaborake0408: gg
[2128.815] nobume0v0: おc
[2128.873] 雪華0830: おc
[2129.014] (S)yossy25252: おしー
[2129.450] shiroa1019: おしー
[2129.492] karage210: おc
[2129.517] (S)ameringoame: おc
[2129.651] debuff_o__: おc
[2129.658] ogaoga7815: おc
[2129.725] (S)panndaman1: radaoGG
[2129.905] lazulite_0: ダブハン惜しいいいいい
[2129.935] hotallu_42: radaoGG
[2129.978] (S)なん69: radaoGG
[2130.022] ほのぼの: おc
[2130.118] スカイウリ: あああああ
[2130.126] (S)buuuuusuka: radaoGG
[2130.138] KinakoMochi_06: おc
[2130.179] (S)露木ロコ: おｃ
[2130.188] (S)abokadooisii666: radaoGG
[2130.199] carbonara10: radaoGG
[2130.450] (S)himikokichi_06: radaoGG
[2130.501] (S)taito001: radaoGG
[2130.678] perrier85note1229: おっしい
[2130.735] おへそ: 340p
[2130.894] だのち: おc
[2131.114] (S)_ゆずれもん: radaoGG
[2131.117] (S)emitsubo723: radaoGG
[2131.134] kashiwa_ppz: gg
[2131.145] aisathank: おしー
[2131.145] gaiantufan: gg
[2131.326] nana_om: ないすう！！！！
[2131.349] (S)ほいほい511: おしーー
[2131.355] (S)dia11313: radaoGG
[2131.373] rai2109: radaoGG
[2131.530] (S)netaiyo: radaoGG
[2131.557] azuun1136: gg
[2131.561] komeokun85: どんみ
[2131.607] (S)kobuta_pig: 惜しかったな
[2131.751] nia_jiku: gg
[2131.767] hoshizukiyo3227: ジブかった
[2131.801] musashipopo: おしーーーー
[2131.812] murasaki_chan: おc
[2132.073] (S)ぜろんろ: ダブハンおc
[2132.101] 五色椿: 物資きつかった
[2132.206] mikan_san: タテハンね
[2132.234] (S)せあくん: radaoGG
[2132.257] mirumiru_h: radaoGG
[2132.274] (S)ここねり: radaoGG
[2132.310] enu_xo: おしかったー、！
[2132.326] (S)雪代: radaoGG
[2132.330] syumawok: おc
[2132.445] (S)みそチョコ: radaoGG
[2132.668] hatiti88: おc
[2132.704] noe_215: たまないのキツかったな
[2132.794] PEI_OwO_: いやーでもうまかった！
[2132.880] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[2134.212] r_udhimaru: おc
[2134.307] sai_ironi11: めちゃくちゃおっしい、、、、、
[2134.366] (S)reitayuki: 欲でたね
[2134.430] (S)コモてや: radaoGG
[2134.679] (S)yona_0724: radaoGG
[2135.091] だのち: ；；
[2135.259] 燐だよ: ダブハン狙えたなぁ
[2135.312] しゃあろっく: ダブハン惜しい
[2135.313] (S)こばやし__: おc
[2135.366] 夜の星海: キルとダメえぐ
[2135.367] 6choco2: おc
[2135.395] r0_0Ru_ruru: おc
[2135.505] aro070: radaoGG
[2135.983] miine1221: 玉負けしたね
[2136.215] murasaki_chan: radaoGG
[2136.225] マメパト: ヘイト買いすぎたね
[2136.277] (S)れなぽんぽん: radaoGG
[2136.431] (S)なーぽん: 惜しかったね
[2136.774] (S)sofutokurimu: radaoGG
[2137.048] kagimaru41: おc
[2137.052] みえのえ: これはローバ
[2137.092] (S)ふむふる: radaoGG
[2137.154] らーな: おcー
[2137.251] (S)をぺ: まじで惜しかったなぁ
[2137.268] (S)ファルム: おc
[2137.325] おねこもち: おc
[2137.463] kainn_1114: gg
[2137.879] (S)unavele_nobu: おｃ
[2137.977] paraparatyahan: オc
[2138.103] (S)k00000000ta: radaoGG
[2138.106] mickey_0922: おｃ
[2138.174] nichan1004: gg
[2138.343] tanuki_pan: あと少しで4000
[2139.507] (S)ずみこ: radaoGG
[2139.728] haripen1202: 3500もうすぐだったね〜
[2140.488] nana_om: 縦はーーーん！
[2140.508] asaborake0408: 物資とヘイトが
[2140.706] miumii_330: おしい
[2140.894] hotallu_42: 物資きつかったね
[2140.948] (S)Setiara: 10キルやばいな
[2141.106] 角角家: ないふぁい
[2141.123] おへそ: 3400
[2141.178] arumafu21: おC
[2141.228] world_kohaku: ダブハンワンチャンあったね
[2141.297] isikirimaru: nf
[2141.372] mint_524108: おc
[2141.551] (S)r1n_t: radaoGG
[2141.677] (S)negishio___: radaoGG
[2141.812] nattu__: ダブハン惜しい
[2141.903] (S)きのこの炊き込みご飯: おc
[2142.082] なぎさん39: gg
[2142.285] mickey_0922: GG
[2142.660] エリンナイル: radaoGG
[2142.798] (S)Ichigo_Strawberry15: でもめちゃくちゃうまかった！
[2143.246] いる1023: 弾がなああああ
[2143.923] aisathank: スモーク小杉
[2143.949] (S)mattyarate113: もうあと1歩だったけど上手かった
[2145.319] もねねん: ないふぁい
[2145.707] miumii_330: radaoGG
[2146.183] (S)ruchi_13: ローバええね、やっぱり
[2147.138] たかばった: 金ノック拾っときゃ良かったのに
[2147.267] miine1221: radaoGG
[2147.363] murasaki_chan: 10キルしとるやんけ
[2147.371] tanuki_pan: くやくや
[2147.583] nobume0v0: ダブハン惜しかったね
[2147.602] oo1016: GG
[2147.816] perrier85note1229: 成長しすぎでしょ
[2148.310] raama1018: じーじー
[2148.730] (S)ゆう77: 悔
[2148.938] (S)ほいほい511: radaoGG
[2148.959] ishicoro_coro_coro: gg
[2149.092] sai_ironi11: これはくやい
[2149.398] まりるー: ダブハンおｃ
[2149.910] 846chan: やはりローバ強い
[2150.192] itoido: 玉あったらもうちょい耐えれてたかな
[2150.388] nana_om: これは惜しい
[2150.715] (S)Setiara: キル数凄かったよ
[2150.853] kagimaru41: マジで惜しかったぁ
[2151.281] pvanillaice: あそこの赤シも取れたらあった
[2151.776] dor1nku: でもタテハン
[2152.186] esu_99q: おしー
[2152.783] (S)ﾏｲﾁｮ: ないふぁい
[2152.838] (S)an_do121: くや
[2152.904] ogaoga7815: ダメつよつよ
[2153.116] (S)ぱんだぁぁぁ: らだお、夜の方が強い？
[2153.437] おへそ: めちゃくちゃうまかったな
[2153.656] beryl3325: 甘えたなぁ
[2153.741] (S)peroki0531: こういう時ローバまじ強い
[2154.284] いのりさん: ローバ強えなぁ
[2154.472] (S)をぺ: これはくやい
[2154.479] T3condo_8910: gg
[2154.681] noe_215: これはマスター
[2154.708] momoaru: おしー
[2155.018] deeno_vl: やっぱローバやな
[2155.161] koshiankoOUO: 次いこー
[2155.246] (S)ほいほい511: くやいねぇ
[2155.272] su_gar__25: はいろーば
[2155.355] shottomo: ダブハンも惜しかったね
[2155.410] 4toki22: ダメージめっちゃ出てた
[2155.422] 五色椿: くやお
[2155.983] yuimo_1823: 今日調子いいね
[2156.172] (S)yude_tamago0111: 上手くなってる？
[2156.175] ctake1: 弾あれば勝ててたね
[2156.205] arumafu21: GG
[2156.231] rei_0610: gg
[2156.361] りかお: チャンピオンだったらダブハンだったかもなーー
[2156.531] 6choco2: マジで上手い
[2157.011] いる1023: もーちょいでタブハンだったね
