[13.348] aki_0122: こんちわ
[15569.377] (S)イエール: ゲージ良き
[15580.546] tabibitox: つか明確にダルシムに有利とれるキャラ使ってる方がめずらしい
[15584.872] nobunobu493: ダルシムがアムネジア持ってたらティアー３くらいには入れた
[15604.059] (S)noi2102: よがねじい
[15613.196] tabibitox: あ
[15615.355] oasis______: ;;
[15615.967] sn0wf0x3: あ
[15618.064] ヨコグシ: あ
[15619.149] (S)rt3191: rt3191 subscribed with Prime. They've subscribed for 6 months, currently on a 3 month streak! 梅さんいつも応援してます！
[15619.528] HirocoT: あ
[15621.645] nagarei77: やるっ
[15622.240] aranami0: もったいなす
[15623.400] rockmantarou: やちょっ
[15623.705] noriyuki3: 今の返してくるんかー
[15625.609] oasis______: BibleThump
[15628.219] kahaku91: 野鳥
[15628.886] ilm0806: 巴なげ食らった瞬間、俺は死んだって言ってたｗ
[15632.153] kodekodechan: ウメちゃんの焦ったインパクトめずらしい
[15635.954] scottiever07: よく返してきたなw
[15646.121] latenight000: フィリピーノチャンプ、まだお前若いのか？
[15651.539] Hikaru_256: 勝ちたがりインパクト感あったｗ
[15658.677] デス動画勢: いま戦績どんな感じ?
[15668.644] Pyssako: HeyGuys
[15669.781] 新ころりん: 誰か数えてる？
[15682.856] tabibitox: リーサルミスったのをみて切り替えしに打った可能性も？
[15683.055] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[15685.223] たあぼ0126: これチャンプなん！？
[15697.104] HirocoT: さっきまで「5連勝」って上にかいてありましたが
[15698.955] tubaki1128: 5-3daigo、4-1
[15704.472] tubaki1128: って感じです
[15713.285] デス動画勢: ありがとうございます!
[15713.996] Pyssako: Take it easy on Champ!!!
[15717.725] nobunobu493: 統計マンあざす
[15798.025] sn0wf0x3: ww
[15799.241] だいこん_: あ
[15802.593] (S)イエール: カイジくん
[15803.326] るーるい: しんりゅうれっぱー
[15804.236] aranami0: ！？
[15805.452] Fkdso555: へたっぴさ～
[15806.176] bbooou: はんちょー
[15806.895] じゃむじゃむお: thank you Fchamp
[15808.046] 5don: (ざわ…ざわざわ…)
[15811.660] ヨコグシ: BibleThump
[15811.940] tabibitox: ワラキア式で〆たかった
[15814.439] FChampryan: Thank you @DaigoTheBeasTV 
[15819.677] HirocoT: ｗ
[15821.237] (S)dokuyubi: 下手だなあカイジくん…コマンドが下手…！
[15822.307] (S)yuukida39: GG
[15823.221] cafe_gondo: GG
[15823.527] Hikaru_256: このケンの強さ、親をダルシムに殺された可能性あるな
[15824.015] noriyuki3: gg
[15824.149] aranami0: GG
[15824.659] tomodaachii: GG
[15824.678] nobunobu493: リバ悲しすぎる
[15824.833] methotrexate_aym: GG
[15825.477] 蝉時雨: リバ対応の波動連携なんてあるんやね
[15826.478] FChampryan: <3
[15827.489] (S)ponponguripon: グッドゲーム！
[15828.565] ヨコグシ: GG
[15828.989] (S)yukikaze083: ｇｇ
[15829.026] (S)軽く捻るか: GG
[15829.140] (S)Opening_Runner: mirunjaneeGoodGame
[15830.327] (S)イエール: ウメちゃん海外勢の「Good Game」モノマネ結構好きw
[15830.331] まるいとうふ: GG!
[15830.505] yoohve: GG
[15830.789] だいこん_: ggs
[15832.357] sn0wf0x3: GG
[15834.273] 吉田じんぎ: 中kジャスパ調べるて言ってた
[15835.453] zyangara2: HeyGuys
[15836.406] tama_zx61: 👍
[15837.001] HirocoT: GG
[15837.067] (S)yukikaze083: sakoSlideinGG
[15841.451] market_fujisaki: GG
[15843.822] kahaku91: 褒められてるよ
[15846.180] (S)potesaraudon: thenkyou fchamp
[15849.207] perfecttakahashi: 視聴者がGGっていうのなんか上から目線な気がするんだよな
[15851.479] RespectTheGrabRange: daigo legend
[15861.848] 蝉時雨: それは気のせいだよ
[15863.401] HirocoT: ソーグッドだそうで。
[15866.815] ilm0806: ずっと so good って言ってた
[15867.017] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[15872.552] mart_00_: GG
[15881.657] (S)ponponguripon: ﾖｶﾞｧ
[15900.612] Hikaru_256: こんだけ得意なのに、まだまだ伸びしろあるってヤバいな
[15919.768] せんじ肉: むっず
[15928.895] るーるい: おっけーい
[15930.409] 蝉時雨: ウメちゃんダルシム戦自体が上手いイメージあるわ
[15932.353] diego_ohunabara: umeYay
[15946.439] 吉田じんぎ: 早速
[15948.574] (S)gularain: あ
[15948.673] ikkoku24: 早速きた
[15949.049] 憂う者の弟子: よがー
[15949.631] aranami0: ｗｗｗ
[15950.115] domontyan: www
[15950.363] sn0wf0x3: はやw
[15951.328] methotrexate_aym: ｗ
[15951.370] alice_in_jp: 草
[15953.042] せんじ肉: ｗｗｗｗ
[15953.964] ddb365: ｗｗ
[15954.697] だいこん_: もち
[15954.701] (S)yukikaze083: ｗｗｗ
[15954.850] (S)ponponguripon: 仙人きちゃった
[15955.114] (S)kakutora_no_o: そして餅さんw
[15956.779] nobunobu493: もちｗ
[15956.943] sn0wf0x3: 餅！
[15957.874] (S)イエール: 島根の人ぉ！！w
[15957.943] Hikaru_256: ボス搭乗ｗ
[15959.446] mart_00_: すぐw
[15959.491] ilm0806: スト6初期のころに、結構負けたからねえ
[15959.747] (S)yukikaze083: 仙人来た～
[15959.986] niboshidaiashi: 仙人
[15960.927] HirocoT: ｗｗｗｗ
[15961.799] 蝉時雨: 4からずっと上手いイメージある
[15962.444] 新ころりん: 島根の仙人
[15969.617] 蝉時雨: 仙人いたぁ
[15970.100] 157655: ダルシムがダルシムを呼んだ
[15971.501] nanakusan793: 仙人かよおおおお
[15973.107] (S)gularain: タイミングすごいなw
[15973.342] まるいとうふ: 仙人が駆けつけてきた
[15975.703] omega312312: ダルシムでなんちゅうMR
[15976.991] だいこん_: 温まってるとこに餅さん
[15977.274] Hikaru_256: ダルシム界隈を怒らせたかｗ
[15977.933] (S)ponponguripon: こちらあったまっております
[15983.559] Qtr1214: (つぎとりめしさんこい！)
[15985.568] 5don: ヨガ王
[15987.412] (S)わんだー77: ダルシムで15位とか凄い
[15989.704] シミズム: 紫蘇カラーなのね餅さん
[16002.422] 5don: どうしてこんなに高ランクなのｗ
[16006.377] まるいとうふ: 「逃がさん！」
[16011.180] 蝉時雨: 結局YHCは何なんだっけ
[16014.497] nobunobu493: 刺し返しすご
[16021.430] 2youyou2: 大足うますぎっす
[16022.379] るーるい: つっよ
[16024.062] tabibitox: 端きつそう
[16024.626] せんじ肉: 端つらそう
[16024.766] omega312312: 差し替え氏ｗ
[16028.092] 新ころりん: ピッタリ
[16030.951] しびれ: 届いた
[16031.870] ilm0806: YHCは、教えないってさ
[16037.670] Hikaru_256: ダルシム側は迂闊にパンチできねぇｗ
[16038.751] perfecttakahashi: YHCが何なのかはウメちゃんも知らないだけじゃなかったっけ
[16040.853] 5don: 存じ上げないけど Y=Yoga なら嬉しい
[16044.048] カブトシロ: 餅さん来たー！
[16046.836] Roxy_ovo: akikiさんは知ってるらしい
[16055.836] zyangara2: YHCは直接聞いたら教えてくれるって言ってた気がする
[16060.638] 将門ゴルゴロ: ダルシムの敵は俺がとる
[16066.952] Qtr1214: 島根に行けば聞けるのか
[16072.013] シミズム: ダルシムのジャスパだけなんか豪勢で笑える
[16086.912] gorogorogorn: 愛媛のついでに聞いてこう
[16087.649] 蝉時雨: YHCの謎を求めて探検隊は島根に向かうのであった
[16101.658] 5don: 八百万一閃！
[16133.594] るーるい: ああああああおお
[16135.784] 憂う者の弟子: やったか！？
[16137.963] (S)ponponguripon: 島根は空が近くていいとこよね
[16143.526] fireballkid1981: ｱｲｲｲｲｲ
[16145.858] るーるい: ｱｲｲｲ
[16146.975] (S)イエール: umeCossack
[16151.539] (S)軽く捻るか: ナイスー！
[16151.809] 戸愚呂妹: うおおおお
[16152.204] aranami0: つーよい
[16158.811] (S)yukikaze083: sakoShakeAIIIII
[16161.781] jambotanishi: 餅もなんで餅なんだろ？
[16168.238] 新ころりん: YBCだとヤマザキビスケットだしYHCはなんなんだろう・・・
[16169.310] るーるい: 餅つけ
[16208.455] るーるい: ｱｲｲｲ
[16214.402] market_fujisaki: 惜しい
[16268.059] tabibitox: 使わざるをえねぇ
[16268.473] るーるい: さっきのやつか
[16280.657] (S)イエール: うああああ
[16281.484] るーるい: アイイイイヤ
[16283.763] sn0wf0x3: あいやー
[16286.638] (S)gularain: アイヤー
[16301.405] (S)ponponguripon: 🙌
[16314.307] Kamoyan3: 持田さんだからじゃない？→餅。レッドブルクミテのサイトに本名あったし
[16332.103] TheGoadstool: Aamzing
[16333.794] market_fujisaki: 投げたー
[16336.616] るーるい: つよ
[16350.860] Hikaru_256: バーンアウトしても立ち向かうダルシムキラー
[16361.966] Youhei6251: YHCは墓場まで持ってくらしいから探り様がない
[16396.123] るーるい: うっま
[16400.334] market_fujisaki: やべえｗ
[16415.790] tankbba146: ウメちゃんは知ってるでしょ
[16422.224] yoohve: Yoga Health Center
[16438.524] yakka9669: 弱p弱p弱k昇竜むずがしい
[16439.671] (S)kakutora_no_o: きんちょ
[16440.759] zyangara2: 多分知ってる人多いけどあえて言ってないのもあると思う
[16441.127] (S)ponponguripon: きいろい
[16441.247] (S)イエール: きんちょ
[16442.528] Fkdso555: くわっ
[16444.076] chicken_dumpling: @yoohve 
[16447.564] sn0wf0x3: きんちょにぃ
[16448.590] mirror_ball: YHCが何の略か知らない人多いんだな
[16457.054] 蝉時雨: 知ってる人いたぁ
[16464.456] tankbba146: 知ってる人いるの！？
[16486.435] るーるい: 略されたらそりゃ知らないってなるのが普通ｗ
[16486.549] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[16491.312] ma_kube: 同じく配信中のきんちょーるさん
[16505.979] tabibitox: 闇の応酬
[16508.784] kuniyoshi8: カラシみたいな黄色だな
[16513.118] Fkdso555: 闇闇
[16518.836] yakka9669: しみーうまー
[16530.494] だいこん_: はや
[16542.493] Youhei6251: YSBしか知らないなぁ…
[16557.167] syan1114: しみコーンが食いたく鳴るカラー
[16634.067] かべ_娘は双子: 鳥肌実がカラシ色の革ジャン着てたね。痩せてた頃だけど。
[16651.751] 蝉時雨: レバーレスってリバサバクステしやすかったりする？
[16662.283] るーるい: KFC走ってるか？
[16666.864] るーるい: KFCは知ってるか？
[16685.087] (S)イエール: その誤入力笑うからやめてw
[16715.483] syrup9000g: 🐓
[16715.603] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[16719.155] (S)monen_tofu: 🍗⸒⸒
[16739.555] (S)イエール: カーネルサンダースがラッシュしてる絵が浮かんだわ
[16750.734] Hikaru_256: KFC餅は美味しそう
[16752.298] るーるい: 正解だ、🍗
[16752.828] syrup9000g: ｯｹｲ
[16759.595] (S)軽く捻るか: っけい！
[16766.876] (S)ponponguripon: 今日ももりますねえ
[16772.565] (S)イエール: モリモリ
[16774.863] 憂う者の弟子: りりたむ
[16775.419] (S)軽く捻るか: お
[16778.048] nobunobu493: でたー
[16780.449] syrup9000g: つえーやつ
[16784.158] (S)artri4: あの奮迅中脚ってヒット確認無理なのかな
[16786.914] revjet: 中段一応ヒット確認可能なんよ
[16798.346] 新ころりん: まーじ 猛者としか当たらないランクマ
[16799.040] (S)akatoki_mk1: KFC鶏
[16799.615] だいこん_: ネームドしかいない
[16809.230] bobonchuaaaa: そろそろ白道着見たくなってきた。。。
[16809.497] るーるい: KFC-鶏
[16810.140] nanaumemayo: アピールしていけ
[16814.126] gondawaragon: なんか強い人と当たるね、前からこんなもんだっけ？
[16817.292] ブラッドリンク: ケンの昇龍見ると、ダンの姿勢って正しかったんやな…膝の角度ソックリ！
[16820.189] maddy2623: じゃーんけーん！
[16822.997] syrup9000g: ぴったり
[16844.661] 蝉時雨: マッチングちゃんとなるようにアプデ入ったっぽいよ
[16844.714] (S)セルベリア: SBI証券、一部業務の停止命令が出たけど大丈夫かな
[16846.401] kusogekun: ジャンケンマンとトマトマンだけは意味がわからない
[16859.922] 箸くれ: 年始のアプデでマッチング改善されたって言ってなかったっけ
[16861.050] Hikaru_256: この色のリリー、あまり自然愛してなさそう
[16863.719] syrup9000g: ひやひや
[16866.712] だいこん_: 出んがや
[16876.854] ミジンコ隊長: ミジンコ隊長 subscribed with Prime. They've subscribed for 11 months, currently on a 1 month streak! umeCatGlare
[16884.443] (S)イエール: 渋谷の風まとってそう
[16886.000] たあぼ0126: saが出ねぇ！
[16891.045] るーるい: でも、リリーはピンク使ってる人多すぎて飽きる
[16906.545] るーるい: 排気ガスでしょ
[16916.750] (S)イエール: ww
[16917.811] Hikaru_256: 室外機の熱を感じそうだ
[16937.186] (S)軽く捻るか: あぶなかった
[16937.211] (S)monen_tofu: ペチッ
[16938.354] sn0wf0x3: あぶねww
[16942.785] 新ころりん: コワイこわい
[16961.567] tankbba146: 風ないときの端まじで弱いんだなリリー
[16979.352] (S)Reopon_: people people
[16987.880] だいこん_: なんか当たった
[16990.602] Hikaru_256: そうか、リリーは真空じゃ戦えないのか
[16991.006] nobunobu493: ほぼアベルだよなこいつ
[17025.742] oasis______: !!
[17031.094] (S)monen_tofu: おお
[17031.502] oasis______: holy shit
[17033.056] るーるい: あ
[17033.710] (S)軽く捻るか: おおおお
[17034.437] diego_ohunabara: umeYay
[17034.987] maddy2623: ほあー
[17035.802] tankbba146: マナー〇
[17037.529] たあぼ0126: うま
[17038.194] (S)gularain: おおおおおお！
[17038.303] oasis______: the beast
[17038.431] sn0wf0x3: うおおおおお
[17038.563] 蝉時雨: おー
[17039.863] ひろみつー: すげえええけ
[17039.955] だいこん_: グッドマナー
