[15.553] momouni: わらこだ
[1953.414] syamuneb: 全クリで満足しなかったら買う
[1954.065] pikopakopoko: ストーリー深くなるよ知らんげ
[1955.138] gutimu: やってから決めたらいいね
[1955.146] kokesinn: 勇者の試練が追加される
[1955.399] はらこごはん: ハードコアみたいなのが出るよ
[1955.514] earth618: ごっちゃになる
[1955.910] Hunuke0606: 買わなそう
[1955.991] (S)キアラ3: １回やってからでもいいと思う。
[1956.163] arbaba: 宝箱増えるはず
[1957.886] rioapr03: 5年前
[1959.134] kyasunaaaa: こんばんは！初見です！！イケメンイケボ配信者さんと聞いてきたのですが合ってますか？？
[1959.269] ruchi_13: 2017
[1959.409] カナバ: なんか別サイドから見る話とか
[1959.416] ramune_02gw: 昔
[1959.500] (S)ak_type: 2017
[1960.287] yamaokun0707: ラーメンの替え玉みたいなもんやねー
[1960.369] navyblue___: 五年前
[1960.440] m_sakuta: うん
[1960.530] (S)nakihai556: 割とあるよ
[1960.692] しまやん: ちょうど5年前くらい
[1960.842] s_a_t_u_k_i5505: radaoEhehe
[1961.076] 哀れな人の子: 5年前
[1961.244] lemoncheesesource: 2017
[1961.519] (S)音吐朗々: 2017
[1962.193] るん1213: 5年前
[1962.208] pino_0712: 5年前
[1962.410] zratrni: うん
[1962.504] (S)oramuchyan: ５年前
[1962.572] ケーブル接続: 五年前
[1962.621] mattun_kei84: ハマれそして買え
[1962.917] にらあ: 17
[1963.331] uni_mm: 5年前
[1963.622] アーユン: 5年前くらい
[1963.735] 夢現: Ｓｗｉｔｃｈのローンチ
[1963.743] (S)tarakobb: うん
[1963.855] ponharu: ５年前
[1963.891] edyoshi0624: わこらだ
[1964.330] ギャンブルはやめましょう: 5年前
[1964.422] YodoRa: 5年前
[1964.442] anchor_0309: 5二年前
[1964.560] mocomoco_3_0141: 2017
[1964.564] アキレゐト: 5年前よ
[1964.567] きゅうりクン: 五年前
[1964.604] pikopakopoko: やらんと多分内容わからんよ
[1964.649] kukukiki1220: はまるからかえ
[1964.770] (S)hisoka_HyskoA0606: 結構前
[1964.844] 中ととろ: すぐじゃなくてもいいな
[1965.000] らじラック: ２０１７
[1965.626] ma4su0: 同時だね
[1965.909] neu_rose: 2017かな
[1966.135] nanadefo: 2017
[1966.353] tanuki_pan: 今は昔
[1967.251] furrrrfox: ローンチだから
[1968.062] 2zuki7: めっちゃ前
[1968.100] あまね_えええ: 今北〜
[1968.434] syamuneb: 5年前
[1968.856] ケーブル接続: おう
[1968.943] (S)urullowo: 2017？
[1968.990] keren_fox: 2017/3/3
[1969.127] aburi_born: switch発売とどうじやね
[1969.561] (S)スターレイルプレイヤー: もうか....
[1969.618] s_a_t_u_k_i5505: radaoEhehe
[1969.808] ねむ_ぽぽぽ: 結構前
[1970.265] (S)あきまる4649: Switchと同時に
[1970.280] (S)いいだこ: wiiUからあるよ
[1972.093] (S)Zzz_jun: めっちゃ前やん
[1972.762] _あおいろ_: ローンチだよ
[1973.027] (S)_りゅん: 普通にやってから買うほうが思い入れできると思う
[1973.279] ayunosioyaki0223: やば
[1973.319] YodoRa: 2017年、5年前
[1974.421] (S)fuu_maru: 5年前か
[1975.111] rarima_3: 5年前
[1975.372] えを: 今やってもおもろい
[1975.703] pikopakopoko: 3年前とか？
[1975.933] hoshi_aka_ri: 時の流れは早いなぁ
[1976.081] 夢現: それな
[1977.177] にわすずめ: 5年前ってまじかよ
[1977.256] itoido: きっも
[1977.701] ma4su0: うん
[1977.721] あまね_えええ: 何の話?
[1978.625] てんたた: やっば
[1979.074] rioapr03: それね
[1979.319] ドミノくん: 5年前ぐらい
[1979.371] ケーブル接続: それな
[1979.399] (S)4maten: それな
[1979.429] sabakanu: キモイね
[1979.534] ayunosioyaki0223: それな
[1979.827] ruchi_13: ぽまえが24歳の時
[1980.072] Hunuke0606: wiiUのもある
[1980.317] macchan114514: だいぶ前
[1980.440] ふくふくう: うん
[1980.650] prpr_friedrice2: もともときもいよ
[1980.856] ロクでなし: 知ってる
[1981.047] honehone_2: それな
[1981.100] YodoRa: WiiU版もあるから5年前
[1981.574] (S)nakihai556: そうね
[1981.669] カナバ: キヨさんが逆張りってこと？
[1981.736] koronn224: WiiUやぞ
[1981.941] (S)Zzz_jun: 本当にそう
[1982.000] f_erick: 逆ばってるからだろ
[1982.176] ゐゐは: きもい
[1982.412] ゆはろ: 流れに乗るのが遅い
[1982.489] ケーブル接続: まじそれ
[1982.534] haku1219: 5年前
[1982.614] hime_ki: 逆張りおじさん
[1982.660] pikopakopoko: 5年前か
[1982.697] ラムネ味: それな！
[1983.185] 塩辛食べたい: 自覚したの？
[1983.533] neu_rose: そろそろ2出るしな（）
[1983.745] zratrni: 5年前？
[1983.776] tensoba619: 知ってるよ
[1983.806] lein2: そんな経つんだ
[1983.826] kaede_2121: 5年前
[1983.829] yamaokun0707: 名作は廃れないぜ！
[1983.964] syamuneb: うんきもい
[1983.985] はらこごはん: 五年前
[1984.011] takuanrx: きもいのはいつも
[1984.022] osoba_tabetai: それな
[1984.162] ねむ_ぽぽぽ: やばい
[1984.382] 北宮エクストリーム: うん
[1984.452] soramimi___: うんきもいわ
[1984.633] (S)キアラ3: 5年前か
[1984.724] toyu315: きもいな
[1984.725] (S)hiyashi0125: WiiUから
[1985.168] mizukura: WiiUのゲームだから
[1985.487] (S)haamisi: ソロマス楽しみだなー(チラッ)
[1986.210] meme0_0han: ほんときもい
[1986.524] (S)ak_type: きしょ
[1986.640] アキレゐト: キヨさんのこと逆張りおじさんって言ってる？
[1986.996] many7575: キモい(笑)
[1987.167] てんたた: ほんとだよ
[1987.693] mizusakura0326: それな
[1987.911] (S)スペルタン: 逆張り
[1988.373] (S)sunesagepoteto: wiiuにもあったもんな
[1988.400] (S)covalt_blue: スプラ
[1988.470] YodoRa: 元からキモイよ
[1988.693] waraashi: ほんそれ
[1989.057] (S)mokkun_fesiro: 今やっても面白いよ
[1989.166] ゐゐは: やっと自覚したか
[1989.207] kojimanominato: 逆張りしたから？
[1989.911] becpac: だから友達とも話がかみ合わない
[1989.956] みかぬです: やっと気づいた？
[1989.991] nagosaku: 逆張り
[1990.111] (S)いいだこ: そろそろ2出るよ
[1990.122] sakanoooo: キヨさんが逆張りしたって言うんですか！？
[1990.319] mimiman__: きもい
[1990.330] 縮緬雑魚: エルデンリングも5年後そう言ってるかもな
[1990.430] uziro0836: わこらだ 
[1991.018] (S)fuu_maru: 逆張りしてるからだよ
[1991.215] 無限叉焼魚肉ソーセージ: 逆張りしてるからだろ
[1991.730] 星空くん: スマブラしとったから
[1991.764] 星空の海月: それな
[1992.514] gutimu: きもい
[1992.857] pikopakopoko: やっとやりだしたって感じだね
[1993.088] mocomoco_3_0141: それな
[1993.362] (S)シモ0803: ほんとにな
[1994.056] Hunuke0606: 自覚あるのね
[1994.471] (S)rigore_napoli: きしょいわ
[1994.689] anchor_0309: わっか
[1994.916] akiu___0727: きm
[1995.578] haku1219: それな
[1995.584] kokesinn: Wii U もある
[1995.794] (S)スペルタン: わっか
[1996.053] しおおおおおおお: ここまで生きてるゼルダもやべえよ
[1996.261] 天ぷらおむすび: よくわかってんじゃん
[1996.367] tsukiya_kazuki: キモいけどそれがぽまえだよ
[1996.548] 哀れな人の子: 老いたな
[1996.887] akiaki48: それなー
[1997.232] YodoRa: キヨさんきもいってこと！？
[1997.777] f_erick: うわ
[1997.910] 2jqtpja: ◯ヨさんディス？
[1998.179] 中ととろ: わかる
[1998.244] syamuneb: わっか
[1998.755] きりたんぽ川口: 臭い
[1999.066] ma4su0: ふっる
[1999.207] もぐつむり: わっか
[1999.233] prpr_friedrice2: うわ
[1999.338] (S)time_is_god84: それなきもい
[1999.424] ねむ_ぽぽぽ: 若い
[1999.466] ドミノくん: き〇さんにも言ってる？
[1999.587] ayunosioyaki0223: あー
[1999.653] (S)urullowo: 最近始めたから楽しみすぎ
[1999.803] (S)lewis_craine: そうだぞ
[1999.867] (S)himikokichi_06: ギリアラサーじゃない
[2001.473] hatuta1113: わっか
[2001.507] sakanoooo: わっか
[2001.615] anchor_0309: なっっつ
[2001.655] wataru0902: いいと思う
[2001.698] rarima_3: キヨさんもきもいのか？
[2001.931] ゐゐは: わっか
[2002.174] カナバ: 今も頑張れ
[2002.555] (S)fuu_maru: あー
[2002.651] (S)iamraiku: 某実況者もキモいってこと？
[2002.792] すいぺりあ: あー
[2002.998] 夢現: あ
[2003.081] はらこごはん: やっと気付く
[2003.142] marusuke2723: 流行への抵抗
[2003.277] ~MISSING_COMMENTER_INFO~: キヨさんの事キモいって言った？
[2003.338] tuukune: わー
[2003.495] sedamamek: らっだぁだもん
[2003.636] itoido: わっか
[2003.790] nuuuuunn: きもい
[2003.809] (S)8分19秒: ｗ
[2003.948] (S)akkanvea: ◯◯さんの見てた
[2004.027] (S)nari_0602: radaoWakotu
[2004.340] かな_1111: 今も頑張れよ
[2004.349] ayunosioyaki0223: あ
[2004.475] navyblue___: あ
[2004.496] アーユン: wwwwww
[2004.592] nankanohasikko: あ
[2004.863] (S)Zzz_jun: あ
[2005.112] whip3657: 今だからこそエモいんじゃない？
[2005.309] (S)rascal_techonol: あ
[2005.386] itoido: あ
[2005.439] soramimi___: あ
[2005.503] syamuneb: おっと
[2005.542] prpr_friedrice2: あ
[2005.544] tanuki_pan: 闇の毎日投稿
[2005.589] (S)mid_koa: ここまで来たら次の作品出てからにしよう
[2005.633] りーふ93: キヨ〇さんのことバカにしました？
[2005.726] hoshi_aka_ri: わっか
[2005.912] (S)nobume0v0: あ
[2005.933] purinndaifuku: キヨさんバカにしてる？
[2006.024] ramune_02gw: www
[2006.083] masaba014147: エルデンリングも5年後にやりそう
[2006.115] zratrni: キヨさんもやってたやつやんな
[2006.156] ふゅです: あ
[2006.183] honehone_2: あ
[2006.190] mizusakura0326: あ
[2006.290] (S)よぐちゃ: ｗｗｗｗ
[2006.378] pikopakopoko: わっか
[2006.386] (S)nakihai556: あ
[2006.396] (S)ちゃつう: あ
[2006.539] にらあ: めっちゃ前じゃん
[2006.651] ma4su0: おい
[2006.721] 777kamikami: あ
[2006.841] (S)mbando55: あ
[2007.035] cori5698: あ
[2007.212] remiiiii_28: あ
[2007.317] (S)スペルタン: あ
[2007.479] ケーブル接続: 今も頑張れよ
[2007.639] mini3931: あ
[2007.662] ruchi_13: www
[2007.730] もぐつむり: あ
[2007.867] toyu315: あ
[2008.173] 夢音0616: あ
[2008.254] ラムネ味: あ
[2008.401] らじラック: あ
[2008.437] (S)しおなみ: まじかよらっだぁ
[2008.471] hime_ki: あ
[2008.528] てんたた: あ
[2008.699] ケーブル接続: あ
[2008.886] メルシィー: あ
[2008.921] hoshi_aka_ri: あ
[2008.928] akiu___0727: あ
[2009.077] (S)4maten: あ
[2009.180] lowing1120: あ
[2009.227] おおにゃんこ: あ
[2009.291] haku1219: あ
[2009.309] purinndaifuku: あ
[2009.320] ゐゐは: あ
[2009.534] aruto_33: あ
[2009.716] mimiman__: あ
[2009.787] (S)スパーズ: あ
[2009.911] やおにいち: あ
[2009.933] ama_yzk00: 流行りに乗り遅れる男らだお
[2009.934] tako_25__: あ
[2010.150] (S)Zzz_jun: radaoKasu
[2010.164] souta0712likeblue: あ
[2010.402] tunamayo1234: あ
[2010.561] ミオンだよーん: あ
[2010.610] (S)nekodama2155: あ
[2010.668] orio_1024: あ
[2010.789] 777kamikami: ああ
[2010.908] tsukiya_kazuki: あ
[2011.113] 星空の海月: あ
[2011.127] marusuke2723: あ
[2011.132] daibarorin: あ
[2011.265] anchor_0309: 炎上
[2011.467] (S)sunesagepoteto: あーあ
[2011.721] tomatotto_: あ
[2011.765] 誤字しまくるマン: あ
[2011.776] nagosaku: あ
[2012.036] ramune_02gw: あ
[2012.144] Hunuke0606: w
[2012.149] もずく_37: あ
[2013.060] ゆはろ: あーあ
[2013.169] sakanoooo: やったね
[2013.289] (S)Zzz_jun: radaoMoeru
[2013.303] tomeit_22: もうアラサーか
[2013.387] tuukune: あ
[2013.585] 塩辛食べたい: あ
[2013.885] 夜句由: あ
[2014.102] 砂ザトウ: あ
[2014.115] karen__1121: あ
[2014.133] 777kamikami: あ
[2014.230] みえのえ: ああ
[2014.456] mikan__1124: あ
[2014.486] soramimi___: 今までありがとうね
[2014.698] arasin2157: あ
[2014.732] ponharu: あーあ
[2014.913] kuromuchan_xqx: あ
[2015.147] ねむ_ぽぽぽ: あ
[2015.148] やぎふらい: radaoBigcry
[2015.148] wa_iam_: あ
[2015.404] (S)urullowo: あ
[2015.520] syamuneb: はい炎上
[2015.729] 夢現: 炎上おめ
[2015.824] aburi_born: あーあ
[2015.886] yamaokun0707: 偏向報道w
[2016.191] hasami_girotin: あ
[2016.389] (S)mbando55: 口がよく回るね
[2017.649] honehone_2: キモいって言ったよね？
[2017.707] 2jqtpja: ふーん
[2017.918] 中ととろ: かえして
[2017.930] (S)uro_1604: あ
[2018.255] もぐつむり: はい炎上
[2018.653] (S)キアラ3: うちの上司がめちゃめちゃ勧めてくる
[2018.722] tako_25__: あーあ
[2018.725] pikopakopoko: 乗り遅れたんだね
[2018.877] haku1219: あーあ
[2019.560] ramune_02gw: 炎上
[2019.599] amane73: あ
[2019.638] osoba_tabetai: 逆に24歳何してた？
[2020.024] hatuta1113: あ
[2020.048] (S)よぐちゃ: やちゃったね
[2020.052] アーユン: 炎上
[2020.089] 縮緬雑魚: キヨは計算高い男ってことか
[2020.170] YodoRa: radaoMoeru
[2020.256] (S)えりさ_: radaoMoeru
[2021.073] (S)urullowo: 炎上🔥
[2021.250] ひのした: あーあ
[2021.569] ゐゐは: あーあ
[2021.777] itoido: お前は行き当たりばったりな活動してるもんな
[2022.207] (S)Zzz_jun: これまでありがとう
[2022.412] tsukiya_kazuki: さようなら
[2022.985] kyo_kaaa: あーあ
[2023.132] hoshi_aka_ri: はい炎上
[2023.183] (S)8分19秒: 青鬼＃〇〇
[2023.214] chitose0917: あーあ
[2023.383] hatiti88: あーあ
[2023.534] 誤字しまくるマン: あーあ
[2023.588] hime_ki: ばいばい
[2023.609] 砂ザトウ: 炎上
[2023.838] すいぺりあ: radaoMoeru
[2023.951] mope716: よく口が回るねぇ
[2024.174] prpr_friedrice2: らっだぁは？
[2024.563] ramune_02gw: 炎上だな
[2024.782] navyblue___: まぁキヨはお前と違って視聴回数すごいから
[2024.784] はらこごはん: あ
[2024.825] (S)りちゅる: あーあ
[2025.730] れいねこ1: 策士？
[2025.971] (S)あきまる4649: 5年前にやってればまだ頭が良かったかもな
[2026.095] muutyo_io: あ
[2026.203] zratrni: あーあーあ
[2026.700] ねむ_ぽぽぽ: 言っちゃった
[2027.031] (S)Zzz_jun: さようなら
[2027.111] てんたた: きもいってこと？
[2027.236] (S)ヨヒラ: あーあ
[2027.276] sugar_2839: あーあ
[2027.288] (S)zawdard: radaoMoeru
[2027.290] 誤字しまくるマン: あ
[2027.565] ミオンだよーん: あー
[2028.143] rarima_3: radaoAngry2
[2028.440] salmon_shakesake: らっだぁ灰になっちゃう
[2029.041] tanuki_pan: クリップ班動きます？
[2029.122] hoshi_aka_ri: radaoAngry2
[2029.123] 哀れな人の子: らっだぁはないけどな
[2029.401] (S)rigore_napoli: あーあ
[2029.473] ruchi_13: それに乗っかるらっだぁ
[2029.621] 6atorokunen6: あーあ
[2029.827] ラムネ味: radaoMoeru
[2029.860] カナバ: でもキヨさん誰もやってないゲームやるから逆張りお兄さんと言っても過言だよね
[2030.013] mini3931: radaoAngry2
[2030.129] ケーブル接続: 今まであり
[2030.303] 誤字しまくるマン: あーあ
[2030.433] みりンゴ: あーあ
[2030.509] Ruria00: あーあーあー
[2030.532] ~MISSING_COMMENTER_INFO~: あ
[2030.670] whip3657: それはそれで
[2030.949] ma4su0: 炎上
[2031.134] pasu0517: あーあーあーあー
[2031.352] sakanoooo: あーあ
[2031.414] (S)8分19秒: じゃあお前は？
[2031.503] ponharu: キヨさんの何を知ってるの
[2031.588] (S)uro_1604: それはそれで
[2031.823] venomoon_2525: チクロ
[2032.009] gutimu: あー
[2032.495] (S)しおなみ: 危なかったな
[2032.550] haku1219: おー
[2032.755] 777kamikami: 炎上ソムリエやぞ
[2032.871] many7575: あーね
[2033.019] (S)シモ0803: 炎上
