[5.367] da1marrrr: うおおおおおおおおおおおお
[7336.937] Mira7510: うぉぉぉぉぉぉ
[7336.988] むろ_: おおおおお
[7337.079] fuwamo2106: うおおおおおお
[7337.633] ゆかりんりん: ｗｗｗｗｗ
[7337.651] nutimaasu: 一戦目何位だったの？
[7337.684] baceneKo: ｗｗｗｗｗｗｗ
[7337.711] MIKU_J0311: あったか
[7337.887] ~MISSING_COMMENTER_INFO~: radaoKitya
[7338.230] ゆきとよ: radaoKansya
[7338.365] (S)nobume0v0: radaoKitya
[7338.480] アストモ: うおおおおお
[7338.497] (S)さえだ: おおおおお
[7338.517] takenokomusi: きちゃーーーーーー
[7338.722] 猫又01: おい
[7338.859] mi_tyan562: wwwwww
[7339.067] さくいろか: radaoKansya
[7339.416] (S)視聴者ぁ: www
[7339.458] ayunosioyaki0223: wwwwww
[7339.519] (S)koharapi: radaoKitya
[7339.615] りむだよー: きたきた
[7339.846] (S)れん_11: WAO
[7340.216] オレオおおおおおお: wwwwww
[7340.565] 愛の林檎: クソキモみせつけろ
[7340.649] (S)sora_mameee: はっやｗｗｗ
[7340.763] しば茶漬け: あついねぇ
[7340.897] にわすずめ: wwwwwwww
[7340.979] MIKU_J0311: www
[7341.027] tm0kn: おおおおお
[7341.034] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗ
[7341.165] mxesan: きちゃああああ
[7341.187] えりさ_: おい
[7341.214] りむだよー: これこれ
[7341.367] (S)emazkirin: radaoKitya
[7341.787] (S)雪狐0143: おい
[7341.945] 愛の林檎: wwwwwwwwwwwwwwwwwwwwwwwwwww
[7342.045] pu_tyan: radaoKitya
[7342.096] カミウララ: うおおおおおお
[7342.934] スペルタン: きもきもムーブきたあああああ
[7343.014] ホトトギス: wwwww
[7343.121] mbando55: はっや
[7343.181] tanuki_pan: やる気ww
[7343.217] rira_nyan: はっや
[7343.232] rosemary0920: wwwwww
[7343.331] (S)いちうら: radaoKitya
[7343.342] エイさん: 嫌われていけ！
[7343.547] (S)Ruria00: おい
[7343.582] (S)kuugay0905: wwwwwwwwwww
[7344.165] MIKU_J0311: radaoKitya
[7344.385] (S)hanamaru_chan323: radaoKitya
[7344.558] (S)壱代目: wwww
[7344.629] 灰鷹: wwwwwww
[7344.780] (S)おまめぃ: はんやw
[7344.806] (S)gyouzachann: テンションがww
[7345.015] 立花日和_040309: はええ
[7345.269] nanyasore: おい
[7346.079] (S)いちうら: ｗｗｗｗｗ
[7346.332] 愛の林檎: はやすぎwwwwwwwwwwwwwwwwww
[7346.543] (S)視聴者ぁ: 野良
[7346.563] みみミみ: wwww
[7346.728] Ichigo_Strawberry15: radaoKitya
[7346.800] そふぃ3: 気がはえぇよwwwww
[7346.830] smile_826: wwwwwwwww
[7347.826] えりさ_: 野良
[7348.955] otohimitu: はやすぎw
[7349.109] ~MISSING_COMMENTER_INFO~: 野良
[7349.142] むろ_: wwwww
[7349.316] (S)chayu_san: 野良
[7349.539] nanasi___0: www
[7350.675] (S)torue_p: ガチでそれだけでいい
[7351.244] (S)riiili_: radaoKitya
[7351.597] tunamayo1234: www
[7351.806] takenokomusi: 野良
[7351.999] 夜終: radaoKitya
[7352.760] (S)シュウ米: radaoKitya
[7353.671] nanasi___0: 野良
[7353.876] にわすずめ: 野良チャーライ
[7354.821] kamuni47: あったのら
[7354.965] むろ_: 野良
[7355.106] スペルタン: あ
[7355.141] 愛の林檎: ん？
[7355.499] himikokichi_06: え
[7355.669] mi_tyan562: え
[7355.798] nakihai556: え
[7356.439] にわすずめ: え
[7356.660] (S)雪狐0143: あれ
[7356.768] ayunosioyaki0223: え
[7356.884] えりさ_: あ、
[7357.040] まだら25: え
[7357.473] (S)いちうら: え
[7357.501] しかくのさんかく: え
[7357.690] wpj575: え
[7357.697] (S)nobume0v0: おっと
[7357.711] (S)わらびもち_11: え
[7357.911] 雨傘ライ: え
[7357.955] (S)kuugay0905: え
[7358.267] (S)sora_mameee: え
[7358.298] KinakoMochi_06: 全部野良だろ
[7358.940] smile_826: え
[7358.957] しば茶漬け: まずい？
[7358.980] woodm9o: え
[7359.172] Sironoawa_: え
[7359.225] 8分19秒: 山田くんのやつの方が当たるよ
[7359.479] オレオおおおおおお: あ
[7359.596] jhonnymorimori: まじかよ
[7359.607] nazu_7z: あら
[7359.634] 莉田: え
[7359.721] rosemary0920: え
[7359.811] (S)雪狐0143: え
[7359.858] mikann7: え
[7360.305] tukky1208: うわぁ
[7360.395] nanyasore: え
[7360.414] そー司郎: え
[7360.461] hima_norita: え
[7360.586] (S)壱代目: え
[7360.602] kagura_kiba: え
[7360.659] charlotte0ra: え
[7360.912] ホトトギス: え
[7361.092] (S)ベニマル: え
[7361.099] kohana0d06: え
[7361.116] バザァァァド: え
[7361.124] (S)koharapi: え
[7361.140] にわすずめ: 嘘だ！
[7361.170] むろ_: え
[7361.221] chankyo8: え
[7361.692] mi_tyan562: まず…
[7361.780] ruu_ha: まじか
[7362.062] fh0522: 嘘だろ
[7362.167] (S)Ruria00: え
[7362.185] miyamiya138: え
[7362.453] exia_182: え
[7362.582] nanasi___0: え
[7362.669] nekodama2155: おっと…
[7362.712] 立花日和_040309: え
[7362.893] 愛の林檎: うわあ
[7363.011] (S)dhisan_ino: さっき見た
[7363.062] (S)朝顔もーにんぐ: え
[7363.650] れなぽんぽん: 地獄の始まり
[7363.679] そふぃ3: キッツ
[7363.898] rona0525: え
[7364.342] takenokomusi: おっと
[7364.550] (S)chayu_san: え
[7364.932] moufu3: 野良チャーライ
[7365.286] ra1two: え
[7365.428] (S)gyouzachann: やめてくれ〜
[7365.563] (S)視聴者ぁ: え
[7365.849] まだら25: まず
[7366.180] キラキラボシ: え
[7366.416] moufu3: え
[7366.644] ソーダｯｯｯｯ: おっと
[7366.959] むてす: きつ
[7367.015] 斉藤田中: やば
[7368.445] (S)ｻｧｻ: おっと
[7368.545] (S)sora_mameee: きっつ
[7368.548] えふむ: やばw
[7369.013] MIKU_J0311: 運悪いな
[7369.046] (S)フュ: 再放送か
[7370.487] krns0001: おわた
[7370.539] むろ_: まず
[7370.944] のこ木綿: きつ
[7371.557] (S)雪狐0143: やば
[7372.092] tukky1208: クソ安置
[7372.253] まだら25: やば
[7372.338] スペルタン: さっきより辛い！？
[7373.443] fu_rin0617: うそでしょ
[7374.117] バナナチ: radaoCry1
[7374.475] 0501nao: 終わったか
[7374.622] otohimitu: まじかー
[7374.691] smile_826: きっつ
[7375.855] (S)いちうら: おいー
[7376.989] nutimaasu: 一戦目って何位だったの？
[7377.133] suiha_7: radaoBigcry
[7377.640] ソーダｯｯｯｯ: 再放送了解
[7378.286] kikuchinochi: 安置に愛されてないな
[7378.574] (S)Ruria00: 下アンチばっかや...
[7379.722] 礼紋: radaoNannann
[7379.723] (S)sora_mameee: 安置おわってる
[7380.409] 愛の林檎: 割とガチでもう移動の方がいいのか
[7381.138] (S)koharapi: radaoCry1
[7382.018] otohimitu: いや、いける！
[7382.314] むろ_: 頼む
[7382.464] (S)おまめぃ: 飛ぶか
[7384.269] めるめ: 撃つ暇なさそ～w
[7387.594] pokaburu: あんちくんさー！
[7388.564] おこめじるし_: 16
[7390.186] (S)ライリキ: radaoCry1
[7392.346] ぶれいくです: こかんこ？
[7396.782] (S)視聴者ぁ: www
[7398.676] takenokomusi: フラトラまじ？
[7402.359] ソーダｯｯｯｯ: www
[7402.980] suiha_7: 安置に恵まれない
[7404.922] mikankan693: あら
[7408.112] (S)雪狐0143: あら
[7408.820] 愛の林檎: 同じ動きしてくるか
[7410.182] takenokomusi: どま
[7410.450] 8分19秒: 股間子
[7415.813] スペルタン: まじかー
[7416.320] (S)sora_mameee: 競争かー
[7419.341] くるみ__: がんばえー
[7420.941] 愛の林檎: レッツゴー
[7423.668] えふむ: はええ
[7425.257] (S)green_tea_1209: き、んへる
[7426.436] pokaburu: あんちくん本番は下なんだ、
[7433.056] (S)おまめぃ: 溜まったらすぐね
[7443.466] fh0522: 安置君さぁーー！
[7445.679] 愛の林檎: がんばえ〜
[7448.692] tanuki_pan: チャーライ早く使お〜
[7455.356] otenba_usagi: radaoFight
[7464.562] ゆかりんりん: がんばれ～
[7464.819] 21hiro20: 今何試合目ですか？
[7468.966] (S)hanamaru_chan323: radaoFight
[7469.042] takenokomusi: チクチクするか
[7469.996] (S)朝顔もーにんぐ: 2
[7470.210] りむだよー: 2試合目
[7471.223] おこめじるし_: 2
[7471.681] スペルタン: きもきもしてくれ
[7472.002] (S)hkr_r: まぁでもチーキーチームは1番遠いとこからチャンピオンだったし頑張って
[7476.318] 21hiro20: あざます
[7477.487] らるたろう: 本戦2
[7487.657] baceneKo: あら＾＾
[7490.248] おこめじるし_: きっもお
[7491.584] takenokomusi: ないすキモキモ
[7491.779] 愛の林檎: これはキモイwwwwwwwww
[7492.881] スペルタン: チクチク
[7493.759] nazu_7z: お
[7493.775] (S)いちうら: きもｗｗｗ
[7495.064] charlotte0ra: お
[7496.047] (S)nobume0v0: wwwww
[7496.168] kikuchinochi: いいねぇ
[7497.967] winwindows01: ｗｗ
[7498.003] はるきち02: さすがにきもすぎ
[7498.087] ほいほい511: ほいほい511 subscribed with Prime. They've subscribed for 26 months! 今来たGLHF！！！！
[7499.788] (S)Ruria00: きっめぇw
[7500.383] タベルノスキー: きもきも
[7500.743] えふむ: 遠
[7500.986] rira_nyan: ナイキモ
[7501.052] さなもろ: ナイスチクチク
[7501.335] jhonnymorimori: 楽しい時間きた
[7501.610] 8分19秒: radaoQuiche
[7501.634] むろ_: キモww
[7502.779] woodm9o: きもwwww
[7505.653] (S)ゴミ以下でごめん: そのダメがいっちゃんキモイ
[7508.297] (S)torue_p: radaoBigcry
[7510.136] takenokomusi: キモいは褒め言葉
[7510.733] pokaburu: さっきの反省生かせるね
[7511.474] (S)朝顔もーにんぐ: いいよ～キモイ～
[7512.489] (S)雪狐0143: ないすキモ
[7514.929] 0501nao: きもすぎww
[7516.225] umi_umiy: ちょっとしかダメージ受けないのがキモイ
[7517.176] (S)ゴミ以下でごめん: 回復するか迷うライン
[7522.190] you_28: キモくしていけ〜
[7528.052] 奏樹: ないキモか……
[7528.198] noaryo: ナイキモ
[7530.100] lilian49: いいきもさだ
[7534.300] rinrinact: 2ダメと20ダメw
[7543.470] rarara93: ヒトシはつかえる？
[7544.134] nostalgic8451: 一試合目何位だった？
[7562.740] moris1013: radaoTuuhou
[7568.926] you_28: radaoTuuhou
[7569.531] masato103: ちゃー
[7571.767] (S)朝顔もーにんぐ: 16だったはず
[7573.814] nurumayu73: 16
[7575.248] ネコミミカラス: 16位
[7582.890] りむだよー: 16きるぽ2
[7583.797] 鱸の海鮮丼13: 今北
[7603.290] nazu_7z: ｗｗｗ
[7604.315] mi_tyan562: wwwwww
[7604.459] (S)いちうら: ｗｗｗｗ
[7604.916] (S)視聴者ぁ: www
[7605.150] にわすずめ: wwwwwww
[7605.226] (S)つむじのきもち: wwwwwwww
[7605.800] yuasee: wwww
[7606.043] ruu_ha: wwww
[7606.463] えりさ_: www
[7606.496] 愛の林檎: wwwwwwwww
[7607.595] おこめじるし_: ｗｗｗｗ
[7607.782] (S)わらびもち_11: wwwwww
[7608.681] るらま: wwwwww
[7608.732] nasimaru18: www
[7608.742] mikankan693: wwwww
[7608.764] (S)kuugay0905: wwwwwwwwwww
[7608.911] baceneKo: ｗｗｗｗｗｗ
[7608.937] すいぺりあ: wwww
[7608.981] スペルタン: ！？
[7608.981] キラキラボシ: wwwww
[7609.054] (S)朝顔もーにんぐ: ｗｗｗｗｗ
[7609.187] raruaaa: wwwww
[7609.216] jhonnymorimori: wwwwwww
[7609.221] (S)seillane: wwwwww
[7609.230] miyamiya138: wwww
[7609.261] rona0525: wwwwww
[7609.265] gaiantufan: wwwwwwww
[7609.276] fu_rin0617: wwwwwwwwwww
[7610.032] (S)雪狐0143: wwwwwww
[7610.501] tunamayo1234: wwwww
[7611.332] nekomrnn930: www
[7611.554] smile_826: wwwwwwwww
[7611.570] (S)さえだ: wwww
[7611.583] kohana0d06: かわよ
[7611.658] nanasi___0: www
[7612.424] まだら25: www
[7612.656] (S)Ruria00: wwwwwww
[7613.006] ai0902: wwwwww
[7613.081] kajishun_doiya1016: かわいい笑
[7613.140] むろ_: wwwww
[7613.382] haruruuuuuuuuuuuu: wwwwwwwwww
[7613.633] aina___10812: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[7613.645] とんぼむ: wwwwwwwwww
[7613.782] suiha_7: radaoOko
[7614.057] (S)なんでもいい: www
[7614.560] 1__rui__: wwwwww
[7614.569] dannbelll: www
[7614.661] takenokomusi: かわいーん
[7616.042] すいぺりあ: 山田くんかわいいww
[7616.154] pokaburu: wwwwww
[7616.835] れなぽんぽん: wwwww
[7617.144] exia_182: wwww
[7617.799] (S)Ruria00: 仲良いかよw
[7618.036] 年中頭痛: かわよい
[7618.256] rei_0610: wwwww
[7618.514] charlotte0ra: www
[7619.000] you_28: wwwwwwwwww
[7619.374] 礼紋: radaoNannann
[7619.492] suiha_7: radaoOko
[7619.626] 愛の林檎: まだ3か
[7619.633] くるみ__: wwwwwwww
[7620.777] (S)視聴者ぁ: radaoKawaiin
[7620.792] (S)torue_p: なんでなんですか！
[7622.411] umi_umiy: 僕らはアンチに嫌われている
[7623.318] くるみ__: かわいいwwwww
[7625.530] Tqke_leo: 山さん怒るぞ
[7628.758] suiha_7: radaoNannann
[7649.909] takenokomusi: ないすキモキモ
[7650.477] こんヰろ: にあ
[7651.540] 愛の林檎: 上手いねぇ
[7651.593] fu_rin0617: ないす
[7651.733] da1marrrr: うひょおおおおおおおおお
[7652.423] mikankan693: おお
[7653.230] (S)雪狐0143: おお
[7653.315] (S)ｻｧｻ: ないす
[7653.453] miyamiya138: うま
[7653.691] mi_tyan562: ないす
[7653.974] huuyu_Hy: おお
[7654.916] こんヰろ: ないす
[7654.989] ebifr: ないす
[7655.617] タベルノスキー: ないきも！
[7655.688] haruruuuuuuuuuuuu: いちきも！
[7655.963] おこめじるし_: きももも
[7656.085] えりさ_: ないすきも
[7656.872] ruk_mkt: ナイスきも
[7656.906] mbando55: きも
[7656.923] さくいろか: radaoQuiche
[7657.641] otohimitu: ナイスキモ
[7657.877] (S)Ruria00: radaoNikkori2
[7657.948] suiha_7: ないすキモ
[7658.468] ホトトギス: 1きも
[7658.604] (S)torue_p: ないきもです
[7658.705] noaryo: ないきも
[7658.775] 愛の林檎: にちゃあ
[7658.937] tukirima: ないきも
[7659.214] (S)朝顔もーにんぐ: 1キモ
[7659.759] umi_umiy: ナイスキモ
[7660.044] まだら25: ないすきも
[7660.135] (S)視聴者ぁ: ないきも
[7660.340] jhonnymorimori: んきもちぃ～
[7660.416] るらま: ないきも
[7660.639] スペルタン: 単位w
[7660.799] ほのぼの: ないきも
[7660.828] mikan_1115: ないきも
[7660.886] (S)つむじのきもち: キモをひとつまみ
[7660.935] motizunnda: ないす
[7662.756] ソーダｯｯｯｯ: ないすキモ
[7662.993] makurabon: ないきも
[7663.778] 犬ﾚ: きもちー
[7664.075] (S)なんでもいい: ないす
[7664.416] 社畜丸: ないすクソキモ
[7664.673] kikuchinochi: ナイスきも
[7664.884] (S)gyouzachann: 何キモ行けるかな〜
[7665.379] pu_tyan: きもいねぇ
[7665.748] (S)如月もか: ないきも
[7666.149] tunamayo1234: ないす
[7668.173] ひよごりら: ないきも
[7670.814] aka_478sann: ないきも
[7672.644] you_28: キモさをひとつまみしていくぅ！
[7672.880] (S)gyouzachann: ないきも
[7673.794] Sironoawa_: ないすきも
[7675.489] タベルノスキー: ひと匙のキモ
[7682.736] さなもろ: ナイスキモ
[7703.836] nazu_7z: 塵も積もれば山となるキモ
[7706.783] takenokomusi: さすが人力ブラハ
[7717.736] しゃろっく: なげー
[7727.783] koronn1101: いつ見ても長い
[7733.561] (S)gyouzachann: いいキモさだ
[7735.304] (S)さうだぁ: 濁しまくろーぜ
[7739.195] ponnta0810: 今何戦目ですか
[7743.957] (S)朝顔もーにんぐ: 2
[7751.500] (S)さうだぁ: 2試合目
[7752.780] nyankichi_773: 2
[7756.481] sqltcandy: w
[7759.927] nekomrnn930: 2試合目です〜
[7760.750] ponnta0810: ありがとうございます
[7771.442] ソーダｯｯｯｯ: 隣人トラブル発生か……
[7776.183] jasper_once: 一戦目何位だった？
[7782.536] (S)yukimochi08: わこらだ
[7793.442] takenokomusi: いいぞ
[7793.757] uchichan_p: 16
[7795.597] 愛の林檎: ないす
[7795.728] ういちゃんです: 今北ー
[7796.580] るらま: １６
[7797.477] mikan_1115: 16位2キル
[7798.145] おこめじるし_: ロー？
[7798.355] (S)Ruria00: 16
[7798.514] ﾐﾗ: 3位でしたよ
[7800.533] pokaburu: 1戦目16位2キル
[7803.150] kamuni47: ろー？
[7803.660] 愛の林檎: ローとは
[7803.781] kosuke25252: 一戦目2キル16位
[7804.686] (S)nonoteya: わこらだ〜 
[7805.019] バザァァァド: ろー？
[7805.200] (S)torue_p: ローかなあ
[7805.967] おこめじるし_: 16
[7806.277] pokaburu: 現在2試合目
[7809.913] (S)gyouzachann: ロー？
[7809.964] (S)gu_taranosuke: わこらだ
[7811.688] (S)狂人おかき: 3位はスクリム1戦目
[7811.904] 元気田: 割れてもねぇ
[7817.651] ﾐﾗ: あ、そうだった
[7821.199] (S)狂人おかき: 今は本番2戦目
[7823.396] nyankichi_773: ないす
[7829.302] (S)kstpthsgpnr: radaoFight
[7829.419] zanngyouchu: !rank
[7833.606] lastma01: ヘルメットどっちかに渡したいな
[7835.693] bunchaan: radaoFight
[7837.663] nyankichi_773: radaoFight
[7838.967] (S)リムヲ: 糞キモチャーライ見せてくれ 
[7846.602] ゆかりんりん: radaoFight
[7851.406] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[7851.931] nyankichi_773: radaoFight
[7856.424] スパーズ: radaoFight
[7858.872] (S)mathneko29: radaoFight
[7861.015] やしろーる: radaoFight
[7861.204] (S)2001mei: radaoFight
[7862.562] takenokomusi: きも
[7864.290] ヴィヴィ0123: radaoFight
[7866.962] 愛の林檎: ないきも
[7868.685] ホトトギス: ないきも
[7869.724] ﾐﾗ: radaoFight
[7872.707] akabeko0130: radaoFight
[7872.816] コア21: ないきも
[7874.023] kohana0d06: radaoFight
[7874.854] (S)torue_p: いちきも入りました
[7875.796] Sironoawa_: ないきも
[7875.827] (S)朝顔もーにんぐ: ないきも
[7876.694] you_28: いいキモさだなぁ
[7876.755] (S)rabura_1: がちきも
[7877.207] rei_0610: ないきも
[7879.883] こんヰろ: ないきも
