[18.310] ねこのけだま: selly55Lurk
[18819.224] kur_oi_: wwwwwwww
[18819.256] rui_sk39: まじｗｗｗｗｗ
[18819.276] otouhu_23: wwwwwwwwww
[18819.466] si_nn_me_319: あー
[18819.480] ichi__go: なにしてんwwww
[18819.562] reo11118: ｗｗｗｗｗｗ
[18819.645] (S)ura__5: www
[18819.684] みるあむ: wwwwww
[18819.722] 877kuskus: wwww
[18819.771] panndaman1: wwwwwww
[18820.083] すいぺりあ: wwwwww
[18820.125] 雨傘ライ: あーw
[18820.343] qqg0: ずっと歩いてるなw
[18820.499] rain_less: もうパンパンや
[18820.598] many7575: インベントリいっぱいやね
[18820.638] sora_mameee: wwwwww
[18820.689] PON_cc: 持ち物の量やばいな
[18820.701] いんたーる: ごーるでんとらうと
[18820.867] 立花日和_040309: 魚wwwwww
[18820.872] koyaren: 押収品持ちすぎｗ
[18821.187] mary611: wwwwww
[18821.273] メロン_: www
[18821.865] (S)TamaBasu: www
[18821.980] utadaoooooo: 今日はほんとにすごい
[18822.302] ただの絵描き: wwwwwwwwww
[18822.408] ぱる_071: wwwwwwwww
[18822.502] (S)るきこちゃ: おもろwww
[18822.694] aqua_marin0619: となりでwwwww
[18823.122] meso_1001: ペンギンだからお魚好きか
[18823.294] 漆黒のホタテ: www
[18823.435] mochimochi_2816: wwwww
[18824.586] chokemimi: ペンギンらしい
[18824.847] 御繰丸: 押収物エグすぎwwwwww
[18825.296] isaco135: www
[18825.921] (S)itijiku_0605: 狩りか
[18827.021] kabasuke02: 今北わこらだー
[18827.323] otouhu_23: ペンギンだもんな
[18827.426] (S)minaduki37: 押収品多すぎる
[18827.652] (S)ぷちます: 🐧だし🐟とるか
[18827.681] ざらめめ: 押収物多すぎやろ
[18828.467] dokukinoco: 押収品でパンパンやないか
[18829.677] rin__yuki: 押収品おおいね
[18829.786] ﾏﾙﾏﾙ: へー
[18829.849] many7575: マイクラ？
[18830.495] kuro_0125: 押収品多いね
[18830.941] ruurii2525: 胃から出しただろそれ
[18831.908] (S)seillane: 押収品がｗｗ
[18832.519] tarabaaaa: あ
[18832.592] yuasee: あ
[18832.667] harou_momiji: へー
[18832.746] amaikazitu: 釣りかww
[18832.814] suiha_7: radaoKawaiin
[18832.842] くろもちげん: カニじゃなくてペンやんw
[18833.112] rarara93: 入りきれん
[18833.919] yu_ri1416: 面白くは、ないかw
[18834.002] (S)crowsuke96: あ
[18834.140] (S)vasukodagama: 非番にして行くか
[18834.298] ﾏﾙﾏﾙ: あー
[18834.398] karakusa1111: 押収品しまわないと
[18834.569] (S)suzuri_rarara: wwwwww
[18834.708] mo_coa: あ
[18834.804] harou_momiji: あ
[18834.869] many7575: あ
[18835.081] tukirima: あ
[18835.167] mizuhusen_aq: あ
[18835.266] あっすー_: あ
[18835.331] おるかす: あ
[18835.502] (S)わらびもち_11: あ
[18835.553] asahi__s: あ
[18835.736] みりぃもち: あ
[18835.801] (S)vasukodagama: あ
[18836.017] aina___10812: あ
[18836.080] kuugay0905: あ
[18836.097] はまえり: あ
[18836.168] (S)ばふちゃん: あ
[18836.593] a__0213: パンパンかよww
[18836.727] (S)seillane: あ
[18836.746] しゃしゃも_: あ
[18836.766] yogharu: あ
[18836.837] 雨傘ライ: あ
[18836.897] melonmelo_: あ
[18836.933] bunchaan: あ
[18836.955] Ishio_62113125: あ
[18836.961] (S)elm095: あー
[18837.030] nekodama2155: あ
[18837.087] (S)たかなしはな: あ
[18837.323] (S)heuchera_617: あ
[18837.505] sora_mameee: あ
[18837.561] (S)sayapi_ppi: あ
[18837.564] (S)ゆなべ: あ
[18837.582] (S)suzuri_rarara: あ
[18837.714] ただの絵描き: あ
[18837.723] (S)サイダーマン: あ
[18837.731] yamanotannbo: あ
[18837.735] らにてゃ: あ
[18837.782] (S)rimi0221: あ
[18837.785] umisora323: カバンパンパンやんww
[18837.805] めるまろん: あ
[18837.818] (S)るきこちゃ: 何かずっと歩いてる
[18837.877] (S)tiroru202: あ
[18837.884] chokemimi: わかんないけどね
[18839.257] kon0703: あ
[18839.354] kapu_seru: あ
[18839.498] Shime_2: あ
[18839.510] すいぺりあ: あ
[18839.518] yumatya: あ
[18839.550] (S)ククリン: お
[18839.602] なやしろ: いいね
[18839.628] リリシア013: あー
[18839.635] many7575: うっ、頭が
[18839.737] panndaman1: あ
[18839.830] きっこまん: あ
[18839.972] みるあむ: あ
[18840.152] すてらいつ: あ
[18840.166] (S)TamaBasu: あ
[18840.216] 漆黒のホタテ: あ
[18840.347] soy_nuts_: うっ
[18840.358] (S)hisuiiiiiiiiiiin: あ
[18840.377] gaiantufan: あー
[18840.401] (S)みかぬです: あ
[18840.465] ruurii2525: あ
[18840.473] ないくゲーム: あ
[18840.570] ﾏﾙﾏﾙ: Chillするか
[18840.728] kohakoha921: あ
[18840.761] (S)ゆにるな: あ
[18840.799] naas1616: ああ
[18840.849] 96猫3: あ
[18840.992] メロン_: あ
[18841.422] harou_momiji: うっ、頭が...
[18841.498] nanashi77400: あ
[18841.611] (S)ずーーーーみん: ww
[18841.629] ゆあたまご: あ
[18841.776] (S)waterdragon131: うっ
[18841.910] えぬあい: radaoCry1
[18842.477] ふぉー040: あ
[18843.088] sato_imoo: あ
[18843.270] (S)soda_navy: うっ
[18843.323] nekodama2155: 何だろうなw
[18843.337] シュウ米: あ
[18843.452] smile_826: あ
[18843.609] sjindoa: あ
[18843.714] kuro_0125: (  厂, _ ；) ｳｯ‐
[18843.781] (S)いぬひよこ: chill
[18843.856] sobayu120: あー
[18843.868] (S)海にぃ: あ
[18844.187] 877kuskus: あー
[18845.090] nasube8: あ
[18845.410] chokemimi: あ
[18845.444] many7575: おー
[18845.458] sakuranbo4649: あ
[18846.162] くろもちげん: う、
[18846.541] ぱる_071: うっ頭が
[18846.883] (S)seillane: ｗｗｗｗ
[18847.215] キレル: 前世の記憶…
[18847.783] ゆららぴこ: ヤバい量だね
[18847.815] にわすずめ: wwwwwwwwwwwwwwwwwwwwwwww
[18848.287] meso_1001: なんか分かんないけど分かるな
[18848.545] (S)meichannel519: あー
[18848.653] aina___10812: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[18848.928] chokemimi: wwwww
[18849.055] meraru_mana: meraru_mana subscribed with Prime. 
[18849.255] tukirima: wwwwwwwwww
[18849.383] iseitaisei: ｗｗｗ
[18849.532] yuasee: ｗｗｗｗｗｗｗｗｗ
[18849.644] cyarasu: wwwwwwwwww
[18849.664] 御繰丸: うっ
[18849.807] 蕪木りん: Www
[18849.932] gito64: ｗｗｗ
[18850.254] (S)ラキ2525: wwwwww
[18850.543] ただの絵描き: wwww
[18850.612] mizuhusen_aq: wwwwww
[18850.623] sjindoa: wwwwwwww
[18850.853] gyouzachann: うっ
[18850.953] rui_sk39: ｗｗｗｗｗｗｗｗｗｗｗ
[18850.972] (S)ばふちゃん: wwwww
[18850.994] ちゃずけまる: wwwwwww
[18851.045] さーそー: 押収物持ちすぎだろ
[18851.097] にわすずめ: 最強や
[18851.321] すかあと: wwwwwwwwwww
[18851.408] sora_mameee: つっよｗｗｗ
[18851.543] らにてゃ: wwwwwwwww
[18851.545] (S)minaduki37: ベンチ…？
[18851.593] s95618: ｗｗｗｗｗｗｗｗｗｗｗｗ
[18851.653] (S)すき焼き御膳: かおすｗｗｗ
[18851.756] yogharu: ｗｗｗｗｗ
[18851.885] (S)suzuri_rarara: www
[18851.941] melonmelo_: wwww
[18852.001] はまえり: ｗｗｗｗｗｗｗｗｗｗ
[18852.037] みりぃもち: wwwwww
[18852.283] gu_taranosuke: wwwwww
[18852.436] たけもにすと: ALGS
[18852.467] sutila_13: wwwww
[18852.508] (S)seillane: 制圧ｗｗｗ
[18852.540] あぎょう2525: wwwwww
[18852.549] aqua_marin0619: wwwwwwwwwwwwwww
[18852.576] merongo_1023: wwwwwwwww
[18852.637] (S)くーちゃん123: ｗｗｗｗｗｗｗ
[18852.639] magiku: wwwww
[18852.740] gito64: やばすぎｗ
[18852.784] (S)ゆなべ: wwww
[18852.795] ログリア: wwwwwww
[18852.893] よもぎモチモチ: wwwwwwwww
[18852.912] (S)ゆにるな: wwwwww
[18852.972] (S)heuchera_617: wwww
[18852.979] 雨傘ライ: www
[18853.227] (S)わらびもち_11: wwwwww
[18853.242] (S)ゆずシフォン: wwww
[18853.313] tukky1208: 勝ち確やん
[18853.396] れもんちぃ0: wwwwww
[18853.420] ぺぺまる_0727: つよすぎｗｗｗｗｗ
[18853.535] mary611: wwwwww
[18853.661] yu_ri1416: 最強w
[18853.698] (S)crowsuke96: 連携すごそう
[18853.750] mimitabu_92: wwwwwww
[18853.772] (S)elm095: www
[18853.812] ayunosioyaki0223: www
[18853.821] yuzu_306: wwwwww
[18853.882] miznohanabana: wwwwwwww
[18853.916] すいぺりあ: wwwwww
[18855.080] (S)たかなしはな: 勝ち確や
[18855.189] touhikou_: radaoW
[18855.202] ふぉー040: wwwww
[18855.246] (S)サイダーマン: つっよ
[18855.266] 阿賀月: 最強すぎるｗｗ
[18855.318] meso_1001: 毎回www
[18855.318] megaflame35: 強そうｗｗｗ
[18855.396] (S)まぐえふ: wwwwwwwww
[18855.440] (S)rimi0221: ｗｗｗｗｗｗｗｗｗ
[18855.656] kapu_seru: wwwwwwwww
[18855.853] ﾏﾙﾏﾙ: 最強だwww
[18855.863] bosabossa: 最強やｗ
[18855.891] nanashico27: wwwwwwwwwww
[18855.894] カナバ: wwwww
[18855.920] karokaro23: wwwwwwwwww
[18856.051] mikeymki: wwwww
[18856.067] ただの絵描き: 強すぎるw
[18856.105] si_nn_me_319: 強すぎ
[18856.119] rain_less: せやなぁwww
[18856.129] kon0703: つっよい
[18856.279] oli_liriri: 最強やwww
[18856.467] yuasee: 強すぎだろｗｗｗ
[18856.482] yakki_san: 犯人終了のお知らせｗ
[18856.567] (S)yuki_empty: 最強すぎる
[18856.579] roikn: wwwwwwww
[18856.813] (S)ずーーーーみん: 強すぎるw
[18857.045] panndaman1: wwwwwwww
[18857.056] poruwo1212: 最強タッグ
[18857.058] otouhu_23: 強ずぎる
[18857.059] arue912: 強すぎるか
[18857.280] 雨傘ライ: 強すぎるw
[18857.289] Shime_2: wwwwww
[18857.395] ログリア: 最強コンビ
[18857.511] (S)sumikko_ai: ヤバそうwwwww
[18857.563] roune123: 最強すぎwwwwwwwwwww
[18857.604] (S)oreo12190: wwwwwww
[18858.249] mary611: 容赦ねえwww
[18858.295] みりぃもち: ちょっとメタいかww
[18858.468] shi__409: 最強やんwwww
[18858.532] (S)jeremiah_9s: つよすぎるww
[18858.638] きっこまん: つっよwww
[18858.876] kyo_kaaa: つよwww
[18858.913] (S)海にぃ: やばい
[18858.915] wata_mitsu: 最強じゃん
[18858.942] gaiantufan: 最強wwww
[18858.972] (S)cokeraita: もうみんなもう
[18859.121] reo11118: 毎回なw
[18859.303] (S)meichannel519: wwwww
[18859.374] はまえり: 最強すぎるｗｗｗ
[18859.395] isaco135: wwwww
[18859.824] blue_ru3: 最強コンビだよ！
[18859.922] okozuwa_kaozu: 強すぎる
[18859.943] ミュル: 戦闘力がやべぇんよｗ
[18860.362] noonmoon_v3: ALGS始まっまちゃう
[18860.494] (S)TamaBasu: 犬猫コンビが(t
[18860.695] kafne_c: www
[18861.177] asahi__s: 大型２人で制圧できそう
[18861.198] mira_desu: 最強
[18861.289] ~MISSING_COMMENTER_INFO~: wwwww
[18861.429] いのりさん: 犯人泣いちゃう
[18861.504] reitoumikannokawa_: wwww
[18861.877] Sparituda9: 突撃させるべｗ
[18862.052] (S)seillane: おお
[18862.294] 八坂乃宮: 与えたいくらいw
[18862.511] あゆもちきよ: 最強w
[18862.831] ayunosioyaki0223: 最強w
[18862.964] たけもにすと: ガチで誰も勝てん
[18863.820] miine1221: 強すぎるwww
[18863.884] さくばん: 強すぎるwwwwww
[18863.913] 月_ゆえ: 強いなぁwww
[18864.008] ゆあたまご: バケモンwww
[18864.527] gu_taranosuke: つよすぎるwwwwww
[18864.870] meso_1001: わんにゃんコンビ
[18865.266] (S)rada_ouou: 最強
[18865.434] ふーみん313: 最強コンビよ
[18865.498] あぎょう2525: radaoGJ
[18865.788] ないくゲーム: 強すぎんw
[18865.806] 冷たい南風: 大型に猫と犬をヘリに乗せていくか
[18865.981] (S)すき焼き御膳: ととさん早かったしね
[18866.518] (S)seillane: ｗｗｗｗｗｗｗｗｗｗｗｗ
[18867.370] 立花日和_040309: 最強w
[18867.491] よもぎモチモチ: 情けがないwwwwwwwwwwww
[18867.958] aina___10812: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[18868.437] (S)meichannel519: すごいwwww
[18868.880] (S)itijiku_0605: wwwww
[18868.907] cyarasu: www
[18869.724] 御繰丸: wwwwwwwwwwww
[18869.815] コア21: 買ったわ
[18869.912] らにてゃ: 10件wwwwwwwww
[18869.941] れもんちぃ0: wwwwwwwwwwwww
[18869.954] にわすずめ: wwwwwwww
[18870.096] (S)seillane: 半笑いｗｗｗｗ
[18870.971] koumakans: 最強だけど過労死しそう
[18871.040] yu_ri1416: 対抗出来るやつ限られるだろw
[18871.161] (S)ゆにるな: wwwwwwwww
[18871.292] すかあと: wwwwwwwwwwwwwww
[18871.444] ちゃずけまる: wwwww
[18871.469] mira_desu: wwwww
[18871.708] (S)ゆなべ: バケモンやんwwww
[18871.790] gyouzachann: 最強すぎんかww
[18872.036] chokemimi: www
[18872.040] (S)sayapi_ppi: wwwwwwwwww
[18872.201] reo11118: ｗｗｗｗｗｗ
[18872.315] はまえり: ｗｗｗｗｗｗｗｗｗ
[18872.543] sain1059: 欲でてるやんｗ
[18872.708] (S)いぬひよこ: www
[18873.197] shabani_2731: ラッパー枠いこ
[18873.266] mimitabu_92: wwwwwwww
[18873.456] (S)seillane: えぇｗｗｗ
[18873.466] riolu_77: wwwwww
[18874.284] many7575: 法律改正で犬猫禁止されるwww
[18874.939] きっこまん: www
[18875.671] (S)雪狐0143: wwwwww
[18877.164] (S)huuyu_Hy: www
[18878.053] touhikou_: wwwwwwwwwwwww
[18878.965] ふらんすパン: www
[18879.222] kouya_21: 犬猫制圧部隊
[18879.858] suiha_7: radaoW
[18880.832] Ishio_62113125: おめでとー！
[18881.031] カナバ: 逮捕横流し
[18881.096] (S)ゆなべ: おめでとうー！！
[18881.172] ﾏﾙﾏﾙ: radaoOme
[18881.751] たけもにすと: 犬猫ヘリに乗せて降下
[18882.342] (S)わらびもち_11: おめでとー！
[18882.385] mary611: radaoOme
[18882.583] (S)yuki_empty: おめでとう！
[18882.820] (S)海にぃ: おめでとう〜
[18883.577] しゃしゃも_: おめでとー！
[18883.877] kuugay0905: wwwwwwwwww
[18883.949] よもぎモチモチ: おめでとー！！！！
[18884.011] same__15: おめでとーー！
[18884.212] tukky1208: おめでとうー！！！
[18884.246] mochi_00v: radaoOme
[18884.687] kibitsuki: あったけぇ
[18884.955] m1s4k1_09: おめでとー！
[18885.199] (S)pikamr: radaoOme
[18885.457] きっこまん: radaoOme
[18885.459] 臓もつ煮: ワンダさんは今日おらんのか
[18885.701] yu_ri1416: あったけえ
[18886.140] harou_momiji: radaoOme
[18886.188] あっすー_: radaoOme
[18886.415] 漆黒のホタテ: おめでとう！
[18887.039] (S)ゆずシフォン: radaoOme
[18888.140] はまえり: あったけぇ
[18888.708] (S)huuyu_Hy: おめでとー！
[18889.250] mira_desu: おめでとう
[18889.704] himekana_: おめでとう
[18889.979] 000oreo: あったか
[18890.087] novalyr: 客船2人で十分
[18890.443] 立花日和_040309: おめでと〜！！
[18890.729] kuugay0905: radaoOme
[18891.205] touhikou_: radaoOme
[18891.784] ichi__go: ほんわか
[18892.058] (S)ゆなべ: radaoOme
[18892.084] mike39cc: 犬ー
[18892.297] まつ: radaoOme
[18892.827] many7575: おめでとー
[18893.221] 阿賀月: あったかい職場だぁ
[18893.324] えふまる913: radaoOme
[18894.240] meso_1001: 警察あったけえなあ
[18894.886] ﾅﾏﾁｬ: radaoOme
[18895.475] メロン_: おめでとう！
[18895.624] にわすずめ: radaoOme
[18896.354] (S)TamaBasu: あったけぇ⤴︎
[18896.373] many7575: radaoOme
[18896.729] (M)Nightbot: マイクラ参加方法はサブスクティア３のみ。サブスクdiscordから→https://twitter.com/rader2525/status/1167079316754067456
[18896.770] sora_mameee: あったけぇ
[18896.866] ruurii2525: おめでとー
[18897.177] r_konbu: あ 試乗会・・
[18899.025] darkmoca331: radaoOme
[18899.180] reitoumikannokawa_: あったけぇ、
[18899.339] mo_mo_mo_mon: 猫マンゴーと犬るりとか、ALGSやんｗ
[18899.498] (S)大空白兎: え
[18899.560] iseitaisei: おい
[18900.072] tukirima: え
[18900.289] ちきちぃ: e
[18900.504] tukky1208: おい
[18900.596] tarabaaaa: ｗｗｗｗｗｗｗｗ
[18900.668] みりぃもち: あ
[18900.722] しゃしゃも_: あ
[18900.998] ruu_ha: おい
[18901.113] mo_coa: おい
[18901.126] otux2_0205: おい
[18901.200] arue912: え
[18901.204] aqua_marin0619: え？
[18901.466] (S)seillane: そこに入れるんかいｗｗｗ
[18901.501] (S)nezumi4519: wwww
[18901.546] 御繰丸: え？
[18901.590] (S)あきまる: あ
[18901.651] kibitsuki: おいｗｗ
[18901.678] (S)ラキ2525: え？
[18901.687] nekodama2155: コメットか
[18901.731] suidousuiii: え
[18901.789] asahi__s: おい
[18902.054] (S)suzuri_rarara: あw
[18902.066] (S)サイダーマン: おい
[18902.077] shi__409: 犬猫ヘリ降下いいやん
[18902.090] poruwo1212: あ
[18902.293] (S)minaduki37: ん？
[18902.444] ののの1234: おいｗｗｗｗｗ
[18902.460] (S)nasu_nameko: wwww
[18902.482] なちお__: ｗｗｗｗｗ
[18902.527] soy_nuts_: おい
[18902.543] おるかす: え
[18902.696] dokukinoco: おい
[18902.709] らりす: おい
[18902.745] (S)elm095: ええ
[18902.921] キアラ3: おい
[18903.164] 冷たい南風: おい
[18903.177] mirina017: あ
[18903.208] yuasee: おい
[18903.492] あぎょう2525: wwww
[18903.618] ashikabi691: ｗｗ
[18903.703] mary611: え
[18904.042] (S)seillane: ｗｗｗｗｗ
[18904.205] meroasu_: おいw
[18904.256] mimitabu_92: おい
[18904.267] yogharu: おい
[18904.394] ちゃずけまる: え
[18904.480] dreamtake: え？
[18904.482] 猫又01: おい
[18904.522] おるかす: ww
[18904.569] melonmelo_: おい
[18904.594] (S)em21__: ｗｗｗｗ
[18904.631] many7575: ね
[18904.714] aqua_marin0619: 食え
[18904.975] いのりさん: おい
[18905.208] れもんちぃ0: おい
[18905.272] magiku: おい
[18905.288] 月_ゆえ: あwww
[18905.380] nekodama2155: あ
[18905.414] sutila_13: おい
[18905.441] (S)sayapi_ppi: おい
[18905.599] muru1113: おい
[18905.728] kuugay0905: おい
[18905.730] (S)rimi0221: おい
[18905.733] めるまろん: おい
[18905.741] (S)heuchera_617: おい
[18905.814] kur_oi_: おい
[18905.821] すいぺりあ: おい
[18905.824] (S)雪狐0143: え
[18905.826] gaiantufan: おい
[18906.186] __あお: おい
[18906.210] kafne_c: おい
[18906.266] merongo_1023: おい
[18906.301] (S)waterdragon131: あ
[18906.328] smile_826: え
[18906.410] sora_mameee: wwwww
[18906.512] すかあと: wwwwwwww
[18906.803] たけもにすと: radaoOme
[18906.813] same__15: おい
[18907.452] kohakoha921: おいおいw
[18907.538] sain1059: 売るんじゃなかった？
[18907.571] sasahara221: らだお昇進はまだか
