[3.050] (S)Seiran7343: radaoRainbow
[8294.146] (S)pepechi80: みんながんばれー
[8296.901] れもんちぃ0: がんばれー
[8298.989] rui_sk39: みんな強い
[8299.853] (S)yunyun7171: radaoFight
[8301.974] roy_rag: 一旦みんな強すぎか
[8302.188] tarabaaaa: おおおお
[8302.208] (S)璃喜: ヘリと応援待ちワンチャンか？
[8303.302] touhikou_: radaoFight
[8303.377] (S)篠影: 頑張れ
[8303.830] isaco135: おおー
[8304.499] (S)冷凍みかん3: おおおお
[8304.724] (S)ゆう1151: おおお
[8304.861] otsukimi8: おおおおおお！
[8304.867] (S)komomaru0316: ワンチャンこの1人だけか
[8305.047] ﾏﾙﾏﾙ: radaoFight
[8305.110] れもんちぃ0: おおおおおおおおお
[8305.696] なっち: おおおおお！！！！
[8305.734] (S)yutankonasu: おー！
[8305.749] ゆめきり: おおお！
[8305.811] roy_rag: おー
[8305.907] (S)Rio__44: お
[8305.977] (S)yui1yui: お
[8305.979] (S)ゆう1151: ｗｗｗｗｗ
[8306.009] (S)璃喜: おおおお！
[8306.144] merokarimero: おおおおおお！
[8306.394] kuro_300: おお！
[8306.399] (S)たかなしはな: ナイスナイス！！
[8306.475] (S)yunyun7171: お！
[8306.489] しめざめ: おおおおお
[8306.502] あっすー_: お！
[8306.520] rui_sk39: おおおお
[8306.613] リムヲ: おおおおお
[8306.868] 臓もつ煮: radaoFight
[8306.874] kon0703: おおお!
[8307.431] くるくく: おおおおお
[8307.442] (S)iris_r5: ないす！！！！！！
[8307.486] ゆずシフォン: おおおお
[8307.519] shi__409: おおおおおおお
[8307.588] (S)たゆう_はね: これほんとにパレトか？
[8308.138] みさお婆ちゃん: radaoFight
[8308.166] rina81820: おおお
[8308.177] hunting_nimo: おおおおおお！！！
[8308.332] (S)みやび000124: なーいす！
[8308.342] (S)ねこのみー: ないすー！
[8308.356] (S)ririca03: ないすー！！！
[8308.371] (S)yutankonasu: ナイス！！！
[8308.402] (S)ベスプラ: wwww
[8308.454] (S)篠影: ないす
[8308.523] (S)rain_less: 合格だあああああああ
[8308.667] nashu_noike: おおーwwww
[8308.887] ゆめきり: ないすーーー！！！
[8308.920] ameneko64: おおおお
[8308.960] (S)kurageru: おおおおおおお
[8309.037] ayunosioyaki0223: おおおお
[8309.142] (S)aria345: ないす
[8309.172] (S)zaza_kun: おーーーー
[8309.199] (S)laitea1124: お
[8309.209] kojimanominato: おおおおおおお
[8309.213] (S)pepechi80: おおおおおおおおおお！！！！！！！
[8309.427] siro_wara: おおおおおお
[8309.565] (S)pomhono: おおお
[8309.621] (S)あっひょ: おおおお！
[8309.628] シュウ米: radaoOme
[8310.096] (S)ｶﾆﾁｬﾊﾝ: radaoOtaku
[8310.209] KatsuragiMea: ないすーwwww
[8310.361] あじさ: おおおおお
[8310.444] (S)コンさん: おおお
[8310.504] (S)たゆう_はね: おおおおおお
[8310.646] kuro_300: ないすだー！
[8310.704] reo_014: おおおおおおおお
[8310.837] mizyok4: おおおおおお！！！！！
[8310.990] (S)kuro_kuro03: ナイスー！
[8311.059] (S)kumai_san: radaoBanzai
[8311.066] (S)むちゃこっこ: おおおおお！！！！
[8311.195] (S)k__13__: おおお
[8311.208] わらびもち_11: ないすー！！
[8311.363] (S)kanayawa_118: radaoOme
[8311.417] なっち: 成功したのすごー！
[8311.427] (S)aibou0511: radaoBanzai
[8311.565] (S)つぶつぶみかん: お！
[8311.601] 結城ひなの: ないすー！！
[8311.981] otsukimi8: 開いたナイス～！！！
[8312.107] アルカイド: おおおお
[8312.158] ichigomilk_252: www
[8312.171] ﾏﾙﾏﾙ: 行ける行ける！！
[8312.189] (S)suuchaaa: ないす！！！
[8312.196] (S)ｼｷ_: おおおおww
[8312.216] umitakekun: ナイス！
[8312.236] (S)nanoka_piyo: キター！
[8312.240] (S)KoRoMoKo2828: まじ？！
[8312.242] navyblue___: 卒業や
[8312.324] (S)salyu__: ナイス
[8312.391] many7575: おおおおおお
[8312.493] skkmrsaki: radaoBanzai
[8312.547] (S)ひなしろ: おおおおお
[8312.710] tentan_0v0: おおおおおw
[8312.761] (S)はちはに: ないすー
[8312.775] ゆめきり: radaoOme
[8312.796] (S)鮎の開き: 開けたのでかいw
[8312.803] (S)たゆう_はね: ないす！！！
[8312.906] an_do121: wwwwwwwwwwww
[8312.940] (S)たかなしはな: 成功したのえらすぎ！！！
[8313.239] あるみ屋: おおおおおwwwww
[8313.311] ゆずシフォン: radaoOtaku
[8313.342] れもんちぃ0: radaoOme
[8313.852] roy_rag: ナイス入学！
[8314.086] touhikou_: おおおおお！！
[8314.190] (S)kurageru: がんばったああ
[8314.294] kuugay0905: おおおおおおお
[8314.388] gyudon_plb98: ようやく来たｗｗｗ
[8314.522] (S)ミヤオ: radaoBanzai
[8314.634] (S)ky0to23: おー開いたのかw
[8314.799] (S)iris_r5: radaoBanzai
[8315.088] (S)フロント受付: radaoBanzai
[8315.272] many7575: なーいす
[8315.317] (S)right_2359: ナイス！
[8315.520] 犬ﾚ: radaoOme
[8315.555] ayunosioyaki0223: radaoOme
[8315.775] (S)yuu_kiri: radaoBanzai
[8315.790] hatsuna_m: おおおおおおお
[8316.031] rui_sk39: 頑張れ 
[8316.126] あじさ: ないすすぎ
[8316.943] (S)ぬこ鮫: radaoOme
[8317.052] (S)SOKA_HARU35: radaoOme
[8317.245] のありす: おおおおお 
[8317.273] (S)うみやま: おおおお
[8317.279] rina81820: wwwwww
[8317.280] (S)Rio__44: いいよいいよーwww
[8317.463] (S)kosuke_2525: 今www
[8317.712] (S)かんでら: ないすｗｗｗ
[8317.720] (S)yui1yui: wwwwwwｗ
[8318.047] kuro_300: radaoOme
[8318.260] an_do121: radaoOme
[8318.276] aoneko_san: radaoBanzai
[8318.340] (S)kuro_kuro03: ｗｗｗｗ
[8318.358] cokeraita: いまか
[8318.767] (S)rinchan1917: ナイスーーーーwww
[8319.117] れもんちぃ0: wwwwwwwwwwwwwwwwww
[8319.200] suiha_7: radaoOme
[8319.300] lara_3o: radaoBanzai
[8319.351] (S)yunyun7171: radaoOme
[8319.399] (S)とろネギ: 来たあああ
[8319.575] (S)あにゃも: 開いたんだwww
[8319.638] 半角スペース: できるのすごいわｗ
[8319.786] (S)chan_furukawa: 大焦りの声がwwwwww
[8320.093] (S)matou_06: ｗｗｗｗｗｗｗｗ
[8320.163] (S)rinapi_pi: ｗｗｗｗｗ
[8320.318] roy_rag: ちく
[8320.507] (S)璃喜: 良い時間www
[8320.735] わらびもち_11: wwwwww
[8320.930] (S)zonzon_00: ちくｗ
[8320.982] (S)pepechi80: radaoBanzai
[8321.141] (S)志騎しき: いいぞ
[8321.592] シュウ米: 卒業おめでとう🌸
[8321.800] KatsuragiMea: 不合格やめてwwww
[8322.089] (S)KoRoMoKo2828: radaoOme
[8322.096] (S)ama_39: がんばれー！！
[8322.193] (S)うみやま: 不合格www
[8322.664] sunomono8: radaoBanzai
[8322.687] (S)或ト: ギリギリ
[8322.868] (S)にびびび: お受験成功ｗ
[8323.420] (S)laitea1124: タイミングいいwww
[8323.514] (S)suuchaaa: 合格www
[8323.613] cokeraita: すごい
[8323.703] ﾏﾙﾏﾙ: ああｗ
[8323.837] (S)たかなしはな: wwwwwwww
[8324.094] (S)鮎の開き: www
[8324.314] hatsuna_m: ちく
[8324.530] ameneko64: ワンチャンあるよ！
[8324.927] an_do121: ないすないすw
[8325.194] otsukimi8: 一番熱いタイミングではあるw
[8325.233] many7575: 諦めない精神だいじ！
[8325.506] (S)篠影: radaoBanzai
[8325.992] merokarimero: ちょwww
[8326.298] リムヲ: ドリルできないw
[8326.411] rui_sk39: wwwwwwwwwwww
[8326.563] suiha_7: radaoW
[8326.651] (S)ゆう1151: おちついてｗｗ
[8326.766] ゆめきり: wwww
[8326.991] (S)yutankonasu: できないかと思ったｗ
[8327.159] (S)マロン_: radaoBanzai
[8327.289] skkmrsaki: ｗｗｗｗ
[8327.317] (S)rain_less: ばに急に刺してきたwwww
[8327.502] るおはゲーム下手: radaoBanzai
[8327.731] (S)月島っちん: radaoBanzai
[8327.953] (S)コータ_: radaoBanzai
[8328.062] isaco135: radaoOme
[8328.583] (S)marukunai_: アワアワしてるwww
[8328.641] (S)ねこのみー: おもろwwwwwwww
[8328.847] (S)ぱわ一: radaoOme
[8329.414] (S)matou_06: 不合格笑うｗｗｗ
[8329.439] れもんちぃ0: 落ち着けwwww
[8329.580] (S)ほりいしなぁる: いや合格合格wwww
[8329.736] ayunosioyaki0223: 動揺がwww
[8330.138] (S)hatt_u: 合格おめでとう 
[8330.142] ﾏﾙﾏﾙ: 頑張れ！！
[8330.330] (S)たゆう_はね: www
[8330.567] touhikou_: radaoW
[8331.101] (S)suuchaaa: 焦りwww
[8331.209] (S)Rio__44: もちつけwww
[8331.586] ゆずシフォン: radaoW
[8331.600] (S)るりあげは: radaoBanzai
[8331.870] (S)pepechi80: 落ち着いてｗｗｗ
[8332.111] (S)komomaru0316: え？
[8332.978] suiha_7: radaoW
[8333.101] kon0703: もちつけ
[8333.210] (S)ドパーズ: radaoOme
[8333.269] (S)璃喜: 困ってる困ってるwww
[8333.415] なっち: ゆっくりずつw
[8333.520] (S)kumai_san: 狙われてる？ｗ
[8333.741] (S)ritoxx12: ｗｗｗｗ
[8334.801] (S)ミヤオ: おもろいwwww
[8335.126] るおはゲーム下手: radaoOme
[8335.371] ﾏﾙﾏﾙ: radaoFight
[8337.757] (S)tomako_0309: 不合格やめてww
[8338.486] (S)篠影: www
[8338.662] リムヲ: まじの受験でおもろいw
[8339.267] しめざめ: 焦りすぎwww
[8339.360] suiha_7: radaoKawaiin
[8340.227] otsukimi8: radaoFight
[8340.249] (S)あっひょ: wwwwwwww
[8341.445] (S)篠影: radaoFight
[8341.856] (S)aibou0511: 何浪したかなw
[8342.056] KatsuragiMea: 新人組ないすよwwww
[8342.488] (S)志騎しき: radaoFight
[8343.120] (S)salyu__: 大丈夫だよ
[8343.670] (S)ky0to23: 申し訳ないけどギブするかとwww
[8345.242] (S)海にぃ: おもろすぎwwww
[8345.978] (S)ひなしろ: wwww
[8346.155] なっち: これは可愛いと言わざるを得ないww
[8346.161] (S)たゆう_はね: radaoKawaiin
[8346.222] lara_3o: すごいあわあわしてるww
[8346.584] 臓もつ煮: 合格おめでとー 
[8347.149] (S)上ハラミ定食: ガチ焦りwww
[8347.365] suiha_7: radaoKawaiin
[8349.540] (S)ねこのみー: 個人医いるかなー…
[8349.592] (S)にせパンどろぼう: 個人医おらんのかぁ
[8350.323] (S)iris_r5: radaoFight
[8351.303] (S)hatt_u: でも出来たからすごいwww
[8351.870] (S)ぱわ一: 個人医くるかなー
[8354.594] (S)マロン_: radaoFight
[8354.734] ﾏﾙﾏﾙ: お
[8354.875] (S)choi9_1j: よくやったww
[8355.469] kon0703: ちゃんと合格するの偉すぎる
[8355.530] (S)たゆう_はね: radaoOme
[8355.808] tarabaaaa: お
[8355.990] (S)上ハラミ定食: radaoKawaiin
[8356.070] (S)rain_less: お
[8356.526] リムヲ: お？
[8356.914] kuro_300: お
[8357.200] shi__409: お
[8357.240] (S)あまちゃちゃ: 個人医こないねー
[8357.267] isaco135: おお
[8357.586] rui_sk39: お？
[8357.800] (S)冷凍みかん3: お
[8358.520] わらびもち_11: お
[8358.732] (S)コンさん: お
[8358.833] (S)yunyun7171: あ！
[8359.373] (S)ｼｷ_: お
[8359.497] (S)なち222: radaoKitya
[8360.502] (S)rain_less: きたきた
[8360.740] ﾏﾙﾏﾙ: radaoKitya
[8360.748] (S)choi9_1j: radaoFight
[8361.798] ichigomilk_252: 個人医ー
[8361.854] (S)pepechi80: お
[8361.949] (S)ky0to23: 紫水やるなw
[8362.205] ameneko64: 868の通過儀礼ですか…！
[8364.263] gyudon_plb98: 個人医だ！
[8364.517] (S)aibou0511: 個人医~
[8366.105] (S)kokone0927: 個人医さーん！
[8367.347] (S)choi9_1j: radaoKitya
[8367.543] (S)salyu__: radaoOtaku
[8369.018] (S)なち222: いっぱいきた
[8369.046] (S)とろネギ: おおお
[8370.248] (S)ｼｷ_: radaoKitya
[8370.391] many7575: たすけてー！
[8370.800] (S)rain_less: めっちゃきた
[8371.030] (S)たかなしはな: 個人医ー！！！！
[8371.693] ゆずシフォン: radaoKitya
[8371.789] tarabaaaa: radaoKansya
[8371.907] リムヲ: おおおお
[8372.040] (S)ねこのみー: 沢山来た！
[8372.436] れもんちぃ0: おおおおお
[8372.744] isaco135: radaoKitya
[8372.949] (S)yomoyomoyomochan: ナイスーーー
[8373.455] (S)ミヤオ: radaoKitya
[8373.458] あっすー_: radaoKansya
[8373.672] (S)たかなしはな: radaoKansya
[8373.883] (S)ベスプラ: radaoKitya
[8374.038] (S)璃喜: ナイスゥ
[8374.298] rui_sk39: radaoKansya
[8374.516] わらびもち_11: radaoKansya
[8374.725] リムヲ: radaoKitya
[8374.920] otsukimi8: ありがとぅ！
[8375.644] (S)marukunai_: ｱﾘｶﾞﾄｰ
[8375.696] くるくく: radaoKansya
[8375.986] (S)あっひょ: radaoKitya
[8375.992] sakasaman: ないすー
[8376.064] (S)pepechi80: ないすー！！
[8376.149] ﾏﾙﾏﾙ: radaoYatta
[8376.215] (S)ｼｷ_: radaoKansya
[8376.347] (S)冷凍みかん3: ありがとおおお
[8376.349] sunomono8: radaoKitya
[8376.587] (S)aibou0511: radaoKansya
[8376.713] (S)やしろーる: radaoKansya
[8376.756] (S)salyu__: radaoKansya
[8376.861] (S)あまちゃちゃ: お！きたー！！！！
[8376.908] (S)ねこのみー: ありがとー！
[8377.074] (S)篠影: radaoKansya
[8377.286] ゆめきり: radaoKansya
[8377.347] an_do121: radaoKansya
[8377.483] otsukimi8: radaoKansya
[8377.492] (S)るりあげは: radaoKansya
[8377.700] (S)pomhono: radaoKansya
[8377.992] kuro_300: radaoKitya
[8378.344] (S)yunyun7171: radaoKansya
[8378.474] (S)Rio__44: radaoKitya
[8378.570] (S)みゆちきんくりすぷ: radaoKansya
[8378.823] れもんちぃ0: radaoKitya
[8379.218] (S)マロン_: radaoKansya
[8379.860] touhikou_: radaoKansya
[8380.623] (S)matou_06: ないす！
[8380.668] (S)ririca03: radaoKansya
[8380.841] lara_3o: radaoKansya
[8380.966] ﾏﾙﾏﾙ: お持ち帰り！？
[8381.595] kuro_300: radaoKansya
[8381.613] (S)dash_1324: さんくす
[8381.962] (S)marukunai_: radaoH
[8382.459] many7575: radaoKansya
[8382.671] (S)SOKA_HARU35: radaoKansya
[8382.784] (S)yutankonasu: radaoKansya
[8383.729] しめざめ: radaoKansya
[8383.855] ゆずシフォン: radaoKansya
[8383.873] tentan_0v0: radaoKansya
[8384.488] suiha_7: radaoKansya
[8385.243] (S)maro__ma: radaoKansya
[8385.520] many7575: あざますー
[8386.236] あるみ屋: radaoKansya
[8386.424] (S)たゆう_はね: radaoKansya
[8387.289] hatsuna_m: radaoKansya
[8388.927] (S)Rio__44: まっずい
[8390.260] (S)arisa_184: あ
[8390.850] (S)ky0to23: いやー
[8391.497] rui_sk39: あ
[8391.700] an_do121: まっずい
[8392.044] kuro_300: まずい
[8392.750] ﾏﾙﾏﾙ: きゃー！
[8393.946] (S)pepechi80: やばーーーーーい！！！
[8394.165] (S)suuchaaa: しぬか
[8394.821] otsukimi8: ああああああ
[8396.202] (S)dash_1324: まっずい
[8400.414] (S)rain_less: まずい応援だ
[8401.673] iyotti43huni: radaoH
[8402.575] ichigomilk_252: あ
[8403.953] (S)yunyun7171: まっずい
[8404.145] otsukimi8: がんばれっ
[8405.143] roy_rag: 本署側からの応援か
[8406.172] (S)arisa_184: がんばれ
[8406.174] isaco135: radaoFight
[8406.366] (S)aibou0511: radaoFight
[8406.576] suiha_7: radaoBigcry
[8406.719] many7575: がんばれー！
[8406.885] rui_sk39: 頑張れ
[8407.324] kon0703: 頑張れ!!!
[8407.325] jeremiah_9s: radaoFight
[8408.194] (S)ｼｷ_: がんばれ！
[8408.955] ﾏﾙﾏﾙ: radaoFight
[8409.019] touhikou_: radaoFight
[8409.458] れもんちぃ0: がんばれ
[8410.291] ゆめきり: radaoFight
[8410.799] rui_sk39: radaoFight
[8410.814] itonemushi: radaoScream2
[8410.834] ゆずシフォン: radaoFight
[8410.856] rina81820: radaoFight
[8411.793] an_do121: radaoFight
[8411.885] (S)matou_06: がんばれ！
[8412.361] (S)pepechi80: がんばれーーーー！！！！
[8412.729] (S)nanoka_piyo: 頑張れ！
[8412.794] (S)kuro_kuro03: がんばれー！！
[8412.970] (S)suuchaaa: 戻れー！
[8414.146] (S)たかなしはな: radaoFight
[8414.288] (S)ドパーズ: radaoFight
[8414.809] ayunosioyaki0223: radaoFight
[8416.480] わらびもち_11: radaoFight
[8416.566] (S)ひなしろ: 頑張れ！！！
[8416.681] (S)maro__ma: がんばれ！
[8417.901] lara_3o: radaoFight
[8419.538] あるみ屋: がんばれー！！
[8420.749] (S)omuricemogumogu: radaoFight
[8422.558] こしあんくん: 頑張れ頑張れ
[8423.815] りかお: がんばれー
[8447.304] rui_sk39: radaoFight
[8452.398] an_do121: あ
[8454.931] (S)ｼｷ_: あら
[8454.966] (S)suuchaaa: あ
[8455.316] (S)璃喜: 芹沢か？
[8456.366] (S)arisa_184: あ芹
[8456.823] ichigomilk_252: あ
[8457.623] rui_sk39: だれ？
[8458.716] (S)rain_less: 中やられてね？
[8458.927] なっち: だれかいかれた？
[8459.146] (S)misa0852: ここで起こしても良くねw
[8460.060] (S)komomaru0316: あ
[8460.956] suiha_7: radaoHatena2
[8461.057] an_do121: 芹？
[8461.573] リムヲ: やられた？
[8461.716] (S)キヨタカ: radaoFight
[8462.186] (S)とろネギ: せり？
[8466.229] (S)matou_06: あｗｗｗ
[8467.092] れもんちぃ0: wwwww
[8467.338] (S)ｼｷ_: せりざわー！
[8470.238] mizuno0624: wwww
[8471.433] (S)たゆう_はね: せりー！！
[8472.739] (S)suuchaaa: www
[8473.964] あるみ屋: wwwwww
[8480.500] many7575: ゆがんだー？
[8485.583] (S)ky0to23: あら
[8487.047] (S)arisa_184: うわー
[8487.233] ゆめきり: せりちゃんー！！！
[8489.089] (S)たゆう_はね: あら
[8489.258] gyudon_plb98: やばい
[8489.336] (S)上ハラミ定食: 飛行機ね
[8490.964] shi__409: どこだ芹沢！
[8491.970] 湊ソラ: 個人医めちゃくちゃきたw
[8495.696] (S)koko55557373: いっぱいいる
[8496.834] ﾏﾙﾏﾙ: おおおおおお
[8498.288] isaco135: radaoFight
[8498.564] (S)ねけめれ: うおおおおお
[8500.241] ゆずシフォン: おおおお
[8500.488] (S)genshingf07: 個人医多い
[8500.803] kuro_300: うおおおお
[8501.043] rui_sk39: おおおお
[8501.160] (S)marukunai_: みんなで助けてくれるw
[8501.360] otsukimi8: ゆちゃあ
[8502.053] (S)Rio__44: ゆちゃーーーー
[8502.202] many7575: がんばれー！
[8502.215] (S)ｼｷ_: ゆちゃああ！！
[8502.425] (S)キヨタカ: radaoFight
[8502.676] (S)kuro_kuro03: ありがてぇ
[8503.427] an_do121: おおおおおお！
[8503.510] (S)キキ키키: radaoFight
[8504.114] (S)ぬこ鮫: radaoFight
[8504.341] (S)なち222: ゆちゃあああ
[8504.715] (S)suuchaaa: がんばれー！！！
[8505.090] (S)冷凍みかん3: 第二ラウンド
[8506.363] (S)pepechi80: がんばれー！！！！！！！！！
[8506.395] touhikou_: radaoFight
[8507.651] hatsuna_m: おわああああ
[8508.245] リムヲ: まっずい
[8508.921] itonemushi: まーずいww
[8509.024] rui_sk39: えぐい
[8509.962] rina81820: ゆちゃ 
[8510.829] (S)arisa_184: えぐい
[8510.988] ayunosioyaki0223: えっぐいw
[8511.867] れもんちぃ0: radaoFight
[8511.897] (S)キヨタカ: リレーｗｗｗ
[8512.463] (S)iris_r5: えっぐい
[8512.520] (S)matou_06: あーーー！ゆちゃ神！
[8512.687] (S)とろネギ: ゆちゃあ〜！
[8512.878] otsukimi8: radaoFight
[8512.912] (S)rain_less: ゆちゃ 
[8513.339] (S)ひなしろ: わあ
[8513.808] ﾏﾙﾏﾙ: 追い掛けてくるんだよなぁw
[8514.196] ゆずシフォン: radaoFight
[8514.458] あるみ屋: wwwwww
[8514.866] (S)dash_1324: えっぐいw
[8514.924] (S)ゆあたまご: まっずいw
[8515.151] (S)juzisi: むりだーーー
[8515.610] an_do121: えぐいww
[8515.645] ゆめきり: がんばれーーー！
[8515.911] (S)yunyun7171: 個人医も大変や
