[7.670] もきち555: こんうめちゃん
[10619.324] gyu_nyuu_pann: おおおおおおおおお
[10619.438] (S)軽く捻るか: おおおお
[10619.853] maddy2623: kumite演出おもろー
[10620.246] kawasak1n: おおおお
[10620.334] gularain: とっきーーーー！
[10621.616] hiaaru: うおおおお
[10621.832] 5don: topang1Tokido1
[10622.284] shochann: ときんす来ました
[10622.419] UCNOVA: おおおおおおおおおおおおおう
[10622.473] tabibitox: ときんす
[10622.486] ましゅダヨ: ありがとねwてかんじだったw
[10622.634] sindou_ume: おおおおおー
[10622.737] ピヨさん: きた
[10623.562] (S)ちぇんぷる: ときーど！！！
[10623.651] gyu_nyuu_pann: とーきーーどーー
[10624.030] もちもち芋: おおおお
[10625.406] bec118_japan: ケンきたーー
[10626.303] gularain: 相手だれや
[10626.395] (S)kakutora_no_o: ときんすー
[10628.139] watasihamakotodesu: きたーーーーー
[10629.386] momochan6: もうときどか
[10629.529] mifune1046: とっきーど
[10629.734] narisuduu: ときどーーーーーー
[10631.406] 梓樹: 早いうちに来たな
[10631.816] UCNOVA: レツゴー
[10632.060] buri1365743: とっきー
[10632.870] (S)puertoescondidomota: 日本人対決あるかな
[10633.372] ましゅダヨ: とーきーろーーー
[10634.915] (S)kemuri0211: 寝れねーー
[10635.630] maddy2623: ガチボン引くなよ！引くなよ！！
[10636.451] teccha_tw: まじか、ねれんやん
[10638.598] takahashiseigi: ときどさんはかなり仕上がってるとの噂
[10638.853] (S)ちぇんぷる: 相手は誰だい！
[10642.511] ゆや96: かわいい
[10643.257] hojihojidx: ウメさんケン解説頼むで～
[10643.726] (S)hoshi_boshi_0: 日本人対決はやめろ！！
[10645.789] レム__: 寝させてくれないねぇ
[10646.986] gyu_nyuu_pann: かっけぇ
[10647.010] mac011400: やめろよ・・・
[10647.181] 5don: やはりパンクさん
[10649.629] 超パンダ: ときどが一回戦からタクシーに乗るとこなんか想像できない
[10652.925] kawasak1n: かっちょいい
[10653.084] ピヨさん: イラスト
[10653.828] gyu_nyuu_pann: 寝れねぇぇぇぇぇ
[10654.242] bakuseiha: これ見たらとりあえず寝ていいな
[10654.348] ましゅダヨ: にあうなーw
[10654.674] ModernCurryRiceOOmori: とーきーどー、とーきどーが空を飛ぶ
[10655.205] takemiso0331: 英語で返してくれるはず！
[10655.961] 千葉県おっさん: おー英語
[10656.146] gularain: パンクくるかなw
[10657.829] kaomoji3: パンクは勝ってるもんなぁ
[10658.237] AnAnonymousGifter: An anonymous user gifted a Tier 1 sub to tabibitox!  
[10658.250] junjamaica: きたか
[10658.981] takahashiseigi: かなり仕上がってるらしい
[10659.573] 戦う山田: 英語インタビュー
[10660.554] Blueprintn: マーダーストレート
[10660.698] (S)軽く捻るか: きたか！
[10660.904] gyu_nyuu_pann: www
[10662.902] gorogorogorn: なんなんｗ
[10664.247] 日本語かな: マーダーイングリッシュ
[10664.768] かくえいだよ: かっけえ
[10665.633] gettyozi: かあいいｗ
[10666.433] avareinu: なんだこの映像www
[10666.526] ましゅダヨ: わらっちゃうよなw
[10666.561] 5don: 初めて見たw シャドウボクシング
[10666.643] (S)黒猫くん: ちゃんと英語もできます
[10667.017] sora_1906: wwww
[10668.885] MagicAlonso1: LUL
[10669.031] 無心に: 彼が来た
[10669.437] もちもち芋: イケメン
[10670.283] (S)~MISSING_COMMENTER_INFO~: syncth3Fighting
[10670.328] sora_1906: かわいい
[10671.129] usa451: マーダーボクシング
[10671.597] gyu_nyuu_pann: かっけぇよときんす
[10671.691] maddy2623: ｗｗｗ
[10673.711] ぬーぼー2: なぜわらうんだい？ｗｗｗ
[10674.761] sindou_ume: 相手誰だろうねぇ
[10674.784] (S)ちぇんぷる: ww
[10678.438] faldho: can not
[10678.547] 5don: 天 っぽい
[10679.254] 千葉県おっさん: ｗｗｗ
[10680.447] (S)コムコムぽん: 負けられない戦い
[10681.031] ピヨさん: 鍛えすぎてパワーキャラになっちゃった
[10682.326] shochann: 大ドムｗｗｗｗｗｗｗ
[10683.203] 日本語かな: アイドムはすでに…
[10683.780] (S)kakutora_no_o: IDOM…
[10683.999] ましゅダヨ: ぱふぉーまーだわー相変わらず
[10684.616] watasihamakotodesu: 勝ってくれ！
[10686.754] まるたにこふ: 飛ばずにパンチ！どうしたぁ！
[10686.994] junjamaica: idomおわったんだよぉ
[10688.086] WillHype: majinoGoblin1
[10688.986] kasutadonshirokuma: ちょっと笑わせに来てないか
[10689.065] thraximundaru: 笑わせにきてるし…
[10691.435] shochann: アイドムはもう....
[10692.113] WillHype: majinoGoblin3
[10696.314] sindou_ume: IDOMは...
[10697.563] (S)まみたん2007: 海外行くと動き不自然なるのなに
[10697.687] もちもち芋: きたああああ
[10698.906] 5don: 乗車ぁ！
[10700.015] (S)ちぇんぷる: マーダーイングリッシュ
[10700.376] bakuseiha: トゥーウィン!
[10701.943] (S)nanakusan793: ときどは老けないな
[10703.338] maddy2623: ときんす頼むぞ
[10704.311] demonbane_twosword: ムッキムキ
[10705.335] librabird: アイドムはもうお亡くなり…
[10705.588] (S)MYNK1981: ムッキムキ
[10707.262] y_proto: 仕上がってる
[10708.036] (S)firefly860130: ときんす頑張って
[10709.538] 1108044k: ピチど
[10709.715] monpiipop: ときんすいけぇー
[10713.569] buri1365743: ムキムキ
[10713.593] tabibitox: 2個？
[10713.650] wondablack_: 体仕上がりすぎｗｗｗｗ
[10714.404] ko23458: ムキど
[10714.946] やま1192: アイドム終わった？
[10714.960] Blueprintn: かっけえ
[10715.155] (S)~MISSING_COMMENTER_INFO~: ｗ
[10715.633] cpcp3: 2020Snacking
[10715.739] gyu_nyuu_pann: 仕上がってるよぉ
[10717.255] ましゅダヨ: プロテイン、うれてるか？
[10717.467] dokuyubi: 誰がどれだけ方を落とすか
[10717.529] 久慈: ｗｗｗ
[10717.900] junjamaica: そこで目が死んだIDOM見たんだけどｗ
[10719.197] maddy2623: 撮影してる！
[10719.381] momochan6: いい筋肉
[10719.599] (S)kakutora_no_o: やってんなぁ！？！？
[10720.026] hiaaru: やってる
[10720.115] badsalt1118: うおお笑笑
[10720.194] np2np: youtube用
[10720.335] kawasak1n: ｗｗｗ
[10720.796] 5don: YouTuber !?!?
[10720.798] (S)jamxqc: ラシード
[10721.475] yousuke778: 凄い恰好やなｗ
[10721.551] thraximundaru: すーぐそれ！
[10721.677] ましゅダヨ: あらあ
[10722.592] ピヨさん: イラストもビルドアップしてる
[10722.595] shochann: 配信につかってええんか？
[10722.686] librabird: ムキムキやなｗ
[10724.784] millioniwashi: 動画用
[10726.904] gularain: YouTuber
[10727.522] fox09090: ユーチューバー谷口
[10727.758] hojihojidx: ラシード使いか？
[10727.813] (S)~MISSING_COMMENTER_INFO~: つべにあげます
[10729.626] 日本語かな: 業界を背負う男
[10730.092] (S)ちぇんぷる: スポンサーアピ
[10730.309] kasutadonshirokuma: YouTube撮ってそう
[10730.452] だいこん_: マーダーREC
[10732.205] toki0823: 滞在期用ww
[10732.825] (S)kakutora_no_o: YouTuber谷口
[10733.028] monpiipop: カメラ買った情報w
[10733.707] やま1192: ビルダーやん
[10738.240] mac011400: 日本同士はホントやめてくれよー
[10739.451] buri1365743: 筋肉キレてる
[10740.063] takakurataito: 寒くないのかね
[10741.892] (S)puertoescondidomota: レッドブル勝ててないのか
[10742.859] (S)コムコムぽん: ユーチューバーときど
[10743.253] Jam10505: 足に置くようのコントローラー？
[10743.398] Hikaru_256: ときどいつからかふっきれた感あるなｗ
[10743.793] sindou_ume: ちゃっかり撮影してるw
[10744.268] monpiipop: さ、誰だ………
[10744.899] mm2351: YouTube楽しみ
[10745.704] 勤務中: hitbox2個もってるのなんなの
[10746.820] (S)ちぇんぷる: だれだー！
[10746.889] 5don: VLoggerたちに評判の良いカメラ
[10747.163] typegrande: ときどさんのyoutubeおもしろいよね
[10748.464] ましゅダヨ: 業界の筋肉を背負うときど
[10751.529] 1108044k: ボンサーンきそう
[10751.623] mifune1046: 頑張ってー！！！
[10751.682] usa_sa_bmp: 盛り上げるね
[10752.144] (S)kakutora_no_o: ガチボン以外でたのむぅ
[10753.807] 無心に: そのうちドローン連れてくる
[10754.170] no_name_0521: ロート製薬も見てます
[10754.581] 千葉県おっさん: パンク以外ならまあ
[10756.960] tabibitox: 2個のヒトボは足に乗せるためにきまっておろう
[10757.106] ピヨさん: レジェンド広場さん
[10758.178] mm2351: 滞在記おもろい
[10760.355] mochii6262: ﾈﾑｲ
[10761.722] gyu_nyuu_pann: え
[10761.937] kawasak1n: え
[10762.999] cpcp3: CaitlynS
[10763.232] ramengod10: あ
[10763.997] (S)mott789: mott789 subscribed with Prime. 
[10766.084] demonbane_twosword: うおおおおおおおおおおおおお
[10767.240] (S)まみたん2007: かっけ～
[10767.461] 日本語かな: まーじか
[10767.630] gularain: うわ
[10767.688] (S)泣けるぜ: おおおおおお
[10768.437] watasihamakotodesu: まじかー
[10768.446] (S)firefly860130: お
[10768.665] maddy2623: うわああああああああああ
[10768.740] 勤務中: まじかよｗ
[10768.888] 戦う山田: あ
[10768.936] gyu_nyuu_pann: おおおおおおおおお
[10768.954] millioniwashi: 筋肉バトル
[10769.023] narisuduu: 前髪垂らしてる日のときどは勝つ
[10769.161] 1108044k: あーーー
[10769.458] monpiipop: まじか
[10769.556] ましゅダヨ: まじか
[10769.857] キャン房: おー
[10770.120] teccha_tw: おおおおおおおおおおお
[10770.155] delinger723: ええええ
[10770.265] navyblue314685: あ
[10770.376] 梓樹: マジで
[10770.639] (S)軽く捻るか: おおお
[10771.167] (S)kakutora_no_o: びっぐばーど！？！？
[10771.255] 絵馬にょ: あらららら
[10771.501] (S)jamxqc: 筋肉対決
[10771.594] shochann: きっちーーーーーｗ
[10771.823] (S)puertoescondidomota: まずいな
[10772.246] zabuton1mai: おおおおおおおおおお
[10772.829] (S)ちぇんぷる: びぐばー！
[10773.102] sindou_ume: まじか
[10773.999] ピヨさん: ビッグバード
[10774.169] husahusasa: あー
[10774.203] やま1192: きたー
[10774.379] gyu_nyuu_pann: まじかよ
[10774.400] watasihamakotodesu: やべーーー
[10774.871] Loytory: うわああ
[10774.951] kabiyuki: ひえええええ
[10775.167] (S)pinkevirob: あらら
[10775.820] mifune1046: まぁーーーーじか
[10775.866] ramengod10: まぁまあ
[10775.888] hirakenisnoob: フィジカル対決
[10776.028] 5don: バード三兄弟の筆頭
[10776.996] UCNOVA: あらー
[10777.233] takahashiseigi: ビグバ先生
[10777.920] kosmos5567: あーあーあー
[10778.149] shochann: ムキムキ対決ｗｗ
[10778.495] momochan6: ビッグバードかー
[10778.563] buri1365743: まずい
[10778.775] (S)kakutora_no_o: まーじかいな
[10779.348] 1108044k: 去年はぼこられた
[10779.676] yousuke778: マリーザ？
[10780.010] Blueprintn: おもろ
[10780.221] (S)kemuri0211: これは見たい
[10780.307] mm2351: だがいける！
[10781.102] kasutadonshirokuma: マリちゃんか
[10781.161] Loytory: よりによって
[10781.741] ましゅダヨ: もうこの試合だしちゃうの！？
[10782.041] delinger723: まじかよお
[10782.594] ミジンコ隊長: 筋肉が勝つ
[10783.019] (S)nutsberry1701: テップージンライチャ！
[10783.885] sndkzfm1: 筋肉仲間
[10784.279] maddy2623: ままままアングリーよりは・・・
[10784.377] thraximundaru: ビグバ今何使ってるん？
[10786.555] 日本語かな: ケンマリーザはどうなの？
[10787.811] ryuken_future: 全然いけるぞ
[10788.042] 無心に: やってる
[10788.072] badsalt1118: あー
[10788.807] johndoe6523rp: こーーれは勝ちます！
[10789.031] takahashiseigi: ラシードかな
[10789.602] shochann: いきなりビッグバードか
[10789.815] (S)黒猫くん: ときど的には嬉しいんじゃないか
[10790.962] kawasak1n: これ勝てるぞ
[10791.082] gyu_nyuu_pann: 筋肉対決
[10791.597] demonbane_twosword: イラストかっけえええ
[10792.379] gularain: ラシードかなあ？
[10792.674] UCNOVA: いいカードすぎる
[10793.402] ましゅダヨ: ムキムキファミリーやめて？？
[10793.593] junjamaica: 筋肉対決
[10794.884] bec118_japan: ケンっしょー
[10794.960] いろなし0110: ほぼ決勝やん！
[10795.012] (S)ちぇんぷる: やれるっしょ
[10796.114] avareinu: これいけるんじゃない？
[10797.861] 1108044k: ラシードじゃ？
[10798.494] tabibitox: アングリー持ちはきついな
[10799.350] gorogorogorn: もうラシードじゃね
[10799.541] bakuseiha: 殴りあいで決めんか？
[10800.859] (S)hoshi_boshi_0: ラシード？
[10800.926] (S)firefly860130: マリーザか？
[10801.365] (S)nen_100: 大胸筋の宴
[10801.372] kaomoji3: マリーザかラシードか
[10801.548] toshio0224: さすがにケン有利
[10802.429] ゆきがら: ケン有利じゃね
[10803.204] momochan6: ムキムキ度なら互角
[10803.434] mac011400: どっちでくるかな
[10804.377] prosciu: ケン慣れてるから
[10804.730] hiisan: ラシードだと思われます
[10805.635] gyu_nyuu_pann: ラシードかな？
[10806.370] badsalt1118: ラシードとの噂も
[10806.916] pluto_firey: ラシードくんじゃね
[10807.555] mifune1046: めちゃくちゃアングリーとケン戦やってるもんな
[10807.834] sndkzfm1: マリかラシか
[10809.856] さジ: ラシードだと思う
[10811.843] thraximundaru: +3投げでも変わんないもんねマリーザ
[10813.184] takahashiseigi: ラシードは実質強化
[10813.880] monpiipop: あー、ラシード
[10815.949] ましゅダヨ: 拳でやらんか？
[10819.587] (S)nutsberry1701: 闇の力が・・・
[10820.284] ピヨさん: まだ弱体化に対応してる人は少なそう
[10820.525] buri1365743: アングリーの名を冠するもの
[10829.165] yomenigeter: 海外だとラシードの評価バカ高い
[10831.072] 千葉県おっさん: ラシード有利
[10843.563] gularain: ガチくん効果
[10843.768] 日本語かな: ラシードなんか
[10845.522] junjamaica: 足打ったか今
[10847.623] ましゅダヨ: ラシード多いよね
[10852.768] bec118_japan: 実践的な強さよね
[10857.402] tabibitox: 筋トレ対決
[10857.474] (S)ちぇんぷる: かっちょい
[10859.974] ピヨさん: 若い
[10863.768] junjamaica: 鳥足負傷
[10864.738] gyu_nyuu_pann: 2人ともかっこいい
[10870.216] ましゅダヨ: 仲良さそうな2人
[10874.764] momochan6: いきなり強豪やなあ
[10876.275] ピヨさん: 筋トレ仲間
[10885.091] ryuken_future: ラシードのsa2個人的にナーフしなくていいと思うけどなぁ jpみたいに実質ガー不ってわけでもないし
