[14.222] (S)mimoru_385: wako
[6468.499] harukio33o: もんもんもん
[6468.760] 須夜咲ノア: もんもんもん
[6469.702] oyazigarisan: 鳴き声草
[6469.919] aoao_0217: もッもっもう
[6470.339] gatowat: もんもん
[6470.419] shavuto3: ありゃ
[6470.581] どなつ: 奥行きだけ試してみたら？
[6471.166] syubibi1111: 悶するなな
[6471.832] (S)えるりん: もんもんもんもん
[6472.387] yoy0077: もんもんもん
[6472.426] なぁゆ: もんもんもん
[6472.669] きゅうりのピクルス: くもんいっくもん！
[6473.302] (S)pwmjgpwdjgwuj: 悶々
[6473.775] shavuto3: もんもんもん
[6473.930] (S)u_ru_r: わこらだー
[6474.548] shilva_0: 検証するしかないのかも？
[6474.591] harukio33o: 邪ってる
[6475.374] (S)otux2_0205: 欲求不満か？
[6476.197] リムア: もんもん
[6476.506] sabadawa: こんばんは
[6477.869] atuono: 壊れてきた
[6478.504] rara_2024: もんもん
[6479.468] minto13579: 横閉まってきた？
[6479.510] yoy0077: 🙄🙄🙄
[6479.664] nanashi_1368: これは削られる
[6479.709] judary: 毎回壁に当たって終わってない？
[6481.239] ric67724338: 奥行き使ってみては？？
[6481.971] 04sb29: M☆O☆N☆M☆O☆N
[6482.136] aonori_1111: もんもんもん
[6482.811] (S)rigore_napoli: そら100分もこれやってりゃな
[6483.656] (S)who_tawn: ついに一人遊びが始まってしまった
[6483.856] (S)pirunn: これ進捗ナンパーなんだろ
[6484.651] tyokotippu1234: 水でも飲んで落ち着くか？
[6484.831] suzuya_watanabe: 自慢か
[6485.062] レモンです: !uptime
[6485.328] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 48 minutes 11 seconds 経過しています。
[6485.839] tunamayo1234: 悶々するな
[6485.944] (S)karume1203: ねえのかよ
[6486.164] 神崎立夏: www
[6486.885] aki_kaii: 縦にならなくても頭奥にしたら行けそう
[6487.057] (S)しおなみ: だめじゃん
[6487.305] いのりさん: ないやん
[6487.387] gyqgngkg884: 奥行けるなら、顔面こっち向けて、一番最初みたいにやれば、奥行小さくなるんじゃね？
[6487.799] (S)medo_710: ぽまえがこのゲームの最先端
[6488.234] oyazigarisan: 別ゲーで落ち着く？
[6488.387] もふてか: だめやんけ
[6488.554] (S)otux2_0205: ねえじゃねーか
[6488.668] 梨一: だけ？？
[6488.708] 哀れな人の子: だけ？？？
[6488.726] れもねーどー: だけ？
[6489.019] minto13579: でしょうね
[6490.240] mumadoo: だけ？
[6490.566] あるみ屋: だろうね
[6490.777] コミヤ: もっとあるだろなんか
[6491.092] 贄ﾁｬﾝ: だけじゃないだろ
[6491.798] nanohanao: 一回カニでいこう
[6491.908] (S)myo_kuma: ないんかい
[6493.138] (S)ごみぱ: だけ？
[6493.219] きゅうりのピクルス: わかる
[6493.395] sasasa_kama: も
[6493.680] (S)mattyarate113: お前には何も無い
[6493.927] hima_norita: だろうな
[6494.022] (S)si_o_r: だけ？
[6494.284] (S)yufu3636: だけ？
[6494.416] (S)sjindoa: もだろ
[6494.456] ~MISSING_COMMENTER_INFO~: それ以外はある？
[6494.914] あいむやで: 今こそ邪を…消せる訳ねぇからっだぁだもんな
[6495.052] 2jqtpja: だけ？
[6495.805] hakusei11124: 集中してけー
[6496.419] aoao_0217: おわりだ
[6497.044] (S)アキレゐト: だめじゃねぇか
[6497.080] (S)u_ru_r: だけ？？？？
[6497.320] ケーブル接続: あれよ
[6500.012] Disco_11: だれ？
[6500.816] elmyr_56: 手に当たってるんじゃない？
[6502.469] (S)Meriel814: 額に木の葉のマーク付けとけ
[6502.542] arashihiroshi: 大事なとこ欠けとるやん
[6504.242] きゅうりのピクルス: 心もね
[6504.287] oyazigarisan: だけとは
[6504.450] harusan_nh3: 集中力以外は全てあるみたいな言い方するな
[6504.491] Disco_11: だけ？
[6506.184] gu_1212: なにはあるの?
[6507.255] ケーブル接続: だけじゃないだろ笑笑
[6508.761] (S)torikera0124: 成績表に書かれてた？
[6508.931] (S)maru_1214: だけ？
[6509.541] radaonounntiiiiiii: 初見です。イケボすぎて耳が壊れる配信はここですか？
[6510.178] appledddw: もだろ
[6510.847] yoy0077: ﾀﾞｹ????
[6511.438] gyqgngkg884: 細くなるか
[6513.022] mafuyu256: 邪はあるのにな
[6513.237] shavuto3: おてて？
[6513.470] ric67724338: おっさんに関しては逆にあいつに突っ込めば
[6513.551] root__05: 知ってる
[6513.749] にぃぃぃ: 誇るな
[6514.283] わむじゅ: 幼少期なんてあるほうが稀有だろ
[6516.983] 04sb29: なんかもっと改良されててキモくなってる、、、
[6518.112] ryootada: それいつの時代だよ
[6518.759] rapi104: 集中力もね
[6520.771] cocona_1111: だけじゃなくてもやろ
[6521.739] 林檎美味しい: ｺﾜｲ
[6525.782] nene_skun: 初見ですこんばんは
[6527.327] ケーブル接続: らっだぁに幼少期ってあったんだね
[6528.366] 海月3: すらの間違いやろ
[6528.540] (S)magaos_753: 集中力「も」
[6529.045] きゅうりのピクルス: ＯＭＧ
[6529.497] 林檎美味しい: きm
[6532.863] nari_0602: おおおお
[6533.799] nanaori77: ！！？
[6534.218] ぱんだぁぁぁ: ｗｗｗｗｗｗ
[6535.160] あるみ屋: えw
[6535.439] suzuya_watanabe: 奥行さんさん？！
[6535.486] nazu_7z: ないす
[6535.761] makaron593: おおお
[6535.871] 2jqtpja: 横じゃない？
[6535.943] (S)solvent_42: oooo
[6536.056] zenryona_egg: おお
[6536.183] (S)nakihai556: wwwwwwwww
[6537.085] yakumo_higan: 集中力鍛えるにはちょうどいいかもしれないね
[6537.295] hima_norita: wwwwww
[6537.611] minto13579: wwwwwwwww
[6537.828] aoao_0217: こy
[6538.303] 神崎立夏: wwwwwwwwwwww
[6538.341] 贄ﾁｬﾝ: うますぎ？？？？？
[6539.062] きゅうりのピクルス: ニュートラル
[6539.107] makaron593: ｗｗｗｗ
[6539.144] itoido: おおおおお
[6539.406] (S)しおなみ: wwwwwww
[6539.618] yu_rrr0409: プロ
[6539.982] gatowat: wwww
[6540.016] あいむやで: OMG
[6540.179] riu_o3x: wwwwww
[6540.269] t_fugu_0116: おおおお
[6540.907] (S)0to___: だおの幼少期って想像できんww
[6541.150] ケーブル接続: お！
[6541.347] しおおおおおおお: おお
[6541.968] (S)えりさ_: wwwwwwwwwwww
[6542.076] (S)yufu3636: www
[6542.089] ric67724338: お
[6542.454] shilva_0: おおお
[6542.700] (S)sapichaaan: wwww
[6544.116] oyazigarisan: おお
[6544.204] みりンゴ: お
[6544.346] Ragu__1878: www
[6544.500] どなつ: 奥行き行けるやん
[6545.666] ric67724338: 奥行き！！
[6545.703] 04sb29: oh my girl~
[6546.992] t_fugu_0116: お
[6548.391] アステール: 名言じゃん
[6548.542] (S)medo_710: 片鱗みえたな
[6548.552] ~MISSING_COMMENTER_INFO~: おお
[6548.778] nazu_7z: お
[6549.091] ssnyzk: ヨガファイアー打てそうだね
[6549.214] appledddw: おおお
[6551.280] 林檎美味しい: ooooooo
[6551.945] nanashi_1368: ないす
[6552.845] 4waiyo: 板には当たりそうだけど
[6554.935] (S)khinmr: 当ってたって
[6555.092] (S)0to___: CR座禅部門！？！？！？
[6555.679] uchichan_p: おおお
[6555.792] ケーブル接続: 命かけてる声してんな
[6555.799] あるみ屋: 判定なくて草
[6555.802] ranturn2735: おおおおお
[6557.900] (S)和食定食: 奥行きつよい
[6558.078] nekomrnn930: w
[6558.148] atuono: おお
[6558.474] あっすー_: ここ上の左のランタン寄ればいいのでは？
[6558.697] yoy0077: ｵｰﾏｲｶﾞｰ
[6561.047] 林檎美味しい: だってばよ
[6561.618] きゅうりのピクルス: ＴＵＭＡＲＩ？
[6561.668] yuui01: 左じゃね？？
[6562.361] ごんのすけ: じゃあ左のがいいのか？
[6563.287] 俺だよおれ: 突っ切れ
[6563.400] hmbargalemon: おお！がんばれ！
[6563.503] suzuya_watanabe: 今まで縛りプレイしてたんか？？？
[6563.521] tanuki_pan: がんばえ〜
[6563.635] しおおおおおおお: 分かっとらんやんけ
[6566.038] ric67724338: 奥行き使お！！
[6566.312] judary: ランタン自体はセーフ？
[6566.337] ケーブル接続: 結構奥行きってんね
[6567.322] nazu_7z: うえ行こう
[6567.806] 林檎美味しい: 分かろ
[6567.918] oyazigarisan: わんちゃん！わんちゃん！
[6568.654] choco3143: 奥行きってる
[6570.166] yakumo_higan: えそんなことあるん！？
[6570.294] ぶるねった: 行って戻る？
[6570.672] ドらコアら: 左上のランタン無視できるってこと？
[6571.063] nanohanao: 左
[6572.165] あるみ屋: つまりとは
[6572.923] nene_skun: ライト判定ないのかい！あるのかい！！どっちなんだい！！！！
[6573.058] (S)ずーふり: 左か
[6573.351] ケーブル接続: 気ぃ抜くなよ
[6573.993] ho_piyo: ｵﾜどういう体勢？
[6574.278] suzuya_watanabe: 左では
[6576.422] (S)hisoka_HyskoA0606: 板の上のランタン関係ないってことじゃない
[6577.456] sky_orange: 左
[6578.172] yoy0077: ひだり？！
[6578.370] (S)hime_ki: ランタンよりダンボールの方が横幅ある？？
[6579.081] makaron593: 左の下
[6579.361] iesia: いけるってこｔ？
[6580.166] ranturn2735: かんば
[6580.399] yuui01: 左のランタンの後ろに行くんじゃね？
[6580.896] imittu: 左上のランタンが通れると
[6581.097] harukio33o: 左ガン寄せ
[6581.193] ちきんはーと: 左のランタンを無視できる
[6582.081] 林檎美味しい: 左手
[6584.345] (S)nonaru4637: 左っしょ
[6584.836] kimiga_disuki: わかんないってばよ
[6584.864] ドらコアら: 板は奥行きにも判定ありそう
[6585.420] きゅうりのピクルス: すっぽん貸すよ？
[6586.084] 林檎美味しい: 左下
[6586.671] ~MISSING_COMMENTER_INFO~: 左？
[6587.342] kumo3389: 助走つけたらええやん
[6587.471] nari_0602: いって戻るかなぁ
[6587.838] 林檎美味しい: そそそ
[6588.356] shavuto3: ひだぁり
[6588.849] (S)yufu3636: 左やろ
[6588.889] あいむやで: tu☆ma☆ri☆どういう事だってばよ
[6588.999] saba_basa_: 板の後ろは？
[6591.957] (S)~MISSING_COMMENTER_INFO~: 左？？
[6593.691] yakumo_higan: そのまま上に行けるのでは？
[6594.854] remona1: そのまま行けないのがつらい
[6594.918] ranturn2735: 行って戻る
[6596.625] yuui01: 左上のランタンの後ろじゃね？
[6597.950] nubenube8610: ランタンギャンよせ？
[6598.194] ric67724338: 奥行き判定なかったと思う
[6598.601] 林檎美味しい: そゆこと
[6599.082] namaeha_madanai_: !uptime
[6599.370] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 50 minutes 5 seconds 経過しています。
[6599.957] (S)si_o_r: 多分
[6600.524] (S)rigore_napoli: そうやね
[6600.982] nanaori77: あーなるほど
[6602.106] 林檎美味しい: 〇
[6602.431] (S)ryotamk_2: そうだね
[6605.240] judary: ランタンの裏行ってみ
[6607.401] (S)らたき: むずそう
[6608.018] aoao_0217: なるほどね
[6608.212] nanohanao: 左寄せ
[6609.685] もふてか: 影見てみ
[6611.346] itoido: 前よりは余裕がある
[6611.400] sabakanu: あーなるほ
[6611.619] 林檎美味しい: おおおおおおお
[6611.631] リムア: あ
[6612.316] ぱんだぁぁぁ: え
[6613.762] tyokotippu1234: おおおおおお
[6613.871] 林檎美味しい: ないす
[6613.886] rascal_techonol: え
[6614.207] (S)ryotamk_2: あ
[6614.388] shilva_0: お
[6614.426] なぁゆ: なるなる
[6614.454] (S)pirunn: え
[6614.458] (S)nakihai556: おおおおお
[6614.578] (S)otux2_0205: えー
[6614.729] (S)sapichaaan: え？
[6614.922] ｻｧｻ: ええええ
[6615.242] nazu_7z: ｗｗｗｗｗｗｗ
[6615.469] しおおおおおおお: wwwwwwwww
[6615.759] minto13579: え
[6615.790] zenryona_egg: え
[6615.864] (S)~MISSING_COMMENTER_INFO~: 頭つかうねぇ
[6615.967] かにカマ: おおおお
[6616.011] nanaori77: あれw
[6616.061] (S)sjindoa: え
[6616.161] (S)うがら: おおおお
[6616.441] どなつ: え
[6616.584] nekomrnn930: なるほどね
[6616.684] ケーブル接続: このおっさん下半身やばいな。
[6616.785] (S)yufu3636: え
[6616.884] (S)らたき: おお
[6616.951] makaron593: え
[6617.245] itoido: おおおおおおおおおおおおお
[6617.463] や5: えええ
[6617.489] (S)しおなみ: wwwwwwwww
[6617.549] あるみ屋: えw
[6617.628] (S)ナラ抹茶: wwwwwwwwww
[6617.698] chan_kuma_: おおお
[6617.777] 2jqtpja: え
[6617.819] あっすー_: ええええ
[6617.848] ruu_ha: え
[6618.023] ranturn2735: ランタンの後ろ
[6618.035] piisuke0428: えｗｗｗｗ
[6618.068] (S)asona_c: え
[6618.124] suzuya_watanabe: なんでやねん
[6618.250] きゅうりのピクルス: はい
[6618.352] (S)magumaro_01414: ww
[6618.384] 林檎美味しい: わ
[6618.414] ねこすけ25: え
[6618.556] まみまる: え
[6618.570] ~MISSING_COMMENTER_INFO~: wwwwww
[6618.582] なるか3: ｗｗｗｗｗｗｗｗｗｗ
[6618.660] takowasa9280: え
[6618.794] tyokotippu1234: え
[6618.997] (S)si_o_r: おおお
[6619.015] connozi: えええええ
[6619.215] a__res: おｃ
[6619.251] hima_norita: wwwwwwwww
[6619.576] (S)ogapaka: え
[6619.623] shiroiro1011: え
[6619.637] panndaman1: え
[6619.690] uronosuke729: wwwwwwwwww
[6619.695] 夢現: えーｗ
[6619.700] (S)和食定食: え
[6619.784] cyaso_desu: ええ
[6619.849] dokokara_dokomade: wwwww
[6619.916] (S)らたき: wwww
[6619.938] ケーブル接続: ええええええ
[6619.993] (S)fuyuki_noa: え
[6620.020] nishina___: え？？
[6620.079] もふてか: え
[6620.107] yotuba_330: え
[6620.375] (S)hime_ki: え
[6620.545] (S)aina___10812: えｗ
[6620.644] makaron593: ｗｗｗｗｗｗｗ
[6620.734] iesia: ｗｗｗ
[6621.131] sunomono8: wwwwwww
[6621.205] t_fugu_0116: ええ
[6621.358] あるみ屋: wwwwwwwwwww
[6621.405] rona0525: えええええ
[6621.411] (S)myo_kuma: え
[6621.472] (S)しおなみ: いけるんかーい
[6621.607] ~MISSING_COMMENTER_INFO~: え
[6621.705] (S)nonaru4637: wwwwwwwwwwww
[6621.806] cyaso_desu: ww
[6621.944] (S)nakihai556: いけたwwwww
[6621.944] mofumofu30: なんでぇ！？
[6621.945] minto13579: wwwwwwwww
[6622.245] nacl_jf: おおお
[6622.263] ドらコアら: なんかいたwwww
[6622.389] sparrow__7__: え
[6622.390] 林檎美味しい: かなし
[6622.407] 鯖の味噌煮焼き: え
[6622.492] いのりさん: えええ
[6622.555] (S)azisai1111: えええええ
[6622.586] Ragu__1878: www
[6622.809] (S)らたき: おc
[6622.825] zenryona_egg: ええ
[6622.946] sabakanu: ぬるぽ
[6623.179] ぶな_しめじ: wwwwwwwwwwwwwwwww
[6623.301] ぱんだぁぁぁ: なに？ｗｗｗｗｗ
[6623.391] 贄ﾁｬﾝ: ｗｗｗｗｗｗｗｗｗｗｗ
[6623.398] 俺だよおれ: 落ち方変わったww
[6623.470] (S)nanami_nati1008: ぇぇぇぇ
[6623.505] なみっぴ: え
[6623.549] yu_rrr0409: wwww
[6623.599] (S)sjindoa: wwwwwww
[6623.693] em21__: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[6623.732] (S)has_461: え？
[6623.759] nunnun_tgatrd: え
[6623.772] 燐だよ: え
[6623.847] ayunosioyaki0223: え？w
[6624.254] kohakuu1123: え？
[6624.593] (S)冷や茶: うそだろwwwwwwwwwwww
[6624.755] エイさん: wwwwwwwww
[6624.912] ぴぴ田: ええええｗｗｗｗｗｗ
[6624.957] ibatora: こんばんは、今来ました。初めてのTwitchです。らっだぁさんの動画は、YouTubeで毎回見ていました！
[6624.991] tanuki_pan: ぬるっと
[6625.737] (S)えりさ_: え
[6626.133] minibanbi: wwwwwwww
[6626.198] ranturn2735: おおおおおおおお
[6626.460] 燐だよ: wwwwww
[6626.745] ama_iro_: www
[6626.797] nanaori77: なんでぬるっといくねんw
[6626.820] itoido: うっそだろ！？ｗｗ
[6626.990] あるみ屋: どゆことやねんw
[6626.994] souta0712likeblue: え
[6626.997] しああき: え？？？？？？？？？？
[6627.401] 林檎美味しい: 泣いてもいいんだよ
[6627.419] appledddw: え
[6627.685] nekomrnn930: えええええ
[6627.956] gyqgngkg884: でもナイスー( ‘-^ )b
[6628.016] あいむやで: なんでやねんw
[6628.158] cyaso_desu: なんかいけたwww
[6628.246] iesia: なんでぇ
[6628.280] yu_rrr0409: ええ？
[6628.372] あっすー_: 普通に行けたやんwwww
[6628.403] main94: えええええ
[6628.461] (S)yufu3636: wwwwwwwww
[6628.470] もふてか: は？
[6628.588] (S)らたき: でも行けたやん
[6628.619] ric67724338: え？wwwww
[6628.723] 鯖の味噌煮焼き: なんで？
[6628.813] ryo_ngz: ？？？？
[6628.844] かにカマ: え
