[33.317] arare_1567: こんこんこん
[24161.660] ccccnnnnaaaa: 2年目もスト6を続けてくれる人がいたら、それはとってもうれしいなって
[24164.595] ﾏｶさん: テリー早く使いたいな
[24165.245] (S)horikawa_r_i_k: padでできるようになるのか
[24169.754] (S)godog02: GTAはプレイ時間長いだろうしね
[24192.768] (S)kinokogidora: クロスプレイないから論争起こらないの神
[24201.903] kitori_17: ぴーんぽーん
[24207.299] flower_015: ピンポン多い
[24217.508] ささみ橋: 最近から見始めた人がSFLで更にハマってくれると嬉しい
[24219.927] (S)bronze1932: まあApexがね…
[24231.580] (S)raincoat214: おや
[24231.658] (M)墾田永年私財砲: 歌しぁん
[24235.312] (S)鉄板: 歌にぃ！
[24236.808] (S)horikawa_r_i_k: 歌にぃ
[24242.376] kitori_17: BESUのひとや
[24243.994] (S)masamasa_19: ！？
[24245.119] けるりっく: うたにいやん
[24252.567] akasanz3x: 歌にいか
[24256.084] (S)アベ0206: これはびっくり
[24257.312] ささみ橋: 特別ゲスト！？
[24259.580] ﾏｶさん: いきなりの登場
[24259.604] boolean_opo: え？この時間に
[24260.554] naryuhama: 芸能人じゃんねぇ
[24264.135] rockryuu: こんな軽い感じでくるのか
[24268.063] (M)墾田永年私財砲: ｗｗｗ
[24269.067] (S)godog02: ザバス
[24270.879] (S)shi_a__: おやおや
[24270.997] (S)蒐集家: えっぐい
[24273.118] onemoch: ｗｗｗｗｗ
[24278.697] flower_015: 歌広場？
[24280.300] (S)アベ0206: 全ザバ
[24291.012] akasanz3x: ザバス買い占め勢ｗ
[24303.883] シュンライー: 歌にいや
[24317.170] niseko1020: ざばひろば
[24319.675] (S)kinokogidora: え？！？！
[24325.542] ダリルちゃん: ザバスの紙パックドリンク美味いんだよねぇ…
[24341.306] (S)shi_a__: 気分悪いわ！w
[24341.663] dias752: wwww
[24343.077] (S)yamaasira: ミュージシャンの方なのに？
[24343.422] カンラク: 気分悪いわ！！！
[24346.995] ささみ橋: ※ミュージシャンです
[24357.404] (S)godog02: それで気分悪くなるの独特やな〜
[24362.986] tenkas10: え、歌にぃおるｗｗ
[24367.005] wing_hiro: エアバンドとして＿＿
[24375.803] flower_015: すっぴん広場
[24379.518] (S)shi_a__: www
[24388.108] kumonoyou5: 対戦ありがとうございました！キャノンよく行ってたのでゲーセンの話いつも楽しみに聞いてます！
[24398.650] niseko1020: 事務所広くてええのう
[24406.189] majesta179999: はやっw
[24409.129] kitori_17: もうｗ？
[24414.586] (S)鉄板: どうせならオフ対戦見てみたい
[24415.308] (S)shi_a__: よかったよかった、であってる？
[24416.185] モリケイ: 歌にいきてんの？w
[24417.963] (S)アベ0206: 帰るんかーいｗ
[24421.261] kitori_17: FENDIのかばんからアケコン出す人初めて見たｗ
[24426.556] rockryuu: マジ？これだけのために来たのか
[24434.119] タフタフ: お礼に音楽聞かせてでよかったのに
[24434.582] カンラク: ないす
[24434.986] (S)蒐集家: ザバス宅配人でした
[24435.039] naryuhama: 渡航費を守った男
[24436.532] ふかしいもん: 草
[24438.895] ささみ橋: オフ戦やればいいのにー
[24440.048] (S)all_hd: おつです～
[24441.169] (S)shi_a__: おつかれさましたー
[24442.867] (S)トランスフルトリン: 歌にいおつかれっす
[24442.889] (S)raincoat214: おつかれーす
[24443.408] akasanz3x: 企画した歌にいが優勝したからｗ
[24446.462] rockryuu: おつかれさまです～
[24446.864] モリケイ: プロテイン持ってきただけ？w
[24450.841] (S)ranpub: 特別ゲストすぎる・・・
[24450.878] (S)鉄板: 歌にぃおつかれ～
[24450.881] ささみ橋: cagdogOtu
[24452.685] (S)kinokogidora: すごい男だ
[24457.970] sanchaaaaan: 勝利画面のリリー微妙にシャクれてて笑ってしまう
[24458.358] (S)yamaasira: ケーブル貸し借りするとか平成の香り
[24458.463] (S)godog02: 草
[24459.182] niseko1020: ザバスを差し入れに来た男
[24459.258] (S)shi_a__: 試しに一戦やっていけば...
[24462.783] シュンライー: なーるほど
[24464.333] (S)ぶれお: 草
[24464.568] カンラク: かわいい
[24469.983] (S)Taler0605: 戻ってくる？
[24472.769] (S)トランスフルトリン: 小学生みたいなことしてる芸能人
[24475.450] モリケイ: 歌にいの絞りはかなりガチやで
[24478.269] (S)godog02: はい。
[24480.928] (S)shi_a__: 確かにw
[24483.136] (S)鉄板: 朝までやりそう
[24486.562] melton_puyo: 無限だよ
[24487.553] シュンライー: それはそう…
[24488.261] akasanz3x: ゲーセン文化だからな
[24488.366] ましゅーず: 遊びに誘ってない友達の家に通信ケーブルだけ借りにいくやーつ
[24488.433] rockryuu: それはそうか
[24488.584] (S)godog02: もう一回！もう一回ね！
[24489.948] (S)yamaasira: 逃げんの？で無限
[24492.248] (S)raincoat214: 全然関係ないんですけど餓狼新作のグラントの弟子がチンピラ系ファイターでめっちゃどぐらさん好みっぽいんですけどチェックされました？
[24494.553] tenkas10: １戦で済む格ゲーマー０人
[24495.199] (S)horikawa_r_i_k: 終わらなくていいじゃない
[24496.641] カンラク: エクストリームウルトラファイナルラストまでやることになる
[24497.694] モリケイ: 戻ってきたw
[24498.330] (S)godog02: 草草草
[24498.454] naryuhama: 草
[24499.896] akasanz3x: やるんかいｗ
[24500.459] ささみ橋: ｗｗｗｗｗｗｗ
[24500.491] tobias0930: ｗｗｗ
[24501.089] (S)all_hd: ｗｗｗｗｗｗｗｗ
[24501.202] カンラク: きちゃぁ
[24501.547] (S)bronze1932: ほーらきた
[24502.747] ccccnnnnaaaa: こーれ3時くらいまでやる流れ
[24502.754] niseko1020: 草
[24503.255] 金ゆで玉太郎: 終わらなくなる
[24503.940] majesta179999: www
[24503.981] (S)shi_a__: wwwwww
[24504.056] boolean_opo: これ見たやろｗ
[24504.290] (S)アベ0206: 草
[24504.380] (S)ranpub: www
[24505.012] rockryuu: ｗｗｗｗｗ
[24505.057] えるともん: きちゃ～
[24505.209] tenkas10: ｗｗｗｗ
[24505.285] kitori_17: すいませんねえ
[24505.713] (M)墾田永年私財砲: ｗｗｗｗｗ
[24506.104] (S)あきはん: やるんかーい
[24506.184] (S)トランスフルトリン: 言うたそばからｗｗｗ
[24506.474] (S)鉄板: やったぁ！
[24507.160] (S)shi_a__: 帰ってきたw
[24507.784] (S)kinokogidora: wwwwww
[24507.936] tobias0930: 完璧やなあｗ
[24509.100] flower_015: wwww
[24509.226] シュンライー: 結局ww
[24510.395] ダリルちゃん: 草
[24511.113] tenkas10: 始まったァ！！！！
[24512.032] (S)raincoat214: なんか戻ってきたぞｗｗｗ
[24512.227] sanchaaaaan: 長くなるぞーーーーw
[24512.394] dias752: www
[24512.589] (M)墾田永年私財砲: どうしてもやらない訳にはいかない
[24512.672] モリケイ: 無限対戦編突入！！！
[24515.416] majesta179999: 飯キャンセルか
[24517.258] (S)masamasa_19: 3先 一回 あっ...
[24517.653] タフタフ: ザンギエフ！
[24518.331] (S)yamaasira: この環境2人だとモニター見にくくない？
[24518.540] (S)godog02: もうゆっくりしてったらええんでは
[24521.381] (S)スパイシーアイス: やるんかーいw
[24521.587] (S)ジッパー人唐揚げ: ちょっとね、ちょっとだけだから
[24526.061] モリケイ: 遠くない？
[24526.253] sanchaaaaan: 歌にぃ好きだわ〜
[24527.086] ささみ橋: cagdogKami
[24527.148] flower_015: さすがw
[24528.025] tsubuchoco: 格ゲーマー揃ったらそら対戦よ
[24535.337] (S)masamasa_19: ラストファイナル3先
[24538.158] カンラク: 眼の前のゲーマーが居たら戦わないわけにいかないじゃんねぇ
[24544.250] lazu1127: Cheer1 Cheer1 Cheer1 Cheer1
[24545.034] (S)godog02: やっぱ血が抑えられない格ゲーマー
[24545.164] モリケイ: サムライかな？
[24550.309] luna__u_u: わぁ
[24552.998] tomatocolor: どぐらさんって関西よね？歌にぃも関西いるってこと？
[24554.604] (S)464q: 遠くない？
[24557.143] (S)mugina1225: Cheer100
[24563.930] モリケイ: まめスパの椅子使ったら？
[24566.176] majesta179999: 遠いけどいけるんか？
[24567.037] rockryuu: ええんやで
[24567.736] niseko1020: 棒のついた板を持った格ゲーマー同士が出会って何もないはずがないよね
[24590.632] (S)shi_a__: 遠くない？できる？
[24592.788] (S)raincoat214: イエーイ！
[24594.230] tenkas10: ケンのカラーあらず
[24595.128] (S)godog02: ケン(エド)vsケン(ケン)
[24596.559] カンラク: ケンカラー買ってないか
[24596.603] (S)shi_a__: いぇーい！いぇーい！
[24603.450] (S)all_hd: イエーイ
[24615.120] カンラク: あいいっ
[24615.445] (S)kinokogidora: イェーイ
[24615.740] naryuhama: 大事ですね
[24617.161] シュンライー: あぃぃ
[24618.252] (S)shi_a__: はーい中断しまーすw
[24618.353] tobias0930: アイィ！
[24618.579] 紫ゆかり: ケン！（ケン） ケン！（エド）
[24619.278] majesta179999: www
[24620.585] naryuhama: パン！
[24622.914] wing_hiro: いってみましょー！
[24623.232] tenkas10: あるある～
[24625.727] モリケイ: フェイクボタンw
[24660.714] タフタフ: フェン様の弟子やろ、成長を味わおい
[24663.622] (S)kinokogidora: いぇーい
[24715.384] (S)yamaasira: 失ったはずの闇の力が
[24724.506] モリケイ: ガチ無言w
[24748.354] (S)raincoat214: 光の壁は相手がしゃがんでたりすると押し合いがひっかからなくて機能せんはず
[24770.878] (S)godog02: 草
[24771.299] boolean_opo: あっ
[24798.061] iosefka411: ちょっと遠そうやな
[24802.873] (S)saku510: 体制つらそうｗｗ
[24803.015] モリケイ: 墾田にいカウントいらんか？
[24812.952] カンラク: ワイプ含めかっこいい男が4人映ってお得
[24892.338] (S)godog02: やる
[24894.656] シュンライー: わお
[24897.088] (S)kinokogidora: おお
[24901.429] カンラク: わお
[24914.206] tenkas10: 歌にぃOD波動とか全然使わないんやなぁ、めっちゃ丁寧
[24941.932] (S)kinokogidora: うめぇ
[24958.660] niseko1020: 2-0
[24985.769] (S)yamaasira: BGMマジでええなと思ったけどなんかゲーム音デカくなったな
[24990.028] tenkas10: －６の呪い
[24994.684] モリケイ: やーる
[24996.183] (S)ジッパー人唐揚げ: おお
[25012.477] (S)raincoat214: スカシ下段うーまい
[25021.886] (M)墾田永年私財砲: 多分接続でどっかに音取られて入力変わってるので一時的に音量大きめで
[25022.403] boolean_opo: これは行けるか？
[25032.880] (S)shi_a__: おぉー
[25033.335] tobias0930: やるー
[25035.541] モリケイ: 2-0は危険な数字
[25036.093] (S)kinokogidora: おおお！
[25036.519] (S)all_hd: すご！
[25041.839] tenkas10: うーまい
[25078.028] カンラク: スト6の効果音改めて聞くと素晴らしいな
[25089.337] シュンライー: まくったー
[25092.248] tobias0930: ええぞー
[25094.657] タフタフ: あれおとすかー
[25112.650] (S)蒐集家: なんか、対戦してるやんｗ
[25120.185] niseko1020: これ3先じゃ終わらなくなるパターンじゃない？
[25139.737] (S)shi_a__: おぉ〜
[25175.436] (S)kinokogidora: オフと熱帯って操作感に違い出るんかなぁ
[25190.202] (S)horikawa_r_i_k: 格ゲーマー2人が深夜に対戦…3先で終わるはずもなく…
[25203.683] sirokurorabbit: なんでやられてる方がリズムでボタン押してんだよｗ
[25204.403] (S)kinokogidora: おおおおお！
[25209.488] (M)墾田永年私財砲: cagdogGg
[25209.953] モリケイ: 0時やぞ？w
[25211.640] tenkas10: おつかれ～～
[25213.608] (S)yamaasira: 良い動作確認だった
[25219.399] ささみ橋: cagdogGg
[25219.466] (S)godog02: おつおつ
[25224.006] (S)all_hd: cagdogGg
[25225.349] タフタフ: もっかいだけ？確認にもっかいだけ！
[25225.427] tenkas10: ていうかお互いVictrixか
[25238.215] (S)mugina1225: cagdogGg
[25245.133] majesta179999: 終わらんなってきたw
[25246.545] モリケイ: 座学はじまったw
[25256.295] (S)蒐集家: 0時に始まる座学さん
[25258.617] boolean_opo: 攻略も教えていくと
[25267.950] カンラク: 座学ありがとー
[25283.766] (S)masamasa_19: 8888 Cheer100
[25311.358] (S)shi_a__: なるほど
[25311.610] シュンライー: 座学助かる
