[23.824] わらじは多い方がいい: 待ってた！！！！！！
[5838.332] (S)トリア: あ
[5838.471] アリメ: あ
[5838.672] (S)ゆーぐりっど: あ
[5838.913] __たう__: gutituSuperUltraMegaCry
[5839.826] loxoln: あ
[5840.308] (S)べんべむ: かわいそう
[5840.840] のつか: はじまったな
[5841.446] 梨一: ｗｗｗｗｗｗ
[5842.019] (S)ことはみう: gutituKnife
[5842.181] うゆ__: あ
[5842.214] kamonohashihamigi: wwwwwwwww
[5842.352] うきひな: あ
[5842.922] (S)eiya_soiya: gutituSuperUltraMegaCry
[5844.023] (S)隼人さん: あ
[5844.372] efferu_t: wwww
[5845.872] (S)_ビビ_: あ
[5846.094] ドレイン: でたwwwwww
[5846.603] 島人3: あ
[5846.721] つきあかり: wwww
[5847.297] 瑠璃唐草: でたw
[5847.441] eggaemgwt: 言うねえw
[5847.662] yuidayo2_ab: ばけりんと同じこと言ってやがる
[5847.885] まみやは: ww
[5848.222] とや_: ｗｗｗｗｗｗｗｗｗｗ
[5848.453] davallia_: はじまったw
[5848.543] 梨一: ｗｗｗｗｗｗｗｗｗｗ
[5848.673] (S)ゆーぐりっど: gutituSuperUltraMegaCry
[5848.897] でどすた: くっ………
[5849.178] yumeji404_astrono2: wwwwww
[5849.299] levia_11: wwwww
[5849.403] mirin_rinririn: wwwwww
[5849.899] hakamekisakura: www
[5850.303] miina317317: wwww
[5850.403] ハチノス: ルールバトル始まってる
[5850.559] kamonohashihamigi: wwwwwww
[5851.524] こやはやみ: www
[5851.603] loxoln: wwwwwwwwwww
[5851.749] 讃岐ノ造: w
[5852.871] yuchaz: wwwwwwwwww
[5853.108] __ささ: wwww
[5853.618] うゆ__: wwwwwww
[5853.825] _えむち_: ｗｗｗｗｗ
[5854.090] (S)べんべむ: あああああ
[5854.183] うきひな: wwww
[5854.223] ram_nia: www
[5854.872] (S)do_donpa: 心無い
[5855.084] (S)wlwall1: wwwwww
[5855.281] やきなす: wwwwwww
[5855.440] efferu_t: wwwwwwwww
[5855.446] (S)あひるごよ: ああああ
[5855.856] むネオ: 始まったぞ解釈バトル
[5856.007] アリメ: ｗｗｗｗｗｗｗ
[5856.175] (S)トリア: gutituSuperUltraMegaCry
[5856.259] まちあ41: wwwwwwwwww
[5856.289] miina317317: gutituSuperUltraMegaCry
[5856.452] 薮坂: ああああああ
[5856.601] (S)べんべむ: ｗｗｗｗｗｗｗｗ
[5856.680] うゆ__: ひどいwwwwwww
[5856.811] 梨一: gutituSuperUltraMegaCry
[5856.964] しおのおにぎり: gutituSuperUltraMegaCry
[5857.007] (S)小火_: あああ
[5857.101] umeneranai: gutituSuperUltraMegaCry
[5857.259] こやはやみ: ww
[5857.436] yumeji404_astrono2: gutituSuperUltraMegaCry
[5857.530] 哀れな人の子: ｗｗｗｗ
[5857.547] かぶら_: www
[5857.625] アサキ: gutituSuperUltraMegaCry
[5857.628] karume_yaki: あああああ
[5857.728] つきあかり: gutituSuperUltraMegaCry
[5857.758] (S)kou7586g: wwwwwwwwwww
[5857.937] えびれど11: wwwwwwwwwwww
[5858.100] (S)_ビビ_: ああああ
[5858.131] (S)ゆーぐりっど: wwwwwww
[5858.142] にこぜろ: ああああああ
[5858.203] (S)nasugon0141: ｗｗｗｗ
[5858.212] (S)クロりぬ: うあああ
[5858.294] masaba014147: wwwwww
[5858.321] (S)jeremiah_9s: gutituSuperUltraMegaCry
[5858.367] 1nv2: gutituSuperUltraMegaCry
[5858.375] davallia_: gutituSuperUltraMegaCry
[5858.428] karankoe_sp: wwwwwwwwwwwwwwwwwwwwwwww
[5859.015] (S)raro12346: wwwwwww
[5859.122] shuriii0110: gutituSuperUltraMegaCry
[5859.138] nek0wood: www
[5859.143] アリメ: あーあー
[5859.148] mirin_rinririn: gutituSuperUltraMegaCry
[5859.181] (S)saaya_24: そんなぁ！
[5859.249] kamonohashihamigi: wwwwwwwwwwww
[5859.308] (S)といなみ: gutituSuperUltraMegaCry
[5859.403] (S)_花_: gutituSuperUltraMegaCry
[5859.517] chocolateryy: そんなぁ！！
[5860.200] のかちゃん_: gutituSuperUltraMegaCry
[5860.339] __たう__: gutituSuperUltraMegaCry
[5860.410] eggaemgwt: gutituSuperUltraMegaCry
[5860.423] loxoln: gutituSuperUltraMegaCry
[5860.760] (S)さめざぁ: gutituSuperUltraMegaCry
[5860.834] なんでもいい: gutituSuperUltraMegaCry
[5860.974] すすのき: あああああああ
[5861.059] オメルス: gutituSuperUltraMegaCry
[5861.083] あやまる水産: みんな同じような事言うやん
[5861.332] Hinakong717: gutituSuperUltraMegaCry
[5861.373] うきひな: gutituSuperUltraMegaCry
[5861.555] (S)ことはみう: ああああ
[5861.574] 多々良359: gutituSuperUltraMegaCry
[5861.575] puch1111: gutituSuperUltraMegaCry
[5861.775] (S)小火_: gutituSuperUltraMegaCry
[5861.984] ドレイン: ああああ！！！！
[5861.994] うゆ__: gutituSuperUltraMegaCry
[5862.020] バブちゃん太郎: gutituSuperUltraMegaCry
[5862.093] (S)はなかん: wwwwwwwww
[5862.315] ぱんだまる_: うわぁぁ
[5862.355] うもうくん: ｗｗｗｗｗｗｗｗ
[5862.392] むネオ: ひどいよ！
[5862.530] (S)eiya_soiya: gutituSuperUltraMegaCry
[5862.623] yuchaz: そんなあ！！
[5862.638] (S)そーっすね: gutituSuperUltraMegaCry
[5862.746] (S)ぽめらにあんりぞっと: gutituSuperUltraMegaCry
[5862.950] (S)べんべむ: 顔面ハチの巣
[5862.961] (S)きた喜多: gutituSuperUltraMegaCry
[5862.976] 灰色_灰色: wwwwwww
[5863.159] minibanbi: やっぱ死んだwwwwwwwwww
[5863.370] Late1120: そんなぁ
[5863.374] xooxoxmo: こいつ人じゃねえｗｗｗｗｗｗｗ
[5863.547] にこぜろ: gutituSuperUltraMegaCry
[5863.574] (S)0ㅏ아: gutituSuperUltraMegaCry
[5863.578] (S)エズシュト: gutituSuperUltraMegaCry
[5863.600] (S)らむねぺっろぺろ: wwwwwwwwwwwww
[5863.841] levia_11: ああwwwwww
[5863.850] (S)翠晃冠: gutituSuperUltraMegaCry
[5864.013] 梨一: ｗｗｗｗｗｗｗｗｗ
[5864.031] (S)ゆーぐりっど: gutituSuperUltraMegaCry
[5864.054] トルクメニスタン中田: なんてこったw
[5864.597] (S)wlwall1: gutituSuperUltraMegaCry
[5864.737] おととか: gutituSuperUltraMegaCry
[5864.783] かぶら_: gutituSuperUltraMegaCry
[5864.794] (S)ことはみう: gutituSuperUltraMegaCry
[5864.897] 島人3: そんなぁ；；
[5865.201] まみやは: おもろ
[5865.383] (S)犬すぎる犬: gutituSuperUltraMegaCry
[5865.583] vegetab1e0831: く、くそぉ！
[5865.735] (S)turu_yume: gutituSuperUltraMegaCry
[5865.871] mettyam: gutituSuperUltraMegaCry
[5866.087] (S)とつぜんげんき: gutituSuperUltraMegaCry
[5866.501] nousagi2525: gutituSuperUltraMegaCry
[5866.562] 瑠璃唐草: こえええええwww
[5866.598] (S)まこト: ひどいよぉー！
[5866.739] うゆ__: うわあああああ
[5866.828] yakitori_potato_: wwwww
[5866.976] つきあかり: wwwwww
[5867.248] (S)rima_0128: gutituSuperUltraMegaCry
[5867.280] _トリコ_: gutituSuperUltraMegaCry
[5867.483] __たう__: gutituSuperUltraMegaCry
[5867.592] 泥水浴び: gutituSuperUltraMegaCry
[5867.771] kamonohashihamigi: wwwwwwwwwww
[5867.998] あやまる水産: ひどい！！！！！
[5868.007] kurafuto_: ひど
[5868.034] あずちゃーん: gutituSuperUltraMegaCry
[5868.186] (S)つぼこじ: gutituSuperUltraMegaCry
[5868.234] (S)べんべむ: ｗｗｗｗｗｗｗｗ
[5868.331] 泡目: gutituSuperUltraMegaCry
[5868.414] やきなす: souiebaw
[5868.549] hakamekisakura: wwwwww
[5868.673] eggaemgwt: そういやそうwwww
[5868.867] えびれど11: 心ないかーwwww
[5868.987] ねけめれ: wwwwwwww
[5869.060] 薮坂: gutituSuperUltraMegaCry
[5869.069] (S)アバジン: gutituFinalMegaRage
[5869.069] トルクメニスタン中田: wwwwww
[5869.074] ねるこん: wwwwww
[5869.177] (S)小火_: ｗｗｗｗｗｗｗｗｗ
[5869.265] こやはやみ: www
[5869.680] うちのまめ: かなしーw
[5870.431] karume_yaki: wwwwwwwwwwwwwww
[5870.864] あかさささ: wwwwwww
[5871.419] yuchaz: そんなのって、！
[5871.585] (S)おいも___: wwwwww
[5871.630] うゆ__: 可哀想wwwwwww
[5871.982] (S)0ㅏ아: wwww
[5872.200] ドレイン: 自業自得だったか
[5872.421] (S)あひるごよ: ｗｗｗｗ
[5872.574] 8491c3: インガオホー
[5872.800] (S)ゆーぐりっど: ひどいwwwwwww
[5873.254] Late1120: wwwwww
[5873.449] やきなす: そういやｗ
[5874.132] (M)Nightbot:  ぐちつぼ が配信を始めてから 1 hour 38 minutes 1 second 経過しています。
[5874.289] ram_nia: wwww
[5874.712] あーたく: wwwwwwwww
[5874.853] つきあかり: 自業自得だった
[5874.926] tomy20230712: いんがおほーか・・・
[5874.947] かげろう_: さすがプテは氏
[5876.044] kobe_chocolat: ww
[5876.103] __たう__: 惨い…
[5876.265] Hinakong717: gutituSuperUltraMegaCry
[5876.270] うちのまめ: なんてこったー
[5876.362] 島人3: そういえばww
[5876.650] (S)隼人さん: gutituSuperUltraMegaCry
[5877.046] yumeji404_astrono2: wwww
[5877.454] (S)rain_bow_wow: それはそう
[5877.755] ル入: そういえばそうだった
[5877.778] yuchaz: wwwwwww
[5877.811] nek0wood: かわいそうに
[5878.617] 1nv2: 因果応報
[5879.203] Late1120: めぐりめぐってきたw
[5880.468] vegetab1e0831: どうせとかいうな
[5880.543] umeneranai: スタックしてたしな
[5880.986] (S)_ビビ_: gutituSuperCry
[5881.134] ゆかりんりん: ；；
[5881.191] kuroyasha0531: gutituSuperUltraMegaCry
[5881.218] mirin_rinririn: それはそう
[5881.280] uzura7373: そうだったwww
[5881.899] meichi_310: 串刺しダァ
[5882.973] (S)turu_yume: かわいそう
[5883.254] 薮坂: かわいそうに
[5883.532] あーたく: かえってきたw
[5883.779] とや_: 予定調和
[5885.324] (S)かなこぴ: gutituSuperUltraMegaCry
[5885.602] 泥水浴び: 倍返しされたね
[5886.075] rutile_8: かわいそうにｗ
[5887.704] masaba014147: www
[5887.984] (S)ことはみう: gutituSuperCry
[5888.474] (S)隼人さん: かわいそうに
[5890.099] miina317317: サラブレくん…
[5891.113] りらるら: サラブレはすぐスタックする
[5891.320] (S)といなみ: gutituBye
[5891.544] __たう__: 痛々しい
[5892.328] xooxoxmo: 覚えたからな
[5892.437] (S)レばにら: これが黄金率か
[5892.784] umeneranai: gutituKnife
[5893.159] levia_11: いいねぇw
[5894.965] (S)はなかん: いいぞぉ
[5895.855] やきなす: 既に憎しみの連鎖はうまれていた
[5897.053] えびれど11: 結末は同じ
[5898.310] miina317317: gutituKnife
[5898.543] でどすた: 覚えたぞ
[5899.490] atuatusann: 切り替え早い😭
[5900.959] しおのおにぎり: gutituKnife
[5901.359] yumeji404_astrono2: gutituKnife
[5901.621] (S)ことはみう: gutituKnife
[5902.239] (S)_花_: gutituKnife
[5902.501] 1nv2: gutituKnife
[5902.774] (S)といなみ: gutituKnife
[5903.922] loxoln: gutituKnife
[5904.179] __たう__: スタックした自分を恨む
[5904.465] yossiharu: プテさんの馬
[5904.850] vegetab1e0831: サイコロステーキにしてやる〜
[5905.144] gekke_j: 1番の被害者は馬だったか……
[5905.403] shuriii0110: 細切れ予告
[5905.748] yuidayo2_ab: いつだってサラブレッドやるやん
[5906.060] にこぜろ: gutituKnife
[5906.064] (S)sapimi_chan: コマ切れリスト追加か
[5906.135] 薮坂: 恨みカウント
[5907.371] (S)turu_yume: 憎しみは始まった
[5908.649] まちあ41: gutituKnife
[5909.977] アリメ: gutituKnife
[5910.381] (S)id7741f8: gutituKnife
[5910.592] (S)エズシュト: gutituKnife
[5911.571] かげろう_: gutituNe
[5912.366] (S)ことはみう: ダルマに…
[5912.471] (S)eiya_soiya: gutituKnife
[5912.677] monpan1066: リスト入ったなぁ…
[5913.787] (S)とつぜんげんき: gutituKnife
[5916.227] パンのアレ: ところてんにしないと
[5918.879] Late1120: いつもいつもスタックするw
[5919.499] chocolateryy: サラブレッドスタックしがち
[5919.590] karakaraku: ターゲットその1
[5920.085] (S)つぼこじ: 1サラブレッドの罪
[5920.185] アサキ: gutituBikkuri
[5920.202] (S)隼人さん: gutituKnife
[5920.451] やきなす: ｗ
[5920.542] single_94: wwwww
[5920.689] __たう__: あの馬の痛みをしれ
[5921.222] (S)kranke_571: Kranke__571 subscribed at Tier 1. They've subscribed for 5 months! 
[5921.244] はなのい1: gutituKnife
[5921.257] kamonohashihamigi: wwwww
[5921.372] eggaemgwt: ww
[5921.587] ひばりかも: 馬で移動はばからしいもんな
[5922.018] mirin_rinririn: すげぇ
[5922.027] (S)_ビビ_: wwww
[5922.065] 薮坂: つっよ
[5922.361] karankoe_sp: ww
[5922.404] yumeji404_astrono2: www
[5922.967] puch1111: gutituBikkuri
[5923.064] 1nv2: 馬で移動はバカらしい
[5923.105] ドレイン: wwww
[5923.761] (S)_花_: www
[5923.826] アリメ: 木だｗ
[5924.891] バブちゃん太郎: ド根性すぎる
[5926.104] ふくびき: 根性ありすぎる
[5928.703] mettyam: 馬運が悪い
[5931.209] __たう__: wwww
[5936.022] (S)レばにら: まだ馬を憎んでいたのか。
[5941.683] (S)kita_basedall: サラブレッドはよくおさらばす？ね
[5950.116] うゆ__: wwwww
[5952.990] (S)ことはみう: www
[5957.266] (S)ゆーぐりっど: wwww
[5958.073] mirin_rinririn: なるほどな
[5958.229] yuidayo2_ab: wwwwww
[5958.312] Late1120: おもろすぎ
[5958.423] (S)raro12346: wwww
[5958.611] davallia_: そういうことだぜ
[5958.878] アリメ: なるほど
[5960.762] つのなんだが: やるじゃねぇか
[5960.786] 薮坂: こんなもんじゃねえよなあ
[5960.890] (S)エズシュト: ヒールだね
[5960.994] __たう__: wwwwwwwww
[5961.289] (S)あひるごよ: ｗｗｗ
[5961.887] でどすた: ヘイトを買ってまで…！
[5962.117] やきなす: チュートリアルおじさんだったか
[5962.150] kamonohashihamigi: おもしれえ...
[5962.766] (S)yop8383: 主催ってだけで偉い
[5964.307] yumeji404_astrono2: なるほどな
[5964.340] うゆ__: 主催ありがとね
[5965.296] (S)jeremiah_9s: wwww
[5965.428] ハチノス: 口プ
[5966.674] meme0731: 弱肉強食
[5966.849] miina317317: gutituKnife
[5969.619] ヌン0318: 憎しみあうのたのしみ～
[5970.103] (S)ravello_italy: だね
[5971.065] (S)sapimi_chan: 主催ありがとう
[5971.549] りょん__: 争え…争え…
[5971.716] まみやは: アモアス界隈はこうじゃないとな
[5973.274] 8491c3: 心に問いかけても意味ないことを教えてくれてる
[5975.832] かげろう_: たかはし...
[5976.096] あかさささ: 確かにね
[5977.960] mettyam: あれがお手本の世界
[5980.889] (S)ゆーぐりっど: いいね
[5981.878] 瑠璃唐草: 楽しみだね
[5984.749] むぎしお: 解禁された殺し
[5984.964] トルクメニスタン中田: 仲良しごっこが終わるんじゃなくて殺し合いが始まるんや
[5985.014] 哀れな人の子: 仮初の平和は終わったんだよ
[5986.137] __たう__: いいお手本
[5986.438] りらるら: やりたいだけやれる
[5988.880] ram_nia: 楽しみ
[5989.026] (S)ゆーぐりっど: gutituKnife
[5992.186] (S)turu_yume: 心がないことを教わった
[5993.259] (S)kita_basedall: しょぼすけが輝ける世界か？
[5993.720] davallia_: お手本だ
[5993.927] sibshu: 弱肉強食の世界ってことか
[5994.272] なみのりを覚えない: gutituLetsGo
[5994.565] あーたく: 血がみたい
[5994.757] すすのき: ひりついてきたぜ
[5994.771] (S)ことはみう: おお
[5995.642] 薮坂: 優等生
[5999.036] shuriii0110: さすがだ
[5999.200] rutile_8: でも賞品は抱き枕
[6000.007] vegetab1e0831: 教科書通りの男
[6000.105] ドレイン: 恐ろしい世界だ
[6000.708] uzura7373: さすが
[6002.186] (S)suyori11: 抱き枕のために
[6003.196] __たう__: 優等生
[6004.844] (S)raro12346: マルシル？
[6006.131] とや_: チュートリアル
[6008.835] 1nv2: もう戦いは始まっている
[6012.734] (S)giroppon_: vcrでは見れない世界
[6014.263] eri000001: プテさんとレイドしたのなつい
[6026.955] yuidayo2_ab: wwwww
[6027.427] (S)concon0223: ここから徒歩か
[6028.258] うゆ__: gutituSuperUltraMegaCry
[6033.429] (S)べんべむ: ｗｗｗｗｗｗｗｗ
[6033.638] 眼鏡3: gutituSuperUltraMegaCry
[6033.738] vegetab1e0831: やるならば自らの手で
[6033.780] アサキ: gutituSuperUltraMegaCry
[6034.035] バブちゃん太郎: gutituSuperCry
[6034.999] shuriii0110: gutituSuperUltraMegaCry
[6035.775] yumeji404_astrono2: gutituSuperUltraMegaCry
[6036.456] (S)_ビビ_: gutituSuperCry
[6037.360] eggaemgwt: gutituSuperCry
[6037.689] davallia_: せめて
[6037.899] (S)アバジン: gutituSuperUltraMegaCry
[6038.239] miina317317: gutituSuperUltraMegaCry
[6038.957] (S)といなみ: gutituSuperUltraMegaCry
[6039.963] ドレイン: ここまで一緒に歩んできたのに……
[6040.516] (S)turu_yume: 供養
[6040.733] ぱんだまる_: gutituSuperUltraMegaCry
[6041.360] (S)ことはみう: 馬肉… 
[6041.940] たゆたや: ありがとう…
[6043.015] えびれど11: gutituStrike
[6043.923] (S)ゆーぐりっど: さよなら…
[6044.796] yuidayo2_ab: 短い間ありがとな
[6044.894] (S)eiya_soiya: gutituSuperUltraMegaCry
[6051.699] ドレイン: 馬肉美味そう
[6052.270] (S)ことはみう: gutituSuperUltraMegaCry
[6062.667] __たう__: gutituBye
[6063.420] (S)レばにら: 彼は抱き枕のために…！
[6065.452] (S)turu_yume: けぇろ
[6075.996] バブちゃん太郎: 文明開化の音聞こえる
[6079.124] ドレイン: いいね
[6081.233] 000028雷雷: 拗ねた友達みたいな「帰る」やめて
[6111.139] ドレイン: せやな
[6112.849] eggaemgwt: わかる
[6114.606] (S)ことはみう: だね
[6114.924] (S)まこト: 勿体なく感じるな
[6115.390] mirin_rinririn: ね
[6115.423] davallia_: 選択の連続は疲れる
[6117.750] 1nv2: 確かに
[6118.531] __たう__: ね
[6119.992] (S)といなみ: ね
[6122.765] miina317317: ね
[6125.157] こやはやみ: ね
[6127.010] hakamekisakura: ね
[6127.127] かぶら_: 確かに
[6127.238] 兎首領: ね
[6128.115] アリメ: ね
[6128.754] shuriii0110: 確かに
[6129.711] 8491c3: 既に先の文明にいる
[6137.427] (S)ことはみう: おお
[6153.965] mirin_rinririn: 今だけの限定品だ
[6155.068] ハチノス: 良い餌
[6158.607] davallia_: 今のうち
[6162.169] うゆ__: vcrでも車乗れなかったし
[6168.288] ドレイン: 治安終わってなんな
[6180.448] yuidayo2_ab: だからこそ先に作ったんかな
[6199.805] とや_: ｗ
[6200.999] アリメ: ｗｗｗ
[6203.011] eggaemgwt: www
[6203.116] yumeji404_astrono2: www
[6203.214] mirin_rinririn: www
[6203.910] (S)ことはみう: www
[6204.512] loxoln: wwwww
[6204.790] (S)ゆーぐりっど: www
[6204.947] たゆたや: ｗｗ
[6204.966] 多々良359: www
[6205.345] 島人3: www
[6205.352] (S)といなみ: wwww
[6205.564] うゆ__: wwwww
[6205.936] (S)隼人さん: ｗｗｗｗｗｗｗ
[6206.461] つきあかり: wwwwww
[6207.212] (S)_花_: wwww
[6207.429] ram_nia: www
[6208.006] 薮坂: wwww
[6208.029] (S)そーっすね: wwww
[6208.640] あーたく: imGlitch
[6208.715] こやはやみ: ww
[6209.115] (S)あひるごよ: ｗｗ
[6209.472] davallia_: 手が勝手に
[6210.468] ドレイン: ドラマー
[6211.226] __たう__: wwwww
[6212.787] 薮坂: かえろかえろ
[6212.934] (S)あひるごよ: くせになってるじゃん
[6214.220] うゆ__: けぇりな
[6218.329] (S)hintmint_: 依存症
[6220.937] (S)つぼこじ: 早くけえりな！
[6223.434] 1nv2: imGlitch
[6230.226] (S)宇多菜夏: ファーム依存性
[6234.220] アリメ: 意外といるね
[6235.575] yuidayo2_ab: 13人か
[6239.372] (S)ぱらめ: 13人のわりによく合う
[6240.867] とや_: 初日からこんな
[6242.811] なみのりを覚えない: 同じルート渡り合ってる
[6243.426] (S)yop8383: ドラマーの鑑
[6243.988] hakamekisakura: わお
[6244.647] shuriii0110: 13人しかいないのに
[6245.431] たゆたや: お
[6245.637] (M)dryfruitmixtaku: そのうち日常でも道路看板見てると叩きたくなるよ
[6246.148] Late1120: わお
[6246.194] かぶら_: おお
[6246.370] むネオ: みんなファームしてる
[6246.412] アリメ: わお
[6247.513] (S)といなみ: おお
[6247.657] yumeji404_astrono2: おお
[6248.315] davallia_: わお
[6251.105] (S)ことはみう: わお
[6253.885] __たう__: おお
