[27.069] pettan_omochi: かっこいいの着てるねぇ
[5331.224] ムエタイ: 小技仕込みは近代兵器
[5333.780] (S)れく太: 古いのはダッシュとかターボのコア同時押しアッパーとか一応あったけどね
[5346.134] 新福菜館マン: チュートリアルでクソむずい目押しやらされたウル4
[5346.286] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[5350.716] megmilkman: 調整に期待
[5350.765] (S)cafu556: 仕込みは疲れる
[5366.158] (S)nyata1234: nyata1234 subscribed with Prime. They've subscribed for 8 months! 
[5370.274] (S)perfecttakahashi: スト6ってコンセプトが不明じゎないですか？
[5372.140] (S)kazukitaiga: 仕込むなら中以上でリスク背負え矢って思っちゃう
[5373.348] ライデン: すでにみんな小技にラッシュ仕込みまくってる
[5375.491] (S)gameinntwitch: 小技仕込みは空振りで全部漏れるようにすればいいのに
[5376.057] tabibitox: 弱攻撃は空振りでもキャンセル可能にしよう
[5376.665] riot_sora: 連打キャンセルで必殺技繋がらないのはそれで難しかった
[5380.237] oinari6: 殺意は小技からどれくらい減ったっけ？
[5381.312] saibabasan: 小技キャンセル猶予が長すぎ入れ込みではじめてつながるぐらいじゃないと
[5382.440] chin_56_: 小技仕込みは醜悪下劣
[5383.048] きょうたろ: どのキャラも結局置きにはラッシュ仕込むしリーチ判定が正義になるだけ感ある
[5387.667] blackcoffee0821: 白マイクかわいい
[5397.029] はるかぜ3263: 小技ラッシュ仕込みって前ステ暴発しそう
[5401.463] (S)sistersguitarreplica: そもそも仕込み不可にすれば解決しない?
[5402.511] ムエタイ: 小技空振り時にもキャンセルダッシュ出ちゃうようにすればいいのに
[5406.261] ロミヲ: 電撃オンラインの動画見ましたか？
[5406.885] hojihojidx: 逆に小技ラッシュ好きな人ってどんな層
[5415.613] (S)ハルキ10: カプコンきいてるかー
[5427.331] heijitusan: 66仕込むのがかったるすぎるｗ
[5432.750] kaigaizei: 仕込みってのが悪なんだよな
[5435.228] tw_numa: なるほど
[5441.994] ライデン: ゼロ３ってそんななの
[5443.336] (S)shiru042: 正直過剰な仕込みって初心者には辛い要素だと思う
[5445.666] (S)ハルキ10: 仕込みはいらない
[5446.524] ~MISSING_COMMENTER_INFO~: SFL中に調整ってあるんかなあ
[5453.342] (S)BustaRhymes0014: 王様ランキングの新刊買いました？
[5453.579] tamachan0530: 久しぶりにゲーセン行ってどうでした？楽しかった？
[5457.295] thunderbolt0422: 置き仕込みって誰が楽しいんだろ
[5458.909] heijitusan: ボタンでも面倒なのに66仕込むってつまんなすぎるよ
[5459.034] 第四宇宙速度: 仕込みは厳しい
[5461.356] (S)perfecttakahashi: 仕込めないゲーム性なんて存在するんだ
[5463.734] kamiya1979: 空キャン採用で
[5464.151] (S)憂う者の弟子: ぱにかん
[5468.204] nakayubi15: ルークの立ちコアに仕込むの疲れたよウメちゃん
[5473.563] kaigaizei: 仕込みが通用するのは味覚王だけにしよう
[5480.454] (S)brutal9998: 初心者にとって仕込みの概念がねえ
[5481.822] (S)kazukitaiga: 中以上しかドライブキャンセルできないならリスク背負うことになるし
[5481.948] tarako7016: 小技、修正してくれえ
[5489.521] gumi1113: まぁ一年後よ
[5491.105] potesaraudon: 今後のアプデで変わるといいね
[5497.740] (S)latenight000: カプコンとしては補正乗っけてるからいけるかな～って思ってるのかな、小技ラッシュ
[5502.590] aru_0928: これ発売即アプデあるかな？
[5504.484] 太鼓のヒマジン: ウメちゃんの例えで耳なし芳一よく出てくるよね
[5504.617] (S)wangjinrei1138: なんかもうここまで言われてると６微妙に思えてきたｗ
[5517.914] (S)憂う者の弟子: そうやぞ 小野
[5522.239] masarin763: 仕込み特はなんとも。読みあいでもないし
[5523.406] (S)kazukitaiga: カプコン見てるか？
[5525.991] kahaku91: 仕込み強いはハードルあるね
[5530.049] てつのすけ_: 耳だけ残ってるって事
[5530.524] (S)gameinntwitch: 中パンとかでバンバン潰せたりしないの？
[5532.397] odoreminv2: まあ面白そうだから不満点が目につくんだけどね
[5532.986] 第四宇宙速度: 小野さんはもう見てません
[5534.797] hojihojidx: 歩きパリィでも無理？
[5540.663] tw_numa: そしてその小技にはラッシュが仕込んであり真昇竜まで…
[5546.845] ライデン: 小技始動だと補正かかるんでしょ
[5552.103] horikawa_r_i_k: ルーク小パンタゲコンからラッシュ完２択っす
[5563.820] takahashiseigi: カプコン側の考えは、そうやって遊んで欲しいんですよ
[5565.887] (S)brutal9998: 歩きパリィはももちが強いって言ってるみたいね
[5566.957] (S)latenight000: 小技置きを潰すために中攻撃振ったら差し替えされるという
[5567.461] (S)perfecttakahashi: 小技ラッシュ暴発させるために立ちガードからしゃがみに経由してくらい判定増やすとかの読み合い生まれそう
[5573.264] (S)pung_pung_ouji: 端脱出といえばなんでルークに空中軌道変化つけちゃったの
[5579.639] (S)Spike_rod: ガチくんも歩きパリィ練習してた
[5580.158] thunderbolt0422: 歩きパリィの択やりたくないなぁ
[5580.382] zyangara2: しゃがグラに対するブロみたいな
[5590.873] (S)みょんみょんあかみ: 端のご褒美大きいからそれ抜けれるのはでかいなぁ
[5593.436] (S)ハルキ10: カプコンまだ間に合うぞ！
[5593.863] esutark: SFLはじまりますが、正式にbeastに誘おうと思った選手はこれまでどれくらいいますか？
[5598.157] LunaVelvet: ウメさんの防衛軍6楽しみ😊
[5601.233] (S)BriareosHekatonchires: リバーサルは意味ない？
[5604.985] horikawa_r_i_k: 小ワザ仕込み潰すために歩きパリィするの？つまらんやろ
[5606.729] kahaku91: ステージも広いし
[5610.733] keihakukyou: 判定相当弱くして潰されたらパニッシュのるから、読んでたら中以上を小技のリーチ外から置いて潰してって意図だとは思う
[5611.536] odoreminv2: 開発に関与して理想の格ゲー作りたいみたいに考えたことはないんですか？
[5612.978] (S)ハルキ10: あれはやりすぎ
[5613.725] (S)1108044k: あれ酷いよね・・・
[5614.640] (S)熱田神宮: あれは無くしてほしいわ
[5616.126] aranami0: あれはさすがに無法
[5617.293] ロミヲ: マゴさんが珍しくザンギ動画に感情的になってた・・・
[5617.621] tw_numa: そのレベルなんだ
[5620.158] tabibitox: さすがにスキなさすぎ
[5621.054] sunsusun881107: あれはヤバすぎ
[5624.635] masarin763: 歩きパリィってリスク高すぎない？
[5628.045] njpw2017: 珍しく？
[5628.056] chin_56_: あいつよく修正される
[5628.825] papipopon: あれはマジで萎える…
[5630.049] 第四宇宙速度: あれ空中逃げ竜巻ってこと？
[5630.447] (S)sakata0031: ルークっぽくもなくて嫌だな
[5631.406] (S)gorogorogorn: ルークが空飛ぶ奴何回見ても笑う
[5631.447] mugi_yu: 壁から簡単に出れるのはちょっと
[5634.562] furu13: どう修整すんのアレ
[5634.624] ロンロ: 逃げるための技になってる
[5635.874] balthazar000: ラッシュで追っかけ？
[5636.603] (S)nyata1234: ルークにそれいる？
[5636.781] wahaha7788: 見た目も最高に最悪
[5638.179] (S)みょんみょんあかみ: 空中昇竜はストの動きじゃない
[5638.181] zyangara2: 大昔にリュウの逃げ竜巻を無くしたのにどうしてああなった
[5642.115] (S)1108044k: 三角飛びとか言うレベルじゃない
[5644.912] vslash00: もう空中竜巻とかで昇竜スカす読み合い本当にやりたくない。お願いだからウメちゃん問題提起して
[5649.874] usizura: 相手が小技始動でリーサルのときに呼んでパリィは面白い気がする
[5652.871] (S)熱田神宮: 少なくともキャンセルじゃないと出ないようにしてほしい
[5654.132] (S)osarusan26: 初日でみつける人多いのに開発は意図してないのかな？
[5654.346] 新福菜館マン: なんかもう心眼不抜リュウじゃん
[5655.677] rockmantarou: モダンテレポやばいやん
[5655.854] blackcoffee0821: カプコンは やる
[5656.068] (S)ハルキ10: ね…
[5660.918] (S)1108044k: 距離ですぎ
[5662.854] (S)perfecttakahashi: 5の感覚で端を語っちゃいけない感じか
[5663.038] hojihojidx: コンボ用なら着地硬直伸ばせばよくない
[5666.347] LunaVelvet: スト6ザンギがスト4ザンギみたいにならないことを祈ります
[5669.063] yuino5810: スト4の空中竜巻みたい
[5675.278] balthazar000: ルークは脱出あるなら昇竜取り上げてくれぃ
[5678.087] (S)brutal9998: 空中ライジングはちょっとやめてほしい
[5681.242] tabibitox: せめて真横くらいに落ちて硬直も長めにしないと
[5681.755] kahaku91: アナカリスならいいよ？
[5684.046] ライデン: スト４の逃げ竜巻も修正されたしな、修正されるかもなぁ
[5686.945] masarin763: 飛び越せるけど、着地刈られるくらいでないと
[5690.320] はるかぜ3263: 小技だけ中以上とかちあったら一方的に潰されるでもいいのかな
[5690.566] 第四宇宙速度: ネモさんも三角飛びヤバいって言ってたし
[5691.787] doomosan: ダルシムとかどうなるかなー
[5693.064] shomarusan: ラシードの壁ジャンプとか残ったままになるのかな
[5697.688] thunderbolt0422: たしかに
[5704.159] sunsusun881107: 端から押し返すのにドライブゲージやらリソース使うのが良いバランスだと思うんだけどね
[5705.240] カブトシロ: 画面端が好きなウメちゃんでも流石に…
[5711.408] (S)ハルキ10: ダサいしいらないよなアレ
[5713.040] 勤務中: 空中竜巻ってなんのためにあるんですか？
[5723.078] (S)みょんみょんあかみ: このまま研究が進むと待ちが強くなりそうだなぁってオッ持っちゃいます
[5725.180] tarako7016: もしかしたらCRAC対策で大幅アップデート発売日でシステムいれてきたりしてｗ
[5726.085] LunaVelvet: ザンギとダルシム次第で神ゲーかクソゲーか決まるのか、、、
[5726.250] (S)kazukitaiga: 伝統
[5726.688] balthazar000: 出す側簡単で咎める側に熟練必要なのはね〜
[5737.793] (S)osarusan26: とりあえずルーク強いから製品版でも同じ性能ならルーク継続する人多そうですね
[5740.578] ライデン: バルログの爪もなんで取れるんだよ
[5741.270] (S)perfecttakahashi: 5をあれだけ仕上げたのに6はまたバランスぐちゃぐちゃから始まるのかな
[5742.861] gumi1113: めくり竜巻真空いけるでー
[5743.092] tw_numa: ウメコプターの可能性のため
[5746.613] (S)wangjinrei1138: クソゲーの確率高そう
[5749.981] furu13: ターボの性能ならあってもいいよ
[5750.246] zyangara2: アニメーションを流用して追加しただけの技
[5753.300] thunderbolt0422: おお
[5756.481] (S)ハルキ10: です！
[5758.524] gettyozi: そんななんだ
[5759.364] kiku1133: うおおおおおおおおお
[5759.912] tw_numa: おお
[5760.052] (S)perfecttakahashi: おおおお
[5760.142] (S)pondenring0930: 王のお墨付きうおおおお
[5760.596] gannaranna: うお
[5762.295] (S)kani7321: おお！
[5763.116] Xgamerz: salam all
[5763.143] v_harumi_v: おおー
[5766.395] aranami0: 早くやらせろってコト！
[5766.518] (S)taku_yzfr1: おおおおー
[5766.602] (S)みょんみょんあかみ: 評価高いですね
[5767.017] tw_numa: 最高傑作きたぁぁぁぁぁ
[5767.863] (S)kazukitaiga: 実際面白い
[5769.547] sh1zuku716: お墨付きってわけ
[5772.489] maddy2623: 最高傑作！？
[5772.620] tarantarantaran: FortOne
[5774.938] jigokunonekomatu: アレクのクロスチョップぐらい見た目がおもしろいと許せる
[5775.161] 墾田永年私財砲: 実際面白い
[5776.177] umesecond: 神6
[5777.441] (S)taku_yzfr1: カプコンよかったなー
[5778.776] (S)ハルキ10: 本当に楽しい
[5781.299] 第四宇宙速度: 最高傑作はすごい
[5782.811] ロミヲ: ザンギの投げにCPU7が垂直ジャンプで超反応避けしてたの見てもう無理やってなった
[5782.865] たあぼ0126: ね
[5783.620] (S)brutal9998: ラシードも怖いなあ
[5785.411] はるかぜ3263: まあ最初はこれでいいですよね
