[12.660] ねこざけ: おｋ
[6336.650] 墾田永年私財砲: EVO前に来ますEVOで使えます
[6339.110] とら太郎: かっこよ
[6344.701] yakinikudragon: RyuChamp
[6346.817] OKG_TWIN: いうてザンギも前評判と１８０度ちゃうやんかｗ まさか応援される方が多いキャラになるとか想像せんかったやん？
[6349.687] (S)tilia211: ７月中にきます
[6357.346] (S)johndoe6523rp: ありがとうございます
[6357.924] SUGAKIYA: 政治が悪い
[6358.351] xyz1648: EVOで使えても仕上がるかどうか微妙そう
[6363.166] 憂う者の弟子: ラシードは無敵持ってたらキンバリーが泣く
[6368.238] (S)hsbcbcc: I guy burn out like drinking water
[6370.350] ggotsu: なんかラシードが弱いイメージがわかなすぎるんだよな
[6371.441] muck_339: リュウはコンボもやりやすい方だしいいキャラだとは思うの 起き攻めの方が強いから電刃空気だけど
[6374.641] berurusuko: いやザンギはどう考えても強くは見えなかったやろ 投げループ無しで
[6375.656] vungo_mr: ダイゴスガードで＋３でいかがですか？
[6379.555] yakinikudragon: キンバリーが一番かわいい
[6383.428] booby_one: ラシードも良い感じの調整だったらネモさんの立場ないねぇ
[6384.320] あり0221: やってること自体が強いから弱いわけあらず
[6386.488] (S)tilia211: ラシードはもうPVの時点で化け物の匂いしてる
[6390.695] tabibitox: ザンギの前評判はとある人の政治によって・・・
[6391.914] librabird: どう見てもラシードは強そう
[6394.675] henryblooom: ryu killing himself with burnout
[6396.273] hiisan: DLCキャラで弱いと売れないってのもあるだろうしラシードはある程度の強さは保証されてそう
[6399.471] (S)echizen2000: リュウすぐ白くなっちゃうね
[6400.478] OKG_TWIN: ラシードは無敵ない・通常技性能悪いとかで防御力皆無とかになるんちゃうかな、しらんけど
[6401.956] hodanonn: リュウマスターズ
[6404.136] 墾田永年私財砲: ザンギはいつの時代も見てるぶんには楽しいから応援されるけど今の性能でも対面すると不穏な気分になるよ
[6407.404] ~MISSING_COMMENTER_INFO~: このゲームランクポイントのリセットあるの？あったら辞めそう
[6407.808] tullut: ジャンプアウトに対して、ドラゴンパンチの代わりにEXドラゴンラッシュは機能するか？
[6408.176] (S)てべす1103: OD足刀コンボあんまり強くないよね
[6410.415] ロケッティア: 有利すぎた
[6411.196] berurusuko: ラシードが弱いとしたら無敵一切なしとかか？
[6411.826] (S)tomodaachii: so fast
[6412.788] titilrin: ラシード弱いとしたら守りだろうね
[6413.026] one596: PVで化け物扱いされてたザンギとダルシムがあったし...
[6415.206] xyz1648: Clap
[6415.266] (S)chachachakoma: っけい！
[6420.837] niemalsaufgeben: ナイス
[6423.769] kamispider: Yoooo
[6424.085] (S)ましゅダヨ: GG
[6424.296] (S)perfecttakahashi: 今いるキャラの前評判は比較要素がリュウルークしかない時の者だったからねー
[6427.477] berurusuko: 翻訳かな？
[6428.693] one596: 翻訳やな
[6429.772] サメカツ1999: 翻訳っぽい
[6429.875] librabird: グーグル翻訳なんだよな…たぶん
[6429.970] (S)一1990: 不遜ニキ
[6430.889] enden7777: 機械翻訳？
[6431.481] odoreminv2: 翻訳使いか？
[6432.103] hojihojidx: いま一番嬉しいのって昇竜出た時？
[6432.464] BigbossJP: 海外翻訳かな
[6433.134] muck_339: 翻訳やねえ
[6435.369] (S)tilia211: 翻訳け？
[6435.476] xyz1648: 翻訳だろうね
[6435.705] kumihachan: 格ゲーは翻訳が通じないｗ
[6437.058] SUGAKIYA: ジャンプアウトがわからねぇなぁ
[6437.247] yakinikudragon: ちょっと何言ってるかわからないですね
[6438.294] (S)echizen2000: ドラゴンは昇竜か？
[6438.741] matchforest: ラノベのタイトルみたい
[6439.626] (S)kinpbro: wwwww
[6439.742] gatayama_: 難しい話やね
[6439.979] (S)hsbcbcc: wwwww
[6440.138] 動画勢: ドラゴンラッシュかっこいい
[6440.554] (S)Nagare765: あ
[6441.733] (S)guest324438: 電気羊みたいな言い回し
[6443.054] 吉田じんぎ: ドラゴンラッシュはリュウビのことやな
[6444.126] niemalsaufgeben: 海外ファン
[6444.784] nemu_less: ワメハウ草
[6445.818] (S)johndoe6523rp: ドラゴンラッシュってなんだ？
[6446.487] karumememe: w
[6447.949] xyz1648: ｗｗｗｗｗｗ
[6447.998] (S)sai927: ｗｗｗ
[6448.191] dxgenre: www
[6449.157] (S)Nagare765: ワメハフｗｗｗ
[6449.811] chikira397: 名前草
[6449.996] gasgasga555: もう一人の俺！？
[6450.228] heijitusan: ｗｗ
[6450.431] wave731: ｗｗ
[6450.692] かりせん: でたww
[6451.109] vungo_mr: ワメハフｗ
[6451.387] ~MISSING_COMMENTER_INFO~: ｗ
[6451.496] OKG_TWIN: ｗｗｗｗｗｗｗ
[6452.084] やきにくマン: ワメハフで草
[6452.173] (S)hiaaru: ハフッ
[6452.229] SUGAKIYA: ワメハフ
[6452.379] (S)chachachakoma: ｗｗｗｗ
[6452.703] 憂う者の弟子: ワメハフだあああああああ
[6453.097] muck_339: ｗｗｗｗｗｗ
[6453.445] kokkotina: wwwwwwwww
[6453.636] xyz1648: ワメハフ
[6453.664] (S)ましゅダヨ: ぱくりだwww
[6453.693] (S)yuzubox: ウメハフｗ
[6453.905] サメカツ1999: ｗｗ
[6453.986] zoeyan: ウメハワｗ
[6454.248] (S)Zero_Fabio: wwwwww
[6454.968] (S)sai927: ぱっと見わろた
[6455.619] tsubame0614: ｗｗｗ
[6455.937] (S)シンノ: ハフハフ
[6456.262] kireisuki21: wwwww
[6456.850] (S)echizen2000: ワメハフ
[6457.053] mecroboxy: でた ワメハフｗｗｗｗｗｗｗｗｗｗｗｗ
[6457.095] kiton_taichi: 相手、ドキドキだろうな
[6457.335] hodanonn: ｗｗｗｗｗ
[6457.607] てるよちゃん: ｗｗｗ
[6458.681] BigbossJP: ワメハフｗｗｗｗ
[6458.684] iwasyi_k: ファンボか
[6458.901] ロケッティア: 草
[6458.963] enden7777: 草
[6459.753] かりせん: 333の配信でいたぞw
[6459.815] 伸手娘: ？
[6459.854] aruch_22: パクリｗ
[6459.906] (S)hsbcbcc: wwwwww
[6460.756] superioront: うめはふ？
[6460.973] (S)Jam10505: この人ヌキさんの配信でもいたなｗ
[6461.022] Betts8279: くそわろた
[6461.117] (S)50kata: 草
[6461.560] (S)haicro_zm: 薄目で見ると
[6462.155] ~MISSING_COMMENTER_INFO~: ちょっとかわいい
[6462.793] diego_ohunabara: umeYay
[6462.863] prisira: これ白胴着だったろｗ
[6463.250] あり0221: ワメハフw
[6463.464] okistay: お相手歓喜
[6463.511] booby_one: 偽物いたぁ！
[6463.587] tambo567: 絶対見てるだろw
[6464.109] heijitusan: ワメハフｗｗｗｗｗｗｗ
[6464.605] berurusuko: ちょっとかわいくて草
[6465.050] 二丁目: 単純ななりすましよりセンスある名前だな
[6465.123] towatakun: towatakun subscribed with Prime. They've subscribed for 25 months! a
[6465.917] echa_pi: にせもの！
[6465.925] 5don: ワメハフ（マスター）
[6466.733] inkgran: ワメハフ
[6466.810] 咲ちゃん: めくり飛びに対して龍尾が機能するか聴いてる？
[6466.898] xyz1648: 上の部分が削れてるｗｗｗ
[6467.231] denka_p: ウメハフは草
[6467.809] hakobune_ghc: 草
[6467.936] tsubame0614: 海賊版ｗ
[6468.388] (S)chachachakoma: ワメハフいいなｗｗｗ
[6469.130] hodanonn: おもしろｗ
[6469.391] (S)mart_00_: ワメハフwwwws
[6469.584] titilrin: ちゃんとマスターなのが草
[6469.634] 天然ベニテングダケ: 勝った方が本物って事で
[6469.940] OKG_TWIN: しかもそれなりにLPあるってのが
[6469.962] yakinikudragon: これトキドです
[6470.077] tabibitox: 古来からのリュウ使いにしてるところがポイント高いｗ
[6470.183] Betts8279: ワメハフ
[6470.666] proajus: ウメハラみたいな名前しやがって！
[6470.777] (S)てべす1103: ワメハフは新しいw
[6471.158] kumihachan: ちゃんとマスターケンってのがｗ
[6471.222] muck_339: 当人と合えるなんて嬉しいだろうなあ
[6471.339] dxgenre: 兄弟かな？ｗｗｗ
[6472.092] (S)everaltar: この人でマスター上がったわ
[6473.129] syan1114: ウメハラVSワメハフｗｗ
[6473.523] 157655: これがほんとのミラーか
[6474.045] olivemocomichi: ついに出会っちまったか
[6474.225] (S)sai927: Ｐｗｗｗ
[6474.971] one596: 古来からのリュウ使いは煽られてふ
[6475.250] shinonfps: ウメハフｗ
[6475.390] (S)tomodaachii: among us 
[6476.151] Fumimaru_Rx: ワメハフなら別人か
[6476.476] (S)gorogorogorn: これはダメだｗ
[6476.529] booby_one: 紅白でめでたいね
[6476.550] MaouOreo: ooooo
[6477.159] akiaki0612: センス◎
[6477.211] (S)thanksformatching: ゲキアツで草
[6477.226] (S)yuzubox: ワメハフかｗ
[6478.343] (S)Ai_Ingu: lol
[6478.582] (S)ましゅダヨ: 一瞬ウメハラに見える文字列w
[6478.947] niemalsaufgeben: ぱっとみだとw
[6479.332] SUGAKIYA: この名前でマスターなの笑う
[6479.574] wave731: パクリで３万６千は頑張ってるな
[6480.125] kireisuki21: www
[6480.126] huglife03: ジェネリックウメハラ
[6480.570] johnnyppas: こーれ切り抜きポイントです
[6480.698] bunbun0880: おしゃれな犬の名前
[6480.990] wakisuji: あーあｗ
[6481.339] ようま: wwwwwwwww
[6481.646] echa_pi: www
[6482.130] kireisuki21: ww
[6482.301] (S)Ai_Ingu: so funny
[6482.660] mike39cc: これはウメハフ
[6483.035] nanasenchi: ワメちゃん
[6483.211] enden7777: pじゃねーか！
[6483.396] 天然ベニテングダケ: P
[6486.443] (S)mart_00_: 天才やワメハフww
[6486.455] zoeyan: ニセウメｗ
[6488.566] hiisan: 向こうがオリジナルかもしれない
[6489.460] munchkin555: 古来からのリュウ使いｗ
[6490.105] gasgasga555: 兄ウメハラ弟ワメハフ
[6490.637] (S)fahmy0825: bro is umehara without the vertical and horizontal line lmao
[6491.526] sinsin565: 俺ならスクショとってる
[6492.445] vungo_mr: ワメちゃん
[6492.571] kireisuki21: これ動揺してるなww
[6492.878] 蓮華プロデューサー: 普通に上手い
[6493.689] フﾄ: ワノハフ でもいい
[6495.060] kaigaizei: 古来からのリュウ使いも煽りポイント
[6495.432] sourunidenwasiyou: ワメちゃん
[6497.040] xyz1648: 動きはウメハラっぽくない
[6498.501] (S)ましゅダヨ: よく考えたなあw
[6500.637] サメカツ1999: 普通にＬＰたけえなｗ
[6500.689] tsubame0614: 36Kだから弱くはないのもおもろい
[6500.935] (S)alrickcruz13: How do you read the red ken's name?
[6500.995] あり0221: ワメハフの執拗な中足！
[6501.009] nisin1114: ジャンプ逃げに対して昇竜じゃなくOD龍尾は機能するかって感じ？
[6502.682] hikky722: UMEHARA VS UMEHAHU
[6503.288] (S)chachachakoma: ウメちゃんとの会合ｗ
[6504.935] (S)johndoe6523rp: てか前からウメさんの偽物強くない？
[6507.466] shinonfps: 本物と戦えてうれしいやろな
[6511.748] (S)Ai_Ingu: his brother
[6513.103] yakinikudragon: いまワメハフ泣きながら戦ってます
[6518.946] hodanonn: おおお
[6519.643] heijitusan: うま
[6520.899] (S)meat114kg: ふーんあんたワメハフっていうんだ・・・
[6522.037] 二丁目: 今作もウマハラおるんやろか
[6523.180] (S)こたのすけ: ちゃんとマスターなってるのすごい
[6524.074] SUGAKIYA: ワメちゃん・・・どうして・・・
[6524.332] (S)perfecttakahashi: ウメハフ
[6525.322] 天然ベニテングダケ: ワメちゃん内心ウッキウキだろう
[6525.784] OKG_TWIN: ｗｗｗ
[6526.348] (S)hsbcbcc: Umeharu is happy
[6526.867] asseto_: genioo
[6528.747] (S)ましゅダヨ: うめちゃんもどきはたくさんいるよね、対戦おめでとうワメハフ…
[6529.058] (S)echizen2000: ワメちゃん負けちゃった…
[6530.342] 憂う者の弟子: ワメーーーーーー
[6531.441] (S)maya_g01: ウメハラっぽいさんおもしろ
[6531.546] あり0221: 5でもマスターかダイヤにウメちゃんの偽物いたなぁ
[6531.832] akiaki0612: 「古来からのリュウ使い」
[6532.110] henryblooom: Daigo's lost twin brother
[6532.195] (S)tomodaachii: @alrickcruz13 google translate says "wamehafu"
[6532.490] lackesis: たかし使えよｗ
[6533.303] proajus: なぜ撃ったー！
[6533.899] BigbossJP: ワメたｙ－んｗｗｗ
[6534.349] 墾田永年私財砲: 俺たちのワメちゃんが‥‥
[6534.930] サメカツ1999: ワメはやるよ
[6535.121] (S)You_nari: ワメハフがぁ
[6536.884] one596: 古来からのリュウ使い名乗ってウメ偽物はアンチだろw
[6536.925] hodanonn: ハフハフしてきた
[6537.438] (S)chachachakoma: ワメハフ号泣
[6538.203] berurusuko: これワメちゃんじゃないでしょ
[6542.224] ElKenshiro: DIEGO
[6542.784] kaigaizei: ワメハフの偽物が配信していると聞いて
