[35.791] tarantarantaran: umeYay
[5766.202] kaigaizei: なかにぃ来た
[5766.500] dohyaaaa: 新宿は大きい道は大丈夫
[5766.602] onyancoscratch: ブクロはぐちゃってる
[5767.283] mevius003: なかおにぃじゃん
[5772.789] rm_rf__: 池袋に比べたらまだ整備されてるほうかな新宿は
[5773.225] kagaff11: 渋谷がやばい
[5773.905] potocki1810: ありがとー
[5774.151] gorogorogorn: 新宿は駅の中がえぐい
[5776.611] chin_56_: 難易度高すぎ
[5779.892] donder112: 池袋は駐車場多いのがちょっと安心する
[5780.416] ナターシャ0083: ぶくろと渋谷はごっちゃごちゃ
[5783.449] sakata0031: どこならんだかいいか全然わかんねえ
[5786.111] simple_geek: 駅の中も簡単だぞ
[5790.709] sistersguitarreplica: パンねえじゃない
[5798.727] sarah_0519: パンねぇだね
[5800.518] morinagasyuya: パンねぇですよ
[5805.826] celsior_chan: 牛乳パンさんー
[5805.964] (S)dorayann: 女性だね
[5813.894] rm_rf__: 時差式とかあれ欠陥だよなぁ
[5814.479] ノア1844: 池袋で路駐は早そうですね
[5815.139] oimo: 前に走る人いたら楽なんだけどね
[5815.611] 黒猫くん: 牛乳パァンねえだったんか
[5817.149] sorenasubi: えちいちい
[5820.732] aranami0: ヘビーリスナー
[5825.087] イゼット: だからアニメイトか
[5825.886] laponta: 時差式考えたやつバカ
[5826.974] celsior_chan: サファリいこうか
[5827.915] NekoPunchKick: パァンさんずっといたのにねー
[5828.146] chin_56_: テンション上がってきた
[5835.924] ユ一キャン: 運転免許夏に取ったけど教習所以来車乗ってない
[5836.452] twitchyarutch: 乙女ロードに
[5838.406] gettyozi: 可能性あるなｗ
[5839.571] gomeeen: 歩車分離はうんち
[5842.144] thunderbolt0422: 顏すんごいｗｗｗ
[5842.541] feel2525: 気持ちだけでね・・・
[5843.370] osipon: wwwww
[5844.298] いぬみみ: ｗ
[5844.314] もきち555: 誠意見せてけ
[5846.198] oimo: ｗｗｗｗｗｗ
[5846.323] Coedawg: naru04Nltu
[5846.469] kiku1133: えびす顔
[5848.374] hodanonn: ｗｗｗ
[5849.642] cafe_gondo: 封筒顔
[5851.753] nekodogneko: 自動的に
[5851.819] ハルキ10: 封筒ね
[5851.895] ddb365: 封筒大好き
[5853.180] ユ一キャン: パン姉でアニメイト前は腑に落ちる
[5856.829] keiji25nico: やらしい顔
[5858.101] chin_56_: クシャア
[5858.738] ぐのたお: 封筒好きだからね
[5861.105] oimo: ﾆﾁｬｧ
[5863.973] karumememe: パァンねぇ
[5864.184] mako6912: 封筒マニアだからね
[5866.789] ~MISSING_COMMENTER_INFO~: いるよね
[5870.644] sistersguitarreplica: 充電切れたとか?
[5873.979] laponta: そーゆうことだね
[5876.189] kiku1133: 乙女ロード
[5876.851] rm_rf__: 新しい封筒ほしいなぁ
[5878.742] toropuni: 封筒なしの直は流石に不味い？
[5879.453] kokusairengou: "方向性"
[5882.468] komine58: ここキックボード走ったらまじ終わってるな都会
[5884.517] erukima: ふ
[5891.205] hukohuko: スマホの充電切れた説はありそう
[5892.051] hodanonn: オトメイト
[5894.682] chin_56_: 貴婦人がね
[5897.314] oh_yama329: ねえから封筒もらって嬉しいか？
[5904.405] laponta: 区民センターだ
[5914.836] kimie_white: 一生人波が終わらない
[5918.432] suzan_star: 歩いた方が早そう
[5920.497] amaterasdesign: 左だ
[5922.283] hodanonn: なんだここ
[5924.834] erukima: 赤い階段
[5925.952] ハルキ10: おらず
[5926.424] porcupinepine: 非実在
[5927.261] gomeeen: KSKの胃痛が
[5928.942] 1678923482: 封筒マニアだから嬉しいよ
[5933.680] kiku1133: パンねえーーー
[5935.910] peperon17: 常連だし
[5936.874] kokusairengou: 封筒だけ置いてあるかもしれない
[5939.641] celsior_chan: サンシャインの下の公園とかだったらまだねー
[5939.925] keiji25nico: 封筒減っちゃった
[5940.132] HirocoT: 新しめのとこですね
[5940.252] toro0524: 歩行者天国で封鎖中
[5943.898] amaterasdesign: Dmないの？
[5947.987] potocki1810: パンねえー
[5949.691] NekoPunchKick: 封筒探しにはいく？
[5949.905] スーパー対魔人4: 車の中だとわからんくない？
[5950.048] ~MISSING_COMMENTER_INFO~: 冷やかし？
[5951.596] sorenasubi: みてるかも
[5951.864] Nishi_Poteto: オワ…
[5958.063] gomeeen: パン食べてえー
[5958.194] millioniwashi: 封筒を諦められないKSK
[5959.606] dohyaaaa: シノギ狩り？
[5967.653] nikukuisugi333: パンねぇ帰っちゃったか
[5970.835] celsior_chan: 封筒用意できなかったから…
[5970.940] 5don: 常連さんよ
[5971.813] ハルキ10: そうだねぇ
[5975.189] thunderbolt0422: まぁしゃーない
[5977.023] yunyun_ada: キャラバンもいったらしいやん
[5977.041] hodanonn: 封筒がなかったか
[5977.256] katsuo73: パンねぇー
[5978.051] 壱万円札: 後日封筒
[5980.832] porcupinepine: それでも信じて待つKSK氏
[5980.945] 1678923482: 封筒てに持ってる人いない？
[5981.590] mizu0525: それはそう
[5981.870] クラクラ777: ぱんねぇは常連さん
[5983.030] Ryotatata: スマホの充電切れちゃったとかかな
[5986.708] kagaff11: しゃあないね
[5989.104] ユ一キャン: スマホ電池切れてるかもだし
[5991.088] morinagasyuya: 充電切れたはありそうですね
[5993.083] kaigaizei: ミートに出くわしたのかもな
[5993.398] junjamaica: 都合のいい封筒見つからなかったのね
[5993.594] suzan_star: レターパックもあるし
[5993.732] aranami0: しょうがないっす
[5993.825] kimie_white: 後日現金書留で
[5994.185] kokusairengou: …はい
[5995.075] あらぐまん: 寒いと充電減り早いからな
[5998.232] 5don: たしかに充電切れとかありそう。しかたないパターン
[5999.797] ~MISSING_COMMENTER_INFO~: どうにかして封筒がほしいKSK
[6002.543] laponta: soushihanIei
[6004.769] burisuke: 時間が読みづらいのツラいね
[6005.055] mizu0525: 封筒チャンス
[6005.206] いぬみみ: アニメイト本店
[6005.654] hanzou3: えいた 見に行ってこい
[6012.588] laponta: soushihanIei
[6013.889] toro0524: 斥候だすとか
[6016.324] hotokemax: 封筒を諦めない男・ＫＳＫ
[6016.551] redbull_daisuki: KSKめっちゃ残念そうで草
[6016.829] hukohuko: あるかもだぜ
[6019.780] pun20mie: えいた 行けれ
[6021.355] ユ一キャン: 流石に買わんやろ
[6023.778] あらぐまん: えいた見に行ってきては
[6024.147] np2np: えいたが見にいけば問題ない
[6026.668] yunyun_ada: えいたきゅんいってみてくれば
[6026.851] katsuo73: 外で大声でパンねー！って叫んだら？
[6027.761] yuki_aion_aion: えいた見てこい
[6029.268] いぬみみ: ｗｗｗｗ
[6029.297] クラクラ777: 遅延きたあああああああ
[6029.334] amaterasdesign: 封筒が用意できんかったか
[6030.472] twitchyarutch: アニメイトに１人様子見に行くとか？
[6030.823] feel2525: ｗｗｗ
[6031.274] nikukuisugi333: 封筒チャンスのためにけーにぃはねばる
[6031.368] Ryotatata: www
[6031.445] kame277: 封筒にないかあ
[6031.735] kokusairengou: 遅延すぎる
[6032.113] toro0524: www
[6032.231] 5don: 遅延ｗｗｗｗｗｗｗｗ
[6032.596] suzan_star: ｗｗｗ
[6033.020] oimo: 遅延ｗｗｗｗｗｗｗｗｗｗｗ
[6033.232] kaituburi: wwww
[6033.312] kagaff11: ｗｗｗｗｗｗ
[6033.369] kkshkk: いい遅延だ
[6033.583] mememe10: えいた走ってきて
[6033.583] erukima: ｗｗｗｗｗｗｗｗｗｗ
[6033.741] iguchiill: ｗｗｗｗｗｗ
[6034.201] np2np: 得意の遅延
[6034.329] enuemu3: wwww
[6034.611] baibai29: ｗｗｗｗｗ
[6034.637] aranami0: ｗｗｗ
[6034.641] メタルぱんだ: ｗｗ
[6034.710] (S)エメドラ: 遅延ｗｗ
[6034.749] thunderbolt0422: ｗｗｗｗｗｗｗｗｗ
[6034.782] porcupinepine: まだ待ちたい
[6034.804] yukke85: ｗｗｗｗ
[6035.298] (S)dorayann: ｗｗｗｗ
[6035.414] HirocoT: ｗｗｗ
[6035.510] 顔面ユッケ: ｗｗｗｗ
[6035.588] wankoro_moti: ｗｗｗ
[6035.689] inkgran: ｗｗｗｗ
[6035.959] eremin_39: 遅延
[6036.289] tamtam0077: 封筒チャンス
[6036.306] ddb365: ｗｗｗ
[6036.374] katsuo73: えいたなら叫べる
[6036.457] junjamaica: 遅延行為
[6036.557] kiku1133: 遅延行為
[6036.613] Coedawg: naru04Anata
[6036.668] momiji4431: えいた見てこい
[6036.892] peperon17: あｗ
[6037.017] リンダマンさん: えいた見に行って
[6037.424] potocki1810: wwwwww
[6037.659] sarah_0519: wwww
[6037.988] 5don: トレーターｗｗｗｗ
[6038.005] amaterasdesign: Wwwww
[6038.759] momochan6: トレイターｗｗ
[6039.167] 何も知らないジョンスノウ: 誰か確認だけしに行ってみれば？
[6039.465] クラウ07: w
[6039.522] ナターシャ0083: 黒目に見てます
[6040.692] thunderbolt0422: まだ待
[6040.752] morinagasyuya: 草
[6041.145] muucrs: wwwww
[6041.407] ebikatsu39: ｗｗｗ
[6041.509] feel2525: 遅延ムーブｗｗｗ
[6041.511] hiruanndonn: ｗ
[6041.645] 何も知らないジョンスノウ: www
[6041.976] sporogum: www
[6042.057] ユ一キャン: 封筒こじき発動！
[6042.328] mizu0525: こいつまーじｗ
[6042.342] yuzubox: ｗｗｗｗｗｗ
[6042.432] oh_yama329: ｗｗｗｗ
[6042.481] iguchiill: ひとつでも…
[6042.500] hukohuko: それは確かに、キレそうだったら書くか
[6042.648] yuki_aion_aion: 遅延www
[6043.063] erukima: こいつｗｗ
[6043.543] oimo: 封筒のためにｗｗｗｗｗｗｗ
[6044.245] あらぐまん: えいた行けば向こうから声かけてくるだろ
[6044.377] hotokemax: 封筒の遅延
[6044.592] gomeeen: ボードゲームしよっか
[6045.569] millioniwashi: パフェ遅延
[6045.902] kkshkk: ないすー
[6045.925] ぶっちゃ: 節操なくて草
[6046.013] akito7777: えいたGO
[6046.161] laponta: パフェ遅延ｗ
[6046.463] いぬみみ: 封筒チャンスだと勝手におもってそうｗ
[6046.734] toro0524: （封筒あるかもしれないし・・）
[6047.327] mako_oswald: wwwwwww
[6048.466] HirocoT: ああ、あの高級そうなパフェ屋さんｗ
[6048.558] 1108044k: 女＋封筒
[6048.587] yuzubox: 封筒！
[6048.799] イゼット: ワンチャン外出てウメちゃんがキョロキョロしたら出てこない？
[6049.143] cielcloudy248: ﾊﾟﾌｪﾀﾞﾍﾞﾙ?
[6049.277] gorugoru123: 諦めきれない男
[6050.291] tondemonaiyo: 封筒配信しない？
[6050.534] mako6912: 遅延ムーブwww
[6051.168] wankoro_moti: 行こ行こ
[6052.753] chin_56_: 封筒みてきて
[6053.660] gorogorogorn: ラボあけよ
[6054.099] sistersguitarreplica: ないすえいた
[6054.315] pianoniisan: 凌げる可能性
[6054.813] junjamaica: しかも封筒の中身で買いに行きそうｗ
[6055.893] porcupinepine: S1以来のえいたの走り出るか
[6055.933] katsuo73: えいた、そとでさけんできて
[6056.041] pun20mie: 使えるえいた
[6057.797] NekoPunchKick: ほしくて仕方ない封筒
[6058.552] keiji25nico: パフェ好きだもんね
[6059.278] hanzou3: えいたがネコババすっぞ
[6059.679] baibai29: これは人狼陣営のKSKさん
[6061.059] hoehoeR: これでいたらすごいけど
[6061.238] millioniwashi: えいたこそが真のトレイター
[6061.525] feel2525: いや～ここのパフェがねぇ～
[6063.399] buretan555: よし、行くか
[6063.471] nyata1234: 来させといていないってひどくね
[6065.844] snowman_head: 封筒の中身で大喜利する人いないかな
[6066.365] ユ一キャン: ウーバーリュックしないと目印にならん
[6067.333] kame277: パフェマニアか？
[6067.385] kokusairengou: えいた持ち逃げするなよ
[6068.194] 泣き虫サクラ: 封筒は血、封筒は肉
[6068.834] toro0524: ｗ
[6071.479] ilm0806: さっさと買ってこい
[6071.597] suzan_star: ｗｗｗ
[6072.117] スーパー対魔人4: えいたさん！みんなの幸せのために…！
[6074.151] えこえこ: 今日一で役に立つえいた
[6074.882] 5don: おいしそ
[6076.218] porcupinepine: まだ待ちたい
[6077.187] 憂う者の弟子: おしゃれ
[6077.454] kkshkk: うまそう
[6078.367] castle_vue: Daigo DONO!
[6079.657] sistersguitarreplica: おじデートしよ
[6080.048] ~MISSING_COMMENTER_INFO~: 封筒なかったらめちゃくちゃガッカリやなｗ
[6080.973] katsuo73: リーベルのパフェはガチの
[6081.946] laponta: 高そうｗ
[6082.732] enuemu3: 美味しそうですねぇ
[6083.152] kiku1133: めっちゃ高そうな佇まい
[6083.780] aranami0: 絶対うまい
[6084.208] feel2525: 封筒のためならなんでもやる
[6084.578] やあああ: ｗｗ
[6085.766] wankoro_moti: ｗｗ
[6087.685] thunderbolt0422: ｗｗｗ
[6087.829] 5don: イートイン専用？
[6087.844] NekoPunchKick: グラスじゃない？
[6088.551] toro0524: ww
[6090.454] kokusairengou: ここらへん超綺麗になったよな
[6091.788] 弾き一閃: どうにかして持ち帰ってきて
[6091.815] potocki1810: www
[6092.666] porcupinepine: 支払いは封筒で
[6093.160] mizu0525: 遅延
[6094.601] friendbakery: もろた封筒で買えるしな
[6095.560] 5don: トレーターの食事
[6095.804] 遼は肉が好き: www
[6096.887] tako2525: あーリーベルか。持ち帰れるよ
[6096.908] laponta: 懐が温まったか？
[6097.007] katsuo73: リーベルうまいよ
[6098.873] gomeeen: 俺はいいよ？
[6099.144] スキマチェリー: リーベルはうまいしデカい
[6099.852] 泣き虫サクラ: お前パフェ台も出させるための遅延か・・・？
[6100.269] kame277: 遅延パフェ
[6100.854] junjamaica: 封筒遅延長いな
[6102.221] sarah_0519: wwww
[6103.843] thunderbolt0422: まだ待
[6104.567] amaterasdesign: 遅延だぁ
[6106.753] raurakd: w
[6106.943] toro0524: つめてくｗ
[6108.579] tonpon53: 果実園だってうまそうだぞ
[6109.086] redbull_daisuki: KSKがトレイターでえいたがシーフか
[6109.138] gorogorogorn: ミートさんいそう
[6111.932] 5don: チャット欄によると「持ち帰れるよ」とのこと
[6112.467] low_single: ウーバーなら大丈夫でしょ
[6113.014] tondemonaiyo: 俺はいいよ？
[6115.158] madawo_: 果実園のフルーツサンドうまいっす
[6115.844] ぐのたお: ウーバーの格好だから大丈夫だろ
[6117.486] sistersguitarreplica: Uberのフリすればいける
[6117.710] triton11519: パフェ屋はミート遭遇するかも
[6118.042] ilm0806: ウメチャン、誘われてるよ
[6118.549] erukima: 確かに男はきついなｗ
[6120.358] kirin_humi: 皆で行けば怖くないです
[6124.046] 5don: ｗｗｗｗｗｗｗｗ
[6124.732] shio_kasegi: 恥の感情あったんや
[6125.571] hanzou3: いってこい
[6126.627] kokusairengou: なーんだ、持ち帰れるんじゃん！
[6127.607] ユ一キャン: えいたが戻ってくる時にさりげなく買ってこれたらブル入団ある？
