[10.796] あかの: キター
[12616.601] おにゃにん: アルカディアは編集長の髪型が独特だった記憶
[12617.264] みそらの: 格ゲーはヴァンパイアハンター2くらいでやめてて、プロ配信を見始めてやりたくなってストV買いました
[12617.326] kitori_17: 今日は大丈夫よく聞こえます
[12627.058] ビフィダス: 野生のゲマビ
[12628.365] brutal9998: 他のジャンルのプレイヤーから話しかけられたりすることある？
[12644.788] Artemis_Reinhold: moving the parking cone, is that against the law?
[12655.037] サラバア: たんたん
[12657.015] momochan6: パンクがウメ昇竜の解説してたな
[12658.049] junjamaica: しのさんが言う輝いて見えたウメハラ見てみたかったー！
[12660.650] おにゃにん: そういえば晩御飯ってまだなんです？？
[12664.935] scarlet_cell: 格ゲーはバーチャ2が一番やりこんだかなぁ。ゲーセンでリアルファイトになってた。
[12675.918] songbenheming: 目黒は食の誘惑多そうですね
[12685.529] ddb365: ストV一か月で止めたけど一万人大会は出たい
[12686.881] おにゃにん: じゃんがら！マジですか
[12689.016] 1341logical: じゃんがらｗ
[12695.645] ビフィダス: どこだろここ
[12701.012] usa451: 秋葉に行ったらじゃんがら
[12703.776] Fkdso555: じゃんがらの店員さんはウメちゃん認知してる？
[12706.957] おにゃにん: こんな時間でも子供が外歩いてるんだなあ
[12707.566] erukima: そんな日によって変わるのｗ
[12708.362] ビフィダス: 目黒か！
[12711.274] ebichan111: 日高屋いくべ
[12712.253] どらです: 飯食うシーンは需要あるのに
[12713.033] クラクラ777: 日によってちがうの？？
[12715.630] junjamaica: じゃんがら関西来ないかなぁ
[12718.285] brutal9998: 知名度的に他のゲーマーからアプローチされることあるのかなって
[12725.636] (S)yogyogsothoth: 晩御飯の後に３時間半も歩いたら自分ならおかわり飯してしまう
[12728.327] okamasa456: 人はあるな
[12730.259] HirocoT: 人ですか！
[12731.094] ohigekujira: ラーメン屋さんあるあるですね
[12731.965] mutuizumi: 銀座の？
[12732.536] keroggu1: じゃんがらとかここでしか聞いたことない
[12733.659] (S)ゆっくり2121: その辺のカレーうどん美味しいですよ〜
[12733.962] クラクラ777: へぇー
[12734.174] ビフィダス: そんな変わるんだ
[12735.225] tangarami1122: やっぱり作る人で味変わってるよねアレ
[12735.885] サラバア: シフト読んでいくのか
[12736.245] kaigaizei: 店内は客がいるから映さない
[12740.673] dorodoropo: 人は多かったですか？
[12741.377] セツリ: 近所のラーメン屋も店長作るとおいしいけど、娘が作るとちょっと味うすい
[12749.318] kame277: ウメちゃんじゃんがら好きだよね
[12757.194] 名もなき義人: ちゃんと湯切り出来てるかどうかで味が変わるの？
[12757.348] (M)Moobot: ワイヤレスヘッドセット Cloud ll Wireless 発売！ http://hyperx.gg/3i5czYA
[12757.402] Artemis_Reinhold: oh i see. so long as i wasnt using it unlawfully. like skating over it.  i have the upmost respect for Japanese skaters 
[12760.359] chinnen1: ぴんからトリオ？
[12760.441] ビフィダス: 銀座店は店員さんいつも同じ？
[12762.460] tanikame: 今半袖で歩ける？
[12769.217] junjamaica: 作ってる人見てから入るのとかできねーしな
[12779.668] tangarami1122: 女性が作ると薄いのはあるある
[12782.742] どくたけ: ありえないっすねそれは。
[12784.337] mutuizumi: 論外ｗ
[12790.292] クラクラ777: 湯ぎり悪いのは最悪やなぁ
[12792.840] HirocoT: そのおいしい人の特徴知りたいですｗ
[12793.094] ビフィダス: あー
[12795.267] scarlet_cell: ウメハラさんは最近ゲーセンに行きましたか？
[12795.672] suesue: 新人の替え玉まずかったの思い出した
[12796.092] taroumaruh: 替え玉で味薄くさせるのまーじ終わってる
[12797.615] ygaofmk: 作るバイトの味の好みの匙加減がある
[12800.037] 5don: スープが薄まる……
[12807.097] よもぎです: ラーメンにそんなルールがあるんだ・・・
[12808.558] dorodoropo: コロナ禍だから心配になっちゃう
[12812.513] Kanquez05: 半袖はさすがに？
[12818.647] shiro_risu01: 半袖…だと…
[12822.198] chinnen1: ラーメン、お好きなんですねぇ～
[12822.869] usa451: ヌキさんみたいな感じ？
[12829.363] (S)uomm00551: アマゾンジャパン本社ありますね
[12830.482] 1108044k: 石井
[12830.788] kurokurro: バイトがつくらんでしょ
[12834.773] tangarami1122: 成城石井
[12836.381] みそらの: アトレ
[12838.178] ebikatsu39: カップ麺並みに味を安定させる方法ないんかな
[12839.497] mutuizumi: スープの素足さない とくにいらん派
[12839.500] ビフィダス: ゲーマーで喩えたら？
[12841.325] chjichji: 🍥🍥
[12842.898] おにゃにん: 意志力？
[12848.090] ビフィダス: へー
[12848.635] sabotenn6: 明太子トッピングします？
[12855.969] ビフィダス: サイン会してぇー
[12865.377] ビフィダス: 子供だ
[12876.467] grrrrrapevine: atreあるということはJR駅か
[12881.369] taroumaruh: なーるほど
[12889.269] piyopiyomaru555: 21時くらいに着きそうだな自由が丘
[12896.486] (S)イエール: もち！
[12896.714] nagisasaan00: ビフィにいさんは1万人大会の時にサイン会ひらいてもらう
[12897.283] taroumaruh: ｗ
[12898.647] ポンポン: いい質問
[12899.447] みそらの: ｗｗｗ
[12900.454] ilm0806: トイレやろ
[12900.805] サラバア: ｗ
[12900.842] Papapadad: ｗｗｗ
[12901.093] (S)イエール: ww
[12901.256] まキびシ: w
[12901.286] クラクラ777: いいねぇｗ
[12901.711] yuzubox: www
[12903.250] おにゃにん: ビールｗｗ
[12904.178] taroumaruh: そうやろなぁ
[12904.189] (S)エスシーハート: 素直ｗ
[12904.688] qin_liangyu: ｗｗ
[12904.815] よもぎです: おじさんw
[12905.570] (S)teruharu_: あかんｗ
[12905.685] rankaster: いきましょうｗｗｗ
[12906.045] 1108044k: だから太るんだよｗ
[12906.298] Fkdso555: オヤジっ
[12906.884] duve_11: うわ！目黒か！！
[12906.913] HirocoT: ｗｗｗ
[12907.162] peperon17: やっちゃおっか
[12907.183] セツリ: 肉とビールで乾杯しよｗ
[12907.562] shiro_risu01: ｗｗｗ
[12908.359] たた00: わかるｗ
[12908.744] chocolat1234: 🤣
[12909.182] okamasa456: そらそうよ
[12909.777] booby_one: のんじゃえーーー
[12909.983] クラクラ777: でもコードねーむだねぇｗｗｗ
[12912.664] サラバア: 折笠さん状態に
[12912.719] (S)4444446666: それってそもそもアジブレちゃうクオリティってことか。明太子で誤魔化すって感じで微妙くない？
[12913.109] 5don: 肉＋ビール！
[12913.782] (S)uomm00551: 飲酒散歩してもいいのよ
[12913.815] qq_taro: ルービー
[12914.049] ビフィダス: いいよ
[12914.615] GreeN3750: さすがに？
[12914.995] 天内崇: 焼き鳥や探そう
[12916.465] x_abu_xx: 欲望に忠実
[12916.553] masapaka: いいゆ！
[12916.596] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます。未登録のかたは こちら参照ください → https://bit.ly/2YE2nLB
[12918.021] chinnen1: 折笠さんいるし飲んでもいけるやろ
[12920.000] HirocoT: 折笠さんになっちゃいますものね
[12920.196] mutuizumi: 優勝しちゃおう
[12923.422] kitori_17: え？w
[12924.368] beehive3: しちゃおう
[12925.475] tangarami1122: コードネームぶっちしちまうか？
[12926.145] pochichan11: sorena
[12928.537] (S)ゆっくり2121: 笑
[12929.313] reganfa: 今日コードネームあるのかぁ！楽しみ！！
[12929.511] かたしよ: 目黒駅は目黒区にないそうです
[12930.927] おにゃにん: 体が欲するあの感じ
[12933.565] daizin0716: ウメさんビール解禁してたんや
[12938.040] umesecond: 視聴者はビール飲みながら暖かい部屋で見てるのか
[12938.097] ilm0806: パトラッシュになりかけてない？
[12938.539] myaaaaaa123: わかる
[12938.733] ddb365: コードネームで折笠さん化しないぐらいに飲んで
[12938.893] taroumaruh: 寒くておでん屋とか居酒屋入りたくなるね
[12939.652] esoracrow: umeJam
[12939.846] 名もなき義人: 寒いと缶コーヒーでも贅沢できた気分になれる
[12942.000] tabibitox: ハンサム注意しちまったしウメちゃんが酔って参加はアカンなｗ
[12942.208] クラクラ777: おでん 焼酎よりも？
[12942.253] watanabe0731: 熱燗どう？
[12943.361] pascal171012: 熱燗吞みたいねぇ
[12944.744] suesue: サウナの逆バージョン的な
[12944.926] okamasa456: 寒いところからの温かいがいいよねえ
[12945.009] gomeeen: 肉屋とは
[12945.275] kaigaizei: 「ビール飲むからトラボ変わって」「フヒヒー！」
[12945.796] 1108044k: 酒に操られてる
[12946.176] brutal9998: 折笠は今頃寒い中飲んでるのかな
[12946.528] songbenheming: ビールはどんなタイプが好きですか？
[12948.600] たあぼ0126: ビール！焼肉！〆にラーメン！
[12948.832] tangarami1122: 暖房効いた店の中で冷えたビールがいいのよ
[12949.743] nagisasaan00: 折笠さんに怒られるｗ
[12950.535] nogonogo: 逆サウナね
[12951.854] beehive3: 我慢は身体に毒
[12951.860] kitori_17: ここから誘惑のあるお店しかないw
[12954.802] junjamaica: スーパー銭湯やけどな俺は
[12956.141] steinway11: 冬は最高っすよ
[12959.844] erukima: 配信後行ったんだｗ
[12960.695] karinsama42: まーた感染するぞ
[12969.625] t_tarcy: 自由が丘の漢江？
[12969.644] nagisasaan00: おでんでも買ってかえろ
[12971.705] chjichji: ちょっと分かる
[12972.190] セツリ: ほ〜るもん組合 肉稀組
[12972.353] 勤務中: 小さな幸せ
[12973.117] 5don: 良い散歩
[12973.206] (S)dj0d4y4k4: 生の実感が欲しい系か
[12976.226] (S)no_name_0521: えっろ
[12977.707] brutal9998: 食べログよりも地元客
[12979.964] chinnen1: ストーカーみたいになっとるｗ
[12981.483] taroumaruh: よくタクシーの運転手さんに聞いて行ったりするなぁ
[12982.505] gomeeen: なー平井くんなー
[12986.012] tkcu8811: 寒くなるとセンチメンタルになっちゃう時ありませんか❓笑
[12989.983] hiro_chan: 焼き肉とビールお好きなんですねぇ〜🍺🍖
[12991.486] juniyashim: プレステの服着てる人おった
[12992.365] junjamaica: じもぴーつえーからな
[13011.571] steinway11: 寒いと頭が冴え渡る
[13017.956] mutuizumi: 地元ではないが、上野の鴨らーめん食ってみてほしい
[13019.607] クラクラ777: むしろそれがいい
[13022.593] どくたけ: 冬の夕方とかねー。
[13026.524] よもぎです: 今過ぎたトンカツ屋さん名店だったはず
[13031.169] (S)uomm00551: クリスマス感よ・
[13034.100] おにゃにん: 全然前見てない歩きスマホ怖いなあ
[13046.734] ジノジュグ: 鴨とネギ
[13052.218] yusan090: 都会感が良い
[13055.798] mutuizumi: 鴨とねぎです
[13059.977] ビフィダス: 鴨to葱
[13061.393] erukima: 鴨肉おいしい
[13066.334] セツリ: @mutuizumi らーめん 鴨to葱？
[13069.554] daizin0716: 旅行先で食べるならタクシーの運ちゃんに安くて旨いとこ教えてもらうのが確実
[13072.991] (S)4444446666: 鴨toネギはガチ
[13073.251] okamasa456: 鴨の脂半端ない
[13083.475] (S)イエール: 美味そう
[13087.584] ジノジュグ: 親子丼も美味しい
[13088.305] メピパラ: 有名店だからね
[13095.079] (S)シミズム: 柚子胡椒海苔を手に入れたんだけど食べたことありますか？うまいですよ
[13098.912] unidentified456: あったかいそば食お
