[33.508] (S)クヲーター: わこつ
[4054.958] mikan_san: おおおおおおおおお
[4055.083] ryokuhasan: ナイスー
[4055.095] meisinn09: gg
[4055.099] (S)あめはな: ああああ
[4055.266] brown_0822: gg
[4055.440] (S)まゆこ: っｇ
[4055.448] でっく: gg
[4055.637] peginnu: ないす
[4055.651] なっち: ないすー
[4055.847] (S)アシッド: gg
[4055.889] (S)らんけっと: gg
[4056.281] (S)ameougi: ｇｇ
[4056.432] kinoto_2808: gg
[4056.460] ともも3: ｇｇ
[4056.935] アインツ: gg
[4057.167] あかぶち眼鏡: ないすぅ
[4057.168] yoroyoromaru: 888888888888
[4057.268] 紗優: gg
[4057.268] (S)えんかうんと: radaokunNice
[4057.344] gottsuan4646: gg
[4057.345] nyoiiinsan: gg
[4057.561] (S)nyukusu__: ｇｇ
[4057.824] ema_nana: gg
[4057.861] (S)umask_2664: radaokunGG
[4057.889] (S)rinrin510: gg
[4058.166] (S)るーと猫: gg
[4058.271] (S)kiriya_453145: radaokunGG
[4058.338] (S)edyuwar66: radaokunGG
[4058.565] (S)aki_lucianna: gg
[4058.762] maru_aoi: ｇｇ
[4058.781] (S)arneb257: gg
[4058.810] (S)うめめめめめ: radaokunGG
[4058.838] ankomochi011: gg
[4059.138] cookie__2525: gg
[4059.176] kamabbo: ないすぅ！
[4059.373] (S)kero_ppi1: 泣いてる…
[4059.401] (S)aso_beat: gg
[4059.452] ugetsu_moon_rain: gg
[4059.642] (S)azucha_z: radaokunNice
[4059.692] olumu0426: gg
[4059.741] (S)アキレゐト: radaokunGG
[4059.752] (S)minoto_0312: radaokunGG
[4059.808] alaky_ushira25: gg
[4059.811] 86m4ki: gg
[4059.964] SeBurosu_: radaokunGG
[4060.025] (S)ほたころ: radaokunGG
[4060.028] (S)デスティ: radaokunGG
[4060.127] mazirou: gg
[4060.182] (S)jaja319_: radaokunGG
[4060.257] (S)ぜろくいち: radaokunGG
[4060.479] (S)こかげ_: ｇｇ
[4060.526] (S)ハーブティー信者: radaokunGG
[4060.532] (S)シアンドロイド: gg
[4060.599] (S)chaonan_23: ｇｇ
[4060.613] (S)foxy1003: gg
[4060.712] しゅーじろー: ggg
[4060.932] yoroyoromaru: gg
[4061.215] (S)boris94: radaokunGG
[4061.320] naruse_oo: gg
[4061.360] ryokuhasan: ｇｇ
[4061.413] (S)楓___: gg
[4061.472] wayutame: gg
[4061.516] ~MISSING_COMMENTER_INFO~: gg
[4061.518] (S)salt_w12: radaokunGG
[4061.588] わっふる09: ないすー！
[4061.647] (S)hororo_000: radaokunGG
[4061.648] (S)sasegu: 8888888888888888
[4061.844] yunoseri: gg
[4061.887] ukiuikidog: 泣いてるがな
[4061.893] (S)そまる: radaokunGG
[4063.066] tekisyutusyuzyutu: radaokunGG
[4063.094] (S)drop_55: radaokunGG
[4063.145] sans_ka: radaokunNice
[4063.192] みえのえ: gg
[4063.195] kamabbo: gg
[4063.201] kiku0708: gg
[4063.202] あかぶち眼鏡: gg
[4063.290] mamesiba2212: 888888888888888888888
[4063.303] awakuri: gg
[4063.333] (S)あめはな: ｇｇ
[4063.358] (S)mido_0510: gg
[4063.366] (S)だるまああ: radaokunGG
[4063.642] (S)あめたあめ: gg
[4063.669] (S)Laina_1109: ８８８８８８
[4063.798] わっふる09: gg
[4063.798] (S)びあちゃん: ｇｇ！！
[4063.995] kaito_m_634: gg
[4064.055] ryo_ngz: gg
[4064.156] rairumettoku: gg
[4064.243] なっち: gg
[4064.392] チャ6: gg
[4064.562] (S)さな_370103: ｇｇ
[4064.578] (S)kero_ppi1: ｇｇ
[4064.743] koukoukoy: gg
[4064.748] (S)いのりさん: gg
[4064.814] berukuuu: radaokunGG
[4064.942] gamahala: gg
[4064.977] modestender: gg
[4064.991] cres256: ｇｇ
[4064.994] kanikani_kamakama: gg
[4065.190] (S)peace3511: radaokunGG
[4065.190] aoi_ss: gg
[4065.198] tittamu: gg
[4065.359] (S)もちばし: radaokunGG
[4065.410] (S)akuji_king: gg
[4065.558] (S)lilac1104: gg
[4065.675] (S)ﾈｺｻﾝ: ないすう
[4065.695] (S)yumi_0715: radaokunGG
[4065.757] gr397: gg
[4065.769] (S)てとてと: radaokunGG
[4065.777] (S)コウノ: radaokunGG
[4065.869] (S)神崎立夏: リスナーgg
[4065.885] tousatsu: gg
[4067.106] asashowa: radaokunGG
[4067.120] coconuts_803: gg
[4067.150] (S)46_kulo: gg
[4067.318] (S)tonosan37: gg
[4067.341] (S)yuimo_1823: gg
[4067.352] (S)甘夏0930: radaokunGG
[4067.562] ぷき: gg
[4067.599] eguma_1610: radaokunNice
[4067.604] (S)itoido: gg
[4067.770] アカール: gg
[4067.981] (S)ずきゅきゅんた: gg
[4068.020] (S)千隼: radaokunGG
[4068.207] Alpha_5665: gg
[4068.229] muscat_12: radaokunOtu
[4068.240] (S)silverflower101: radaokunGG
[4068.257] るはら: ｇｇ
[4068.262] nau__nau: GG
[4068.264] (S)haruuu1031: radaokunGG
[4068.741] (S)shiitake0130: radaokunGG
[4068.771] (S)てと0903: gg
[4068.779] (S)428_clover: radaokunGG
[4068.823] りらん1110: gg
[4068.854] (S)五色椿: radaokunGG
[4068.873] ねここ716: ないすう
[4068.948] (S)benisalmon_: radaokunGG
[4068.987] (S)raia0717: radaokunGG
[4069.203] (S)こしつぶ: radaokunGG
[4069.402] kounaaa: gg
[4069.449] yoroyoromaru: 戦犯
[4069.455] (S)lein2: radaokunGG
[4069.497] cha_hhan: gg
[4069.609] AoironoMalco: gg
[4069.679] (S)Aaako1299: radaokunGG
[4069.715] (S)あめたあめ: radaokunGG
[4069.721] yuzu_67: GG
[4069.790] (S)satela_A: radaokunGG
[4069.829] だしうどん: ｇｇ
[4069.883] shekesheke90: gg
[4069.908] (S)enpi_tu: gg
[4070.151] (S)onsen_pengin: radaokunGG
[4070.151] (S)shiitake0130: radaokunGG
[4070.231] チバニアアアアアン: 最デスか？
[4070.274] (S)mizukurage_: radaokunGG
[4070.346] ibuki1121: 8888
[4070.366] kinokonokonoko814: gg
[4070.439] kokosumo: gg
[4070.599] yottuka: gg
[4070.714] (S)kazu10041: radaokunGG
[4070.881] 松山ナオ: gg
[4070.926] 96猫ぐんそー: gg
[4071.103] menrui0006: gg
[4071.288] nitroriririritty: てんきゅ
[4071.317] なななの: gg
[4071.329] ue_japannn: gg
[4071.336] funinki_32: gg
[4071.361] numbers57: gg
[4071.507] ポン酢さん: gg
[4071.543] (S)みきな: radaokunGG
[4071.558] (S)kurumineko963: radaokunGG
[4071.584] パッック: radaokunGG
[4071.711] (S)laagu21: radaokunGG
[4071.773] kawa_mizu_: gg
[4071.787] (S)ひよこまんじゅう: GG
[4071.842] (S)emmma___: radaokunGG
[4071.847] 7むし: gg
[4071.847] macaron_pm: gg
[4072.067] _くの_: gg
[4072.080] (S)ﾈｺｻﾝ: radaokunGG
[4072.237] (S)kero_ppi1: これはおもろいぞ
[4072.258] (S)monster25j: gg
[4072.463] horusu20200222: ないす
[4072.524] (S)kabosuq15: radaokunGG
[4072.664] nyoiiinsan: ないす
[4072.695] ema_nana: おめ
[4072.722] yumatya: gg
[4072.724] yuma_na1129: gg
[4072.826] (S)アキレゐト: 戦犯1位らっだぁ
[4072.909] (S)arisugar1706: ないすぅ
[4072.910] (S)hyreina_1207: radaokunGG
[4072.912] ぴーよよよ: gg
[4072.924] (S)owatativv: radaokunGG
[4073.251] nanasi0917: gg
[4073.395] tyanoko: 神ゲーだったw
[4073.406] (S)くうた_: さすリス
[4073.455] (S)ホタテ: radaokunGG
[4073.520] (S)itoido: radaokunGG
[4073.698] ailen0831: gg
[4073.732] ぷちちゃん: gg
[4073.793] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 8 minutes 1 second 経過しています。
[4073.944] にわとり鶏: gg
[4073.959] usagi_man: gg
[4074.215] (S)さかみ: radaokunGG
[4074.217] スタフィックシヴ: gg
[4074.221] (S)kikairu22: radaokunGG
[4074.275] rona2525: radaokunGG
[4074.372] pizzahat2015: GG
[4074.478] (S)momota0731: radaokunGG
[4074.508] (S)narunaruto_: gg
[4074.702] (S)くらげなまこ: radaokunGG
[4074.717] 白い骨: gg
[4074.924] hakka_pear: gg
[4074.925] berukuuu: 戦犯賞おめ
[4075.130] mfsiba: gg
[4075.350] amanojaku_0415: いまきてgg
[4075.351] (S)ひびびびび: gg
[4075.366] (S)timu_chaaan: radaokunGG
[4075.408] ロックピジョン: gg
[4075.413] (S)が_じゅ: らっだぁなんもしてなくて草
[4075.556] ququik: gg
[4075.616] eguma_1610: gg
[4075.677] sari0830: らっだぁ何かしたの？
[4075.718] plpl_plin: gg
[4075.785] mira_rai: gg
[4075.846] r_5rira: gg
[4076.036] (S)おねこもち: radaokunGG
[4076.061] (S)aomidoro8324: radaokunGG
[4076.067] agrqua: gg
[4076.152] (S)guutyan: radaokunGG
[4076.171] ryokuhasan: 1位取らないの
[4076.270] キトワ: radaokunGG
[4076.406] harappa_www: gg
[4076.414] (S)南部考三郎: さすパン
[4076.447] (S)nyukusu__: 下位やん
[4076.483] (S)maaaaayu_p: radaokunGG
[4076.515] teionvoice: gg
[4076.516] しゅーじろー: ワーストやぞ
[4076.998] (S)chuwann_1013: gg
[4077.124] meru_1jp: gg
[4077.162] keafuri_71614: gg
[4077.374] ayauri: gg
[4077.526] (S)siki49: radaokunGG
[4077.549] 我はエンチャントの精: gg
[4077.576] 紅葉39: gg
[4077.726] namattyan: gg
[4077.760] (S)choko325: radaokunGG
[4077.780] (S)shiitake0130: お前は働いてなーい
[4077.781] あやめない: gg
[4077.977] ゆなﾁｬﾝ: gg
[4078.106] タキ: gg
[4078.200] (S)シヤクナ4897: radaokunGG
[4078.435] (S)mikage110203: radaokunGG
[4078.715] (S)くい_: radaokunNice
[4079.172] kosu_mosu: gg
[4079.392] (S)あめたあめ: 戦犯らだお
[4079.607] ぷちちゃん: ひろし勝てるね
[4079.613] (S)雪都: radaokunGG
[4079.889] kaizokuou1117: kaizokuou1117 is gifting 1 Tier 1 Subs to らっだぁ's community! They've gifted a total of 1 in the channel! 
[4080.069] (S)0itimaru: radaokunGG
[4080.163] (S)kero_ppi1: は？
[4080.753] kinusaya38: gg
[4080.861] tikuwa130p: gg
[4080.963] otemoti: gg
[4080.965] (S)シヤクナ4897: radaokunGG
[4081.052] mikan_san: 最デスは？
[4081.071] kaizokuou1117: kaizokuou1117 gifted a Tier 1 sub to kujirai___! 
[4081.683] ryokuhasan: らっだぁかっくいい
[4081.709] gaiantufan: gg
[4081.924] お酢になりたい: radaokunGG
[4081.956] sora_yr: g g
[4081.966] (S)zane417: radaokunGG
[4082.181] nakamuramura2525: gg
[4082.378] mocharella: gg
[4082.747] (S)いのりさん: さすやきぱん
[4082.994] ラウコ: gg
[4083.026] (S)ねおちくん: 残りどんくらいだったのかな？
[4083.556] (S)かもしかぁぁぁん: radaokunGG
[4084.107] (S)yasino1504: radaokunNice
[4084.137] しゃあろっく: gg
[4084.683] ちいさなひなた: radaokunGG
[4084.932] tyanoko: gg
[4084.936] (S)ぺーきち: radaokunGG
[4085.019] AoironoMalco: は？
[4085.136] ハヤヒデ: gg
[4085.169] 紫水七瀬: ランクインおめ
[4085.206] potemashusyu: radaokunGG
[4085.623] momota__nuki: gg
[4086.040] (S)marin375: marin375 extended their Tier 1 subscription through March! 
[4086.157] (S)here_________: radaokunGG
[4086.163] tunamayo1234: radaokunGG
[4086.226] _々: おもしろいーー
[4086.452] gottsuan4646: ちっ...
[4086.742] blaumouse: ｇｇ
[4086.852] (S)まゆこ: っち
[4087.029] menrui0006: ゲームバランスちょうどいいね
[4087.094] naruse_oo: 最デス らっだぁ
[4087.107] (S)そまる: おー
[4087.321] sk_ynz: gg
[4087.332] あじさ: gg
[4087.536] peginnu: は？
[4087.589] ナインズ: ggー
[4087.855] 霜月二十日: gg
[4088.084] (S)yamaziso: gg
[4088.116] 豆宮: 焼きパンさんおめ
[4088.311] kono_ki: gg
[4088.734] nonono_2525: 888888
[4088.951] temmie0203: :)
[4089.488] (S)神崎立夏: チッ
[4089.555] (S)どくつる: GG
[4089.715] redoo_iro: すごぉい
[4089.767] (S)さゃ: 4位だぞ
[4090.183] (S)parumu6508: 焼きパンさん 
[4090.310] ぷちちゃん: デスは？
[4090.826] syalneko: gg
[4090.943] AstRisk2071: GG
[4090.954] koutarou1109: やきぱんおめ
[4090.990] river_1805: gg
[4091.118] (S)nyukusu__: １２ｗ
[4091.167] menta1kochan: gg
[4091.185] (S)misokonnbu: radaokunGG
[4091.632] 紗優: ？
[4092.010] yoroyoromaru: ちっ
[4092.275] 狭山律: あと何秒だったんだろうね
[4092.595] kono_5no: gg
[4092.992] nyoiiinsan: 結構だぞ
[4093.094] (S)aichaaaa__: radaokunGG
[4093.120] 我はエンチャントの精: らっだぁ戦犯。
[4093.196] kokosumo: 目腐ったの？
[4093.431] (S)kiriya_453145: チッ
[4094.540] tekisyutusyuzyutu: 最デス賞悲しすぎだろ
[4094.619] kandenti39: gg
[4094.772] horusu20200222: gg
[4095.217] ryokuhasan: なーんだ
[4095.246] (S)ほたころ: ちっ
[4095.374] (S)sinann365: radaokunGG
[4095.617] (S)0itimaru: ちっ
[4096.063] しゅーじろー: 上位やぞ
[4096.075] ugetsu_moon_rain: いやいやいやw
[4096.101] (S)シヤクナ4897: デス数多いはず
[4096.539] (S)minoto_0312: ちっ
[4096.556] peginnu: 壊れてる？
[4096.719] ヽ丶: ちっ
[4096.975] 黒羽兎: gg
[4097.432] でっく: よかったね
[4097.847] mikan_san: ランキング乗ってる時点で負けなんだよ
[4098.035] (S)mido_0510: ちっ
[4098.074] (S)ぺーきち: 逆襲達成！
[4098.079] ema_nana: ちっ
[4098.119] naruse_oo: 以外
[4098.423] mahiro25252: ランクインじゃーん
[4098.602] maru_aoi: ランクインしてるよ？
[4098.682] ほしどろ: gg
[4098.693] (S)いのりさん: ちっ
[4098.698] (S)ﾈｺｻﾝ: ちっ
[4098.715] meisinn09: 強い
[4099.175] kinusaya38: ちっ
[4099.471] ankomochi011: ちっ
[4099.882] noa_hakobune: ちっ
[4099.975] berukuuu: うわー
[4100.196] nanasi0917: 戦犯おめ
[4100.891] rukyu_kun: 今来たです、これが噂のらっだぁさんの配信か…なんかヤバイね
[4101.079] hi_m: gg
[4101.143] (S)なの__: ちっ
[4101.187] チョコに溺れろ: ちっ
[4101.282] (S)kero_ppi1: っち
[4101.844] ふわたん: やきぱん
[4101.978] meisinn09: ちっ
[4102.113] shari_namu: まあまあな戦犯
[4102.298] (S)peace3511: ちっ
[4102.510] mojibake_2525: ちっ
[4102.583] (S)ひよこまんじゅう: radaokunGG
[4103.192] (S)salt_w12: ちっ
[4103.199] (S)itoido: ちっ
[4103.222] ほしどろ: ちっ
[4103.235] yunoseri: ちっ
[4103.250] (S)edyuwar66: その分何もしてない
[4103.353] pipu_bare: gg
[4103.398] tousatsu: 2冠目指せや
[4103.489] 7むし: ちっ
[4103.521] kotaru515: チッ
[4103.606] ibuki1121: あぶさんw
[4103.820] peginnu: ちっ
[4103.866] funinki_32: ちっ
[4104.003] mazirou: 下を見て喜ぶな
[4104.036] 紫水七瀬: くっそ
[4104.040] ~MISSING_COMMENTER_INFO~: ちっ
[4104.093] tekisyutusyuzyutu: ちっ
[4104.127] _々: ちっ
[4104.212] kokosumo: ちっ
[4104.219] (S)くらげなまこ: ち
[4104.245] (S)レガンガ: おい
[4104.251] eroremnt: 元からやろ
[4104.366] (S)yupe2525: gg
[4104.607] ぷちちゃん: ちっ
[4104.740] hakka_pear: ちっ
[4105.111] (S)foxy1003: ちっ
[4105.166] Alpha_5665: ちっ
[4105.341] AoironoMalco: ちっ
[4105.375] akiyama_0313: ( ｀_ゝ´)チッ
[4105.425] kamabbo: ちっ
[4106.093] (S)ひよこまんじゅう: ちっ
[4106.120] (S)0itimaru: チッチッチッチッチッチッチッチッ
[4106.176] りらん1110: ちっ
[4106.217] (S)アキレゐト: (･д･)ﾁｯ
[4106.426] わっふる09: ちっ
[4106.643] ナインズ: ランクイーーーーン
[4106.752] ryokuhasan: ちっ！
[4106.852] afuto_miivo: ちっ
[4106.877] (S)甘夏0930: ちっ
[4106.891] (S)itoido: なーんだ
[4107.525] (S)そまる: ちっ
[4107.626] (S)yumi_0715: ちっ
[4107.721] yottuka: はぁ
[4108.143] (S)hi_to_0127: タイム表示されんの？
[4108.399] ぷき: ちっ
[4108.430] 我はエンチャントの精: ちっ
[4108.550] (S)shiitake0130: 死んでるよ
[4108.628] pizzahat2015: ちっ
[4108.653] パッック: ランクインおめ
[4108.779] gr397: ちっ
[4108.887] だしうどん: ちっ
[4109.023] なななの: ランクインしてるやん
[4109.196] isese_AB173: ランクイーン
[4109.248] ukiuikidog: 同立
[4109.459] (S)dohidoide19: ちっ
[4109.531] mojibake_2525: 集団コンロ
[4109.733] (S)シヤクナ4897: お？
[4110.214] kinokonokonoko814: ちっ
[4110.229] (S)monster25j: ちゅっ
[4110.775] おさしみくん: ちっ
[4110.793] (S)shiitake0130: ちっ
[4110.930] redoo_iro: ちっ
[4111.127] (S)uzuberrypan: ランクインしてるぞ
[4111.161] naruse_oo: ちっ
[4111.680] (S)あめたあめ: ちっ
[4111.706] sammy_0214: ちっ
[4111.923] (S)onsen_pengin: ちつ
[4112.372] (S)茶芝木: 微妙に戦犯
[4112.949] (S)あおなみん: 十分だわ
[4113.355] (S)kero_ppi1: ８８８８８８
[4114.241] daigokuyakukai: gg
[4114.961] (S)arneb257: ちっ
[4115.085] yo_chan_09: 戦犯ランクインしたね
[4115.161] satoshisato: ランクインしてるだろ
[4115.179] gaiantufan: ちっ
[4115.194] (S)くまさん_: 特色がないと
[4115.486] (S)さゃ: さっきってなんですか？
[4115.698] (S)hyreina_1207: ちっ
[4116.121] (S)boris94: ぺち
[4116.614] cha_hhan: ちっ
[4116.823] ぷちちゃん: はぁーしょーもな()
[4116.842] AoironoMalco: 多分下から数えたほうが早いぞ
[4117.372] (S)くいんと: やべ戦犯
[4118.338] plpl_plin: ﾁｯ
[4118.791] ryokuhasan: はぁーー）
[4119.379] yottuka: 実況者なのに、、、
[4119.692] (S)美味しい塩: 死んでもないし壊してもないとか何のためにいたの？
[4120.568] kotobuki_twich: (・д・)チッ
[4120.682] (S)そまる: ぺち
[4120.798] (S)izayoi0805: あれ？らっだぁの名前ないな
[4121.378] (S)0itimaru: 10超えたら戦犯
[4121.474] (S)itoido: 88888888
[4122.509] ポン酢さん: コンロつけ散らかすわ
[4122.735] kawausoooo: うわ
[4122.739] berukuuu: わかってないなー
[4122.964] おさしみくん: 8888888
[4123.124] (S)おいたん45: やきぱん！
[4123.257] awakuri: ちぇっ
[4124.443] (S)えんかうんと: gg
[4124.586] (S)shapu_meg: 勇気ある特攻
[4125.836] (S)enpi_tu: 888
[4126.077] 紫水七瀬: スーパーさんえぐいな
[4126.268] (S)アキレゐト: いつまでコメ消すの？
[4126.274] (S)びあちゃん: 最前線賞やな
[4126.305] (S)あめたあめ: すごい
[4126.559] 7むし: 888
[4127.697] (S)sasegu: ツイッターみたいな効果音だな
[4128.459] ema_nana: うぅ
[4128.527] (S)ぜろくいち: いいね
[4129.561] sana3737_: さっきから？？
[4129.577] (S)おねこもち: ぺち
[4129.579] (S)edyuwar66: 神ゲー
[4129.663] しゃあろっく: さっきから…？？
[4129.706] (S)chaonan_23: おもろい
[4129.810] (S)ぺーきち: 二桁戦犯
[4130.432] (S)南部考三郎: おもろいな
[4130.663] ゐぬぬ: 8888888888
[4130.899] ibuki1121: やっぱり特攻隊なんやな
[4131.649] (S)boris94: ちっ
[4131.657] でっく: おもしろーい
