[16.631] Aelynoth: lirikA
[20232.723] おしるちゃん: 解説ガチくん
[20233.019] tentough: あ
[20233.543] donpapa3425: クラッカーゆうすけ
[20235.053] roa_silk: バトルハブ出来たらクラックになっちゃう
[20236.032] 96wver: トパンガの解説終わって血がたぎってるけぇ
[20237.386] ドリアンくん: ガチくん昂ぶっちゃったか
[20237.864] しぶやひろし: ももちはなんだかんだ全キャラある程度動かせるまでやりこむから
[20238.109] tondemonaiyo: 解説はしごのガチさん
[20238.318] tyapa95: momochocoHaaa
[20238.535] yamido2601: バトルハブｗ
[20238.581] ynwa_8_stevieg: トパチャン終わりにゲーセンウメハラ寄り見して帰る俺らもたいがい
[20241.026] lun__01: 無期限BANされちゃう
[20242.212] stopriverk: スト６やりたいけえ
[20242.212] kamonohasi77: ㇳパンガからハシゴｗ
[20245.920] tabibitox: トパチャンみて血が騒いだんだろうなｗ
[20246.160] neon_d99: 草
[20247.042] ishiwata1234: w
[20247.590] iguchiill: ｗｗｗｗｗ
[20247.699] one596: 当然だけど皆もう心は6よなぁ
[20248.627] x_abu_xx: いつものね
[20248.739] (S)gorogorogorn: セーフｗ
[20248.776] okureiman07: ももち人気やな
[20248.864] (S)puertoescondidomota: ガチくんもゲーセン店長だから
[20248.988] レム__: いつものクセ・・・？
[20248.995] ぢょごぢゃん: あ…
[20249.280] tosshy_type89: LUL
[20249.457] fujimike: トパンガからすぐｗｗ
[20249.603] balthazar000: あぶないなぁここ
[20249.719] rt340: www
[20249.762] meeememe: ｗｗｗ
[20249.965] ddsato316: やっとる？
[20250.636] haru__12345: ｗｗｗｗ
[20250.777] BATAKE21: ｗｗｗｗ
[20251.011] tamanegi30: りゅうせい？？？？？？
[20251.060] tentough: 友達がダウンロード
[20251.667] toyplastics: ももち警察が
[20251.704] maddy2623: デュフ
[20251.787] mikgames2d: ガチニキくるんか
[20251.789] kamonohasi77: ｗｗｗ
[20251.902] サメカツ1999: クラ…
[20252.031] kroidman: まずいねぇ
[20252.357] (S)dorayann: ｗｗｗ
[20253.269] BrokenJP: ゆうすけジョーク
[20253.789] zyangara2: ”いつもの癖”
[20254.690] (S)latenight000: "やってる"？
[20254.739] feikasso: 草
[20255.183] Sonic73131: りゅうせい…
[20257.460] レム__: 「やってる」
[20257.597] (S)ガヤン0521: 黒目に見てます
[20257.926] tamanegi30: ままままま
[20258.127] kamonohasi77: まずい
[20258.149] jtopnbsd: いつもの いつもの
[20258.493] くろき: momochocoMOMOCHI
[20259.362] yoshikawa_yo: 黒塗りww
[20259.380] noritchan: あのときどみたら危機感湧くよ
[20259.398] monjirou1: ｗｗｗ
[20259.884] (S)gazesd: りゅうせい…信じてたのに…
[20260.704] egoist5230: 誘導やばない
[20261.250] (S)カイロさん: ゆうすけのニヤニヤがとまらない
[20261.731] tyapa95: お前…Cか？
[20262.597] au0724: りゅうせい 一回ももちに勝ったよ
[20262.810] Jupiter1207: やっとるな
[20262.904] rt340: ラインダンスすなw
[20262.944] popopopo444: まずいですよ
[20263.162] yamido2601: やったな？
[20263.391] neon_d99: ここで言うと事実として語られるからやめろｗ
[20264.093] renoarenoa: まずいですよ
[20264.309] BigbossJP: ももちが他プレイヤーと絡んでるの新鮮だからいいね！
[20265.369] balthazar000: ももちの踏み込み怖いんだけど？ｗ
[20265.761] bluesummer114: スカイ店長VSグッパチ店長VS自室店長まじ？？？
[20268.733] ガチくんコス転売ヤー: ウメももちの解説にガチくんが！？
[20270.858] twitchyarutch: ももちよりもっと強い人いる？
[20271.735] zyangara2: 「ももちは高校の時いじめられていたんだ」
[20273.397] takashi726: www
[20275.911] kamonohasi77: www
[20277.446] tw_numa: 本気にする奴おるからやめとけ
[20278.896] hifumi_poyo: 一緒に誰か来そうw
[20281.278] (S)jigokunonekomatu: シノビのブラックジョーク
[20284.406] キングレオ222: まさか春麗＝吉田沙保里だったとはなぁ
[20284.888] hojihojidx: いつもオフラインのハブいつのもそーとーやばいｗ
[20287.278] 金ゆで玉太郎: momochocoMOMOCHI
[20289.486] (S)puertoescondidomota: ゲーセン店長の集い
[20289.770] x_abu_xx: ももちが6でも強そうで俺嬉しいよ
[20293.998] fujimike: このゲーセン蠱毒みたいになってきたな
[20295.994] (S)brutal9998: ウメももちツネはヤバすぎるね
[20300.729] (S)buretan555: うんま
[20305.783] au0724: 反応よ
[20305.914] rt340: 店長会議(対戦)
[20307.580] jin0073: あ、強い
[20311.260] tyapa95: モダ
[20311.569] (S)latenight000: 沙保里「リュウの倒し方教えます」
[20313.729] izawa2001: チームリーダーレベル同士の練習会ええぞ～
[20315.788] rararai1411: ももち、ダンチで使いな
[20319.263] chilly81: Luke = annoying
[20319.971] akimasa1977: ももち研究進んでるっぽいね
[20319.984] rararai1411: 強いな
[20324.434] kamonohasi77: 強い
[20327.852] (S)gorogorogorn: 首脳会談かよｗ
[20330.158] pot1111111: ももちってやっぱお強いんやなぁ
[20330.674] tei_tei_tei_tei: 1年後見たら全然できてないなってなるのかな
[20332.281] hifumi_poyo: 皆で来ればいいのに！w
[20332.349] Sonic73131: ももちがもっと上手いって言う藤村も来ねーかなー
[20332.840] papipopon: 今3人だけ？
[20336.151] Jupiter1207: ガチくん解説しながらやりたくて仕方なかったんだろうね
[20337.012] bboy_k_handhopper: マイクの関係もあるけどレバーレスも打音結構凄いんだねぇ
[20337.618] roa_silk: ルークがこのままだったら製品版でもももちルークでいけそう
[20340.065] (S)jigokunonekomatu: KSKも店長会議だし呼ぼうか？
[20341.877] kusatarooo: ももちエグイて
[20343.470] yoshikawa_yo: ここまでももち席立った…？
[20345.364] neon_d99: 水派は帰ったのか？
[20348.511] popopopo444: ぎり貯まらず
[20350.860] tw_numa: はぁつんよ
[20354.127] eremin_39: メインルークはないけどサブあるんか？
[20363.307] tamanegi30: 出た～
[20363.497] ツツーラ裏: ずるい
[20367.543] ebityper: びよーん
[20368.175] ミスターポポ: ルークの逃げ方つよないか
[20370.453] x_abu_xx: にげもうまい
[20371.682] 96wver: ルークがラシード
[20374.612] rararai1411: 端逃げずっる
[20374.741] maddy2623: このBOは詰みじゃけぇ
[20374.872] _ちとせ_: くだ技
[20376.055] chin_56_: すかっ
[20379.042] feikasso: さすがにｗｗｗ
[20379.225] yamido2601: さすがに？
[20379.550] (S)gazesd: さすがに
[20379.831] stopriverk: PotFriend
[20381.630] BATAKE21: ｗｗｗｗｗ
[20382.422] potesaraudon: ｗ
[20383.105] ebityper: 反応すごかったがなー
[20384.578] okitakai: 全画面ｗｗｗ
[20385.055] yoshikawa_yo: ww
[20385.066] kamonohasi77: さすがに？ｗ
[20385.743] Sonic73131: 短いか
[20386.003] roa_silk: 全画面SA3
[20387.061] tabibitox: 全画面ｗ
[20388.685] hifumi_poyo: 全画面
[20389.358] tondemonaiyo: 全画面
[20389.503] tw_numa: ダルシムならいいよ？
[20390.496] toyplastics: ガイルなら
[20391.413] kamonohasi77: 全画面ｗ
[20392.456] syugi3: 撃ち上がってもた
[20392.638] 皇帝ルル: ５と６全く違うのに5強かった人が６でもちゃんと強いの凄いね
[20393.251] ミスターポポ: 全画面昇竜は草
[20393.348] donpapa3425: この端逃げをルークにつけるのはどうなんだろなぁ
[20394.295] BigbossJP: 水派帰った？
[20398.189] (S)jigokunonekomatu: ももちは見たことないジェイミー見せてくれそう
[20399.375] ツツーラ裏: セスのウルコンが必要か
[20401.985] prisira: まだたかしじゃないから
[20403.517] Sonic73131: たかしは手足が短い
[20406.159] effector_shop: 3rdのラスボスギルなら届いた
[20406.926] neon_d99: まあももち３４５全部強いからな
[20410.767] bagooon20: RyuChamp
[20415.110] yomogi0610: 帰った
[20417.160] のってる: 端逃げ読まれたら痛いしリスクはあるぞ
[20419.119] しぶやひろし: そこでサプけ
[20420.762] tw_numa: ルークに空中昇竜つけたやつはGGSTに帰りな？
[20425.263] bluesummer114: スパ2でももち分からせるしかない
[20425.530] (S)jigokunonekomatu: リュウはかっこいい。たかしは可愛い
[20426.913] nameless_null: ももちの3強いっけ
[20427.410] komanagewasekaiaku: 今来たんですけどウメももちの戦績どんな感じですか？
[20430.079] tentough: ウメ様
[20438.474] nearco1935: 結局のところ過去の蓄積のあるおじが強そうだな。。
[20443.960] Sonic73131: ももちは3rdで闘劇優勝してるよ
[20448.001] ミスターポポ: リュウの大Ｐつええな
[20451.695] niemalsaufgeben: 日本でプロになるなら格ゲー
[20452.381] (S)emptyeyes666: このゲーセンの最大連勝数ってなんぼなん
[20455.299] yutama0502: 闘劇覇者しらず？？
[20457.398] prisira: 空中で横移動する技ダメだって言ってるのになぜつけるのか
[20457.653] x_abu_xx: またEWとかゼン様みたいなのが海外から出てくるよ、きっと
[20465.203] popopopo444: ももちはゲーム終盤に強くなるイメージだったのに、6はスタダからつええ
[20467.631] toyplastics: リュウルークだけみたら道着の練度の問題もあるからな
[20468.890] hifumi_poyo: ももちが大分勝ち越し
[20472.848] nameless510: スト4もももち優勝してるやろ
[20480.014] donpapa3425: 読まれてリスクない行動のほうが少ないと思うが
[20480.396] donekofg: ときどさんが若い芽をアイスエイジしていくスト6
[20481.578] akimasa1977: 6-13でももち優勢
[20481.615] ebityper: クラシックおじ同士が戦ってるだけだからモダン若手が出たときどうなるかわからんぞ
[20482.612] hmivf: ウメ６－１３もも
[20489.089] twitchyarutch: まだ見ぬ強者ワクワクするねえ
[20491.988] 皇帝ルル: そういやゼン様スポンサー付いてたな
[20498.087] tei_tei_tei_tei: ここってウメハラさん相手に勝ち越しても大丈夫なんだ
[20498.486] (S)jigokunonekomatu: リジェクトは若いメンツで固めて欲しいねぇ
[20501.286] のってる: 別にケンもODで逃げれるし春麗も三角で逃げれる
[20508.663] komanagewasekaiaku: ももち勝ち越してるんだーやっぱ前評判通り強いんですね 教えてくださった方ありがとうございます
[20514.375] pekusuyada: エンちゃんゼンちゃんもスト６やってくれよな
[20515.103] hikky722: ももち分身して2台でプレイして
[20515.429] stopriverk: モダンはもう駆逐されかかってる
[20515.690] wgoo: なんかりゅうせいはももちにヌルっと勝つな、謎相性
[20517.008] hifumi_poyo: 「俺よりちょっと弱い奴を探しに」
[20520.194] neon_d99: ゼンさま元々lolだっけ？ fps？
[20520.545] donekofg: リジェクトはやまとん曰くこの人が入ってくれたみたいな大物らしいよ
[20522.282] niemalsaufgeben: 海外の若手はスト6でもまだまだ若い
[20526.809] maddy2623: 水派曰くももちをリュウで倒してる人初めてみた らしいよ
[20528.722] x_abu_xx: ももちは打つ
[20529.601] rararai1411: まじ？
[20531.038] genfr0: 新鋭がモダンだからって認められないのは嫌だなあ
[20533.213] pandascal: 最近はタイステルールを本気にしてる人間もいるらしいからな
[20535.721] (S)jigokunonekomatu: ゼン様はマエカラビリビリじゃなかったっけ？
[20542.429] prisira: フーリアスのツイート一人だけ名前じゃないの笑う
[20547.600] toyplastics: 前からビリビリゲーミング
[20555.276] (S)puertoescondidomota: 初の格ゲー部門で若い選手で固めるは中々の勝負だけどな
[20557.786] MisaMisa_12: そもそもこの領域に入れるモダンおるんか謎やな
[20559.734] 皇帝ルル: そうなんだね
[20561.280] stopriverk: りゅうせいも勝ってたぞ
[20561.402] めっとくん: ウメちゃんももちを録画してる？
[20563.146] (S)brutal9998: ウメ以外のリュウじゃ相手にならず、
[20565.388] (S)brutal9998: か
[20577.691] donekofg: りゅうせいもリュウでももち倒してたよ
[20579.152] toyplastics: すんごい
[20580.439] 豆の木ジャック: w
[20584.930] hifumi_poyo: あれは自撮りしてますね
[20586.626] 皇帝ルル: 録画しなくても自分の配信見れるでしょｗ
[20587.099] (S)~MISSING_COMMENTER_INFO~: ｗ
[20588.836] uncledoon: なるほど
[20589.069] kamonohasi77: ｗ
[20589.265] クラクラ777: いいね
[20591.363] okitakai: ももバイス
[20591.593] uudege: りゅうせいふつうにつよい
[20592.496] chin_56_: 先生
[20593.189] maddy2623: なるほど
[20595.802] x_abu_xx: ももバイス
[20596.766] noritchan: ウメちゃん固まってる？
[20597.121] eremin_39: おじって攻めるシステムの方が強いんだな
[20598.807] hikky722: りゅうせい普通に強いよね
[20600.143] ぢょごぢゃん: 先生
[20603.948] kamonohasi77: 先生
[20604.227] ツツーラ裏: ゲームメイクから言ってくるおじさんｗ
[20604.991] MisaMisa_12: リプレイ見て対策考えてる？
[20606.816] tei_tei_tei_tei: ももちにはどんどん話振ってほしい
[20608.289] okitakai: ありがとうございます
[20609.132] yomogi0610: 深い
[20609.787] takechanman123: 先生だー
[20609.844] ~MISSING_COMMENTER_INFO~: ほんとに先生だなｗ
