[65.005] (S)kobayan86BRZ: きたああああ
[15816.824] xdfwjfpf: 台湾と格ゲーできるってすごいよな
[15822.391] (S)lyo0822: 呂布・・・？
[15823.554] NewNatsu: 呂布
[15825.882] (S)tenten2156: 長文もういいよ
[15826.572] (S)sora_neko09: @shomarusan 情報ありがとう
[15828.007] 爷独自存活: i not 台湾
[15838.774] 爷独自存活: 台湾is dog
[15840.966] momochan6: 呂布が唐突にでてくるな
[15841.376] gengoro1198: もういい加減BL入りにしようか
[15842.973] kombatjunkee: that flashkick was od
[15847.880] らみはい: 俺様のモップ
[15849.958] sh1zuku716: 台湾は犬はライン
[15853.816] xdfwjfpf: 各自ブロックすればいいんじゃないかな
[15853.984] gajpmwtdpw: 台湾は犬だった...？
[15859.344] liljomon: Uma flashkick
[15860.457] momochan6: ヘイトやめろやｗ
[15861.175] kirsch_jing: めっちゃ見るな
[15862.641] FirstBlood_GG: pieBully
[15862.817] 爷独自存活: hate 台湾
[15868.072] (S)une3333: なんでブロックしないのかが不思議なんやけど...
[15871.338] コックローチ: G対策の成果を見せてくれ
[15874.654] (S)A135alfa: ヘイトはあかんで
[15875.033] (S)kurataro: ちょいちょいライン越えてる
[15875.726] (S)zakkn: BegWan
[15876.106] ~MISSING_COMMENTER_INFO~: 台湾を下に見てるって事は中国人だな
[15876.909] Hujimakitaichi: 立ちたまえ
[15882.168] ALeGordo: Qe carajo dice este
[15882.382] lucentsnow: 牛おじ怒りだした
[15891.273] FirstBlood_GG: 中国人
[15893.883] 爷独自存活: 台湾人not中国人
[15897.301] neon_d99: 流石に台湾下げは引くわ
[15899.347] (S)zakkn: 政治はやめなーｗ
[15901.334] hadogamosenpai: さすがにブロックしたわｗｗ
[15905.375] gajpmwtdpw: ヘイトなのか ブロック
[15908.457] (S)domontyan: 国籍差別はやめろや。
[15909.822] (S)bunmasa: bunmasa subscribed with Twitch Prime. 
[15911.263] (S)shomarusan: いいねー
[15911.510] (S)ayataka33: ブロック安定
[15915.032] sh1zuku716: 怪文書中国人が怒り出した
[15915.833] (S)une3333: ブロック+報告でスッキリやでみんな
[15919.123] (S)tenten2156: ブロックしろ
[15919.340] らみはい: 政治発言はNG
[15921.830] コックローチ: 中国人の台湾嫌いはガチなんやな
[15923.705] (S)motos128: we love 台湾
[15928.575] イガ: みんなさくっとブロックしよ？
[15931.244] kumatedd: なんで！？
[15932.516] あけち002: ブロックってどうするの？
[15936.515] (S)山田たろう太郎: taiwan is great
[15942.396] neon_d99: 名前欄クリックしてみな
[15948.974] 爷独自存活: i m Chinese
[15950.384] (S)une3333: スマホやと名前クリックしたらできるよブロック
[15951.822] freeloop012: 仲良くしよう
[15952.246] mao6601: 格ゲーに国なんてないんだよなぁ
[15954.612] (S)mtjach: 初ブロックをここで使用します
[15955.905] (S)zakkn: 生誕祭を祝いなー
[15965.019] leere1017: すらっしゅイグノア空白で名前じゃないん？
[15967.332] pandascal: 格ゲー勢は基本的にどこも悪感情ないからねー
[15969.882] ttp_hayato: 名前左クリックから「・・・」でブロック
[15970.633] (S)llflyingfish: これG対策生かしてる？
[15974.898] (S)sora_neko09: 政治っつうかあれやと単なるヘイトやな
[15977.036] ぐらんと: 翻訳2回挟むだけで誰にでも作れる文章の何が楽しいのか、反応してる人もそろそろやめよう
[15978.868] mtwcfslij: china no3
[15988.601] (S)hosp1990: Squid1
[15990.151] (S)tenten2156: ウメちゃん誕生日やで
[15991.104] khide05: そもそも中国からTwitchって見えるのか？
[15992.120] 蒂娜: @yamada000 
[15993.353] fl0kis: おかしい奴って大概sakoをフォローしてるから逆算すれば簡単
[15993.627] (S)zakkn: はじけた
[15994.821] 爷独自存活: 台湾人1群の利己的な吐き気がするろくでなし
[15996.711] ~MISSING_COMMENTER_INFO~: あの国旗は台湾だよ
[15997.297] GodOfGGYY5566: lul
[16000.117] lucentsnow: このひとと練習したがってるなウメちゃん
[16008.621] (S)kaworuko19: 急に冷めたわ
[16008.855] x_abu_xx: 串つかえばいけるんちゃう
[16011.507] (S)kurataro: sakoさんヘイトもブロック対象だぞ
[16012.510] leere1017: Gと練習できるのデカいよな
[16012.755] kuchikey_7144: 仲良くしーや・・・
[16016.066] てんてふ: stop hating bro
[16020.048] tganyma: サコさん巻き込むなよ
[16022.887] (S)山田たろう太郎: sakoさんに飛び火はちょっと…
[16024.645] sh1zuku716: 可笑しい奴って大概さこフォーローはもラインだぞ？
[16028.433] (S)ソルダ: 中国検閲仕事して
[16035.636] (S)shupii097: さこさんで草
[16040.864] (S)zakkn: 荒れてきたな・・
[16043.816] khide05: そういうやつもブロックしとけ
[16047.007] あけち002: ブロック方法ありがとー！
[16049.772] (S)valhalla5555: 喧嘩すんなw
[16055.120] らみはい: なぜかsakoさんに対応求められてる
[16055.754] (S)kurataro: 日曜だと多少はね
[16056.943] あと1983: やってる
[16057.952] gajonaori: まちゃぼーの話でもしとけ
[16059.839] (S)gomeeeeeeen: コマ投げしないな
[16060.504] (S)gasgasga555: umeFail
[16063.677] ~MISSING_COMMENTER_INFO~: このGつよいな
[16064.335] leere1017: キツイなｗ
[16066.438] matchforest: このＧ本当にうまいな
[16067.106] (S)excelboc: ヒットボックスで現状行くの？様子見？
[16067.762] (S)kuini__: どうしたん
[16068.217] kamisimeru: 今日はじめての「やってない」じゃね？
[16068.287] pandascal: サマーでんかぁーｗ
[16071.424] (S)shomarusan: サマソ出ず 
[16075.651] fourper212: ラグいか
[16075.890] (S)papipopon: G対策しないとヤバない？
[16076.318] gowest2018: そうだ、まちゃぼーの話をしよう
[16077.789] neon_d99: 呼びましょ
[16082.204] (S)ソルダ: 強い人だったな
[16082.540] (S)zakkn: けちゃぼー強かったね
[16083.211] (S)une3333: umeCat
[16084.386] x_abu_xx: Gとやれるのありがたいすなぁ
[16087.935] r17w44n: Nooooo
[16088.175] 爷独自存活: 台湾が単独でとても良いと思いますか？大陸が台湾の１つの省に及ばないと思って、もしも私達は打ちたくて、あなた達は1日堅持することができ（ありえ）ません
[16093.186] (S)llflyingfish: このキャラってマジで途中関係ないwww
[16093.359] aubergine101: ラグで飛んでるのか
[16094.637] あと1983: まちゃぼー、グラブルメンテ入ったから眠れそう。よかった
[16095.585] gajpmwtdpw: ネコハラ
[16096.306] あけち002: umeCat2
[16096.396] (S)shupii097: ウメハラさんでもやってないんだから、俺もやってないって言おう
[16096.488] (S)トモヒロ配信チャンネル: ブロックする程の文なの？ただの怪文書じゃない✒
[16100.736] kuchikey_7144: アメリカはG多いもんねぇ
[16102.550] tokorozawabeast: もはやサマーが心眼になりつつあるウメガイル。
[16103.431] (S)じょにーべっぷ: bep4th subscribed at Tier 1. They've subscribed for 4 months, currently on a 4 month streak! 
[16103.499] Joker_plus237: まぁラグなら仕方ない
[16104.823] (S)shomarusan: まちゃぼーとウメさんの配信とかみてみたい
[16107.855] (S)エリ_10: Gのトレンチコート、ボタン多すぎ、、
[16108.126] kumanobed: まちゃぼーさん配信に呼びませんか？
[16108.471] (S)るぅの: 誕生日やぞ喧嘩すな 
[16109.571] leere1017: Gに変わったｗ
[16111.554] xenys3: 荒療治だけど大会でヒットボックス使ったら一気に伸びるかもしれないよね
[16122.304] (S)Kurosora: 台湾の一元 もとユリアン使い
[16124.386] Papapadad: umeCat2
[16128.055] (S)オナラちゃん: Onarachan subscribed at Tier 1. They've subscribed for 5 months! いつも応援しています。
[16129.842] gajpmwtdpw: ネコ
[16130.395] (S)cqc2018: まちゃぼーもだけど吉本ゲーミング初の優勝？
[16130.747] user81023: やっぱラグ
[16130.844] freeloop012: みんな、ウメハラさんが大好きです
[16131.020] (S)llflyingfish: 9割リードされてもトリガーで巻き返せる
[16131.955] 爷独自存活: 台湾人很自私的
[16133.014] (S)ponnypp: 政治はNG
[16140.042] (S)canon_203: umeCat2
[16144.253] seaky61365327: うおおお古戦場中止...
[16146.204] (S)une3333: 余裕なの！？w
[16146.994] ~MISSING_COMMENTER_INFO~: おならちゃん
[16148.151] (S)kanpell: ウメハラさんってって、巻き爪になったことありますか?
[16154.550] r17w44n: GivePLZ
[16157.473] leere1017: ボタン離して押すだけ？
[16158.725] (S)naraikana: umeCat
[16160.566] kamisimeru: 見た目は超反応だけど 余裕なの？
[16162.747] 爷独自存活: 我知道了，只是你们还不理解所以我才想这么说的
[16163.831] (S)hamukon: umeCat
[16168.078] (S)une3333: 余裕ってのがすごい
[16168.658] qk10min: スピン全然落とせないわ
[16170.698] (S)zakkn: ウインナーに何つけますか？
[16171.871] (S)llflyingfish: これレバーでも出来る？
[16176.228] あけち002: ウメキャットって何て名前の種なの？かわいいよね
[16178.505] (S)garanakinngu: 集中してg対策とかしてるんですか？
[16185.012] balthazar000: だってヒットボックスだもん はパワーワードすぎる
[16186.525] (S)shomarusan: サマソが出る、そう、ヒットボックスならね
[16188.881] (S)kuini__: 大会もヒットボックスで出るの？
[16188.914] r17w44n: DxCat
[16190.194] (S)るぅの: スコティッシュフォールド
[16193.300] 爷独自存活: 基本上我遇到每一个台湾人，都很装
[16193.499] (S)canon_203: umeCat2
[16201.945] pandascal: スピンって何Fなんだっけ
[16201.947] x_abu_xx: ヒットボックスありがとー
[16203.888] leere1017: 見て押すだけなら
[16205.312] hato_pizza: マンチカンかな？ 猫博士教えて
[16207.812] aubergine101: 神龍拳みたいなものかー
[16210.910] (S)radi38: 立ち回りの中だとまた違うんでは
[16212.989] Ramuneco: haitaniSemi
[16214.011] ryo330: 発生20だからレバーだと無理でしょ
[16214.544] らみはい: 日本にG使いは久保だけ？
[16215.731] kamisimeru: 大会で見たらいちいち沸けるぐらいのビックプレイに見えるよ
[16222.322] あけち002: スコティッシュフォールドか、ありがとー 
[16223.411] (S)zakkn: 流石に？
[16225.551] prisira: 流石に？
[16226.725] dsadsa454654: WutFace
[16226.954] (S)ソルダ: スコティッシュフォールドじゃね？
[16229.113] yuughimawari: 台湾と日本の回線はやはりちょっとラグがあるな
[16232.458] (S)piyopiyomaru555: GのVスキル飛ばしは見てからジャンプでいいらしい
[16233.742] tokorozawabeast: うおおお！
[16234.960] (S)papipopon: いける
[16236.490] neon_d99: 出る……
[16236.713] (S)lyo0822: おお
[16236.737] 多抜深夜: まじか
[16238.066] ttp_hayato: げぇｗ
[16238.971] (S)shomarusan: 出ちゃった
[16240.796] 157655: ひぇ…
[16241.738] (S)るぅの: haitaniSemi
[16241.982] sh1zuku716: レバーじゃ無理
[16244.785] fapfapjpn: PogChamp
[16246.147] 爷独自存活: sorry
[16246.923] (S)nikkou18: 出とる。。。
[16247.883] (S)Kanquez05: 炎で赤いのがかっこいいね
[16249.108] (S)トモヒロ配信チャンネル: すげー。これは刺さってるの？
[16252.568] prisira: ぼったくろうとしたらＣＡとかキレていい
[16255.335] yuyu09250925: かっくぃー！
[16259.384] aubergine101: またヒットボックスが優位に
[16259.663] leere1017: ｗｗｗ
[16266.553] (S)zakkn: 釣られそうね
[16269.497] leere1017: 実戦はダメかｗ
[16270.904] ryo330: ていうかレベル2が一番発生早くなるのな
[16270.979] tralalad1ngdong: umeCat
[16277.336] kamisimeru: フェイントに強い38歳になって
[16280.804] tralalad1ngdong: is thicc
[16284.110] user81023: フェイントうぜえｗ
[16296.087] (S)valhalla5555: umeCat2
[16300.040] tokorozawabeast: まじでカウンターパンチャーみたいｗ
[16308.560] momochan6: ブルコスケン
[16310.871] (S)kuini__: 弱むりやろ
[16317.782] balthazar000: お
[16319.443] ~MISSING_COMMENTER_INFO~: お
[16319.984] (S)llflyingfish: サマー様々やー
[16320.508] neon_d99: のりこめー
[16320.993] fukuzawa1manyen: のりこめー
[16324.690] (S)sei_6: ナイス
[16325.063] (S)zakkn: 行っちゃう？
[16327.516] gajonaori: カワノ営業うめえなあ
[16329.158] ALeGordo: Redbull Ken hahahaha
[16329.715] (S)domontyan: 聖戦
[16335.284] sh1zuku716: 営業
[16335.467] gowest2018: 参加しましょう
[16337.043] (S)papipopon: カワノ、フットワーク軽い
