[32.049] junichi_pad: 🐮🖐にょっす！
[2385.393] gachapin_4869: うん
[2385.736] (S)みい_0615: 桜色も出しちゃえwww
[2385.876] anko0705: へそピ開いてると思ってたわ
[2385.992] hokoko: いまなんの話してるの?
[2386.081] djnekomi: 短いシャツおなか冷えるよ 
[2387.481] baddapy: 童貞をころすニットにしよ
[2387.883] Ksype: BONJOUR !!
[2388.362] na1245789356: うん
[2389.887] Fancy5510: やってやって！ドイツギャルもビックリ
[2390.509] (S)nachi_ir: それ以上のアイデア出らんで
[2390.672] na1245789356: いいなぁ
[2391.368] HANABl_777: ノーイージーのコラボPCとか出ない？
[2392.732] (S)kuda_rk: うん
[2392.739] hojoh_jp_114: CheersToThat
[2393.299] kakeru32: 男の娘ver ふぉい
[2395.393] (S)kana19850914: お前のタトゥーのシール売ったら売れそうやな
[2395.569] kentaro12013: 逆ブラみたいなユニ
[2398.008] soralira: チアいいね
[2398.577] aoashi2525: ゆのしー
[2398.605] r1ntaso: えっど
[2400.656] かつらどん: チアリーダー、ふぉい
[2400.873] しづく1112: 可愛い子いっぱいねw
[2400.875] へか帝: おれが踊ってやるよ！
[2400.997] gachapin_4869: チアの条件は？？
[2401.687] masuta1123: フィスカーいないの？
[2402.061] (S)アイソンキャリー: モテたい男募集
[2402.259] 福山はさまります: かわいい
[2402.624] takesi37564: チア作ろうぜ
[2402.836] ぽんジュース: 吹奏楽とかいらん？鼓笛隊やるで
[2403.104] (S)blood_rose_home_96: わい、チア部入るぞ‼️
[2405.210] rei_marika: 最高
[2405.436] (S)hire218: 真ん中いらね
[2406.225] (S)kuda_rk: エロギャル頼む
[2406.226] sinochan_: 好きなだなぁ
[2407.641] こいだま: ばり可愛いチア集団集めよ
[2407.833] Ramen4398: めっちゃかわいいマネージャー雇うべ
[2408.683] イルカ89: 男もチアになっていい！？
[2409.290] (S)パープルサワー: 女の子まとめるの大変やぞ
[2409.433] ザーサイふぉい太郎: お前はピカピカの亀頭を出してくれ！！！
[2409.513] (S)ねこ三匹: 外見て💜💜💜めっちゃ三日月🌙
[2409.523] (S)1007yokko: チアめっちゃいいやん
[2409.527] (S)mozurara: 踊れるの？
[2409.558] motiduki06: 絶対にギャル入れてくれ
[2409.834] せのび_: きつねダンス
[2409.916] おしっこ隊長: チアに入れろ！
[2410.020] みろこデラックス: 観たいw
[2410.334] gap18690511: 大谷翔平、井上尚弥、朝倉海、そしてレペゼンとノイジー。アメ公の度肝抜かしてくれ!!!!
[2411.295] (S)みー油: チア部ずっと楽しみにしてる
[2411.456] takesi37564: 世界一エロい服装にしてくれ
[2411.505] kakeru32: チアやりたすぎて草
[2411.605] (S)りおそぐわないネキ: wwwwwwwww
[2411.907] kentaro12013: 東雲うみチアやってほしい
[2412.381] xxxstmxxx: ゴリゴリマッチョのチアにしよ！
[2412.475] hotaru_hotartu: 笛w
[2412.584] potetooo8: チアいけます
[2413.138] (S)いくぅぅぅん: 入れて
[2413.277] monaca1010: 何歳まで？
[2414.402] (S)risukamo: 真ん中いらんって怒られるやつやろｗ
[2414.465] (S)kerokerokurop: あ〜…（真ん中…）
[2414.546] taro_1j: どこで応援するんだよw
[2415.487] 福山はさまります: wwwww
[2415.669] (S)アイソンキャリー: 1番要らんなーww
[2415.795] rain_on_friday: お前も入るんかーーい
[2419.820] (S)blood_rose_home_96: ｗｗｗｗｗｗｗｗｗ
[2420.512] kakeru32: チアやりたすぎて草、
[2421.498] motiduki06: 金髪スカルプネイルのギャル頼む
[2421.738] oldayo0125: www
[2421.851] イルカ89: まるくんに女装させよう
[2422.325] (S)koyoru358: 笛？法螺貝かハーモニカだろうが
[2422.586] (S)kuda_rk: 罰ゲーム？？
[2422.634] せのび_: 踊ってみろやぁおらあ
[2422.869] チムロク: ここオフィスから近いの？
[2423.195] (S)りおそぐわないネキ: 笛なんやwwwwww
[2423.214] masak_0713: チアの子と飲める権利売ったら借金返せる
[2423.317] (S)youzi_man: チアの尻がみたいだけ💦
[2423.410] mamasansan030: 深田えいみちゃんだっけ？お尻がすごい事になってるやつみた。
[2423.411] ami_xoxo_: 爆美少女イケメンチア軍団の完成じゃん！
[2423.433] かつらどん: まるwwwwww
[2423.468] (S)みい_0615: 井戸民みんなチアやるでw
[2424.208] chiitakun_a: 公開処刑やん
[2424.254] utu_maru1127: ゲイ人気やばそう
[2424.337] gachapin_4869: チアに入る条件は？
[2424.410] na1245789356: まる！
[2424.769] nicojwele2525: チア作ってもノイジーメンバー集中できるの?
[2425.096] r1ntaso: いいね
[2426.042] yuco_923: 何歳まで入れますか？チア
[2426.296] soukainasu: 全員 手の甲に タトゥーシール
[2426.596] (S)kana19850914: 褐色ギャルのチア希望
[2426.610] かつらどん: maru
[2427.278] rain_on_friday: ぴんくは馴染む
[2427.487] jpkengo012342000: 女性ホルモン打ち込ませよう
[2427.834] djnekomi: 芹野ちゃんチアガールして
[2428.290] anko0705: ピンクはもうピンクじゃ無いぞ…
[2428.926] tomosaboten: まるチア枠
[2429.741] piyopiyohi: タトゥシールもう決めた？
[2432.711] hojoh_jp_114: GoatEmotey
[2433.111] rei_marika: 素敵
[2433.407] yurintarou: もうピンクじゃない
[2434.073] (S)1007yokko: まるいいやん！センター
[2434.293] HANABl_777: チア部も更生メンバーで固める？
[2434.559] takesi37564: 男でもチアはいれるん
[2434.812] (S)blood_rose_home_96: 雇用先見っけｗｗｗｗｗｗ
[2435.398] na1245789356: ぴんく白くなってた
[2435.774] aoashi2525: まるなんか炎上してなかった？
[2436.577] イルカ89: へそピ4個はへそ潰れるて
[2436.607] せのび_: ピンクの新しい仕事、チア
[2436.802] かつらどん: まる金髪やでな
[2436.924] (S)あみふぉい: 尻チア
[2437.559] うしゃ丸: まる雇用www
[2437.710] オマワリ: 4！？
[2438.201] muteki911: ピンクはきっと良い仕事するぞ！
[2438.251] goridannku: 日ハムのチアめっちゃかわいい
[2438.338] hotaru_hotartu: 需要ありあり
[2438.367] rain_on_friday: ファビュラス呼ばんでええ？
[2438.378] ahanahaaha: ぴんくじゃなくなったね
[2438.535] gachapin_4869: 平成ギャルの携帯やんw
[2439.354] saki311: へそなくなるw
[2440.366] (S)みい_0615: ヘソなくなるわ
[2440.612] ザーサイふぉい太郎: バカピンクは男顔だからいらんww
[2440.928] (S)aki444444: チア年齢制限🫨
[2441.767] ariari0707: ピンクが白に、
[2441.964] (S)blood_rose_home_96: 和彫りだな
[2442.211] (S)アイソンキャリー: あいつピンクじゃなくて白になっちゃったよ
[2442.231] ukiukigindaruma: まるチアw
[2442.814] (S)りおそぐわないネキ: へそ無くなるてwwwwww
[2443.293] ami_xoxo_: ピンク金になっちゃったよね😭
[2443.857] ~MISSING_COMMENTER_INFO~: apex分からないんだけどnoezはどんだけ強いの？
[2443.889] takkyun88: まる性格悪くなったって炎上してるぞ
[2444.038] ぽんジュース: 元チア部だけど需要ある？
[2444.127] motiduki06: へそ5こなる
[2444.399] sakurarako: 和彫り
[2444.424] pampkinmen: まる今金色じゃね？
[2445.432] senaryoto: お前のセフレで作れる
[2445.471] yuu_ge: スポブラ
[2445.680] (S)hire218: ゴリゴリのやつで
[2446.966] r1ntaso: でっかい鯉で
[2447.215] (S)kana19850914: 和彫りがいい
[2447.802] na1245789356: こわい
[2449.196] (S)nachi_ir: そうですね
[2449.495] (S)kuda_rk: ブラ
[2450.125] しづく1112: 和彫りがいい
[2450.259] kentaro12013: 和彫りだよ
[2450.346] iloveginnn: 焼きごてだろ
[2451.060] potetooo8: 和彫りがいいです！
[2451.112] anko0705: ピンクはホワイトになりました
[2451.318] takesi37564: 竜のわぼりがいい
[2451.763] おしっこ隊長: ニップルピアスもつけよう
[2452.385] (S)koyoru358: 尚子の顔がいい
[2452.495] kakeru32: いかちぃ感じの
[2452.611] 0730shui: かなのもやらせよ
[2452.914] masak_0713: 龍か蛇
[2453.085] hojoh_jp_114: BleedPurpleHD
[2453.370] (S)kerokerokurop: ゴリっゴリの和彫りな
[2453.889] Fancy5510: ドイツ、コスプレ流行ってるからコスプレ集団いいかも
[2455.135] pinoarasippp: 尚子の遺影
[2455.481] gachapin_4869: 🦋とかでもいい
[2455.608] xxxstmxxx: なんでもいい
[2455.692] ami_xoxo_: ふぉい見てたら和彫りいいなって思う！
[2455.713] (S)アイソンキャリー: キツネで
[2456.120] (S)あみふぉい: 和
[2456.156] 福山はさまります: 和彫だす
[2456.193] かつらどん: ごりごり
[2456.393] ukiukigindaruma: 和彫り
[2456.724] defghost1155: 鯉
[2457.799] (S)みい_0615: ゴッリゴリのな
[2458.790] takesi37564: 背中に入れよ
[2458.858] motiduki06: タトゥーとわぼりなにがちがう？
[2459.017] ザーサイふぉい太郎: 後頭部にフクロウだろ！！！
[2459.428] オマワリ: www
[2459.636] pampkinmen: まるピンクから金に進化してるくね？
[2460.219] 福山はさまります: すき
[2460.635] kakeru32: いかちぃ感じのの
[2461.435] piyopiyohi: イタイからヤダ！！！
[2461.494] (S)1007yokko: 和ぼりのコスチューム作るんだ
[2461.541] soralira: かわいい
[2461.696] (S)youzi_man: 間違いなく反社だわ‼️
[2461.989] Fancy5510: 和彫
[2462.901] イルカ89: でかいダルマのタトュー入れよ
[2463.384] key_13455: 鯉がいいな
[2463.752] yuu_ge: ブラ墨
[2463.763] oldayo0125: タトゥーと和彫りって違うんだ
[2463.768] kentaro12013: 女は般若とかがいい
[2464.544] aoashi2525: 👊
[2464.644] tasumaniadv: 世界に知らしめよう
[2465.155] rain_on_friday: ピンクの頭は何色なの？ 白金？
[2465.349] HANABl_777: チア部は和彫りの女の子だけ募集する？
[2466.216] mamasansan030: 私はピクミンの墨入れたい
[2466.247] (S)chieko10: 世界に行くなら和彫り
[2466.859] gap18690511: だったらピンクの女も道連れにしたら母数増えそう。
[2467.522] (S)kana19850914: 観音菩薩とか入れたい
[2468.590] (S)nachi_ir: ともだち
[2469.820] flower_7878: まるくんのは、和ぼり？
[2470.302] gachapin_4869: 菊とかしてたら唆る
[2470.719] monaca1010: カッコいい
[2470.783] kuiijichan: 般若
[2471.747] チュニドラ共和国: ほぼ所見です
[2473.266] love__stick: 💙👯‍♀️‥🧡👯‍♀️‥‥👯‍♂️…‥🤎👯‍♀️👯‍♀️‥❤️ 👯‍♀️‥💚👯‍♂️
[2474.321] ami_xoxo_: 1周まわって全身にでっかく入れよ
[2474.456] (S)ちっくたっく603: テンション高いな
[2476.140] (S)アイソンキャリー: チーム友達
[2476.456] surumeika931: ヤクザやん
[2476.818] (S)kerokerokurop: 阿修羅でも入れるか
[2477.006] bakkemama: ピンクは今、頭は金髪
[2477.709] masak_0713: 弥勒菩薩も頼むわ
[2478.276] kentaro12013: 般若か牡丹とかが
[2478.399] (S)パープルサワー: 拍手
[2479.549] (S)kuda_rk: なんの拍手？
[2479.700] djnekomi: 胸のとこ南無阿弥陀仏ってやつがいい
[2481.395] na1245789356: ほう
[2481.784] yakinikuft: 桜の和彫りで
[2483.692] (S)blood_rose_home_96: チーム友達🎵
[2483.796] (S)ねこ三匹: 外見て💜月がめっちゃ綺麗✿ﾟ❀.(*´▽`*)❀.ﾟ✿
[2485.971] Fancy5510: ゴリゴリ、和彫、モテるわぁ
[2486.276] takesi37564: 観音菩薩？？
[2487.330] (S)kana19850914: 最高よな 観音菩薩
[2487.457] イルカ89: 不動明王のタトュー入れよ
[2487.945] (S)みい_0615: 千手観音もよろしく
[2488.107] (S)koyoru358: 観音様で顔を尚子にしよう
[2488.843] aoaomino: 早く俺と結婚してくれ
[2488.880] xxxstmxxx: 臨兵闘者皆陣列在前
[2488.953] bakkemama: 虎
[2489.572] (S)youzi_man: 私フォイにいじめられた😭😭😭
[2489.579] (S)パープルサワー: べっつり
[2489.598] gachapin_4869: 桜とか菊とか
[2489.775] virtual_2000: 般若
[2489.952] yuu_ge: タトゥーストッキングとかは？
[2490.930] gwenvlrt: 沖縄さんはどうなりましたか
[2491.010] おしっこ隊長: 阿弥陀如来だろ！
[2492.399] motiduki06: 可愛い女の子のふとももにゴリゴリの和彫入ってて𝑩𝑰𝑮 𝑳𝑶𝑽𝑬 …とはなっあ
[2493.169] kakeru32: 千手観音いこう
[2493.188] hojoh_jp_114: aruber1Baile
[2493.797] anko0705: まるとはあれ以降連絡取ってるのか
[2494.390] gap18690511: 入れるなら不動明王とか!!!!
[2494.783] (S)kerokerokurop: 有り難いやつな
[2495.363] yakusimanzu: 中三男子です、長文失礼します。今年の夏祭りに同い年の女の子誘いたいと思ってます。女の子遊びに誘ったことないんですが、どうやって誘えばいいでしょうか？教えてください🙏
[2495.817] 福山はさまります: 千手官能入れましょう
[2496.606] (S)blood_rose_home_96: 桜も入れようぜ
[2496.877] soukainasu: 和彫りで、エペのキャラを観音様っぽくしたら かっこよくない(*¨*)？
[2499.060] (S)mozurara: アマテラス入れるわ
[2499.158] kentaro12013: 背中に不動明王
[2499.421] virtual_2000: 能面
[2500.748] potetooo8: 不動明王がいいです
[2500.975] ザーサイふぉい太郎: 後頭部真っ黒にしよう！
[2501.458] ariari0707: 登り鯉
[2501.595] yurintarou: 脇の首の菊いいよね
[2501.853] 0730shui: 不動明王とか入れよ
[2502.021] renarena11: 顔も声もすき！！
[2502.067] うしゃ丸: 全身タイツ
[2502.330] (S)nachi_ir: 鼻の頭に桜の花とか入れよ
[2502.513] (S)いくぅぅぅん: 千手観音
[2502.603] shikisama8: 不動明王いれよ
[2502.824] (S)りおそぐわないネキ: 和彫りいいよなあ🥰
[2503.072] (S)chika_430: そう簡単に気持ち変わらんから大丈夫
[2504.307] (S)kuda_rk: 楽しみ
[2504.590] (S)2017eve2: 欲しいねえ
[2505.886] (S)アイソンキャリー: ごっっつりので
[2508.344] hojoh_jp_114: BleedPurpleHD
[2508.400] (S)kana19850914: 桜と観音菩薩 がええな
[2509.033] せのび_: わくわくしてきた
[2509.724] pinpukupuku: まるとまだLINEしてる？
[2510.084] ami_xoxo_: 狐の和彫りも欲しい！
[2511.595] piyopiyohi: 純兄のタトゥーシール決めた？
[2511.668] (S)ねこ三匹: 来月タイに行ったらヘナやる٩( 🔥ω🔥 )و
[2512.762] opanda1990: もうええてレペゼンの作品で納得させてみろよwオメーの思想
[2513.844] ブリーフ監督: こんばんわ初見です
[2514.060] gachapin_4869: 龍とか虎とか
[2514.808] 1216sima_si: 鯉が蛇もありや
[2514.826] aoashi2525: 尚子の和彫り
[2514.863] (S)みい_0615: ワクワク((o(´∀｀)o))ﾜｸﾜｸ
[2514.975] (S)kuda_rk: あり
[2515.786] オマワリ: 夢が広がりング
[2516.751] motiduki06: 菊とか和彫扱い？
[2516.798] (S)koyoru358: くっそダサいのもいい笑えるから
[2517.142] takesi37564: 書こうぜ
[2517.276] kakeru32: わけわかんなくて草
[2517.506] (S)risukamo: シールもグッズ化すりゃいいじゃん
[2520.624] gap18690511: あるいは阿修羅背中に背負いたい。
