[11.762] (S)~MISSING_COMMENTER_INFO~: ｷﾀ━(ﾟ∀ﾟ)━!
[12752.544] (S)黒ごまソフト: ｗｗｗｗｗｗｗｗ
[12752.855] gawrib: あ
[12753.088] (S)ぱわ一: 飼うなwwww
[12753.162] harou_momiji: あ
[12753.283] (S)halcloud: あ
[12753.290] yume_1103: あ
[12753.301] 777kamikami: やろや
[12753.340] (S)suzunone_: あ
[12753.370] sora_mameee: あｗｗ
[12753.522] 雨傘ライ: あ
[12753.522] のらごま: wwwwwwww
[12753.548] goriie1222: あ
[12753.688] 逢碧はる: あ
[12753.747] にわすずめ: wwwwwwwwwwwwwww
[12753.779] takenokomusi: やろや
[12753.799] hima_norita: あ
[12753.911] kaminoryu_zeno: 飼うなよ
[12753.942] an_do121: あ
[12753.947] yukina2224: やろや
[12754.011] t0r0ten: あ
[12754.154] (S)ばなばなな: 誤射のぺいん ダウンのボス
[12754.320] lemondaifuku: あ
[12754.375] あるみ屋: あ
[12754.532] akayayee2: 悪いねwwwwwwww
[12754.786] ばのさん: あ
[12754.839] 橙紺: 868
[12754.975] Ichigo_Strawberry15: 悪いねw
[12755.174] tmkhawk: 868
[12755.367] (S)颯_そう: やろやw
[12755.423] (S)usakanono1030: あ
[12755.464] raiz2331: あwwwww
[12755.521] (S)syamuneb: 悪いね返し
[12755.588] ザシュン: 868
[12755.599] ことはさん: やろや…？
[12755.648] ばにら0115: wwwwww
[12755.757] わらびもち_11: あ
[12756.196] 和泉ぴけ: 悪いね
[12756.210] む_むちゃ: あ
[12756.342] ゆずシフォン: あ
[12756.412] りゅい: あ
[12756.418] ゆき2525: やろや？？、、？、
[12756.575] のらごま: あ
[12756.618] (S)reiki_1220: あ
[12756.686] てんてん0407: やろや…
[12756.830] (S)らいちょむ: 飼うなwwww
[12756.858] (S)runamea1101: ｗｗｗｗｗｗ
[12757.132] (S)そら_1907: あ
[12757.154] roy_rag: ローレン？
[12757.498] rikuya114: 3試合0キルのボスがいふらしい
[12757.541] panndaman1: あ
[12757.750] りゅい: 悪いねwww
[12757.861] key_1950: あ
[12758.000] peace3511: おっと
[12758.035] (S)るでぃにあ: 悪いね
[12758.116] isaco135: あーあーwww
[12758.329] もるかえぬ: やろや
[12758.457] すいそさん: www
[12758.504] (S)TaichiTakedaJPN: ｗｗｗｗ
[12758.693] (S)hoshi_54: 868
[12758.930] goriie1222: ねこたつ？
[12759.024] 井田: radaoDog_SG
[12759.119] (S)ウルトラ戦士: あ
[12759.664] チョコミルクティ: やろや⁇
[12759.855] (S)らずな: 868
[12759.996] oshousantotanbo: あ
[12760.425] (S)asahi__s: 868
[12760.534] t0r0ten: やろや……
[12760.545] teralia398: ねこたつー？
[12761.193] MORIYA_37: www
[12761.521] (S)halcloud: ねこたつ煽るねｗ
[12761.663] (S)Rimon_sky: あ
[12761.763] many7575: 過剰www
[12761.803] (S)るでぃにあ: wwwwww
[12762.283] しゃわしゃわかれー: 飼っちゃうww
[12762.400] nekomarutomo: ww
[12763.746] チョコミルクティ: えぇ？
[12764.333] meso_1001: 悪いね〜
[12765.594] (S)ぽちゃぽちゃにゃんこ: radaoFight
[12766.557] ドミノくん: 悪いねww
[12768.334] (S)syamuneb: radaoFight
[12768.779] ハルマ: 868？
[12769.906] hunting_nimo: yanno?
[12770.402] (S)yui1yui: yannnoka？
[12771.021] にこにこなんだ: 868
[12771.589] windfish1035: 照れちゃうｗｗ
[12772.450] (S)rain_less: こっちの悪いねがwww
[12773.196] 00kurosuke: ボス一旦働こか
[12773.938] 茶芝木: 女の子には弱いサボさん…
[12774.022] (S)おはおはお: radaoFight
[12774.619] 白銀コア: 内なるつぼ浦でちゃうｗ
[12775.088] (S)mein0730: radaoFight
[12777.045] yuki_empty: radaoFight
[12779.334] solerapa: ww
[12779.447] (S)syamuneb: あそこつよいねw
[12785.427] gawrib: ないす！
[12786.492] howa_desu: 連打しよう
[12787.092] (S)syamuneb: はい悪いねぇwwwwwww
[12787.197] koko_chan55: 悪いね
[12787.738] (S)さわタイ焼き: ないす！
[12789.354] あらんえむかーびぃ: ナイ悪いね
[12790.264] harou_momiji: おぽ
[12791.767] (S)potima03: うま
[12791.783] yume_1103: ないす！
[12792.828] seillane: ろれ！
[12793.654] harou_momiji: ないすー
[12793.871] りゅい: うま
[12794.871] (S)syamuneb: うま
[12798.507] スペルタン: あぶな
[12800.245] (S)usakanono1030: うま
[12801.318] akane_iroirosuki: うま、
[12801.902] seillane: ぐちうっま
[12802.947] m1n4m1n4: ローレンうまw
[12803.355] many7575: おーうまい
[12803.951] (S)ウルトラ戦士: うま
[12804.804] sora_mameee: うま
[12804.856] harou_momiji: うまーい
[12804.880] (S)akai_tani: わーい
[12805.020] an_do121: うま
[12805.665] (S)syamuneb: ぐちつよ
[12806.261] syann_0131: 悪いね
[12806.350] (S)ベスプラ: つよ
[12807.147] スペルタン: だいぶ有利
[12807.447] (S)おはおはお: うっま
[12807.691] あるみ屋: つよー
[12808.354] many7575: ぐちつボウー
[12809.525] わさびじる: あれ
[12809.565] ばのさん: ぐちうま
[12809.601] のらごま: つよ
[12810.051] (S)suzunone_: つよ
[12810.787] 橙紺: わーい
[12811.402] (S)syamuneb: つよつよ
[12812.309] (S)TaichiTakedaJPN: うわーーーーい
[12812.969] seillane: おお
[12813.078] yume_1103: した？
[12813.154] 00kurosuke: radaoFight
[12813.908] soraha00: 下？
[12815.704] のらごま: これは悪いね
[12815.705] (S)そら_1907: つよ
[12815.717] koko_chan55: うま
[12816.016] (S)suzunone_: お
[12816.439] (S)おはおはお: お
[12816.742] raiz2331: お？
[12817.316] sora_mameee: つっよ
[12817.600] あるみ屋: お？
[12817.735] tukky1208: つよ
[12817.810] yume_1103: すげ！
[12818.187] (S)chokemimi: つっよｗ
[12818.325] mizumoti_42: おお
[12818.516] おが0428: お
[12818.542] (S)rain_less: つっよ
[12818.573] (S)syamuneb: 急にすごいつよいw
[12818.999] (S)ぱわ一: したww
[12819.449] harou_momiji: え？
[12819.457] のらごま: お
[12819.991] りゅい: おや？
[12820.146] akane_iroirosuki: つよつよ
[12820.450] kuro_300: おおおお
[12821.095] のらごま: つよ
[12821.267] (S)きなこ117: うおおおおおおおおおお
[12821.300] む_むちゃ: つよ
[12821.418] ayunosioyaki0223: つよwww
[12821.585] あらんえむかーびぃ: うおおおおおおおおおおお
[12821.695] himikokichi_06: つよw
[12821.929] (S)MIKU_J0311: つよ
[12821.967] (S)tabasukomothi: おおおおおお
[12822.170] nobume0v0: 急に強い ww
[12822.192] akane_iroirosuki: え？
[12822.320] (S)さわタイ焼き: おおおお
[12822.372] ベニマル: みんな強いwww
[12822.535] Halu0401: つよwww
[12822.626] seillane: なにもしてないwwwえw
[12822.713] (S)そら_1907: おおおおお
[12822.776] (S)usakanono1030: え？
[12822.789] siro_wara: つっよｗｗｗ
[12822.801] 逢碧はる: おおおおおおおおおおお
[12822.843] りゅい: つよー
[12822.965] (S)akai_tani: つっよ
[12823.062] yoneto_: radaoBanzai
[12823.280] (S)かやふー: つよーーー！！
[12823.371] Ichigo_Strawberry15: おおおお！
[12823.414] おじょーー: つよおおお
[12823.489] れもんちぃ0: ぉぉおおおおお
[12823.536] (S)ベスプラ: おおおおお
[12823.539] 紗弥0926: ないす
[12823.672] (S)syamuneb: おおおおおおおおおおおお
[12823.682] nassan46: つよwww
[12823.811] sjindoa: つっよwwwwwwww
[12823.861] 877kuskus: ないすー！
[12823.876] yunoooa: wwwwwww
[12823.909] れなぽんぽん: つっっっっよ
[12824.129] (S)suzunone_: つっよ
[12824.141] みえのえ: radaoBanzai
[12824.189] (S)kuro_kuro03: つっよ
[12824.239] (S)halcloud: おおおおおおお
[12824.381] harou_momiji: 急につよいｗｗ
[12824.394] charlotte0ra: つよおおおおお
[12824.490] (S)やなちゃそ: つよおお！
[12824.504] same__15: つよw
[12824.635] many7575: おー
[12824.680] (S)星映天下: つっよ
[12824.696] yume_1103: ないすーー！！！
[12826.706] エンデラ: おおおおおおお
[12826.756] ゆずシフォン: おおおお
[12826.851] nekoneshi: つよwww
[12826.856] nonoami0702: ゆつよー
[12826.907] (S)kin6100: 急にw
[12826.926] ~MISSING_COMMENTER_INFO~: えええええええ
[12826.946] coanobou: つよ
[12829.095] りゅい: うおおおお！！？！？
[12829.217] kurageru: つええええ
[12829.226] 橙紺: radaoBanzai
[12829.299] hanamaru_chan323: 味方つよおおお
[12829.364] 狂人おかき: つっよw
[12829.384] raiz2331: つよすぎ
[12829.417] もすぱー: radaoG
[12829.418] minmindaha: 急に強いwww
[12829.442] (S)ぽてち3: radaoBanzai
[12829.452] 雨傘ライ: つっよwwww
[12829.453] (S)コンさん: radaoBanzai
[12829.537] harou_momiji: radaoBanzai
[12829.624] rosemary0920: つんよ
[12829.641] (S)suuchaaa: 急に強いじゃん
[12829.665] Ichigo_Strawberry15: ボコボコやw
[12829.721] (S)るでぃにあ: おおおおお
[12829.853] mochi8130: いたか？
[12829.991] hima_norita: うおおおおおおおおお 
[12830.084] ゆずシフォン: radaoBanzai
[12830.122] みさお婆ちゃん: radaoBanzai
[12830.220] (S)reiki_1220: つよーい
[12830.225] (S)マロン_: ないすーー 
[12830.233] (S)syamuneb: 悪いねぇ
[12830.330] (S)rain_less: 仲間が強すぎるwww
[12830.439] (S)ねるなよ: radaoBanzai
[12830.466] (S)つかさ0120: 圧勝
[12830.492] (S)そら_1907: 7人！？
[12830.665] (S)ranman_chan: 覚醒したw
[12830.688] (S)otooto_: radaoBanzai
[12830.690] (S)pomhono: radaoBanzai
[12830.746] (S)chokemimi: radaoBanzai
[12830.764] (S)開かないごま: radaoBanzai
[12830.769] conpota09: なんもしてないｗ
[12830.778] ドミノくん: おおおおお
[12832.137] (S)うゆぴ: なーいす！！！
[12832.150] sunomon_o: つよwww
[12832.185] りゅい: 何が起きた！？
[12832.223] dhisan_ino: なお0キル
[12832.254] sayatk1022: っっよ！
[12832.274] nekodama2155: wwwwwwwww
[12832.315] (S)ｼｷ_: ボス何もしてませんwwwwwww
[12832.366] しめざめ: radaoBanzai
[12832.369] ramunemacha: 悪いね
[12832.391] ゆき2525: 悪いね〜^^
[12832.606] oshousantotanbo: 急に強いw
[12832.663] (S)おはおはお: radaoBanzai
[12832.812] ぱる_071: つっよwwwww
[12832.830] peace3511: 急に強いww
[12832.835] isaco135: 急につよつよ
[12832.888] しああき: 悪いねｗｗｗ
[12833.033] sayorin25256: つよ
[12833.035] (S)ラキ2525: wwwwww
[12833.063] とりのポトフ: 子供たちがww
[12833.157] (S)halcloud: 急にめっちゃ強いえ
[12833.322] (S)suzunone_: 悪いね！
[12833.323] (S)syamuneb: radaoBanzai
[12833.536] が_じゅ: またしても何もしてないボス
[12833.569] wimpe75: radaoBanzai
[12833.665] Ichigo_Strawberry15: radaoBanzai
[12833.817] akayayee2: 悪いねー！
[12833.912] (S)たかなしはな: radaoBanzai
[12834.058] (S)ワカドゥリ: radaoBanzai
[12834.064] (S)かやふー: 悪いねぇwwwww
[12834.138] (S)rion_y: 急にすぎるww
[12834.149] ameneko64: おおお
[12834.149] (S)yamato333kaki: ボス何キル？
[12834.184] おが0428: 悪いねぇwwwwww
[12834.240] suiha_7: radaoBanzai
[12834.253] moris1013: はい悪いねー
[12834.274] gurouren: radaoBanzai
[12834.364] ゆゆま_: radaoBanzai
[12834.490] imagabell: 4試合0キル
[12834.577] seillane: なにもしてないwww
[12834.595] yunoooa: 0きるー
[12834.730] nekoto01: わるいねぇwww
[12834.806] chiaaihc23: radaoBanzai
[12835.173] (S)らいちょむ: radaoBanzai
[12835.242] siro_wara: お前なにした？ｗｗ
[12835.244] minase_1125: 強ーー！
[12835.304] (S)MIKU_J0311: 本家！
[12835.347] (S)baceneKo: 悪いねー
[12835.460] りゅい: つよすぎwww
[12835.576] ツナ2759: 急に強いw
[12835.588] itijiku_0605: radaoBanzai
[12835.631] seruta0822: 強wあれ？ボス？
[12835.692] tarabaaaa: 悪いね
[12835.741] raiz2331: 悪いねwwwww
[12835.864] のらごま: 悪いね
[12836.110] (S)黒ごまソフト: お前なにした？
[12836.113] akane_iroirosuki: 急につえーww
[12836.263] oredayo_takeshidayo: つっよ
[12836.316] meso_1001: 悪いねwww
[12836.376] ~MISSING_COMMENTER_INFO~: ぽまえなんもしてないwwwwwwww
[12836.561] (S)ウルトラ戦士: radaoBanzai
[12836.684] goriie1222: おまなにした？
[12836.769] エンデラ: 悪いねぇ・・・・
[12836.775] an_do121: 何もしてないがw
[12836.788] ムラさん: なんもしてないwww
[12836.806] (S)halcloud: ｗｗｗｗｗ
[12836.864] (S)ac111807: 0キル
[12837.241] (S)そら_1907: Wwwwwwww
[12837.272] ドらコアら: wwwwwwwwwwww
[12837.319] (S)おはおはお: なお何も
[12837.426] あらんえむかーびぃ: らっだぁ何してた？
[12837.436] many7575: 本家きたwww
[12837.484] (S)shiro_buuu: ボス？
[12837.511] (S)ura__5: radaoBanzai
[12837.541] yurun_62: wwwww
[12837.621] ベニマル: お前なんもしてないwww
[12837.694] (S)ｼｷ_: 悪いねwwwww
[12837.717] リムヲ: お前なにしてる？ww
[12837.750] 橙紺: 悪いねぇ 
[12837.870] lowsox_ring: なんもしてねぇ
[12838.273] fh0522: お前なんかやった?
[12838.333] (S)ritoxx12: ｗｗｗｗｗ
[12838.356] (S)abara_129: 狩りやんw
[12838.496] にわすずめ: wwwwwwwwww
[12838.504] ハルマ: またなんもしてないw
[12838.682] (S)omuricemogumogu: radaoOme
[12838.778] seillane: wwwwwww
[12838.827] あるみ屋: 本家でたーw
[12838.835] のありす: radaoBanzai
[12838.854] 紗弥0926: wwwww
[12839.187] リッック: なにもしてねぇw
[12839.359] re0mi1283: radaoBanzai
[12839.394] yume_1103: お前なんもやってないなwww
[12839.405] (S)kokone0927: ぼす？
[12839.500] sora_mameee: なんもしてねぇｗｗ
[12839.683] (S)夏吉: なんもしないボスwwwwww
[12839.739] (S)らいちょむ: 強すぎwwwww
[12839.886] (S)mattsun_02: 本家きた～
[12839.909] りゅい: 急につよいね
[12840.294] rekuron379: 悪いね^^
[12840.502] oredayo_takeshidayo: 悪いね
[12840.509] とりここ: 誰かやれwwwwww
[12840.519] taiyousinnaporo: ボ、ボス？
[12840.521] (S)suuchaaa: www
[12840.726] (S)meaurora23: radaoBanzai
[12840.974] fujimattya: お前誰っw
[12840.984] チョコミルクティ: 0キルどころか当ててなくね？
[12840.999] (S)tatuo252: radaoBanzai
[12841.010] 猫又01: wwwwwwwww
[12841.134] あのまの: 全然倒せないww
[12841.165] おが0428: 何もしてないけど〜？
[12841.245] compeki0022: wwww
[12841.247] nobume0v0: wwwww
[12841.250] arusu_desu: 急に強すぎwww
[12841.263] (S)syamuneb: 悪いねえぐいwwwwwww
[12841.357] (S)おはおはお: wwwwww
[12841.416] (S)suzunone_: 何もしてないんだよwww
[12841.417] harou_momiji: なにもしてないｗｗｗ
[12841.671] tmkhawk: 本家きた
[12841.951] ゆずシフォン: ぼす？www
[12841.964] (S)otyaka554: なんもしてないえぐい
[12842.137] (S)まなﾁｬ: ｗｗｗｗｗｗ
[12842.165] むろ_: 悪いねぇ
[12842.327] 雨傘ライ: radaoBanzai
[12842.453] コア21: ないすーーーー！！
[12842.542] (S)uki_shizumi: ボスまたしても
[12842.569] kaminoryu_zeno: ボス？
[12842.780] honekara: 0キル？？？
[12842.830] uki_1205: ボスなんもしてない…
[12842.832] miki_15g: radaoNikkori2
[12842.861] raiz2331: キルしてないまじか
[12842.933] (S)ninzin33: 0？
[12843.154] すいそさん: 悪いね〜
[12843.544] 777kamikami: ぼすーー？
[12843.834] (S)Rimon_sky: wwwww
[12843.928] maakunnnnnn: ぽまえは言えんのよ
[12843.961] (S)akai_tani: 悪い絵
[12844.344] (S)dtf417: がちなんもしてないｗ
[12844.394] (S)hakurin12: ボスまた0キルwww
[12844.588] hima_norita: wwwwww
[12844.819] (S)momonokko: らっだぁ？？
[12845.408] (S)ame_sui_ryu_8150: 絵ｗ
[12845.619] miichan8111: ボス？？
[12845.627] 舞蹴: ヘリ出さないとじゃない？
[12845.678] seillane: www
[12845.818] エンデラ: 悪い絵ｗｗｗｗ
[12845.999] fuga_334: ボス何キル？
[12846.066] (S)みやた23: radaoBanzai
[12846.199] りゅい: なんかしてボス
[12846.202] rikuya114: ボス？
[12846.204] ザシュン: 何もしてね
[12846.222] あるみ屋: お前なんもしてねえw
[12846.403] nekodama2155: 悪い絵w
[12846.434] しなやかしょうゆ: www
[12846.745] おじょーー: ボス？
[12846.748] kir1mi_343: 便乗キタww
[12846.878] muuuuu445: ｗｗｗｗｗｗ
[12846.975] (S)やなちゃそ: なんもしてないのに誰よりも煽り早いw
[12847.114] のらごま: お前はずっと0キル〜
[12847.321] akayayee2: wwwwwwww
[12847.398] natsu0229: 悪いねw
[12847.484] おが0428: ボス？？wwwwww
[12847.536] むろ_: ボス何もしてないw
[12847.546] jun08081031: 悪い絵w
[12847.553] (S)tabasukomothi: ぼす？
[12847.592] コア21: ボス？
[12847.696] cattt_mu: なにもしてないって
[12848.302] しゃわしゃわかれー: ぼす、、、、？
[12848.362] (S)かやふー: 本家 
[12848.414] moris1013: 何もしてなくて悪いね
[12848.484] raiz2331: ボス？？？？
[12848.588] スペルタン: なんもしてないボス
[12848.595] a_smalt49: うざすぎるww
[12848.725] tukky1208: 悪い絵なんよ
[12848.742] howa_desu: 0キル悪いね
[12848.818] wasabiomusubi: 悪い絵ｗｗｗ
[12849.138] yume_1103: wwwwww
[12849.201] にわすずめ: なんもしてねぇwwwww
[12849.345] t0r0ten: ボス？
[12849.359] チョコミルクティ: 絵
[12849.684] (S)syamuneb: 何もしてないけど悪いねwwwwwww
[12849.850] koko_chan55: wwwww
[12849.921] (S)ぱわ一: 絵wwwww
[12850.053] (S)saraniron: wwwwww
[12850.124] ばにら0115: ボス？？？？
[12850.131] こしあんくん: ほんとに何もしてない
[12850.152] (S)らぺん: wwwwwwwww
[12850.188] (S)さわタイ焼き: 0キル0ダメ
[12850.317] Ichigo_Strawberry15: 悪い絵w
[12850.357] kurageru: 絵
[12850.382] teralia398: このモードになって何もしてないw
[12850.409] (S)kuro_kuro03: ｗｗｗｗｗｗ
[12850.479] oredayo_takeshidayo: www
[12850.578] きゃめるさん: 何もしてないんだよ
[12850.620] (S)れーな10105858: 悪い絵w
[12850.695] (S)mattsun_02: 悪い絵ｗｗｗ
[12850.748] akane_iroirosuki: 覚醒ww
[12850.760] (S)halcloud: 悪い絵ｗｗｗ
[12851.157] chai_latte3: ボス〜？
[12851.217] ruu_ha: えー0キルです
[12851.733] seillane: 悪い絵w
[12851.950] (S)baceneKo: ボスw
[12851.963] りゅい: ボス？？？？？？？？
[12851.988] アル酸: なんもしてねえw
[12851.994] many7575: いっちゃんダサいのおるwww
[12852.067] すわンナ: 虎の威を借りすぎ
[12852.071] (S)enemyacc: wwwwwwww
[12852.134] (S)ラキ2525: 悪い絵w
[12852.182] minibanbi: wwwwwwwwwwwwwww
[12852.184] ムラさん: 悪い絵
[12852.204] mbando55: 悪い絵ｗｗｗｗｗｗ
[12852.390] meso_1001: ボス何もしてねえw
[12852.521] しああき: ｗｗｗｗｗｗｗｗ
