[10.418] rioniku1515: うおおおおおおお
[4331.387] mingo__sk: バックとアーマー間違えたか
[4333.311] (S)れっぱーさんだ: radaoOld
[4345.295] (S)rindo_66: ゾんだァ
[4367.468] chayu_san: でた7
[4370.544] Ichigo_Strawberry15: www
[4371.190] ~MISSING_COMMENTER_INFO~: うおおお
[4379.037] ~MISSING_COMMENTER_INFO~: あ
[4380.583] (S)nerimaki0203: あ
[4380.854] ayunosioyaki0223: wwwwwwwwww
[4380.882] drem_chan: w w w w
[4381.199] aina___10812: ｗｗｗｗｗｗｗｗｗ
[4381.443] ちゃむす: ちゃむす subscribed at Tier 1. They've subscribed for 17 months! 
[4381.717] あらんえむかーびぃ: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[4382.559] Ichigo_Strawberry15: wwwwww
[4383.298] (S)ウツル: あ
[4383.522] haru_anura: wwwwwwwww
[4383.618] md_spr: あ
[4383.668] お豆腐だよ: 返り討ち
[4383.760] nobume0v0: あ
[4383.767] drem_chan: あーあーw w w w
[4383.976] ご機嫌なシャチ: あれ
[4383.978] 愛の林檎: wwwwwwwwwwwwwwwwwwwwwwwwww
[4384.381] charlotte0ra: あ
[4384.430] (S)にわすずめ: wwwwwwwwwwww
[4384.666] (S)猫の髭: wwwwwwww
[4384.712] ホワイトお餅: あ
[4384.758] (S)sora_mameee: ｗｗｗｗｗｗｗｗ
[4385.218] mizusakura0326: wwwwwwwww
[4385.247] gawrib: wwwww
[4385.726] (S)ログリア: wwww
[4385.892] ペネロペ: wwwwww
[4385.901] crowsuke96: マップ理解ｗｗｗｗｗｗ
[4386.120] ﾅﾏﾁｬ: wwwwww
[4386.135] (S)Ruria00: wwwwwww
[4386.447] れもんちぃ0: wwwwwwwww
[4386.465] バザァァァド: 横にいたwwwwww
[4386.531] 雪華0830: wwwwwwwww
[4386.588] あげだし丸: え？
[4387.092] (S)凩_: おいwwwwww
[4387.347] (S)蛍_: あw
[4388.583] (S)kuugay0905: wwwwwwwwww
[4388.822] waterdragon131: ホイホイ
[4389.566] yona_0724: wwww
[4389.596] ichinomyo_taro: wwww
[4389.654] なぷスタ: おい
[4389.865] mirumiru_h: なにしとるwww
[4389.913] rei_0610: 併走すな
[4389.990] りょう_0224: www
[4390.151] omomo67: wwwww
[4390.325] (S)re_nari: ww
[4390.774] aina___10812: ねえｗｗｗ
[4391.671] kawaharaya: wwwwww
[4392.013] sio_nori: wwww
[4393.461] お豆腐だよ: やっちまったなぁ～
[4394.140] wwwseizin32gou: www
[4396.700] kuraha_0107: 綺麗に返り討ちにw
[4396.983] かっぴーと: wwwwww
[4397.021] (S)凩_: おおおおお
[4397.161] (S)baceneKo: え
[4397.253] 唐辛子ガール: wwwwwww
[4397.867] (S)にわすずめ: おお
[4398.341] Ichigo_Strawberry15: おおお！
[4398.431] まここま: すごい
[4399.041] gawrib: ありぴ！！
[4399.269] nekodama2155: wwwwww
[4399.527] ao_aochin: ヤバイw
[4399.753] オレオおおおおおお: おお
[4400.032] chayu_san: お
[4400.214] ペネロペ: おおおお
[4400.407] おじょーー: おお
[4400.492] aina___10812: お？
[4400.916] めるめ: かっこよ
[4401.151] 愛の林檎: お？
[4402.168] kazuuu_1129: うめえ
[4402.258] nattu__: えええ
[4402.438] charlotte0ra: おおおおおおお
[4402.670] md_spr: うますぎ
[4402.674] oborodaifuku: お？
[4402.822] (S)Ruria00: おおおお
[4403.146] ~MISSING_COMMENTER_INFO~: おおお
[4403.214] (S)さつまいもおいしい: おおお
[4403.362] goriie1222: え
[4403.431] (S)tunamayo1234: え
[4403.600] 狐日和2014: 並走すんな笑
[4403.685] みさお婆ちゃん: おおお
[4403.759] ホワイトお餅: え
[4403.809] sayorin25256: お
[4404.325] 1010tento: うまい
[4405.919] (S)あーしゃん: お
[4405.929] (S)dinosaursan: キャラコンすご
[4406.134] きのこのこぉ: おおお
[4406.217] yoichimu: かっこよ
[4406.790] 縮緬雑魚: うっま
[4406.880] takuann9500: うっま
[4407.058] nobume0v0: ありぴかっこいい！
[4407.481] ぱゆゆ: お？
[4407.628] めるまろん: らだおホイホイ
[4408.081] 銀河ポテト: ぽいは何wwww
[4408.304] ao_aochin: おw
[4410.089] shi__409: ありぴー！
[4411.139] aina___10812: ありさんがんばえ！！！
[4413.199] gawrib: 頑張れ…！！
[4413.249] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[4415.999] かりんとお: ありさんうますぎ
[4416.855] 愛の林檎: あ
[4417.880] tofuprpr: つよ
[4419.273] (S)きのここ: うおおおおおおおおおお
[4419.285] (S)baceneKo: うっま
[4419.595] nazu_7z: お
[4419.741] hinakai_46: ピ！？
[4420.108] 神崎立夏: おー
[4420.294] オレオおおおおおお: うおおおおおおおおおお
[4420.298] お豆腐だよ: 強強のツヨ
[4420.408] aina___10812: おおおおおおおおお
[4420.646] (S)panno_mimi: つよ
[4420.730] (S)凩_: おおおおおおおおおおお
[4421.435] (S)sora_mameee: うおおおおおお
[4421.556] ~MISSING_COMMENTER_INFO~: うええええい
[4421.711] おじょーー: うおおおおおおおおお
[4421.727] (S)さつまいもおいしい: うおおおお
[4421.823] goriie1222: うま
[4421.892] Ichigo_Strawberry15: つっよ！
[4421.938] chayu_san: ナイス〜！
[4421.970] ayunosioyaki0223: おおおおおおお！！！
[4422.009] sunomono8: うおおおおおおおおお
[4422.120] himikokichi_06: おおおお
[4422.311] kakyouin0726: うおおおおおおおお
[4422.372] (S)にわすずめ: おおおおおおおお
[4422.401] (S)tunamayo1234: つよ
[4422.450] (S)gu_taranosuke: つよ
[4422.480] (S)ログリア: つんよ
[4422.563] keroro852: うまい
[4422.567] (S)dinosaursan: うますぎ！！！！
[4422.786] (S)いちうら: つよお
[4422.848] (S)ロキト: おおおお
[4422.979] syachoo_: radaoG
[4423.076] nattu__: つっよ
[4423.103] (S)emazkirin: うまあああああ
[4423.120] (S)lemonade_1104: radaoBanzai
[4423.138] haru_anura: うおおおおおおお
[4423.188] omoti1208: つよ
[4423.216] ruu_ha: おおおおおおおおおお
[4423.246] jha2_: うっま
[4423.303] kuraha_0107: gg
[4423.354] りょう_0224: うまああああああああああ
[4423.533] shilva_0: おおおおお
[4423.601] えりさ_: radaoBanzai
[4423.614] (S)きのここ: ありぴいいい
[4423.732] tyontyon: うますぎやろ
[4423.819] himajin___: おおおおおおおおおおお
[4423.826] oli_liriri: うま
[4423.936] くろざき: おおおおお
[4424.966] れもんちぃ0: つよ
[4425.211] (S)にわすずめ: つっよ！！
[4425.223] みさお婆ちゃん: radaoOtaku
[4425.226] akatsuki_tera: うっま
[4425.242] (S)りんねんら: つんよ
[4425.248] pawameru: つえーー
[4425.294] oborodaifuku: つよ
[4425.315] yona_0724: うおおおおおお
[4425.420] gawrib: つんよ！！！！！
[4425.470] nobume0v0: うおおおおおおおおおお
[4425.481] pirokasugg: うおおおおおお
[4425.561] evacoler: radaoMakasero
[4425.563] なるか3: うおおおおお
[4425.690] (S)バナナ民: うおおおおおお
[4425.785] ぱゆゆ: つんよ
[4425.825] mirina017: うま！
[4426.063] (S)kagami_10_14_: うおおおおおおおおおおおおお
[4426.072] shiroinuno_roa: つっっっよ
[4426.084] (S)イモムシファザー: つえええ
[4426.149] (S)~MISSING_COMMENTER_INFO~: うおおおおぉ！！
[4426.280] (S)nerikondapan: うっっま
[4426.358] kuruto__: うっま
[4426.379] nakihai556: うおおおおおおお
[4426.410] Ichigo_Strawberry15: さすがありぴ！
[4426.549] woodm9o: おおおおおおおおお
[4426.563] mirumiru_h: つよすぎ
[4426.603] (S)Ruria00: radaoBanzai
[4426.622] kithunemain1: うますぎ
[4426.644] (S)loy_qun_o: つよおおおお
[4426.795] miamio121: うまああ
[4426.800] りーーーお: おおおお
[4426.894] yoichimu: うおおおおおおおお
[4426.903] (S)dinosaursan: かっこよー！！！！
[4426.957] mizusakura0326: つっよ
[4427.063] (S)kuugay0905: おおおおおおお
[4427.180] sansan33__: radaoBanzai
[4427.303] ホワイトお餅: つよ
[4427.308] (S)mofu_moa: うまああああ
[4427.889] 銀河ポテト: あぶねーwww
[4427.977] (S)ログリア: radaoBanzai
[4428.068] (S)もねねん: うめええええ
[4428.079] kawaharaya: つっよ
[4428.167] ぽーてっと: つよ
[4428.200] クロイア: おおおおおお
[4428.234] (S)あーしゃん: うおおおおお
[4428.424] wasurete_shimae: ありしゃんつよ
[4428.453] kuduki52: ありぴーーーー
[4428.462] ai0902: うま
[4428.503] (S)big___melon: つよさん！
[4428.669] マルゲリータ: うんまぁ！！
[4428.673] 人生100年時代: 心音なんかいらん
[4428.754] suiha_7: radaoG
[4428.758] universal_studio_alice: うおおおおおおおおお
[4428.801] こめ粉: つえええええ！
[4428.880] そふぃ3: うおおおおおおおお
[4429.105] (S)凩_: かっこよ
[4429.353] (S)enku_game: ガチうま
[4429.353] emitsin: つよさか
[4429.575] hinakai_46: ぴ？
[4429.589] (S)~MISSING_COMMENTER_INFO~: radaoBanzai
[4429.633] (S)satouwaamai: radaoBanzai
[4429.657] hakoboko: うままままままぁ
[4429.738] たにくん: つよさん
[4429.874] (S)okayumam: 美味
[4429.916] ｱｵｲﾊﾙ: radaoBanzai
[4430.406] (S)dhisan_ino: つよさかじゃん
[4430.605] ばのさん: ないすー
[4430.616] ao_aochin: さすが！！！
[4430.646] border_listener: うおおおお
[4430.653] ぶれいくです: うますぎ
[4430.827] kyuurinotyazuke: うますぎー
[4430.833] golpeko: キャラコンすげぇ
[4431.257] miichan8111: さすがcr!
[4431.476] (S)セレちゃ: radaoBanzai
[4431.752] (S)レロキャン: うま
[4431.850] ta_tago: うめええええええ
[4431.975] すいぺりあ: radaoMakasero
[4432.888] aina___10812: ありさんつよさんすぎるよ
[4433.038] 1010tento: radaoMakasero
[4433.133] pandanomousigo: つよすぎる
[4433.296] サシモ0626: radaoBanzai
[4433.330] (S)わらびもち_11: つよ
[4433.604] mayoneshi: 美味くねぇかw
[4434.145] あくしすひかり: つえええええ
[4434.337] kakeru905_: つよすんぎ！
[4434.379] (S)wakakun_02: radaoBanzai
[4434.569] アネモネ1925: ありぴ強っ！
[4435.374] お豆腐だよ: らっだぁいらないやん
[4435.438] nattu__: ら？
[4435.500] ritusyaoroka: かっけぇ！
[4436.081] (S)なびさん: これはつよさん
[4436.155] sansan33__: radaoMakasero
[4436.191] rekuron379: うめえええええ
[4436.324] (S)ﾂﾅマヨ: radaoBanzai
[4436.429] nazu_7z: おおおおおお
[4436.575] (S)にわすずめ: 俺ら…
[4436.834] なぷスタ: うますぎ
[4436.866] キラキラボシ: つよ
[4437.385] kosei000: キャリー枠つっっっよ
[4437.714] (S)センヤ: radaoBanzai
[4437.821] くろざき: うめえええ
[4437.931] gawrib: ありさんしか勝たん！！
[4438.094] nobume0v0: 壁ジャン決めてきたぁ！
[4438.338] ka_ki0115: つっよ
[4438.848] そふぃ3: radaoMakasero
[4439.280] haneko_zip: radaoOtaku
[4439.569] RinBell0221: さすがっす、ありさん
[4439.951] obake_cyan: 壁じゃんかっけー
[4440.250] (S)mimipaadesu0428: radaoBanzai
[4440.396] あげのり: つよすぎさん
[4441.637] kk_army613: かっけぇ
[4441.781] ayunosioyaki0223: wwwwwwwww
[4441.943] (S)okayumam: さすママ
[4441.950] fuyukeshiki: つえええええええ！！
[4442.752] aina___10812: ｗｗｗ
[4442.813] nekodama2155: radaoBanzai
[4443.425] raisiro: つよさんありすぎ
[4444.754] (S)lemon199y: プラチナ界のRAS?
[4445.873] kuraha_0107: アナウンス:勝者が決定しました
[4445.883] mayoneshi: 強
[4448.315] そふぃ3: wwwwwwwww
[4448.661] goriie1222: さすがやな
[4450.742] (S)re_orange814: 強
[4451.180] ao_aochin: やっぱシアだ！！！
[4451.523] kawaharaya: wwwwww
[4455.894] LEtomo4: wwww
[4457.701] wasabi_1234: つよさんあっり
[4460.452] お豆腐だよ: 悲報、らっだぁ要らない
[4460.694] ~MISSING_COMMENTER_INFO~: さすが
[4462.403] なぷスタ: 遊んでる間にw
[4463.082] ayunosioyaki0223: たまには？
[4463.190] 愛の林檎: おしゃん
[4463.656] (S)きのここ: おおおお
[4464.343] (S)にわすずめ: たまには？
[4464.992] Ichigo_Strawberry15: かっけぇ
[4465.693] (S)dinosaursan: 壁じゃん凄かったー
[4467.163] mizusakura0326: たまには？
[4467.382] (S)猫の髭: おおお
[4467.899] haruki_2525: らっだぁリロードしなさすぎじゃない？w
[4468.068] (S)kuugay0905: たまには？
[4468.772] くろざき: たまには？
[4469.749] nobume0v0: かっけぇす
[4469.938] マルゲリータ: たまには？
[4473.160] maron421: たまに？
[4478.142] ~MISSING_COMMENTER_INFO~: ｗｗｗ
[4478.516] Ichigo_Strawberry15: www
[4479.818] mary611: あー
[4481.520] nekodama2155: たまには？？？
[4482.236] pan_ko0899: wwwwww
[4483.101] そふぃ3: wwwwwwwwwwwwwww
[4484.009] nobume0v0: w
[4486.788] RinBell0221: え
[4488.811] お豆腐だよ: らっだぁはたまにも無いけどな
[4489.944] nattu__: そうだよね
[4494.901] ayunosioyaki0223: あー
[4495.202] nobume0v0: 高所取れる
[4495.778] ao_aochin: まあまあまあw
[4497.340] マルゲリータ: あ
[4497.984] kuraha_0107: 壁ジャン基準w
[4498.982] (S)紅天狗: あ
[4499.536] (S)いとりお: え？ww
[4499.761] (S)sora_mameee: ｗｗｗｗｗ
[4500.356] kosei000: コーチング受けたよ
[4500.597] (S)にわすずめ: wwwwwwww
[4500.802] (S)kuugay0905: あ
[4501.446] めるめ: やったろ
[4501.483] (S)dinosaursan: あー、前練習してたよね？
[4501.697] omomo67: あ
[4501.928] wilddinner: 引かれてない？
[4502.167] ayunosioyaki0223: え？やらんかった？
[4502.575] (S)at_gear: マスティフね
[4502.802] 愛の林檎: wwwwwwwww
[4503.026] なぷスタ: 教えられたやん
[4503.033] ~MISSING_COMMENTER_INFO~: ｗｗｗｗ
[4503.105] (S)nark_99: 練習しちったやん
[4503.283] オレオおおおおおお: wwwwww
[4505.470] kai_4869: お前習ったやん
[4505.495] goriie1222: マスティフ
[4505.505] lesser2525: みこだよも泣いてます
[4506.030] (S)ちょーみん: 練習したじゃんw
[4506.331] rinku_: あ
[4507.069] あげだし丸: まえ教わってなかった？
[4507.823] syuria10y09: 練習したやん
[4507.874] oli_liriri: www
[4508.312] (S)なーうぇ: 練習したやん
[4509.462] なぷスタ: 前やってたよ？
[4509.626] kukukiki1220: やってます
[4510.173] (S)bukubukutyagama0713: わこらだ
[4510.464] miyasan08: あずーるに教えてもらったやん
[4510.595] crowsuke96: 前練習してたろ...ｗ
[4510.702] toubun__: 前やってたやつか
[4510.765] (S)nark_99: みこだよ泣いてるよw
[4512.557] rinku_: みこだよ…
[4512.773] yakinikuu256: おじいちゃん、
[4513.959] (S)dinosaursan: もう忘れてます
[4514.792] (S)りんねんら: コーチ泣いてます
[4514.840] _りおん: 練習せんかった？
[4515.487] ホトトギス: コーチ 
[4515.502] kuraha_0107: みこだよ泣くぞ
[4515.563] (S)sora_mameee: コーチ泣いてまず
[4515.737] kosei000: らだおくん勉強忘れちゃったね
[4516.182] seeker_41528: あーあコーチ泣いてるよ
[4516.652] waon_point: ドームファイトのやつか
[4516.879] (S)big___melon: みこだよ、、、、
[4516.929] oyazigarisan: ドームの周りの蚊のやつじゃない？
[4517.071] そふぃ3: 記憶ないなった
[4517.558] tukky1208: みこだよコーチに教わったやん
[4517.621] 愛の林檎: 記憶が...
[4517.820] (S)Ruria00: みこだよさん泣いてます
[4518.262] ふぁじぃねーぶる: 教わってたよな？笑
[4518.631] rinku_: まじか
[4519.382] ばのさん: みこだよ、、
[4519.695] 小トロ: みこさん…
[4519.778] sidemenuhapotatode: みこだよこるちに謝れ
[4519.788] (S)るちのー: 三十路は記憶力ない
[4520.305] いのりさん: マスティフじゃないとむずい
[4520.875] (S)にわすずめ: コーチ泣いてる…
[4521.045] (S)きのここ: radaoOld
[4521.082] かんこ: みこだよ涙目
[4521.740] kukukiki1220: こーちぎゃんなきです
[4522.432] igappe15: それやった
[4523.822] ゐそやん: みこさん泣いてるよ
[4523.952] (S)凩_: コーチ…
[4524.126] なぷスタ: らぶほプレデター...
[4524.608] ふぁじぃねーぶる: ドームのやつ
[4524.665] ~MISSING_COMMENTER_INFO~: 忘れてるのかよｗ
[4524.690] (S)ウツル: コーチ泣いてるぞ
[4525.136] kosuke25252: みこだよさん泣いてます
[4525.262] 縮緬雑魚: みこだよがいってたやつか
[4525.485] Riisu_amms: コーチ涙目
[4525.788] アーユン: 今北
[4527.328] (S)nekomrnn930: コーチ…
[4527.422] shi__409: コーチ...
[4528.634] (S)at_gear: みこだよ......
[4529.988] 雪華0830: コーチも泣いてます
[4530.310] nattu__: radaoCry1
[4530.576] jasmugi: 再コーチングですか
[4530.850] (S)なんでもいい: radaoHi
[4531.160] アポロヌス: みこだよ…
[4531.802] ~MISSING_COMMENTER_INFO~: こーち
[4537.709] なぷスタ: らぶほコーチ忘れたのか？
[4539.128] 恭華: わこらだ
[4540.467] (S)dinosaursan: 「そんなのあるんだ」
[4543.304] matsushitaritsu: ぴ
[4543.863] tukky1208: コーチこいつダメだよ
[4544.606] 榊原紅葉: 恩を忘れるタイプね
[4546.090] kosei000: 追試はいります
[4546.184] oli_liriri: スツ
[4549.535] なぷスタ: 変わっちまったならっだぁ
[4552.291] (S)china2525: すっつ
[4552.333] toremoro_san: こーち…
[4553.395] みこだよ: 。。。
[4555.596] (S)96猫3: スツ
[4556.889] (S)にわすずめ: あ
[4558.023] なぷスタ: あw
[4558.119] バザァァァド: あ
[4558.222] パッック: a
[4558.226] yakinikuu256: あ
[4558.458] (S)Ruria00: あw
[4558.899] narurari: あ
[4558.999] kawaharaya: あ
[4559.342] ~MISSING_COMMENTER_INFO~: あ
[4559.525] 愛の林檎: あ
[4559.567] (S)猫の髭: あ
[4559.595] りむりん: いるやんけ
[4559.763] redooosannn: あ
[4559.837] kai_4869: あ
[4560.053] (S)まいなこ: あ
[4560.081] アーユン: あ
[4560.192] (S)きのここ: あ
[4560.267] (S)sora_mameee: コーチが
[4560.306] mizusakura0326: あ
[4560.438] ikemikann: あ
[4560.466] (S)凩_: あ
[4560.508] oli_liriri: あ
[4560.614] kuruto__: あ
[4560.629] buresou: いるやんｗ
[4560.690] クロイア: あ
[4560.714] fumi_8734: あ
[4560.722] crowsuke96: 本人ｗｗｗｗｗｗｗｗｗ
[4560.750] osato9654: あ
[4560.787] md_spr: あ
[4560.854] (S)セレちゃ: あ
[4561.006] まチャチャ: あ
[4561.018] igappe15: ああ
[4561.172] ゆあたまご: あ
[4561.197] (S)なーうぇ: あ
[4561.416] mary611: あ
[4561.417] kuraha_0107: 本人来て草
[4561.486] nekodama2155: コーチ…w
[4561.500] budou0616: あ
[4561.680] 恭華: あ
[4561.801] world_kohaku: あ
[4561.867] まな板春野: あ
[4561.876] 榊原とーげ: あ
[4562.147] yuu_1010: あ
[4562.177] なぷスタ: 本人降臨
[4562.220] (S)sora_mameee: あ
[4562.259] shi__409: あ
[4562.419] tukky1208: コーチ；；
[4562.427] (S)sumi84_: あ
[4562.473] るぴちゃん_: コーチ…!!
[4562.474] ta_tago: あ
[4562.684] nam__o: あ
[4562.696] (S)t0_ukq: あ
[4562.726] sein1204: あ
[4562.759] てぃすか: あっ
[4562.773] れもんちぃ0: あ
[4562.818] terabyte__o0: ｗ
[4562.920] あだちたろう: あだちたろう subscribed at Tier 1. They've subscribed for 32 months! 
[4563.099] 榊原紅葉: あ
[4563.239] (S)big___melon: あ
[4563.332] みーだん: あ
[4563.467] nattoniboshi: あ
[4563.470] rei_0610: あ
[4563.583] namakemono_d: あ
[4563.606] あくしすだよ: あ
[4563.618] riririnn0701: みこだよさん
[4563.744] urullowo: こーちいいいいい 
[4563.781] answer523: あ
[4563.859] tarosuke_0e0: あー
[4564.150] ｱｵｲﾊﾙ: みこだよこるち…
[4564.605] nattu__: あ
[4564.672] netawakukuran: あ
[4564.944] 水ノ翠: あ
[4565.174] (S)紺いろ: あ
[4565.602] アーユン: コーチw
[4565.687] mikage424: あ
[4565.799] 22daifuku: みこだよさんww
[4566.067] そおお: あ
[4567.227] rei_0610: コーチ…
[4567.469] (S)Ruria00: radaoBigcry
[4567.473] (S)にわすずめ: コーチ 
[4567.522] シロップ3366: BibleThump
