[2.324] (S)なん69: なん69 subscribed with Prime. They've subscribed for 10 months, currently on a 10 month streak! 
[7.232] (S)上ゆい: こんちわ
[4951.978] _紅茶: えええええええ
[4953.009] なるか3: あら
[4953.299] 神崎立夏: ほほう
[4953.492] (S)yukichan2525: えええ
[4954.303] (S)Ichigo_Strawberry15: あ
[4954.548] sakasa_n: えええ
[4955.396] yubaharu: あ
[4955.538] (S)ポンゾウ: え
[4956.184] (S)らふれ: へぇー
[4956.699] (S)えりさ_: ほー
[4956.997] 梨一: 動画もあるしね
[4957.105] happasan88: それはしゃあない
[4957.206] (S)howlin_0: はえー
[4957.228] 五色椿: ふむ
[4958.513] crow_d27i7: 出ないのか…
[4958.874] りむりん: ええええええええええええ
[4959.216] Earl_Gray901: マジか
[4959.438] (S)jima922: ね
[4959.659] (S)をぺ: ふむ
[4959.690] んさく: ええ
[4959.995] (S)猫又01: えええ
[4960.150] (S)sjindoa: 年末コラボ楽しみ
[4960.228] nannan_s: ええ...
[4960.658] (S)tempest0709: いろいろね
[4960.661] (S)manakaito: リア充？？？
[4961.144] solomon_0219: 青鬼？？？？？
[4962.512] aokioki1: そなんや
[4962.617] makoto66: え？！
[4962.725] rioapr03: それはそう
[4962.812] (S)Ichigo_Strawberry15: あー
[4962.847] befehlmc: ええええ
[4963.645] masao0203: そうなんか
[4963.737] (S)khinmr: 年末マイクラ
[4964.453] しめざめ: あー
[4964.481] へいたん: 他の子と！？
[4965.282] issennasyou: ？！？！？！？！
[4965.585] なるか3: 別の楽しみ？
[4965.911] ayunosioyaki0223: あー
[4965.945] yubaharu: ええええええ
[4966.020] amcill: 年末マイクラ
[4966.846] 神崎立夏: ないんかーい
[4966.951] NORI25252: コラボ？
[4967.019] あるみ屋: コラボかな？
[4967.123] (S)きっこまん: あー
[4967.207] 宮々: 匂わせ(^_^)
[4967.562] (S)ポンゾウ: あーね
[4967.961] セデイト: お
[4968.226] nobume0v0: 楽しみ
[4968.299] tomomo252: そうなのか…
[4968.760] (S)ナラ抹茶: あー
[4968.959] sakasa_n: 楽しみだなぁ！
[4968.978] きるた: お
[4969.028] (S)猫又01: あーそうか
[4969.067] tora25_22: あー
[4969.391] (S)zakuro0609: 女?
[4970.790] rawalpi: おー
[4970.833] yutiy_25: お
[4970.962] 五色椿: 時期的にしょうがないしな
[4971.222] ドコサヘキサエン: 言い方
[4972.309] akiiroi: 誰よその女
[4972.519] 雪狐0143: お
[4973.009] nishina___: 何やんのか楽しみ
[4973.631] すいぺりあ: 動画頑張る時期だもんね
[4973.845] ag29999: おっ？
[4974.071] youkan_umai: 女だろ
[4974.281] yutiy_25: おー
[4974.430] (S)suiha_7: 深い
[4974.689] (S)らふれ: そりゃぁ、大物とね〜＾＾
[4974.828] (S)こんばんは1: 女！？
[4974.886] にんじん10: 女か
[4974.966] (S)ぽぷちやん: お
[4974.971] (S)okogeeeeeee: おー
[4975.473] (S)sjindoa: wwwww
[4975.996] _こっぺぱん: ふっか
[4976.596] kawaharaya: お！？
[4976.679] ayunosioyaki0223: radaoNayami
[4976.857] (S)Ichigo_Strawberry15: 女！？
[4976.925] kainn_1114: お
[4978.793] NORI25252: 深い！
[4979.114] yutiy_25: たのしみー
[4979.382] (S)khinmr: 女？
[4979.536] (S)moris1013: 女か
[4979.552] crow_d27i7: リア充すんのか
[4979.774] kurono1627: 年末コラボってこと！？
[4979.821] (S)okogeeeeeee: 誰よその女！
[4979.994] もねねん: 女！？！？
[4980.101] raynidayooo: お
[4980.952] kamimi339: www
[4981.037] さつまいもおいしい: お
[4981.586] befehlmc: お
[4981.674] kin0214: マイクラかな
[4981.862] (S)ポンゾウ: 青鬼やろ
[4982.071] _紅茶: 女ァ！
[4982.772] (S)suiha_7: 女かよ
[4983.153] 暗黙の緑茶: RADAKE！？
[4983.275] (S)そおお: 女ァ
[4983.983] (S)sjindoa: 気持ちだけで終わるなよ
[4984.094] トマト狩り: 女か
[4984.320] suiluf: 女！？
[4984.516] (S)をぺ: radaoNayami
[4984.556] (S)ナラ抹茶: 女！？！？
[4984.744] (S)haluto0225: まりこ？！
[4985.590] yutiy_25: おーー
[4985.819] tora25_22: 年末は休みたいと
[4987.034] yonku_2512: 女？！
[4987.143] uni_mm: 女か
[4987.271] (S)ばにら0115: リア充なったか
[4987.733] jhonnymorimori: お母さんと過ごすのか？
[4988.945] jasmugi: 女了解
[4989.863] kamimi339: 女？
[4989.890] (S)をぺ: 匂わせですか
[4990.410] yutiy_25: おお
[4990.555] 天色桜: 女ァ！？
[4990.764] (S)sjindoa: wwww
[4990.821] saikyo_9: まりこか
[4991.464] きるた: オンナね！？
[4991.835] (S)猫又01: 女？
[4992.467] くろざき: 女か
[4994.597] 梨一: 盛られたw
[4995.152] nishina___: マイクラってコト！？
[4995.395] rawalpi: まりこ？
[4995.898] 天色桜: 匂わせやめろ
[4996.339] せんせー達の遊び場: あけみ？？？
[4997.639] kurono1627: 女ァ！？
[4998.289] happasan88: イッヌと？
[4999.921] hotarusuki: まりこか
[5000.111] (S)ポンゾウ: おっかぁか？
[5000.930] you_28: まりこってこと？！
[5003.107] 雪狐0143: 女ですか？
[5003.943] yubaharu: くんくんくん
[5004.090] GrtaMin3: まりこ、、？、、？
[5004.145] second_date2: クリスマス予定あるってコト！？
[5004.870] amcill: まりこ？
[5007.678] (S)こんばんは1: 8でもすごい
[5008.266] makoto66: 毎秒でろ
[5009.303] (S)そおお: まりことデートか
[5010.335] 梨一: 8年も十分だけどな
[5012.185] minto13579: なっが
[5012.409] (S)himikokichi_06: おお
[5015.879] (S)ナラ抹茶: うおおおおぉ
[5016.892] jinkucky: 14じゃなかった？
[5017.452] (S)jima922: つよ
[5017.589] (S)sjindoa: おお
[5019.520] kin0214: 俺らを差し置いて誰よその女
[5020.358] (S)みそギン: すんご
[5020.606] a_mondoKojio: たのしみだねぇ
[5022.505] (S)zakuro0609: まりこ...ってコト！？
[5022.914] (S)猫又01: おお
[5026.831] yoshi__126: 三葉虫
[5029.183] crow_d27i7: 長いねぇ
[5030.065] yubaharu: おおおおお
[5031.134] mizuno0624: 14年くらいじゃなかったっけ
[5031.332] harusame55: 2008とかじゃなかったっけ
[5034.112] ちょーみん: やっば
[5036.404] (S)kamiusa1210: 14だよねー
[5037.564] you_28: 実況一筋14年！
[5039.390] (S)who_tawn: 弾抜けしてら
[5043.315] (S)yuzunyun: 最古参
[5049.491] (S)suiha_7: 蘭たん 三葉虫
[5051.186] ニコ丸0429: 蘭たんは14年よ
[5053.849] you_28: マイクラのブロックのようにコツコツと積み上げてきた蘭たんさん
[5069.234] ippannohato_18: 実況界の三葉虫
[5083.167] (S)yuzunyun: ゲーム実況という名をつけた男…
[5084.233] 梨一: ないす
[5101.149] okome_san__: なおナポリ最年少………
[5108.867] 梨一: らだおアビリティあんま使わんね
[5109.012] kawaneko01: わこらだ
[5122.142] y0281: !uptime
[5122.434] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 25 minutes 30 seconds 経過しています。
[5134.407] (S)猫又01: へー
[5141.777] mizuno0624: 65mって短いんだね
[5143.697] piller24: 位置の関係じゃね？
[5144.210] (S)khinmr: アークスター弱くなったよね
[5149.253] 梨一: なんでもある
[5151.646] muhak0000: 今北
[5157.032] jhonnymorimori: お肉屋さん
[5164.996] (S)tukumaro_91: 位置的に行ける距離より短い時あるよね
[5165.509] (S)お手軽炊飯器: ｗ
[5171.000] yubaharu: ww
[5171.342] 梨一: 土地www
[5171.511] (S)moris1013: でた土地w
[5172.713] (S)suiha_7: 今なんでもって
[5174.989] (S)猫又01: www
[5175.073] jhonnymorimori: 不動産界隈！？
[5175.368] (S)まふふうぃんぐ: 土地www
[5178.979] kamimi339: 土地？
[5179.880] てぃやんでい: wwww
[5181.909] yubaharu: 土地ww
[5182.658] (S)sjindoa: 土地？
[5183.960] 神崎立夏: 夢？
[5185.455] suiluf: 淫夢
[5185.684] 蛙田いぶき: 例のアレね
[5186.029] tukky1208: 今なんでもって？
[5186.878] koktheworld: 土地？
[5187.501] (S)猫又01: 不動産！？
[5187.546] tora25_22: あー
[5188.188] (S)himikokichi_06: 淫で夢ね
[5188.270] (S)きっこまん: www
[5189.509] rioapr03: あ-
[5189.685] (S)sjindoa: あー
[5191.133] jhonnymorimori: あー
[5191.371] (S)縊死: おっと…
[5192.031] sakasa_n: あ〜
[5193.160] (S)Ichigo_Strawberry15: まずいですよ！
[5193.383] mizuno0624: あ
[5193.570] あおいろあいりす: あ
[5194.145] (S)にゃんねね: あー
[5194.362] せんせー達の遊び場: 真夏のね
[5195.740] 神崎立夏: あ
[5196.902] world_kohaku: あー
[5197.013] (S)猫又01: あー
[5199.013] 梨一: 気になるw
[5199.080] (S)ポンゾウ: あ
[5199.106] rioapr03: お便りwwwww
[5199.330] (S)みそギン: wwwwww
[5199.816] kamimi339: 陰で無？
[5200.048] yubaharu: あー
[5200.189] (S)fuu_maru: wwww
[5200.406] ゆきとよ: ｗｗｗｗｗｗ
[5200.409] (S)nakihai556: wwwwww
[5200.582] ayunosioyaki0223: あwww
[5201.053] tukky1208: www
[5201.754] shiki_maru: wwww
[5201.920] なるか3: wwwww
[5201.925] (S)Ichigo_Strawberry15: すももんはチームから怒られたから
[5201.955] (S)mazirou: wwwwwwww
[5201.958] (S)こんばんは1: wwwwwwww
[5201.996] 神崎立夏: wwwwwwwww
[5202.767] (S)howlin_0: wwwwwwwww
[5203.672] (S)suiha_7: うわ
[5204.021] (S)moris1013: お便りwwwww
[5204.429] kenp1n_8: wwwwww
[5204.680] (S)Ichigo_Strawberry15: wwwwwwwww
[5204.888] (S)baberuboburu3939: wwwwww
[5204.889] (S)kiba_1129: あw
[5204.933] hatiti88: まずいですよ
[5205.339] jhonnymorimori: wwwwwwww
[5205.386] (S)そおお: www
[5205.729] (S)sjindoa: wwww
[5205.805] mikan_san: じゃけんね
[5206.466] (S)unavele_nobu: 淫で夢ね
[5207.524] (S)縊死: wwwwwww
[5207.794] (S)猫又01: wwwwww
[5208.054] (S)みそギン: お気持ちお便りwwwwww
[5208.720] (S)oli_liriri: wwww
[5208.902] (S)のこ木綿: www
[5211.353] kin0214: い●む
[5211.399] yubaharu: wwwwww
[5215.938] mizuno0624: wwww
[5217.085] rioapr03: u-nn
[5218.701] yoshi__126: お便りきちゃったｗｗｗｗｗ
[5219.227] cheaperes: ｗｗｗｗｗｗｗ
[5222.923] jhonnymorimori: おc
[5233.106] 神崎立夏: なす
[5235.623] (S)khinmr: クソエイム
[5255.994] (S)RBlue_Lyco: がんばえー
[5270.671] (S)suiha_7: ｗｗｗｗｗｗｗｗｗｗｗｗ
[5270.734] (S)お手軽炊飯器: ｗｗ
[5271.178] 神崎立夏: せやな
[5271.827] (S)himikokichi_06: www
[5272.572] rioapr03: wwww
[5274.192] (S)きっこまん: それしかwww
[5274.423] jhonnymorimori: wwwwwwww
[5276.384] (S)sjindoa: wwwwwww
[5277.110] 惰性さん: wwwwwww
[5277.150] yubaharu: wwww
[5277.469] ayunosioyaki0223: wwww
[5279.954] (S)猫又01: www
[5281.043] (S)Ichigo_Strawberry15: wwww
[5282.183] mikan_san: まずいですよ！
[5282.238] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[5282.464] makoto66: そうだよ(便乗)
[5284.429] (S)suiha_7: ♂
[5284.759] rioapr03: 乗ってて草
[5284.931] (S)oli_liriri: www
[5286.533] (S)Ichigo_Strawberry15: www
[5286.911] とんぼむ: 今日十五周年だよ
[5288.251] (S)baberuboburu3939: wwww
[5289.979] 神崎立夏: 焼いてかない？
[5292.179] (S)unavele_nobu: そうだよ
[5294.834] amcill: そうだよ
[5299.161] o_satou: そうだよ
[5305.589] makoto66: こ↑こ↓
[5306.273] 神崎立夏: あー
[5308.336] yubaharu: そえね
[5311.824] (S)Ichigo_Strawberry15: やりますねぇ！
[5315.320] たまごかけごはんさん: そうだね
[5316.762] ayunosioyaki0223: radaoOme
[5317.324] you_28: やりますねぇ
[5317.550] o_satou: やりますねぇ！
[5317.961] (S)ナラ抹茶: へー
[5319.032] rioapr03: wwwww
[5320.221] makoto66: やりますねぇ
[5325.152] (S)suiha_7: そうなの！？おめでと
[5328.176] 紗弥0926: おお
[5328.222] jhonnymorimori: radaoOme
[5328.640] イオです: radaoOme
[5328.873] mizuno0624: へー
[5329.228] crow_d27i7: おめでとうニコニコ 
[5331.352] cheaperes: やりますねぇ～
[5333.068] (S)猫又01: radaoOme
[5334.153] mizuno0624: radaoOme
[5334.686] (S)ばにら0115: radaoOme
[5335.379] (S)みずいろか: おめでたい
[5335.606] raynidayooo: おめでとー
[5335.994] (S)kiba_1129: radaoOme
[5336.239] yubaharu: おめぇ
[5340.022] rioapr03: なんか表とか色々出てたよ
[5340.280] souta0712likeblue: おめ
[5340.778] (S)ばにら0115: radaoOme
[5341.021] panndaman1: radaoOme
[5342.425] 神ちゃん: おめぇ
[5343.011] (S)nakihai556: radaoOme
[5343.169] amcill: (＾＾)
[5343.397] 雪狐0143: おめでとー
[5343.765] たまごかけごはんさん: おっめぇ
[5346.139] 神崎立夏: www
[5346.896] (S)moris1013: radaoOme
[5347.123] くろざき: おめー
[5348.591] わむじゅ: めでたいねぇ
[5348.821] (S)ばにら0115: www
[5348.829] (S)suiha_7: radaoOme
[5350.465] (S)poratto_0622: radaoOme
[5350.852] makoto66: ニコニコ最近見てないなー
[5352.122] (S)猫又01: なっつ
[5352.163] (S)ramune0310: radaoOme
[5352.238] らはぶ: 初期は完全にやってたもんな
[5352.553] のいたぬ: トレンド乗ってたよ
[5354.548] (S)スティコ: radaoOme
[5362.155] o_satou: 草
[5362.439] 神崎立夏: wwwwww
[5363.167] 梨一: いっちゃん！？
[5364.601] (S)みそギン: 誰？
[5365.758] 雪狐0143: wwww
[5365.823] たまごかけごはんさん: いっちゃん
[5365.899] shiki_maru: 誰？
[5369.588] tukky1208: 誰よその女
[5369.696] 哀れな人の子: 一郎？
[5371.799] yubaharu: 誰！？
[5372.154] (S)Ichigo_Strawberry15: 誰？
[5373.484] jhonnymorimori: 地元の友達ですか？
[5374.140] makoto66: 誰よその女
[5375.208] (S)moris1013: 幼馴染？？
[5375.916] (S)猫又01: 誰さん？
[5376.934] cheaperes: だれ？
[5380.835] 雪狐0143: 誰？
[5381.241] にわすずめ: 親？
[5382.079] (S)ららら0913: 誰よその女
[5387.285] (S)kyou2887: kyou2887 subscribed at Tier 1. They've subscribed for 7 months, currently on a 3 month streak! 
[5387.406] 湊ソラ: まりこの次にお前…
[5388.957] (S)toki__02: toki__02 subscribed with Prime. They've subscribed for 5 months! 
[5390.488] ニコ丸0429: いっちゃんって誰よ！
[5396.445] kin0214: う
[5396.942] おおさこ: どなた？
[5417.259] ちょーみん: トリテ？
[5418.333] (S)himikokichi_06: あ
[5419.099] 神崎立夏: あ
[5420.798] 梨一: え
[5422.299] ayunosioyaki0223: あ
[5424.570] mizuno0624: YouTubeとニコニコの話をtwitchでする男たち
[5425.605] (S)moris1013: あ
[5425.828] (S)みそギン: あ
[5426.036] (S)sjindoa: あ
[5426.164] cheaperes: え
[5426.351] (S)who_tawn: クソポータルw
[5428.475] yubaharu: あ
[5429.265] 惰性さん: a
[5431.787] (S)sjindoa: ラッキー
[5433.322] 紗弥0926: お
[5433.975] ちょーみん: ん？
[5434.551] (S)猫又01: あ
[5437.072] gaiantufan: あ
[5442.695] tukky1208: なんでやねんねん
[5453.769] とんぼむ: 歩いたせいでずれたんやろ
[5462.104] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[5463.127] (S)Sov1et06: Nemiy_ subscribed at Tier 1. They've subscribed for 5 months! わこらだ
[5468.851] 梨一: ないす
[5471.156] ayunosioyaki0223: radaoNice
[5471.470] ゆきとよ: ないすう
[5472.447] 紗弥0926: ないす
[5473.277] shiki_maru: ないすぅ
[5473.759] 神崎立夏: ないすー
[5473.766] みさお婆ちゃん: radaoNice
[5473.881] (S)baberuboburu3939: ないす
[5474.010] (S)moris1013: ないす
[5475.065] ruu_ha: ないすぅ
[5475.368] sunomono8: ないす
[5477.485] (S)nakihai556: ないすう！
[5477.761] kamimi339: ないす
[5479.672] (S)sjindoa: ないすぅ
[5480.555] (S)grapejuzz: ないす
[5480.915] 惰性さん: ないす
[5482.569] (S)Ichigo_Strawberry15: ないすー
[5484.639] (S)猫又01: radaoNice
[5484.734] befehlmc: ないすう
[5485.332] youkan_umai: ないすぅ
[5485.570] ちょーみん: ナイスーー
[5488.340] makoto66: いいねぇ
[5490.035] muhak0000: ないす
[5495.775] (S)きなこもち46: radaoNice
[5498.622] (S)yuzu0331: ないすぅ
[5503.323] (S)khinmr: ＋
[5506.203] 梨一: エリアのが大事
[5510.692] (S)ばにら0115: radaoNice
[5511.170] t_maguna: ＋だ
[5527.982] (S)who_tawn: 触っておけば勝手にエリアで死んでキルポ入りそうだけど
[5540.246] まここま: プラスだぁ
[5597.914] 梨一: 嘘つきだー
[5598.591] (S)ららら0913: おい
[5600.112] (S)ばにら0115: おい
[5600.502] nekoko28: おいw
[5600.977] shilva_0: わこらだ
[5603.336] wawafu2525: デュアルシェル取れば？
[5603.959] cheaperes: おい
[5603.969] (S)Ichigo_Strawberry15: おい
[5605.142] (S)猫又01: おい
[5606.152] (S)ららら0913: radaoKasu
[5608.796] yubaharu: おい
[5610.714] atuono: radaoKasu
[5610.953] (S)きなこもち46: おい
[5616.505] ちょーみん: マスティフのやつ強いよ
[5617.067] 惰性さん: oi
[5637.219] 神崎立夏: おー
[5637.504] 梨一: ないすー
[5638.190] (S)himikokichi_06: ないす
[5639.331] honehone_2: ないす
[5640.661] (S)moris1013: ないすー
[5641.372] jhonnymorimori: radaoNice
[5641.411] (S)who_tawn: 割れてるけどw
[5641.472] ruu_ha: ないすぅ
[5641.625] aiuro13579: デュアルシェルとろ
[5642.962] ayunosioyaki0223: radaoNice
[5644.385] あらんえむかーびぃ: うおおおおお
[5645.602] nekoko28: wwwwww
[5646.168] 梨一: 割れてるやつw
[5646.726] きょぴ: ｗｗｗｗｗ
[5647.193] kannkitu219: らっだぁってデュアルシェル取らないね
[5648.972] (S)suiha_7: ｗｗｗｗｗｗｗｗ
[5649.987] jhonnymorimori: うおおおおおおおお
[5650.783] (S)haru_anura: wwwww
[5650.793] honehone_2: wwwwww
[5650.917] ゆきとよ: ないす
[5651.494] (S)tempest0709: うおおおお
[5651.524] 哀れな人の子: できる漢はこれができる
[5651.778] kamimi339: www
[5653.163] youkan_umai: www
[5653.558] にわすずめ: wwwwwwww
[5653.798] まここま: 2人優しいwwww
[5653.990] (S)猫又01: うおおおお
[5654.594] (S)ららら0913: かけてんねぇ
[5655.556] 惰性さん: うおおおおおおおお
[5655.782] jhonnymorimori: 中古渡すな
[5657.082] (S)ららら0913: ｗｗｗｗｗｗ
[5657.110] yubaharu: wwwww
[5657.540] (S)Ichigo_Strawberry15: www
[5659.402] befehlmc: www.
[5660.486] ちょーみん: wwwwww
