[4.024] ゆかりんりん: わこらだ！！！！！
[4440.770] niku_aburami: おい
[4440.775] kosuke25252: ドラクエwwwww
[4440.820] kaesaru713: 88888
[4441.119] mattya157: ギカンスカヨ
[4441.375] gawrib: そっちかいw
[4441.407] shina1116: 888888888
[4441.589] (S)nonaru4637: 888888888888888
[4441.637] hanadango823: 888888888
[4441.999] 夢現: radaoGG
[4442.144] futunooryo: wwwwwwww
[4442.215] sein1204: wwwwwwwwwww
[4442.243] syuan_141019: 目と目があうー
[4442.418] momokiha: ８８８８８８８８８
[4442.425] (S)evolblackhole555: 888888888888888
[4442.838] mirucha_02100: 888888
[4442.998] (S)ちゃつう: 888888888
[4443.074] (S)岸戸百二: 888888888888888888
[4443.106] mikan_san: 8888888888888888
[4443.308] _イオ_: 888888888
[4443.345] (S)ryotamk_2: 88888888888
[4443.419] てとてと: 8888888888
[4443.482] rk_1200: 888888888888888888
[4443.498] kairodi: 8888888888
[4443.647] あしゅ_1127_: 888888
[4443.706] 甘酒大好き: 888888888888888888888
[4443.799] asa_0322: 8888888888888
[4443.838] miyazawasinpei: 8
[4444.117] ぱんだぁぁぁ: 888888888558
[4444.193] myunn_0121: ドラクエ？
[4444.276] koukoukoy: 888888888888
[4444.332] (S)らむ麦: ギガンテスやめろww
[4444.432] あーわ: 8
[4444.604] siiroda: 88888888888888888888
[4444.672] しめざめ: 888888888
[4444.907] (S)むむむくん: 888888888
[4444.984] (S)nacha_86: 888888888
[4445.047] omochi_uma_uma: 8888888888888888888888
[4445.089] fumi_8734: 888888
[4445.570] ut_ren: いいところにいたな
[4445.624] (S)MORIYA_37: 88888888888
[4445.645] (S)shige__maru: ８８８８８８８８８
[4446.081] stotyan: 88888888888888888
[4446.271] (S)8分19秒: 主催者ノリノリだなｗ
[4446.303] (S)ナナシ_: 888888888888
[4446.399] かがやきみけ: 8888888888
[4446.409] (S)ほのぼの: 888888888888888888888888888
[4446.430] maccha_dethtoroy: ８８８８８８８８８８８８８
[4446.583] oooooooooto: ８８８８８８８８８８８８８
[4446.614] ワタメル0324: 8888888
[4446.920] なななこな: ８８８８８８８８８８８
[4447.181] satouwaamai: 8888888888888888
[4447.196] (S)u_kurage: 88888888
[4447.311] (S)baruto837: 88888888888
[4447.395] miyazawasinpei: 88888888
[4447.515] 尉鶲: 8888888888888888
[4447.635] yamaziso: 8888888888
[4447.727] (S)犬ﾚ: 8
[4447.816] rona0525: 888888888888
[4447.825] kinari_iro_: 8
[4447.917] 469646: こっち見てーあぃ！？！ーー
[4448.415] aisathank: 88888888
[4448.416] futunooryo: 8888888888888
[4448.481] いよかんちょこ: ８８８８８８
[4448.800] dky_i111027: 8888888888
[4448.996] oooooooooto: 88888888888888
[4449.023] noguttyan02: 888888888
[4449.025] kiadaaaaa: ポケモンにあんなんいたよな
[4449.029] huku_mm: 8
[4449.065] inasaku1739: ピンク髪のやつをギガンテスって言ってるのかと思った
[4449.273] na_09123: 888888
[4449.355] (S)うもうくん: 888888888888
[4449.446] ritoreto: 888888888
[4449.477] 雪狐0143: 88888888888888
[4449.495] shimeno_n: 88888888888888888
[4449.559] (S)ナラ抹茶: 888888888888888888
[4449.709] namatamago427: 88888888888
[4449.724] ri_10_: 8
[4449.958] gawrib: 88888
[4450.291] (S)aina___10812: 88888888888
[4450.366] rona0525: 888888888
[4450.412] kitu2456: 8888888888888
[4450.505] 名無しの無し: 8888888888888888888
[4450.636] (S)nonaru4637: 8888888888888888
[4450.742] (S)鉛筆びー: 888888
[4451.657] _もちもち_: 8888888
[4451.748] binsen_0707: 88888888888888
[4451.753] hua_uoxou: 8888888888888
[4452.127] (S)遊島うゅじ: 88888888888888888888888888888
[4452.346] asaborake0408: 8888888
[4452.512] yakkora: 888888888888888
[4452.568] suke0423: 88888888
[4452.595] すいぺりあ: 8888888
[4452.668] lalam7784: その横トサキントいるよ
[4452.752] (S)りちゅる: 888888888888
[4452.932] (S)左手にきむ: 88888888
[4452.997] (S)tanaka_1025: 88888888888
[4453.155] sein1204: 888888888888888888888888888
[4453.180] (S)tomomo252: 88888888
[4453.297] Ruria00: 888888888
[4453.528] はぐりっと: 888888888
[4453.718] rona0525: 8888888888
[4454.470] mofu_0816: 88888888888
[4454.494] itigomirukolm: 88888888888
[4454.575] enku_game: 8888888888
[4454.728] bunchaan: 888888888888
[4454.753] (S)natsu_ren: 8
[4454.962] cocoron2525: 88888888888888888888
[4455.342] もぐつむり: 88888888888
[4455.646] riooooo_0815: 8888888
[4455.723] agrqua: 8888888
[4455.733] nagisa_0618: 88888888888
[4455.944] (S)masao0203: 8888888888
[4456.310] すわずし: 88888888888
[4456.611] ut_ren: 8888888
[4456.727] ギンナン: 8888
[4457.167] (S)らむ麦: 888888888
[4457.223] rona0525: 8888888888888
[4458.089] くろざき: 8888888888888
[4458.236] (S)mikuru_minto75: 888888888
[4458.601] エリンナイル: 8888888888888
[4459.015] nossisan: 888888888
[4459.781] am4kumo: 8888888888888888
[4459.873] acerolaaa3: 88888888888888
[4460.325] mimitomimi: 888888
[4460.534] kainn_1114: 8888888
[4460.716] rima_0128: 8888888888
[4460.724] suibotu_: 88888888888888
[4460.768] kokuki4565: 88888888888
[4460.975] (S)monhana1147: 8888888
[4461.038] nijinora: 88888888888888888
[4461.395] (S)ゆきゆた: 88888
[4461.749] mikan1185: 888888888888
[4462.747] nao2073: 88888888
[4462.807] (S)おの_レエイ_00: がちモンスターね
[4462.914] itoido: 88888888888888
[4463.014] o_neo: 888888888888888888888888888888
[4463.672] yuu_915: 88888
[4463.825] kiadaaaaa: 88888
[4463.935] (S)lesser2525: 88888888888888
[4464.500] amehuriyuudaci: 88888888
[4465.278] 燐だよ: 888888
[4465.434] (S)りちゅる: 888888888888888888
[4465.508] ama_iro_: 888888888
[4465.557] (S)u_kurage: 観客もクオリティ高いのいいね
[4465.759] hiperikam: なんか画面ズレてない？
[4466.601] mikotthi: 888888
[4467.928] negiwater0303: じんがいすきだね
[4468.162] おかりー: 888888888
[4468.568] yuudayo_: 88888
[4469.655] (S)sjindoa: 888888888888888
[4470.442] エリンナイル: いつもの
[4472.045] pipipinopi9966: 88888888888888888
[4472.116] koukoukoy: おおおお
[4472.656] (S)蕪木りん: トイレいけ！
[4472.915] (S)sjindoa: お
[4473.026] ritoreto: お
[4473.045] きのここ: トイレだあああああああ
[4473.046] acerolaaa3: シュレックは？
[4473.145] 夢現: 尿瓶
[4473.893] 縮緬雑魚: 今年のトイレ
[4474.011] (S)tsuM6G1_: お
[4474.146] teritama5: 混むぞ〜
[4474.501] そはる: かけこめー
[4475.856] tanuki_pan: うおおおおおおお
[4476.255] (S)ryo_ngz: いつもの
[4476.280] namatamago427: いつもの
[4476.420] tukky1208: お
[4476.651] 燐だよ: お
[4476.716] jam_ars: いつもの
[4476.955] (S)なつおよ: radaoToire
[4477.173] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[4477.192] miyazawasinpei: トイレだー！！
[4478.308] (S)なるか3: お
[4478.695] きのここ: いつもの
[4478.740] mikan_san: う〜トイレトイレ！
[4478.824] (S)yuna_aaaaaaaaa: いつものー
[4478.938] (S)yona_0724: お
[4479.212] 椋榎: お
[4479.774] vvakan: おーーーー
[4480.286] (S)鉛筆びー: お
[4480.454] siiroda: お
[4480.461] tumetai_kokoa: お
[4480.515] gaiantufan: お
[4480.543] pipipinopi9966: いつもの！
[4480.604] (S)u_kurage: いってら
[4480.674] (S)nashu_noike: トイレネタきたぁぁぁぁぁ
[4480.742] (S)yuujyuufudann: いつもの
[4480.777] (S)Zzz_jun: いつもの
[4480.972] (S)tsuM6G1_: radaoToire
[4481.037] ぷます: お
[4481.070] komitanara: 今年も混むぞ
[4481.166] kitu2456: お
[4481.268] (S)nonaru4637: radaoToire
[4481.301] ワタメル0324: トイレどこ？
[4481.370] 梨一: 今年もトイレだああああ
[4481.386] itoido: お
[4481.756] えんそ: お
[4481.897] asa_0322: いつもの
[4481.914] rinne_o0: お
[4481.987] satou_036: トイレ
[4482.234] jam_ars: トイレー！！！
[4482.358] suibotu_: いつもの
[4482.431] kashikii: お
[4482.499] (S)haru_383838: きたあああああ
[4482.511] mofu_0816: やっぱ人外には人外ってか
[4482.886] okome_san__: 魔女狩り好きでした
[4482.904] (S)shige__maru: o
[4482.980] (S)タクトン: 女子トイレ行くなよ
[4483.349] (S)ゆきとよ: おー
[4483.544] nagisa_0618: お
[4483.578] arasin2157: radaoToire
[4483.579] (S)MORIYA_37: お
[4483.791] かぁまま: トイレー！
[4484.105] pirarucu_0701: いつもの
[4484.139] kanikamadesu: いつもの
[4484.183] 雪狐0143: お
[4484.262] liangshi32100: いつもの
[4484.652] asa_0322: お
[4484.738] (S)mary611: お
[4484.999] minibanbi: お
[4485.407] (S)ナラ抹茶: おおおおお
[4485.529] (S)evolblackhole555: いつもの
[4485.974] (S)ryotamk_2: radaoToire
[4486.056] ayunosioyaki0223: お
[4486.089] (S)tarakobb: おい
[4486.427] (S)ゆきとよ: おい
[4486.591] (S)チュチュンバー: おい
[4486.611] きのここ: おい
[4486.704] や5: o
[4486.762] 神崎立夏: また女子トイレ？
[4486.765] hanadango823: お
[4486.909] 和泉ぴけ: トイレタイムきちゃぁあああ
[4487.114] えんそ: いつもの
[4487.124] ekurea1221: お
[4487.261] nobume0v0: 恒例のね
[4487.264] suiryuu_01: お
[4487.317] ritoreto: 外？
[4487.351] nossisan: トイレ！トイレ！
[4487.708] たっきーーー: おい
[4487.719] tukky1208: おい
[4487.732] riku0572: おい
[4487.740] piisuke0428: おい
[4487.792] ばんしぃ: おい
[4487.800] 雪狐0143: いつもの
[4487.908] (S)otux2_0205: おい
[4488.010] (S)なるか3: おい
[4488.053] てぃやんでい: おい
[4488.220] suibotu_: お
[4488.350] tonkatsu_3: おい
[4488.414] (S)あげあしとり: おい
[4488.478] すいぺりあ: radaoToire
[4488.505] (S)yoichimu: radaoToire
[4488.641] (S)けし_: radaoToire
[4488.732] panndaman1: お
[4488.924] さつまいもおいしい: お
[4489.015] hosiimonotane: え
[4489.074] kosuke25252: 会場言うな
[4489.118] (S)koromu_rom: oi
[4489.152] negishio___: お
[4489.161] (S)kiba_1129: おい
[4489.163] 咲虎: おい
[4489.178] teritama5: おい
[4489.285] tumetai_kokoa: いつもの
[4489.290] (S)evolblackhole555: おい
[4489.385] shiki_maru: おい
[4489.431] みな__: おい
[4489.470] エリンナイル: おい
[4489.504] (S)ねけめ: おい
[4489.717] kaesaru713: おい
[4489.719] (S)yuujyuufudann: おい
[4489.740] うどん兄さん: おい
[4489.823] (S)なつおよ: おい
[4489.915] アルマリン: おい
[4489.931] (S)ゆきゆた: お
[4490.142] (S)ruan_mt9: おい
[4490.168] キョムうどん: おい
[4490.294] なななこな: おい
[4490.346] (S)nonaru4637: oi
[4490.352] kenp1n_8: おい
[4490.379] yanoneko11299: ？
[4490.462] (S)こけしやん: あ
[4490.640] mitsuxx00: おい
[4490.643] (S)NORI25252: おい
[4490.713] haru_freezer: お前の家
[4490.718] rk_1200: おい
[4490.867] (S)tsuM6G1_: おい
[4492.012] 夢現: はい犯罪
[4492.013] (S)みそチョコ: おい
[4492.066] (S)うがら: おい
[4492.077] ayunosioyaki0223: おい
[4492.106] _ほたる_: おおおおおお
[4492.137] ワタメル0324: 遠くね？
[4492.162] 稚魚ちゃん: おい
[4492.216] (S)蕪木りん: おい
[4492.222] 雪狐0143: おい
[4492.277] (S)moris1013: おい
[4492.288] negishio___: おい
[4492.431] えんそ: おい
[4492.450] みりンゴ: おい
[4492.466] (S)sinahalo: おい
[4492.516] hoheto_168: おい
[4492.720] 礼紋: あ
[4492.815] 雪寺: おいおい
[4492.857] 19sheeps: おい
[4492.875] (S)おの_レエイ_00: おい
[4492.915] rona0525: おい
[4492.963] (S)taito001: おい
[4492.964] (S)MORIYA_37: おい
[4493.000] magaos_753: おい
[4493.014] (S)nonaru4637: おい
[4493.046] みぞれシロップ: おい
[4493.050] suibotu_: おい
[4493.334] (S)nqta_coconut: おい
[4493.411] (S)Zzz_jun: wwwwwwwwwww
[4493.424] (S)liri_san: おい
[4493.649] (S)tsuM6G1_: wwwwwwwww
[4493.874] komitanara: おい
[4495.034] hoheto_168: あ
[4495.094] (S)mikuru_minto75: おい
[4495.162] kurufu1022: おい
[4495.173] すわずし: おい
[4495.175] asa_0322: wwwwww
[4495.179] karasudayou: おい
[4495.331] (S)dia11313: radaoToire
[4495.356] (S)hendaizard: おい
[4495.477] fumi_8734: おい
[4495.541] kitu2456: おい
[4495.676] (S)とりーーも: あ
[4495.784] fenekkunnohito: おい
[4495.892] kainn_1114: おい
[4496.063] 神崎立夏: おい
[4496.100] (S)ゆりの花: おい
[4496.108] (S)うわ3: おい
[4496.256] liangshi32100: おい
[4496.644] (S)remon1503: おい
[4496.689] (S)baberuboburu3939: w
[4496.814] hanadango823: wwww
[4496.990] sakuraironohituji: 会場ってw
[4497.051] りろ31: おい
[4497.073] (S)あんころころもち: そとなの？
[4497.215] (S)タクトン: radaoTuuhou
[4497.281] (S)solomon_0219: おい
[4497.405] ama_iro_: おい
[4497.413] ruuno_1105: おい
[4497.591] exia_182: おい
[4497.615] (S)sayu2456: さらっと女子トイレ入るな
[4497.621] 甘酒大好き: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[4497.634] nao2073: おい
[4497.668] omoti1208: おい
[4497.825] 哀れな人の子: 犯罪者
[4497.924] (S)とりーーも: おい
[4498.098] oooooooooto: 少しは迷え
[4498.220] いよかんちょこ: おい
[4498.327] 椋榎: radaoTuuhou
[4498.474] kuusan2: トイレ部門
[4498.533] (S)そおお: おい
[4498.535] raia0717: い つ も の
[4498.603] らたき: は?
[4498.707] (S)けし_: うわ
[4498.742] (S)u_kurage: おい
[4498.932] Ruria00: おい
[4499.124] momokiha: 迷わず女子トイレ行くじゃん
[4499.180] kashikii: おい
[4499.318] gu_taranosuke: おい
[4499.423] (S)MORIYA_37: wwwwwww
[4499.446] rioapr03: wwwww
[4499.487] ミッシぇる: やばぁ
[4499.582] maccha_dethtoroy: wwwwwwwww
[4499.677] あしゅ_1127_: おい
[4499.685] (S)鉛筆びー: おい
[4499.690] yanoneko11299: おい
[4499.929] gaiantufan: おい
[4499.935] もぐつむり: おい
[4500.221] エリンナイル: ｗｗｗｗ
[4500.337] satou_036: お前ん家
[4500.343] (S)asona_c: おい
[4500.345] そはる: ｗｗｗｗ
[4500.415] noguttyan02: おい
[4500.612] riyuka_5439: 外に
[4500.856] riooooo_0815: おい
[4500.906] (S)のんんんん: １１０
[4501.065] koromoti1219: おい
[4501.117] itoido: おい
[4501.317] totoaidesu: おい
[4501.518] nagisa_0618: おい
[4501.639] tukky1208: もしもしポリスメン
[4501.876] ritoreto: おい
[4501.877] i_iiiiiip: おい
[4501.878] ekurea1221: おい
[4501.894] gawrib: おい
[4501.936] (S)あるとと: おい
[4502.023] dky_i111027: おい
[4502.027] ぱんだぁぁぁ: おあ
[4502.054] (S)うわ3: radaoToire
[4502.078] 角角家: あ
[4502.078] (S)tomomo252: おい
[4502.081] suke0423: おい
[4502.142] kurono1022: おい
[4502.143] (S)chun_taro2004: おい
[4502.247] (S)unavele_nobu: おい
[4502.515] raina_1215: おい
[4502.704] kanikamadesu: おい
[4502.713] (S)ゆきゆた: おい
[4502.721] panndaman1: おい
[4502.730] さたさた: おい
[4502.748] (S)chitan0: おい
[4502.755] sein1204: おい
[4502.824] mimipaadesu0428: おい
[4502.851] kurono1627: おい
[4503.048] yuu_915: おい
[4503.084] (S)evolblackhole555: 迷いがねぇ wwww
[4503.118] itigomirukolm: おい
[4503.139] (S)otux2_0205: radaoTuuhou
[4503.364] mameko_7: おい
[4503.605] ruu_ha: おい
[4503.664] アキレゐト: おい
[4503.846] みおん3078: え
[4503.882] beats_18942525: だと思ったよ
[4504.014] kashiwa_ppz: おい
[4504.105] きのここ: wwwwww
[4504.107] (S)ryo_ngz: 先客が
[4504.150] vvakan: ねずこｗｗｗ
[4504.301] tim_mikuria: おい
[4504.476] remiiiii_28: wwwwww
[4504.531] (S)うがら: 細てー
[4504.641] hoheto_168: おい
[4505.136] (S)ゆりの花: radaoTuuhou
[4505.228] (S)tsuM6G1_: おい
[4505.266] 46_ika: おい
[4505.322] ギンナン: あ
[4505.410] 夜絃: おい
[4505.637] binsen_0707: おい
[4505.647] mamed790312: 禰豆子w
[4505.659] (S)yoichimu: おい
[4505.740] rioapr03: 当たり前のように女子トイレ入るな
[4505.791] アストモ: おい
[4505.880] ワタメル0324: 迷わずいくな
[4505.915] yuimo_1823: www
[4505.967] asa_0322: おい
[4506.014] ztsk_v: おい
[4506.070] (S)レだん: radaoToire
[4506.099] (S)sjindoa: おい
[4506.124] (S)ナナシ_: 禰豆子かわいーーーん
[4506.398] はぐりっと: 100
[4506.464] (S)mary611: まっすぐ行くやん
[4506.477] (S)Zzz_jun: oi
[4506.525] 礼紋: radaoToire
[4506.595] _ほたる_: radaoToire
[4506.604] (S)masao0203: radaoTuuhou
[4506.758] (S)ちゃつう: ｗｗｗｗｗｗ
[4507.099] mimipaadesu0428: wwwwwwww
[4507.252] (S)ナラ抹茶: wwwwwwww
[4507.300] milk__lemon: おい
[4507.322] なななこな: うわ
[4507.323] かがやきみけ: 外なのか
[4507.379] kisaragimutuki: おい
[4507.426] (S)nonaru4637: radaoKasu
[4507.473] ぷます: おい
[4507.474] usopon526: おい
[4507.525] onapai: 真っ直ぐ女子べんいくなwwwwwwwww
[4507.549] (S)ryotamk_2: 禰豆子
[4507.581] kiadaaaaa: おい
[4507.602] meso_1001: おい
[4507.696] rona0525: wwwwww
[4507.810] (S)chun_taro2004: radaoTuuhou
[4507.837] puka_227: 失礼だぞ
[4507.896] (S)こけしやん: radaoTuuhou
[4509.084] (S)ゆきとよ: 迷わず行くじゃん
[4509.116] hanadango823: wwwwwwww
[4509.155] リライトパンダ: 当たり前のように女子トイレに行くな
[4509.210] ri_10_: おい
[4509.341] yowane0930: おい
[4509.398] はぐりっと: 110
[4509.412] すいぺりあ: radaoTuuhou
[4509.498] 梨一: 警備員さーん
[4509.558] (S)うがら: ｻｲﾃｰ
[4509.568] yadukikuroa: 女子トイレ!?
[4509.578] siiroda: なんかいたぞwwww
[4509.720] (S)らむ麦: 真っ先にいくな
[4509.757] 雪寺: でてけ
[4509.939] ayunosioyaki0223: wwwwww
[4509.960] hiromi131: おい
[4509.972] すいろ: wwwwww
[4510.164] 朔空_: ねずこかわいーん
[4510.176] (S)犬ﾚ: radaoTuuhou
[4510.207] mono_0114: おいカボチャの化け物
[4510.353] gu_taranosuke: 先客おったwwwwww
[4510.441] (S)nqta_coconut: wwwwwwww
[4510.650] rona0525: おい
[4510.807] (S)nakihai556: wwwww
[4510.942] (S)remon1503: おいwwwwwww
[4511.705] kairodi: おい
[4511.730] (S)ゆきゆた: wwwwwwwwww
[4511.771] ワタメル0324: www
[4511.839] (S)うもうくん: wwwwwwwwwwwww
[4511.965] 夢現: 御奉仕メイドたくさん
[4511.969] (S)tsuM6G1_: radaoTuuhou
[4511.982] (S)chun_taro2004: radaoTuuhou
[4512.040] 尉鶲: おい
[4512.177] omochi_uma_uma: wwwwwwww
[4512.195] アストモ: wwwwwwwwww
[4512.299] (S)りちゅる: おい
[4512.328] acerolaaa3: おい
[4512.442] gawrib: お巡りさん！ここです！！
[4512.556] (S)鉛筆びー: wwwww
[4512.613] (S)evolblackhole555: radaoTuuhou
[4512.916] minto13579: かぼちゃの貴重なおトイレシーン
[4512.919] 雪狐0143: さらっと女子トイレ入るな
[4512.949] nagisa_0618: wwwwww
