[30.309] 卯尾市場: DinoDance
[5250.225] (S)LooseDash: ちょっと前のどぐらさん髪長かったよね
[5251.704] (S)港区ザンギエフ: 胆力事件
[5251.994] handol_handol: やっぱどぐらさん最近若返りましたよね？
[5256.744] (S)acrofiora: 草
[5257.120] Dev9ru: 触れるなｗ
[5259.161] (S)nagi1ahavaki1: nagi1ahavaki1 subscribed with Prime. They've subscribed for 2 months! 
[5262.075] 闘劇のアルベルト: 住所 住所
[5262.815] toto3210119: ウメハラのマジレス
[5263.103] (S)vra_oji: 住所 住所
[5269.760] (S)よぞらかげ: いまだに実況でもいじられる胆力
[5273.021] (S)港区ザンギエフ: 住所言えや
[5273.313] ささみ橋: この時どぐらさん怖い人に見える
[5277.281] (S)鉄板: 鉄板 subscribed at Tier 1. They've subscribed for 13 months, currently on a 13 month streak! 
[5279.400] EZ_Eleonore: その横のKOGとの写真好きすぎる
[5281.087] (S)よぞらかげ: シャンプーだるいし
[5281.106] (S)vra_oji: これから暑くなるし
[5282.722] trick0918: 飽きる…？
[5283.989] kaeruseijin1008: 突然だるくなる ロン毛
[5284.983] ヒースシザリン: マゴさんもなんかおもろい
[5285.373] ぎんがさん: 短いほうがいいぞ
[5285.673] 蒼い人: 髪 紫にしないの？大阪やし
[5285.796] れなまる〇: その動画はでもパなさないとこの組あわせは勝てないよねって話だったような
[5290.425] (S)美濃屋善兵衛: めんどくさいよね 暑いし
[5294.514] sukehiro_z: ラーメン食べるとき邪魔
[5295.989] (S)港区ザンギエフ: 髪洗うのもだるいしよ
[5296.516] see_no547: ロン毛飽きるってか面倒くなる
[5301.159] akiravec: ロン毛どぐらさん今見ると違和感感じる
[5301.983] ryu_kirino: いきなり鬱陶しくなるはわかる
[5304.438] (M)墾田永年私財砲: 長いのよかった
[5306.394] trick0918: そりゃあそう
[5306.592] (S)よぞらかげ: 嫁は？
[5310.290] 闘劇のアルベルト: 短髪好き
[5310.802] しぼみ: 短い方が清潔感あるしな
[5313.445] ヒースシザリン: 手入れ楽やしな
[5313.717] (S)港区ザンギエフ: ある日ふと面倒になる
[5314.228] 呪縛衆: 丸めて見たことある？
[5316.704] (S)鉄板: 短い方が楽
[5317.808] てつやん: スポーツ刈り楽だぞ
[5320.715] (S)muzai0128: ぎゃっさんロン毛派じゃなかったっけ
[5320.946] (S)LooseDash: ぎゃっさんはなんていってんの？
[5322.549] こいける: ロン毛から髪の毛切ってパーマで前髪あったときもかっこよかったです！
[5323.933] OldTypeOji: 家族がいいならそれで。
[5325.751] hyuoshi: 今いい感じに見える
[5326.246] toto3210119: 今ぐらいのがちょうどいい
[5327.725] (S)田中脊髄剣田中: 顔にかかって鬱陶しくならない？
[5328.009] 芋之山: 釈迦さんとか似合ってるしな
[5332.926] (S)paps0423: 第２回CRカップの時の髪型めっちゃいい
[5333.571] (S)Ippo360: 戸愚呂弟みたいな髪型にして？
[5334.962] (S)港区ザンギエフ: 坊主はねぇハードル高いわよね
[5336.663] maychandeath: 清潔感あるなら
[5336.925] trick0918: あそうなのか
[5337.560] (S)美濃屋善兵衛: 坊主楽で良いゾ
[5337.811] ささみ橋: ロン毛でも格好良い
[5337.850] kaeruseijin1008: ほなロン毛でええか
[5339.304] (S)banseim011: 禊として坊主にするか
[5341.746] しぼみ: 嫁がロン毛派ならロン毛一択やな
[5347.347] 蒼い人: 昔の仲いい格ゲーマーと絡む配信とかやってほしいわ
[5348.872] oyassan5963: 坊主はめっっっちゃ楽やで
[5350.246] handol_handol: 去年ぷげらさんより前髪長かったのにぷげらさんに「お前はよ前髪切れ」って圧かけてたの意味がわからなかった
[5350.359] (S)たきこみ: 嫁さんロン毛派ならロン毛一択ね
[5350.468] (S)obiheart: 半分坊主にして立川、だいこく、おびの方ハゲ軍団に入ろ
[5355.062] toto3210119: 高校球児になるか
[5355.426] (S)acrofiora: 夏は暑そう
[5358.065] (S)mukubado2: 若い頃からロン毛気味だし長い方が見慣れとる
[5359.234] (S)dtnhr: みやびちゃんにヘアスタイル決めてもらおう
[5363.388] (S)mukubado2: こくぅ！
[5364.396] 楚々: こっここ
[5364.823] (S)よぞらかげ: ｗ
[5365.097] ドン坂本: www
[5365.542] sgthr7: kokuji3Chu
[5365.943] (S)港区ザンギエフ: カキッ
[5368.647] oyassan5963: こくいたぁ！
[5369.869] (S)LooseDash: うおおおおおお勝久勝久！！！
[5370.066] (S)ta3z_: おびさん？
[5370.096] (S)acrofiora: ｗ
[5370.994] onemoch: 代わりにごーちゃんかフェン様をロン毛にしよう
[5373.064] ねじゼリー: こくにぃ
[5374.706] kaeruseijin1008: まだちょっと細い？
[5375.544] 闘劇のアルベルト: 戸愚呂兄
[5375.638] (S)美濃屋善兵衛: こくぅ
[5379.485] ヒースシザリン: こく
[5381.767] (S)vra_oji: ゲーセン上がりだと大体ロン毛時代1回はあるイメージだけど、最近の若手はそういうの無さそうですか？
[5381.854] ささみ橋: 坊主って夏場直射日光でヤバそう
[5383.524] (S)港区ザンギエフ: 腕ほっそ
[5385.125] asaduke0206: こくにいとのラジオまだ？
[5389.855] (S)よぞらかげ: まちゃぼースカーレット
[5390.471] (S)LooseDash: ん〜ガビガビ
[5391.107] ryu_kirino: 他人事w
[5392.620] toto3210119: にょわっ
[5392.852] trick0918: 自分の話やん…
[5393.391] trialgabber: さっき映ってたどぐらさんがアレックスと肩組んでるイラスト良いですね
[5395.541] shyuing: 草
[5395.860] (S)美濃屋善兵衛: フードアクアの時代か
[5398.928] (S)港区ザンギエフ: ガビィ
[5402.281] (S)mukubado2: 懐かしの披露宴
[5403.585] 闘劇のアルベルト: ウメちゃん…
[5405.649] (S)dtnhr: ハラキリソニック事件
[5407.810] trick0918: なっつ
[5411.867] ida_pon: 今の腕と太さ3倍違う
[5412.248] hyperion0123: ジャージ・・・
[5413.616] (S)よぞらかげ: ＧＯちゃんおばちゃんやん
[5415.195] kangakus: ウメちゃんがスピーチの時べろんべろんだったやつ？
[5415.848] atamamiru: ウメちゃん酔っぱらった時か
[5416.456] (S)港区ザンギエフ: ウメちゃんがたぬかな怒らせた時の奴？
[5418.985] Dev9ru: ウメちゃんの服…
[5420.600] sannpann_twich: ウメちゃんどうして…
[5423.492] dandou09: GOちゃんのポーズ
[5424.436] ヒースシザリン: 嫁さんとは結婚何年目?
[5424.826] れなまる〇: 披露宴でやばいムーブしたやつとかいそうだなぁ
[5428.198] (S)mukubado2: 腹切りソニックの時はだいぶ酔ってはったん？ウメハラさん
[5429.370] kaeruseijin1008: ウメちゃんｗ
[5429.420] (S)あはとぽけ: うめちゃんの動画見たけど酷すぎて40分間まるまる笑ってたわ
[5433.794] see_no547: ウメちゃんベロベロの時じゃん
[5441.219] (S)鉄板: ウメちゃんどうして…
[5447.039] (S)美濃屋善兵衛: 披露宴を！？
[5449.689] にんど: 一回離婚してもっかい結婚するか？
[5451.468] にんど: 四角い
[5452.722] (S)港区ザンギエフ: あれがこの業界の顔とは思いたくないやつ
[5453.651] (S)acrofiora: どぐら
[5456.079] handol_handol: 次は誰が結婚するかな？
[5456.317] trick0918: なんで？
[5460.320] (S)LooseDash: KEI.Bさんだ！！！！！！
[5460.372] (S)港区ザンギエフ: ツンツツン
[5460.513] 蒼い人: ツンツツン
[5462.738] (S)mukubado2: わっか！
[5463.056] (S)よぞらかげ: 名古屋のシルエットクイズＢＮＢＢＮだけ一瞬でわかった
[5466.374] ささみ橋: ツンツツン
[5466.632] (S)LooseDash: わっっっっっっっっっか
[5467.736] oyassan5963: ホストやん
[5468.112] (S)kinokogidora: わっか
[5469.041] toto3210119: わっか
[5469.675] (S)鉄板: んっKEI.B
[5471.062] (M)墾田永年私財砲:  話を聞いたら、とある格ゲーマーの行動が予想以上に終わっていた件 https://t.co/YiuKW4Gwnx
[5471.336] (S)港区ザンギエフ: 誰やねんコイツはよ
[5473.100] れなまる〇: ホスト時代？
[5474.254] ヒースシザリン: ホストみてぇ
[5477.861] 楚々: ホストですやん
[5478.938] (S)鉄板: ホストじゃんねぇ
[5481.544] しぼみ: ワカスンギ
[5482.123] ポップコーンオブリガート: Cheer500 おめでとうございます！
[5482.758] (S)港区ザンギエフ: 売れてないホスト
[5483.112] 芋之山: ほっそ
[5483.661] (S)vra_oji: ぎゃっさんとの出会う前？
[5483.698] (S)LooseDash: 平成感すごい
[5486.622] trick0918: でもこれXのポストやん
[5487.371] にんど: このくらいのイメージはあるな
[5488.063] しぼみ: びくどん！
[5488.559] (S)happyhk: ホストの宣材写真にあっても違和感ない
[5491.249] (S)美濃屋善兵衛: 売れないホスト時代
[5493.280] akiravec: びくドン
[5493.877] (S)yukikaze083: ちょっとゼロストっぽい
[5493.954] 588461: 公園のところ！？？
[5494.252] handol_handol: これピースで何挟んでるの？
[5495.013] see_no547: びくドン！？
[5495.309] ねじゼリー: びっくりドンキーｗ
[5495.533] (S)LooseDash: びくドン びくドン
[5495.725] (S)港区ザンギエフ: なんでそこまで分かるねん！
[5495.985] EZ_Eleonore: よく覚えてますね
[5496.150] nyarlbini: びくドン びくドン
[5497.124] 闘劇のアルベルト: びくドンw
[5497.362] hyperion0123: よく覚えてんね
[5499.593] (S)mukubado2: びくドンでキメ写真撮ってんのオモロいな
[5499.720] (M)墾田永年私財砲: 二階建てになってるとこな
[5500.261] atamamiru: 大阪城の前ね
[5500.645] (S)田中脊髄剣田中: 草
[5518.443] kaeruseijin1008: 二階建てのびっくりドンキーなんかあるんだ
[5538.535] (S)よぞらかげ: 人に歴史あり
[5540.322] (S)港区ザンギエフ: 歴史を感じたね
[5540.872] 蒼い人: 後で格ゲーマーwikiみない？
[5542.124] しぼみ: これでどぐら史の単位もバッチリ
[5546.580] 闘劇のアルベルト: 人に歴史あり
[5550.400] trick0918: PS3見ない？
[5554.385] (S)LooseDash: 野崎良 人物
[5557.858] (S)港区ザンギエフ: 歴史を感じたかい？
[5563.270] 闘劇のアルベルト: 短髪にしよ
[5563.497] kaeruseijin1008: どぐら史の単位これで取れる ありがとうございます
[5566.099] toto3210119: さっぱり
[5566.500] 呪縛衆: ベガカットにしようぜ
[5568.191] hyperion0123: 写真撮っとかないとダメやね
[5568.871] (S)よぞらかげ: 思い切ってめっちゃ短くしたら？
[5569.647] ささみ橋: 後ろに娘さんの絵飾ってあるのとても良い
[5573.939] とかげドル: EDっぽくする？
[5575.418] (S)港区ザンギエフ: PS3事件を振り返れば完璧
[5576.093] ねじゼリー: 夏は結んでも束の部分が暑くなります
[5577.837] (S)高カロリー豆腐マン: こくとお揃いにするか
[5577.858] (S)美濃屋善兵衛: PS3は定期的に見たくなる
[5582.899] (S)kinokogidora: ベガの髪型にしようぜ
[5583.221] (S)banseim011: 髪ドピンクにしてみる？
[5585.219] atamamiru: オールバックとか
[5585.425] akiravec: 立川かて
[5589.364] (M)墾田永年私財砲: わかる
[5590.849] kaeruseijin1008: エドにしたらタチになっちゃうやん
[5594.676] 蒼い人: 格ゲーマー列伝 どぐら編
[5594.882] trialgabber: 立川ヘア
[5595.296] (S)よぞらかげ: めｔｔｔｔｔｔｔっちゃわかる
[5596.218] trick0918: そりゃね
[5596.489] (S)港区ザンギエフ: わかる
[5596.569] ryu_kirino: わかるw
[5598.835] (S)mukubado2: ムレムレになっちゃう
[5601.139] 芋之山: 中刈り上げにするのええよ
[5601.482] しゃうろ: ｗｗｗｗ
[5605.378] momomopepepe: AKIにしよう
[5606.226] Dev9ru: ツーブロは？
[5606.793] れなまる〇: だからけっこうくくってる子いる
[5607.947] (S)鉄板: がっつり短くしてみるとか
[5607.962] 楚々: ベガの対戦動画ってもうしゃぶりました？
[5609.896] hyperion0123: ブロック入れてても暑いん？
[5610.472] inehan: 髪乾かすのだるい
[5610.957] okojo1991: 全部剃ろ？
[5613.267] (S)vra_oji: 汗疹なります
[5617.369] (S)LooseDash: それいやで髪伸ばさんわ
[5619.014] (S)kinokogidora: エド使ってるとタチに見えるからoutfit3にしてるわ
[5620.589] sakaguchi_i: どくらさんって何で髪の毛伸ばしてるんですかー？
[5620.665] (M)(S)まめスパ: 動画にしてます。
[5620.914] ヒースシザリン: ザンギみたいにするか
[5622.012] しぼみ: 子どぐは将来画家かデザイナーやな
[5622.039] ﾃﾄﾗﾝ: ストリートビュー配信もまた見たい
[5624.993] humi_akira: テクノカットにすっぺ
[5625.026] toto3210119: 夏の坊主本当に楽
[5627.918] (S)dtnhr: ちゃっとね
[5628.375] 呪縛衆: 圧
[5628.764] (S)よぞらかげ: 発生23fめっちゃ笑ったわ
[5629.499] 芋之山: ちゃちゃっと
[5630.230] (S)鉄板: 作業中
[5630.610] ささみ橋: さすまめ
[5632.142] atamamiru: さすが
[5632.353] (S)acrofiora: おー
[5632.562] (S)LooseDash: 刺されるって！
[5633.608] (S)港区ザンギエフ: ちゃちゃっとな ちゃちらっと
[5635.061] 蒼い人: ちゃちゃっと
[5635.272] arugado: ありがと〜
[5635.544] (S)acrofiora: さすが
[5635.572] しゃうろ: ここ最近夜暑いし余計に
[5635.804] 楚々: 圧 圧
[5636.392] れなまる〇: いつもありがとう
[5638.210] (S)港区ザンギエフ: 偉い
[5639.227] (S)あはとぽけ: よくよく見て思ったけどどぐにゃんデコ広くない？禿げる？
[5640.428] (S)kinokogidora: ありがとーーーー！
[5640.563] (M)墾田永年私財砲: もう上げるよの職人感
[5642.210] kaeruseijin1008: まめスパいつもディゲンヌ
[5642.779] 玉兎86: まめスパいつもありがとう
[5643.215] モドキ: しごとはやい！
[5644.402] okojo1991: 坊主にしよ？
[5645.957] (S)vra_oji: 「いや、刺す」
[5649.029] ごや58: マンバン風どうでしょう
[5651.360] 闘劇のアルベルト: まめスパいつもありがとう
[5651.577] hyperion0123: まめスパいつもありがとーーー！
[5652.036] 楚々: 豆ス
[5655.217] banana_3200: コマンドのやつも見た？
[5657.739] (S)港区ザンギエフ: それはそうとクソキャラ列伝総選挙の動画はいつ上がるんですか？まめスパさん
[5657.740] 芋之山: 髪染めないん？
[5658.249] (S)acrofiora: まめスパほんとありがとう
[5659.081] ヒースシザリン: まめスパいつもありがと〜
[5661.212] 楚々: まめスいつもりがと～
[5662.137] 紫ゆかり: 後退はしないんだ
[5662.623] (S)acrofiora: そういう人はいる
[5663.695] (S)鉄板: もともと広いだけか
[5664.382] (S)shi_a__: 切るのめんどくさいからバリカンの道へ進みました
[5664.516] xxzoids: デフォルトかあ。
[5667.789] れなまる〇: ロンゲ時代もあって変わってないなら大丈夫じゃね
[5667.807] 呪縛衆: 若ハゲってこと！？
