[10.996] jSTARszn: tykwonNOWAY
[6250.693] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[6264.453] (S)イエール: なんかありそうだけどなんもない、それがサガ。
[6280.171] tsubomaru: アイシャだね
[6282.908] tsukikage_saga: よく覚えてるね
[6291.250] (S)monpiipop: ww
[6296.279] isekai7153: リベンジしないとね
[6296.553] natoooji: おれロリコンだからアイシャすき
[6306.984] (S)ましゅダヨ: ほんとに思ってる……？
[6307.668] (S)イエール: クリスタルレイクで喰われた魚ども
[6309.686] veronica_ash: まーじでBGM
[6314.652] sh1zuku716: 斧きちゃう
[6321.012] pugya7: 斧
[6324.113] isekai7153: ですよね
[6326.526] zazzzzzzzn: あ
[6326.834] tsubomaru: どっちも得意
[6328.084] (S)蟹右手: 巨石遺構、西洋RPGにありがち
[6328.361] (S)イエール: 手斧！
[6328.504] kame277: ウメちゃん好きそうなキャラ
[6329.283] tsukikage_saga: 斧
[6330.176] v_harumi_v: 渋かっこいい
[6330.901] mukade3: でしょうさｗｗ
[6330.902] あり0221: ホークと言えば斧よね
[6331.476] (S)meat114kg: 斧
[6332.875] sh1zuku716: ん
[6336.593] (S)monpiipop: 斧ｷﾀｰ
[6337.151] (S)イエール: 小せえw
[6341.968] tsukikage_saga: ちゃんと片手斧だ
[6343.280] (S)jinkun80: ガラハドなんでハゲなのw
[6345.682] pugya7: ｗｗ
[6346.550] v_harumi_v: シャーーってくる
[6349.127] spike1220: 高速ナブラまだ？
[6350.285] (S)noriyuki3: 名前ビーストなんだww
[6350.453] (S)maya_g01: ｽｯ
[6350.855] erukima: 斧好きすぎｗ
[6351.059] (S)ましゅダヨ: はやー！！！！
[6353.506] veronica_ash: バーバラは素手
[6355.124] ういっちょ: ドライブラッシュ
[6357.644] ~MISSING_COMMENTER_INFO~: ガラハゲだからです
[6358.180] (S)ましゅダヨ: トラウマなります
[6361.028] roytaly: ブレードロール覚えるまで斧みたいなプレイしてたわ
[6370.463] prisira: 斧は大好きだよでもスピアマン
[6383.968] あり0221: 弓も使い勝手良いよ。クローディア辺りは初心者におすすめ
[6388.721] おひとつ: 斧を"こう"
[6390.629] moyashi117: やばいやつだ
[6391.165] (S)ましゅダヨ: いたい
[6391.924] pugya7: おげき
[6393.309] (S)イエール: うおお
[6395.778] shibaponz: 相手もしかしてファランクスか？
[6398.047] マイネームイズアキラックス: 細剣の方が強いけどね
[6398.093] kuniyoshi8: 堅そう
[6400.831] (S)ましゅダヨ: 突然来る
[6407.525] (S)蟹右手: 出し惜しみはなしだー
[6416.465] (S)イエール: アイイイイイ
[6418.811] (S)ましゅダヨ: ないすー！
[6421.815] toro0524: アールさん？
[6422.451] y_proto: 斧の勝ち
[6423.728] (S)moppu_gake: 欲張りさーん
[6426.377] yking0122: 最終試練
[6430.974] (S)meat114kg: ああここか
[6439.552] kuniyoshi8: ありそうな穴開いてんのにｗｗ
[6441.549] roytaly: わくわくするねぇ
[6445.052] (S)moppu_gake: ウメちゃん楽しそうで嬉しい
[6447.009] enuemu3: なんだろあれ
[6450.570] あり0221: ミンサガは知力下げる技が超強い。イドブレイク辺りないとあいつに詰む
[6468.014] natoooji: 敵ランク上がったな
[6470.049] (S)ましゅダヨ: ああああ
[6473.925] (S)イエール: つえー
[6479.765] (S)イエール: ぐべっ
[6480.138] roytaly: 強いやつだと技覚えやすいっていう神システム
[6480.905] prisira: ランクあがったぽいかこれ
[6487.543] (S)ましゅダヨ: かすみ二段なつかしすぎる
[6491.963] あり0221: ちょい上がったと思う
[6495.775] une3333: 名前がいいですね
[6496.038] (S)noriyuki3: このゲーム何も知識入れないでやると数回詰むよね
[6497.606] tsubomaru: 弓使い欲しいな
[6504.382] 残り8万: 弓ほしいね
[6504.895] banana0520: ホークかっこいいな
[6511.587] マイネームイズアキラックス: クローディア仲間にする？
[6515.163] yking0122: 詰んでしまうのもサガなんや
[6523.005] (S)イエール: ハッピーな曲やで
[6531.807] あり0221: なんとなく進むんだけど詰んだ感する時は何回も味わうね。ドラクエ型のプレイスタイルの人は苦労する
[6536.588] ういっちょ: サイセチ！
[6566.894] ぺりかんん: さすがにね
[6569.097] kahaku91: ピッピピ～♪
[6579.020] roytaly: 金とジュエル
[6582.349] (S)meat114kg: 金！金！金！
[6584.228] (S)イエール: 😗♪
[6590.795] (S)ponponguripon: かねかねー
[6592.952] gorogorogorn: soushihanKane
[6595.116] ういっちょ: マゴ
[6595.154] (S)イエール: 二ザム
[6595.461] renthe_invorker: W
[6598.891] yking0122: アイシャ
[6599.634] buretan555: マゴさん？
[6599.872] moyashi117: マゴさん？
[6599.894] natoooji: アイシャ
[6599.923] (S)ましゅダヨ: マゴ
[6600.476] ぜりっぴ: ｗｗｗｗｗ
[6600.548] sh1zuku716: 愛車？
[6600.891] prisira: 族長はセーフか？村長は許さない
[6601.415] ニル太郎: マゴさん
[6601.504] Jam10505: もうボケてるだろ
[6603.089] (S)イエール: にゃん師か
[6603.340] toro0524: マゴ
[6604.381] gorogorogorn: メイゴウ
[6604.717] (S)meat114kg: マゴ
[6604.977] tsukikage_saga: すみません、マゴしりません
[6605.589] sh1zuku716: マゴさん
[6607.165] v_harumi_v: マゴさん？
[6608.409] (S)jinkun80: マゴさん
[6608.553] enuemu3: mago2dEgao
[6611.037] usamaru10mif: 私が町長です
[6614.614] bunbun0880: 林
[6615.427] ぐぐっす: ケンちゃんがね
[6619.823] (S)イエール: 賢良
[6622.031] prisira: 町長かｗ
[6622.841] erukima: mago2dgod
[6623.932] west_dogs: アイシャ
[6626.037] あり0221: 林賢良
[6632.101] sh1zuku716: マゴって誰だよｗ
[6637.985] isekai7153: うんうん
[6638.222] (S)ましゅダヨ: かっけー！！！
[6641.130] rm_rf__: PTっぽくなってきたな
[6646.526] (S)イエール: カットイン！
[6650.794] usamaru10mif: イトケンBGM
[6656.562] renthe_invorker: 気付き
[6663.524] (S)ましゅダヨ: やっぱ声って大事だなぁ
[6664.083] gorogorogorn: 不吉なマーク
[6667.139] pyamaaaa: ウメちゃんがミンサガ！？
[6667.222] natoooji: チェーンバトルしないな
[6669.708] tsukikage_saga: どっかで自分のかかってる状態みれたような
[6684.077] (S)ましゅダヨ: せつめいし
[6688.029] rm_rf__: なるほど！
[6688.510] (S)ponponguripon: 説明ありがとー
[6689.252] une3333: 説明おじさん出てきた
[6689.259] v_harumi_v: と呼ぶ！
[6692.419] 残り8万: 過激とよぶ
[6694.451] あり0221: 説明しよう！
[6696.006] (S)ましゅダヨ: ありがと博士ー
[6696.713] 404エラー: 説明しよう
[6698.140] (S)meat114kg: 600！
[6698.694] (S)イエール: おお
[6701.985] ahum108: 説明しよう！
[6703.043] isekai7153: 天の声
[6707.808] (S)イエール: なんか不吉であ？
[6710.961] natoooji: ハヤブサキャンセル
[6711.811] (S)イエール: umeYay
[6715.321] ~MISSING_COMMENTER_INFO~: 梅原さん、ミンサガには武器にスタイルというものがあって、閃き判定時に武器の同スタイル技以外は閃きのキャンセルが入ることがあるので、武器屋でスタイルを万能型にすると全ての技をキャンセルせずに閃くことができます。ただし武器の性能は弱くなります。これはシステムの話なのでネタバレではないと判断しコメントさせて頂きました。
[6716.570] yking0122: 死んだｗ
[6719.684] (S)イエール: アイイイイイ
[6733.673] (S)イエール: 急に長文アドきたww
[6738.780] 22barbarossa: トイレ行ってる間にトカゲが海賊になってる
[6739.673] あり0221: この敵無理だろと思ってたのに閃き次第で突破できるバランスが神
[6740.178] sh1zuku716: 説明来た
[6748.754] 残り8万: 説明しよう!
[6753.190] matsukaze: このゲームアドバイスやりだしたらきりないよ
[6754.958] tsukikage_saga: まー長文じゃないと説明できないやつだからなｗ
[6757.993] naginagi99: 長文はわく。説明おじさんは突如あらわれる
[6758.032] ギアふっしー: ボイスつけてこい
[6758.964] gorogorogorn: 説明しよう！
[6771.662] aserran: Music is amazing
[6773.038] Jam10505: このゲームシステム面複雑すぎるから適当にやったほうがいいよ
[6773.166] rm_rf__: なるほど
[6774.537] (S)ましゅダヨ: キャンセル入っちゃうんだ
[6778.717] roytaly: とくに気にせず
[6780.291] law240: @aserran yep
[6783.938] west_dogs: これを万能型スタイルと言う
[6784.271] (S)noriyuki3: まぁこのくらいはいいね、何が強いとか言い出したら終わりだけど
[6789.180] kiton_taichi: システム面の説明は難しい
[6791.484] renthe_invorker: そんなんも自分で気付いたほうが楽しいんちゃうー？
[6795.996] ~MISSING_COMMENTER_INFO~: お金はかかりません
[6799.297] (S)jinkun80: 説明しよう！
[6801.415] nobunobu312: 金はあるんか
[6803.821] sh1zuku716: かからないって
[6805.473] natoooji: なんか拾わなかった？
[6806.173] (S)蟹右手: クラスとかアビリティとかもいきなり色々あってよう分からん
[6812.409] fuan4444: まあサガの攻略って大半説明不足とマスクデータだから微妙なとこやな
[6818.228] meslon1203: 金、金、金！
[6829.750] あり0221: 説明書読んでないと気づきにくい部分だからおkだと思う。結構ウメちゃん飛ばして遊んでるし
[6841.923] ぜりっぴ: ｗｗｗｗｗ
[6843.425] (S)monpiipop: ww
[6849.066] (S)イエール: ぎゃ
[6849.622] (S)ましゅダヨ: ww
[6850.674] gorogorogorn: 殺しにいくｗ
[6850.802] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[6853.598] ういっちょ: めっちゃ閃いてる
[6854.461] (S)イエール: しびれていくぅ
[6858.536] ポンポン: ダイゴが言うなら間違いない
[6858.809] (S)ましゅダヨ: 俺から行く
[6861.409] ~MISSING_COMMENTER_INFO~: そうですね、性能が下がる分、すべての技を閃けるので閃くまでは万能型にしておいて、ある程度揃ったら好きな単一スタイルにすると性能は戻ります
[6861.680] (S)ましゅダヨ: wwwwww
[6862.955] ahum108: ヒラメ筋
[6864.530] 是ヒ: 紙の説明書読みてえ
[6866.482] (S)蟹右手: くそでかいやつ？
[6873.800] (S)nakao1976: サーベルタイガーハンター
[6877.322] (S)イエール: なんだっけ、メガテリウスみたいな名前だっけ？
[6892.020] v_harumi_v: メガテリウム？
[6895.467] mikaze0001: このゲーム、攻略本すごい分厚そう
[6896.422] west_dogs: ミンサガの説明書分厚かった記憶がある
[6897.457] fuan4444: システム多いゲームは電子説明書相性悪いな
[6899.606] sh1zuku716: ミンサガの攻略本持ってるけど辞書並みの太さだよ
[6900.563] あり0221: そろそろイベント発生させたいね
[6905.864] ういっちょ: 攻略本めっちゃ厚いよ
[6906.180] yking0122: 武器スタイル変更って200だか400くらいかからんかったっけ
[6913.288] mg_mahiru: サガ系自体初めてなのかな？
[6917.058] fuan4444: アンサガは攻略本が説明書
[6917.475] (S)イエール: 筋斗雲みたいに呼ぶやん
[6924.342] ~MISSING_COMMENTER_INFO~: クリスタルシティなどにある武器の改造ができる武器屋で交換できます
[6945.885] Jam10505: 今やべーのが歩いてたな
[6949.381] あり0221: ロマサガ1と大分システム違うからしょうがない。
[6966.735] yking0122: 宿屋の隣
[6968.396] ~MISSING_COMMENTER_INFO~: 宿屋の隣の武器屋です
[6969.403] ~MISSING_COMMENTER_INFO~: aaaaaaa
[6971.965] kiton_taichi: 武器屋
[6976.683] gorogorogorn: 説明おじが一杯見守ってるよー
[6979.113] shinra0721: ミンサガのアルティマニア700P近くある
[6981.878] ういっちょ: 手元に攻略本あるから今確認したけど全671ページだった
[6982.385] y_proto: 昔はアルティマニアとか読むの好きだったな
[6982.995] ~MISSING_COMMENTER_INFO~: それです
[6983.883] kiton_taichi: そこ
[7000.167] ~MISSING_COMMENTER_INFO~: モード調整で万能型です
[7000.392] あり0221: それ
[7001.496] kiton_taichi: それ
[7002.282] west_dogs: ps2、初代psって攻略本が一番最盛期なのかな
[7004.986] (S)meat114kg: これか
[7005.501] (S)ましゅダヨ: アルティマニアとか買ってたなあ
[7014.184] ~MISSING_COMMENTER_INFO~: それでおｋです
[7014.295] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[7017.475] isekai7153: ええ
[7017.717] ぜりっぴ: あ
[7017.854] すいそう: ご飯食べながら見るウメちゃんのRPG最高や
[7019.612] 是ヒ: ｗｗｗｗｗ
[7020.100] ういっちょ: 2金
[7020.343] sh1zuku716: ２円
[7021.828] (S)meat114kg: ｗ
[7022.116] (S)ましゅダヨ: あ
[7022.483] v_harumi_v: ２円！
[7022.560] (S)蟹右手: 攻撃性能が9から7に
[7022.868] (S)sai927: umeYay
[7023.204] (S)monpiipop: ww
[7023.938] (S)noriyuki3: 厳しい〜
[7023.996] (S)イエール: おいー
[7024.156] enuemu3: www
[7024.355] chamomile21: ２円ｗ
[7026.479] kame277: ケチ
[7027.518] isekai7153: おこ
[7028.996] あさつき教: 2円は大きい！
[7029.466] (S)nakao1976: タダやなかった
[7029.467] ぐぐっす: 貧乏が悪い！
[7030.632] gorogorogorn: 手数料
[7031.613] ~MISSING_COMMENTER_INFO~: 2円は大目にみてくださいｗ
[7032.869] あり0221: 346円しかないから2円も貴重なんだわ
[7033.680] kahaku91: 世の中金よ
[7033.770] vaio_95: けちんぼ
[7034.483] ぜりっぴ: うそつき！！！！！
[7039.752] derwace_lifolve: まぁ2だから四捨五入で0で
[7040.506] enuemu3: 貧乏が悪いんだ😭
[7042.797] mg_mahiru: 2円かかるぅ
[7049.240] buretan555: 貴重な2円ががが
[7055.939] あり0221: 貧乏って辛い😭
[7059.431] ahum108: ボランティアじゃないんで
[7060.837] yking0122: 金かかるけど武器強度もあげたほうがいいよ
[7076.251] (S)ましゅダヨ: 貧乏つらいね
[7081.737] ~MISSING_COMMENTER_INFO~: 武器の価値によってかかる料金がかわりますが、スズメの涙程度です。変更してくださりありがとうございます。これでより楽しめると思います
[7086.833] sh1zuku716: バーバラの目的ってなんなん？？
[7088.111] あり0221: あ、ここ嫌い
[7095.547] (S)蟹右手: ゲラハも最近人間が嫌いになったよ
[7099.021] (S)イエール: ほほう
[7099.848] (S)jinkun80: 南国かな
[7115.487] (S)イエール: ゲラハは最近とあるパーティにクビにされたからな
[7125.031] silacamision: 五目寿司、 かつぱ- o.0
[7126.352] v_harumi_v: ダメ
[7126.432] ぜりっぴ: ｗｗｗｗｗ
[7129.462] (S)ましゅダヨ: 上から
[7129.470] あり0221: 偉そうにモブのくせに！
[7129.643] roytaly: 名無し
[7131.363] ~MISSING_COMMENTER_INFO~: ダメ
[7135.054] (S)ましゅダヨ: ダメー！
[7135.154] ギアふっしー: 上から目線
[7138.875] (S)イエール: ウメブラウン
[7140.735] (S)kokushimusou1600: が、ダメ
[7141.560] kurone_2022: ダメってどういう回答だよｗ
[7149.368] nnmdfs: モブも全部喋るのはすごいな
[7152.314] 小鋒___: LUL
[7155.805] 小鋒___: SeemsGood
[7160.611] ~MISSING_COMMENTER_INFO~: エルマンを術師にするのがいいかと
[7163.778] sh1zuku716: エルマン？
[7164.007] あり0221: 誰でも覚えれるってか全員に魔法使えるようにするのが良いよ
[7165.115] west_dogs: 義勇軍のセリフで進行度がわかるよね。なつい
[7168.763] erukima: ノウキンええやん
[7169.238] isekai7153: ずっと金欠
[7169.508] sh1zuku716: エルマンに覚えさせない？
[7170.790] (S)ましゅダヨ: 力isPOWER
[7175.160] suupu: 脳筋ウメちゃん
[7175.275] natoooji: イベントクリアしないとたまらないよ
[7175.336] tsukikage_saga: お
[7181.001] (S)meat114kg: 誰か術氏適正あるならそいつ育ててもいいかも？
[7181.836] EaeBrunex: 12 raiders from EaeBrunex have joined! 
[7185.259] kame277: ぼやぁ
[7187.854] (S)蟹右手: 黒ギャルじゃん
[7189.416] ahum108: でっか
