[15.229] 熊ビッグベアー: 1gett-!
[10364.073] porcupinepine: しゃーないｗ
[10364.295] (S)poto2panapa: アーケドは8ボタンやないんか？
[10371.993] market_fujisaki: 不公平ww
[10388.617] (S)gameinntwitch: ヒトボのボタン＋レバーのアケコン発売してほしい
[10400.796] (S)kazukitaiga: もうあるぞ
[10409.413] (S)King_Fuudo: え？あるよ crossupで検索しろ
[10413.034] tabibitox: えいたの時代きた？
[10414.292] ddsato316: えいたやーる
[10415.583] porcupinepine: 知識はなくても頑張ってる
[10415.832] nonsugar_436: クロスアップってやつがヒトボ社から出てるけどcpt精神に反している
[10415.929] (S)gameinntwitch: え
[10419.649] o_gasawara: 増設
[10434.965] sndkzfm1: 変な箱がますます変な箱になるな
[10436.518] iguchiill: 精神に反してるのか
[10440.822] poyoyon915: 別に大会でないなら使えるけどな
[10441.132] hojihojidx: えいた王朝
[10443.232] あり0221: 今のアーケードはパッドもあるんやない？
[10444.874] kiraku08: えいた君強い
[10447.621] (S)Tetsuya5963: 激アツで草
[10452.541] nonsugar_436: レバーじゃなくてクソデカアナログスティックみたいなの開発すれば大丈夫だけどデジタル→アナログはダメ
[10453.913] seiji141141: DOAコンって選択肢もあるあれは精神に反してない
[10455.777] 立川: 梅さんもやります？w
[10457.415] 辛めのジョニィ: パッド勢もおるやろ
[10458.306] tabibitox: クロスアップのレバー部分がアナログコントローラーならセーフだった
[10465.233] pettan_omochi: キメラコントローラーだねぇ
[10467.333] オーシタ: ガチくんのレバレスほんとキモい
[10485.442] kiraku08: kiraku08 subscribed with Prime. They've subscribed for 44 months, currently on a 3 month streak! 
[10494.646] (S)King_Fuudo: あの目玉みたいなボタンが密集してるのはキモイよな
[10494.805] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[10496.477] (S)れんぞね: クロスアップで1個ボタン潰せばいい？移動は割り当てずに
[10497.558] maddy2623: カワノのボタン設定もキモいからグッパチキモい
[10508.605] (S)gameinntwitch: デジタルのデメリットは反してるだけ？
[10515.583] prisira: ぷげらは・・・言動がキモかったか
[10517.970] (S)kazukitaiga: ぷげのコメントもキモい
[10531.499] ギアふっしー: どんだけキモイってコメ流れてんだこの放送
[10535.145] ancehutn: ｗｗ
[10535.574] iwaisi: ｗｗ
[10536.580] porcupinepine: よく打つ気になるなあの状況で
[10537.270] レム__: ｗｗｗ
[10538.035] garo735: ｗｗｗ
[10540.029] market_fujisaki: wwwwwwww
[10540.235] balthazar000: 力量が平均化してきた
[10540.368] isekai7153: ｗｗｗｗｗｗ
[10540.600] (S)latenight000: ﾌﾌｯ
[10544.158] inkgran: ひぃ
[10544.176] booby_one: ゲーセンこっわ
[10544.928] mikgames2d: 草
[10546.112] tabibitox: おこんないで
[10547.005] ギアふっしー: ウメちゃん安い椅子
[10548.683] icyblue1985: ｺﾞﾒﾝﾅｻｲ
[10548.942] (S)gazesd: umeYay
[10550.076] balthazar000: えいたには関係のないことだから
[10550.607] sndkzfm1: ごめんなさい！
[10550.775] porcupinepine: ｗｗｗｗ
[10551.226] erisuk: ヘラるなｗ
[10551.741] iwaisi: ごめんなさいｗ
[10552.048] (S)latenight000: 何が可笑しい！！
[10552.148] akindo08: VictrixのPADが2万半ばだから、買うか迷う
[10555.124] hitmehitme: 負けてキレる人もいますw
[10557.436] prisira: ゲーセンにいるよなぁああいうひとぉ
[10558.581] berurusuko: うめちゃんに謝らせるとはやるね
[10560.866] komine58: GO1つえーなー
[10566.409] みゃおお: ゲーセンあるある
[10567.496] どるどる2: ウメちゃんもタジタジw
[10568.051] だわさワサワサ: ｗ
[10568.402] Devil_Reapers: DAIGO TIME
[10573.125] booby_one: 宇水さんおるな
[10577.189] ギアふっしー: あ？
[10581.032] LCDReturns: lcdPog
[10584.175] balthazar000: えいた消したか？
[10584.455] nonsugar_436: デジタル入力→アナログ化がNGなんでクロスアップは意味のない棒にするしかcpt精神は宿らない
[10588.821] prisira: キーボード触った？
[10592.177] (S)mart_00_: ごーちゃんいる！
[10599.379] mugi_yu: えいたが変なタイミングで抜いたから
[10607.795] hoihoi101010: えいたのせい？
[10611.075] ギアふっしー: 一回戻る？
[10614.613] paperbackfighter: Rキーでキーボード設定になるからそれを触ったっぽい？
[10615.801] kaban1192: キーボード！？
[10618.430] tabibitox: キーボードになってる
[10618.523] hitosyura1: 再起動
[10620.275] balthazar000: キーボードになってない？
[10620.560] booby_one: キーボードになってるからR
[10623.414] kiraku08: キーボードだ
[10623.513] (S)gazesd: えいたか？
[10628.385] (S)ganiganimede: rキー
[10631.014] ギアふっしー: おｋ
[10632.416] sndkzfm1: 実際体験版出てオフ対戦の配信するようになってスト6発売までの盛り上がりヤバいな
[10638.335] pondenring0930: えいた、やった？
[10646.162] prisira: 体験版でここまで盛り上がるのは異常
[10653.368] 墾田永年私財砲: 初期キャラバージョンやりたいよお
[10655.237] porcupinepine: えいたキーボードでCPULv8と対戦してたな・・・？
[10664.152] (S)gameinntwitch: とりあえずクロスアップのアケコンみてみます。ありがとう
[10667.182] maddy2623: ウメちゃんボタン８個なんだ
[10671.421] booby_one: 体験版で遠征ムーブメント起きてる異常事態
[10680.720] ギアふっしー: 体験版でプレイ時間1000時間行く？
[10689.811] RKC48: 体験版でさえこれなのに発売してしまったら一体何が始まるんです？
[10695.298] o_gasawara: 一周回ってオフ環境で遊ぶっていうねｗ
[10709.663] balthazar000: リモートワークが始まるよ
[10711.791] hojihojidx: めんおじもゲーマーなんやなって。。
[10715.581] ギアふっしー: ゲーセン時代の遠征事情
[10717.247] prisira: sakoさんも来たがってたらしいからまじで読んでほしい
[10725.509] sndkzfm1: 板zがニヤニヤする
[10739.192] (S)animarotta: 6は5の6倍おもろい
[10741.801] (S)poto2panapa: ウメちゃん昇竜だしてぇ
[10743.119] booby_one: 低体力インパクトだめなの忘れるよねー
[10749.627] bec118_japan: アーマーだもんね
[10751.023] porcupinepine: うおおおおおお
[10757.848] balthazar000: 来てくれた人からサイン貰って壁に飾りません？
[10760.044] ギアふっしー: 昇竜です
[10763.963] LCDReturns: FreeOchi 
[10766.294] akiaki0612: ごーちゃん思ったより小さいんやね
[10776.069] (S)brutal9998: なおくん来たがってるまーじか
[10785.100] tabibitox: 白ダメ回復けっこうはやい
[10796.423] booby_one: 体験版でDリバもやり込みそうな勢い
[10796.740] gorilla_osaka: リュウのモーションカッコいい
[10802.700] Kanquez05: ウメちゃん休暇はいいのかな。今日は遠征勢来てるからあれだけど
[10808.976] bec118_japan: サコさんまじ？？？
[10819.507] market_fujisaki: ボンちゃんとりゅうせいも来たがってる
[10824.476] komine58: 夜はzero3の練習かな
[10824.901] prisira: 前コメントでsakoさんが来たがってるってあったよ
[10827.593] (S)brutal9998: ならなおくんとマサ呼ぼうかw
[10831.255] だんごうお: なお君来たらどや顔で謎コンボ決めてきそう
[10842.151] balthazar000: LOL勢のsakoさんが？
[10846.270] bec118_japan: ウメサコは流石に見たいww
[10847.619] (S)grove0301: 体験版全一決めるしかねーな
[10860.740] prisira: そして一人でやり続けるももち
[10872.481] balthazar000: 発売前に大会必要だね
[10885.311] o_gasawara: オン始まってもオフの交流会とか定期的に見たいわね
[10887.198] pengetop: あんまり人来るとGO1が出来なくなるからなぁ
[10888.037] ギアふっしー: 今のとこ優勝候補筆頭Go1
[10896.423] あり0221: こんなんもできるでウメちゃんﾆﾔﾆﾔ
[10897.391] (S)kazukitaiga: そんなん決めても誰も幸せにならなそう
[10915.461] Itsfreakyyyy: Heyyyyy 
[10920.674] (S)animarotta: GO1格ゲーの天才すぎ
[10927.803] (S)grove0301: ガヤは幸せになるやろ
[10939.753] ギアふっしー: go1スタートダッシュだけすごいのじゃないのがすごい
[10942.667] (S)jigokunonekomatu: 大阪から来てゲームできへん寒いからね
[10947.112] prisira: go1とソニフォをスト６で見たい
[10951.568] prisira: 大会で
[10962.291] (S)brutal9998: 減り過ぎ
[10970.895] ギアふっしー: えいたは5時半まででgo1は今日一日中できるの？
[10976.359] balthazar000: カクカク
[10980.963] o_gasawara: いいねー
[10984.670] jony_avion: 意外とバーンアウトしてても手が出せないね
[10988.467] booby_one: ごーちゃん硬い
[11003.969] balthazar000: インパクトだめなん？
[11008.001] komine58: しかしタイムアウトにならないな
[11014.722] (S)gameinntwitch: 真昇龍、起き攻め放棄になるの微妙にみえるな
[11015.256] lesame: リュウはバーンアウトした相手にやる事少ないよな
[11016.516] のってる: CAあったから無理
[11023.067] balthazar000: あーなるほど
[11024.959] レム__: ｗ
[11026.687] ギアふっしー: いじめｗ
[11028.728] booby_one: パワハラ
[11029.266] o_gasawara: イジメ草
[11029.557] LCDReturns: Daigo spamming 
[11035.634] garo735: ｗｗ
[11035.672] kaban1192: P
[11036.603] market_fujisaki: パワハラ
[11038.335] hakobune_ghc: P
[11040.276] たあぼ0126: umeCossack
[11044.124] komine58: おまえはめたろ？
[11047.102] iguchiill: ルークのコア仕込みが意外に中足で狩れるのか
[11050.967] vslash00: リュウはソクトウと破衝撃が用途にちゃってるのがね。豪鬼の百鬼みたいな立ち回りで使える必殺技追加されないとねえ
[11056.893] market_fujisaki: PAWAHARA K.O.
[11059.835] prisira: go1が強ければ強いほどハードルが死ぬほどあがるどぐら
[11059.908] hojihojidx: 大ハショウで削るって見たけど安牌じゃないのかな
[11068.926] highspeedwarakia2: バーンアウト大P＋2Fだけど大きくドライブ回復されちゃう
[11074.060] Whale_stream: don't judge a man || until you've cranked a mile on his hog
[11075.335] ギアふっしー: いいね～
[11075.398] kaban1192: うまい
[11076.647] maddy2623: おお
[11076.929] market_fujisaki: おおー
[11077.706] tabibitox: かっこいい
[11080.155] booby_one: おしゃれー
[11080.774] ys120: 「顔はやめな、ボディーだよ」
[11083.748] sndkzfm1: ありがたやー
[11084.151] neon_d99: リーサルだったのか
[11086.024] porcupinepine: どぐらは別次元
[11091.082] (S)sistersguitarreplica: バーンアウトでフレーム変わるんすねー
[11091.473] _ちとせ_: いまバーンアウト中に大ｐガードしたら、ゲージもりっと回復しませんでしたか？
[11092.358] LCDReturns: Daigo lost 
[11099.281] (S)animarotta: 今のは発売から半年後のコンボ（体験版）
[11101.023] (S)grove0301: どくらはアイドル
[11108.652] o_gasawara: 調整がお上手
[11110.274] prisira: どぐらという概念
[11113.885] booby_one: どぐらのせいでミートさんは・・・
[11118.695] iwaisi: ｗｗ
[11120.195] tabibitox: あいつやるよ
[11120.868] komine58: どぐら一強ってマジ？
[11121.019] ロミヲ: 画面端ィ！
[11121.179] garo735: やるよねｗ
[11121.911] ギアふっしー: 真昇竜で勝って席を立つウメハラ
[11122.030] ddsato316: 彼、やるよね
[11123.336] どるどる2: や、やる？
[11123.965] blue_rouge777: ヤルネカレ
[11126.531] balthazar000: ３０年の重み 感じていけ
[11133.778] 戸愚呂妹: 俺だよ？
[11137.625] komine58: 遠征勢優先
[11137.929] jony_avion: バーンアウト中は一律-4F追加だっけ
[11140.668] sndkzfm1: 序盤、中盤、終盤…
[11141.921] hojihojidx: BO中はガードでゲージ溜まってると思う
[11161.011] nappamatei: バーンアウト中は弱<中<強の順でドライブゲージ回復するはず
[11164.547] prisira: 鳥かごの上手さはずば抜けてるよねうめちゃん
[11175.100] ギアふっしー: 早いメガネクイ
[11178.215] _ちとせ_: なるほど、ＢＯ中はとにかく崩すか削らないとうま味がないんですね
[11197.815] viewingdirt: 電陣のEX波衝撃のあとは大パン中波衝撃大昇竜の方が減るんじゃない？
[11200.496] porcupinepine: 知識の岸田
[11213.432] eremin_39: ？
[11213.881] maddy2623: ・・・
[11220.849] bebebebebebeebe: 草
[11222.347] hojihojidx: トレモ要請ｗ
[11224.421] balthazar000: 有人トレモか？
[11231.631] viewingdirt: ウメちゃんのレシピとどっちが減るだろ
[11232.493] gengoro1198: 対戦中ゆえ…
[11233.180] sanshirou346: 不遜
[11234.791] ギアふっしー: つきあって～
[11234.931] booby_one: パワー系知識キャラ、岸田
[11241.920] (S)flashbacks18: メンおじトレモか？
[11243.248] ロミヲ: そういやこのゲームまだ発売してないんだった
[11244.968] akiaki0612: ゲームばっかしてないで手伝いなさい！
[11245.452] (S)grove0301: トレモ機能がない？人を使えばいいじゃない
[11247.269] prisira: メンおじ
[11253.716] jony_avion: コンボ始めた瞬間から足りるとわかっている岸田
[11257.349] iwaisi: つえー
[11258.514] komine58: マンガの品川いたー
[11261.189] tabibitox: 体験版やり込んでいく人々
[11263.207] maddy2623: 他に誰かいるの？
[11271.960] jony_avion: 品川さーターボ10でガイルの中足連打してくれない？
[11274.631] 157655: メンおじはランプの魔神魔人
[11274.654] のってる: リーサル判断早すぎやな
[11275.492] (S)brutal9998: メンおじ以外いないでしょ
[11278.321] rxz_2017: トレモ要員
[11278.534] garo735: メンおじ
[11286.387] piyopiyomaru555: 対戦環境もう一個用意したの?
[11288.412] (S)mojira_2222: SA仕込みでガン待ちしてる相手にパリィラッシュ走りっぱでSA暗転後にOD昇龍撃ったら互いにスカるかな？
[11289.003] vslash00: もう発売したらさ、この人たちとオンラインで当たっても絶対に勝てないじゃんww
[11290.853] (S)King_Fuudo: ベッドの下からヌキさんが出てくる
[11296.101] iguchiill: おれこのゲーム強いよ？（体験版）
[11307.487] あり0221: 格ゲーはやっぱオフ対戦が醍醐味やなぁ。見てても楽しいわ
[11307.929] ましこ: ps5あるならそっちで出来るんじゃ
[11309.032] ギアふっしー: メンおじがやってくれました
