[3.336] nito1116: radaoMoeru
[7079.780] myugi39: かんしゃわすれるな
[7079.808] su_gar__25: グレもっと拾えよ
[7082.943] (S)きのここ: やさｃ
[7086.599] ふぁる_: 4戦目です
[7087.851] あらんえむかーびぃ: wwwwwwwwww
[7088.336] 愛の林檎: 大富豪や
[7088.783] crowsuke96: えｗ
[7088.987] せきつい: やさお
[7089.921] えりさ_: あ
[7090.335] aina___10812: ｗｗｗｗ
[7090.889] Ichigo_Strawberry15: wwww
[7091.894] (S)96猫3: あ
[7091.945] ingenmamesan: 太っ腹ー
[7092.013] えりさ_: wwwwwwwwwwww
[7092.338] nakihai556: wwwwwwww
[7092.399] 愛の林檎: wwwwwwwwwwwwwwwww
[7092.434] norato041197: www
[7092.651] (S)きのここ: あ
[7092.671] まだら25: wwww
[7094.921] charlotte0ra: あ
[7095.091] (S)なゆーた: www
[7097.129] kotetsu_yuzu0108: wwww
[7098.031] (S)96猫3: wwwwwwww
[7098.251] ingenmamesan: あ
[7099.477] ayunosioyaki0223: wwwwwwwww
[7099.733] iwa_kousuke: 4戦目で最後ですか？
[7099.912] りめあくん: あ
[7101.772] 愛の林檎: うわきm
[7101.808] (S)~MISSING_COMMENTER_INFO~: www
[7101.999] frogflingpstfst: あ
[7102.004] (S)きのここ: wwwwwwww
[7102.160] Ichigo_Strawberry15: うわ
[7102.391] (S)にわすずめ: wwwwwwwww
[7102.772] オレオおおおおおお: wwwwwwwwwwww
[7102.774] shurimino: wwww
[7102.943] あらんえむかーびぃ: うっわ
[7103.094] まだら25: うわ
[7103.156] (S)ゆんふぁ1123: ｗｗｗ
[7103.264] きょぴ: ｗｗｗｗｗｗｗｗ
[7103.387] otumaro: wwwwwww
[7103.406] ご機嫌なシャチ: うわ
[7103.697] aina___10812: ｗｗｗｗｗｗｗｗｗｗｗｗ
[7103.941] (S)にわすずめ: ほんとに
[7104.592] んさく: wwwwwww
[7105.177] 愛の林檎: wwwwwwwwwwwwwwwwwwwwwwwwww
[7105.209] nobume0v0: wwwww
[7105.245] Ishio_62113125: wwww
[7105.413] れもんちぃ0: wwwwwwwwww
[7106.002] myugi39: wwwwwwww
[7106.179] (S)あーしゃん: wwwwwww
[7106.226] 柗原: wwwww
[7106.419] sjindoa: wwwwwwwwww
[7106.701] charlotte0ra: wwwww
[7106.920] Ichigo_Strawberry15: 不仲ポイントがw
[7106.924] (S)kuugay0905: wwwwwwwwww
[7106.987] (S)96猫3: あっ
[7107.102] (S)抹茶の午後: ｗｗｗｗｗｗｗ
[7107.157] pirarucu_0701: wwwwww
[7107.162] kawaharaya: うわ
[7107.273] mikannn_0117: wwwww
[7107.400] きょぴ: 不仲ポイント
[7107.610] まだら25: wwwwww
[7107.649] (S)にわすずめ: うーわ
[7107.759] sii_411: wwwww
[7107.815] (S)いちうら: うーわ
[7107.825] (S)れむら: wwwww
[7107.897] タクトン: wwwww
[7107.907] peace3511: www
[7108.008] Gomichandovuti: radaoKasu
[7108.255] miyamiya138: wwww
[7108.667] soramimi___: wwwwww
[7108.934] 犬ﾚ: wwwwww
[7108.981] minani159: wwww
[7109.005] (S)わらびもち_11: wwwwww
[7109.073] oshousantotanbo: wwww
[7109.163] ingenmamesan: wwww
[7109.965] 猫又01: 空気やば
[7110.196] えりさ_: wwwwww
[7110.499] ayunosioyaki0223: なんだこいつwww
[7112.019] (S)yuriira: radaoKasu
[7113.156] gaiantufan: ほんと育ちいいなこの粕
[7113.682] yoneto_: wwwwww
[7114.312] (S)バナナ民: wwww
[7114.378] chipien_05: かす
[7115.016] (S)96猫3: radaoKasu
[7115.156] myugi39: 感謝しろwww
[7115.593] ぴあす: radaoKasu
[7117.342] (S)mimipaadesu0428: radaoKasu
[7117.415] otumaro: 最後では無いと思う
[7117.754] ozokunchan: radaoKasu
[7118.653] shurimino: 仲間割れw
[7119.838] myugi39: radaoKasu
[7120.288] iwa_kousuke: よんせんめでさいごですか？
[7120.897] (S)taiyousinnaporo: radaoKasu
[7120.910] 愛の林檎: 義務ギス笑う
[7124.150] touhu2553: ｓ
[7124.381] (S)loy_qun_o: radaoKasu
[7125.955] (S)96猫3: あ
[7126.086] いのりさん: やつらだ
[7126.206] otumaro: 不仲…
[7129.786] (S)izayoi_77: まずい
[7130.686] (S)ウツル: がんばれ
[7130.875] (S)mememe0_0han: radaoKasu
[7131.196] (S)抹茶の午後: 本番一日前ギス
[7131.362] sjindoa: うわ
[7136.636] sennpuki222: ボコボコにしたれ
[7139.417] thukimia: アーマー…
[7148.546] Rimon_sky: がんばってくれ
[7151.573] (S)きのここ: うわあああ
[7152.612] オレオおおおおおお: えぐ
[7152.797] 愛の林檎: いった
[7152.949] Rimon_sky: うーん
[7153.829] ayunosioyaki0223: うわぁ
[7154.483] ご機嫌なシャチ: おっと
[7155.178] (S)96猫3: うわ
[7155.446] (S)sora_mameee: きっつ
[7155.696] rikuto1226: radaoCry1
[7156.751] えりさ_: いった
[7156.937] (S)96猫3: きっつ
[7157.830] (S)pocobokei: うわ
[7158.019] kinugoshi_douhu: きっつ
[7159.049] tyontyon: えぐ
[7164.463] (S)sora_mameee: ああああ
[7164.562] (S)96猫3: えぐ
[7166.019] sosko3260: これはきつい
[7166.210] (S)れむら: やば
[7166.312] charlotte0ra: きっつ
[7167.550] (S)きのここ: あああああああ
[7168.365] あらんえむかーびぃ: つんよ
[7168.867] ayunosioyaki0223: radaoBigcry
[7169.120] (S)なゆーた: きつい
[7169.302] れもんちぃ0: えぐ
[7169.395] 神崎立夏: ちーん
[7169.639] (S)nekomrnn930: きつ
[7169.643] (S)ウツル: ううううううう
[7170.086] frogflingpstfst: ええ・・・
[7170.407] オレオおおおおおお: ああああああああ
[7170.567] hima_norita: うっわ
[7170.705] (S)とあさ: ああああああああ
[7170.783] Ichigo_Strawberry15: radaoCry1
[7171.427] 23gou: えぐ
[7172.550] myugi39: radaoCry1
[7172.700] (S)にわすずめ: きっつ
[7172.790] panndaman1: きつ
[7172.949] sjindoa: きっつ
[7173.051] kinugoshi_douhu: うわあああああ
[7173.072] 愛の林檎: nf
[7173.095] おじょーー: ううううううう
[7173.188] ozokunchan: radaoCry1
[7173.655] 神崎立夏: radaoRIP
[7173.728] jgpmwp: ヴァルやめようって
[7173.755] (S)kamiyu0306: まじかよ
[7173.883] りょう_0224: きつい
[7173.898] えりさ_: radaoBigcry
[7173.969] (S)loy_qun_o: radaoBigcry
[7173.987] miyamiya138: ああああああああああ
[7173.994] (S)96猫3: たあああああ
[7174.185] ingenmamesan: ああああああ
[7174.200] Zzz_jun: radaoCry1
[7174.284] otumaro: あぁ
[7174.285] hima_norita: radaoBigcry
[7174.302] charlotte0ra: うううううううあああああ
[7174.325] (S)ベニマル: ああああああああ
[7174.434] acerolaaa3: うわあああああああああ
[7174.684] 柗原: radaoBigcry
[7174.756] (S)なゆーた: あああああああああああ
[7174.759] cha_ti: radaoBigcry
[7174.927] myugi39: radaoBigcry
[7174.964] スペルタン: ぬわああああああ
[7175.021] Takeko_da: radaoBigcry
[7175.281] kawaharaya: radaoBigcry
[7175.348] Pantobox: radaoCry1
[7175.385] (S)nekomrnn930: radaoBigcry
[7175.466] そおお: radaoBigcry
[7175.466] niranin12: えええええ
[7175.490] (S)sora_mameee: おわあああああああ
[7175.540] ホトトギス: radaoCry1
[7175.561] (S)m_sakuta: 𐤅( ¯͈  ¯͈ 𐤅)ｱ"ｱ"ｱ" ~~~
[7175.615] びす3180: radaoBigcry
[7175.748] (S)きのここ: radaoBigcry
[7175.775] komitanara: きつすぎ
[7175.838] (S)ｻｧｻ: ああああああああああ
[7175.859] raruaaa: radaoCry1
[7175.899] もにゅぷぷ: えぎいいい
[7176.018] emeraru_: うあああああああ
[7176.021] (S)りんねんら: radaoCry1
[7176.225] ｱｵｲﾊﾙ: radaoBigcry
[7176.245] (S)kuugay0905: あああああああ
[7176.300] eggkake: radaoCry1
[7176.427] ぱけ: radaoCry1
[7176.471] (S)mrgrtpsr: えぐぅ
[7176.493] kotetsu_yuzu0108: ああああああ
[7176.532] tniken: うーむ
[7176.544] myugi39: radaoBigcry
[7176.761] ご機嫌なシャチ: radaoCry1
[7176.819] りょう_0224: あああああああああああ
[7176.837] (S)96猫3: ああああああああああ
[7176.908] ファルム: radaoCry1
[7177.154] ユーニ2: radaoCry1
[7177.182] touhu2553: うあああ
[7177.282] ao1o7: うああああ
[7177.311] udukimaru: ；；；；
[7177.416] kinugoshi_douhu: radaoCry1
[7177.438] のらごま: ああああああああ
[7177.451] mary611: radaoCry1
[7177.547] moimo_moi: radaoBigcry
[7177.571] (S)snow__forest: radaoBigcry
[7177.573] snm__11: radaoCry1
[7177.803] (S)おかチャン: radaoBigcry
[7177.991] はちみつトマト: radaoBigcry
[7178.053] kagura_kiba: radaoCry1
[7178.062] Zzz_jun: radaoBigcry
[7178.091] (S)わらびもち_11: radaoCry1
[7178.236] waroro72: radaoCry1
[7178.371] 角角家: radaoBigcry
[7178.392] ちゃちゃ1023: きっつ
[7178.461] an_do121: radaoBigcry
[7178.496] matcha6579: radaoCry1
[7178.585] (S)なゆーた: radaoBigcry
[7178.636] (S)miam_1018: radaoCry1
[7179.162] しゃろっく: radaoCry1
[7179.166] まとま: radaoCry1
[7179.206] オレオおおおおおお: radaoCry1
[7179.213] mbando55: ｗｗｗｗｗｗ
[7179.277] panndaman1: radaoBigcry
[7179.286] thukimia: あぁ
[7179.577] (S)96猫3: radaoCry1
[7179.819] (S)にんじん10: 今日ボロボロや、、、、、
[7179.848] (S)kuugay0905: radaoCry1
[7179.955] 猫又01: ；；
[7180.054] ファルム: radaoBigcry
[7180.090] 濃香めろん: radaoBigcry
[7180.231] (S)らあくちゃん: radaoCry1
[7180.352] (S)ウツル: radaoBigcry
[7180.488] haru_anura: radaoBigcry
[7180.706] touhu2553: radaoCry1
[7180.788] かるろ: radaoBigcry
[7180.798] kaomodi22: ；；；；；；
[7180.848] mizuiro000: ぶぅぁあああーーーー
[7180.937] yuya_kura: うわあああああああ
[7181.071] (S)pocobokei: radaoBigcry
[7181.212] Rimon_sky: あー
[7181.350] 犬ﾚ: radaoCry1
[7181.388] (S)dinosaursan: radaoBigcry
[7181.401] paseri_113: えっっっっぐ
[7181.572] ホトトギス: ああああああああああああ
[7181.647] ねねねい: radaoCry1
[7181.854] yoneto_: うわあああああああ
[7181.921] (S)m_sakuta: radaoBigcry
[7181.933] (S)AoironoMalco: radaoBigcry
[7181.961] (S)とあさ: radaoKun
[7182.015] (S)mimipaadesu0428: radaoBigcry
[7182.059] (S)chisatooo_87: radaoBigcry
[7182.105] (S)miam_1018: radaoBigcry
[7182.152] mira_bell5: radaoCry1
[7182.191] (S)つむじのきもち: wwwwwwwwwwwwwwww
[7182.341] まとま: radaoBigcry
[7182.358] (S)96猫3: radaoBigcry
[7182.365] (S)ういろ_: radaoCry1
[7182.412] sunomono8: radaoBigcry
[7182.455] 神崎立夏: ミンチの出来上がり
[7182.583] (S)ふぉー040: radaoBigcry
[7182.779] (S)ライリキ: radaoCry1
[7182.892] (S)romiwooo: radaoCry1
[7182.904] (S)Entuner: radaoBigcry
[7183.279] (S)なゆーた: radaoBigcry
[7183.336] yona_0724: radaoBigcry
[7183.360] charlotte0ra: radaoCry1
[7183.403] えぬあい: radaoBigcry
[7183.404] tyontyon: radaoBigcry
[7183.506] しあーー: radaoCry1
[7183.566] oyunitukaroooo: radaoCry1
[7183.617] smile_826: radaoCry1
[7183.701] (S)lapan7200: radaoBigcry
[7183.871] peace3511: うわあああああ
[7183.995] Takeko_da: radaoCry1
[7184.010] りょう_0224: どんまい
[7184.052] mi_sa34: radaoCry1
[7184.102] (S)ゆうっく: radaoCry1
[7184.155] mikuninnjinn: radaoCry1
[7184.169] okome_maan: だああああああああああ
[7184.171] toki_ra: ぐにゃぁ
[7184.231] mendoi_220: radaoCry1
[7184.583] moimo_moi: モー；；
[7184.643] ギンナン: radaoBigcry
[7184.652] (S)矢知: radaoBigcry
[7184.656] もにゅぷぷ: radaoBigcry
[7184.732] touhu2553: つよーーーー
[7184.743] (S)imnameak: やばいっぴ
[7184.893] ポテチの子: radaoBigcry
[7184.989] 弥紅: radaoCry1
[7185.103] mirina017: radaoCry1
[7185.148] (S)fenerina: radaoBigcry
[7185.216] (S)なつきﾁｬﾝ: radaoCry1
[7185.340] otumaro: うーん
[7185.433] (S)にわすずめ: radaoBigcry
[7185.441] nakihai556: radaoCry1
[7185.594] raincat41: radaoCry1
[7185.630] Gomichandovuti: radaoBigcry
[7185.682] minani159: radaoCry1
[7185.749] (S)紺いろ: radaoBigcry
[7185.755] miamio121: radaoBigcry
[7185.764] れもんちぃ0: モンドだ
[7185.790] 佐野ちャん: radaoBigcry
[7185.849] にゃんねね: radaoBigcry
[7185.858] (S)96猫3: radaoBigcry
[7186.220] (S)suzunoki_712: radaoBigcry
[7186.325] emitsin: radaoCry1
[7186.341] (S)ウツル: radaoCry1
[7186.485] (S)kamiyu0306: きっつ
[7186.510] ほのぼの: radaoBigcry
[7186.547] ~MISSING_COMMENTER_INFO~: あーまーつっよ「
[7186.648] (S)kitsuneko99: radaoCry1
[7186.864] dolaldo: radaoCry1
[7187.100] yururano_0: やっぱここかー
[7187.139] なるか3: radaoCry1
[7187.142] dannbelll: radaoCry1
[7187.356] (S)はむくんだお: radaoCry1
[7187.472] (S)なゆーた: radaoBigcry
[7187.607] ゆいなの: radaoCry1
[7187.679] ちゃちゃ1023: radaoBigcry
[7187.692] karinto429: radaoCry1
[7187.705] if0990: radaoCry1
[7187.731] itumi434: radaoCry1
[7187.775] (S)とあさ: radaoCry1
[7187.860] aina___10812: もんどだ；；
[7187.873] (S)rmbcrr: radaoCry1
[7188.125] mira_bell5: radaoBigcry
[7188.126] atsukongu: radaoCry1
[7188.201] tatsukiti07: radaoCry1
[7188.294] ruu_ha: アーマーつよ
[7188.342] 眼鏡3: radaoCry1
[7188.382] Ichigo_Strawberry15: radaoBigcry
[7188.463] sjindoa: radaoBigcry
[7188.497] shurimino: radaoCry1
[7188.626] (S)a_mondoKojio: radaoCry1
[7188.707] kagura_kiba: つんよ
[7188.749] rin7331: 不運だな
[7188.885] (S)ウツル: radaoBigcry
[7188.917] かんこ: radaoBigcry
[7189.532] kuruto__: radaoCry1
[7189.550] (S)らあくちゃん: radaoBigcry
[7189.622] (S)miam_1018: うわああああああああああああ
[7189.640] (S)ackasia: radaoBigcry
[7189.753] (S)あまりものの: ぐにゃあ
[7189.821] ao1o7: radaoCry1
[7190.030] (S)96猫3: radaoCry1
[7190.261] dokukinoco: レオ様
[7190.298] オレオおおおおおお: radaoCry1
[7190.300] さちよさん: ；；；；；；；；；；；；；；
[7190.455] 夢現: MercyWing1
[7190.458] るぴちゃん_: radaoCry1
[7190.693] にゃんねね: ぐにゃあ
[7190.902] 愛の林檎: アーマー運がよお
[7190.936] (S)ぽりごんのすけ: 今日まずいか
[7190.964] mikuninnjinn: ええええええ
[7191.055] (S)きのここ: アーマーもつんよ
[7191.152] (S)なんでもいい: radaoBigcry
[7191.260] touhu2553: radaoCry1
[7191.310] Clrula: radaoCry1
[7191.336] (S)izayoi_77: 今日うまくいかんね
[7191.433] ゆいなの: radaoCry1
[7191.455] ﾊﾅﾁｬﾝだお: radaoCry1
[7191.511] (S)daibarorin: radaoCry1
[7191.512] mochi_00v: radaoBigcry
[7191.558] (S)muu_rika: radaoCry1
[7191.657] melonmelo_: radaoCry1
[7191.748] (S)ゆうっく: radaoBigcry
[7191.754] きょぴ: アーマー強すぎんだろｗｗｗｗｗｗ
[7191.893] crowsuke96: 今日だめやねぇ
[7191.966] suiha_7: radaoBigcry
[7191.975] (S)あーしゃん: radaoCry1
[7192.142] sennpuki222: radaoCry1
[7192.237] yasutamu: 飛べばよくない？
[7192.427] ayunosioyaki0223: radaoBigcry
[7192.557] ちゃちゃ1023: radaoBigcry
[7192.660] minani159: つんよ
[7192.675] ﾊﾅﾁｬﾝだお: radaoCry1
[7192.807] (S)あいら08199: radaoCry1
[7192.810] まゆだま: radaoCry1
[7192.826] (S)とあさ: radaoBigcry
[7192.828] めるめ: 多分みんなキルムーブしてるね
[7192.895] oreooo_24: radaoCry1
[7192.917] ロストジェラシー: radaoBigcry
[7193.035] のせ太郎: radaoBigcry
[7193.040] oshousantotanbo: なんでやねん
[7193.336] happa_yuki: 不運だねえこれは
[7193.558] frogflingpstfst: radaoBigcry
[7193.589] Ishio_62113125: 山田くんか？
[7193.606] (S)mimipaadesu0428: radaoCry1
[7193.737] nashu_noike: 今日はだめね
[7193.819] woodm9o: radaoCry1
[7194.013] (S)kuuki1214: radaoCry1
[7194.118] (S)96猫3: radaoBigcry
[7194.285] ゆいなの: radaoCry1
[7194.290] (S)muu_rika: radaoBigcry
[7194.294] (S)mrgrtpsr: エグい溶け方したな
[7194.303] のらごま: radaoCry1
[7194.333] ﾊﾅﾁｬﾝだお: radaoCry1
[7194.379] nobume0v0: radaoCry1
[7194.390] (S)AoironoMalco: 代表！！！
[7194.410] りめあくん: ぐちゃー
[7194.931] haru_anura: もんどー 
[7195.009] なっち: アーマー恵まれないね
[7195.188] タクトン: radaoCry1
[7195.242] ~MISSING_COMMENTER_INFO~: それは詰めてくるわ
[7195.515] (S)床_: radaoCry1
[7195.522] naetoru0901: radaoBigcry
[7195.523] るきち: radaoCry1
[7195.566] (S)sora_mameee: radaoCry1
[7195.810] (S)rmbcrr: radaoBigcry
[7195.979] (S)turara_17: radaoBigcry
[7195.980] あたりめ29: radaoCry1
[7196.090] (S)あいら08199: radaoBigcry
[7196.114] koko1995: 今日は不運な日やねえ
[7196.189] (S)ｻｧｻ: radaoBigcry
[7196.189] せきつい: レオ様だあ
[7196.318] ホトトギス: もう.....やめてよ.......
[7196.385] pawameru: radaoCry1
[7196.689] yuu62_o: radaoCry1
[7196.709] えりさ_: 今日やばいね
[7196.791] touhu2553: うえええええ
[7197.015] tatsukiti07: radaoCry1
[7197.114] kakyouin0726: radaoCry1
[7197.117] 肉汁うどん: radaoBigcry
[7197.306] しろい猫: radaoCry1
[7197.348] (S)kamiyu0306: まじかよおおおお
[7197.424] ぱけ: 轢かれたなー；；
[7197.939] hima_norita: つっよ
[7197.983] (S)はむくんだお: radaoCry1
[7198.174] (S)nemoji1: radaoBigcry
[7198.415] おじょーー: radaoCry1
[7198.716] (S)sav11119: radaoCry1
[7198.811] ｳﾙ: radaoCry1
[7198.939] mikuninnjinn: かなしぃ
[7198.969] りむりん: アーマーがなぁ
[7198.994] (S)a_mondoKojio: あーま強すぎだろwwwwwwwww
[7199.170] sidemenuhapotatode: アーマー強ええwwwwww
[7199.206] りょう_0224: radaoCry1
[7199.374] つよいこ: うああああ
[7199.404] (S)とあさ: radaoCry1
[7199.408] かるろ: アーマー運ないね
[7199.614] (S)mimipaadesu0428: radaoBigcry
[7200.020] 猫又01: 今日ボロボロだねー
[7200.125] naje_0: radaoCry1
[7200.255] toubun__: radaoCry1
[7200.455] (S)96猫3: radaoCry1
[7200.525] (S)daibarorin: radaoBigcry
[7200.768] Ishio_62113125: モンドか……
[7201.002] miki_15g: radaoCry1
[7201.014] (S)romiwooo: radaoCry1
[7201.032] kotetsu_yuzu0108: radaoCry1
[7201.167] suiha_7: radaoRIP
[7201.267] ozokunchan: radaoCry1
[7201.798] 3点リーダ: radaoBigcry
[7201.826] da1marrrr: ？？？？？？？？？？？？？？？？
[7202.688] rekrex_09: radaoBigcry
[7202.934] reo11118: radaoCry1
[7203.033] mikan_1225: radaoCry1
[7203.142] (S)床_: radaoBigcry
[7203.295] fululu_hana: radaoCry1
[7203.744] sweat0226: 今日絡まれすぎやな
[7203.746] (S)sora_mameee: 今日えぐいなぁ
[7203.864] kokko2810ri: radaoCry1
[7203.996] (S)96猫3: radaoCry1
[7204.164] hi_fumi_: radaoBigcry
[7204.482] waterdragon131: 今日やばいな
[7204.515] 縮緬雑魚: 一旦20位です
[7204.713] mizuiro000: 強いな〜
[7204.979] (S)haruneo_s: radaoCry1
[7205.071] hoshi_54: わいわいさんや
[7205.225] ファルム: radaoCry1
[7205.442] reo11118: radaoBigcry
[7205.672] merumeru77: 今日振るわないなぁ😭がんばれ
[7205.688] ﾊﾅﾁｬﾝだお: radaoCry1
[7206.181] mikuninnjinn: radaoCry1
[7206.417] (S)はむくんだお: radaoRIP
[7206.484] koronn1101: アーマーつっよ
[7206.602] あげだし丸: 今日ふるわないなー
[7206.887] ユーニ2: やめて……… 
[7207.133] ゆいなの: radaoCry1
[7207.134] (S)きなこもち__: radaoBigcry
[7207.378] 弥紅: 最終日やばいて
[7207.379] なっち: 交通事故おきたなぁ
[7207.403] (S)なゆーた: radaoBigcry
[7207.406] (S)mimipaadesu0428: radaoCry1
[7207.581] oli_liriri: このアーマー差はしゃーないよ
[7208.236] なるか3: radaoBigcry
[7208.380] (S)さんま缶: radaoCry1
[7209.445] わらび粉: radaoCry1
[7209.622] ﾊﾅﾁｬﾝだお: radaoCry1
[7209.899] kakyouin0726: radaoCry1
[7210.339] anp01008: radaoCry1
[7210.345] suiha_7: radaoBigcry
[7210.570] (S)m_sakuta: (*´□｀)/ﾀﾞｧｧｰメダ
[7211.023] (S)ﾀﾂｷ: 本番はここまで強気には来なさそうだけど
[7211.219] (S)mimipaadesu0428: radaoBigcry
[7211.239] (S)きのここ: 今日はうまくいかんねぇ；；
[7211.477] sosko3260: 何もかも上手くいかんな...
[7211.748] oshousantotanbo: 今日はダメやww
[7212.000] rei_0537: トリオいかね？
[7212.082] 7petabyte: radaoCry1
[7212.240] ﾊﾅﾁｬﾝだお: radaoCry1
[7212.767] shuvi_k0627: 今日おやすみー
[7213.481] Gomichandovuti: 今日ダメや休もう
[7213.817] (S)odenday_o_: だーやまぁ 
[7214.063] yuu_915: radaoCry1
[7214.333] hatiti88: radaoCry1
[7214.595] ﾊﾅﾁｬﾝだお: radaoCry1
[7214.854] いのりさん: 本番でその詰めするんか！！！
[7214.916] (S)にくにっく: アーマーの大切さがよく分かる動画
[7215.517] kanna0730: radaoCry1
[7215.629] gurimuu: 大丈夫！次あるよ！
[7215.720] (S)yu_hi3: 溶け方もアーマーもとんでもない
[7215.889] たいやっき: 本番は来ない来ない
[7216.150] (S)pocobokei: アーマーに恵まれなさすぎる…
[7217.216] (S)96猫3: radaoCry1
[7218.554] sqku1255: ；；；；；；
[7218.562] fuyun1a: アーマーが酷すぎる
[7218.796] ao1o7: いやえぐいな
[7219.092] koko1995: しんどい日やああ
[7219.689] (S)りんねんら: アーマーが；；
[7219.977] otumaro: 今日悪いなぁ
[7220.669] (S)ウツル: ランク行こう
[7221.459] mochi_00v: radaoCry1
[7222.248] ayunosioyaki0223: アーマーで来たかぁこれ
