[13.659] 02zegu: ブブ
[5459.009] shupii0907: そもそも諦めてるよってことね
[5459.165] msfsa: 王様やん
[5459.756] mariannnu: かわちい
[5459.805] taiyaki_ltd: それが情けは人の為ならずってやつよ
[5459.906] shochann: ｗｗｗｗｗ
[5462.348] (S)ディコトミー: www
[5462.437] shifoncafe: ここ切り抜いてドキュメンタリーにしようぜ
[5462.601] lun__01: 奇跡だよw
[5463.876] (S)simmonfoxy: お前ら真似すんなよ、ホームレスになるぞ
[5463.906] nosveral: まだ森じゃない
[5463.930] (S)brutal9998: それでハンサムKSKを助けてるのか
[5466.335] uguisupan1192: 金は出す、と
[5467.819] (S)Nao_iwt222: 全然アリやな
[5471.536] (S)achieichi: 実際人に頼ることは大事だからね
[5472.000] fujinami_shintarou: 仕事できる人の考え方だね、一人で全部やる人は伸びない
[5473.271] kaomoji3: 人を使う側なー
[5473.343] アンインストール: かけるな！
[5473.719] (S)taku_yzfr1: 情けは人の為ならず
[5474.876] mskx3: 苦手な事は人にやらせたら良いって発送が自然に出てくるのって人の上に立つ人間の素養あるよ
[5475.917] (S)chihaya0407: ウメヌキの闘劇ってこと
[5476.008] potocki1810: ウメさんの配信でトラブルが起きた時、ウメさんが※欄を参考に問題が解決してく過程だいすこ
[5476.712] GelidiumJellyCat: 俺はユン倒すから後は大貫全部
[5485.168] triskeal: こーれは上に立つ人間の”資質”
[5485.813] njpw2017: おい、運転しろよがやれるからな
[5485.927] kiton_taichi: ドキュメンタリー、ウメハラ
[5488.120] pandascal: 理想的な比較優位じゃんねぇ
[5492.948] (S)ronamu22: ホリエモン的な考えだな
[5493.023] showsbsp: 「何やら」
[5499.958] (S)憂う者の弟子: いい道だ
[5501.145] (S)kkshkk: いい道だ
[5502.474] 45tm83: この道すげえな
[5503.905] ddb365: すごい道だなｗ
[5504.974] tw_numa: もちつ
[5505.127] Hikaru_256: 家庭持ってしっかり社会で生きるならアール思考がいい気はする
[5506.512] Boogie9071: すごい道だ
[5507.533] kana_kana1: マイクが
[5508.818] ebifuryai: すげえとこ歩いてるな
[5510.749] ssGRiDM4N: 何この道ww
[5511.813] syugi3: 道すご
[5513.854] njpw2017: 確かに知らなくて知りたいことは普通に聞いてくるしな
[5514.207] 失地王: 獣道
[5515.743] msfsa: 「ウメハラ」を提供するから他全部よろしく。
[5516.374] LEE4646: すごい道だなｗ
[5517.059] (S)taku_yzfr1: アメリカの農場みたいに広いな
[5518.376] (S)闘劇のアルベルト: 持ちつ持たれつ
[5518.540] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます → https://bit.ly/2YE2nLB
[5519.243] ちいトラ: 何でも一人でやろうとするのは傲慢だってえらい人が言ってた
[5519.836] daruma2597: 電波やばそう
[5522.200] svcchaozu: カメラ向けないと全然音拾わなくなるんだなこれｗ
[5525.322] (S)taku_yzfr1: ウメハラと梅原
[5525.893] さっぽさんぽ: 39.926019, 141.074637
[5525.987] piyopiyomaru555: よくここで電波持つな
[5527.905] アンインストール: 役割分けるのが上手いと
[5529.635] tw_numa: ユンは俺やるからほか全部
[5532.692] (S)食用ばるさみこす: アスファルトですら無いとこ歩ってるw
[5532.917] sphere0315: こんな道を歩きながらする話ではないw
[5535.924] にわごり: 一人の出力なんて限られてるしな
[5537.666] mariannnu: 適材適所がいい
[5539.768] arito_bk: 仕事は助け合わないと進まないってことは学んだな
[5540.324] fujinami_shintarou: 正しすぎる
[5542.234] alienpistoljp: 掃除苦手って松田さんに言うKSKに似てんなw
[5542.937] (S)diediedying: SOS的な道だな
[5543.150] njpw2017: アメフト理論
[5544.125] (S)ｾﾀﾒﾝ: ゼネラリストとスペシャリストの話
[5552.890] GelidiumJellyCat: 欧米か！
[5553.130] kyu_725: お金が減る？
[5553.528] kiton_taichi: ウメさんは王様が得意
[5553.725] nibiru_brave: 旅感めっちゃあるな、この道
[5556.114] chin_56_: すごいペラペラ出てくるよね
[5556.557] lun__01: 日本の教育は平均点を高める
[5557.270] ペプシ男: 適材適所か
[5557.362] xxxmach: 確かに日本的じゃないね
[5560.081] v_harumi_v: メンおじさま♪
[5560.249] ddb365: ｗｗ
[5561.547] icyblue1985: メンおじ～
[5561.710] (S)foo_twitch: 競うな 持ち味をイカせッッ
[5561.920] ima_son: みんな公平に作業振るとね
[5562.482] mariannnu: ぺろんぺろん
[5562.647] HirocoT: ｗｗｗｗｗ
[5563.103] poposuke: ぺろんぺろん
[5563.524] (S)憂う者の弟子: メンおじのせい
[5563.577] (S)yukaring: LUL
[5564.226] hikky722: gameinn
[5564.481] (S)tilia211: ｗｗｗｗｗ
[5564.798] fujinami_shintarou: ビジネスライクに考えると100%正解な考え方だよ
[5565.489] pengetop: メンおじなぁｗｗ
[5565.883] LEE4646: 原因そこかｗ
[5566.422] borkh3js: LUL
[5566.634] tw_numa: ぐるんぐるん
[5566.999] (S)simmonfoxy: あの豪鬼使いさんですか・・
[5567.077] spica1987: 右腕
[5567.693] renoarenoa: メンおじほんま
[5568.080] (S)ディコトミー: でもRさんが釘を刺したい気持ちもわからんではないw結局みんなを巻き込む人気者だから客観的な情報も精査してくれは一理ある
[5568.143] GelidiumJellyCat: ぺろぺろ
[5568.642] weeep1: ずっとそうなんだなｗ
[5570.994] aranami0: ベロンベロンに甘やかすおじさん
[5572.288] (S)ancehutn: まあ周りに恵まれているのはあるよねｗ
[5572.613] syugi3: ん
[5572.905] kaomoji3: まじかー
[5572.989] (S)闘劇のアルベルト: メンおじどうして…
[5573.156] hosp1990: どういうこと
[5575.612] tabibitox: 諸悪の根源ｗ
[5576.131] tw_numa: ずぶずぶの関係
[5576.162] neon_d99: ビシビシ甘やかされてる
[5577.063] hanao_t: 村で農業してる時は分業協力してたと思うけどね
[5580.215] アンインストール: パトロンけ
[5581.379] ddb365: エアコンの話好き
[5584.369] (S)simmonfoxy: 忠誠度100
[5586.096] (S)ノア1844: メンおじってそんな前からｗ
[5586.326] おじキッズ兄: なにもんだよｗ
[5586.897] haniwa09: メンオジさんの方が出会い先なんだ
[5587.481] 記入漏れ: それが当たり前だからそう考えるようになった、と
[5590.054] hikky722: それだけ周りから見たらカリスマがあった
[5592.146] tw_numa: 常にパトロンが…
[5593.774] (S)afuring: パパ活やん
[5593.842] lun__01: あちいなあって言ったらエアコン買ってくれた話すき
[5595.658] 今夜も赤こんにゃく: www
[5595.744] njpw2017: どういう忠誠心よ
[5598.710] (S)食用ばるさみこす: メンおじ| ウメハラ
[5600.151] kiton_taichi: 今はもっと増えてる。忠臣。
[5600.767] aranami0: おじさん「お金…いる？」
[5600.970] muucrs: 忠誠心
[5601.099] balthazar000: これもうシロップ漬けじゃん
[5601.110] chandio2251: お金いる？はやばいwww
[5602.100] jagajaga1943: メンオジすげえ
[5604.124] tw_numa: お金いるー？
[5605.481] (S)afuring: 愛されすぎだろｗ
[5606.385] fin_fannel: 昔はksk
[5606.491] GelidiumJellyCat: 人たらしやな
[5606.573] (S)brutal9998: おふくろさんよりも無償の愛
[5609.036] xxzoids: あまりにもスポンサー。
[5609.474] disco4545: タニマチとも言う
[5612.148] (S)黒光り肉の: それ程ウメハラが魅力的なんだよ
[5612.881] balthazar000: ランダムって言わなかったのね
[5613.142] (S)hodanonn: 愛されてる
[5613.839] prosciu: まじで寅さん
[5613.869] miruujyu: 彼氏かな？？
[5615.151] svcchaozu: 格ゲー強いから皆が甘やかしてくれたんだろうなｗ
[5615.339] pengetop: 人徳だなｗ
[5616.930] spring__thief: でもメンおじは先見の明があったよな
[5619.149] (S)hiaaru: あまりにも王
[5619.436] LEE4646: 人徳なのかな？
[5620.035] teruharu_: 人間力だなあ
[5620.278] myodent21: メンおじ7個上だったけ、可愛かったんやろなぁ
[5620.592] piyopiyomaru555: だから嫁ができないんかな
[5620.763] kaomoji3: これでいいのだ〜
[5620.806] tw_numa: 人が寄ってきてる
[5623.182] (S)simmonfoxy: 王だな、これはキングの資質です
[5623.185] habutaedango: ほっとけない雰囲気はあるよね
[5623.494] lun__01: 愛され人生
[5624.194] (S)黒光り肉の: 人たらし
[5624.828] kiton_taichi: 寅さん
[5625.096] v_harumi_v: 助けたくなる気持ち、わかるー
[5625.835] manifu_: カリスマ
[5626.138] にわごり: それでいいのよ
[5626.751] blackmark2: 王
[5627.391] (S)クラクラ777: 助けてもらえるのも才能
[5627.869] (S)pung_pung_ouji: 環境が人を作る
[5628.848] (S)のら村長: いいねぇ
[5628.933] (S)raurakd: ええやんw
[5629.257] aranami0: めちゃくちゃおもろいっすｗ
[5629.924] chin_56_: ずっとさがしてーいた
[5630.484] 4jou_half: 本気で向き合ってる奴は応援したくなるのよ
[5631.016] hikky722: 愛されボディ
[5631.379] icyblue1985: 人徳よなぁ
[5632.025] トネ: 王ですね
[5633.918] ~MISSING_COMMENTER_INFO~: かっけぇ…
[5634.185] alienpistoljp: ゲームに集中できる環境だったんだなｗ
[5636.329] taiyaki_ltd: 王 たる所以
[5636.689] ura_era: ウメちゃんに救われてる人も多いと思うわ
[5637.075] (S)のら村長: めちゃ面白い
[5637.288] アンインストール: ジャスティンも甘やかされてると思う
[5637.529] 閃光の: 成功してるからね
[5637.644] (S)ディコトミー: それを裏切らんで答えてるのが凄えよ
[5638.173] tw_numa: ほんとなw
[5638.565] hosp1990: まとめはよ
[5638.651] Hikaru_256: アールの意見と対比出来て面白いわ
[5639.574] njpw2017: 普通、主観だけで生きていくと他人にぶっ飛ばされるからな
[5640.305] ddb365: ナイスインタビューアールさん
[5641.411] kiton_taichi: それで世界一
[5641.859] nibiru_brave: めっちゃ堪能しとるよ
[5642.671] zetton7: 面白いっす
[5645.053] (S)れの__: アールさんいいインタビュアーだねぇ
[5646.483] piimann1175: 他力力
[5647.998] lun__01: 時代がウメハラを愛した
[5648.690] shifoncafe: ウメハラの真実
[5648.951] にわごり: なんでも始まりはあるさ
[5649.443] balthazar000: 生まれながらのプロゲーマーじゃんね
[5650.725] (S)黒光り肉の: 劉備タイプ
[5650.727] (S)hiaaru: マジで賢者
[5652.823] LEE4646: ちゃんと周りの期待に応えてきたってのも多いんだろうな
[5653.800] daruma2597: 昔のタニマチそのまま
[5654.808] datyuranosuke: アールの部屋じゃん
[5660.758] ちいトラ: だから01は称えられるってわけ
[5661.090] 記入漏れ: スト４売れなかったら終わってたねぇ
[5661.535] (S)simmonfoxy: これ切り抜き確定くらいの動画かも
[5665.082] hosp1990: ！！！
[5665.349] ペプシ男: 時代に恵まれたのもあるよね
[5667.158] (S)クラクラ777: ｗ
[5667.350] (S)くえんち: ｗｗｗ
[5668.758] (S)ancehutn: へぇ～
[5669.268] kaomoji3: なにそれw
[5669.474] (S)yukaring: 2020Snacking
[5669.729] syugi3: すげえ
[5669.950] neon_d99: メンおじすげえわ
[5670.255] GelidiumJellyCat: メンおじありがとーーーーー
[5671.121] (S)憂う者の弟子: ゲームはしろ！！！！！！
[5671.212] garu735: すごすぎw
[5671.465] syagami: ゲームはやれ！
[5671.829] chachachakoma: おおｗ
[5672.731] ame512: すごいなｗ
[5672.734] (S)raurakd: w
[5673.559] HatimitsuKalin: 下手なネット記事より掘り下げうまいわ
[5673.705] fujinami_shintarou: 恵まれてるなあ
[5676.322] jackeryna: 最高や
[5676.373] (S)めそたん: w
[5676.390] nosveral: 正しい魚が釣れないフック
[5676.681] HirocoT: ｗ
[5677.297] chin_56_: 助けられてるな
[5678.415] ~MISSING_COMMENTER_INFO~: すげー
[5678.495] msfsa: www
[5678.757] manifu_: メンおじありがとーー
[5678.946] nobunobu312: 周りえらい
[5679.190] spica1987: メンおじすげぇ
[5679.250] (S)のら村長: すご
[5679.292] (S)食用ばるさみこす: スポンサーじゃんね
[5679.496] yamanashi_sp: 王国を創った男のドキュメンタリーだ
[5679.593] sei_6: めんおじありがとーーーーーー
[5680.232] v_harumi_v: メンおじさま、ありがたやー
[5680.413] muucrs: メンおじありがとう
[5680.541] ドリアンくん: この２人一生喋ってんな
[5680.989] teruharu_: メンおじありがとう
[5681.328] (S)やすぽこ: なかすごいなぁ
[5681.594] kaomoji3: ゲームかウメハラか
[5682.117] kituneudon0727: 未来を見れる方であらせられる？
[5682.358] PUCHU7788: 預言者
[5683.622] rxz_2017: KSKは全部やめろ！
[5683.678] hosp1990: 本体やん
[5683.899] (S)ancehutn: すごい
[5684.114] myodent21: メンおじぃ 
[5684.160] taiyaki_ltd: そんな逸材いないよ
[5684.789] 4jou_half: 先見の明
[5684.864] (S)ｾﾀﾒﾝ: 一方セブンイレブンで待ってるNPC
[5685.019] にわごり: 先見の明あるね
[5685.250] neon_d99: 本当に王じゃん
[5685.297] pengetop: すごい信者だなぁｗ
[5685.819] kaigaizei: 二代目スポンサーだった
[5686.024] トネ: 育てられた
[5686.801] (S)シミズム: 初代スポンサーやん
[5688.029] jagajaga1943: メンおじ無くしてウメハラなしじゃん
[5689.023] 157655: ビーストを生んだ出会い
[5689.539] lm312v04wo: 周りに見放されないものがないとできないムーブ
[5689.781] (S)おまぺーろ: 未来予知してるなそれ
[5690.642] lun__01: 影の功労者じゃんねえ
[5690.820] spica1987: 父親いっぱいいるな
[5691.050] (S)めそたん: メンおじありがとぉ〜
[5691.407] icyblue1985: メンおじいなかったら格ゲー界終わってたな
[5691.786] senkoba9: メンおじ；；
[5692.054] (S)ディコトミー: みんなのウメハラだったんだなぁ
[5692.066] blue_kimch1: エンジェルや‼️
[5692.176] (S)kkshkk: KSKは真似するな
[5692.682] xxzoids: 生かされてきた。
[5692.791] miruujyu: これがｗｗ
[5692.907] syugi3: 強烈なスポンサー
[5693.682] njpw2017: もうメンおじがすげぇの
