[20.299] suhifire: おそーいｗ
[5690.013] hachittt: 年貢だ
[5690.292] naginagi99: ゆなっこさん色々とティア高いな
[5691.498] chocolat1234: ゆなっこアリガト>_<
[5691.771] (S)omega312312: 年貢は草
[5692.155] zyangara2: 王の御用達
[5692.245] kuini__: 北海道のとか絶対うまいな
[5692.840] hukohuko: 北海道の人だからかね
[5693.026] (S)quwrof_sb: お返ししなきゃね
[5693.559] jagajaga1943: 配信に誘え圧
[5694.028] suginaka56: ゆなっこはミルダム強キャラ勢でしょ
[5694.610] shokupan_10301220: ホタテをなめるなよ
[5695.246] 5don: 「年貢」←良いですねw
[5695.658] chin_56_: ほたて姐
[5695.838] rdstus: 献上品に理由なんてない
[5696.806] (S)yamato925925: ゆなっこありがとー
[5697.403] サラバア: 食べ終わったら試合やってねえ！
[5698.440] 天然ベニテングダケ: ゆなっこさんありがとー
[5698.798] olivemocomichi: 王への貢ぎ物
[5698.804] rt340: umeYay
[5698.828] 黒猫くん: ゆなっこの賄賂
[5699.573] banana_seven777: ホタテの国の姫
[5699.610] tarako7016: せめてもらった理由ぐらいは認識してあげてｗ
[5701.697] nakao1976: ゆなっこさんありがとうゴザイマス♪
[5705.550] (S)gyu_nyuu_pann: 献上品
[5705.815] ロンロ: ああ北海道だっけか
[5705.880] あり0221: 散歩するだけで貢ぎ物が集まるお人やからねこれくらいはね？
[5706.233] のりゆき0125: じゃ、ゆなっこさんに聞こう。何であげたの？
[5706.494] goroutai: ゆなっこ仙人の献上品
[5707.500] hatomugi101: ゆなっこありがとー
[5709.109] isekai7153: 北海道かあ 色々期待できるな
[5709.359] shizuto123: 年貢
[5710.922] ohyoi2002: えなこに聞こえたｗ
[5711.288] yamanashi_sp: ホタテｖｓかるび
[5711.386] ライム_: ホタテスパチャ
[5711.868] twitchyarutch: 生で直送だからすごい
[5714.541] owacooorn: 餌付け
[5722.281] 温かいやさむぎ: えなっこ
[5728.127] naginagi99: えなこからもらったらなんかそれけんきさん世話になったからみたいやないか
[5732.276] shizuto123: 10先は帆立の価値
[5733.361] カラメルキッチュ遊撃隊: けんき！？
[5734.335] 天然ベニテングダケ: 今の時期の北海道は野菜も美味いわで
[5734.829] condol456: ウメちゃんがホタテを食べるのを9000人が見てる
[5736.778] シミズム: オーゥケー
[5739.092] すーさん22: ｱｰﾊﾊ
[5746.315] (S)~MISSING_COMMENTER_INFO~: うめっこ
[5747.194] cha_ske: ホタテの10先
[5749.460] nurupo2: 新鮮なホタテって、「甘い」んだよなぁ・・・
[5749.461] vesiter: ホタテ最強
[5752.874] あり0221: ｱｰﾊﾊ ｶﾓﾝ
[5755.967] mec314: ウメハラどこ；；
[5758.656] Beyyy0nd: NiceTry
[5758.993] 天然ベニテングダケ: 熱いホタテの始まりだ
[5759.712] cha_ske: DJの音楽？
[5760.303] (S)凪水: ふるさと納税で頼んでおこう
[5762.777] hiro_chan: ほたって
[5763.228] (S)junjamaica: 夏野菜もうまいな
[5764.117] tarako7016: レッドブルジャパン配信とウメちゃんがホタテ食う配信が視聴者ほぼ同等という
[5765.703] nihonsyu_: ヒマだし岸田呼ぼう
[5769.471] nex_poni: ゆなっこめ…また王を太らすきか
[5776.727] twitchyarutch: 朝はホタテ相手にバーンアウトしてたな
[5778.254] ランメルモールのルチア: ホタテポチるか・・・
[5781.899] sistersguitarreplica: ホタテって炭火で焼いたら美味いんかな
[5783.565] cha_ske: ジェイミーの曲好きなんだよなー
[5784.482] 1550kcal: ホタテは高タンパク低カロリー！
[5787.931] のりゆき0125: ホタテはあんま太らないから
[5789.626] (S)sulwaole: この音楽の陽気さ好き
[5791.028] gbmtp366: └(＾ω＾)┐♫┌(＾ω＾)┘♫
[5792.467] 天然ベニテングダケ: 何で北海道って美味い物しか無いのか
[5798.975] (S)omega312312: ホタテの当たりハズレは差がでかすぎる
[5799.426] teruharu_: 陽気なミュージック
[5800.577] をかし: umeCossack
[5801.367] Beyyy0nd: Silverhand
[5801.498] kuini__: 海ちかは最強
[5804.202] 宮藤ｨｨｨ: kokuji3Momi
[5804.431] doiyasannn: 北海道すげえな〜
[5804.478] 温かいやさむぎ: umeGuile
[5807.264] (S)fikat_0702: umeCossack
[5810.684] Jam10505: ホタテはうめぇぞぉ
[5811.207] tarako7016: 新潟とか日本海側も美味しいもの多いで
[5811.238] (S)hitmehitme: karubisFurifurii
[5811.333] シミズム: umeCossack
[5811.562] あり0221: 北海道のいくらだけなんであんな弾力あるんや
[5815.471] 4444446666: ウメちゃんは飛行機事件の話してるくらいまではまだ痩せてた
[5816.651] real_momokan: 七輪買って焼こう
[5817.413] ランメルモールのルチア: ポンチャカ♪
[5819.018] 宮藤ｨｨｨ: kokuji3Fly
[5819.742] chin_56_: ｽﾞﾝﾁｬｶｽﾞﾝﾁｬｶ
[5828.069] twitchyarutch: umeCossack
[5829.291] 八極盗撮個展: 北海道と福岡が食べ物２強
[5829.489] (S)fikat_0702: リズム合ってるｗ
[5830.024] 5don: karubisFurifurii
[5832.876] hiro_chan: くわしく
[5833.782] Jam10505: ウメちゃん元の顔に戻るんじゃないの
[5836.759] yamanashi_sp: この家、良いキッチンついてそうだよね
[5839.572] 宮藤ｨｨｨ: kenkiFurifurii
[5840.044] (S)latenight000: ﾏｷｼﾏｰｰｰﾑ
[5842.987] kunisan92: 北海道住むの大変そうだけど、どこでもドアがあったら毎週行く
[5843.402] shokupan_10301220: fuudoKikanbo
[5848.488] 天然ベニテングダケ: 今の時期なら、とうもろこしを炭火でじゃない？
[5856.762] ランメルモールのルチア: 福岡は旨いうえに安いからね
[5858.411] あり0221: 日本の飯美味すぎてわろりんちょ
[5859.769] tarako7016: 北海道、老後は住みたい
[5860.259] (S)omega312312: 北海道の海鮮はガチ
[5863.712] 八極盗撮個展: umeCossack
[5866.687] hachittt: RyuChamp
[5867.492] gbmtp366: mago2dDoramu
[5873.014] Beyyy0nd: BloodTrail
[5873.500] 如月うづき: 北海道はゴキブリもいない神環境やぞ
[5875.534] hiro_chan: 北海道の北見の玉ねぎも美味い
[5876.443] bikibiki999: 北海道のトウモロコシやばうまらしいねめちゃくちゃ甘いって
[5882.283] SUGAKIYA: いまきた この配信タイトルなに？
[5882.327] teruharu_: 腹へってきたあ
[5884.936] rai_pumpkinland: 北海道の冬体験してみんな凍えちまえ
[5885.689] のりゆき0125: 北海道と九州は美味しい
[5885.737] (S)vivfiw: 神環境？・・・雪
[5885.755] (S)gyu_nyuu_pann: 北海道トップティアだなぁ
[5887.524] goroutai: 配信者北海道在住多くない？
[5887.555] 宮藤ｨｨｨ: kyouchH
[5888.459] tarako7016: 北海道も雪が少ない地域はあるんでね
[5892.574] hato_pizza: 北海道ゴキいないまじ？
[5893.003] をかし: 嶽きみとうもろこし
[5895.735] rt340: ホタテ応援配信
[5898.438] brickenny: 北海道雪凄過ぎて無理
[5899.733] rai_pumpkinland: ゴキはガチでおらん
[5900.522] 天然ベニテングダケ: メロン半分に切って、種入ってたところにソフトクリームぶち込もうぜｗｗｗ
[5901.478] シミズム: 海鮮丼にじゃがいも出す北海道は強すぎる
[5901.483] Beyyy0nd: umeGoat
[5902.520] snow_flower12345: ホタテ食べたい
[5904.271] (S)gyu_nyuu_pann: ホタテ配信
[5907.996] 1550kcal: 過酷すぎてGはいない
[5907.999] puertoescondidomota: アーカイブ残ってるよホタテ剥きと床掃除とフライパン直食いパスタ
[5908.320] tarako7016: ＦＦ１４やってた時、北海道出身マジ多かった
[5909.148] ランメルモールのルチア: ホタテ食い配信
[5915.350] おりっち: せめてGと言ってくれ
[5915.385] あり0221: 北海道人ってゴキブリ見ても嫌悪感湧かないって聞くけどほんま？
[5925.502] w4m1_54: 老後北海道は雪舐めすぎじゃね
[5926.815] switch12958: 雪かきで地獄見るよ
[5927.021] ランメルモールのルチア: 試される大地
[5927.632] hiro_chan: くら寿司でホタテ食ってこよう
[5928.122] (S)omega312312: ゴキなんて見慣れれば蚊とかわらん
[5931.069] kunisan92: わー初めて見たーってなるらしいね
[5932.740] twitchyarutch: G7
[5935.008] zyangara2: でもゴキブリ以外の虫はめっちゃいるよね
[5935.037] SUGAKIYA: 冬がなげーし家の中は温かいのでインドア派が異常に多い
[5935.113] ことことこ: 雪かきさえなければ他は我慢できる
[5935.126] からもこ: 北海道はアブめっちゃいるイメージ
[5936.686] tarako7016: 北海道の人はゴキブリ見たことないから飼う人もいるらしい
[5941.526] chichichichiro: 雪はなー
[5945.307] 如月うづき: Ｇ見たことないからわからん
[5945.844] v_harumi_v: ほんとに？💦
[5950.528] 宮藤ｨｨｨ: 雪かきで体ぶっ壊れるリスクえぐいな…
[5953.012] 天然ベニテングダケ: ゴキブリよりも鼠の方がやべぇ定期
[5955.618] ddb365: コソコソしてるのが怖いんよＧは
[5956.479] brickenny: 老後北海道は豪雪地帯経験してない舐めプ民だぞ
[5958.451] 憂う者の弟子: momochocoZari2
[5958.855] mrredwednesday: moon2SPIN
[5962.889] (S)日本語かな: 神BGMきたな
[5966.511] (S)yama0283: cagdogBugi
[5966.823] tony_goround: ゴキブリより細長い虫の方が嫌
[5967.149] 如月うづき: ゴキブリの代わりにカマドウマという怪物がいる
[5967.184] だわさワサワサ: ヨガアウーン
[5968.772] まみたん2007: 熊がいる地域って落ち着かないな
[5969.113] (S)gyu_nyuu_pann: Gいないのかみすぎ
[5969.728] maddy2623: ジェイミーの曲好き
[5970.049] twitchyarutch: 北海道のネズミでかそう
[5970.130] intaisita: ジェイミー
[5970.935] おりっち: 都会のGはIQ高い
[5971.133] (S)fikat_0702: umeCossack
[5973.689] SUGAKIYA: 80になっても元気でじじいどもが除雪のバイトしてるが？
[5974.910] (S)hitmehitme: karubisDoya
[5977.030] erisuk: 屋根の雪落とすの地獄過ぎる
[5980.221] yamato_0876: こないだ靴の中にいて踏み潰したよ
[5981.406] v_harumi_v: カマドウマは関東にも居るよ、めちゃ怖い
[5981.797] hato_pizza: カマドウマはきついな
[5981.866] tarako7016: カマドウマは刺されるから
[5982.689] nuka_cola_jp: 黒い閃光G
[5982.879] gbmtp366: ₍₍ (ง* ॑꒳ ॑*)ว ⁾⁾
[5984.446] yamanashi_sp: 日本の複雑極まる気候環境は、世界に類を見ないほどの多種多様な生物を育み、その中から旨いものを選んで食ってるから日本には旨いものが多いのだ
[5985.737] ケングー: 北海道民だけど最初ゴキ見た時気づかなくて、友達にゴキいるっていわれて知った
[5987.633] 1550kcal: 実は日本は世界一雪が降る国
[5988.637] (S)yama0283: kokuji3Chu
[5989.295] uroitann: フライパン直食いはドライブラッシュと同じくらい普通にやってるなー
[5989.559] おどる: 雪虫が湧いたときは諦める
[5992.411] chin_56_: ｽﾞﾝﾁｬﾝｽﾞﾝﾁｬﾝｽﾞﾝﾁｬﾝ
[5994.886] (S)omega312312: ８０で除雪したくねええｗ
[5995.025] 宮藤ｨｨｨ: kokuji3Chu
[6000.150] mrredwednesday: 神曲
[6003.123] (S)gyu_nyuu_pann: いい曲
[6004.681] eSKAone_: Capcom give us Aris Bakhtanians commentator dlc! 💟
[6007.240] おりっち: カマドウマはよく見るとプレデター
[6008.535] 天然ベニテングダケ: 因みに屋根に積もった雪は、本田最低でも本田100体分の重さだ
[6008.592] ei1eN: kokuji3Chu
[6010.444] あり0221: こくにいのキス顔きtsない
[6011.687] mememe10: umeCossack
[6011.962] (S)日本語かな: 梅ちゃんジェイミーの曲好き？
[6012.748] goroutai: 日本ってグルメ界みたいなもんなのか
[6012.939] 憂う者の弟子: veiPls
[6017.023] (S)ふみふみ23: アレクみたいに曲だけ使われるキャラになりそう
[6018.181] v_harumi_v: 良い曲
[6019.136] hachittt: FamilyMan
[6019.149] 霧月むげつ: 今回ウメちゃんどの曲が好き？
[6019.760] mako3jp: ゴーちゃん呼ぶ？
[6019.916] akira_s_: ジェイミー
[6021.651] 天然ベニテングダケ: ジェイミー
[6021.999] gbmtp366: mago2dMigihidari
[6024.247] froz3__: Jamie is the best
[6024.807] afro888: ディスコ繋ぐ？
[6025.622] gajpmwtdpw: ゴキって普通の虫にしか見えないけど、具体的に気持ち悪いところ説明できる？
[6026.680] (S)gyu_nyuu_pann: 陽気だな
[6027.637] Qtr1214: ケンのBGMがすき
[6029.234] sussy_int: スト６っぽい曲
[6029.547] (S)~MISSING_COMMENTER_INFO~: 一番はだれすき？
[6029.998] だいこん_: トレモのテーマ
[6030.032] 宮藤ｨｨｨ: eitanoMajide
[6030.344] (S)fikat_0702: 音楽全体的にいいですよね
[6030.539] kunisan92: そらジェイミーくんも踊りだしますわ
[6030.957] をかし: ジョン竹はSFLジェイミーで行くのかな
[6034.677] 閃光の: 北海道のひと包茎いないってほんと？
[6034.787] (S)ウィーク333: かけるさんの強いところは？？
[6035.366] mack_yy: てってれれっててれれ
[6037.776] 天然ベニテングダケ: ホタテの後に薬湯とな？
[6038.837] (S)hitmehitme: karubisTumerujooo
[6039.678] iguchiill: 6は逆に微妙な曲が少ない
[6039.820] シミズム: 6は曲どれも良い
[6040.846] のりゆき0125: てか、今回BGM全部良き
[6042.269] pixy41: じゃあジェイミー使って…？
[6042.334] jagajaga1943: 誰かディスコ呼びます？
[6046.327] (S)Arcaster42: Arcaster42 is gifting 5 Tier 1 Subs to DaigoTheBeasTV's community! They've gifted a total of 40 in the channel! 
[6046.617] (S)Arcaster42: Arcaster42 gifted a Tier 1 sub to johndoe6523rp! 
[6046.649] (S)Arcaster42: Arcaster42 gifted a Tier 1 sub to ruki869! 
[6046.663] (S)Arcaster42: Arcaster42 gifted a Tier 1 sub to fla5hkick! 
[6046.668] (S)Arcaster42: Arcaster42 gifted a Tier 1 sub to ジャボガン! 
[6046.729] くね君: DJっしょ
[6046.747] (S)Arcaster42: Arcaster42 gifted a Tier 1 sub to OdinStan! 
[6046.997] 憂う者の弟子: 一番はたかし
[6047.585] tarako7016: ウメちゃん、高層マンションだから蚊とかいなそう
[6050.341] 1550kcal: 曲全部かっこよいね
[6050.378] akira_s_: ケン？
[6050.920] (S)aliyome: 6はキャミィの曲が一番すき
[6052.835] foo_twitch: バトルハブの曲が興奮した脳を癒してくれる
[6054.284] maddy2623: ガイルとかリュウはさすがに５のがかっこよくないです？過去アレンジのやつ
[6054.498] cubespin: またきたぁ
[6054.573] v_harumi_v: アーカスターさん、ありがとーーー
[6056.557] ichi_gatsu: 2回目ｗ
[6057.706] だいこん_: アーカスターさんありがとーーーー
[6057.712] 宮藤ｨｨｨ: kenkiWaa
[6057.820] ohyoi2002: 本田
[6058.254] (S)日本語かな: はやくジェイミーの使って希望見せて欲しい。なるおとジョンはSA2と画面端は可能性あるって言ってたよ！
[6060.370] gloomymario: そらケンでしょ
[6061.728] (S)hosoka20: さっき一番好きって言ってたのはステージ曲？
[6062.419] (S)Arcaster42: 正解！
[6063.424] SUGAKIYA: ああああああああああああ
[6063.467] Coedawg: umeYay
[6064.760] (S)greed0314: マリーザ
[6065.275] gbmtp366: ₍₍ (ง ˘ω˘ )ว ⁾⁾
[6066.013] (S)Arcaster42: 上達してるね
[6066.047] chin_56_: アーーーーーー
[6066.256] tamanegi30: 今回ほとんどのキャラBGM最終ラウンドになるとかっこいいわ
[6066.311] teruharu_: アメリカにいさっきもくれてました
[6066.960] (S)omega312312: 何回追い石油あるんだよｗ
[6067.704] King_Fuudo: 金持ちありがとーーーー
[6067.750] (S)ジャボガン: サブスクありがとー
[6069.813] ichi_gatsu: ボン！！
[6070.131] v_harumi_v: ああああかすたぁさーーん
[6070.486] 宮藤ｨｨｨ: マサ♡
[6071.635] sistersguitarreplica: 5のガイル曲は好き
[6072.007] ddb365: ジェイミーのパリィモーション不誠実で好き
[6072.797] (S)gyu_nyuu_pann: この試合で意外とダルシムの曲がいいことに気づいた
