[66.152] vovovoooooo: ぐへへ
[13400.417] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典が得られます。未登録のかたは こちら参照ください → https://bit.ly/2YE2nLB
[13404.370] チョコミんト: P
[13404.508] ReLoSeR: LUL
[13408.927] Shado18x: PogChamp
[13413.135] educationiskeyik: abused plushie lol
[13413.536] shupii097: 男は黙ってスト5
[13418.771] (S)墾田永年私財砲: もくよう
[13419.802] たあぼ0126: もく
[13419.932] shupii097: 散歩いいね！
[13420.762] だわさワサワサ: 木曜
[13421.068] Kanquez05: 散歩配信まじ？
[13422.639] 平和太郎: 木曜日
[13422.998] (S)tukumi07: グラブルは不要！
[13423.545] ヘルプさん: もくよー
[13424.883] チョコミんト: 木
[13429.726] brianw_0002: うめちゃんさぁ・・・グラブルしない系？
[13450.543] 001162: )))
[13460.553] market_fujisaki: そういえばトパンガの大会、自信はどれくらいある？
[13466.146] junichitanaka: ジコケン木曜やってるよ
[13467.872] (S)墾田永年私財砲: だいたいそのはず
[13468.014] avmajvm: やってると思う
[13470.186] shupii097: 最近はハネムーンでおやすみしてたね
[13470.968] 平和太郎: ハワイ…
[13473.406] tabibitox: やってるけど結婚式あったしお休みしてた
[13473.936] zuera2077: HUE HUE HUE BR
[13476.413] (S)tukumi07: 最近ハネムーンだったけど
[13477.212] ヘルプさん: む、知らぬ
[13480.750] koshianpan2019: ふーどがハワイいってる間はやってなかった
[13484.867] junichitanaka: ハネムーンとかあったからね
[13484.993] ヘルプさん: っていうか今ふ～ど配信してるけど
[13490.509] (S)lunasolnars: ハワイからはしないでしょう
[13495.521] (S)Hitode_noko: ハワイ行ってたでしょ！！！！
[13497.541] チョコミんト: かりんがぴょんぴょんするんじゃ～
[13497.970] feramon95: @zuera2099 salve ahuea
[13500.778] akiaki0612: 自己顕示欲がおさまった
[13501.115] だわさワサワサ: GBVSやるツイートしてたねふーきゅん
[13503.775] たあぼ0126: 新婚旅行やらで忙しかった説
[13504.935] (S)tukumi07: まぁハワイで折笠さんがふーど配信出てたけどねｗ
[13507.563] avmajvm: サイゲプロがグラブル配信してるね
[13508.702] sh1zuku716: 結婚式やで
[13509.289] (S)ジャンクばっち: 空投げのコツとかりますか？
[13509.734] niemalsaufgeben: 新婚さん
[13511.271] Naonao765: こぼしハラ
[13530.251] (S)tukumi07: 質問ですが練習部屋で漫画の足払い戦みたいなお互いのしばりプレイみたいなのすることあるんですか？
[13534.043] sh1zuku716: 今日はジコケンやるってさっき言ってた
[13539.616] (S)Hitode_noko: サイゲスポンサードをアピールしていく
[13542.612] らみはい: サイゲプロによる
[13558.747] shupii097: 勇気かな
[13559.424] junichitanaka: 対戦会の人の集まりって何で左右されるの？ 各々のスケジュールの偶然？今日はグラブルかもだけど
[13576.145] (S)masmas999: うめちゃんのサイゲでの立場が悪くならないなら良いけど
[13576.603] zuera2077: @felipetoledo sabia q tinha BR aqui TB, salve mano
[13577.589] (S)ジャンクばっち: むっちゃ頑張ります
[13581.392] sh1zuku716: がんばれ
[13586.618] avmajvm: 広瀬すず来たな
[13589.962] (S)Hitode_noko: ジコケン乱入する？
[13591.984] 平和太郎: ジコケンでるの？
[13607.161] shupii097: しゃがむしかないよね～
[13608.511] チョコミんト: また広瀬すず(本物)か
[13616.020] 平和太郎: 投げれないの？
[13631.207] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[13632.359] (S)墾田永年私財砲: ジコケン飛び入りあるか
[13639.947] shupii097: 軌道変化があるからね
[13642.557] (S)afro888: 毎日やってるな広瀬すず
[13650.237] feramon95: @zuera2099 estamos em todos os lugares. \o hahahaha
[13650.396] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[13653.477] zuera2077: @daigothebeastv Say hello to Brazil
[13656.644] tsubame5204: １９時
[13666.054] 残機なな: EVOJで、サイドのFOOTSIES決勝見たけれど面白だった ＞空中なし縛りゲーム
[13666.468] (S)墾田永年私財砲: 初～中級者です！つって
[13673.216] (S)highspeedwarakia2: 他ゲーならファジーJしながら相手の足浮いたのみて空投とかテクある思うけどストvはなさそう
[13674.327] だわさワサワサ: 自己顕直前まで自宅配信？
[13677.374] 平和太郎: そっかキャミーのは投げれんか
[13686.779] brianw_0002: 相手やっぱさぁ・・・おっさんじゃね？広瀬すずとかさすがに・・・
[13695.109] (S)墾田永年私財砲: 本人だぞ
[13701.445] brianw_0002: 本人か～
[13707.440] らみはい: 偽物って書いてないしな
[13708.812] (S)zappnn: ジコケンレイド狙い？
[13708.857] junichitanaka: 女優業の傍らだよ
[13710.012] (S)cac_gwd: これは本人
[13718.267] shupii097: ウメちゃんに勝ったらさすがに本物じゃない？
[13718.716] 壱万円札: 中垣内って今では有効ではないのですか？
[13720.661] (S)tukumi07: 誕生日も一緒だし本物でしょ
[13721.585] (S)Hitode_noko: 用事ないならスフィアに遊びに行ってみては？
[13725.978] またり: 今も左手で飯食ってる？
[13731.795] show_an: ガッキー以外は偽物だから
[13736.450] (S)tukumi07: てことは７時までやるの！？
[13736.756] niemalsaufgeben: 女性各ゲーマーも増えてるし、ワンチャンある
[13752.870] junichitanaka: 今日のラーメントレモは？
[13759.568] (S)zappnn: 長いよ～
[13764.637] (S)とりあえずちさと: 若い子ばかりなのが不自然だな。泉ピン子あたりもいてほしい
[13771.681] 001162: 今 2時
[13772.155] (S)Hitode_noko: グラブル買いに行く配信する？
[13775.534] (S)lunasolnars: 綺麗な画質で散歩配信を試しにやるのアリ
[13782.610] だわさワサワサ: 芸能人お忍びでウメ配信来る率高いよね
[13792.863] tsubame5204: ふ〜どさん今配信してますけどね
[13818.341] brianw_0002: 立ち小足サマソコンボするってウメちゃんゲームうまいっすね！
[13818.388] チョコミんト: 変更あったのかな
[13837.155] らみはい: グラブル買いに行く配信は面白い
[13842.081] sagecomand: 調整で基本全キャラVリバで抜けられるようになったはず
[13850.494] (S)tukumi07: PC買いに行く配信してほしい
[13872.408] (S)masmas999: キャミィの投げは音が痛々しい
[13872.784] sagecomand: 調整方針に書いてはず
[13887.731] shupii097: でもちょっとうらやましい
[13900.434] Kanquez05: それとは別の話じゃない？
[13902.825] オーバーウォッチやりますねえ: 強し
[13904.360] STARfromTOKYO: ヴィトンがスポンサーの広瀬すず
[13907.213] ~MISSING_COMMENTER_INFO~: 対戦会いかないならPC版のストv導入してみては？
[13911.435] niemalsaufgeben: トパンガ本選用にもPCでの対策いるんだっけか
[13920.631] (S)afro888: 秋葉へゲーミングPC買いに行こう
[13927.933] らみはい: みんな投げてるだけなのに首の骨折るって
[13949.243] sdy_hs: クロックスとヴィトンの広瀬すずなんかすごいな
[13950.742] brianw_0002: キャミィ一生１８歳設定かね
[13963.361] kbjn10mg: 秋葉ソフマップに試遊台あるよ
[13965.655] urza2uu: そこはサイコパワーがね
[13972.200] (S)墾田永年私財砲: もしかして俺らもまだ１８歳なのでは？
[13974.594] brianw_0002: さくらもう２５なのに
[13974.737] (S)ha66yt1me7t7t: PC猶予1F多いなら、キャミィとか強そう
[13983.374] STARfromTOKYO: 千石ネットでV5の在庫復活してる
[13987.278] byepush: how does daigo feel about MK not being in evo
[13994.551] (S)tukumi07: キャミィが春麗とかと男漁ってる同人誌で４５とか言っててワロタ
[14016.622] (S)墾田永年私財砲: PCなら確認猶予が増える！つってマゴさんキャミィの中足失敗しまくってた
[14017.314] brianw_0002: 50代の女がねぇ・・・
[14027.685] (S)afro888: カワノは左手ダッシュスムーズなの？
[14035.941] (S)ha66yt1me7t7t: マゴさん本当面白いよね笑笑
[14051.506] une3333: マゴさん...どうして...
[14061.332] (S)tukumi07: ちなキャミィは1974年1月6日生まれみたい
[14065.164] brianw_0002: マサ！？
[14078.872] (S)墾田永年私財砲: ボンシム
[14093.522] (S)masmas999: エリンギてなんや
[14100.540] shupii097: カルロなのかマサなのか
[14111.144] urza2uu: アナカリスじゃねーか
[14128.735] une3333: マサorマサ
[14144.588] brianw_0002: これ実はハロウィンコスという事実
[14148.971] (S)acdcfandesu: ダイゴ 
[14155.558] オーバーウォッチやりますねえ: ウメハラは2R目遊ぶからな
[14171.364] SarriPotterNAP: umeFail
[14175.782] (S)masmas999: 火に弱そうなのに火を使うミイラ男
[14202.600] kbjn10mg: 実はアナカリス要素はあまりない
[14207.554] junichitanaka: 企画：「ウメさんが他の企業に営業しに行ったらスポンサードしてくれるか」配信してほしい
[14209.781] brianw_0002: 実は透明人間コスだから・・・
[14262.182] だわさワサワサ: 頼まれる方なのに面倒なことせんでしょ
[14271.096] tomimotofilms: Hi Daigo-san!
[14278.282] (S)墾田永年私財砲: そういうのはTV的に話通ってる場所に行くものだからね・・・
[14281.728] (S)ダブルやっくん: スポンサーだらけになっちまう
[14283.009] 001162: スポンポン ？
[14286.128] niemalsaufgeben: 見てみたいw
[14286.899] kbjn10mg: 配信でやるような事じゃないような…
[14289.467] (S)millioniwashi: リスクリターン合ってるか？
[14289.561] isanabechop: プロって手指や爪のお手入れしてるんですかね
[14293.286] (S)lunasolnars: ユーチューバーがやりそうな企画
[14298.097] myonchan_daisuki: 初心者ですいませんが、マゴさんは何故プロではないのですか？
[14299.278] girotin89: ウメちゃんなら突然行って「一番いいやつちょうだい」で成立やろ
[14301.876] akiaki0612: 『君、高卒？』
[14302.274] (S)masmas999: 食品の梅関連で営業行って欲しい
[14305.607] (S)とりあえずちさと: えいたでなら
[14307.665] dopweb: 今のスポンサーがいい顔しなさそう
[14310.691] Ramuneco: 断られたときの現場の冷え方が怖い
[14311.955] tk44444: 電波少年みたいに突撃企画で。。。
[14313.881] (S)Hitode_noko: そういうのは失う物がない奴がやること
[14316.994] 平和太郎: えいた枠でしょうへい喚ぶ？
[14319.728] (S)墾田永年私財砲: チョーヤ｜ウメハラ
[14323.827] junichitanaka: アポで行くだけでも相手企業にメリットになりうると思うの
[14332.563] (S)cac_gwd: そういやえいたも今はプロなんだっけ
[14336.504] 不渡哲也: というかもうえいたで似たようなことしたでしょ
[14352.117] (S)とりあえずちさと: ヌキさんならスポンサードしてくれそう
[14352.727] brianw_0002: ももちファミリーじゃね？えいた さん
[14358.192] kbjn10mg: えいたのは全部演出だぞ
[14367.821] tindel1234: Kage time!
[14369.042] だわさワサワサ: マゴさんは大手スポンサーが目ぼしい選手探している時に結果出せなかったのが響いていると思う
[14374.832] SarriPotterNAP: えいたの枠でヌキさんなら観たい
[14376.598] niemalsaufgeben: えいたをプロにするため、色々頑張ったよな。実って良かった
[14378.978] (S)Hitode_noko: えいたはプロ兼アドバイザー
[14381.204] isanabechop: 正直ガイルで攻めること考えるくらいならユリアンかなんかやったほうが早いって思っちゃう
[14382.373] (S)Thiagodeath: @byepush mk isn't that fun to watch. Probably that is the reason.
[14383.583] (S)ワイエム: 左手ダッシュはピアノ押しですか？
[14383.649] tindel1234: Kage time!!
[14390.353] myonchan_daisuki: ご回答ありがとうございます！
[14390.799] (S)masmas999: ネルギガンテですか
[14390.935] girotin89: えいた自演すんな
[14394.299] FlyersIvs: MK and Melee US only game
[14395.146] (S)zappnn: umeSnooze
[14398.171] Tyrant_eddy: Ryuy!!!
[14398.886] brianw_0002: ネルギガンテやん
[14398.967] tk44444: 普通に相手企業の宣伝番組になっちゃうよw
[14406.844] kbjn10mg: ヌキは飽きたらすぐやめちゃうからダメだろｗ
[14407.640] SarriPotterNAP: ヌキさんスポンサード面接おなしゃす
[14408.422] shupii097: 守れてかつ攻めれたらいいよねって話じゃない
[14409.605] 001162: 電波少年 1992年 ‧ バラエティ番組 ho i see ^ ＿^
[14417.382] FlyersIvs: meanwhile 2020 evo lineup is more like international game lineup
[14418.290] オーバーウォッチやりますねえ: 凄いスキンだな
[14422.577] lucentsnow: 変装してゲーセンで無双してみたとかユーチューバーやりそう
[14429.596] isanabechop: モンハンかな？
[14439.560] (S)tukumi07: このネルギガンテコスの気合の入り方凄い
[14444.752] myonchan_daisuki: モンスターちっさ。
[14445.331] (S)masmas999: キャラによってオブジェクト変わるんだ
