[24.046] kobayan86BRZ: 見れた
[9210.391] (S)tabibitox: 詰んでた
[9211.298] (S)日本語かな: 龍尾ハラスメント
[9214.498] lesame: ウヒョー
[9215.505] (S)ましゅダヨ: でもボコボコです(   ◜▿◝ )
[9215.794] gift_hope: nice
[9216.547] (S)perfecttakahashi: うっま
[9216.873] gorilla_osaka: 正面衝突
[9217.755] (S)keeenkeen: 鮮やか
[9219.186] one596: MRあまりにも無情
[9225.610] bumpy671: 次元の狭間の入り口は昨日閉じました オメガを置いて
[9228.363] messhu0: すぱいあってなんだ・・・？
[9232.359] berurusuko: 削りの強さとんでもないなケン
[9234.918] hoehoeR: 11連勝 しゅご
[9251.079] esutark: いつの間にか11連勝
[9251.245] moririka755: 2000の門番もやってます
[9268.833] とろきりで: 尖ったものの先、みたいなニュアンス
[9272.792] (S)ましゅダヨ: 風をまとうことも許されない2000門番
[9279.124] esutark: 違う格上とあたってみたいな
[9279.653] maddy2623: 三太郎さんを次元の狭間のモンスターに例えるの面白すぎたw
[9281.313] やわらかあたま: うっま
[9287.149] かべ_娘は双子: スピアのことかな
[9288.358] (S)ひろみつー: うますぎるやろ
[9288.872] 今夜が山田ァ: どうやって2000まで来たんだ
[9304.906] (S)ましゅダヨ: おお
[9305.057] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[9307.176] shinkarma7: Mだから
[9308.940] とろきりで: ケツ！
[9312.469] kusomegane123: なんでBOルート
[9314.663] lesame: ホゥホゥすき
[9318.537] (S)ましゅダヨ: ホーホーホー！
[9326.838] tukumi07: コンドルのスパイアだからくちばし的な意味かな
[9328.736] (S)日本語かな: スパイアってぐるぐる回ってる感じ。渦とか。リリーも突進しながらぐるぐる回ってる。
[9339.228] uriuri77777: 走って2ゲージで終わると思ったんじゃない
[9348.540] だいこん_: umeSnooze
[9362.530] 憂う者の弟子: リリーは実は強い
[9363.030] kumihachan: kumihachan subscribed with Prime. They've subscribed for 29 months, currently on a 5 month streak! 
[9363.530] ジャンクばっち: リリーわっかんねー
[9364.071] bumpy671: モリーつええええ
[9364.289] タイフーン: リーサルホウホウホウ強いな
[9368.839] (S)日本語かな: 嘴か。尖ってる感じ。
[9370.558] tukumi07: くぎゅホーホーホー
[9371.770] esutark: いつの間にか2036だったの
[9372.862] ロミヲ: Mリーこわい
[9386.571] とろきりで: 風優先した
[9394.751] 俊孝: まじか
[9397.380] syugi3: うお
[9398.868] bumpy671: 超シンプルゆえに尖ってんなー
[9402.459] (S)vaio_95: ワラキア先生ー
[9403.102] ジャンクばっち: ワラキア先生ー！
[9405.689] berurusuko: コマ投げと有利突進技ってそれだけ見るとめちゃくちゃ強いよな
[9406.223] (S)日本語かな: 追撃むずくない？
[9408.503] maddy2623: ワラにぃ〜
[9418.389] xyz1648: 奮迅竜巻なら運べそう
[9423.485] (S)tabibitox: 調べよう
[9435.380] esutark: わからん殺しの1年目リリー
[9437.676] ロミヲ: 先生おしえて
[9452.080] (S)日本語かな: 強迅雷→OD龍尾→強昇竜とか入りそう
[9459.219] tama_ko: 強迅雷->OD竜尾とか？入れ替わるけど
[9459.750] タイフーン: ザンギエフも子供キャラにすればいいのに
[9461.657] やわらかあたま: きちーーー
[9465.423] lesame: 流石にきつい
[9466.772] bumpy671: 朗報 ポカモガンは強武器でした
[9475.356] uriuri77777: ジャスパの後に2ゲージは使いたくないね
[9477.574] たかんこ: ジャンプ中P始動が安定するけど
[9479.305] ebityper: わりととんでもない格好してるリリー
[9483.025] kusomegane123: 龍尾どうなるか気になるね
[9484.973] fuwuzzyhamster: fuwuzzyhamster subscribed with Prime. 
[9486.489] berurusuko: ３ゲージだけなんか
[9486.596] えこえこ: あばれポイントがわからん
[9487.212] ロミヲ: 使うのか
[9487.952] だいこん_: 使わせた
[9494.990] esutark: ここは勝ちたい
[9502.325] bumpy671: この突進からの択に全振りなのいいな
[9505.915] (S)vaio_95: CAより痛そうなSA3
[9506.618] wahaha7788: リリーはアレコスに期待
[9509.439] えこえこ: リュウビ解禁か
[9515.031] nurumayu045: リスペクトSA
[9516.069] ryuhe1: odスパイアからsa2でもしんでた
[9518.735] shinkarma7: リリーは夏服だから
[9518.990] tukumi07: キャラがデカいから使うってやつが一定数いるんよ
[9521.274] ~MISSING_COMMENTER_INFO~: うけてみろだいご
[9524.421] 俊孝: まーじか
[9524.905] だいこん_: 本当の逃がさん
[9524.967] (S)vaio_95: これかっこいい
[9526.273] dxgenre: Nice
[9526.315] ジャンクばっち: うおおお
[9527.235] チャビ20: リリーはリーチと無敵さえあればなぁ
[9527.517] syugi3: おおー
[9528.031] esutark: 成仏
[9528.924] ロミヲ: haitaniHaitanicb3
[9530.334] lackesis: 胸も結構大きいぞ
[9531.369] latenight000: へりゅーん
[9531.531] やわらかあたま: かっけえ
[9533.397] maddy2623: かっこよ
[9533.769] (S)ASASE: コンボカッコよすぎる。
[9534.298] lesame: この門番とおさないねぇ
[9536.072] mitchieeeeeeeeee: なにそれぇ？w
[9536.212] Swordius7: atpRtsd
[9537.292] Hexx_chan: 本当の意味での逃さん
[9537.644] (S)moko15: がっつり減る
[9547.312] bumpy671: ポカモガンリーチあんべや
[9549.779] とろきりで: リリーは脚だろjk
[9552.654] (S)ましゅダヨ: こんなにキレイに倒されたらもうなんも言えんってなるw
[9557.486] (S)中段立てず表裏も見えない: リーチは長い気が・・・中足のってことかな
[9558.542] (S)bryan88bytes: umeSalute
[9558.580] esutark: そろそろ世界ランク上位のPOINTだな
[9563.945] (S)tabibitox: さっきのインパクト後調べないの？
[9577.465] チャビ20: 中足の短さが終わってる
[9577.697] bailxmoney: Woww
[9582.359] だいこん_: あれフレームメーター消えてる
[9585.500] (S)日本語かな: 先生に調べてもらってるのかな
[9590.843] (S)ましゅダヨ: リリーはクワガタごっこしてる姿が一番好き、かわいい
[9592.925] uriuri77777: 王は調べさせる
[9593.292] Jerinos: ブーム
[9605.174] shinkarma7: 王には参謀がいるから指示するだけ
[9618.428] esutark: ときどか
[9626.108] bumpy671: 軍師ワラキア
[9628.410] tabbty15: なかばやしなんだよね
[9628.893] (S)ひろみつー: まーたダイヤ
[9633.188] (S)gularain: 記念試合
[9634.391] (S)日本語かな: 門番バイト
[9634.494] 憂う者の弟子: なかばやし！
[9635.128] gorilla_osaka: なかばやしでした
[9638.198] esutark: ｗｗ
[9639.937] (S)ましゅダヨ: なかばやしさんですどうぞ！
[9640.312] サメカツ1999: 門番の仕事多くない？
[9650.960] とろきりで: 王が前線に立つ世界
[9652.452] shinkarma7: 格ゲーのすべてさんだから門番もこなす
[9657.347] (S)perfecttakahashi: ときど？ ナカバヤシ
[9661.206] tabbty15: 門番のシフト多いね
[9673.695] タイフーン: ガーディアンも大事な仕事
[9674.292] akihila: ときどさんのサブ垢ってマジ？
[9682.369] 天然ベニテングダケ: この先裏ダンジョンだから、安易に踏み込むとあぶねぇもんな
[9685.560] lesame: これは通れないよ…
[9700.895] shinkarma7: 門番「この先はあぶないよ」
[9702.709] tukumi07: ときばやし？
[9703.594] タイフーン: このライン越えたら戻れないよ
[9715.023] みししっぴ1: 門番作業多いな
[9715.153] (S)dxagofire: dxagofire subscribed with Prime. 
[9724.734] (S)ましゅダヨ: ときんすの名前ぱなぱなだったの好きすぎるんだけど
[9727.994] Knohitox: 魔界に行かせない善行とも言える
[9736.613] esutark: いや通りすがりの、なかばやしさん
[9748.127] (S)ましゅダヨ: ここから先は危ないよ〜ゴリゴリ
[9758.923] bumpy671: 中足ラッシュ見てれっぱだとお！？S級妖怪が
[9761.216] gorilla_osaka: 門の外にボス出てきてるから門いらない
[9780.196] sigurenigame: 自分を叱る
[9780.584] タイフーン: キレイな三段コンボだった
[9781.466] (S)yomoyansan: まーた門番やってる
[9822.609] shinkarma7: 神「スト２の時代からずーっと見守ってきたので」
[9831.680] (S)ひろみつー: これは基礎力が試されるな
[9840.773] 梱包場のシン: スパ2Xならピヨリ聴牌だったね
[9859.549] だいこん_: すごいゲームだｗ
[9868.196] レム__: 昔はピヨりが多少ランダムだったね
[9868.532] 憂う者の弟子: りりたむ
[9870.705] tukumi07: 波動の意味不明なスタン値
[9870.846] shinkarma7: おかえりモリー
[9871.078] Knohitox: モリー再び
[9874.512] tabbty15: あげてきてる
[9877.807] gungnir_val: また来た
[9879.016] やわらかあたま: すぐ来る
[9879.718] shinkarma7: 2005になっとるｗ
[9882.865] レム__: モリー
[9892.343] atalumier: 一人しか間あいてなくね？
[9897.783] (S)ひろみつー: リリー全一？
[9901.534] maddy2623: 無敵ないからねぇ
[9907.668] とろきりで: 並びなおしが速い
[9911.399] タイフーン: 投げ無敵はあるんだよね？
[9915.315] tabbty15: モリー「ウメハラさん、上げてきましたよ」
[9917.241] casita226: リリー地味に人気あるな 声優効果か
[9919.885] bumpy671: 風 舞ったらんかい！
[9922.348] sigurenigame: 投げへっるｗ
[9923.436] おしんしん___: ｗ
[9926.354] xyz1648: ホゥホゥホゥ
[9926.775] かべ_娘は双子: ふじいさんリュウはけっこうDリバしてたなー
[9928.908] レム__: M
[9929.508] prisira: 確かに風関係なかった
[9930.084] (S)ひろみつー: これが強いんだぁ！
[9930.598] soutyanneruuu: コマ投げキャラっす
[9931.018] yuki_aion_aion: ホーホーホー
[9931.144] esutark: 今日の大量発生はAsase とリリーと ときんすだけか
[9931.432] (S)ましゅダヨ: ホーホーホー！
[9931.802] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[9933.423] shinkarma7: 多分予約100円玉置いてる
[9937.898] えこえこ: 端に詰められると風邪かんけいないわな
[9939.725] (S)日本語かな: そうね
[9939.865] 憂う者の弟子: ついにリリーの強さがバレたか
[9943.842] stnidic: こいつも大概クソキャラだよなw
[9948.820] チャビ20: 対空で無理やり風使わせるのも良いかも
[9952.217] タイフーン: リリーの前投げモーション好きだなあ
[9954.591] maddy2623: ときど式
[9956.240] soutyanneruuu: きちゃあああ
[9959.267] だいこん_: ウメちゃんが使うとは
[9959.683] tofu_noise: リリー見てる分には楽しそうなんだよね
[9960.898] (S)yoyo_443: 東大式
[9962.347] サメカツ1999: 一閃
[9965.126] kakutora_no_o: ときど式だ
[9967.865] bumpy671: いけるか！？
[9968.594] せいじゅん: よしくぐれ
[9971.575] いぶっ: リリー投げたあとのニュッって音気になる
[9973.689] だいこん_: 禁じ手
[9974.501] (S)よもぎです: 入れ込み？
[9976.238] bumpy671: モリー強えええええええええ
[9977.680] (S)tabibitox: 有利すぎ問題
[9978.750] レム__: ウメちゃんほんとリリー苦手だよね
[9985.440] かべ_娘は双子: この有利すぎ問題も腹立つよなー
[9985.979] esutark: マイナス9
[9988.563] pippokun: えいたみたいなときど式
[9993.224] (S)john117_s: モリーは対戦しててめんどくさいんだよな
[10006.708] (S)ひろみつー: 隙見せると貯めてくるからなー
[10010.412] StealthVega: Www
[10012.726] selecao123: やる～
[10013.202] (S)tabibitox: リリーは接近戦になると風溜めれるから体力リードしたら離れて待てばいいとか？
[10028.418] bumpy671: プロブレムXもモリー使えば良かったんだな
[10068.474] Beyyy0nd: lvl 3?
[10070.234] えこえこ: リュウビ解禁しても
[10075.399] kusomegane123: なぜBO again…
[10094.267] maddy2623: やる！
[10094.342] (S)ひろみつー: うまいー
[10094.407] (M)Moobot: Twitch Prime に登録すると無料でたくさんの特典があります → https://bit.ly/2YE2nLB
[10094.825] (S)vaio_95: ないすう
[10095.482] xyz1648: うんま
[10095.561] shinkarma7: うま
[10095.857] だいこん_: 上手すぎィ！！！
[10096.242] cvndgplan: ya-
[10097.518] syugi3: お
[10099.358] gungnir_val: うまぁ
[10101.857] bumpy671: なるほど！すげええええ
[10102.419] kakutora_no_o: うおーリーサル
[10103.529] (S)tamamichune: じょうず
[10108.249] ラベット: うめえ
[10108.391] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[10111.956] bumpy671: すげえシナリオ
[10112.202] タイフーン: リリー飛びが高いの狙いどこか
[10112.977] (S)ましゅダヨ: おキレイです👏👏
[10116.931] esutark: ここを乗り越えれば
[10125.446] atalumier: ロックしない場合はCAの最後のパンチ無いのか
[10126.184] bumpy671: さすがキングウメハラ
[10138.193] kakutora_no_o: ふーどみたいに相手のポイント奪うのに快楽持ってこ
[10138.591] shinkarma7: ワクワクさせる王だなあ、世継ぎはレオくん
