[14.698] ちくお: っわこらだ
[6883.234] kero_ppi1: うまい
[6883.449] ayunosioyaki0223: 当たるわね
[6888.493] coarinko: ないす
[6888.790] ネオだいる: うま
[6889.897] (S)netaiyo: 当ててくね
[6890.282] にわすずめ: あたるやーん
[6892.239] おの_レエイ_00: うま
[6893.812] えびとまと: うまい
[6902.565] (S)かみまろ: うめえ
[6916.613] ねぎま__: てて
[6923.461] ねぎま__: 当ててくるね
[6924.170] ぺーきち: 判断が遅い
[6924.307] はむおくん: 虚空で逃げられたか
[6929.207] s_i_i_a: アーマーつくろ
[6935.036] h1sokq_o: その下降りても斜線切れるよ
[6935.259] (S)kiriru2525: 位置が
[6937.014] (S)PEI_OwO_: えらいバラバラに動くね
[6939.191] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[6961.453] (S)dokokara_dokomade: がんばえー
[6972.041] あらんえむかーびぃ: うおおお
[6973.198] rk_ne4rl: ないす
[6973.868] (S)dokokara_dokomade: おお
[6973.871] はむおくん: 場所が…
[6974.634] mayo1i: 上手い
[6975.196] 夜の星海: ないす
[6975.241] (S)mizu_kai: うま
[6975.357] tako_25__: 頑張ってー
[6975.411] ayunosioyaki0223: ないす
[6975.611] necosisyamo: うま
[6976.012] (S)minto13579: お
[6976.349] りかお: ないす
[6976.569] gu_taranosuke: うま
[6976.783] (S)kiriru2525: ないす
[6977.223] 梨一: ないす
[6978.349] amy31077: ないす
[6978.388] sunomono8: ないす
[6978.424] mumuchan0728: わこらだ おめでとう🎊
[6978.739] rei_0610: お
[6979.181] kashiwa_ppz: ないす
[6979.214] onemu3_3san: ぷろやめて
[6979.908] 神代あのラジオ: ないすー
[6980.125] (S)ryon_ryon__: ないす
[6980.132] (S)rinatu25: ないす
[6980.226] (S)銀河ポテト: radaoNice
[6980.759] (S)ゆう77: ないす
[6981.335] oyu_0525: がんばれ
[6981.384] くろざき: ないす
[6981.397] (S)who_tawn: 今のはうまい
[6984.134] tako_25__: おぉ！ないす！
[6984.178] kero_ppi1: うまい
[6988.386] (S)netaiyo: うま！
[6989.140] nobume0v0: ないす
[6989.221] にわすずめ: ないす
[6989.346] ギンナン: ないすぅ
[6989.500] 雪狐0143: ないす
[6989.781] yururano_0: がんばえー
[6990.209] (S)れなぽんぽん: さいきょ？
[6990.825] kero_ppi1: いまのはでかい
[6991.427] 五色椿: うま
[6991.895] (S)lumaguron: radaoWakotu
[6992.683] (S)るきち: ないす
[6993.472] piisuke0428: うま
[7005.771] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[7010.104] ねぎま__: うまい
[7011.353] piisuke0428: かてるぞ
[7011.506] rk_ne4rl: あああああ
[7012.470] 神崎立夏: あ
[7013.515] kuzu92_: うっま
[7013.580] (S)mizu_kai: あ
[7013.759] rk_ne4rl: おc
[7013.771] あらんえむかーびぃ: おｃｃｃｃｃｃ
[7013.853] (S)koukoukoy: ああああ
[7014.148] amy31077: あー
[7014.189] (S)ゆきとよ: うっまいな
[7014.408] gu_taranosuke: あああああ
[7014.623] sigumo_yuka: あー
[7014.647] nankanohasikko: おc
[7014.820] mimi_fuwa1489: おc
[7015.123] (S)rins1d: うま
[7015.177] aomidoro8324: うま
[7015.255] (S)dokokara_dokomade: うわあああああ
[7015.281] 五色椿: ありゃ
[7015.300] (S)minto13579: あー
[7015.303] (S)fumi_8734: おc
[7015.490] ayunosioyaki0223: おc
[7015.603] (S)yona_0724: あ
[7015.804] fuzi_inari: おc
[7015.838] (S)jasmugi: おｃ
[7015.916] (S)Ichigo_Strawberry15: あ
[7015.920] mayo1i: あ
[7016.014] 夜の星海: パンチつよ
[7016.061] mizuno0624: おｃ
[7016.379] oyu_0525: あー笑笑笑
[7016.398] r0_0Ru_ruru: おc
[7016.410] ものかの: おc
[7016.455] 蛍_: ああああ
[7016.536] ねぎま__: ああああ
[7016.694] みつおうぎ: あ
[7016.840] 梨一: ああああ
[7016.952] movu_o29: おし
[7017.086] (S)mizu_kai: おc
[7017.164] onemu3_3san: ばあはわ
[7017.437] dokukinoco: おC
[7017.558] yururano_0: ああああああ
[7017.655] (S)まここま: うま
[7017.727] sunomono8: ああああああああ
[7017.749] (S)mmoonneeoo: おc
[7017.783] もんじゃ焼きたべたい: ああああああ
[7017.880] (S)_こなた_: えりあああああああああああああ
[7017.910] hima_norita: あああああ
[7018.029] かしぱん_: おしい
[7018.146] _こっぺぱん: gg
[7018.174] アオミナ: おc
[7018.177] (S)Ichigo_Strawberry15: おc
[7018.407] りかお: うまいやつだ
[7018.461] ねぎま__: おｃ
[7018.608] haru_anura: おc
[7018.651] 梨一: おｃ
[7018.668] (S)PEI_OwO_: おｃ
[7018.889] (S)who_tawn: おっしい
[7018.965] (S)dokokara_dokomade: おc
[7019.089] (S)ふちてゃん: おc
[7019.174] (S)ディンダン: おc
[7019.351] kashiwa_ppz: おc
[7019.408] yuki_snowdrop: おC
[7019.427] higiomi: おｃ
[7019.655] rascal_techonol: おｃ
[7019.701] (S)t4keton: おｃ
[7019.713] amy31077: おｃ
[7019.814] rei_0610: おc
[7019.916] mimi_fuwa1489: あああああああ
[7020.071] にちゃん: おｃ；；；
[7020.163] waraashi: おｃ
[7020.192] (S)れなぽんぽん: おc
[7020.594] (S)kiriru2525: うわああああ
[7020.772] (S)moka_0322: おc
[7020.798] (S)ふちてゃん: radaoGG
[7020.851] (S)minto13579: radaoGG
[7020.925] hima_norita: おc
[7021.184] (S)Ichigo_Strawberry15: radaoGG
[7021.203] (S)しかくのさんかく: おｃ
[7021.247] sunomono8: おc
[7021.338] (S)ゆう77: おc
[7021.538] kenp1n_8: ぶぁぁ
[7021.732] tako_25__: おc
[7022.115] (S)an_do121: ああああああああああ
[7022.327] まふふうぃんぐ: わああああ
[7022.475] (S)mmoonneeoo: radaoGG
[7022.494] yume_yume2: おわ
[7022.592] (S)銀河ポテト: おc
[7022.986] non11_piuzo: おc
[7023.388] rekunano: おｃ
[7023.399] oyu_0525: おc
[7023.417] ikinari_dango: おC
[7023.418] (S)おじょーー: radaoGG
[7023.460] necosisyamo: おC
[7023.513] kashiwa_ppz: gg!
[7023.529] 神崎立夏: 拳ノックバックあるよな
[7023.618] (S)shige__maru: ああああ
[7023.861] ドリアン海保: おしー
[7024.144] world_kohaku: おc
[7024.602] (S)ずつうがいたい: おc
[7024.658] amamizu2525: おc
[7024.865] (S)ゆう77: radaoGG
[7024.919] tanuki_pan: radaoGG
[7025.078] かしぱん_: radaoGG
[7025.136] ねぎま__: GG
[7025.159] (S)nin__zin202: radaoGG
[7025.412] saku6464: あああ
[7025.431] lycoris8: ああああああああ
[7025.552] (S)れなぽんぽん: radaoGG
[7025.804] kero_ppi1: うわぁぁあ
[7025.975] (S)r1n_t: おc
[7025.996] dhango0430: おc
[7026.036] toki047: おc
[7026.778] (S)netaiyo: おc
[7026.885] D_Gray_k: おしーーーーー
[7026.902] nichan1004: あああああああ
[7027.262] lycoris8: おｃ
[7027.448] (S)yuzri: radaoGG
[7027.698] 神代あのラジオ: おｃ
[7027.954] ナラ抹茶: おＣ
[7028.186] kiminonamo: おc
[7028.404] とまとかれー: おc
[7028.404] (S)チョコバナナ食べたいンゴ: radaoGG
[7028.640] (S)yusan913: radaoGG
[7028.864] (S)ずつうがいたい: radaoGG
[7028.972] nobume0v0: おc
[7029.101] (S)なるか3: radaoGG
[7029.160] 雪狐0143: おc
[7029.203] たはと: radaoGG
[7029.364] kero_ppi1: おｃ
[7029.546] (S)犬ﾚ: おc
[7029.584] にわすずめ: あぁ
[7029.727] yuki_snowdrop: radaoGG
[7029.781] 角角家: radaoGG
[7030.037] sunomono8: radaoGG
[7030.212] toma_neko: おc
[7030.269] prpr_friedrice2: おc
[7030.404] peace3511: おc
[7030.482] chai_latte3: おc
[7030.650] usagikuro2: gg
[7030.875] amy31077: radaoGG
[7030.970] aomidoro8324: ぽいね
[7031.048] (S)みずきはな: radaoGG
[7031.067] ギンナン: radaoGG
[7031.214] (S)r1n_t: radaoGG
[7031.282] nobume0v0: gg
[7031.448] もねねん: おc
[7031.501] (S)aono_202: radaoGG
[7031.630] poteito: 良いパンチ持ってたな
[7031.671] kainn_1114: おv
[7031.862] asagi51: oc
[7031.954] (S)ほのぼの: おc
[7032.394] (S)yaaaaaagi: radaoGG
[7032.471] hima_norita: gg
[7032.607] carbonara10: radaoGG
[7032.720] 鏡花_: おｃ
[7032.750] (S)るきち: radaoGG
[7032.816] 神崎立夏: radaoGG
[7033.010] mokkun_fesiro: 金シだろうなぁ
[7033.011] (S)しのんの: radaoGG
[7033.096] にわすずめ: おｃ
[7033.221] (S)panndaman1: おc
[7033.232] 雪狐0143: gg
[7033.328] nichan1004: おc
[7033.399] asaborake0408: gg
[7033.538] ちぃネコ: 今の殴りうめー
[7033.681] sigumo_yuka: おc
[7033.770] ぎょろっとみかん: おc
[7033.864] (S)みそチョコ: radaoGG
[7034.106] えびとまと: radaoGG
[7034.142] (S)PEI_OwO_: あーかもね
[7034.209] マメパト: 金ノックかな？
[7034.223] (S)charosenpai: おc
[7034.417] r_udhimaru: gg
[7034.425] (S)ﾅﾏﾁｬ: radaoGG
[7034.455] 小トロ: おc
[7034.609] bc_moimoi: おc
[7034.690] sobayu120: radaoGG
[7034.858] (S)あげだし丸: おc
[7035.370] 角角家: おｃ
[7035.477] そぉらぁ: GG
[7035.500] kainn_1114: gg
[7035.577] (S)raki114514: おc
[7035.586] ogi_3: gg
[7035.599] 夜の星海: 金シはいたね
[7035.601] (S)犬ﾚ: radaoGG
[7035.738] (S)tiger_bay: OWからにげるなって言われてる
[7035.818] (S)panndaman1: radaoGG
[7035.857] いる1023: おc
[7035.867] (S)yuichang03: 金だったよ
[7036.240] (S)田中弐号機: おしー
[7036.244] aomidoro8324: おｃ
[7036.280] (S)なん69: radaoGG
[7036.456] れれんれ89776: ｇｇ
[7036.456] toma_neko: gg
[7036.687] kero_ppi1: ないふぁい
[7036.687] rai2109: radaoGG
[7036.748] gu_taranosuke: gg
[7036.843] あおなつ: radaoGG
[7036.858] にわすずめ: GG
[7037.133] a_mitsuki: パンチ強い🤜
[7037.405] 五色椿: radaoGG
[7037.443] おの_レエイ_00: おc
[7037.654] えびとまと: おc
[7037.889] toki047: gg
[7038.132] enu_xo: おc
[7038.181] (S)m_nnm: radaoGG
[7038.823] ひのした: radaoGG
[7039.358] kyouka_ky: radaoGG
[7039.774] mokkun_fesiro: ドンマイGG
[7039.946] saku6464: gg
[7040.201] piisuke0428: おc
[7040.336] (S)purinnn27: おc
[7040.465] (S)bota111: 百鬼組って珍し
[7040.604] tommyy_0430: うまいねー
[7041.025] aisathank: gg
[7041.176] (S)reason_kotori: radaoGG
[7041.281] (S)うめごましらす: radaoGG
[7041.392] kenp1n_8: gg
[7041.730] (S)kuzu_noko: radaoGG
[7041.850] 神崎立夏: じじいー
[7042.175] (S)かみまろ: radaoGG
[7042.205] (S)harugasumi16: ｇｇ
[7042.295] kiminonamo: gg
[7043.707] ねぎま__: 惜しかった
[7043.747] (S)ほしみあ: radaoGG
[7043.857] enu_xo: gg
[7044.494] おの_レエイ_00: gg
[7044.688] remiiiii_28: gg
[7045.059] ナラ抹茶: GG
[7045.091] (S)哀れな人の子: radaoGG
[7046.277] mikan_san: 金シかな
[7046.384] (S)zasso115: radaoGG
[7046.807] dhango0430: OWから逃げるなパンチじゃん
[7046.890] (S)そおお: おc
[7047.213] oyu_0525: gg
[7047.333] オクタ: gg
[7047.535] piisuke0428: gg
[7047.564] 小トロ: GG
[7048.156] (S)まここま: レイスがＯＷから逃げるなだった
[7048.281] (S)ずつうがいたい: radaoGG
[7049.362] yururano_0: gg
[7049.704] あまオト: GG
[7049.892] 神崎立夏: ふむ
[7050.739] (S)田中弐号機: radaoGG
[7051.071] (S)ほのぼの: radaoGG
[7051.106] (S)dia11313: radaoGG
[7051.319] ネオだいる: GG
[7051.887] peace3511: gg
[7052.231] (S)PEI_OwO_: radaoGG
[7055.079] しらたま団子: gg
[7055.612] tommyy_0430: きんしきんばっくかな
[7055.743] (S)bota111: radaoGG
[7055.984] (S)rin12027: radaoGG
[7056.968] まふふうぃんぐ: くや
[7057.451] 米だわら: わこらだ
[7057.939] ayunosioyaki0223: radaoGG
[7058.148] 神崎立夏: くや
[7058.149] (S)のこ汰: radaoGG
[7060.764] waon0209: だろうなえー
[7060.949] sigumo_yuka: んー
[7061.583] (S)rinatu25: radaoGG
[7062.078] rz_rilu: gg
[7062.254] (S)bota111: くや
[7063.414] かいろすくわがた: おc
[7065.385] (S)PEI_OwO_: ナイスぷらすｗｗ
[7065.432] 夜の星海: OWの刺客に命取られたな
[7065.512] amy31077: radaoGG
[7066.210] アオミナ: GG
[7066.572] (S)ほのぼの: くや
[7067.205] (S)銀河ポテト: radaoGG
[7068.685] にわすずめ: くや
[7068.830] (S)わさき: radaoGG
[7069.394] おの_レエイ_00: くや
[7070.346] (S)あおちゃんぬ: radaoGG
[7070.634] (S)るきち: くや
[7071.688] 神崎立夏: おっすぃー
[7071.933] ももかんぬ: くや
[7072.350] (S)who_tawn: 絶妙にチャンピオン取れないねえ
[7073.306] s_i_i_a: 金シわすれやすいね
[7073.539] kiminonamo: くや
[7073.599] gu_taranosuke: くや
[7074.805] ぺーきち: radaoGG
[7075.430] ねぎま__: おｃ
[7075.465] ayunosioyaki0223: radaoWaterserver
[7076.605] ぺーきち: radaoPien
[7076.765] piisuke0428: くや
[7080.401] waraashi: これでＯＷから逃げれなくなったな
[7081.396] (S)mimoru_385: radaoWaterserver
[7084.280] しぺぺぺ: プラ3までいこ
[7085.765] gonnbee774: いいjkだった
[7087.838] (S)PEI_OwO_: radaoWaterserver
[7087.946] sunomono8: radaoWaterserver
[7088.035] (S)SAJI_m2p1130: radaoWaterserver
[7088.188] akaihi: 今日でプラチナいく?
[7088.248] 神崎立夏: radaoWaterserver
[7088.373] piisuke0428: おc
[7088.896] (S)rinatu25: radaoWaterserver
[7092.418] (S)かみまろ: radaoWaterserver
[7097.669] mikan_san: 明日OWだから丁度いいね
[7097.727] onemu3_3san: kaーー
[7099.578] (S)はちみつトマト: radaoWaterserver
[7101.972] hibikichan: radaoWaterserver
[7102.971] (S)SAJI_m2p1130: radaoPien
[7105.386] 五色椿: おｋ
[7106.083] らむね子: らむね子 subscribed at Tier 1. They've subscribed for 19 months, currently on a 19 month streak! 
[7107.646] (S)dokokara_dokomade: おk
[7108.256] piisuke0428: かー
[7109.952] mikan_san: おk
[7110.101] (S)yuzri: radaoWaterserver
[7113.574] ayunosioyaki0223: おk
[7114.992] sunomono8: おk
[7116.446] bc_moimoi: おk
[7117.411] (S)~MISSING_COMMENTER_INFO~: 16歳とワンチャンはまずいって
[7117.664] tanuki_pan: ぽけ！
[7118.193] (S)netaiyo: おk
[7118.209] ごり之すけ: プラチナ行かないのか
[7119.743] (S)shichi_ni: radaoWaterserver
[7119.845] ひろは: プラチナいくんじゃないの？
[7120.091] nobume0v0: おk
[7120.299] mayo1i: おk
[7120.542] hoshizukiyo3227: 日本タニシ
[7121.371] onemu3_3san: ラストかなくらい
[7121.849] haneko_zip: radaoWaterserver
[7123.187] (S)ekf4hamada: プラチナまで上げるのでは？
[7123.698] gu_taranosuke: おk
[7123.964] o_satou: おけ
[7124.691] chloro_cat: おk
[7124.760] am4kumo: おk
[7125.395] (S)an_do121: おｋ
[7126.527] piisuke0428: おけ
[7126.574] mimipaadesu0428: おk
[7127.098] (S)fuucyann: プラチナいかないのか？
[7127.104] (S)田中弐号機: おけ
[7127.494] shushu_1005: らっだぁフィジカル担当でみどりくんオーダーが強そう
[7128.848] 神崎立夏: おっさん
[7129.539] 雪狐0143: おk
[7131.599] remiiiii_28: おk
[7132.116] みずい1472: えーー
[7132.205] tarimechan: おk
[7135.277] (S)ほのぼの: おけ
[7136.552] rei_0610: おk
[7137.127] (S)aika21: おk
[7140.088] 四季テオ: レヴオク犯罪やぞ
[7141.238] amaebi____: おk
[7141.457] toki047: おk
[7143.050] tamatama525: <3
[7145.183] shun_c: おｋ
[7145.435] utuyarou: おけ
[7148.021] 梨一: ポテト揚げたのかと思った
[7149.719] tanuki_pan: ポテト上がったかと思った
[7150.298] 雪狐0143: レヴオクか
[7150.498] kainn_1114: おけ
[7155.874] (S)fuucyann: ぽてとあがったる
[7157.026] mirumiru_h: わこらだ
[7158.641] mimipaadesu0428: レヴオクってまじ？
[7159.949] 神崎立夏: M
[7161.196] ayunosioyaki0223: ポテトかと思った
[7161.704] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 59 minutes 30 seconds 経過しています。
[7162.952] o_satou: ポテトあげないで
[7167.400] tommyy_0430: 今チャーライのチートいるらしいね
[7167.570] ねぎま__: ポテト揚げた？
[7167.634] kit_75: わこらだ
[7168.494] reora25: 戻ってきたなんの話？
[7170.345] kuroha7012: にほんたにし？笑
[7170.745] kuromame0749: !uptime
[7171.053] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 59 minutes 39 seconds 経過しています。
[7175.483] いずえいと: BigPhish
[7178.905] mikan_san: しゃー
[7187.370] (S)dokokara_dokomade: 次はいけるよ
[7187.792] tanuki_pan: しゃー！
[7191.437] ねぎま__: らっだぁとみどりくんならいける
[7192.688] mikan_san: 次1位じゃね？
[7193.268] 神崎立夏: もりもり
[7197.347] osato9654: がんばれー！
[7198.732] tanuki_pan: ちゃんぽん取って終わろ！
[7202.736] ぺーきち: もれとるなぁ
[7204.451] 梨一: 3→2ってきてるから次は1位よ
[7204.688] ネオだいる: 2位？
[7207.174] (S)m_nnm: ふぁいとぉー！
[7209.600] nobume0v0: 最後ちゃんぽん取ってくれ〜
[7211.403] (S)なん69: 3→2→2じゃない？
[7213.595] 神崎立夏: キャバ嬢ぐらい盛れてる
[7232.720] ネオだいる: フラトラ好きだね
[7233.902] ひろは: 3-2-4かもしれんぞ
[7239.556] ねぎま__: ちゃんぽん食えるよ
[7252.031] ぺーきち: 魅せてけれ
[7264.174] (S)an_do121: wwwww
[7265.624] (S)Ichigo_Strawberry15: www
[7268.173] ayunosioyaki0223: wwwwwww
[7268.449] 神崎立夏: wwwwwwwww
[7269.180] ねぎま__: ｗｗｗ
[7271.769] amy31077: ｗｗｗ
[7272.432] chloro_cat: wwwwwwwwwww
[7274.028] sunomono8: wwwwwwwwww
[7274.298] (S)しかくのさんかく: wwwww
[7275.729] 神崎立夏: わからんのかーい
[7276.896] (S)yona_0724: wwwww
[7277.339] (S)koukoukoy: wwwwww
[7278.551] 五色椿: wwwww
[7281.277] gu_taranosuke: wwwwww
[7283.446] ユーキ0703: wwwww
[7284.213] ひろは: 顔だろ
[7287.616] pepettochan: wwww
[7287.702] nobume0v0: wwwww
[7288.123] (S)かみまろ: www
[7289.205] dokukinoco: 発言がオッサンなんよ
[7289.563] (S)おのこ: wwww
[7290.721] しっき: ポイント
[7291.789] 神崎立夏: ふーん
[7294.289] 神崎立夏: あっ
[7295.139] remia_01021225: ハゲということ？
[7295.895] taimeshi3: メイク
[7296.975] ayunosioyaki0223: ほんと？
[7297.467] ひろは: うそつけ
[7298.129] (S)yona_0724: あ
[7298.354] (S)jasmugi: きｍ
[7298.482] kuzu92_: wwww
