[10.153] (S)くろばれお: わこさかーーーー
[24192.932] (S)新鮮なシャコ: らしいねww
[24193.442] (S)にゃるろーる: 強いんよね
[24194.515] (S)pipipipipi_piiiii: すご
[24194.685] (S)ニックネム: すごい
[24195.636] (S)ayu_tmm: すご
[24196.509] (S)ren4299: すごいな
[24197.171] aruku_0120: スゴすぎ
[24197.422] (S)かぐらちゃん_: すごい
[24198.505] (S)ユリトス: すご
[24199.061] (S)ゆうひ__: 芋なんだすご
[24199.542] (S)たなか_たろう: ぶいすぽつよいんよ
[24200.241] (S)tokievi: すご
[24203.106] (S)michikaaa_: ソロなのえぐい
[24203.471] (S)youazz4242: こかげさんのエイムが若々しくて目が追いつかない
[24204.036] ac41p38_yau85: こかげしfpsえぐい
[24204.061] (S)希乃0107: かっけー！
[24204.865] (S)ニックネム: ソロらしいしね
[24206.493] lrmigi: ソロって所がえぐい
[24207.527] pemogu10: 昨日も朝までやってたね
[24207.741] (S)omo_chi7: がち猛者
[24207.966] (S)oji1chan: ソーヴァ…！
[24208.207] ルミナスさん: CSGOもめっちゃうまいらしいね
[24208.826] s_h1234567: アバシルバースターらしいよ
[24209.269] (S)ゆゆすけです: めずらしいｗ
[24209.583] warainusan: valoも見たいなぁ
[24210.143] (S)neet_master: いいね
[24211.693] (S)ren4299: へー
[24212.970] (S)キレる17秒前: すげえ
[24214.188] (S)brocco_lin: ソーヴァなんだ
[24215.934] (S)o__m__i: ソーヴァくんね
[24223.287] 0lly_can: ソーヴァくんって呼んでるもんね
[24225.061] aran1326: OW36時間ソロがいっちゃんヤバイ
[24225.080] (S)xsionna: まぁ36時間は相当や
[24226.745] (S)pqsific: イモ連れてってもらお
[24226.958] (S)荒木なぎさ: ソヴァくんって言ってるよね
[24229.048] _ひゅーす: まじですごい
[24230.135] (S)ren4299: 鋼の心臓
[24231.875] おはぎだいすき: タルコフだったら行けるのにね
[24232.753] (S)うなやま: おお
[24234.370] (S)kurooo__78: ソロすごいねぇ、こわいよ
[24234.585] (S)ニックネム: お
[24236.095] (S)ren4299: W
[24237.070] you0zeromus: wwww
[24237.772] (S)xsionna: ｗ
[24239.078] (S)うなやま: ww
[24239.937] (S)ゆうひ__: wwww
[24239.943] (S)neet_master: ｗｗｗｗｗｗ
[24239.945] (S)okome_taberu: www
[24240.224] (S)b_chizu: wwww
[24240.412] (S)ayu_tmm: www
[24240.626] (S)希乃0107: wwwwww
[24241.709] _ひゅーす: wwww
[24242.530] (S)あるるるぴ: wwww
[24243.493] (S)新鮮なシャコ: wwww
[24244.017] (S)brocco_lin: wwwww
[24244.208] (S)荒木なぎさ: www
[24246.075] (S)unoooo_e: wwwww
[24246.129] (S)sazanami28: wwww
[24246.921] (S)oavow: 光？闇？
[24246.946] aran1326: らむちとのやつ？
[24247.214] (S)ゆゆすけです: 楽しくはあったか
[24248.034] (S)sasa_nha: wwww
[24248.076] (S)kurooo__78: 濃度w
[24248.680] (S)oji1chan: なるほどwww
[24249.364] (S)たなか_たろう: 濃かったかｗｗ
[24250.107] 0lly_can: キツいやつらね
[24251.420] (S)michikaaa_: あーー
[24252.109] (S)ren4299: 濃さがw
[24252.533] MEGAgengarrrrrr: １試合で胸焼け？
[24252.726] (S)okome_taberu: お腹いっぱいになっちゃったか〜
[24254.768] (S)fu4im1: ギャルのおかげか
[24256.407] aruku_0120: ボイチャおもろいよw
[24256.461] (S)ゆうひ__: 濃かったのかw
[24256.506] (S)youazz4242: 人見知りにはボイチャって体力使うかw
[24257.414] (S)にゃるろーる: ゲンジくん同担拒否の子もぶいすぽにいるしねｗ
[24257.580] (S)かぐらちゃん_: wwwwww
[24259.113] (S)oji1chan: wwwww
[24259.164] (S)furifuriholiday: wwwwww
[24259.420] myuusuke326: だるまさんタイプ？
[24259.971] (S)okome_taberu: よどんだwww
[24260.956] (S)xsionna: 淀んだ光ｗ
[24261.454] (S)うなやま: wwww
[24261.503] (S)ニックネム: 淀んだw
[24263.091] (S)ayu_tmm: 濃いやつかww
[24265.530] (S)キレる17秒前: それはほんとに光か？ww
[24265.766] (S)ren4299: 二郎ぐらい濃かったか
[24266.007] (S)brocco_lin: 淀んだww
[24267.153] (S)youazz4242: 濁りびかってたか
[24267.192] (S)ゆゆすけです: 光なのか？ｗ
[24269.384] (S)シルバー000: 摂取カロリー越えかぁ
[24269.600] to_nontan: わかるわ…喋られるだけでメンタル削れる
[24270.143] (S)にゃるろーる: 濃厚ｗｗ
[24271.613] (S)希乃0107: 光るすぎてて様子おかしいやつだ
[24271.722] おはぎだいすき: 昔だるさかでowしてる時に音割れのダルさんみたいな人が来たこともあったよね
[24273.141] (S)xsionna: まぁ暴言出ない限りは良い
[24273.257] (S)おぱおぱん: ちょっとくすんでたか
[24273.470] (S)o__m__i: クセ強かw
[24275.950] aruku_0120: 混沌か
[24276.019] (S)kurooo__78: ちょっと濁ってたかぁ
[24276.401] (S)oji1chan: ま、まあまあ
[24276.618] (S)tokievi: www
[24279.330] (S)ren4299: W
[24281.625] lrmigi: 接しづらい感じか
[24284.875] (S)kurosuke26: 食べたことないのか
[24285.617] (S)oavow: 豆電くらいか
[24287.027] (S)キレる17秒前: ほな光か
[24291.252] ルミナスさん: 相手だけ煽る感じか？
[24295.088] (S)ren4299: ほなええか
[24297.188] (S)youazz4242: 暴言ないのは光アドか
[24298.265] (S)ゆゆすけです: 暴言ないなら当たりか
[24298.966] (S)ねるる__: まぁ光か
[24301.182] (S)kurosuke26: 野良バロもまた見たいな
[24302.128] MEGAgengarrrrrr: ありさん、声がクリアになったね！
[24303.204] (S)pqsific: 野良もう怖くないね！
[24303.417] (S)ニックネム: 若干怪しいやつかw
[24303.835] バスターハムスター: マッチング待機のデスマッチがおもろかったw
[24305.021] (S)okome_taberu: マナーはいいんだw
[24308.746] えリえリ: だるちゃん4人いる感じ？？
[24311.942] (S)ren4299: キャラが濃かったってことかw
[24317.384] (S)kurooo__78: いいけど…なんだねw
[24318.808] p_onsan: 脂多め濃いめ固め
[24320.350] (S)oji1chan: www
[24322.921] pandora_nkgd: この間の即ピレイナみたいな？
[24323.118] (S)ayu_tmm: よかったけど、濃かったとww
[24323.991] (S)キレる17秒前: ありさかさんが煽ってた可能性
[24332.200] (S)okome_taberu: 胸焼けしちゃうwww
[24334.806] borzoi_desu: owやったあと目バキバキで寝れなそう
[24335.901] yatogachi: ありプロソロ偉い！
[24337.864] (S)okome_taberu: wwwwwww
[24339.286] (S)新鮮なシャコ: 近いんだw
[24340.234] (S)kurosuke26: ww
[24341.232] (S)michikaaa_: あの人かw
[24341.894] (S)ayu_tmm: www
[24342.387] (S)にゃるろーる: 近いんだｗ
[24342.658] (S)ニックネム: あれは名前がwww
[24344.487] (S)ren4299: W
[24344.794] (S)brocco_lin: wwww
[24345.328] (S)あるるるぴ: wwww
[24345.342] (S)xsionna: あれも名前終わってるけどいい奴だったからなｗ
[24346.781] you0zeromus: wwww
[24348.623] lrmigi: 配信者も大概キャラ濃くない？
[24349.154] (S)ワトソソ: えぐｗ
[24350.123] (S)okome_taberu: 名前で損してたよねwww
[24350.326] (S)pqsific: 名前から濃かったもんなぁ
[24350.745] (S)o__m__i: ヴァロそういう人多いイメージw
[24351.272] (S)tokievi: 濃いなぁw
[24351.876] (S)oavow: 濃いなw
[24352.066] (S)キレる17秒前: ギャップw
[24356.174] (S)kurosuke26: デュオか
[24357.013] (S)おぱおぱん: 締めのデスマは？
[24360.690] (S)キレる17秒前: ほな今から行っとく？w
[24366.707] myuusuke326: らむちにたのむか
[24371.317] (S)nananeko_1218: 今、ヴァロ落ちるらしいね
[24372.028] (S)希乃0107: いまバロ鯖落ちてる？
[24373.069] くろのす24: ありさんこの前だるさんとduo valoしてなかった？
[24375.639] (S)youazz4242: ありさんのジェット最近見れて嬉しい
[24377.177] (S)ゆゆすけです: はーい！
[24377.425] (S)ニックネム: お疲れ様でした〜
[24377.437] (S)okome_taberu: 7時間owしてたのか すご
[24379.041] (S)ねるる__: おやすみ〜
[24379.256] (S)新鮮なシャコ: お疲れさまでした～～
[24379.564] (S)ren4299: 長時間感謝！
[24380.358] (S)youazz4242: おつかれさまでしたー
[24380.559] (S)xsionna: お疲れ様でした
[24380.664] (S)b_chizu: お疲れ様でしたー
[24380.807] (S)Sekiha_C: お疲れ様でした〜！
[24381.030] (S)ゆうひ__: お疲れ様でした！
[24381.245] (S)sazanami28: お疲れ様でした〜
[24381.252] (S)nugget3150: お疲れ様でした〜
[24381.481] (S)kurooo__78: おつかれさまでしたー😊
[24381.485] (S)brocco_lin: お疲れ様でした〜
[24381.732] kazunoko016: お疲れ様でしたー
[24382.304] you0zeromus: 長時間感謝！！
[24382.707] (S)Juno_06: お疲れさまでした
[24382.802] _ゆりゆり: お疲れ様でした〜
[24382.910] (S)あるるるぴ: 長時間おつかれさまでした！
[24383.559] (S)にゃるろーる: お疲れ様でしたー！
[24383.921] (S)たなか_たろう: お疲れさまでした！おやすみなさい〜！
[24384.165] (S)sasa_nha: お疲れ様でした〜
[24384.182] (S)ゆゆすけです: おつかれさまでした！
[24384.354] (S)oavow: お疲れさまでしたー
[24384.917] (S)キレる17秒前: お疲れ様でしたーーー
[24384.976] (S)ねるる__: バイビー!!!!!!!!
[24385.111] (S)oji1chan: お疲れ様でした！おやすみなさい
[24385.127] (S)maru_a_s_: お疲れ様でした〜
[24385.702] (S)おぱおぱん: おやすみなさい
[24386.444] (S)ren4299: お疲れ様でしたー！
[24386.593] _ひゅーす: おやすみなさーい！
[24387.328] (S)pqsific: お疲れ様でした〜！！
[24387.337] (S)ちぴ_ぴ: お疲れさまでした
[24387.444] myuusuke326: お疲れさま
[24387.450] (S)かぐらちゃん_: 配信感謝です！！おやすみなさいー♡
[24387.489] (S)michikaaa_: おやすみなさい
[24387.945] ac41p38_yau85: おつかれさまでした
[24388.052] (S)neet_master: お疲れ様でした
[24388.146] (S)okome_taberu: はーい！お疲れ様でした！
[24388.387] pandora_nkgd: おつかれさまでした
[24389.540] (S)まこよ: お疲れ様でした〜
[24389.811] you0zeromus: お疲れ様でしたー！
[24390.317] (S)_みき: お疲れ様でした！
[24390.766] amagurinatto: お疲れ様でしたー
[24390.795] えリえリ: お疲れ様でしたっ
[24390.803] (S)荒木なぎさ: 楽しかったです
[24390.971] (S)mitasomam: お疲れさまでしたー
[24391.040] _ゆりゆり: おやすみなさい〜
[24391.521] (S)kuzu_00: お疲れ様でしたー
[24391.612] (S)希乃0107: お疲れ様でした〜おやすみなさーい！
[24391.650] u0_xu: お疲れ様でした〜
[24391.806] (S)fu4im1: おやすみなさい〜
[24392.105] (S)kurooo__78: おやすみなさい👋
[24392.309] (S)y_n_n_u_s: お疲れ様でした〜！
[24392.432] ikanoan: お疲れさまでしたーー
[24392.595] wonda_10: お疲れ様でした、おやすみなさい😴
[24392.999] (S)キレる17秒前: とてもおやすみなさいーーーー
[24393.285] (S)oavow: 楽しかったです！
[24393.521] (S)アマミユラ: お疲れ様でした！
[24393.719] (S)新鮮なシャコ: おやすみなさい～
[24394.154] hagafrontier: おつかれさまでした
[24394.373] (S)o__m__i: 長時間お疲れ様でした！
[24394.799] (S)ゆうひ__: おやすみなさいー
[24394.831] (S)あるるるぴ: おやすみなさい！
[24395.015] (S)荒木なぎさ: おやすみなさい
[24395.018] mickey__1228: お疲れ様でした！
[24395.213] (S)youazz4242: 7時間業務オバウォおつでした！
[24395.418] (S)ゆゆすけです: おやすみなさい～！
[24395.521] (S)okome_taberu: おやすみなさーい
[24396.138] (S)にゃるろーる: おやすみなさーい！
[24396.500] yuzu_818: お疲れ様でしたあ
[24396.862] (S)ayu_tmm: 楽しかったです！ありがとうございました
[24396.894] (S)y_n_n_u_s: おやすみなさい〜
[24397.145] (S)furifuriholiday: おやすみなさーい！
[24397.345] (S)ニックネム: おやすみなさーい
[24397.564] (S)sazanami28: おやすみなさい〜！
[24397.778] lrmigi: お疲れ様でした！
[24398.031] どんどーん: お疲れ様でした～
[24398.609] (S)うなやま: おやすみなさーい
[24398.660] (S)Juno_06: おやすみなさーい
[24398.852] tem71816: おやすみなさい！
[24398.901] (S)b_chizu: おやすみなさい
[24399.807] (S)o__m__i: おやすみなさーい
[24400.345] (S)ainle0_0: おやすみなさい～
[24400.402] (S)maru_a_s_: おやすみなさい
[24400.411] 湯屋さと: ありがとねー
[24400.737] (S)nyao_33: お疲れさまでした！
[24401.359] ryokucha47: 長時間お疲れ様でした！おやすみなさい！
[24401.379] kurosiro2362: お疲れ様でした
[24401.541] (S)ユリトス: おやすみなさい
[24401.855] (S)oavow: おやすみなさい〜
[24401.913] hnhdts: お疲れさまでした！
[24402.099] (S)brocco_lin: おやすみなさーい
[24402.315] (S)sasa_nha: おやすみなさいー
[24402.692] (S)ren4299: おやすみー
[24403.193] mic_chon_key: お疲れ様でしたー
[24403.510] MEGAgengarrrrrr: お疲れ様でした！おやすみなさい！
[24404.123] (S)ayu_tmm: おやすみなさい
[24404.249] kurosiro2362: おやすみなさい
[24405.224] (S)mitasomam: おやすみなさい💤😴👋
[24405.890] (S)pqsific: おやすみなさーい
[24407.719] warainusan: お疲れ様でしたー！
[24407.890] (S)まこよ: おやすみなさい〜！
[24408.278] ますだ038: おつかれさまでしたー
[24409.777] (S)match131: お疲れ様でしたー
[24409.900] kazunoko016: おやすみなさーい
[24409.988] mickey__1228: おやすみなさい！
[24410.754] 쿠마꾸마: お疲れ様でしたー！
[24411.421] (S)pipipipipi_piiiii: お疲れ様でしたーおやすみ〜
[24414.385] akagami_zoachan: おやすみなさい
[24427.520] phantomae6923: おつかれー
