[21.185] (S)rin_aimer: radaoKitya
[3916.759] (S)kiba_1129: 勘の良いガキは嫌いだよ
[3916.897] gumita777: 笑ってまった
[3916.925] (S)oli_liriri: このネタ好き
[3917.180] (S)kokeko815: POTATO
[3917.356] nairon_5102: ポテト揚げないで
[3917.859] pasu0517: ポテト焼けたぞ
[3918.161] satera1147: ポテト？
[3918.403] みおん3078: ポテト
[3918.754] (S)time_is_god84: マックで働く？
[3918.794] なーちょん: エイリアンエイリアンやん
[3918.922] (S)paddel063: グラコロ食べたことない
[3918.993] rataminn: そういう説あるらしいよ
[3919.058] atto224: ポテト
[3919.275] ふうぺん: 揚げないで
[3919.316] tora25_22: マックはやっぱポテトだよな
[3919.347] が_じゅ: ウーバー氏よ
[3919.870] towa0916: お行き
[3920.070] あるみ屋: いつからそれ言ってんだよ
[3920.450] きるた: ポテトあがりました
[3920.683] ロクでなし: いってらー
[3920.815] syubiru__: ご飯なう
[3921.222] ゆうもち: 昨日行っただろ
[3921.645] befehlmc: ポテト食え
[3921.779] (S)お手軽炊飯器: ｗｗｗ
[3922.146] YodoRa: ポテト揚げるな
[3922.263] yubaharu: おかわりいただけただろうか
[3922.505] rato_reto: エイリアンがポテトになったｗ
[3922.712] 金平糖_2525_: ポテト揚がった
[3922.736] (S)うがら: うーばーいーつあるやん
[3922.944] kanna0730: ポテト
[3923.194] や5: 食いたくなってきたじゃねえか
[3923.310] micham1206: しなしな派？
[3923.428] (S)15milk_4517: 美味しいポテトが揚がりました
[3923.881] prpr_friedrice2: 揚げたてくださーい
[3924.100] ゆんちゃん〇: 昨日食った
[3924.274] amcill: Ⓜ️🍔🍟
[3924.313] mmn721: ぽてと、、、
[3924.538] papipo25: もしもアンチがいなくなったら
[3924.562] もんじゃ焼きたべたい: 数年前の動画やん
[3925.022] (S)星空くん: ウーバーしよう
[3925.034] (S)tsuki_pedia: 美味しいよね
[3925.470] kiiroitori: ポテト揚げたてください
[3925.556] masic_master: マックの案件きたこれ
[3925.618] ame_ume: 明日いこ
[3925.677] 白クマ: うばしよ
[3925.683] (S)mg_rafu: いったろ
[3926.041] (S)tsuM6G1_: ぽたと
[3926.127] wswsws3: ふるいぞ
[3926.331] (S)osato9654: それな
[3926.444] mikan_san: 逃げられたやつ
[3928.116] kurono1022: やめろポテト食べたくなる
[3928.892] きのお: じゃあそれ夕飯
[3928.965] 不思議の国のポリス: なんか音程低くね？衰えた？
[3929.198] (S)中のヒト: サイドメニューはポテト？
[3929.373] (S)soyokaze1212R: なっつ
[3929.953] (S)momiju: ドナルドが君を待っているよ
[3930.014] YodoRa: ウーバーしてけ〜
[3930.601] mr_hrt_: うまいぞ
[3931.249] きまぐれ_: 痛みが感じん
[3931.380] gumita777: 今の普通におもろかった
[3931.841] pasu0517: 🍔🍟🍦☕️
[3932.309] (S)~MISSING_COMMENTER_INFO~: 俺もない
[3932.415] きのここ: ね
[3932.454] zusshin_sushi: 🍟
[3932.629] みおん3078: ウーバーでマック頼めば？
[3933.602] (S)レだん: マックの案件？
[3933.918] 守護神タナーカ1111世: マック案件あるかな
[3933.948] toranoko_424: 食べるわ
[3934.157] towa0916: ない
[3934.191] (S)お手軽炊飯器: わかった！
[3934.612] dokokara_dokomade: ま？
[3935.184] ruchi_13: 美味しい
[3935.226] (S)remonteli: わこらだ
[3935.254] miri8685: グラコロ美味しかった
[3936.318] (S)のせ太郎: ポテト喉に詰まらすぞ
[3936.480] mikan_san: 美味しいか…？
[3937.149] hirunnkun: じゃ、ポテトもあがったことだし ホラゲーするか
[3937.307] tanaoji0709: Uberあるじゃないか
[3937.400] (S)れなぽんぽん: うまいぞ
[3937.605] syubiru__: マック何が好き？
[3937.805] amcill: 明日食ってくる
[3938.160] air_118: どんな味？
[3939.360] amqoh_: どんな感じで美味しかった？
[3939.924] rato_reto: ポテトしなしな派？カリカリ派？
[3940.272] Niwatori005: ポテトあげんな
[3940.634] (S)soyokaze1212R: まじ？
[3940.988] アキレゐト: 食べたことないわ
[3941.501] hirunnkun: うまい
[3941.629] きのここ: おいしいよ
[3941.926] (S)なつおよ: へー
[3942.167] (S)星空くん: レビューしてくれよ
[3942.188] (S)きっこまん: うまい
[3942.740] (S)レだん: 小麦粉爆弾なん？
[3943.205] goma_nigiri: 食べてみよ
[3943.259] (S)お手軽炊飯器: あしたたべよ
[3943.635] おしゃけのみさと: グラコロ美味しいのか
[3943.641] wswsws3: おいしい？
[3943.914] Eye_39: くそうまい
[3944.172] towa0916: 食べてみるね
[3944.198] (S)初菓: おいしい
[3944.818] takuma_an: どんな感じ？
[3944.846] みだいふく: まじで
[3944.868] (S)tsuM6G1_: 食べてみようかな
[3945.250] ゆち888: 美味しい
[3945.331] huku_mm: グラタンコロッケが苦手
[3945.788] miri8685: めちゃうまい
[3946.565] nairon_5102: わかる
[3946.726] kohana0d06: 正直月見バーガーが好き
[3946.916] (S)サノウラ: 食べたことない
[3946.952] (S)レだん: 食べてみたい
[3946.986] owl317: めちゃくちゃおいしい
[3947.097] suke0423: へー
[3947.314] (S)soyokaze1212R: へえ
[3947.466] many7575: ＢＴＬ一択だわ
[3947.541] 砂ザトウ: アメリカに感謝せな
[3947.547] uni_0141: ”小麦粉爆弾”はそそられない
[3947.769] 夢現: マックの元アルバイト的にあれ作るの簡単なの？
[3948.218] ruchi_13: 大好き
[3948.399] とんこつかのさん: いまきたわこらだ
[3948.422] (S)湯とうふ: へー
[3948.627] めめな: ほめてる？
[3948.658] ゆち888: 背徳の味
[3948.914] kuroa1204: ポテト口に突っ込むぞ！
[3949.284] amo_0723: また戻ってるやん話
[3949.312] iroKANA_10: ビーフシチューパイめっちゃ美味かった
[3949.585] jhonnymorimori: へー
[3949.647] が_じゅ: 侍マックが一番うまい
[3949.965] (S)tsuki_pedia: おいしいよね
[3950.033] 守護神タナーカ1111世: へー
[3950.133] tora25_22: エビ嫌いだから食わん
[3950.171] 46山羊: エビ入ってるから無理
[3950.217] ikemikann: らっだぁの影響で食べたけど、そんなに、、、、
[3950.263] sibasibaandante: 明日食べに行くー
[3950.317] YodoRa: 食べてみるわ今度
[3950.330] 猿小判: わかる
[3950.761] (S)kokeko815: わかる
[3950.856] くろざき: たべてみる
[3950.858] (S)osato9654: ダブチしか勝たん
[3951.027] (S)remonteli: へー
[3951.215] itoido: 食べたことない
[3951.816] (S)うもうくん: 月見の方が好き
[3952.094] (S)tsuM6G1_: 食べたことない
[3952.201] maguro_tunakann: わかるわー
[3952.359] tanaoji0709: へえ
[3952.649] mr_hrt_: グラタンコロッケ
[3952.651] (S)evolblackhole555: へー
[3953.701] (S)れなぽんぽん: 月見に並ぶ
[3954.373] あるみ屋: 食べてくるわ
[3954.760] hirunnkun: 2個セットのやつあったからそれ買った
[3954.886] micham1206: デブの素
[3955.013] garurisu: わいも食ったことない
[3955.072] yunomi0703: わかる
[3955.098] (S)レだん: へー
[3955.122] あかましまし: へぇ〜
[3955.166] wswsws3: ぞんなすきじゃないかも
[3955.189] おしゃけのみさと: 食べるか
[3955.219] (S)tsuki_pedia: うん
[3955.271] (S)Pantobox: 今度食ってみるわ
[3955.673] tonekone: わかる
[3956.270] (S)saikyo_9: グラコロいつまで？
[3956.408] syubiru__: ダブチだろ
[3956.820] pasu0517: 三角チョコパイは？
[3957.490] (S)~MISSING_COMMENTER_INFO~: 他にオススメある？
[3957.727] (S)ichigomilk_252: おいしい
[3958.339] gumita777: 罪悪感やばそう
[3958.973] maguro_tunakann: グラコロねー
[3959.070] uji_kintoki: ごめん、クリーム系無理
[3959.129] ゆんちゃん〇: コロッケがあんまり好きじゃない
[3959.503] (S)omoti1208: ダブチだろ
[3959.728] prpr_friedrice2: 全部おいしい
[3959.903] 惰性さん: 胸焼けする
[3959.928] (S)necozame: 美味しい
[3959.945] gascoigne1837: たしかにうまい
[3960.011] りょう371: グラコロあんまり美味しくなかった
[3960.374] ribbon_chan19: わかるデミグラコロさいこう
[3960.815] mihoshi0202: エビ嫌いでもおいしい？
[3960.902] (S)お手軽炊飯器: ｗｗｗ
[3961.013] くるみ1209: 期間限定ですか？
[3961.034] rato_reto: wwww
[3961.254] (S)paddel063: じゃあ、テイクアウトで食べる
[3961.842] SHIROMA_468: サクサクだった
[3962.058] (S)和泉ぴけ: 勧めたかったらもっと表現考えろ
[3962.081] kakozooora: えびフィレオの方がうまい
[3962.140] hirunnkun: あ？
[3962.203] YodoRa: 照り焼きチキンしか食べん
[3962.651] amcill: 月見やな
[3962.852] omuraisu_nana10: 好きじゃない
[3962.902] もんじゃ焼きたべたい: 月見だろ
[3963.261] (S)tenohira_otete: えび入ってんの？
[3963.269] (S)remiiiii_28: 今度食べよ
[3963.369] ~MISSING_COMMENTER_INFO~: サムライマックしか勝たん
[3963.390] dokokara_dokomade: www
[3963.437] さめまる_: おいしい
[3963.470] (S)tsuki_pedia: それはない
[3963.551] 梨一: ｗｗｗｗ
[3963.629] rioapr03: wwwwww
[3963.947] (S)なつおよ: ロコモコだわ
[3963.981] towa0916: バーガー食べない人です
[3963.987] maguro_tunakann: 今日食べたわ
[3964.018] みおん3078: ダブチ推しだからなぁ…
[3964.265] ruchi_13: www
[3964.446] (S)星空くん: あw
[3964.484] (S)mg_rafu: グラコロと月見はガチでうまい
[3964.489] (S)お手軽炊飯器: ああ...
[3964.756] (S)初菓: 戦争だ
[3964.794] (S)fuu_maru: あ
[3964.844] (S)~MISSING_COMMENTER_INFO~: あ
[3964.888] many7575: ｗｗｗｗｗ
[3965.231] rato_reto: わろた
[3965.416] ゆち888: あ？
[3965.484] ぺン: 俺も
[3965.517] 角角家: ダブチ最強
[3965.856] omu23511716: 食べたことない
[3965.946] sunomono8: wwwwww
[3966.043] hirunnkun: 喧嘩売ったわ
[3966.068] りる太: ビーフシチューパイまじで美味かった
[3966.082] (S)レだん: wwwwwwwww
[3966.096] pekopkopadon_8: w
[3966.317] (S)ちゃこも_02: エビ入ってるからなぁ
[3966.349] あきぬこ: 喧嘩か？
[3966.553] TaroNo3: 好きじゃない
[3966.584] nairon_5102: 人目をはばからずかぶりつきたい
[3966.713] kuroa1204: ナゲットしか勝たん
[3966.790] (S)うがら: www
[3966.831] (S)sjindoa: wwwwwwww
[3966.874] (S)tsuM6G1_: wwwwwwwww
[3966.931] もぐつむり: あ
[3966.996] shion2221: てりやきだろ？
[3967.144] 猿小判: 同じく
[3967.212] cheaperes: ｗｗｗｗｗ
[3967.221] (S)みーだん: グラタンコロッケ？？
[3967.324] kohana0d06: ｗｗ
[3967.362] (S)和泉ぴけ: 月見だよ
[3967.418] maruroku_1006: あ
[3967.837] jhonnymorimori: wwww
[3967.896] yubaharu: wwwwww
[3967.960] 46山羊: あ
[3968.197] imoyoukanmaru: グラコロの良さがわからないんだが
[3968.545] rin12027: 食べたことないわ
[3968.580] garurisu: 月見しか勝たんのよ
[3968.698] syubiru__: wwwwwww
[3968.743] ゆんちゃん〇: 月見だろ
[3968.844] Hamutyaro_126: 月見パイが好き
[3968.977] towa0916: Www
[3968.992] おしゃけのみさと: で何食べるん？
[3969.013] (S)remiiiii_28: あw
[3969.159] (S)nanasino0131: あ
[3969.306] 奏樹: 冬限定
[3969.440] (S)みずいろか: 人それぞれ
[3969.736] (S)ichigomilk_252: えびフィレオ好き
[3969.871] (S)らくだちょこ: このシーズン必ず食べたくなるやつ
[3970.263] もえぴーー: 朝マックで食べた
[3970.553] rato_reto: 喧嘩だー
[3970.806] yuimo_1823: wwwww
[3971.026] _イオ_: 正直月見も食ったことない
[3971.038] メープル羊: 月見
[3971.082] 白クマ: てりやきチキンフィレオしか
[3971.434] (S)11ket: エグチがいっちゃんうまい
[3971.675] や5: あ
[3971.714] (S)MORIYA_37: wwwww
[3972.013] YodoRa: 月見
[3972.193] micham1206: 人それぞれだろ
[3972.260] doubleo_08: バーガーキングいけ
[3972.289] (S)yoneRu_: チキンクリスプだろ
[3972.454] (S)mari71ks: ベーコンレタスバーガーが一番好き
[3972.678] chilu_17: チキンフィレオ
[3972.685] みだいふく: バーガーちゃうやん
[3972.908] miicha_mo: あのコロッケ自体が美味い、コロッケ部分だけ売って欲しい
[3973.467] (S)レだん: あww
[3973.557] (S)yomogi_mochi_0917: てりやきがいちばんだけどね
[3973.620] (S)yossizs: 月見しかかたん
[3973.694] くろざき: www
[3973.836] が_じゅ: そんなに出てないよ
[3974.012] myura_egg: 美味しかった
[3974.068] (S)ちゃつう: いっつも出てるだろ
[3974.262] ~MISSING_COMMENTER_INFO~: スパチキしか勝たん
[3974.360] (S)remonteli: wwwww
[3974.581] _紅茶: うっせぇわ？
[3974.614] TaroNo3: 月見がいちばん美味いぞ
[3975.178] (S)katagiriharu: サムライマック美味しかった
[3975.312] ruchi_13: 人それぞれやで
[3975.839] chocominto_rin: あーあ
[3975.893] (S)サノウラ: 影響されて食ってくれたことに感謝しろ
[3976.031] 猿小判: wwwwwwwww
[3976.199] byakkon: エグチも美味しいよ
[3976.268] (S)gomagogo8: スパチキ
[3976.279] gumita777: チーズバーガーしかかたん
[3976.395] (S)お手軽炊飯器: 好みはそれぞれだから...
[3977.264] (S)tsuki_pedia: wwww
[3977.267] 米だわら: わこらだ
[3977.562] (S)よっしぃ37: 侍マックの方が数倍うまい
[3977.685] もんじゃ焼きたべたい: 月見しか勝たん
[3977.789] suke0423: wwww
[3977.845] (S)ichigomilk_252: wwwwww
[3978.064] (S)Yukimaru__31: スパチキがいっちゃんうまい
[3978.101] muru1113: 思ったよりも美味しくない
[3978.314] nairon_5102: は、サムライだろ
[3979.174] tsukiha_10: えびフィレオだろ
[3979.282] dokukinoco: チキンタツタとテリヤキチキンフィレオが最強ツートップだよ
[3979.295] goma_nigiri: エグチやろ
[3980.166] mamewasa817: 月見がいちばんうまい
[3980.169] gascoigne1837: うっさ
[3980.327] 村長の孫の嫁: うっせぇわ
[3980.512] sta510pro: チーハンが一番美味しい
[3980.656] Hamutyaro_126: エビフィレオ
[3980.666] Amatsu_103155: 出たね
[3980.873] rururururu_252: あれ美味しいけどクリーミーすぎて食べた気がしなかった
[3981.023] ミドリ草: 草
[3982.123] (S)レだん: 出過ぎ
[3982.181] tora25_22: チキンクリスプでいい
[3982.546] wswsws3: まだ月見の方がうまい
[3983.482] YodoRa: 草
[3983.651] あきぬこ: それはそう
[3983.709] アイラって呼んで: エグチでしょ
[3983.711] もぐつむり: いや照り焼きしか勝たん
[3984.515] yutauka: コロッケの中身ただのクリームかと思った
[3984.665] メープル羊: 出たね
[3984.689] 守護神タナーカ1111世: みんなちがってみんないい
[3984.738] syubiru__: ダブチやろ
[3984.954] yaki__4513: スパチキだろ
[3985.070] maguro_tunakann: あわかる
[3985.731] ゆち888: せやな
[3985.745] ゆんちゃん〇: ケンタッキーかモスバーガーの回しもんだろ
[3985.837] air_118: どんな味？
[3985.989] trippy1218: らっだぁを信じて今度食ってみるわ
[3986.579] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[3986.662] (S)お手軽炊飯器: エビフィレオはうまい
[3987.222] venawy: 1年に1回は食べたい
[3987.370] akaneko_2232: あー
[3987.394] TaroNo3: 月見だろ！
[3987.490] sotono213: 脳が溶けそうなぐらいうまい
[3987.518] towa0916: チーズバーガーかな...
[3987.613] くろざき: 月見がいちばん美味しい
[3987.620] omu23511716: 中身溢れて食べずらそう
[3988.271] hirunnkun: 毎回食べてると飽きてうまくないけど
[3988.348] (S)PEI_OwO_: サムライが一番好き
[3988.521] 奏樹: チーズバーガーだろって
[3989.971] (S)tsuki_pedia: スパチキだなあ
[3990.347] (S)kouam428: ナゲットのソース何派？
[3990.555] tanaoji0709: ダブチ
[3990.972] zusshin_sushi: 月見がいっちゃんうまい
