[30.205] okaka_iq200: おいす
[7356.385] だいこん_: umeYay
[7357.666] 日本語かな: ww
[7358.381] masashizaki: これマジ！？
[7358.509] lobelia_c: んザンクウ
[7359.371] nyata1234: ぴよーん
[7359.468] opoptntn000: SSSsssplode
[7359.737] あぱれる君: ﾋﾟｮｰﾝ
[7362.149] お兄ちゃんお姉ちゃん: はいアホ
[7362.574] tabibitox: ちょっとあぶなかったｗ
[7362.697] Youhei6251: 槍ますねぇ！！
[7362.973] shabushabuuuuu: byooooon
[7364.050] kiton_taichi: 怪しい判定
[7365.688] despera_lk: umeTrigger
[7366.882] one596: デメリットだった筈の通常技の短さ解決してしまったか
[7367.792] (S)新ころりん: ぴよ～ん斬空
[7367.933] のぶとも: 槍やがったな
[7373.356] warotyphoon: せめて空対空には負けろよ
[7374.021] Eigyotyu440: 30年やり続けてピョーン
[7374.308] kusogekun: ながびよーん
[7375.118] avareinu: 空間に当たった
[7382.262] hiro925: ウメちゃんが楽しそうならおっけーです
[7382.493] (S)のまい: やりますねぇ？！
[7385.786] (S)メロンパンを極めし者: 今日はいちだんと楽しそう
[7385.801] あぱれる君: 届かないんだ
[7389.324] ponponpon2121: ５４
[7389.912] (S)hikarubundoki: ぴよーんとセイとグングニルの三本柱
[7392.460] 日本語かな: ふんふんふん
[7398.351] tama_zx61: ビースト先輩やめてくれ
[7398.615] (S)のまい: うめちゃんが淫夢に汚染されてるなんて…
[7398.977] Youhei6251: セイで黙らせて波動って真っ当に強くないすか？
[7401.739] mememories_tv: Daigo parryyyy
[7405.220] sashimisyouu: 槍で韻ふんでくのおもろい
[7405.440] aki_pooh: www
[7406.007] (S)メロンパンを極めし者: チョップもささる！
[7406.902] だいこん_: やりますねぇ！
[7407.130] マジでラブ恋愛中: 百鬼ｐは斧感ある
[7408.363] despera_lk: やじゃるーん
[7409.499] がすいんニキ: ウメさん既出かもですが、その槍パニカンでノーキャンSA2とかいけます+9なので
[7411.086] neon_d99: 金剛灼火パニカンから瞬獄が繋がって鬼減りらしいけど知ってる？
[7411.165] 日本語かな: 槍ますねぇ！
[7411.588] 斉川: ビースト先輩
[7415.147] (S)chromavalue: こーれ全対応無理っす
[7416.042] 蝉時雨: だいぶ散らせてる
[7417.795] aiukake: 豪鬼の強そうなプレイしてくと自然と厨房になってくの笑うｗ
[7418.199] avareinu: 相手のキャミィ落とすのうめぇな
[7418.941] kiton_taichi: このキャラ、多芸すぎる
[7421.768] 日本語かな: 槍増すねぇ！
[7422.012] muck_339: リュウの旋風脚と豪鬼のセイどっちが強いと思います？
[7422.605] あぱれる君: 進化していく～
[7423.199] 蝉時雨: 槍だの斧だの
[7424.787] (S)のまい: beast先輩わろた
[7426.137] one596: 豪鬼のラッシュ中段も相当斧
[7426.269] 吉田じんぎ: 槍からの斧
[7432.660] 霧月むげつ: 実際「裂槍脚」って名前らしいよ前蹴り
[7433.416] (S)のまい: beastの共鳴
[7434.529] pepepe393: ビースト先輩 
[7434.705] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[7437.453] nameless_774: 百鬼Ｐはオノっぽい
[7438.175] flytaka: 曲いいーー
[7440.657] tabibitox: さっきパニカンSA2やろうとしてスカって萎えてたよん
[7441.740] underground0714: 呪いのネットミームやめろ
[7446.035] 熊ビッグベアー: うめちゃんふっきおめでとう
[7455.006] avareinu: カプコンは最初から槍って認識してたってこと！？！？！？
[7459.523] tamAna1428: （指摘したらバレるな・・・）
[7467.738] (S)のまい: MRの伸ばし方凄いな
[7471.680] jankboxtt: 1週間でここまで変わるかぁ
[7480.035] aiukake: エアロビクスに見えてきた
[7480.812] nameless_774: へーる
[7481.703] 日本語かな: いってぇ
[7481.822] (S)新ころりん: セイッ!!ボルグ
[7483.694] イエール: ww
[7485.714] CybranDemon: either get fireballed to death or kicked to death 
[7486.334] warotyphoon: 痛いよ
[7487.219] dj0d4y4k4: 激痛
[7487.368] Fkdso555: 減る
[7489.467] (S)chromavalue: いたーい
[7490.974] aki_pooh: チクッとしますよー
[7492.447] momomon_y: いった
[7493.189] dai920san: 槍vs杖
[7500.914] suzan_star: 嘘つき看護師いやすぎる
[7501.840] kiton_taichi: ちょっとチクっとするだけだから！
[7503.915] (S)yoshida_hayo: 激痛でしょ 心が
[7505.528] (S)メロンパンを極めし者: ふがしたべますか？
[7508.430] ましゅダヨ: 手上げても逃がして貰えないやつ
[7511.678] イエール: べしっ
[7514.854] chachachakoma: フェイントになってたｗ
[7516.919] avareinu: ww
[7523.005] (S)drunkar621: セイ欲もれてますよ
[7544.257] (S)のまい: say
[7557.982] (S)のまい: umeTrigger
[7558.514] tabibitox: かわいそう
[7562.847] 日本語かな: バーンアウトと
[7565.044] deus_ex_machina88: モワッ
[7565.392] flytaka: すげっ
[7565.457] (S)chromavalue: 杖より槍のがつえーに決まってるだろぉ
[7567.858] warotyphoon: ちょっと設置しただけなのに
[7570.414] v_harumi_v: ちゅどーーん
[7571.625] kahaku91: 痛くないですよ～
[7576.107] kusogekun: チョップ密着+４なのわりとヤバい
[7577.242] ponponpon2121: つえ
[7577.352] 日本語かな: あぶね
[7579.720] momomon_y: おお
[7581.006] aiukake: 困ったときの斬空
[7581.032] 浅草ガッツマン: 斬空きつそー
[7582.066] muck_339: 画面端、BO,体力ミリ、削れないはずもなく……
[7583.180] Youhei6251: 杖<<<<<槍ってわけ
[7584.564] Fkdso555: とどめの斬空
[7585.158] nameless_774: 削り甘くない？
[7586.256] avareinu: 判定強くねww
[7599.674] 吉田じんぎ: セイの槍おりゃの斧
[7599.699] kiton_taichi: ラッシュも止めれるのか？
[7603.126] flytaka: 波動セイ
[7603.250] warotyphoon: あくあさん斬空対策無さすぎて泣いてたよ
[7603.913] (S)nyctomek: Back up to 2000
[7609.229] (S)メロンパンを極めし者: やりますねぇ
[7611.919] 蝉時雨: あいやーーー
[7614.494] lobelia_c: セイでとりかごできるやん
[7616.050] あぱれる君: ビースト先輩も出ます
[7617.444] aiukake: やりますやります
[7618.517] avareinu: あかんこれからウメちゃんの配信で淫夢コメが増えるの嫌すぎる
[7629.480] 日本語かな: 先端ガードから金剛出せば中足系スカせる距離になるか
[7634.878] 蝉時雨: 意図せず汚くなってる
[7637.668] v_harumi_v: ｗｗｗ
[7639.473] ponponpon2121: おー
[7639.798] akichi018: ｗｗ
[7640.661] aiukake: ｗｗｗ
[7641.399] muck_339: うわ冷静
[7641.532] マジでラブ恋愛中: ｗｗｗ
[7641.730] toro0524: あ
[7641.787] chachachakoma: ｗｗｗ
[7643.321] クラウド9: wwwwwwwwww
[7643.547] 日本語かな: ww
[7644.168] neon_d99: とめたー
[7644.356] tabibitox: 若者さすが
[7644.385] v_harumi_v: ちゅどーん；＿；
[7644.437] takll555: www
[7644.756] SUGAKIYA: 調子こいたなぁｗ
[7644.851] kajiryoji3310: 仕置き
[7645.579] (S)chromavalue: wwww
[7645.810] aki_pooh: あらら
[7646.609] siki_dassun: 中丼
[7646.831] 蝉時雨: やーる
[7646.840] だいこん_: やりますねぇ
[7647.854] scottiever07: ぬーん
[7648.048] momomon_y: ぽりぽり
[7649.156] (S)メロンパンを極めし者: umeYay
[7650.037] avareinu: おしおきぃ
[7650.836] hiro925: みんな厨房になれる素晴らしいキャラ
[7651.182] moyasihorobiro: きれいなビーストのままでいて…
[7652.092] 吉田じんぎ: やりたいだけ
[7652.626] のぶとも: 30年若返った
[7653.408] akichi018: 近すぎた
[7653.643] (S)chromavalue: やりたかっただけ
[7657.976] niiparu: www
[7661.025] v_harumi_v: 楽しくなったった
[7666.456] aiukake: 厨房技が多すぎるこのキャラ
[7667.018] てべす1103: 流石に豪鬼よりJPのがジジイか
[7673.306] dxacpnp: 豪鬼を使うと誰でも中学生に帰れちまうんだ
[7676.200] naryuhama: つま先ピッピッ
[7677.543] (S)hikarubundoki: ちゅどーん！ぴよーん！セイ！
[7682.377] v_harumi_v: ないすないすーーー
[7686.121] pakorepukins: セイハラスメントやめてね
[7692.200] shabushabuuuuu: nai su
[7692.222] 霧月むげつ: その昔のマゴさんとの飲み対談で「少年の心を忘れたくない」って言ってたけどウメちゃん忘れてないね
[7694.238] 浅草ガッツマン: お前さっき俺の豪鬼のプレイチラチラ見てただろ？
[7694.429] nihera88: 注射ー
[7699.654] ponponpon2121: セイ！
[7700.755] (S)ponponguripon: せいせい！
[7700.919] (S)ヤマグチノボル: 全盛期のレーザーラモンHGぐらいセイするじゃん
[7713.974] (S)drunkar621: セイ欲旺盛
[7719.972] maddy2623: このJPはすでに１万回斬空されてきてる
[7724.785] CybranDemon: daigo found a new button to abuse
[7741.275] 千葉県おっさん: すげえ減るな
[7742.287] 17_richy_23: maybe
[7742.837] ponponpon2121: しゅんごく見たいなあ
[7745.155] akichi018: 豪鬼村を生き残ったJP
[7748.691] ponponpon2121: あー
[7749.727] moyasihorobiro: いってえ
[7751.889] お兄ちゃんお姉ちゃん: 豪鬼の波動拳モーションいつ見てもヤバすぎる
[7752.633] smile9104: 9000
[7764.034] tabibitox: 儚い
[7770.262] kyuubi4693: 9000じゃなくても死ぬよ
[7784.346] お兄ちゃんお姉ちゃん: インパクト確定するよね？
[7789.495] kiton_taichi: インパクト確定
[7793.425] シミズム: コニチワ
[7797.945] tabibitox: まぁそれが当たり前なんだけど前がおかしかった
[7802.725] びあびあ: sflってどれくらい豪鬼いるのかな
[7822.729] pepepe393: 藤村最近何使ってるんだろう
[7826.741] SleepShiva: 思ったよりいない気がする
[7828.124] 千葉県おっさん: １チームに１豪鬼くらいじゃね
[7830.400] avareinu: 今のところ確定で豪鬼使いそうなのときんすだけじゃない？
[7830.450] Fkdso555: たわけ！
[7830.834] akichi018: じゃじぃとときどとルークの人が移行するかどうか
[7848.646] SUGAKIYA: カワノ豪鬼じゃないのか
[7848.842] _とね_: カワノとボンちゃんは移る
[7849.464] tarantarantaran: umeCatillust
[7854.315] 日本語かな: じゃじぃさんは豪鬼っぽいけど
[7858.599] kyuubi4693: DFMはまちゃぼかな
[7859.375] 吉田じんぎ: ざわざわ
[7865.910] avareinu: 意外とおるなぁ
[7867.691] kusogekun: 投げ後の距離が近すぎ草
[7873.393] 軽く捻るか: ああ
[7874.953] hiro925: 普通に多そうやな
[7876.353] SUGAKIYA: あとかけちゃんも豪鬼使ってはいるわね
[7878.069] tabibitox: なーがい
[7878.294] wrwig: ウメちゃんが大会終わって、リュウ触ってみたら、あまりの強さにリュウでSFL出るよ
[7882.595] akichi018: ルーク消滅したもんね
[7887.713] のぶとも: 2年目の新キャラがどうなるかの影響もありそう
[7890.973] warotyphoon: ケンルークで分けてたシェア率を独占するわけだからそりゃいっぱい居るよな
[7891.671] びあびあ: ほんとに1チームに1人くらいなのか
[7898.622] シミズム: かけちゃんも杖を捨てたんか
[7902.437] 蝉時雨: カワノって昨日辺り悩んでたけど結局豪鬼なの？
[7905.799] 軽く捻るか: ウメアキも見たい
[7911.754] あぱれる君: ざんくうのせいで２大p押しづらいのかなやっぱり
[7914.356] hiro925: かけちゃんもともと道着だしな
[7916.702] akichi018: 豪鬼にいけそうなAKIが増えると思う
[7925.799] v_harumi_v: おおおおお
[7927.483] avareinu: アキはネモさんが練習してるよね
[7927.556] 蝉時雨: AKIはネモさんが触るかもだからウメちゃんやらないんやろなぁ…
[7928.261] kajiryoji3310: わお
[7929.367] tabibitox: ある
[7929.641] たあぼ0126: サコサンゴウキで出るんかな？
[7930.362] v_harumi_v: ないすないすーー
[7930.924] aki_pooh: でたあ
[7931.358] (S)ヤマグチノボル: 今豪鬼やってるプロ達がお試しか本格移行かイマイチわからん
[7932.509] SUGAKIYA: 今作道着全員それなりに強いと思うんだよな
[7932.778] のぶとも: なんか捩じ込んだ
[7934.006] だいこん_: 順次へ逝けい
[7940.777] v_harumi_v: ＞＜
[7942.462] oasis______: noooo
[7943.189] 日本語かな: w
[7943.562] v_harumi_v: おしかったー
[7948.419] てべす1103: CAの時なんて言ってるか全くわかんねえ
[7951.969] pakorepukins: CAの演出長いね
[7952.236] 軽く捻るか: おしかったあ
[7955.393] 日本語かな: ふんぎーー
[7956.662] nameless_774: バーンアウトの立ち回り考えるか
[7959.552] v_harumi_v: 勇気リンリンって私には聞こえる
[7960.033] たあぼ0126: umeFail
[7968.022] 日本語かな: mago2dJett
[7969.919] Youhei6251: 「黄泉路へ行けぃ！！」って誰か言ってた
[7969.998] てべす1103: ふんぎふんぎぃ！言うてる
[7972.270] flytaka: knxCJ
[7976.647] focksie: 有害なプレイヤーのチャットにどう対処しますか? 
[7986.150] avareinu: 9000がどこまで響くのかかなりやりこまないと分からなさそうなのが難しいところ
[8002.130] dai920san: 豪鬼おじいちゃんは難しい言葉ばっかり使う
[8008.127] tabibitox: あ、セイに噛み合う技もってるやんこいつｗ
[8009.835] mimiprettybot: 獣道Ⅱ思い出しちゃう
[8010.712] brutal9998: 次の大会から大会豪鬼で出るの？
[8013.196] pepepe393: ってか最近配信人多いね
[8020.296] SUGAKIYA: こんなナリして京極夏彦とか読んでるんだろ豪鬼
[8020.517] 日本語かな: 灼熱！
[8029.737] Wutevadude: 일본 승리!
[8033.913] akichi018: 本読むんだ
[8035.032] てべす1103: ジョスクがセイに強い
[8044.535] avareinu: 読書家やろね豪鬼は
[8049.339] pakorepukins: まだこのマラカスは音を奏でられるのか？
[8049.963] てべす1103: なんなら釣り大好きおじだからね
[8062.724] nameless_774: ヘイヘイヘーイ セイセイセーイ
[8071.867] ペプシ男: コミケに出店もしてるぞ
[8076.070] shifon125: ヘイヘイヘイvsセイセイセイ
[8082.968] (S)メロンパンを極めし者: こやつにもせいは効くのか はたして
[8089.707] avareinu: 豪鬼は暇なときにナイフで彫刻作ってるくらいだから
[8093.973] (S)ヤマグチノボル: 読んだ本はどこに保管してんだろ？それとも電子書籍？
[8095.225] あぱれる君: 令和に平成対決
[8101.516] tabibitox: 豪鬼は狂人なわけじゃないしな、殺意の波動を完全に制御できてる男なだけ
[8118.119] v_harumi_v: 読み終わったら千切って腰巻にしてるのかも。
[8123.274] lare153: 対空にもなるんか
[8123.597] akichi018: ジャスパにコパすかし投げいいなぁ
[8134.940] nameless_774: セイ対空ｗ
[8136.043] だいこん_: セイ対空w
[8138.931] aki_pooh: セイがすんごい
[8142.574] 日本語かな: 近くの図書館に寄贈してるかも
[8145.232] toro0524: せいつよ
[8145.966] てべす1103: セイ対空の絵面面白いw
