[13.129] 騙すカス鋼: にょっす
[7680.715] ミジンコ隊長: ｗｗｗ
[7681.146] tabibitox: 実際そうだけどなｗ
[7681.310] 無心に: あなたは怖いんだよw
[7681.361] kamiyama_t: 崖の方が怖えよｗ
[7682.629] (S)noriyuki3: やばいやつやんw
[7682.650] kyabetu_tarou4: 窓際的な
[7682.804] w4m1_54: 用語漏らしすぎ
[7682.871] ましゅダヨ: かわいそすぎるwwww
[7684.298] nihonsyu_: 追い詰めすぎだろｗｗｗｗｗｗ
[7684.300] kaban1192: 嫌われてるやん
[7684.880] 箸くれ: ミートさん普通に嫌な上司だなｗ
[7686.539] xxtidorixx: ハラスメントじゃねえかｗ
[7688.396] dogstark: パワハラしかしてねえｗ
[7689.160] prisira: ただミートが怖いだけｗ
[7693.522] (S)Opening_Runner: 文春さんここです
[7696.550] erisuk: ２度とゲームのようがつかうなｗｗｗ
[7697.257] raurakd: ミートさんにビビってるだけやんw
[7697.699] taroumaruh: 変に格ゲー用語を使わないでくれｗ
[7697.915] (S)moppu_gake: ハラスメントおじ
[7702.231] hairi0610: か゛めんはし゛
[7708.380] ぽんこつぽんた弐号: テレビの外に落とされる、業界追放みたいな
[7708.919] のぶとも: 相手の文化圏でワード選べなすぎやw
[7713.392] ミジンコ隊長: まだ言ってら
[7716.709] bakedonion: ファイティンはLoLでも使うよね
[7718.715] kitori_17: kーpopは言いますね
[7719.519] ましゅダヨ: ファイティンていわない？
[7719.625] 無心に: お酒のせい
[7719.963] taroumaruh: ファイティーン
[7720.228] oiyoiyo6118: 韓国語だからね
[7721.633] kamiyama_t: ﾌｧｲﾃｨｰﾝ
[7722.513] ましゅダヨ: いういう
[7724.398] もきち555: D?
[7724.432] torei_7: ファイティンは韓国語
[7725.704] sasanqua1985: 韓国語で頑張れだよ、
[7725.763] 軽く捻るか: へー
[7727.470] kimie_white: ファイティングじゃないの？
[7732.365] RKC48: ファイティンセヨー
[7732.387] bakedonion: ファイティーン
[7732.496] np2np: あのダサさすごい
[7733.721] kitori_17: 韓国でアイドルがいいますよ
[7736.236] blackuma: 挑戦や
[7740.790] kaban1192: へー
[7741.209] v_harumi_v: へー
[7742.571] 5don: へ〜〜
[7743.626] sekishou0000: へー
[7744.921] (S)Opening_Runner: ほー
[7745.554] kimie_white: なるほどね
[7747.395] ましゅダヨ: 違うんよな…意味合い…
[7750.105] kaban1192: いい言葉じゃん
[7751.511] Fish_BLUE: ロゼリアのライブでもファイティーン言うからな
[7754.058] bakedonion: 韓国文脈でよく聞く
[7756.786] ましゅダヨ: あーーーなるそど
[7762.368] gokukeshi: ワンチャンあるで
[7762.573] 5don: ファイティン！！！
[7762.795] (S)moppu_gake: もうやめた方が、、、w
[7763.980] (S)Opening_Runner: がんばれ がんばれ
[7764.042] v_harumi_v: ファイティン！
[7764.401] ましゅダヨ: ファイティン！
[7765.940] ミジンコ隊長: ファイティン！
[7766.835] iwaisi: がんばれｗｗ
[7766.891] (S)feel2525: もうボロボロだろ！
[7767.645] lljp: まだやるかい？
[7768.197] lobelia_c: ファイティン！！！！！！！！！！！！！！！！！
[7768.486] kamiyama_t: まだいくのか
[7769.242] maya_g01: ﾌｧｲﾃｨﾝ！
[7769.299] taroumaruh: 開幕に複雑骨折なのに
[7769.763] kitori_17: なんで流行らしたいんやw
[7770.329] erisuk: ドットのＤ
[7771.713] kyabetu_tarou4: 全骨折れてる
[7775.194] as6623: Dファイティン！
[7775.289] w4m1_54: 粉々ｗ
[7775.551] bakedonion: ダンゴファイティーン
[7778.594] ant0n111: 中国麻雀に無筋はない
[7778.839] hal0087: ｗｗｗ
[7779.153] sn0wf0x3: www
[7779.643] 5don: おかえりー
[7780.014] シャンウー: 全身骨折w
[7780.626] kaban1192: 俺はわかるよ
[7780.712] lobelia_c: 一閃
[7781.895] amadori3: ｗｗｗ
[7782.947] 成吉大: もうやめた方がｗ
[7799.387] naina717: 無理筋
[7808.390] bakedonion: 危険な捨て牌
[7815.131] ましゅダヨ: ？？？？
[7816.783] (S)moppu_gake: はい
[7818.348] hal0087: ？？？
[7819.596] もきち555: ファイティンつぼってんじゃねーかｗ
[7819.886] tabibitox: Dはもうだめだ・・・
[7821.677] prisira: 成仏してくれ
[7821.962] 軽く捻るか: えええ～ｗ
[7822.219] ミジンコ隊長: ・・・
[7823.419] sasanqua1985: もうミンチだよ
[7823.722] シャンウー: umeCatGlare
[7823.900] balthazar000: もうタコだな
[7824.540] nako756: これ以上死ぬ気か？？
[7825.293] oiyoiyo6118: ？？？？？
[7825.592] taroumaruh: 酒やめろってｗ
[7825.794] ましゅダヨ: 粉々になってない？ww
[7825.968] のぞみくん: なにわろwwwww
[7826.630] 5don: パウダー状の骨
[7827.428] bakedonion: バキバキ
[7827.492] pakupaku_koz: 意図はなんなの？
[7828.260] (S)noriyuki3: ひとりでもおもしろくなってるやつ
[7828.674] kitori_17: なぜなのか全然わからないままでした
[7830.010] 無心に: 酔いさましてもらって
[7830.483] (S)Koooon__: これは揉める
[7831.685] (S)まりえき: 燃え尽きて灰すら残らない
[7832.241] low_single: す－ぐ骨折りに行く
[7833.050] めんたいこっ: ファイティーン 
[7835.769] fuan4444: Dはすげぇよ
[7838.829] gokukeshi: バランスとりに行くね
[7841.929] kaban1192: ｗｗｗ
[7846.397] tawashi00: Dはね、必要よ
[7856.825] 再度落選の大統領マルモリ: カモ草
[7861.807] erisuk: カモなだけじゃねぇかｗｗｗ
[7865.827] kyabetu_tarou4: それ言ってくれないとｗ
[7866.075] kkshkk: w
[7866.912] ましゅダヨ: w
[7867.523] (S)moppu_gake: ww
[7867.728] 5don: w
[7868.829] ミジンコ隊長: ｗｗｗｗｗｗ
[7869.924] taroumaruh: ｗ
[7870.986] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[7873.641] sarah_0519: wwww
[7873.856] sn0wf0x3: wwwwww
[7874.761] のぞみくん: wwwwww
[7875.860] hal0087: ｗｗｗ
[7885.633] prisira: 放銃してんのかよｗ
[7887.810] (S)moppu_gake: 面白い話なのになw
[7888.097] 勤務中: ただのおもしろおじさんの話ｗｗ
[7889.136] v_harumi_v: ｗｗｗ
[7890.412] 5don: www
[7892.548] ましゅダヨ: wwwwwww
[7893.856] tabibitox: マジレス
[7894.289] yoyo_443: ｗｗｗｗｗｗｗｗ
[7894.453] taroumaruh: ｗｗｗ
[7894.626] v_harumi_v: 冷静ｗ
[7895.660] maya_g01: ｗｗｗｗ
[7895.871] bakedonion: ガチバイスやめて
[7896.760] nihonsyu_: いつぞやの話ｗ
[7896.856] ましゅダヨ: 厳しい！ww
[7899.321] 5don: 主観と客観をねw
[7899.405] 軽く捻るか: ｗｗｗ
[7900.282] nako756: 言葉鋭いｗｗｗ
[7900.922] sn0wf0x3: ファイティンおじ
[7901.295] のぞみくん: なにがそんなにw
[7902.240] forjc3rd: 折笠に言われてて草
[7902.326] ミジンコ隊長: 話す人が違うとこんなにも
[7904.110] erisuk: 本当にズレてんなＤ
[7904.639] seiji141141: えｗ自前の話じゃなかったのかよｗｗｗ
[7904.797] w4m1_54: 怖いねぇ
[7905.018] 無心に: ユーモアがあるからね
[7909.157] mohuryun: ツボが違うのね
[7910.335] (S)feel2525: 酒がうめえなぁ
[7910.834] もきち555: 語感が気に入ったんだろう
[7912.202] iwaisi: Dｗｗｗ
[7914.080] toshio0224: 今日はダンゴさんがいっぱい笑ってて嬉しいよ
[7918.227] kaban1192: ｗｗｗ
[7919.875] 成吉大: 言おうじゃないかｗ
[7920.341] のぞみくん: だんごがしんでまう
[7920.869] kkshkk: w
[7921.281] isekai7153: 流行ってほしいｗ
[7921.392] (S)noriyuki3: www
[7924.159] taroumaruh: はい ミームの誕生
[7924.924] prisira: シミーくらいだけやんｗ
[7925.720] BigbossJP: 使うわｗｗ
[7927.782] (S)noriyuki3: いいなそれw
[7929.547] amadori3: んでシミーされると
[7929.818] tabibitox: シミーされて死ぬｗｗ
[7933.515] (S)moppu_gake: おもろいw
[7934.735] sn0wf0x3: wwww
[7934.876] ミジンコ隊長: ｗｗｗ
[7935.321] kaban1192: 流行るかもしれん
[7937.065] 成吉大: Dリバのときいうわｗ
[7937.627] naina717: 流行ってほしい
[7937.700] migiriugachi: じゃんけんの度に
[7937.742] raurakd: 草
[7938.323] sasanqua1985: それ毎回シミー狩られてんじゃねーか
[7938.769] 赤髪_: でもそれダメな結果になる方なんでしょｗ
[7939.808] nihonsyu_: 絶対はやらんだろｗ
[7940.429] bakedonion: Dが韓国のLoL中継見たら爆笑しちゃうじゃん
[7940.499] maya_g01: ｗｗｗ
[7940.787] pakupaku_koz: 頼む！！通れ！！ってときか
[7941.286] もきち555: ワンチャン流行るｗ
[7941.331] シャンウー: スーファミだったら ありえた
[7941.505] lljp: 通らば
[7942.007] ミジンコ隊長: ふぁいてぃーん
[7942.164] めんたいこっ: ファイティーン 
[7942.962] kitori_17: アイドル好きなのかなあってw
[7944.797] gokukeshi: 朧撃つときも
[7946.131] cochi5: 逆沢とか？
[7946.664] lobelia_c: このゲームファイティン多すぎる
[7948.201] raurakd: ふぁいてぃーんゲーw
[7948.208] prisira: ファイティーンってジャンプしよ
[7948.911] one596: 常にだろこのゲームw
[7950.670] sussy_int: とおらなくなりそう
[7951.962] kaban1192: ワンチャン流行る
[7955.810] ant0n111: ファイティングデームだしな
[7956.185] yuyu09250925: ストリートファイティーン
[7956.301] 000105: 本田ほぼファイティン
[7956.861] njpw2017: 無敵擦ったときにも
[7957.542] のぞみくん: ファイティンするか……
[7958.545] naina717: ストリートファイティン
[7959.117] 無心に: 大味な試合が多くなるw
[7960.418] sn0wf0x3: ちょっとおもろいww
[7972.375] (S)moppu_gake: ワンチャン流行るまである
[7987.612] seiji141141: たぶん明日のウメ配信はファイティンまみれになる
[7990.978] soba55: 女の子とマージャンしてる時に裏筋の話したらめちゃ引かれちゃったんだけど、説明しても相手の子に恥かかせそうで完全に詰んでた
[7996.656] ましゅダヨ: いいねーその話
[8012.616] 5don: 良いテーマっぽい
[8013.042] もきち555: 印象変わってるからね
[8021.250] ましゅダヨ: ほおー
[8026.818] ましゅダヨ: あ
[8028.862] ミジンコ隊長: ｗ
[8030.385] 5don: それはインドw
[8031.112] (S)feel2525: 天竺
[8035.044] bakedonion: 天竺は西
[8037.675] のぞみくん: て ん じ く
[8039.875] prisira: ミートさんと逆か
[8057.720] afuring: 出るぞ
[8057.757] もきち555: さすてん
[8058.854] 勤務中: 裏筋って間四ケンのことか
[8063.454] tabibitox: 闇の者
[8063.862] ましゅダヨ: ww
[8066.882] dogstark: なんか含みがあるなｗ
[8069.906] gokukeshi: 正解
[8070.126] ミジンコ隊長: 闇のベーシスト
[8085.122] taroumaruh: えぇ…
[8085.277] もきち555: きも
[8085.932] ましゅダヨ: wwww
[8086.530] kaban1192: きもいなぁ
[8086.710] bakedonion: きちい
[8086.794] nako756: うわ
[8086.912] y_proto: きっつ
[8087.271] prisira: きもｗ
[8087.466] のぶとも: きっ
[8087.792] (S)chiichan2222: きも
[8089.815] ミジンコ隊長: きっ
[8090.922] dogstark: あーあ
[8091.128] isekai7153: ええ
[8091.215] (S)moppu_gake: きっ
[8091.309] yuyu09250925: きもいなあ
[8091.592] nako756: ｗｗｗｗｗ
[8092.941] kosmos5567: うわぁ
[8093.007] ｾﾀﾒﾝ: ｗｗｗｗｗｗｗ
[8093.095] prisira: こえええええ
[8093.781] kkshkk: こわいこわい
[8093.965] torei_7: wwwwwwwww
[8094.195] ましゅダヨ: ええ！？
[8094.339] korekitwitch: ｗｗｗ
[8094.411] kaban1192: え
[8094.802] BigbossJP: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8095.866] 5don: 反転！？
[8096.341] ミジンコ隊長: えええええええええええええ
[8096.427] tabibitox: きんもｗｗｗ
[8096.440] (S)feel2525: そうなるかね
[8096.450] lobelia_c: 神格化されとる
[8096.468] ヨコグシ: ｗｗｗｗｗ
[8096.747] forjc3rd: ちょれえ
[8097.006] as6623: 闇
[8097.289] nako756: なんでだよｗｗｗｗｗｗｗ
[8097.960] iwaisi: うそｗｗｗ
[8098.040] sn0wf0x3: wwww
[8099.173] 成吉大: やっべ
[8099.386] sarah_0519: wwww
[8100.077] nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[8101.069] bakedonion: わっかんねー
[8101.547] (S)flashbacks18: どゆこと？
[8101.881] シャンウー: ホラーやん
[8102.034] kitori_17: どっちもどっちだよww
[8103.499] アイビス59: ｗｗｗ
[8103.765] mohuryun: ええええ
[8103.952] ましゅダヨ: 清すぎる！！！！
[8105.505] nihonsyu_: アカンだろそれｗｗｗｗｗｗｗ
[8105.946] yoyo_443: ｗｗｗｗ
[8106.012] 5don: やさしいせかい
[8106.122] kyabetu_tarou4: ほんとにあった怖い話
[8107.880] korekitwitch: ぴゅあ
[8109.613] ミジンコ隊長: 闇に触れなれてない
[8110.275] no_name_0521: 信者
[8110.878] njpw2017: 皮肉なのに
[8111.640] gokukeshi: あまりにも清らか
[8113.628] kaban1192: 誰が人狼？
[8114.188] erisuk: きっしょいなぁ
[8114.253] sharks_up: それ第二印象？ｗ
[8115.443] ヨコグシ: ｗｗｗ
[8115.699] sn0wf0x3: こっわ
[8116.682] taroumaruh: いろいろ恐怖話だったんだが？
[8117.346] シャンウー: 逆に だまされてるかもよ
[8118.409] ｾﾀﾒﾝ: 触らぬ神に祟りなし、の扱いじゃね＿
[8118.614] ましゅダヨ: まあまあまあ
[8118.619] prisira: 闇すぎるｗ
[8121.446] もきち555: 印象とは
[8122.925] nihonsyu_: バ〇の話じゃんｗｗｗｗ
[8128.876] cochi5: それ本心から言ってない気がするなあ
[8143.269] ミジンコ隊長: いるね
[8144.025] v_harumi_v: うんうん
[8144.904] kaban1192: 皮肉が通じない
[8146.336] ましゅダヨ: うん
[8150.436] ｾﾀﾒﾝ: まあいるね
[8152.664] prisira: snsでやばいやつ
[8153.189] erisuk: それは知能の問題だからどうにもならんよ
[8154.650] tawashi00: リップサービスがわからない人は多いよね
[8159.563] as6623: 人間得手不得手がありますから～
[8183.701] bakedonion: 京都人の天敵
[8186.874] ｾﾀﾒﾝ: 仲いい人同士のプロレスをガチだと思っちゃう人もいる
[8188.189] ましゅダヨ: うん
[8188.765] 成吉大: コワイっす
[8189.633] nako756: 皮肉とか分からないと
[8194.707] kitori_17: ぶぶ漬けはおいしいのかどうか
[8195.037] sharks_up: ｗ
[8195.564] sussy_int: ん？
[8196.880] gokukeshi: いい性格してるね とかね
[8197.012] mohuryun: うん？
[8198.075] ましゅダヨ: こわいよね？うん
[8198.316] ミジンコ隊長: ｗｗｗ
[8198.690] bakedonion: ？？
[8200.835] 軽く捻るか: ｗｗｗ
[8203.575] のぞみくん: なにがですか？
[8203.808] 無心に: 救いたいけど救えない
[8204.568] 箸くれ: 淀川さん？
[8207.432] シケモクスッパマン: 反対のほうがマジが怖い
[8210.293] ましゅダヨ: うん…(？)
[8232.739] migiriugachi: 考える（疑う）能力、やりきる能力はEQ、覚える能力、パターン認識能力はIQ
[8236.322] sussy_int: ファイティン
[8236.716] erisuk: それはもう今はそういう脳の問題ってわかってる
[8238.204] taroumaruh: やめろｗ
[8238.675] (S)chiichan2222: ｗｗｗｗｗｗ
[8238.980] ミジンコ隊長: 大丈夫か？
[8242.099] kitori_17: 宣言からw
[8242.335] からもこ: www
[8242.463] 成吉大: ファイティンやめろｗ
[8244.723] (S)てんとうむし55: D
[8245.368] w4m1_54: ｗ
[8245.881] RKC48: 代表！
[8249.461] raurakd: いきなりやばいw
[8249.673] kaban1192: ファイティン
[8252.592] gokukeshi: ファイティーン
[8256.961] lucentsnow: ファイティーン
[8257.501] ましゅダヨ: ふぁいてぃん？
[8258.424] taroumaruh: ファイティン
[8260.552] ましゅダヨ: ww
[8262.083] (S)moppu_gake: ファイティン
[8262.995] RKC48: にょ
[8263.711] sn0wf0x3: ファイティーン
[8263.719] (S)chiichan2222: にょｗ
[8264.712] taroumaruh: にょ
[8264.853] as6623: ファイティン！！！！！！！
[8265.200] ミジンコ隊長: ｗｗｗ
