[24.164] トイメン: うぃーす
[7357.973] goodkey44: 逆択強いキャラは投げ押す価値低いんかな？
[7359.215] (S)いーすとまん: ポーンハブはすごいぞ、エ〇動画を解説してる人とかいる
[7359.687] (S)chocoooman: 筋が甘い！
[7364.219] unias2: もっと前ならブラジリアンワックスとかも無法地帯だった
[7364.886] お灸: 大丈夫、なるおも不戦敗あるから
[7371.049] しょんたん: EROJがんばってください
[7372.398] (S)道蔭: 健康器具でえろいのが出てくるの笑うよな
[7373.879] 焼き菓子: 解説とかあるんだw
[7375.263] ysoksug: ありがとうございます！
[7376.900] hamham9999: ぶっちゃけ初めはわかりづらいよなー
[7379.649] (S)やくりのやっさん: EVOはお客さん感覚で言っても正直スタッフが全部知ってるわけでもねぇぞ
[7380.581] サカザキ: 誰かしらに聞けば教えてくれる
[7382.347] wakuwakusandayo: 初参加だと絶対不安よな、頑張って
[7383.311] Time_K: プールの場所探してプール始まってそこにいる係員に呼ばれるかどうかが勝負
[7383.949] oreyuta: ポルノハブに普通のOWとかCOD動画あるのおもろい
[7386.772] みはる_雨月: 出欠点呼みたいなの取ってるよネ
[7387.570] ナカノ_: 運営ボランティアもみんなまだわかってないからね
[7388.070] roziurara: 多すぎて移動アレなんかもなあ
[7390.725] ibeentrippin: hello!
[7390.929] くれいざ: 当日の流れとか誰もわからん
[7392.370] ima_son: 張り紙でエリア指定あるよ
[7395.513] ライム_: ヨガで調べたら餅さんの動画出てきたが
[7397.074] saibabasan: startggで自分のプールと番号を見て、そこのテーブルにいくだけ
[7399.027] onyancoscratch: 人多すぎでみんな大変そう
[7400.112] (S)すじゃーた: あろーめっちゃ各反ありそうなのに
[7404.762] user_kun2514: スタッフ信用しないほうがいい
[7404.894] judicialscrivener: ヨガで調べたら「強すぎ！餅ダルシム」が出てきた
[7405.065] (S)sakippo_o: 餅さんが！？
[7408.633] kasumiasano: 初見さん不安よな。なるお、動きます
[7411.568] yakisobadaisuki: シノビズムが初大会参加者用の解説動画を昔出してたからそれオススメ
[7412.128] tri_alle: 困ったら大声で泣こう
[7413.203] (S)井上リ: 「ごめんプール21時開始かと思ってた！多分到着21時15分ぐらいになりそうだわ！」
[7413.723] (S)dook_dokidoki: 移動すんのたいへんそー会場
[7413.914] ysoksug: プール多すぎて迷子になりそう（ ;  ; ）
[7414.967] (S)いーすとまん: 餅さん変わっちまった
[7416.436] pnpn__515: 無職からのお知らせ
[7416.623] すれいまん: 割とコミケみたいなみんなで作るイベント系
[7417.525] お灸: 餅さんの〇〇が！？
[7421.184] (S)EGA0721: 歩きアロー
[7421.768] kiruke2012: トラブルないといいな
[7422.134] hamham9999: 点呼聞き逃すの多そう
[7423.016] ライム_: これがヨガの力…！柔軟に立ち回りヨガの業火で焼き払う YHCｰ餅ダルシム  これよ
[7429.758] roziurara: アロー先端ナーフしてくださいと
[7442.532] pnpn__515: ヨガのヨガがやばすぎる！
[7454.721] (M)(S)ひかくり: 当日の流れ 参考になる記事貼っておきます https://shiryl-shi.hatenablog.com/entry/2024config
[7456.188] oreyuta: 変に散歩すると戻れなくて負けが多発しそうだから注意な
[7461.431] (S)sakippo_o: エロ解釈したかったけどヨガの業火は無理やな…
[7462.532] ジャム作るパンおじさん: 詐欺飛びって格ゲーにいらなくないですか？
[7462.906] (S)ぞに: ヨガの業火ってなんだよ
[7466.552] (S)けろろがめ: EVOJは自分もスタッフの一員として参加するぐらいの方が失敗ないかもしれん
[7471.008] (S)4tap_py: ひかくりにぃありがとー！！
[7474.601] Youhei6251: 3大仙人ってシンクロ率高める為に自分もヨガやったりしてんのかな
[7479.958] tri_alle: 誰が賞金出してんだろ
[7483.538] pappi0117: ボランティアスタッフやることになったけど不安で仕方ないよ
[7486.460] moppu_gake: エボって一般でも参加できたんだ、来年いきたいな
[7488.369] (S)毒見ユッケ: ん、6ボタン！
[7491.978] cerastes613: 6ボタンでた
[7492.606] ysoksug: 読んでみます！ありがとうございます！
[7501.639] intaisita: おわ
[7503.379] いつほし: naru04Owa
[7508.583] (S)MasudaTheMenace: 無給なんか
[7509.780] 焼き菓子: えらい
[7510.232] 大失言: 学生？
[7511.554] fffteemo: owa
[7512.151] sndkzfm1: 偉過ぎる
[7512.586] roziurara: ボランティアとかやれないっす
[7512.842] TROI_Just: ありがたいよね
[7512.934] (S)まろ助: ボランティアスタッフは偉すぎる
[7513.177] 鷹爪三角脚: がんばってね～
[7513.857] (S)いーすとまん: 来年のEVO豪鬼ときどさん楽しみすぎるよ
[7513.903] (S)亞ゼファー亞: naru04Owa
[7514.259] wakuwakusandayo: マジでみんなありがとーだよ
[7514.286] あおば0821: えーーらい！！
[7514.335] karten007: ボランティアありがと！
[7514.542] (S)がすいんニキ: 偉いねー
[7514.825] (S)毒見ユッケ: x41futNadenade
[7515.041] SANA10023: ありがたい話
[7515.793] blues_bruce_wayne: ボランティアってすごいね
[7516.585] (S)奈良の大仏大炎上: Evoとか大きい大会ってやっぱり東京とか大阪とかで地方ではやらないのかな？？
[7516.971] hamham9999: えっらｗ
[7519.308] はせぽん: ボランティア大変だろうけど頑張れ～！
[7523.775] duver5754: かじゅがギャルゲー始めるってさ
[7524.558] red_bird_oo: ボランティアありがと～！！
[7525.403] tri_alle: 助かるよなぁ
[7526.644] milkhunter0721: 就活でアピールしていけ
[7527.437] (S)otyonpo: なるおって起き攻めの選択肢ってどうやって決めてる？
[7527.649] kanadiam: なんで金もらえないの・・・
[7530.633] (S)見るぞ: naru04Owa
[7531.377] あめちとせ: evoは動画とる？
[7532.595] basiclife123: かがり火みたいな感じなんだ
[7532.702] asahi350: 就活のネタのために
[7532.859] (S)がすいんニキ: 俺なら絶対やらんもんw
[7534.094] (S)のうみそきんにくん: 今日「26日に来い」ってメール来たらしいな
[7534.670] (S)mg_mahiru: プロが5000人いたらすげえよ
[7535.024] kaworuko19: 福岡でやったことはある
[7535.507] (S)毒見ユッケ: karubisNadenade
[7537.687] lucky_shocker: ひっじ
[7538.703] ミカロニ: なんでバイトにしないんだろ
[7540.816] 仙波さくら: ボランティアまだ担当プールわからんみたいな話あるよな
[7542.239] びーさん_: EVOJ福岡でもあったよ前
[7542.632] (S)見るぞ: ボランティア偉すぎる頑張って
[7545.402] (S)いーすとまん: かじゅがまたスケベゲームやってら
[7545.583] roziurara: イベントスタッフのバイト普通にあるのにね
[7548.687] サカザキ: スタッフさんいないと大会成り立たないからな
[7549.772] nekomikan_248: 今回は人多いからやばそう
[7551.049] pappi0117: ありがとうなるきゅん休憩中に声かけさして
[7552.993] (S)やくりのやっさん: これはマジで全員よんでおいてほしいねぇ；； https://shiryl-shi.hatenablog.com/entry/evoj24guide
[7558.673] はせぽん: TGSでスト4の大会のボランティアしたけど本当に大変だった
[7566.294] (S)亞ゼファー亞: ボランティアさんご苦労様です！
[7566.816] kasumiasano: 生アロー！
[7576.032] roziurara: アロー先端まーじで頭突きでしょ
[7576.100] thorma_jp: そもそも地方には箱がねぇんだ
[7576.408] (S)Lou_Tamagoya: えらいっつーか金だしてやれよな
[7580.839] (S)すじゃーた: 生アローやめてね 
[7583.420] (S)がすいんニキ: アローダメだよなマジでw
[7590.524] basiclife123: 生アローって強いんか？ｗｗ
[7591.710] (S)MasudaTheMenace: もう飛び道具みてえなもんじゃん
[7592.414] oreyuta: キャミィとやってるとガンダムやってた時みたいなスピード感感じるときある
[7593.157] (S)雑食: 先端ー２だっけ
[7598.431] comment3: 確反ないからな
[7603.054] TROI_Just: でもそれってリュウの足刀みたいもん？
[7605.187] (S)かるぱちた: だいたい喫煙所いったらなるちゃんいるっしょ？
[7606.149] (S)zelphy777: キャミィ使いなんだがジェイミー側なにされるとつらい？1500MRぐらいなんやけどジェイミーだるいっす
[7606.428] 亀の甲より柴咲コウ: 水派くんやってるイメージ
[7607.110] Deaxxaed: ｗｗ
[7609.153] (S)MasudaTheMenace: 賭けまだ？
[7610.694] milkhunter0721: おじさんのアローも生で出したい
[7612.849] roziurara: 来年これはやばかったって言われる技だよ
[7615.452] (S)やくりのやっさん: 生アローと絶唱どっちが強いって言われたらおーん…
[7615.918] ライム_: かじゅはバニーガーデンやってるというのになるおはマジメかよ
[7617.026] バンザイモンキー: 基本投げ抜けしないのが正解なのか？
[7618.451] (S)pero888888: 持続なら０もある
[7618.468] (S)がすいんニキ: どんだけ突っ込む技あるの？ってねぇ
[7618.938] (S)雑食: リュウはめり込んだら５Fとかあるしな
[7633.660] (S)雑食: 距離によるのか
[7637.265] (S)かるぱちた: おもむろアローまじで無理
[7645.307] (S)くろめ62: 敗退
[7649.456] sndkzfm1: かずのこは頑張ってツイッチ育ててるな
[7652.010] ジャム作るパンおじさん: ネモさん結婚したのか
[7652.031] (S)雑食: あ
[7652.320] (S)やくりのやっさん: かじゅ～？
[7652.843] (S)i2ha_a6: スパイラルアロー見た目だけなら硬直100Fでもおかしくない
[7654.447] (S)にしん__: なるちゃん昇竜でおとしてくれ
[7655.248] Deaxxaed: wwｗ
[7655.350] nivelkute: なるおもやろう
[7657.185] (S)後藤ふたり: お前もやれ
[7657.618] (S)04popoo: www
[7657.731] サカザキ: おっと
[7658.481] (S)hiroumi_sea: 変わっちまったな
[7659.631] (S)道蔭: 変わっちまったな
[7660.033] (S)mg_mahiru: すまんかじゅ行くわ
[7660.417] kasumiasano: 既婚者のくせによ〜
[7660.571] wakuwakusandayo: 配信者かじゅ
[7660.630] hamham9999: か、かじゅ！？
[7661.391] (S)lvr3333: かじゅ行くわ
[7661.919] basiclife123: すまんバニガ行くわ
[7662.202] (S)ヴィスタ: すまん、バニー行くわ
[7664.467] 仙波さくら: かじゅ…
[7664.943] oreyuta: 結構楽しそうにやってる
[7665.086] (S)MasudaTheMenace: 流行りに乗らねえとな
[7665.814] ｾｲ: 楽しそうにやってる
[7665.829] サカザキ: なるおもやれ
[7667.351] (S)雑食: 酒取るときケツがすんごいのよ
[7668.145] fumbi5566: しかもおもしろいって言ってる
[7669.497] (S)がすいんニキ: アロー置くとこ決まってたりするからバクステ大Kか垂直ええど
[7670.824] (S)井上リ: じゅ〜（泣
[7670.867] snk_fns: 軟派な
[7670.873] (S)奈良の大仏大炎上: なるおだってやりてぇのにな！！
[7671.096] (S)yurufuwa_aisare_mukai: 元々なんでもやってたような
[7671.850] 亀の甲より柴咲コウ: 奥さん嫉妬するぞ
[7671.927] sukensugi: かじゅはZETAの対戦会行かずにばんつ見てたよ
[7673.524] roziurara: バニガッケイ
[7673.874] hamham9999: ｗｗｗ
[7674.793] duver5754: 花奈ちゃんにプレゼントどうしようか悩んでたよ
[7675.005] yakisobadaisuki: ゴッズガーデンどこ…
[7675.016] (S)neconokntm: 昨日もZETA対戦会の裏でやってたね
[7676.561] (S)pero888888: あの人はもう普通の大手配信者だから
[7676.659] びーさん_: バニガがおもしろい…？
[7677.839] (S)見るぞ: かじゅ〜〜〜
[7678.080] selionb: 🤓えっちだ…
[7678.324] sndkzfm1: 🤓「ツイッチはこういうのがええんやろ？」
[7679.653] fushi5726: なるおガーデンで我慢するわ
[7682.473] morinokamisama: あ・・・・
[7683.377] (S)やくりのやっさん: 今のJPのもくだらなくないか？
[7683.501] (S)yakamotsi: すまん下心ないけどかじゅいくわ
[7684.332] yas_san83: iphoneのCMの人メナに似てません？
[7684.390] intaisita: 本音は？
[7687.735] yuki_aion_aion: かっこつけんなよなるお
[7687.736] あおば0821: んっ
[7689.522] USB_9N: なるおはチャイナガーデン
[7690.042] (S)hiroumi_sea: 布団ちゃんみたいにかじゅもシコってんのかな
[7693.115] (S)bwjwkkk: かっけーっすｗ
[7695.485] (S)かるぱちた: かじゅはくだらないやつってこと？
[7696.959] いりおん: おしゃれ!!!!
[7698.356] (S)すじゃーた: くだらんとか言うなよ～
[7699.984] (S)かるぱちた: ひどい
[7700.368] kurohata300: ハマるのが怖いのか…？
[7703.073] murakami38: なるお大昔XBOXのわけわからんギャルゲーやってたな
[7704.276] (S)けろろがめ: さっき風俗の話してた人間のいうことじゃねえな
[7706.093] (S)yurufuwa_aisare_mukai: なるおは今更のドキドキ文芸部で対抗していけ
[7706.313] 亀の甲より柴咲コウ: 自分の息子が喜ぶ
[7709.522] (S)がすいんニキ: 見てなかった何？
[7711.503] Youhei6251: かずのこって性的な話題ほぼせんよな
[7714.607] hamham9999: そんなこと言ってめっちゃたっとるやん
[7715.171] いりおん: なんだ今
[7716.720] wakuwakusandayo: 布団ちゃんのバニーガーデン本当にくだらなくて好き
[7726.085] (S)日本語かな: OD絶唱パニカンで壁やられ
[7736.586] (S)井上リ: 飲んで大足しか覚えてねぇ
[7738.266] (S)日本語かな: 飲みからアッパー入る
[7739.901] (S)成歩堂龍一スマブラ参戦: 布団ちゃんバニガ配信中にシコってたのヤバかった
[7746.186] intaisita: スイッチで息子に買うか
[7746.518] (S)がすいんニキ: OD絶唱パニカンは1飲んで屈弱P>大足か3飲み！
[7758.897] (S)oshou3: OD大爆廻はいったはず
[7759.978] (S)かるぱちた: 歯医者めんど
[7760.607] yoshibesa: 小P大バッカイ？
[7760.887] いつほし: naru04Kei
[7761.436] roziurara: でかー
[7767.559] (S)EGA0721: naru04Owa
