[34.119] kobi3070: ｳﾒﾁｬｱﾝ
[21491.479] tamujiro: 端のインパクトが怖くてボタン押せなくなるんですよねぇ
[21492.017] mt7f: 次のシーズンいってしまう
[21492.057] jigen0104: www
[21492.267] くね君: ウメDJみてえ
[21492.963] sakuyamachocojiro: 仕上がるってなんなんだ
[21494.130] berurusuko: DJポテンシャル絶対あるけどケン並みにムズそうじゃない？
[21495.282] (S)はまオジ: 端の迅雷弱K派生コンまじで安定しない
[21495.522] darkabsolute6969: うめちゃん若返った？
[21495.841] jigen0104: そうね
[21496.070] yomogi0610: 長い旅になりそうだ
[21496.121] あり0221: もうメインにしようよウメちゃん
[21496.342] syrup9000g: 当分先って事やね
[21499.077] (S)gazesd: 1年で足りるかなあ
[21500.576] aru_0928: ジュリはSA2コンボ以外はテクいイメージない
[21503.032] proajus: DJがおじいちゃんになっちゃう
[21503.792] 真理に至った: こっちはずっとケン使ってくれてもええんや
[21504.858] (S)apacheconf: ウメDJめっちゃ楽しみ
[21505.654] sakuyamachocojiro: 相棒を決めないとな
[21506.865] レム__: 一年後 「このキャラ仕上がる気がしねぇ」
[21509.714] gorilla_osaka: もうこのままケン専コースあるんか
[21510.293] yomogi0610: 筋トレ効果でてるよね
[21510.349] kuyashad: Love you ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
[21511.347] jagajaga1943: DJ触った後にケンとDJどっちを完ぺきにするか決めればいいのでは
[21512.900] wahaha7788: 3年後
[21513.568] (S)あばたあ: 気づいたら一年経ってるやつか
[21515.694] une3333: ケンを仕上げるには覚悟がいるってことか
[21518.877] yorushikakun: 永遠に完成しないサクラダファミリアみたいなキャラだ...
[21519.062] librabird: 豚花
[21519.980] (S)だいす_: ンガ
[21520.515] だいこん_: ジュリは風破ストックがシンプルになってまだ難易度は下がった、けど仕上がるには時間かかると思う
[21520.895] toshiyuki_o: ときどは止めたしウメケンでいいと思う
[21521.603] takahashiseigi: ジャスティンみたいに、たまに相撲してみては？
[21522.121] SOLAS1D: 仕上げるのに時間かかるからときんすもルークに変えちゃったんだと思う
[21523.972] asa2023ku: ふが
[21524.986] kskfarksk: BibleThump
[21526.225] erisuk: ﾌｺﾞｯ
[21527.037] striped_pantsuu: wwww
[21528.236] 天然ベニテングダケ: 豚ハラ
[21528.546] 温かいやさむぎ: あーあ 
[21528.601] hifumi_poyo: スト6で若返るウメ
[21530.186] sg_1048596: ブタハラ
[21530.434] (S)fahmy0825: NotLikeThis
[21532.192] goozy009: 少なくともEVOまではKENっすね
[21536.815] flashbacks18: 虐待されてるのか
[21539.399] 動画勢: 背水失敗
[21539.532] rdstus: ケンが仕上がるまでにDJ弱体化されそう
[21541.005] 420taro: 出し切る系は終わりがわからん
[21543.439] bokuinacup: haeeun1Panic
[21544.876] scryed007: 覚えても使わないと感覚忘れそうだしね
[21545.152] (S)猫神寝猫: さっき言ってた弱さ抱えてまでやれるのかなぁ…？
[21547.500] シミズム: 言うて7年は遊べるんでしょこのゲーム
[21553.286] King_Fuudo: 2キャラ同時並行もええやん
[21554.514] prisira: それはそう
[21556.928] カブトシロ: 一生遊べるキャラ見付けちゃったか。
[21561.435] asa2023ku: わかりみ
[21562.696] wahaha7788: SFLでる人ははやく強くなれるキャラ選ぶしかないもんなぁ
[21568.305] NekoPunchKick: AKIまでには仕上げて！
[21571.553] yuhi_N: いつ終わるかわからんのよな
[21576.752] だいこん_: ゲームで勉強させんな！
[21577.973] berurusuko: そうだしルークみたいにガードさせて距離離れるのもムカつく
[21578.966] aru_0928: 連続技SAでよく殺られるわ
[21581.462] myaaaaaa123: ケン仕上げるウメちゃん見てえよ
[21583.487] lunasolnars: ゲームの音があまり聞こえないのはおま環ですかね
[21596.462] erisuk: そういうところが無くなってくといいんだがね
[21596.678] 温かいやさむぎ: 2030まで遊べる予定
[21601.977] kuyashad: 3rd strike Daigo ❤️
[21602.668] 動画勢: ヒュー
[21603.053] (S)だいす_: p
[21604.560] jigen0104: おまかんです
[21606.205] cha_ske: ケン面白いですか？
[21606.386] gomesu: 正直、5とどっちが面白いですか？？
[21607.093] momo123456759: うますぎる
[21609.406] だいこん_: みな環だけどこれくらいがウメちゃんの声聞こえやすくて良い
[21609.635] あり0221: リュウよりレア度高いからウメケンはマジで見たい
[21609.863] Rickfernello: Gaming
[21611.781] lunasolnars: 了解です
[21613.047] unlimited_teddy: 普通に聞こえる
[21613.113] asa2023ku: ちょうどいいですよ
[21614.379] wahaha7788: メインはウメちゃんなんでね
[21616.211] syrup9000g: 見やすいで
[21616.463] twitcher234: 梅ちゃんの声に比べたら小さいけどそこまで気になりません
[21621.027] erisuk: めっちゃうるさくなるからゲームのおとはこれでいいんだよ
[21626.708] zetton_s: ちょうどいい
[21629.199] goozy009: なんか、今の配信のウメちゃん30代前半の頃の顔に近付いてきた気がするのはオレだけ？
[21629.880] yuhi_N: 音は気にならないかなぁ
[21630.594] twitchyarutch: いいね
[21631.106] 動画勢: ざんぎたんｗ
[21632.364] prisira: 生きていたのか魔法少女
[21634.251] 天然ベニテングダケ: ｗｗｗｗｗｗ
[21634.477] シミズム: 今日はボタン音がよく聞こえる
[21635.236] asa2023ku: きたーー
[21635.309] (S)gazesd: umeYay
[21638.668] kskfarksk: ざんぎたん生きていたのか
[21638.717] mt7f: ゲーム音はちょっと聞こえればなんとなく脳内補完できる
[21639.964] une3333: 黒い黒いｗ
[21640.219] (S)Lakku78: スマホのスピーカーですら声もゲーム音も問題ないな
[21640.795] taasan28: スティックよりレバーレスのがいいですか？
[21641.231] だいこん_: くすみザンギ
[21641.424] yomogi0610: やっていくスタイルきたー
[21645.002] (S)でっけぇおめぇ: 復活のざんぎたん！
[21646.905] nagasaki3662: 懐かしい
[21648.472] niboshidaiashi: 出た
[21653.665] ACL_myon: 5が出たとき以来
[21654.300] sussy_int: スト４の人？
[21656.688] one596: 魔法少女の業を背負いし
[21656.715] あり0221: 魔法少女であってたまるかw
[21657.356] jikkun_pc: 出たわね
[21658.520] v_harumi_v: 魔法少女
[21658.654] NekoPunchKick: 日本語で書けるのいいね
[21658.699] une3333: 強そうだなぁこのザンギｗ
[21659.205] sonic_chop: なんかつやつやしてるｗ
[21660.048] dai920san: 白いケンと白いザンギ
[21663.120] (S)だいす_: 久しぶりにみたな
[21664.229] epin7: ざんぎたん！
[21664.433] h_rarao: 多少対戦バランス悪くても良いからアッパー調整していってほしいと思う元KOF勢
[21666.049] 天然ベニテングダケ: 白とシルバーだから、若干メカっぽいね
[21666.239] amago3: ざんぎたん☆彡
[21666.500] まるいとうふ: 「あ、ザンギたんだ」
[21668.145] ジャンクばっち: おかえりなさい魔法少女
[21669.357] v_harumi_v: ムキムキな魔法っ子
[21671.110] mitsuji: 立川伝説の
[21671.599] (S)ガヤン0521: LPいくつあるの？でおなじみのざんぎたん
[21673.498] sne_con: ４以来か
[21674.590] 温かいやさむぎ: 黒い黒い黒い黒い、下しっろ、
[21676.801] 動画勢: オワ４原人続々出てきてるな洞窟から
[21679.176] ian_pooley: 距離の取り方参考にしよ
[21686.136] twitcher234: すごい
[21686.396] berurusuko: ザンギはまだ納得性が高いキャラになったな
[21687.293] Goodwisp: Kreygasm
[21687.356] (S)satochii__: ザンギめっちゃ日焼けしてね？
[21689.123] sumidagawa: 強力な魔法だな
[21691.523] blackcoffee0821: たtかわの？
[21692.280] おりっち: ニコ生よく見てたなぁざんぎたん
[21693.759] odin0741: 4を洞窟扱いはやめろw
[21700.674] Jam10505: 原人たちも火の使い方覚えてきてるな
[21703.074] anthonygamer__: Gief'd
[21703.678] 天然ベニテングダケ: 魔法(物理)
[21704.928] あり0221: 胸毛が生えてる魔法少女新鮮ダァ
[21710.154] シミズム: 6のザンギはかっこいいなー
[21719.749] haenoou61: ザンギにシミーすんのこええよ...
[21737.433] sonic_chop: おー
[21749.860] wahaha7788: 昇龍追撃で出すとこの音が気持ちいい
[21751.787] 916kev: iron muscle
[21752.011] (M)(S)Moobot: Twitch Prime に登録すると無料でたくさんの特典があります → https://bit.ly/2YE2nLB
[21758.236] proajus: 本田、ブランカ、JPという闇の一族からベビーターンしたザンギ
[21760.853] yomogi0610: ニコ生なつい、サライ流しながら無双してる楽しかった
[21762.516] berurusuko: 小技ペチペチのザンギじゃないから今作はかっこいいわ
[21762.681] (M)(S)Moobot: ＊ HyperX Cloud 3＊ 先行予約受付中！ → https://hyperx.gg/42XVwOf
[21767.191] シミズム: 相手のリピートマークはなんなの？
[21768.542] quwrof_sb: ザンギとマリーザ結婚させべ
[21776.022] (S)3_dots: daigo kakka
[21785.846] (S)あばたあ: クロスプレイ
[21785.989] (M)(S)Moobot: ＊HyperX Cloud 最新モデル＊ 6/12 発売予定！
[21790.453] one596: クロス
[21794.376] GodAwfulTruth: 真っ白な試合
[21794.464] (S)fahmy0825: yooo
[21796.137] odin0741: つよ
[21796.758] (S)だいす_: えぐ
[21796.864] yuhi_N: お母さんの布団が
[21797.980] goobls: niceee
[21799.567] だいこん_: クロスプラットフォームってことじゃない？PS5
[21801.740] librabird: とんでもない当たり方
[21801.787] Nagare765: ウル4みたい
[21801.948] asa2023ku: ひどいw
[21802.986] erisuk: 頭を裏からえぐった
[21803.319] proajus: 延髄切り！
[21804.078] berurusuko: やばい当たり方
[21804.410] pugya7: 延髄蹴っていく
[21806.376] unlimited_teddy: え、クロスプレイ対応してるの？
[21815.886] FLChris_: FLChris_ subscribed with Prime. 
[21816.360] asa2023ku: クロスプレイできるよ
[21817.665] だいこん_: してないとお思いか？
[21820.377] one596: PC箱PSやれるよ
[21827.237] haenoou61: 最初から対応しとるで
[21835.743] ぽこはむ: 最高じゃん
[21839.273] Mindfull: That crossup is so nasty
[21839.830] Qtr1214: そりゃマッチングするわな
[21843.729] unlimited_teddy: PCとPS5両方ソフト買えばおk？
[21847.152] NekoPunchKick: 同期ずれワープもない感じ
[21848.976] haenoou61: 気合入ってるからね
[21854.477] prisira: 今はクロスプレイないと売れない
[21856.823] erisuk: ＰＳからでもウメハラと戦えちまう
[21861.531] だいこん_: 大会ガチ勢なら両方買え！
[21862.483] goozy009: 実際オンラインの大会はPS5だろうしな
[21865.303] シミズム: クロスってことなのねーラグとか感じないのね
[21865.422] berurusuko: 5のころからクロスプレイあるぞ
[21865.514] Nagare765: こわ
[21866.560] 動画勢: レベル２かっけえｗ
[21868.681] Qtr1214: 人口分断するだけだもんな
[21873.988] L0VEL1: FIGHTING
[21875.460] (S)jusankokuki: クロスプレイじゃなくてクロスマッチングですね
[21883.051] (S)Lakku78: PCとPS5は別々にソフト買わないとだけど
[21904.198] tabibitox: 他社がクロスにした瞬間熱帯が壊れてるのを見るとカプコンはよくやってたとわかる
[21908.067] unlimited_teddy: プレイヤーデータ共用できるなら両方買いたい
[21914.232] wahaha7788: 体重200キロくらいありそう
[21918.395] だいこん_: モニターちゃんとしてればPCとほとんど遅延変わらないって感想だけどプロ達でも
[21923.443] prisira: カプコンidで共通じゃないの？
[21923.503] ~MISSING_COMMENTER_INFO~: ザンギエフケツ揺れランキング
[21930.709] fumixxxxx: 他ゲー見てるとクロスプレイは、かなりハードル高そうよね
[21934.015] mt7f: カプコンIDと紐づけできるけどどうなんだろうね
[21963.241] (S)vivfiw: EleGiggle
[21963.933] だいこん_: あ
[21965.504] (S)だいす_: wzw
[21965.583] proajus: 立派になったなぁカプコン（勘違上目線）
[21966.098] NekoPunchKick: ぷしゅん
[21966.822] berurusuko: www
[21967.196] tabibitox: つんだｗ
[21967.421] MGS_MetallicA: LUL
[21968.228] (S)ガヤン0521: 破裂したｗ
[21968.258] aranami0: あ
[21970.764] prisira: ときどどうして・・・
[21970.846] (S)しゃくれ: あ
[21971.519] catbeard__: ザンギたん
[21972.502] (S)あばたあ: 草
[21973.462] librabird: やっちゃいがち
[21973.978] erisuk: 自らノーガードへ
[21975.880] catbeard__: かわいいね
[21976.964] tsubame0614: セルフBO
[21978.286] one596: ときどさんもやってたからセーフ
[21978.656] あり0221: ウメちゃんの鳥籠きついよー😭
[21979.918] 新ころりん: ザンギたん・・・どうして
[21983.704] gorilla_osaka: なんか次は板Zあたりそうなくらい強豪ザンギ当たってる
[21984.629] mukiryoku_mkr: あるあるw
[21986.748] asa2023ku: つんよい
