[9.323] (S)ふれーく: わこらだ」
[6990.583] ayunosioyaki0223: wwwwwwwww
[6990.858] (S)shilva_0: wwwww
[6991.092] ニコ丸0429: wwww
[6991.224] 0214ちさ: wwwwwwwwww
[6991.294] (S)tumugi_76: ｗｗｗｗｗｗ
[6991.825] (S)ディンダン: wwwwwww
[6991.977] (S)ぴす615: www.
[6992.683] (S)ninfea_03: wwwwww
[6993.346] (S)えりんぎ8: wwwwwwwwwwww
[6993.796] (S)kurui440: www
[6996.072] (S)のこ汰: wwwww
[6998.601] (S)ほのぼの: wwwww
[6998.613] (S)田中弐号機: www
[7000.116] (S)panndaman1: wwwwww
[7000.576] (S)哀れな人の子: カリスマ性
[7001.970] pu_tyan: wwwwwwwww
[7002.199] lara_3o: wwwww
[7004.752] teritama5: ジャンマスに好かれてるのか嫌われてるのかw
[7007.969] (S)はるのてゃん: wwwwww
[7025.012] (S)猫又01: おー
[7041.583] 神崎立夏: もいっちゃう
[7047.824] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[7049.103] 神崎立夏: ないすー
[7049.581] chirol__: ないす
[7051.404] ayunosioyaki0223: うま
[7053.568] (S)をぺ: ないす
[7059.201] シアン_: うま
[7062.047] (S)ケバブビギナーのえる: うますぎ
[7063.675] (S)himikokichi_06: ないす
[7064.637] pu_tyan: うんま
[7066.976] (S)_ゆずれもん: ないす
[7091.377] (S)をぺ: うんま
[7091.452] 紗弥0926: ないす
[7092.882] (S)lunatic2525: ないす
[7093.236] ayunosioyaki0223: radaoNice
[7093.984] 神崎立夏: つんよ
[7094.039] (S)そおお: ないす
[7095.019] (S)shilva_0: ないす
[7095.020] chirol__: ないす
[7095.387] (S)ケバブビギナーのえる: ないすぅ
[7096.718] (S)himikokichi_06: つよ
[7098.888] あらんえむかーびぃ: ｗｗｗｗ
[7099.108] (S)まここま: ないす
[7100.010] 神崎立夏: え
[7100.029] (S)えりんぎ8: wwwwww
[7100.259] (S)lunatic2525: おい
[7100.283] 梨一: ｗｗｗｗｗｗｗ
[7101.122] chirol__: ｗｗｗｗ
[7101.151] (S)とりーーも: ないす
[7101.545] kazushan: radaoNice
[7101.825] (S)sacooon: さすゾム
[7101.840] (S)ninfea_03: ないすぅ
[7101.913] (S)哀れな人の子: ｗ
[7102.236] (S)をぺ: wwwwwwww
[7102.724] sunomono8: wwwww
[7103.019] (S)yumemiruneco: www
[7103.162] (S)ミャ3: おい
[7103.243] ayunosioyaki0223: wwwwwww
[7103.647] (S)ケバブビギナーのえる: さすゾム
[7103.842] (S)ninfea_03: おい
[7104.414] (S)nattoniboshi: ｗｗｗｗｗｗｗｗｗｗｗ
[7105.450] (S)Ichigo_Strawberry15: wwwwww
[7105.599] (S)kassy0112: ほんとうますぎ
[7105.867] (S)猫又01: radaoOI
[7105.897] (S)PEI_OwO_: ｗｗｗｗｗｗ
[7106.242] (S)himikokichi_06: おい
[7106.303] (S)バナナチ: radaoOI
[7106.637] pu_tyan: さすゾム
[7106.794] (S)shige__maru: wwwww
[7107.029] (S)とりーーも: ｗｗｗｗｗｗｗ
[7107.594] (S)fuucyann: ｗ
[7107.893] (S)ふちてゃん: ｗｗｗ
[7108.087] (S)あみこ0408: wwwwwwww
[7109.930] (S)ナラ抹茶: wwwwwww
[7111.673] 4toki22: ｗｗｗｗ
[7113.192] (S)_こなた_: wwwww
[7113.472] (S)suiha_7: radaoNice
[7114.118] (S)katsu20549: katsu20549 subscribed with Prime. 
[7114.314] (S)sacooon: radaoOI
[7114.715] (S)をぺ: さすゾムなのよ
[7115.152] pu_tyan: wwwwwwwwwwww
[7115.434] bc_moimoi: wwwww
[7115.942] (S)tumugi_76: ｗｗｗｗ
[7116.134] (S)marimoko6231: 追分
[7116.674] (S)azisai1111: www
[7117.599] おろしポン酢: うざいやつw
[7119.165] (S)田中弐号機: www
[7120.060] mirumiru_h: wwwwwww
[7121.480] (S)~MISSING_COMMENTER_INFO~: !uptime
[7121.736] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 58 minutes 50 seconds 経過しています。
[7122.878] Yakishio_1219: wwwwww
[7123.511] (S)marimoko6231: おいwww
[7124.384] neu_rose: なにしとんw
[7126.197] (S)ラボア: wwwwwwwwwwww
[7131.471] 肉汁うどん: 肉汁うどん subscribed with Prime. 
[7143.563] (S)katsu20549: radaoMoeru
[7149.954] Meriel814: スリープはだめ
[7162.402] (S)田中弐号機: スリープはダメだなぁ
[7162.479] (S)who_tawn: エロゲのやりすぎじゃね？
[7162.535] chirol__: それはそう
[7164.156] ニコ丸0429: そうわよ
[7165.655] 4toki22: ちゃんとシャットダウンしないとパソコンの寿命縮むよ
[7166.489] (S)猫又01: やばwww
[7168.686] (S)ちゃつう: スリープしてた
[7169.652] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[7170.229] (S)lunatic2525: 熱こもりそう
[7173.296] Meriel814: つけっぱかシャットダウン
[7177.197] kazushan: 3日
[7177.210] (S)yumemiruneco: 影分身www
[7177.559] chirol__: ｗｗｗｗ
[7178.091] (S)lunatic2525: おもw
[7180.503] 神崎立夏: wwwwww
[7181.891] 0214ちさ: やば
[7183.445] (S)そるとりうむ: 3日…
[7183.749] (S)ruchi_13: www
[7187.666] (S)肉汁うどん: www
[7189.023] pu_tyan: wwww
[7197.192] (S)そるとりうむ: やば
[7197.916] (S)kassy0112: www
[7205.484] neu_rose: よくその状態でゲームできるなw
[7216.811] (S)murasaki_731: 今？
[7229.549] おろしポン酢: チノくんPC買い替えるべき？
[7230.732] 梨一: ｗｗｗｗｗ
[7231.176] (S)himikokichi_06: www
[7232.949] chirol__: ｗｗｗｗ
[7235.582] 梨一: 詳しｗ
[7235.816] (S)pon_yowa: pon_yowa subscribed at Tier 1. They've subscribed for 5 months! 
[7237.924] (S)nattoniboshi: 王子・・・
[7238.722] (S)tanpopo_po: ベジータwww
[7239.726] (S)ケバブビギナーのえる: なつ
[7240.142] 紗弥0926: それ見てないじゃん
[7240.669] ru_san0720: wwww
[7242.829] chirol__: それ見てないやつ
[7245.039] (S)fuucyann: ｗｗｗ
[7247.919] (S)ラボア: なつ
[7249.421] ru_san0720: 見てないやつやw
[7249.524] (S)himikokichi_06: wwww
[7250.383] (S)murasaki_731: 見てないね
[7252.823] (S)fuucyann: ｗｗｗｗ
[7254.884] (S)PEI_OwO_: ｗｗｗｗｗｗ
[7255.239] (S)ナラ抹茶: 見たことないけど知ってる
[7256.599] (S)riyuu25: 見てないね
[7264.512] cheche291: へーって興味無さそうな返事すぎな
[7270.722] (S)lunatic2525: ベジータ泣くとこだっけ？
[7271.278] (S)哀れな人の子: ベジータは秀才だから
[7272.726] (S)Ichigo_Strawberry15: wwwwwwwww
[7278.914] (S)shinichan227: それはブロリーのやつだよね
[7282.717] みなゆう5121: だめだおしまいだぁはブロリーの映画だぞ
[7284.524] 神崎立夏: あー
[7289.154] (S)shinichan227: もうだめだぁはブロリーだよ、
[7289.255] ru_san0720: あー
[7290.760] RueChan_115: あったあった
[7293.384] (S)norensan: radaoHatena2
[7296.606] (S)dia11313: ブロリーだよ
[7296.772] (S)~MISSING_COMMENTER_INFO~: その後悟空にお前がナンバー１だっていうんだぞ
[7299.217] (S)lunatic2525: radaoHatena2
[7303.550] ayunosioyaki0223: radaoHatena2
[7303.561] 梨一: ｗｗｗｗｗｗｗｗｗｗｗ
[7304.581] 紗弥0926: wwwwww
[7304.652] (S)ドコサヘキサエン: www
[7305.369] (S)そおお: それブロリー
[7305.830] chirol__: ｗｗｗｗ
[7306.325] 神崎立夏: そのシーンは覚えてる
[7306.419] (S)をぺ: wwwwwwww
[7307.373] (S)tumugi_76: ｗｗｗｗ
[7308.169] (S)ケバブビギナーのえる: www
[7309.192] 0214ちさ: wwwww
[7309.470] (S)shinichan227: DBニワカしかいねぇw
[7309.529] (S)himikokichi_06: wwww
[7309.629] (S)PEI_OwO_: ｗｗｗｗｗｗｗ
[7310.821] (S)yona_0724: wwwwww
[7311.170] (S)shige__maru: wwwwww
[7312.028] (S)猫又01: wwwwww
[7315.846] (S)totorinori: wwwwwwwwwww
[7316.668] (S)_こなた_: wwww
[7316.897] (S)riyuu25: wwwwww
[7317.279] (S)kassy0112: wwwww
[7318.218] (S)suiha_7: radaoW
[7318.496] (S)_ゆずれもん: wwwww
[7319.144] am4kumo: wwwwww
[7320.052] 梨一: 結局にわかの集まりだった
[7321.043] (S)ラボア: wwwwwwww
[7322.488] (S)marimoko6231: wwwwww
[7323.557] sunomono8: wwwwwwww
[7324.504] (S)はるのてゃん: wwwwwww
[7325.749] (S)yusan913: wwwwwwww
[7326.020] pu_tyan: www
[7327.288] (S)そるとりうむ: わろた
[7329.318] (S)Ichigo_Strawberry15: wwwwww
[7329.950] (S)ちゃつう: ｗｗｗｗｗｗ
[7330.435] (S)~MISSING_COMMENTER_INFO~: らっだぁはｄｂブロリーしか知らないよ
[7331.031] neu_rose: 記憶は混ざるものw
[7331.984] (S)shige__maru: wwww
[7332.436] (S)who_tawn: 射線バリ通ってるw
[7333.271] 天然水の水: ww
[7335.232] (S)hijin0501: わこらだ
[7341.025] (S)田中弐号機: www
[7349.638] (S)norensan: DB?知ってる！玉集めるやつね？
[7350.368] (S)ヨヒラ: わこらだ
[7376.686] chirol__: ないす
[7377.385] (S)himikokichi_06: ないす
[7378.450] ayunosioyaki0223: ないす
[7378.481] 梨一: ないすー
[7379.969] (S)をぺ: ないすぅ
[7381.569] (S)nattoniboshi: ないす
[7381.598] (S)ケバブビギナーのえる: ないすぅ
[7382.724] (S)ninfea_03: ないすぅ
[7383.952] (S)tumugi_76: ないす
[7385.073] (S)suiha_7: radaoNice
[7385.323] 神崎立夏: ないすー
[7386.568] sunomono8: ないすぅ
[7386.736] (S)mikan_san: 強いねぇ
[7386.950] (S)lunatic2525: ないす
[7388.936] (S)norensan: ないすぅ
[7389.730] ayunosioyaki0223: wwww
[7390.842] pu_tyan: ないすぅ
[7392.858] mirumiru_h: ないすぅ
[7393.287] (S)monaka2725: ないす
[7393.410] (S)himikokichi_06: www
[7395.189] (S)猫又01: radaoNice
[7395.578] neu_rose: ナイス
[7399.391] (S)ケバブビギナーのえる: まじむりw
[7402.465] chirol__: まじむりｗ
[7410.327] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[7411.012] ayunosioyaki0223: ミュート
[7413.199] (S)ekf4hamada: 2年後に
[7413.914] (S)_こなた_: 45好きなんだけどなぁw
[7414.115] (S)lunatic2525: ミュート
[7415.221] (S)えりんぎ8: 懐かし
[7415.301] (S)ゆう77: ミュート
[7416.245] 縮緬雑魚: なっつ
[7416.404] 神崎立夏: あ
[7416.735] 紗弥0926: なっつ
[7419.371] 梨一: なにしてんの？
[7419.480] teritama5: なつミュート
[7419.569] ゆーしき: なっつ
[7419.635] (S)~MISSING_COMMENTER_INFO~: なっつ
[7419.993] (S)norensan: ミュート
[7420.183] ru_san0720: あ
[7421.476] 0214ちさ: なっつ
[7428.144] (S)nattoniboshi: あ？ｗ
[7428.494] (S)hagino_66: なっっっつ
[7430.046] (S)riyuu25: なっつ
[7430.563] (S)sakutaro_xyz: ゆずじゃん
[7431.085] (S)ジンコ: なっつ
[7431.385] (S)をぺ: あ
[7432.171] 梨一: EVAにしないんだｗ
[7433.291] (S)田中弐号機: なっつ
[7434.195] 紗弥0926: 無理wwww
[7435.060] ayunosioyaki0223: wwwwww
[7435.163] pu_tyan: www
[7436.015] (S)そるとりうむ: なっっつ…
[7436.480] (S)himikokichi_06: www
[7436.929] (S)yusan913: なっつ
[7436.960] (S)梅が美味え: なっつ
[7437.230] 神崎立夏: wwwwwwwww
[7437.477] (S)drem_chan: w w w w
[7437.709] chirol__: ｗｗｗｗ
[7437.817] sunomono8: wwwww
[7439.050] (S)tumugi_76: ｗｗｗｗ
[7439.648] (S)をぺ: wwwwwww
[7443.248] bc_moimoi: wwwwww
[7455.868] あらんえむかーびぃ: ｗｗｗｗｗｗｗ
[7456.090] 梨一: ｗｗｗｗｗｗｗｗ
[7456.318] (S)yumemiruneco: またwww
[7457.214] (S)をぺ: またwwwwwwww
[7457.267] (S)ruchi_13: w
[7457.290] matchamochi117: wwww
[7457.683] (S)riyuu25: wwwww
[7457.764] (S)himikokichi_06: wwwwww
[7458.210] 4toki22: wwwwwww
[7458.235] chirol__: また出たｗｗｗ
[7458.605] ayunosioyaki0223: またかよwww
[7458.705] (S)てあてあて: wwwwww
[7458.794] sunomono8: wwwwwwwwww
[7458.828] (S)ふむふる: wwwwww
[7458.898] (S)lunatic2525: www
[7460.110] (S)ねこすず: wwww
[7460.285] (S)ケバブビギナーのえる: またwww
[7460.346] (S)hagino_66: ｗｗｗｗｗｗｗ
[7460.421] (S)tumugi_76: またｗｗｗｗ
[7460.714] (S)nattoniboshi: ｗｗｗｗｗｗ
[7460.761] (S)norensan: あ
[7460.778] (S)PEI_OwO_: ｗｗｗｗｗｗｗ
[7462.038] kyouka_ky: wwwwwwwww
[7462.123] (S)ゆう77: またかw
[7462.323] (S)ふちてゃん: ｗｗｗ
[7462.654] (S)みそチョコ: wwwww
[7463.557] (S)yona_0724: wwwwww
[7463.799] (S)lunatic2525: えろ小僧
[7464.025] まみまる: wwwwwww
[7464.167] (S)ギャンブルはやめましょう: ｗｗｗｗｗ
[7464.710] pu_tyan: wwwwwwwww
[7465.406] (S)nin__zin202: 好きだなぁ〜
[7465.531] 神崎立夏: 草
[7466.020] (S)fuucyann: ｗｗｗｗｗｗｗｗｗｗｗ
[7466.621] 縮緬雑魚: もうええてｗ
[7467.237] (S)てあてあて: 懲りないじゃんwwww
[7467.716] (S)mikan_san: この試合終わったな
[7469.833] (S)murasaki_731: おかえりwww
[7470.433] (S)yuuragi1722: えろ小僧た飲もや(๑꒪⌓꒪๑)ﾉ🍺
[7470.966] (S)ふちてゃん: えろ小僧だ！
[7471.473] lara_3o: wwwww
[7472.651] (S)のこ汰: wwwww
[7473.329] (S)kurui440: wwww
[7474.260] (S)norensan: radaoKonro
[7474.466] (S)そるとりうむ: また
[7474.718] (S)lunatic2525: ロリコンさん？
[7474.940] (S)田中弐号機: www
[7477.128] (S)yumemiruneco: OLかぁ、めもめも
[7477.338] 神崎立夏: 団地妻
[7477.621] (S)himikokichi_06: 頭の中ピンクじゃんwwww
[7478.258] (S)fuucyann: ｗｗｗｗ
[7480.089] neu_rose: エロゲすきだもんねぇ
[7483.265] (S)ここねり: wwwwww
[7483.554] (S)yuuragi1722: シャオちゃんにいじられるよ
[7485.243] (S)fusuma_5884: チャンピオン消えたなwwww
[7486.210] Paste1: radaoOI
[7487.216] teritama5: また負けるぞ
[7487.971] (S)PEI_OwO_: radaoKonro
[7488.331] (S)ruchi_13: 一年中脳内お花畑
[7489.879] (S)fuucyann: えちち
[7490.418] ayunosioyaki0223: 頭の中ピンク？？？？
[7496.422] (S)田中弐号機: radaoKonro
[7496.647] (S)lunatic2525: わかる
[7498.202] (S)fuucyann: やば
[7499.625] (S)nattoniboshi: そうだね
[7499.863] salt_w12: わかってんじゃん
[7501.438] (S)ゆう77: わかる
[7501.840] (S)hagino_66: 沙耶の唄で
[7501.941] (S)yumemiruneco: けものみみ？
[7503.051] ru_san0720: radaoKonro
[7504.156] あらんえむかーびぃ: 触手かぁ
[7505.180] (S)だいこんちゃん: 人外やもんな
[7506.070] (S)ナラ抹茶: wwwwwwww
[7506.964] (S)ここねり: わかる
[7507.208] (S)yuuragi1722: けもみみ？
[7507.324] (S)clavis0222: せいかい
[7508.848] (S)who_tawn: ドン引きされてる
[7509.078] charosenpai: スライム
[7509.381] (S)himikokichi_06: www
[7510.588] 紗弥0926: スライムとか
[7511.328] (S)fuucyann: ｗｗｗ
[7511.532] neu_rose: 人外は最高
[7512.560] 楓さん: え
[7512.561] (S)ギャンブルはやめましょう: 引いてるやん
[7512.737] chirol__: 沙耶の唄でええやん
[7513.460] (S)ねこすず: スライム
[7513.674] (S)まここま: スライム娘だっけ？
[7514.163] (S)riyuu25: 人外好きやもんな
[7514.449] poteito: ちょっと引いてない？
[7514.854] haneko_zip: 沙耶の唄しようぜ！
[7515.041] (S)lunatic2525: 八尺様とか？
[7515.060] ru_san0720: www
[7515.273] zusshin_sushi: 同族だからね
[7516.335] まみまる: スライムね
[7518.174] (S)nin__zin202: 草
[7518.466] (S)哀れな人の子: らだおも変態ではある
[7520.138] ニコ丸0429: 触手もの？
[7520.195] 神崎立夏: エイリアンwww
[7521.057] (S)そるとりうむ: 沙耶の唄
[7522.132] (S)pyonxxxcrocro: www
[7523.763] 4toki22: 沙耶の唄やろう！
[7523.986] 楓さん: 沙耶の唄
[7524.238] (S)_こなた_: スライムとか
[7524.324] (S)ふれーく: 草
[7525.352] 梨一: らだおはスライム
[7525.391] (S)ekf4hamada: 沙耶の唄しかないじゃん
[7526.306] (S)ここねり: 触手物とかは？
[7527.339] (S)fuucyann: ｗｗｗｗｗｗｗｗ
[7528.513] (S)たぴおか1267: wwwww
[7528.952] ねここねる: スライム
[7529.576] (S)ミャ3: やべぇ…
[7529.739] 神崎立夏: あー
[7530.014] (S)こまし: 植物擬人化
[7530.596] aarrrmaa: ルネズファーマシー
[7531.182] neu_rose: スライムやろ
[7531.286] うさぎ耳のめんだこ: ゾムさん超混乱してるじゃんww
[7533.437] (S)Ichigo_Strawberry15: wwwwww
[7533.768] にぃぃぃ: ｗｗｗｗｗｗ
[7535.757] 神崎立夏: 人外っ子
[7537.400] (S)himikokichi_06: wwww
[7538.077] (S)fuucyann: 何の話だよｗｗｗ
[7538.154] (S)yu_ko2222: もうぜったい沙耶の唄やろうよ
[7538.754] ithi25: 沙耶の唄やろ
[7539.463] zusshin_sushi: 擬人化？
[7539.693] (S)ミャ3: www
[7540.969] ニコ丸0429: ケモナー
[7542.625] (S)くらいんしゅにー: クリーチャー？
[7543.467] 天然水の水: 人外www
[7544.183] (S)lunatic2525: モンスター娘だろ
[7544.524] 神崎立夏: 人外っ娘
[7547.634] teritama5: ケモ
[7547.879] (S)hagino_66: あーそっちか
[7550.105] (S)ドコサヘキサエン: それしか言わんね
[7551.048] (S)アララギ: 妖精とか？
[7551.178] (S)himikokichi_06: あー
[7552.191] (S)shachi57o: 人外
[7554.359] (S)そるとりうむ: えっちがうの
[7556.366] (S)dia11313: モン娘だろ
[7557.364] (S)Mac1919: モンスター娘やろ？
[7559.981] (S)_こなた_: モンスター娘
[7560.155] (S)yuuragi1722: モン娘
[7560.165] (S)lunatic2525: 姦姦蛇螺とかね
[7561.702] (S)そるとりうむ: もん娘
[7562.244] (S)ディンダン: え
[7564.507] (S)riyuu25: モン娘やね
[7565.817] 神崎立夏: SF方面で草
[7568.432] 梨一: お
[7568.828] (S)むこすた: 運ぶwww
[7570.385] (S)shachi57o: ww
[7570.709] (S)himikokichi_06: お
[7570.897] 唐辛子ガール: 擬人化ってこと？
[7571.058] kyouka_ky: お
[7571.491] (S)tumugi_76: いたｗ
[7571.506] (S)Ichigo_Strawberry15: wwww
[7572.310] (S)ゆう77: お
[7572.846] (S)nattoniboshi: あ
[7573.145] chirol__: モン娘いっぱいありそう
[7573.362] (S)lunatic2525: お
[7573.415] (S)そるとりうむ: かわいい人外だね
[7574.053] 五色椿: 運んでるｗ
[7574.106] takenokoooo__: スライム娘ね
[7575.544] 梨一: 声ちっさ
[7579.058] (S)おじょーー: なっつ
[7581.496] (S)yutiy_25: 今北わこらだ
[7585.604] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[7586.743] (S)田中弐号機: www
[7588.048] (S)someppp: 物心モノ娘がいいよ 便器の擬人化おるよ
[7588.694] (S)そるとりうむ: おっ
[7590.016] やくとみ: 超え小さすぎて笑う
[7592.720] (S)はるのてゃん: 声ちっさ
[7592.843] (S)えりんぎ8: 映画だよ
[7593.199] (S)yumemiruneco: 獣深度レベル気になるねw
[7594.762] (S)hagino_66: 映画やで
[7597.747] 紗弥0926: 映画では
[7597.905] teritama5: 映画
[7600.359] (S)なるか3: 映画
[7600.373] (S)だいこんちゃん: 映画やぞ
